 5854 ; Бона иностранная. Бразилия ;  ;  ;  ; AU ; 26 ; scipion ; 116 
 2030 ; 5 рублей. Красная книга. Винторогий козел ; 1991 ;  ; Би/м ; AU ; 25 ; Bonyf ; 876 
 1931 ; 15 копеек ; 1950 ;  ; Ni ; VF- ; 23 ; Armando ; 77 
 1932 ; 15 копеек ; 1952 ;  ; Ni ; XF+ ; 52 ; радон ; 159 
 1933 ; 15 копеек ; 1953 ;  ; Ni ; XF ; 19 ; диман ; 113 
 1934 ; 15 копеек ; 1954 ;  ; Ni ; XF ; 18 ; avilych ; 115 
 1935 ; 15 копеек ; 1955 ;  ; Ni ; XF ; 7 ; Конрос77 ; 89 
 1936 ; 15 копеек ; 1956 ;  ; Ni ; AU ; 34 ; Horta ; 113 
 1937 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 35 ; Конрос77 ; 222 
 1938 ; 10 копеек ; 1931 ;  ; Ni ; VF-XF ; 44 ; vlk_ ; 299 
 1939 ; 10 копеек ; 1933 ;  ; Ni ; VF ; 46 ; 45b00f ; 251 
 1940 ; 10 копеек ; 1934 ;  ; Ni ; VF ; 43 ; alex2209 ; 633 
 1941 ; 10 копеек ; 1948 ;  ; Ni ; VF+ ; 25 ; gdrg2 ; 61 
 1942 ; 10 копеек ; 1949 ;  ; Ni ; VF ; 23 ; Vovs ; 61 
 1943 ; 10 копеек ; 1952 ;  ; Ni ; XF+ ; 26 ; Конрос77 ; 135 
 1944 ; 10 копеек ; 1953 ;  ; Ni ; XF ; 29 ; 45b00f ; 159 
 1945 ; 10 копеек ; 1954 ;  ; Ni ; XF ; 9 ; avilych ; 57 
 1946 ; 10 копеек ; 1955 ;  ; Ni ; AU ; 27 ; Конрос77 ; 521 
 1947 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; XF+ ; 36 ; Vovs ; 186 
 1948 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 28 ; Конрос77 ; 365 
 1949 ; 2 копейки ; 1926 ;  ; Br ; VF-XF ; 14 ; zemlyk2014 ; 57 
 1950 ; 15 копеек ; 1955 ;  ; Ni ; XF+ ; 25 ; Конрос77 ; 75 
 1951 ; 5 копеек ; 1940 ;  ; Br ; XF ; 10 ; masterovoi ; 357 
 1952 ; 10 копеек ; 1961 ;  ; Cu-Ni ; XF+ ; 5 ; l1 ; 20 
 1953 ; 10 копеек ; 1962 ;  ; Cu-Ni ; AU ; 15 ; Maksss163 ; 53 
 1954 ; 10 копеек ; 1969 ;  ; Cu-Ni ; AU ; 24 ; ялок ; 108 
 1955 ; 10 копеек ; 1970 ;  ; Cu-Ni ; AU ; 38 ; verunk1 ; 347 
 1956 ; 50 копеек ; 1964 ;  ; Cu-Ni ; XF+ ; 7 ; l1 ; 20 
 1957 ; 20 копеек ; 1931 ;  ; Ni ; VF ; 24 ; boris64 ; 156 
 1958 ; 20 копеек ; 1932 ;  ; Ni ; VF-XF ; 29 ; boris64 ; 153 
 1959 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F+ ; 7 ; Armando ; 57 
 1960 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; VF- ; 9 ; Armando ; 55 
 1961 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF ; 14 ; Armando ; 55 
 1962 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 19 ; Vovs ; 57 
 1963 ; 20 копеек ; 1948 ;  ; Ni ; VF-XF ; 22 ; Armando ; 55 
 1964 ; 20 копеек ; 1949 ;  ; Ni ; VF-XF ; 16 ; ss13 ; 69 
 1965 ; 20 копеек ; 1952 ;  ; Ni ; XF ; 20 ; avilych ; 79 
 1966 ; 20 копеек ; 1953 ;  ; Ni ; XF ; 17 ; Vovs ; 69 
 1967 ; 20 копеек ; 1954 ;  ; Ni ; XF ; 14 ; avilych ; 55 
 1968 ; 20 копеек ; 1955 ;  ; Ni ; XF ; 42 ; avilych ; 117 
 1969 ; 20 копеек ; 1956 ;  ; Ni ; XF+ ; 13 ; Jana ; 57 
 1970 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 44 ; romik ; 612 
 1971 ; 15 копеек ; 1932 ;  ; Ni ; XF ; 20 ; grisha2401 ; 132 
 1972 ; 1 копейка ; 1961 ;  ; Cu-Zn ; XF ; 9 ; Vb[fksx ; 59 
 1973 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; XF ; 16 ; ss13 ; 216 
 1974 ; 3 копейки ; 1946 ;  ; Br ; XF- ; 19 ; kansk ; 100 
 1975 ; 3 копейки ; 1949 ;  ; Br ; XF ; 20 ; DBA123 ; 104 
 1976 ; 3 копейки ; 1950 ;  ; Br ; XF ; 31 ; Vovs ; 86 
 1977 ; 3 копейки ; 1952 ;  ; Br ; XF+ ; 27 ; Конрос77 ; 191 
 1978 ; 3 копейки ; 1953 ;  ; Br ; XF ; 25 ; Horta ; 155 
 1979 ; 3 копейки ; 1954 ;  ; Br ; XF- ; 15 ; kn157736 ; 77 
 1980 ; 3 копейки ; 1955 ;  ; Br ; XF+ ; 47 ; ss13 ; 201 
 1881 ; 15 копеек ; 1932 ;  ; Ni ; F-VF ; 5 ; Kolya2788 ; 54 
 1882 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 17 ; rulka ; 59 
 1883 ; 5 копеек ; 1946 ;  ; Br ; VF ; 45 ; Vovs ; 253 
 1884 ; 5 копеек ; 1946 ;  ; Br ; AU ; 25 ; Drusa80 ; 1260 
 1885 ; 5 копеек ; 1949 ;  ; Br ; XF- ; 15 ; диман ; 108 
 1886 ; 5 копеек ; 1952 ;  ; Br ; VF+ ; 43 ; Armando ; 126 
 1887 ; 5 копеек ; 1953 ;  ; Br ; VF ; 35 ; Конрос77 ; 159 
 1888 ; 5 копеек ; 1954 ;  ; Br ; VF ; 24 ; vizer ; 55 
 1889 ; 5 копеек ; 1955 ;  ; Br ; AU ; 27 ; Drusa80 ; 548 
 1890 ; 5 копеек ; 1956 ;  ; Br ; XF ; 35 ; прохожий ; 114 
 1891 ; 5 копеек ; 1961 ;  ; Cu-Zn ; XF ; 8 ; диман ; 16 
 1892 ; 1 копейка ; 1949 ;  ; Br ; AU ; 11 ; romik ; 174 
 1893 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF+ ; 33 ; Mukoved ; 175 
 1894 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 64 ; Vol4en0k ; 503 
 1895 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF+ ; 19 ; sampler22 ; 157 
 1896 ; 50 копеек ; 1961 ;  ; Cu-Ni ; VF ; 27 ; Vovs ; 181 
 1897 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 18 ; Дима Шухов ; 155 
 1898 ; 15 копеек. Деформация ; 1937 ;  ; Ni ; F ; 3 ; Jana ; 55 
 1899 ; 5 копеек ; 1930 ;  ; Br ; F ; 4 ; мон ; 13 
 1900 ; 5 копеек ; 1926 ;  ; Br ; VF- ; 52 ; 45b00f ; 357 
 1901 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF- ; 40 ; sampler22 ; 261 
 1902 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 6 ; Lyonfik ; 8 
 1903 ; 1 рубль ; 1965 ;  ; Cu-Ni ; AU ; 40 ; Vol4en0k ; 459 
 1904 ; 1 рубль ; 1985 ;  ; Cu-Ni ; XF ; 49 ; прохожий ; 412 
 1905 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF ; 46 ; ivan116 ; 355 
 1906 ; 20 копеек ; 1955 ;  ; Ni ; VF-XF ; 7 ; Vovs ; 57 
 1907 ; 3 копейки ; 1957 ; В венке герба 15 лент ; Br ; VF- ; 11 ; Vovs ; 63 
 1908 ; 3 копейки ; 1938 ;  ; Br ; F+ ; 7 ; kansk ; 62 
 1909 ; 3 копейки ; 1954 ;  ; Br ; VF ; 5 ; Armando ; 21 
 1910 ; 10 копеек ; 1941 ;  ; Ni ; XF ; 37 ; прохожий ; 662 
 1911 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 15 ; romik ; 467 
 1912 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 66 ; u10257 ; 509 
 1913 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF ; 15 ; sampler22 ; 352 
 1914 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF+ ; 58 ; sampler22 ; 254 
 1915 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF+ ; 9 ; DBA123 ; 142 
 1916 ; 5 копеек ; 1956 ;  ; Br ; XF+ ; 30 ; прохожий ; 108 
 1917 ; 5 копеек ; 1979 ;  ; Cu-Zn ; AU ; 29 ; kott ; 363 
 1918 ; 3 копейки ; 1952 ;  ; Br ; VF+ ; 18 ; 45b00f ; 171 
 1919 ; 3 копейки ; 1965 ;  ; Cu-Zn ; AU ; 83 ; Конрос77 ; 1000 
 1920 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 20 ; Mukoved ; 153 
 1921 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 39 ; Vol4en0k ; 340 
 1922 ; 20 копеек ; 1990 ;  ; Cu-Ni ; AU ; 13 ; solder13 ; 112 
 1923 ; 20 копеек. "50 лет Советской власти" ; 1967 ;  ; Cu-Ni ; VF-XF ; 11 ; Lyonfik ; 41 
 1924 ; 15 копеек. "50 лет Советской власти" ; 1967 ;  ; Cu-Ni ; VF-XF ; 29 ; Lyonfik ; 45 
 1925 ; 10 копеек. "50 лет Советской власти" ; 1967 ;  ; Cu-Ni ; VF-XF ; 9 ; Lyonfik ; 41 
 1926 ; 2 копейки ; 1933 ;  ; Br ; F-VF ; 14 ; Armando ; 67 
 1927 ; 2 копейки ; 1961 ;  ; Cu-Zn ; VF-XF ; 12 ; Maksss163 ; 53 
 1928 ; 15 копеек ; 1933 ;  ; Ni ; XF- ; 29 ; avstraliez2 ; 114 
 1929 ; 15 копеек ; 1946 ;  ; Ni ; XF ; 63 ; avilych ; 188 
 1930 ; 15 копеек ; 1948 ;  ; Ni ; VF-XF ; 40 ; ss13 ; 101 
 1831 ; 3 копейки ; 1967 ;  ; Cu-Zn ; AU ; 17 ; мак-сим ; 113 
 1832 ; 3 копейки ; 1968 ;  ; Cu-Zn ; AU ; 23 ; юрий73 ; 169 
 1833 ; 3 копейки ; 1969 ;  ; Cu-Zn ; AU ; 20 ; Foreigner ; 104 
 1834 ; 10 копеек ; 1968 ;  ; Cu-Ni ; AU ; 23 ; Конрос77 ; 1448 
 1835 ; 1 копейка ; 1927 ;  ; Br ; F-VF ; 16 ; 21011984andrei ; 104 
 1836 ; 1 копейка ; 1937 ;  ; Br ; VF- ; 23 ; grot ; 184 
 1837 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF- ; 29 ; Ratmen ; 261 
 1838 ; 20 копеек. "50 лет Советской власти" ; 1967 ;  ; Cu-Ni ; VF-XF ; 17 ; Oleg73 ; 42 
 1839 ; 15 копеек. "50 лет Советской власти" ; 1967 ;  ; Cu-Ni ; VF-XF ; 15 ; Kolya2788 ; 46 
 1840 ; 10 копеек. "50 лет Советской власти" ; 1967 ;  ; Cu-Ni ; VF-XF ; 15 ; мимоходом ; 46 
 1841 ; 20 копеек ; 1968 ;  ; Cu-Ni ; AU ; 11 ; радон ; 1164 
 1842 ; 1 копейка ; 1938 ;  ; Br ; AU ; 26 ; romik ; 1009 
 1843 ; 1 копейка ; 1940 ;  ; Br ; XF+ ; 49 ; konstk2 ; 203 
 1844 ; 1 копейка ; 1949 ;  ; Br ; AU ; 46 ; 45b00f ; 227 
 1845 ; 1 копейка ; 1952 ;  ; Br ; XF+ ; 17 ; прохожий ; 192 
 1846 ; 1 копейка ; 1955 ;  ; Br ; AU ; 24 ; Запруда ; 276 
 1847 ; 1 копейка ; 1956 ;  ; Br ; AU ; 15 ; konstk2 ; 181 
 1848 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; AU ; 28 ; romik ; 357 
 1849 ; 1 копейка ; 1965 ;  ; Cu-Zn ; AU ; 20 ; konstk2 ; 181 
 1850 ; 3 копейки ; 1973 ;  ; Cu-Zn ; AU ; 33 ; kirkar ; 443 
 1851 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF+ ; 17 ; Конрос77 ; 680 
 1852 ; 1 рубль ; 1966 ;  ; Cu-Ni ; XF/AU ; 27 ; alex2209 ; 1227 
 1853 ; 1 рубль ; 1970 ;  ; Cu-Ni ; XF/AU ; 30 ; dim66 ; 1320 
 1854 ; 1 рубль ; 1971 ;  ; Cu-Ni ; XF/AU ; 38 ; Запруда ; 1330 
 1855 ; 1 рубль ; 1979 ;  ; Cu-Ni ; XF/AU ; 37 ; Vb[fksx ; 906 
 1856 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 22 ; Конрос77 ; 2118 
 1857 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 31 ; прохожий ; 612 
 1858 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF ; 31 ; прохожий ; 408 
 1859 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 39 ; Val1978 ; 227 
 1860 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 36 ; прохожий ; 283 
 1861 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 25 ; прохожий ; 258 
 1862 ; 50 копеек ; 1965 ;  ; Cu-Ni ; XF+ ; 40 ; Vb[fksx ; 407 
 1863 ; 50 копеек ; 1973 ;  ; Cu-Ni ; XF/AU ; 10 ; konstk2 ; 279 
 1864 ; 50 копеек ; 1977 ;  ; Cu-Ni ; AU ; 23 ; Конрос77 ; 250 
 1865 ; 50 копеек ; 1981 ;  ; Cu-Ni ; AU ; 8 ; kirkar ; 255 
 1866 ; 50 копеек ; 1982 ;  ; Cu-Ni ; AU ; 14 ; verunk1 ; 340 
 1867 ; 50 копеек ; 1983 ;  ; Cu-Ni ; XF+ ; 5 ; Конрос77 ; 250 
 1868 ; 50 копеек ; 1984 ;  ; Cu-Ni ; XF+ ; 7 ; Конрос77 ; 250 
 1869 ; 50 копеек ; 1985 ;  ; Cu-Ni ; AU ; 54 ; Запруда ; 606 
 1870 ; 20 копеек ; 1952 ;  ; Ni ; XF/AU ; 29 ; прохожий ; 612 
 1871 ; 20 копеек ; 1961 ;  ; Cu-Ni ; AU ; 27 ; sotnik ; 453 
 1872 ; 20 копеек ; 1978 ;  ; Cu-Ni ; AU ; 28 ; мак-сим ; 145 
 1873 ; 10 копеек ; 1952 ;  ; Ni ; AU ; 84 ; прохожий ; 1752 
 1874 ; 10 копеек ; 1953 ;  ; Ni ; AU ; 22 ; TECHNO ; 263 
 1875 ; 10 копеек ; 1932 ;  ; Ni ; XF ; 34 ; vlk_ ; 264 
 1876 ; 10 копеек ; 1969 ;  ; Cu-Ni ; AU ; 41 ; Запруда ; 453 
 1877 ; 3 копейки ; 1939 ;  ; Br ; VF- ; 17 ; kansk ; 261 
 1878 ; 20 копеек ; 1933 ;  ; Ni ; F+ ; 7 ; Jana ; 67 
 1879 ; 20 копеек ; 1932 ;  ; Ni ; F+ ; 5 ; Armando ; 36 
 1880 ; 20 копеек ; 1933 ;  ; Ni ; VF- ; 30 ; majkl ; 79 
 1781 ; 3 копейки ; 1974 ;  ; Cu-Zn ; AU ; 26 ; kirkar ; 161 
 1782 ; 2 копейки ; 1974 ;  ; Cu-Zn ; AU ; 32 ; Конрос77 ; 305 
 1783 ; 1 копейка ; 1974 ;  ; Cu-Zn ; AU ; 16 ; kirkar ; 357 
 1784 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 34 ; Калуга ; 1018 
 1785 ; 50 копеек ; 1976 ;  ; Cu-Ni ; AU ; 15 ; радон ; 1066 
 1786 ; 20 копеек ; 1976 ;  ; Cu-Ni ; AU ; 36 ; CASABLANCA ; 3776 
 1787 ; 15 копеек ; 1976 ;  ; Cu-Ni ; AU ; 10 ; akula ; 79 
 1788 ; 10 копеек ; 1976 ;  ; Cu-Ni ; AU ; 9 ; gdrg2 ; 102 
 1789 ; 5 копеек ; 1976 ;  ; Cu-Zn ; AU ; 33 ; za-via ; 153 
 1790 ; 3 копейки ; 1976 ;  ; Cu-Zn ; AU ; 18 ; gdrg2 ; 118 
 1791 ; 2 копейки ; 1976 ;  ; Cu-Zn ; AU ; 18 ; мон ; 120 
 1792 ; 1 копейка ; 1976 ;  ; Cu-Zn ; AU ; 9 ; gdrg2 ; 55 
 1793 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 13 ; sotnik ; 755 
 1794 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 6 ; sampler22 ; 6 
 1795 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 15 ; Vol4en0k ; 1052 
 1796 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 14 ; S.A.I. ; 1428 
 1797 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 11 ; Bonyf ; 1377 
 1798 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 13 ; Vol4en0k ; 1300 
 1799 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 17 ; ирренн ; 1224 
 1800 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 43 ; прохожий ; 1227 
 1801 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 38 ; мон ; 1145 
 1802 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 44 ; ирренн ; 1404 
 1803 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 15 ; sampler22 ; 402 
 1804 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF ; 34 ; gdrg2 ; 214 
 1805 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF ; 34 ; sampler22 ; 233 
 1806 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 24 ; stark-2006 ; 180 
 1807 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 23 ; S.A.I. ; 1409 
 1808 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 22 ; Vol4en0k ; 1173 
 1809 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 15 ; Vol4en0k ; 1204 
 1810 ; 1 рубль ; 1984 ;  ; Cu-Ni ; VF-XF ; 38 ; akilov ; 343 
 1811 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF ; 19 ; Vol4en0k ; 408 
 1812 ; 1 рубль ; 1985 ;  ; Cu-Ni ; XF ; 51 ; прохожий ; 394 
 1813 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF-XF ; 33 ; Val1978 ; 272 
 1814 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 16 ; RFT ; 1530 
 1815 ; 5 копеек ; 1935 ;  ; Br ; XF- ; 57 ; alex2209 ; 6222 
 1816 ; 10 копеек ; 1971 ;  ; Cu-Ni ; AU ; 7 ; omsk77 ; 57 
 1817 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF-XF ; 18 ; alexandr1968 ; 569 
 1818 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 9 ; Kolya2788 ; 15 
 1819 ; 1 рубль ; 1973 ;  ; Cu-Ni ; XF ; 34 ; alex2209 ; 1227 
 1820 ; 1 рубль ; 1975 ;  ; Cu-Ni ; VF+ ; 62 ; ser-slava ; 977 
 1821 ; 1 рубль ; 1985 ;  ; Cu-Ni ; VF+ ; 30 ; прохожий ; 233 
 1822 ; 1 рубль ; 1987 ;  ; Cu-Ni ; VF+ ; 47 ; akilov ; 773 
 1823 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF ; 16 ; Val1978 ; 227 
 1824 ; 50 копеек ; 1974 ;  ; Cu-Ni ; VF ; 5 ; akilov ; 42 
 1825 ; 50 копеек ; 1983 ;  ; Cu-Ni ; XF ; 7 ; S.A.I. ; 83 
 1826 ; 50 копеек ; 1988 ;  ; Cu-Ni ; XF ; 33 ; Mukoved ; 83 
 1827 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; XF ; 20 ; goram ; 170 
 1828 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F ; 6 ; Armando ; 57 
 1829 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF- ; 21 ; alexandr1968 ; 391 
 1830 ; 3 копейки ; 1951 ;  ; Br ; F ; 12 ; Armando ; 127 
 1731 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 7 ; zemlyk2014 ; 110 
 1732 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; XF ; 15 ; zemlyk2014 ; 113 
 1733 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; XF+ ; 12 ; прохожий ; 121 
 1734 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 8 ; zemlyk2014 ; 74 
 1735 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 13 ; Lyonfik ; 68 
 1736 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 9 ; sergey35 ; 126 
 1737 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF+ ; 7 ; paranoy ; 106 
 1738 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 5 ; zemlyk2014 ; 105 
 1739 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 11 ; gdrg2 ; 143 
 1740 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 14 ; gdrg2 ; 138 
 1741 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 15 ; gdrg2 ; 133 
 1742 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 11 ; сортам70 ; 126 
 1743 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 16 ; Carbon ; 161 
 1744 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 12 ; gola78 ; 133 
 1745 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 12 ; сортам70 ; 135 
 1746 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 27 ; сортам70 ; 126 
 1747 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 34 ; viplong ; 261 
 1748 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 15 ; viplong ; 287 
 1749 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 59 ; viplong ; 313 
 1750 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 18 ; viplong ; 389 
 1751 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 11 ; Ingenegr2904 ; 1598 
 1752 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 42 ; sibirian ; 2392 
 1753 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 42 ; Ingenegr2904 ; 1819 
 1754 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 47 ; viplong ; 800 
 1755 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 15 ; сортам70 ; 136 
 1756 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF+ ; 13 ; cr2952 ; 121 
 1757 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 7 ; cr2952 ; 105 
 1758 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 11 ; cr2952 ; 309 
 1759 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 23 ; sotnik ; 570 
 1760 ; 1 рубль. Ошибка на часах ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF+ ; 33 ; sampler22 ; 244 
 1761 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 16 ; прохожий ; 228 
 1762 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 24 ; smirnovku ; 250 
 1763 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 18 ; Калуга ; 236 
 1764 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 15 ; spsmaalex ; 151 
 1765 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 9 ; vovan9808 ; 150 
 1766 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF ; 17 ; TiBuL ; 27 
 1767 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 18 ; прохожий ; 257 
 1768 ; 50 копеек. Упаковка ; 1970 ;  ; Cu-Ni ; Unc/AU ; 54 ; KOPOJIbPVP ; 8964 
 1769 ; 20 копеек. Упаковка нарушена ; 1970 ;  ; Cu-Ni ; Unc/AU ; 54 ; KOPOJIbPVP ; 16185 
 1770 ; 15 копеек. Упаковка нарушена ; 1970 ;  ; Cu-Ni ; Unc/AU ; 37 ; KOPOJIbPVP ; 21142 
 1771 ; 10 копеек. Упаковка нарушена ; 1970 ;  ; Cu-Ni ; Unc/AU ; 27 ; KOPOJIbPVP ; 793 
 1772 ; 5 копеек. Упаковка ; 1970 ;  ; Cu-Zn ; Unc/AU ; 58 ; KOPOJIbPVP ; 16320 
 1773 ; 2 копейки. Упаковка нарушена ; 1970 ;  ; Cu-Zn ; Unc/AU ; 26 ; KOPOJIbPVP ; 153 
 1774 ; 1 копейка. Упаковка нарушена ; 1970 ;  ; Cu-Zn ; Unc/AU ; 19 ; KOPOJIbPVP ; 567 
 1775 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 26 ; Конрос77 ; 1325 
 1776 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 27 ; ялок ; 153 
 1777 ; 20 копеек ; 1974 ;  ; Cu-Ni ; AU ; 31 ; гоша334 ; 2100 
 1778 ; 15 копеек ; 1974 ;  ; Cu-Ni ; AU ; 22 ; гоша334 ; 2039 
 1779 ; 10 копеек ; 1974 ;  ; Cu-Ni ; AU ; 13 ; kirkar ; 159 
 1780 ; 5 копеек ; 1974 ;  ; Cu-Zn ; AU ; 36 ; za-via ; 181 
 1681 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 24 ; viplong ; 430 
 1682 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 18 ; прохожий ; 153 
 1683 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 20 ; Метро62 ; 72 
