 3292 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 17 ; Poiuyt ; 21 
 1498 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 31 ; lm5665 ; 83 
 1499 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 22 ; wwii-soldat ; 57 
 1500 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 14 ; alexandervolkov ; 104 
 1501 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 41 ; DrAlex ; 63 
 1502 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 25 ; BVM ; 62 
 1503 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 23 ; DrAlex ; 32 
 1504 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 11 ; DrAlex ; 33 
 1505 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 13 ; DrAlex ; 47 
 1506 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 9 ; DrAlex ; 32 
 1507 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 14 ; erfahren ; 32 
 1508 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 3 ; surf2k5 ; 32 
 1509 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 32 ; джон007 ; 33 
 1510 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 5 ; do_cent ; 34 
 1511 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 53 ; Basilio ; 55 
 1512 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 2 ; and000 ; 100 
 1513 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 12 ; ЕВС ; 102 
 1514 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 18 ; ЕВС ; 91 
 1515 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 2 ; and000 ; 100 
 1516 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 13 ; DrAlex ; 72 
 1517 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 32 ; sergfokin ; 134 
 1518 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 2 ; and000 ; 100 
 1519 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 8 ; focus-nik2006 ; 46 
 1520 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 3 ; and000 ; 100 
 1521 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 62 ; SKV ; 113 
 1522 ; 20 копеек ; 1929 ;  ; Ag ; XF+ ; 27 ; SKV ; 67 
 1523 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 4 ; SKV ; 105 
 1524 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 4 ; SKV ; 102 
 1525 ; 20 копеек ; 1930 ;  ; Ag ; XF+ ; 27 ; surf2k5 ; 125 
 1526 ; 15 копеек ; 1950 ;  ; Ni ; VF ; 12 ; Vico ; 12 
 1527 ; 15 копеек ; 1950 ;  ; Ni ; VF ; 11 ; bay79 ; 11 
 1528 ; 10 копеек ; 1966 ;  ; Cu-Ni ; AU ; 120 ; Алек ; 2036 
 1529 ; 10 копеек ; 1967 ;  ; Cu-Ni ; AU ; 52 ; Михалыч ; 426 
 1530 ; 5 копеек ; 1926 ;  ; Br ; F-VF ; 71 ; Михалыч ; 357 
 1531 ; 5 копеек ; 1926 ;  ; Br ; VF+ ; 108 ; Михалыч ; 577 
 1532 ; 5 копеек ; 1928 ;  ; Br ; VF+ ; 74 ; nisni ; 209 
 1533 ; 5 копеек ; 1928 ;  ; Br ; VF+ ; 66 ; Qersej ; 270 
 1534 ; 5 копеек ; 1929 ;  ; Br ; F-VF ; 43 ; nisni ; 306 
 1535 ; 5 копеек ; 1930 ;  ; Br ; VF+ ; 13 ; BVM ; 102 
 1536 ; 5 копеек ; 1930 ;  ; Br ; XF- ; 9 ; 276246 ; 573 
 1537 ; 5 копеек ; 1931 ;  ; Br ; VF+ ; 6 ; kurt ; 31 
 1538 ; 5 копеек ; 1934 ;  ; Br ; VF- ; 64 ; Uncle ; 4082 
 1539 ; 5 копеек ; 1935 ;  ; Br ; VF+ ; 49 ; Basilio ; 15402 
 1540 ; 5 копеек ; 1935 ;  ; Br ; VF+ ; 64 ; Алек ; 2023 
 1541 ; 5 копеек ; 1936 ;  ; Br ; VF ; 10 ; SlavA ; 1224 
 1542 ; 5 копеек ; 1936 ;  ; Br ; VF- ; 41 ; andreyka80 ; 702 
 1543 ; 5 копеек ; 1937 ;  ; Br ; F-VF ; 35 ; Uncle ; 765 
 1544 ; 5 копеек ; 1937 ;  ; Br ; F-VF ; 27 ; alexandervolkov ; 469 
 1545 ; 5 копеек ; 1938 ;  ; Br ; VF ; 69 ; den_ff ; 286 
 1546 ; 5 копеек ; 1939 ;  ; Br ; VF+ ; 75 ; SVE ; 467 
 1547 ; 5 копеек ; 1940 ;  ; Br ; XF- ; 16 ; 276246 ; 716 
 1448 ; 1 рубль ; 1986 ; Международный год мира  ; Cu-Ni ; proof ; 24 ; elac ; 357 
 1449 ; 1 рубль. Новодел ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; proof ; 48 ; Etrusk ; 401 
 1450 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков  ; Cu-Ni ; proof ; 34 ; shmatko24 ; 159 
 1451 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; proof ; 40 ; Vico ; 115 
 1452 ; 1 рубль. Новодел ; 1985 ; 115 лет со дня рождения В.И.Ле ; Cu-Ni ; proof ; 29 ; den_ff ; 249 
 1453 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; proof ; 40 ; Nalivaichenko ; 81 
 1454 ; 1 рубль. Новодел ; 1986 ; Международный год мира  ; Cu-Ni ; proof ; 85 ; gutun ; 156 
 1455 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; proof ; 36 ; Nalivaichenko ; 72 
 1456 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; proof ; 41 ; Nalivaichenko ; 58 
 1457 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; proof ; 29 ; fillin ; 45 
 1458 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; proof ; 50 ; rbcrf ; 100 
 1459 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 28 ; vladimir232 ; 42 
 1460 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф)  ; Cu-Ni ; proof ; 36 ; shmatko24 ; 74 
 1461 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; proof ; 43 ; Nalivaichenko ; 60 
 1462 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск)  ; Cu-Ni ; proof ; 15 ; Nalivaichenko ; 72 
 1463 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; proof ; 42 ; piron ; 105 
 1464 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; proof ; 60 ; Shurlamp ; 61 
 1465 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; proof ; 34 ; rbcrf ; 105 
 1466 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; proof ; 13 ; Nalivaichenko ; 55 
 1467 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи  ; Cu-Ni ; proof ; 39 ; Nalivaichenko ; 55 
 1468 ; 1 рубль. Новодел ; 1983 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; proof ; 18 ; den_ff ; 269 
 1469 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; proof ; 64 ; Nalivaichenko ; 64 
 1470 ; 1 рубль. Новодел ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; proof ; 22 ; shknikolay ; 365 
 1471 ; 1 рубль. Новодел ; 1983 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; proof ; 52 ; tyresmsk ; 403 
 1472 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; proof ; 26 ; Nalivaichenko ; 89 
 1473 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; proof ; 17 ; Nalivaichenko ; 63 
 1474 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; proof ; 60 ; shmatko24 ; 60 
 1475 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; F-VF ; 59 ; RVK ; 73 
 1476 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; VF- ; 66 ; jenic ; 453 
 1477 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; VF ; 36 ; RVK ; 37 
 1478 ; Полкопейки ; 1925 ;  ; Cu ; VG ; 10 ; rbcrf ; 11 
 1479 ; Полкопейки ; 1925 ;  ; Cu ; XF+ ; 54 ; кабан ; 612 
 1480 ; Полкопейки ; 1927 ;  ; Cu ; AU ; 42 ; valery ; 2039 
 1481 ; Полкопейки ; 1928 ;  ; Cu ; AU ; 38 ; SlavA ; 3400 
 1482 ; 20 копеек ; 1955 ;  ; Ni ; VF+ ; 3 ; kurt ; 4 
 1483 ; 10 копеек ; 1956 ; в венке герба 16 лент  ; Ni ; VF ; 5 ; джокер ; 6 
 1484 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 6 ; кабан ; 6 
 1485 ; 5 копеек ; 1930 ;  ; Br ; F-VF ; 3 ; Poiuyt ; 4 
 1486 ; 5 копеек ; 1930 ;  ; Br ; F+ ; 1 ; bay79 ; 2 
 1487 ; 5 копеек ; 1932 ;  ; Br ; VF- ; 47 ; nisni ; 155 
 1488 ; 20 копеек ; 1942 ; л/с звезда плоская  ; Ni ; VF-XF ; 21 ; alexandervolkov ; 155 
 1489 ; 10 копеек ; 1932 ;  ; Ni ; AU ; 31 ; gera45 ; 306 
 1490 ; 3 копейки ; 1930 ;  ; Br ; VF- ; 13 ; nisni ; 13 
 1491 ; 3 копейки ; 1946 ;  ; Br ; VF ; 15 ; джокер ; 16 
 1492 ; 50 копеек ; 2002 ; СП  ; Br ; XF+ ; 13 ; alexandervolkov ; 13 
 1493 ; 5 копеек ; 2002 ; СП  ; St in Ni ; AU ; 3 ; ton2519 ; 4 
 1494 ; 20 копеек ; 1921 ;  ; Ag ; VF- ; 52 ; rustam ; 1399 
 1495 ; 20 копеек ; 1922 ;  ; Ag ; VF-XF ; 32 ; Алек ; 123 
 1496 ; 20 копеек ; 1922 ;  ; Ag ; VF- ; 35 ; джокер ; 62 
 1497 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 24 ; shmatko24 ; 64 
 1398 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 45 ; skrudg ; 305 
 1399 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 19 ; skrudg ; 252 
 1400 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 25 ; skrudg ; 239 
 1401 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 31 ; skrudg ; 308 
 1402 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 21 ; skif ; 184 
 1403 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 8 ; oich ; 100 
 1404 ; 1 рубль ; 1986 ;  ; Cu-Ni ; AU ; 24 ; skif ; 86 
 1405 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 18 ; lsp25 ; 202 
 1406 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 8 ; alexandervolkov ; 37 
 1407 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 33 ; skrudg ; 313 
 1408 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 18 ; skrudg ; 254 
 1409 ; 1 рубль ; 1991 ; ММД  ; Cu-Ni ; AU ; 42 ; skrudg ; 389 
 1410 ; 1 рубль ; 1991 ; ЛМД  ; Cu-Ni ; AU ; 34 ; skrudg ; 389 
 1411 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве  ; Cu-Ni ; proof ; 81 ; papa3 ; 153 
 1412 ; 5 рублей ; 1989 ; Благовещенский собор в Москве  ; Cu-Ni ; proof ; 21 ; habenti ; 104 
 1413 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; proof ; 26 ; shmatko24 ; 104 
 1414 ; 5 рублей ; 1991 ; Архангельский собор в Москве  ; Cu-Ni ; proof ; 38 ; Nalivaichenko ; 100 
 1415 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве  ; Cu-Ni ; proof ; 43 ; skif ; 160 
 1416 ; 5 рублей ; 1990 ; Успенский собор в Москве  ; Cu-Ni ; proof ; 24 ; skif ; 105 
 1417 ; 5 рублей ; 1988 ; Софийский собор в Киеве  ; Cu-Ni ; proof ; 47 ; skif ; 157 
 1418 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; proof ; 20 ; skif ; 170 
 1419 ; 5 рублей ; 1988 ; Софийский собор в Киеве  ; Cu-Ni ; proof ; 2 ; cln ; 714 
 1420 ; 5 рублей ; 1988 ; "Памятник в Новгороде ""Тысяче ; Cu-Ni ; proof ; 33 ; skif ; 192 
 1421 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде  ; Cu-Ni ; proof ; 55 ; Nalivaichenko ; 203 
 1422 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; proof ; 11 ; do_cent ; 78 
 1423 ; 5 рублей ; 1990 ; Большой дворец в Петродворце  ; Cu-Ni ; proof ; 25 ; Скрудж ; 87 
 1424 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; proof ; 20 ; swr ; 223 
 1425 ; 3 рубля ; 1989 ; Землятресение в Армении  ; Cu-Ni ; proof ; 8 ; Nalivaichenko ; 74 
 1426 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; AU ; 11 ; do_cent ; 34 
 1427 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета  ; Cu-Ni ; AU ; 11 ; do_cent ; 28 
 1428 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ  ; Cu-Ni ; AU ; 13 ; ton2519 ; 27 
 1429 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; AU ; 18 ; ton2519 ; 27 
 1430 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков  ; Cu-Ni ; proof ; 27 ; hjk1974 ; 278 
 1431 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; proof ; 13 ; hjk1974 ; 161 
 1432 ; 1 рубль. Новодел ; 1982 ; 60 лет образования СССР  ; Cu-Ni ; proof ; 9 ; dimon46 ; 326 
 1433 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; proof ; 105 ; fontanka ; 421 
 1434 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; proof ; 4 ; solder13 ; 100 
 1435 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; proor ; 21 ; shmatko24 ; 147 
 1436 ; 1 рубль. Новодел ; 1967 ; 50 лет Советской власти  ; Cu-Ni ; proof ; 3 ; dimon46 ; 255 
 1437 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти  ; Cu-Ni ; proof ; 42 ; dimon46 ; 255 
 1438 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; proof ; 16 ; rbcrf ; 114 
 1439 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; proof ; 83 ; Vico ; 125 
 1440 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; proof ; 95 ; gutun ; 160 
 1441 ; 1 рубль. Новодел ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; proof ; 35 ; Etrusk ; 214 
 1442 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; proof ; 19 ; shmatko24 ; 74 
 1443 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; proof ; 11 ; lm5665 ; 101 
 1444 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; proof ; 37 ; shmatko24 ; 73 
 1445 ; 1 рубль ; 1991 ; Махтумкули  ; Cu-Ni ; proof ; 10 ; shmatko24 ; 76 
 1446 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; proof ; 26 ; Shurlamp ; 63 
 1447 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; proof ; 62 ; hjk1974 ; 162 
 1348 ; Один полтинник ; 1926 ; (ПЛ 9 грамм)  ; Ag ; VF+ ; 29 ; kro ; 225 
 1349 ; Один полтинник ; 1926 ; (ПЛ 9 грамм)  ; Ag ; VF ; 66 ; САРВОДА ; 306 
 1350 ; Один полтинник ; 1927 ; (ПЛ 9 грамм)  ; Ag ; VF ; 41 ; o.k. ; 510 
 1351 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 10 ; oich ; 161 
 1352 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 27 ; удод ; 36 
 1353 ; 50 копеек ; 1968 ;  ; Cu-Ni ; XF+/XF ; 11 ; topotun ; 161 
 1354 ; 50 копеек ; 1977 ;  ; Cu-Ni ; XF ; 18 ; Lotus 99 ; 48 
 1355 ; 50 копеек ; 1981 ;  ; Cu-Ni ; AU ; 6 ; kro ; 65 
 1356 ; 50 копеек ; 1984 ;  ; Cu-Ni ; AU ; 48 ; Алек ; 202 
 1357 ; 50 копеек ; 1989 ; -1989 ; Cu-Ni ; XF+ ; 45 ; skif ; 159 
 1358 ; 50 копеек ; 1989 ; -1989 ; Cu-Ni ; AU ; 61 ; elac ; 219 
 1359 ; 5 копеек ; 1940 ;  ; Br ; VF ; 45 ; aleksius ; 44 
 1360 ; 5 копеек ; 1946 ;  ; Br ; VF ; 3 ; bay79 ; 6 
 1361 ; 5 копеек ; 1949 ;  ; Br ; VF ; 27 ; vanamo ; 31 
 1362 ; 5 копеек ; 1952 ;  ; Br ; VF+ ; 2 ; vanamo ; 3 
 1363 ; 5 копеек ; 1956 ;  ; Br ; VF-XF ; 4 ; BVM ; 4 
 1364 ; 5 копеек ; 1957 ; в венке герба 15 лент  ; Br ; VF-XF ; 6 ; удод ; 6 
 1365 ; 5 копеек ; 1981 ;  ; Cu-Zn ; XF+ ; 1 ; topotun ; 2 
 1366 ; 5 копеек ; 1982 ;  ; Cu-Zn ; AU ; 3 ; Алек ; 46 
 1367 ; 5 копеек ; 1983 ;  ; Cu-Zn ; AU ; 28 ; Uncle ; 159 
 1368 ; 5 копеек ; 1984 ;  ; Cu-Zn ; XF ; 9 ; Uncle ; 38 
 1369 ; 5 копеек ; 1985 ;  ; Cu-Zn ; AU ; 58 ; Uncle ; 247 
 1370 ; 5 копеек ; 1987 ;  ; Cu-Zn ; XF+ ; 2 ; В1951 ; 3 
 1371 ; 5 копеек ; 1988 ;  ; Cu-Zn ; AU ; 1 ; alnov ; 2 
 1372 ; 5 копеек ; 1989 ;  ; Cu-Zn ; AU ; 6 ; AGAT D ; 48 
 1373 ; 5 копеек ; 1990 ;  ; Cu-Zn ; AU ; 1 ; bay79 ; 2 
 1374 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; Proof ; 37 ; Конрос бид 32 ; 1143 
 1375 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; Proof ; 116 ; fontanka ; 506 
 1376 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; Proof ; 65 ; fontanka ; 414 
 1377 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; Proof ; 66 ; fontanka ; 658 
 1378 ; 1 рубль. Упаковка ; 1983 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; Proof ; 26 ; elac ; 612 
 1379 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи  ; Cu-Ni ; Proof ; 88 ; kro ; 184 
 1380 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; AU ; 55 ; kro ; 57 
 1381 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 34 ; skrudg ; 375 
 1382 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 22 ; alnov ; 159 
 1383 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 54 ; skrudg ; 394 
 1384 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 58 ; skrudg ; 389 
 1385 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 39 ; skrudg ; 388 
 1386 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 41 ; skrudg ; 394 
 1387 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 33 ; skrudg ; 459 
 1388 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 40 ; skrudg ; 459 
 1389 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 33 ; skrudg ; 341 
 1390 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 17 ; skrudg ; 306 
 1391 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 27 ; alexandervolkov ; 148 
 1392 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 50 ; skrudg ; 334 
 1393 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 39 ; skrudg ; 293 
 1394 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 26 ; skrudg ; 495 
 1395 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 39 ; skrudg ; 313 
 1396 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 33 ; andreyka80 ; 104 
 1397 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 35 ; skrudg ; 313 
 1298 ; 3 рубля ; 1996 ; "ЛМД Сцена из балета ""Щелкунч ; Ag ; Proof ; 23 ; Bizon6055 ; 930 
 1299 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. ; Ag ; Proof ; 30 ; Aleks1 ; 1255 
 1300 ; 2 рубля ; 2005 ; СПМД Близнецы  ; Ag ; proof ; 65 ; Mike! ; 777 
 1301 ; 2 рубля ; 2005 ; СПМД Водолей  ; Ag ; proof ; 21 ; Bizon6055 ; 722 
 1302 ; 2 рубля ; 2005 ; СПМД Стрелец  ; Ag ; proof ; 9 ; Bizon6055 ; 720 
 1303 ; 2 рубля ; 1998 ; "СПМД К.С.Станиславский.Сцена  ; Ag ; proof ; 30 ; Bizon6055 ; 724 
 1304 ; 2 рубля ; 1998 ; "СПМД В.М.Васнецов.Картина ""А ; Ag ; proof ; 4 ; двушка ; 1041 
 1305 ; 2 рубля ; 2003 ; ММД Рыбы  ; Ag ; proof ; 48 ; le ; 867 
 1306 ; 2 рубля ; 2003 ; ММД 100 лет со дня рождения И. ; Ag ; proof ; 21 ; Mike! ; 743 
 1307 ; 2 рубля ; 2004 ; ММД 100 лет со дня рождения В. ; Ag ; proof ; 34 ; Aleks1 ; 882 
 1308 ; 2 рубля ; 1999 ; СПМД К.П.Брюллов.200 лет со дн ; Ag ; proof ; 10 ; fontanka ; 415 
 1309 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов  ; Ag ; proof ; 22 ; fontanka ; 403 
 1310 ; 1 рубль ; 1999 ; СПМД Красная книга. Даурский е ; Ag ; proof ; 12 ; удод ; 714 
 1311 ; 1 рубль ; 1996 ; ЛМД Красная книга. Сапсан  ; Ag ; proof ; 28 ; ААФ ; 800 
 1312 ; 1 рубль ; 1995 ; ЛМД Красная книга. Кавказский  ; Ag ; proof ; 31 ; Bizon6055 ; 765 
 1313 ; 1 рубль ; 1997 ; ЛМД Красная книга. Зубр  ; Ag ; proof ; 40 ; Aleks1 ; 858 
 1314 ; 1 рубль ; 1996 ; ЛМД Красная книга. Сапсан  ; Ag ; proof ; 24 ; dsidorov ; 800 
 1315 ; 1 рубль ; 1994 ; ЛМД Красная книга. Краснозобая ; Ag ; proof ; 32 ; Bizon6055 ; 651 
 1316 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий  ; Ag ; proof ; 30 ; Bizon6055 ; 672 
 1317 ; 1 рубль ; 1995 ; ЛМД Красная книга. Черноморска ; Ag ; proof ; 13 ; dsidorov ; 801 
 1318 ; 1 рубль ; 1997 ; ЛМД Герб Москвы  ; Ag ; proof ; 40 ; ААФ ; 625 
 1319 ; 1 рубль ; 1997 ; ЛМД Собор Казанской Божьей Мат ; Ag ; proof ; 38 ; Конрос бид 32 ; 912 
 1320 ; 1 рубль ; 1997 ; ЛМД МГУ. Москва  ; Ag ; proof ; 25 ; tong ; 816 
 1321 ; Рубль. Ремонт гурта 6 часов, 12 часов ; 1921 ; (АГ)  ; Ag ; F-VF ; 22 ; neft4 ; 1227 
 1322 ; Рубль ; 1922 ; (ПЛ)  ; Ag ; F-VF ; 7 ; САРВОДА ; 5202 
 1323 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 25 ; eugraphus ; 983 
 1324 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 25 ; jenic ; 1131 
 1325 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 14 ; ARTI ; 1060 
 1326 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 38 ; САРВОДА ; 1006 
 1327 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; F-VF ; 52 ; BVM ; 509 
 1328 ; 50 копеек ; 1921 ; (АГ)  ; Ag ; VF+ ; 57 ; SKV ; 435 
 1329 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF-XF ; 28 ; o.k. ; 208 
 1330 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF+ ; 34 ; eugraphus ; 255 
 1331 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; F-VF ; 23 ; сытый ; 206 
 1332 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF+ ; 27 ; mona ; 255 
 1333 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; F-VF ; 11 ; сытый ; 176 
 1334 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF ; 39 ; mona ; 220 
 1335 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; F-VF ; 35 ; сытый ; 176 
 1336 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; F-VF ; 22 ; сытый ; 191 
 1337 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF+ ; 38 ; mona ; 220 
 1338 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF- ; 106 ; mona ; 207 
 1339 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF-XF ; 36 ; focus-nik2006 ; 272 
 1340 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм)  ; Ag ; VF+ ; 21 ; САРВОДА ; 204 
