 3216 ; Бона иностранная ;  ;  ;  ;  ; 10 ; allur65 ; 37 
 1505 ; 50 копеек ; 1977 ;  ; Cu-Ni ; XF- ; 20 ; Mixer ; 25 
 1506 ; 1 рубль. Упаковка ; 1967 ;  ; Cu-Ni ; Unc/AU ; 64 ; shevtsov-petr ; 163 
 1507 ; 1 рубль. Упаковка ; 1968 ;  ; Cu-Ni ; Unc/AU ; 56 ; Ksandor ; 165 
 1508 ; 50 копеек. Упаковка ; 1967 ;  ; Cu-Ni ; Unc/AU ; 38 ; gasparro ; 571 
 1408 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 81 ; Luka ; 183 
 1409 ; 1 рубль.Упаковка ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; Proof ; 31 ; ceo ; 116 
 1410 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; Proof ; 7 ; Chainik ; 81 
 1411 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; Proof ; 19 ; Luka ; 98 
 1412 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; Proof ; 26 ; zuuz ; 123 
 1413 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; Unc ; 20 ; Chainik ; 110 
 1414 ; 1 рубль.Упаковка ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; Proof ; 28 ; ask ; 156 
 1415 ; 1 рубль.Упаковка ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; Proof ; 30 ; qwert_666_85 ; 135 
 1416 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 59 ; Chainik ; 157 
 1417 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; Proof ; 19 ; Chainik ; 96 
 1418 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Кола ; Cu-Ni ; Proof ; 43 ; Luka ; 218 
 1419 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 17 ; edv1968 ; 58 
 1420 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 21 ; chekist ; 56 
 1421 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 41 ; chekist ; 61 
 1422 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 12 ; brent ; 102 
 1423 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 18 ; solder13 ; 75 
 1424 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; AU ; 28 ; Chainik ; 102 
 1425 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 17 ; qwert_666_85 ; 78 
 1426 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Ме ; Cu-Ni ; AU ; 32 ; brent ; 105 
 1427 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; AU ; 21 ; chekist ; 50 
 1428 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; AU ; 27 ; Chainik ; 101 
 1429 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 33 ; chekist ; 50 
 1430 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; AU ; 52 ; Chainik ; 51 
 1431 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 43 ; chekist ; 53 
 1432 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 71 ; strestas ; 128 
 1433 ; 1 рубль ; 1965 ;  ; Cu-Ni ; AU ; 48 ; solder13 ; 149 
 1434 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 55 ; EVGENIY ; 211 
 1435 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 4 ; Drakon ; 84 
 1436 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 32 ; lsp25 ; 306 
 1437 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 85 ; dimass70 ; 159 
 1438 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 115 ; lsp25 ; 239 
 1439 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 30 ; solder13 ; 142 
 1440 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 50 ; dimass70 ; 221 
 1441 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 58 ; ceo ; 214 
 1442 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 79 ; lsp25 ; 216 
 1443 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 22 ; Ksandor ; 184 
 1444 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 14 ; Ksandor ; 261 
 1445 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 55 ; dimass70 ; 224 
 1446 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 56 ; dimass70 ; 224 
 1447 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 111 ; dimass70 ; 230 
 1448 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 28 ; solder13 ; 178 
 1449 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 72 ; Ksandor ; 253 
 1450 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 25 ; ceo ; 71 
 1451 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF-XF ; 14 ; ceo ; 50 
 1452 ; 1 рубль. Упаковка ; 1972 ;  ; Cu-Ni ; Unc/AU ; 60 ; himik-58 ; 159 
 1453 ; 50 копеек. Упаковка ; 1972 ;  ; Cu-Ni ; Unc/AU ; 37 ; qwe1000 ; 255 
 1454 ; 20 копеек. Упаковка ; 1972 ;  ; Cu-Ni ; Unc/AU ; 128 ; gasparro ; 2448 
 1455 ; 15 копеек. Упаковка ; 1972 ;  ; Cu-Ni ; Unc/AU ; 68 ; taran1 ; 4000 
 1456 ; 10 копеек. Упаковка ; 1972 ;  ; Cu-Ni ; Unc/AU ; 8 ; weter41 ; 517 
 1457 ; 5 копеек. Упаковка ; 1972 ;  ; Cu-Zn ; Unc/AU ; 45 ; prostoFila ; 1501 
 1358 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 26 ; жаба ; 94 
 1359 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 20 ; жаба ; 80 
 1360 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F ; 18 ; Mixer ; 51 
 1361 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F ; 10 ; starina ; 50 
 1362 ; Полкопейки ; 1927 ;  ; Cu ; XF ; 25 ; ziko ; 498 
 1363 ; 3 рубля ; 1918 ; Армавир. Кружок меньше ;  ; VF+ ; 106 ; cotangens ; 9000 
 1364 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; Proof ; 61 ; alex 77 ; 729 
 1365 ; 1 рубль. Ошибка на циферблате вместо IV часов VI ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF- ; 6 ; prostoFila ; 115 
 1366 ; 2 рубля ; 2003СПМД ;  ; Cu-Ni-Zn ; AU ; 76 ; ghjk ; 11938 
 1367 ; 50 копеек ; 1988 ; (1987) ; Cu-Ni ; AU ; 98 ; opop ; 5188 
 1368 ; 20 копеек ; 1971 ;  ; Cu-Ni ; XF ; 20 ; artic_2009 ; 1792 
 1369 ; 15 копеек ; 1974 ;  ; Cu-Ni ; AU ; 46 ; ziko ; 918 
 1370 ; 15 копеек ; 1975 ;  ; Cu-Ni ; XF+ ; 59 ; ziko ; 1037 
 1371 ; 10 копеек ; 1966 ;  ; Cu-Ni ; VF-XF ; 21 ; с25 ; 1200 
 1372 ; 5 копеек ; 1945 ;  ; Br ; F+ ; 65 ; Олег33 ; 928 
 1373 ; 20 копеек ; 1980 ; л/с шт.3 коп. ; Cu-Ni ; VF+ ; 36 ; pete ; 112 
 1374 ; 20 копеек ; 1981 ; л/с шт.3 коп. ; Cu-Ni ; VF-XF ; 7 ; fanil ; 95 
 1375 ; 20 копеек ; 1982 ; л/с шт.3 коп. ; Cu-Ni ; XF- ; 9 ; fanil ; 148 
 1376 ; 20 копеек ; 1983 ; л/с шт.3 коп. ; Cu-Ni ; VF+ ; 11 ; fanil ; 95 
 1377 ; 20 копеек ; 1984 ; л/с шт.3 коп. ; Cu-Ni ; AU ; 15 ; sv13 ; 309 
 1378 ; 20 копеек ; 1985 ; л/с шт.3 коп. ; Cu-Ni ; VF-XF ; 5 ; fanil ; 169 
 1379 ; 20 копеек ; 1986 ; л/с шт.3 коп. ; Cu-Ni ; VF-XF ; 5 ; fanil ; 148 
 1380 ; Жетон. Министерство торговли СССР. 32 ;  ;  ; Ж/м ; AU ; 85 ; Majk ; 124 
 1381 ; Жетон. Министерство торговли СССР. 28 ;  ;  ; Ж/м ; AU ; 24 ; imi ; 121 
 1382 ; Жетон. Министерство торговли СССР. 26 ;  ;  ; Ж/м ; AU ; 4 ; imi ; 120 
 1383 ; Жетон. Министерство торговли СССР. 20 ;  ;  ; Ж/м ; AU ; 31 ; Majk ; 122 
 1384 ; Жетон. Министерство торговли СССР. 19 ;  ;  ; Ж/м ; AU ; 5 ; imi ; 128 
 1385 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Unc ; 28 ; JonSamyrai ; 221 
 1386 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; Unc ; 17 ; ask ; 73 
 1387 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; Unc ; 19 ; ask ; 73 
 1388 ; 1 рубль. В конверте ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 53 ; Ksandor ; 178 
 1389 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; XF+ ; 29 ; chekist ; 40 
 1390 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 31 ; Chainik ; 42 
 1391 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; AU ; 37 ; chekist ; 46 
 1392 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 4 ; Drakon ; 68 
 1393 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 73 ; Grod ; 209 
 1394 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 36 ; Luka ; 204 
 1395 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 56 ; Luka ; 193 
 1396 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; Proof ; 30 ; alex 77 ; 177 
 1397 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; AU ; 20 ; Dave ; 132 
 1398 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня смерти И.С.Тург ; Cu-Ni ; Proof ; 26 ; ceo ; 300 
 1399 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 29 ; brent ; 65 
 1400 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; AU ; 14 ; brent ; 80 
 1401 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 5 ; qwert_666_85 ; 57 
 1402 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 32 ; feniks79 ; 102 
 1403 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; AU ; 61 ; chekist ; 71 
 1404 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; AU ; 30 ; Grod ; 107 
 1405 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; AU ; 27 ; Chainik ; 101 
 1406 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; VF-XF ; 37 ; Полянка ; 37 
 1407 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 7 ; Mixer ; 59 
 1308 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF ; 22 ; feniks79 ; 578 
 1309 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 35 ; e_batman ; 501 
 1310 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 48 ; e_batman ; 612 
 1311 ; 20 копеек ; 1921 ;  ; Ag ; XF ; 51 ; ziko ; 1129 
 1312 ; 20 копеек ; 1922 ;  ; Ag ; VF-XF ; 72 ; shevtsov-petr ; 152 
 1313 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 34 ; JonSamyrai ; 100 
 1314 ; 20 копеек ; 1924 ;  ; Ag ; AU ; 32 ; dimass70 ; 184 
 1315 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 50 ; 76ss76 ; 81 
 1316 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 13 ; dimass70 ; 184 
 1317 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 19 ; natallli ; 51 
 1318 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 27 ; dimass70 ; 204 
 1319 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 37 ; dimass70 ; 204 
 1320 ; 20 копеек ; 1928 ;  ; Ag ; VF- ; 11 ; qwert_666_85 ; 63 
 1321 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 41 ; dimass70 ; 153 
 1322 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 20 ; dimass70 ; 184 
 1323 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 50 ; dimass70 ; 188 
 1324 ; 15 копеек ; 1921 ;  ; Ag ; VF ; 82 ; yrik ; 1231 
 1325 ; 15 копеек ; 1922 ;  ; Ag ; VF-XF ; 61 ; Kostas77rus ; 165 
 1326 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 24 ; ziko ; 80 
 1327 ; 15 копеек ; 1924 ;  ; Ag ; VF-XF ; 30 ; yrik ; 93 
 1328 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 7 ; Man 11 ; 80 
 1329 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 13 ; natallli ; 42 
 1330 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 24 ; qwert_666_85 ; 55 
 1331 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 5 ; Man 11 ; 78 
 1332 ; 15 копеек ; 1929 ;  ; Ag ; VF-XF ; 36 ; yrik ; 152 
 1333 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 7 ; andreyx  ; 55 
 1334 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 39 ; dimass70 ; 153 
 1335 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 17 ; chekist ; 99 
 1336 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 4 ; qwert_666_85 ; 57 
 1337 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 8 ; andreyx  ; 59 
 1338 ; 15 копеек ; 1927 ;  ; Ag ; F ; 13 ; qwert_666_85 ; 51 
 1339 ; 15 копеек ; 1928 ;  ; Ag ; AU/XF ; 8 ; ziko ; 153 
 1340 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 53 ; ziko ; 112 
 1341 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 4 ; ziko ; 102 
 1342 ; 15 копеек ; 1929 ;  ; Ag ; XF+ ; 60 ; Ksandor ; 153 
 1343 ; 15 копеек ; 1930 ;  ; Ag ; XF+ ; 51 ; yrik ; 153 
 1344 ; 10 копеек ; 1923 ;  ; Ag ; VF-XF ; 31 ; qwert_666_85 ; 67 
 1345 ; 10 копеек ; 1923 ;  ; Ag ; VF- ; 24 ; andreyx  ; 112 
 1346 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 43 ; ziko ; 143 
 1347 ; 10 копеек ; 1927 ;  ; Ag ; XF+ ; 17 ; ziko ; 65 
 1348 ; 10 копеек ; 1928 ;  ; Ag ; AU ; 65 ; dimass70 ; 241 
 1349 ; 10 копеек ; 1929 ;  ; Ag ; XF+ ; 82 ; yrik ; 151 
 1350 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 43 ; dimass70 ; 153 
 1351 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F+ ; 97 ; strestas ; 286 
 1352 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F ; 56 ; Dom Perignon ; 61 
 1353 ; 2 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 58 ; sv13 ; 1960 
 1354 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 20 ; qwert_666_85 ; 84 
 1355 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 43 ; molodes ; 53 
 1356 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 21 ; qwert_666_85 ; 41 
 1357 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF ; 100 ; жаба ; 412 
 1254 ; Знак. Отличник соцсоревнования МПСМ СССР ; ММД ;  ; Al ; AU ; 80 ; 542 ; 299 
 1255 ; Знак. Общество борьбы за трезвость ;  ;  ; Al ; XF+ ; 36 ; кашира ; 355 
 1256 ; Знак. ИГРИМГАЗ ; 1964-1974 ;  ; Al ; XF ; 4 ; Григорий ; 12 
 1257 ; Знак. Ереванский метрополитен ; 1980 ;  ; Ж/м ; XF ; 51 ; keldish ; 101 
 1258 ; Жетон. 3 ;  ;  ; Ж/м ; VF ; 54 ; ghjk ; 104 
 1259 ; Жетон. Баку ;  ;  ; Ж/м ; VF- ; 25 ; ghjk ; 283 
 1260 ; Жетон. Российская палата предпринимателей. Упаковка ; 1992 ;  ; Ж/м ; AU ; 16 ; mirmirmir ; 282 
 1265 ; Один червонец ; 1975 ;  ; Au ; AU ; 38 ; gasparro ; 12700 
 1266 ; Один червонец. В коробке ; 1980 ; ММД ; Au ; Proof ; 49 ; alex 77 ; 16563 
 1267 ; 50 рублей. Упаковка ; 2003 ; ММД Скорпион ; Au ; Unc ; 43 ; ceo ; 11000 
 1268 ; Жетон-20 марок. Калининград "Слава Русского оружия". М-11,6гр ; 2004СПМД ;  ; Au585 ; Proof ; 62 ; seaman ; 25500 
 1269 ; 25 рублей ; 1991 ; ЛМД Русский балет. Балерина ; Pd ; AU ; 50 ; ceo ; 14489 
 1270 ; 10 рублей ; 1991 ; ЛМД Русский балет. Балерина (т ; Pd ; AU ; 39 ; cfif ; 8835 
 1271 ; 5 рублей ; 1991 ; ЛМД Русский балет. Балерина (т ; Pd ; AU ; 64 ; cfif ; 6120 
 1272 ; 100 рублей. 450 лет вхождению Удмуртии в состав России. С сертификатом ; 2008ММД ;  ; Ag925 ; Proof ; 38 ; vlad-rom ; 41500 
 1273 ; 3 рубля ; 1994 ; ЛМД Мост через Обь ; Ag ; Proof ; 13 ; kosmos2000 ; 992 
 1274 ; 3 рубля. Упаковка ; 1995 ; ЛМД "Сохраним наш мир". Соболь ; Ag ; Unc ; 35 ; Kyusik ; 1377 
 1275 ; 3 рубля ; 1996 ; ЛМД Сцена из балета "Щелкунчик ; Ag ; Proof ; 15 ; imi ; 902 
 1276 ; 3 рубля ; 1999 ; ММД Мечеть "Марджани" в Казани ; Ag ; Proof ; 20 ; ceo ; 1500 
 1277 ; 3 рубля ; 1999 ; СПМД 50 лет дружбы СССР и КНР ; Ag ; Proof ; 60 ; Gatchina ; 11435 
 1278 ; 3 рубля ; 2005 ; СПМД Раифский Богородицкий мон ; Ag ; Proof ; 28 ; ceo ; 1558 
 1279 ; 3 рубля ; 2006 ; ЮНЕСКО.Московский Кремль ; Ag ; Proof ; 64 ; sv13 ; 1326 
 1280 ; 3 рубля. ЕврАзЭС. Москва ; 2008ММД ;  ; Ag925 ; Proof ; 19 ; 439 ; 1590 
 1281 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 46 ; бандит ; 628 
 1282 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 32 ; бандит ; 612 
 1283 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 49 ; бандит ; 802 
 1284 ; Рубль ; 1921 ; (АГ) ; Ag ; XF+ ; 19 ; 1STN1 ; 1857 
 1285 ; Рубль. Отверстие 12 часов ; 1921 ; (АГ) ; Ag ; VF-XF ; 39 ; pref ; 1001 
 1286 ; Рубль ; 1921 ; (АГ) ; Ag ; VF+ ; 58 ; SPA ; 1530 
 1287 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 22 ; andrew24 ; 847 
 1288 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 32 ; numizmat1902 ; 850 
 1289 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 21 ; pmaster ; 913 
 1290 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 34 ; andrew24 ; 1031 
 1291 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 19 ; numizmat1902 ; 1032 
 1292 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 28 ; nicknov ; 720 
 1293 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+/XF- ; 159 ; Павлов111 ; 686 
 1294 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 40 ; zelya ; 714 
 1295 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 28 ; E68 ; 693 
 1296 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 41 ; strestas ; 763 
 1297 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF ; 52 ; zelya ; 635 
 1298 ; Рубль ; 1924 ; (ПЛ) ; Ag ; F-VF ; 13 ; Павлов111 ; 521 
 1299 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF+ ; 35 ; Hummel50 ; 408 
 1300 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF- ; 4 ; kostya12.04.1994 ; 419 
 1301 ; 50 копеек ; 1922 ; (АГ) ; Ag ; XF/AU ; 37 ; zett5 ; 612 
 1302 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 17 ; E68 ; 337 
 1303 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 24 ; radion ; 317 
 1304 ; 50 копеек ; 1922 ; (АГ) ; Ag ; VF+ ; 45 ; yrik ; 610 
 1305 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF/AU ; 53 ; Basilio ; 357 
 1306 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 11 ; radion ; 234 
 1307 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF/AU ; 30 ; numizmat1902 ; 373 
 1204 ; Знак. 30 лет комсомола ;  ;  ; Ж/м ; F-VF ; 105 ; кашира ; 379 
 1205 ; Знак. 50 лет ТВАККУ ;  ;  ; Ж/м ; VF-XF ; 11 ; RAPAN ; 108 
 1206 ; Знак. Профсоюз рабочих железнодорожного транспорта СССР ;  ;  ; Al ; VF-XF ; 21 ; edv1968 ; 28 
 1207 ; Знак. Локомотивное депо Инская Зап. Сиб. Ж.д. 50 лет ;  ;  ; Al ; VF-XF ; 25 ; Григорий ; 41 
 1208 ; Знак. Спартакиада школьников СССР ; 1961 ;  ; Ж/м,эмаль ; VF+ ; 17 ; qwe1000 ; 143 
 1209 ; Знак. 50 лет Советскому изобретательству ; 1969 ;  ; Al ; XF- ; 8 ; derbnik ; 41 
 1210 ; Знак. Пожарно-техническая выставка ; ЛМД ;  ; Al ; XF ; 65 ; кашира ; 113 
 1211 ; Знак. 50 лет Советской законности ;  ;  ; Al ; XF ; 23 ; Григорий ; 79 
 1212 ; Знак. Ленметрострой. 50 лет ;  ;  ; Al ; XF+ ; 56 ; кашира ; 101 
 1213 ; Знак. ЛЕНМАСЛОЖИРКОМБИНАТ. 100 лет ; 1989 ;  ; Al ; XF+ ; 3 ; alex995 ; 4 
 1214 ; Знак. Отличник МИННЕФТЕХИМПРОМА СССР ;  ;  ; Al ; XF+ ; 29 ; кашира ; 261 
 1215 ; Знак. Отличник военного строительства ;  ;  ; Ж/м,эмаль ; XF- ; 3 ; qwe1000 ; 521 
 1216 ; Знак об окончании гуманитарного ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 28 ; SadKo ; 185 
 1217 ; Знак. Самотлор ;  ;  ; Al ; XF ; 4 ; alex995 ; 5 
 1218 ; Знак. Общественный инспектор по безопасности движения МПС СССР ;  ;  ; Al ; XF+ ; 34 ; SadKo ; 192 
 1219 ; Знак. Старший пограннаряда ;  ;  ; Al ; XF+ ; 99 ; daniz ; 695 
 1220 ; Знак. Отличный административный работник ;  ;  ; Ж/м,эмаль ; VF- ; 72 ; qwe1000 ; 2448 
 1221 ; Знак. Лучший проводник вагона ;  ;  ; Al ; VF-XF ; 82 ; кашира ; 192 
 1222 ; Знак. Выборгская 1-я ГИАД ;  ;  ; Ж/м,эмаль ; XF- ; 8 ; RAPAN ; 357 
 1223 ; Знак. 50 лет Советской прокуратуре ; ЛМД ;  ; Ж/м ; XF+ ; 147 ; smirnoff ; 502 
 1224 ; Знак. 80 лет экспертно-криминалистическим подразделениям МВД России ;  ;  ; Ж/м ; AU ; 10 ; никсер ; 500 
 1225 ; Знак. Отличный связист ;  ;  ; Ж/м,эмаль ; VF- ; 51 ; qwe1000 ; 2380 
 1226 ; Знак об окончании технического ВУЗа ; ЛМД ;  ; Ж/м, эмаль ; AU ; 18 ; кашира ; 174 
 1227 ; Знак. Корабль "Радуга" ;  ;  ; Al ; XF ; 30 ; кашира ; 169 
 1228 ; Знак. Морская пехота. КСФ "Туманный" ; 1992 ;  ; Al ; XF+ ; 66 ; кашира ; 189 
 1229 ; Знак. Корабль "Молния" ;  ;  ; Al ; XF- ; 10 ; кашира ; 155 
 1230 ; Знак. Корабль "Заря" ;  ;  ; Al ; VF+ ; 6 ; кашира ; 14 
 1231 ; Знак. Корабль "Пылкий" ; ЛМД ;  ; Al ; XF+ ; 38 ; кашира ; 160 
 1232 ; Знак. Корабль "Окрыленный" ;  ;  ; Al ; VF+ ; 28 ; кашира ; 203 
 1233 ; Знак. Отличник ГТО II ст. ; ММД ;  ; Ж/м, эмаль ; VF+ ; 20 ; es@ul ; 175 
 1234 ; Знак. СССР. Спутник ; ЛМД ;  ; Ж/м, эмаль ; AU ; 36 ; кашира ; 68 
 1235 ; Знак. Восток-5, Восток-6 ;  ;  ; Б/м, эмаль ; VF+ ; 14 ; кашира ; 123 
 1236 ; Знак. Отличник ГТО I ст ; ММД ;  ; Ж/м, эмаль ; VF-XF ; 51 ; кашира ; 352 
 1237 ; Знак. Фестиваль ; 1956ММД ;  ; Ж/м, эмаль ; VF ; 61 ; Григорий ; 110 
