 6621 ; Крест нательный, серебро. ;  ;  ; Ag925 ;  ; 26 ; vit2503 ; 4162 
 2106 ; 20 копеек ; 1955 ;  ; Ni ; XF ; 17 ; Csenotaf ; 27 
 2107 ; 20 копеек ; 1955 ;  ; Ni ; XF+ ; 15 ; Csenotaf ; 27 
 2108 ; 2 рубля ; 2009 ; СПМД магнитная ; St in Ni ; AU ; 4 ; Meshok ; 12 
 2109 ; 50 копеек ; 2012 ; М ; сталь, томпак ; VF ; 2 ; Meshok ; 3 
 2110 ; 5 копеек ; 2006 ; М ; St in Ni ; XF ; 20 ; an78gg ; 26 
 2111 ; 50 копеек ; 2015 ; М ; сталь, томпак ; XF ; 4 ; Round1 ; 14 
 2012 ; 2 рубля ; 1999 ; СПМД ; Cu-Ni-Zn ; VF-XF ; 13 ; круча ; 132 
 2013 ; 1 рубль ; 1992 ; ММД ; Fe в Cu-Zn ; AU ; 22 ; idagaf ; 23 
 2014 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF+ ; 16 ; Лорика ; 157 
 2015 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; XF+ ; 13 ; Бигль ; 102 
 2016 ; 50 рублей ; 1993 ; ЛМД Желтый металл ; Cu-Zn ; XF+ ; 11 ; idagaf ; 11 
 2017 ; 2 рубля ; 1999 ; СПМД ; Cu-Ni-Zn ; VF-XF ; 14 ; Сhatsky ; 138 
 2018 ; 5 копеек ; 1952 ;  ; Br ; VF+ ; 61 ; SwaggaRakka ; 174 
 2019 ; 3 копейки ; 1946 ;  ; Br ; VF-XF ; 19 ; GAlexander ; 80 
 2020 ; 3 копейки ; 1948 ;  ; Br ; VF ; 18 ; kvs ; 80 
 2021 ; 3 копейки ; 1950 ;  ; Br ; VF- ; 26 ; MBP ; 111 
 2022 ; 3 копейки ; 1951 ;  ; Br ; F-VF ; 29 ; Rjn ; 520 
 2023 ; 3 копейки ; 1949 ;  ; Br ; VF ; 28 ; kvs ; 41 
 2024 ; 2 копейки ; 1949 ;  ; Br ; VF ; 10 ; kvs ; 16 
 2025 ; 2 копейки ; 1948 ;  ; Br ; VF ; 33 ; гак ; 185 
 2026 ; 2 копейки ; 1950 ;  ; Br ; F-VF ; 28 ; bobbar ; 110 
 2027 ; 2 копейки ; 1951 ;  ; Br ; VF- ; 28 ; svaf ; 458 
 2028 ; 2 копейки ; 1952 ;  ; Br ; VF ; 22 ; gdrg2 ; 62 
 2029 ; 1 копейка ; 1949 ;  ; Br ; XF ; 10 ; kvs ; 42 
 2030 ; 1 копейка ; 1948 ;  ; Br ; VF ; 9 ; kvs ; 56 
 2031 ; 1 копейка ; 1950 ;  ; Br ; VF-XF ; 31 ; Сhatsky ; 327 
 2032 ; 1 копейка ; 1951 ;  ; Br ; XF ; 27 ; ev.lomas ; 408 
 2033 ; 1 копейка ; 1952 ;  ; Br ; XF ; 10 ; kvs ; 86 
 2034 ; 20 копеек ; 1931 ;  ; Ni ; VF ; 25 ; SwaggaRakka ; 153 
 2035 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 23 ; SwaggaRakka ; 114 
 2036 ; 15 копеек ; 1955 ;  ; Ni ; F-VF ; 6 ; kvs ; 16 
 2037 ; 2 копейки ; 1930 ;  ; Br ; VF ; 8 ; kvs ; 25 
 2038 ; 1 копейка ; 1933 ;  ; Br ; VF ; 10 ; CMS ; 133 
 2039 ; 1 копейка ; 1965 ;  ; Cu-Zn ; VF ; 4 ; kvs ; 23 
 2040 ; 2 рубля ; 1999 ; СПМД ; Cu-Ni-Zn ; XF+ ; 37 ; Bal@Mond ; 650 
 2041 ; 10 копеек ; 1935 ;  ; Ni ; VF- ; 24 ; svaf ; 359 
 2042 ; 1 копейка ; 1954 ;  ; Br ; VF ; 14 ; 3457896 ; 33 
 2043 ; 10 копеек ; 1937 ;  ; Ni ; VF+ ; 41 ; салаир ; 1501 
 2044 ; 15 копеек ; 1936 ;  ; Ni ; VF ; 29 ; Csenotaf ; 224 
 2045 ; 10 копеек ; 1939 ;  ; Ni ; VF ; 40 ; Egor77 ; 433 
 2046 ; 15 копеек ; 1937 ;  ; Ni ; VF ; 59 ; CoinHunter177 ; 750 
 2047 ; 15 копеек ; 1939 ;  ; Ni ; VF- ; 27 ; shlapakov1978 ; 306 
 2048 ; 10 копеек ; 1927 ;  ; Ag ; VF ; 28 ; Csenotaf ; 105 
 2049 ; 2 копейки ; 1969 ;  ; Cu-Zn ; VF ; 8 ; ialaiola ; 10 
 2050 ; 2 копейки ; 1981 ;  ; Cu-Zn ; VF ; 5 ; Wvratar ; 16 
 2051 ; 1 копейка ; 1980 ;  ; Cu-Zn ; VF-XF ; 1 ; Wvratar ; 2 
 2052 ; 2 копейки ; 1951 ;  ; Br ; F ; 36 ; 13 ; 137 
 2053 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF+ ; 34 ; Andrey88 ; 85 
 2054 ; 1 рубль ; 1988 ;  ; Cu-Ni ; VF-XF ; 11 ; Andrey88 ; 112 
 2055 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; VF+ ; 27 ; Rjn ; 150 
 2056 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF+ ; 23 ; Rjn ; 119 
 2057 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F-VF ; 14 ; Csenotaf ; 240 
 2058 ; 3 копейки ; 1974 ;  ; Cu-Zn ; AU ; 15 ; volkov ; 222 
 2059 ; 15 копеек ; 1977 ;  ; Cu-Ni ; AU ; 34 ; CMS ; 78 
 2060 ; 1 копейка ; 1965 ;  ; Cu-Zn ; AU ; 5 ; Habs777 ; 32 
 2061 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 9 ; Al1964 ; 23 
 1962 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 41 ; an78gg ; 206 
 1963 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF+ ; 1 ; cr2952 ; 97 
 1964 ; 1 рубль ; 2001 ; 10 лет СНГ ; Cu-Ni ; VF-XF ; 9 ; Серж PirGS ; 108 
 1965 ; 1 рубль ; 2001 ; 10 лет СНГ ; Cu-Ni ; VF-XF ; 7 ; Серж PirGS ; 108 
 1966 ; 1 рубль ; 1999 ; ММД 200 лет со дня рождения А.С.Пушкина (нейзильбер) ; Cu-Ni ; VF-XF ; 15 ; Egor77 ; 359 
 1967 ; 1 рубль ; 1999 ; ММД 200 лет со дня рождения А.С.Пушкина (нейзильбер) ; Cu-Ni ; VF-XF ; 20 ; Egor77 ; 340 
 1968 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 9 ; evgens1 ; 179 
 1969 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 15 ; an78gg ; 206 
 1970 ; 2 рубля ; 2001 ; ММД Ю.Гагарин ; Cu-Ni ; XF ; 33 ; Egor77 ; 44 
 1971 ; 2 рубля ; 2001 ; ММД Ю.Гагарин ; Cu-Ni ; XF ; 24 ; Egor77 ; 42 
 1972 ; 2 рубля ; 2001 ; СПМД Ю.Гагарин ; Cu-Ni ; VF-XF ; 13 ; круча ; 36 
 1973 ; 2 рубля ; 2001 ; СПМД Ю.Гагарин ; Cu-Ni ; VF-XF ; 13 ; ialaiola ; 22 
 1974 ; 3 рубля ; 1989 ; Землетрясение в Армении ; Cu-Ni ; AU ; 21 ; garrymoore ; 114 
 1975 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 36 ; SCI ; 163 
 1976 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 36 ; Макай ; 159 
 1977 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF+ ; 27 ; Макай ; 177 
 1978 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 10 ; AGA ; 206 
 1979 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 53 ; AGA ; 264 
 1980 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 27 ; drn137 ; 222 
 1981 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF+ ; 24 ; svetin ; 258 
 1982 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 25 ; AGA ; 246 
 1983 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 26 ; CMS ; 213 
 1984 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; AU ; 15 ; drn137 ; 181 
 1985 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF+ ; 29 ; Макай ; 123 
 1986 ; 25 рублей. Самоотверженный труд медицинских работников ; 2020 ;  ; Cu-Ni ; AU ; 26 ; Серж PirGS ; 192 
 1987 ; 10 рублей. Человек труда ; 2020 ;  ; St/Лат ; AU ; 9 ; flutter ; 150 
 1988 ; 10 рублей ; 2009 ; Выборг (XIII в), Ленинградская область ; биметалл ; AU ; 39 ; Bal@Mond ; 204 
 1989 ; 25 рублей. Самоотверженный труд медицинских работников ; 2020 ;  ; Cu-Ni ; AU ; 40 ; Серж PirGS ; 160 
 1990 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 25 ; svetin ; 104 
 1991 ; 25 рублей. Самоотверженный труд медицинских работников ; 2020 ;  ; Cu-Ni ; AU ; 27 ; bcg ; 192 
 1992 ; 10 рублей. Человек труда ; 2020 ;  ; St/Лат ; AU ; 27 ; visconti ; 116 
 1993 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 20 ; SCI ; 77 
 1994 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF+ ; 15 ; Александр-78 ; 55 
 1995 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 15 ; Александр-78 ; 51 
 1996 ; 2 рубля Ленинград ; 2000 ;  ; Cu-Ni ; AU ; 48 ; круча ; 510 
 1997 ; 2 рубля Керчь ; 2017 ;  ; Ni/St ; AU ; 23 ; Логистик ; 25 
 1998 ; 25 рублей. Самоотверженный труд медицинских работников ; 2020ММД ;  ; Cu-Ni ; AU ; 47 ; Захар ; 179 
 1999 ; 25 рублей. Самоотверженный труд медицинских работников ; 2020ММД ;  ; Cu-Ni ; AU ; 43 ; Flak16 ; 340 
 2000 ; 10 рублей Человек труда. Работник транспортной сферы ; 2020ММД ;  ; Лат/St ; AU ; 58 ; Flak16 ; 171 
 2001 ; 10 рублей Человек труда. Работник транспортной сферы ; 2020ММД ;  ; Лат/St ; AU ; 36 ; giwi ; 164 
 2002 ; 10 рублей Человек труда. Работник транспортной сферы ; 2020ММД ;  ; Лат/St ; AU ; 26 ; SwaggaRakka ; 126 
 2003 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 2 ; горный ; 99 
 2004 ; 20 копеек ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 24 ; SwaggaRakka ; 153 
 2005 ; 3 копейки ; 1946 ;  ; Br ; VF ; 16 ; 3457896 ; 68 
 2006 ; 3 копейки ; 1941 ;  ; Br ; F+ ; 11 ; SwaggaRakka ; 89 
 2007 ; 3 копейки ; 1949 ;  ; Br ; VF ; 8 ; 3457896 ; 21 
 2008 ; 3 копейки ; 1950 ;  ; Br ; F-VF ; 22 ; 3457896 ; 56 
 2009 ; 2 копейки ; 1940 ;  ; Br ; F-VF ; 8 ; cotangens ; 79 
 2010 ; 2 копейки ; 1935 ;  ; Br ; F+ ; 16 ; салаир ; 159 
 2011 ; 1 рубль ; 1999 ; СПМД ; Cu-Ni-Zn ; VF-XF ; 11 ; круча ; 35 
 1912 ; 25 рублей. Бременские музыканты ; 2019 ;  ; Cu-Ni ; AU ; 15 ; vborisevich1 ; 245 
 1913 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 33 ; kvs ; 310 
 1914 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 39 ; kvs ; 117 
 1915 ; 1 рубль ; 1988 ; 160 лет со дня рождения Л.Н.Толстого ; Cu-Ni ; Proof ; 29 ; kvs ; 130 
 1916 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 21 ; kvs ; 136 
 1917 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 32 ; Рисковый ; 222 
 1918 ; 25 рублей Самоотверженный труд медицинских работников в пандемию ; 2020 ;  ; Cu-Ni ; AU ; 58 ; voron-74-47 ; 312 
 1919 ; 25 рублей Самоотверженный труд медицинских работников в пандемию ; 2020 ;  ; Cu-Ni ; AU ; 40 ; voron-74-47 ; 300 
 1920 ; 10 рублей Человек труда ; 2020 ;  ; Лат/St ; AU ; 32 ; krass ; 191 
 1921 ; 10 рублей Человек труда ; 2020 ;  ; Лат/St ; AU ; 14 ; voron-74-47 ; 189 
 1922 ; 10 рублей Человек труда ; 2020 ;  ; Лат/St ; AU ; 22 ; krass ; 162 
 1923 ; 25 рублей Барбоскины ; 2020 ;  ; Cu-Ni ; AU ; 15 ; Maksss163 ; 94 
 1924 ; 5 рублей Курильская десантная операция ; 2020 ;  ; Ni/St ; AU ; 29 ; Manul ; 61 
 1925 ; 10 рублей ; 2002 ; СПМД МинЮст ; биметалл ; XF ; 21 ; kvs ; 85 
 1926 ; 10 рублей ; 2002 ; ММД Дербент ; биметалл ; XF ; 24 ; kvs ; 125 
 1927 ; 10 рублей Козельск ; 2020 ;  ; биметалл ; AU ; 23 ; krass ; 55 
 1928 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 33 ; nikkk1 ; 1632 
 1929 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 29 ; Perfect163 ; 1434 
 1930 ; 2 рубля ; 2001 ; ММД Ю.Гагарин ; Cu-Ni ; XF- ; 20 ; svetin ; 37 
 1931 ; 2 рубля ; 2001 ; ММД Ю.Гагарин ; Cu-Ni ; AU ; 14 ; KVictorA ; 39 
 1932 ; 1 рубль ; 2001 ; 10 лет СНГ ; Cu-Ni ; VF-XF ; 7 ; Серж PirGS ; 108 
 1933 ; 1 рубль ; 2001 ; 10 лет СНГ ; Cu-Ni ; VF-XF ; 9 ; Серж PirGS ; 108 
 1934 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А.С.Пушкина ; Cu-Ni ; VF-XF ; 13 ; evgens1 ; 197 
 1935 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А.С.Пушкина ; Cu-Ni ; VF-XF ; 11 ; evgens1 ; 197 
 1936 ; 25 рублей. Дед мороз и лето ; 2019ММД ;  ; Cu-Ni ; AU ; 22 ; Захар ; 260 
 1937 ; 25 рублей. Бременские музыканты ; 2019ММД ;  ; Cu-Ni ; AU ; 29 ; Захар ; 260 
 1938 ; 25 рублей. Барбоскины ; 2020ММД ;  ; Cu-Ni ; AU ; 36 ; Sms13 ; 95 
 1939 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 28 ; сортам70 ; 104 
 1940 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 15 ; Рисковый ; 101 
 1941 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 14 ; mx75 ; 247 
 1942 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 13 ; Рисковый ; 138 
 1943 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 17 ; Рисковый ; 222 
 1944 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 33 ; сортам70 ; 160 
 1945 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; XF ; 19 ; ksnab ; 816 
 1946 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 6 ; Макай ; 102 
 1947 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 14 ; Рисковый ; 183 
 1948 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 17 ; Рисковый ; 205 
 1949 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 18 ; buben ; 107 
 1950 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.А.Тимирязева ; Cu-Ni ; Unc ; 25 ; STANDART ; 819 
 1951 ; 25 рублей. Дед Мороз и Лето ; 2019 ;  ; Cu-Ni ; AU ; 33 ; Sms13 ; 247 
 1952 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 31 ; казак 1963 ; 223 
 1953 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 40 ; svet67 ; 221 
 1954 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 29 ; svet67 ; 221 
 1955 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 17 ; victorr ; 325 
 1956 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 19 ; ML144 ; 230 
 1957 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 23 ; SCI ; 96 
 1958 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF+ ; 22 ; garrymoore ; 104 
 1959 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 22 ; казак 1963 ; 279 
 1960 ; 10 рублей ; 2002 ; СПМД Кострома ; биметалл ; AU ; 22 ; SwaggaRakka ; 102 
 1961 ; 1 рубль ; 2001 ; 10 лет СНГ ; Cu-Ni ; XF ; 11 ; Серж PirGS ; 92 
 1862 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 7 ; Sxron ; 120 
 1863 ; 25 рублей ; 2017 ; ММД Чемпионат мира по практ. Стрельбе из карабина ; Cu-Ni ; AU ; 54 ; Mozila_59 ; 1337 
 1864 ; 25 рублей ; 2017 ; ММД Чемпионат мира по практ. Стрельбе из карабина ; Cu-Ni ; AU ; 38 ; SupERGood ; 1277 
 1865 ; 25 рублей ; 2017 ; ММД Чемпионат мира по практ. Стрельбе из карабина ; Cu-Ni ; AU ; 57 ; nominal ; 1246 
 1866 ; 25 рублей ; 2017 ; ММД Чемпионат мира по практ. Стрельбе из карабина ; Cu-Ni ; AU ; 44 ; сержик67 ; 1278 
 1867 ; 25 рублей ; 2017 ; ММД Чемпионат мира по практ. Стрельбе из карабина ; Cu-Ni ; AU ; 43 ; svetin ; 1197 
 1868 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 11 ; Perfect163 ; 612 
 1869 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 22 ; Зеленая карета ; 461 
 1870 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 14 ; САП ; 1769 
 1871 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF+ ; 17 ; drn137 ; 209 
 1872 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; XF ; 46 ; горный ; 218 
 1873 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 42 ; svet67 ; 229 
 1874 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF+ ; 43 ; svet67 ; 224 
 1875 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF ; 32 ; arsenich-s ; 245 
 1876 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF ; 23 ; шахтер-61 ; 272 
 1877 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF ; 15 ; arsenich-s ; 101 
 1878 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF ; 17 ; garrymoore ; 102 
 1879 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF+ ; 19 ; garrymoore ; 161 
 1880 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 19 ; garrymoore ; 107 
 1881 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; VF-XF ; 9 ; babble13 ; 97 
 1882 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; VF-XF ; 21 ; горный ; 181 
 1883 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF ; 24 ; Рисковый ; 267 
 1884 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF ; 23 ; Рисковый ; 267 
 1885 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; AU ; 27 ; Рисковый ; 298 
 1886 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; XF+ ; 32 ; горный ; 261 
 1887 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; XF ; 14 ; buben ; 250 
 1888 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; XF ; 16 ; buben ; 231 
 1889 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF ; 13 ; drn137 ; 235 
 1890 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 35 ; Сhatsky ; 244 
 1891 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF ; 25 ; горный ; 220 
 1892 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF ; 13 ; Сhatsky ; 245 
 1893 ; 5 рублей ; 2002 ; ММД ; Cu in Cu-Ni ; AU ; 50 ; BSR ; 7140 
 1894 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 23 ; горный ; 123 
 1895 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 12 ; Макай ; 121 
 1896 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 11 ; Allex 73 ; 124 
 1897 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 7 ; Рисковый ; 123 
 1898 ; 25 рублей. Барбоскины ; 2020 ;  ; Cu-Ni ; AU ; 15 ; Сhatsky ; 96 
 1899 ; 25 рублей. Барбоскины ; 2020 ;  ; Cu-Ni ; AU ; 14 ; Сhatsky ; 96 
 1900 ; 25 рублей. Самоотверженный труд медицинских работников ; 2020 ;  ; Cu-Ni ; AU ; 24 ; voron-74-47 ; 385 
 1901 ; 5 рублей. Курильская десантная операция ; 2020 ;  ; St/Ni ; AU ; 26 ; electra ; 53 
 1902 ; 1 рубль ; 2001 ; 10 лет СНГ ; Cu-Ni ; AU ; 7 ; Серж PirGS ; 108 
 1903 ; 1 рубль ; 2001 ; 10 лет СНГ ; Cu-Ni ; AU ; 15 ; Casper88 ; 105 
 1904 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 46 ; evgens1 ; 197 
 1905 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF ; 30 ; shknikolay ; 400 
 1906 ; 2 рубля ; 2001 ; СПМД Ю.Гагарин ; Cu-Ni ; VF-XF ; 13 ; Александр-78 ; 27 
 1907 ; 2 рубля ; 2001 ; СПМД Ю.Гагарин ; Cu-Ni ; VF-XF ; 10 ; Александр-78 ; 26 
 1908 ; 2 рубля ; 2001 ; ММД Ю.Гагарин ; Cu-Ni ; VF-XF ; 16 ; an78gg ; 32 
 1909 ; 2 рубля ; 2001 ; ММД Ю.Гагарин ; Cu-Ni ; VF-XF ; 14 ; an78gg ; 36 
 1910 ; 25 рублей. Барбоскины ; 2020 ;  ; Cu-Ni ; AU ; 21 ; Sms13 ; 94 
 1911 ; 25 рублей. Дед Мороз и Лето ; 2019 ;  ; Cu-Ni ; AU ; 15 ; vborisevich1 ; 244 
 1812 ; 10 рублей. Редкий гурт. ; 2013 ; Республика Северная Осетия-Алания ; биметалл ; AU ; 11 ; vborisevich1 ; 77 
 1813 ; 10 рублей. Редкий гурт. ; 2013 ; Республика Северная Осетия-Алания ; биметалл ; AU ; 7 ; vborisevich1 ; 77 
 1814 ; 3 копейки ; 1927 ;  ; Br ; F ; 50 ; Сhatsky ; 1619 
 1815 ; 10 рублей ; 2010 ; Ямало-Ненецкий АО ; биметалл ; AU ; 23 ; RAMA ; 13777 
 1816 ; 100 рублей ; 1992 ; ММД Биметалл ; Cu-Ni/Cu-Zn ; XF ; 74 ; GAlexander ; 705 
 1817 ; 50 рублей ; 1992 ; ММД Биметалл ; Cu-Zn/Cu-Ni ; AU ; 68 ; kvs ; 493 
 1818 ; 5 рублей ; 2002 ; ММД ; Cu in Cu-Ni ; AU ; 34 ; arevera ; 6912 
 1819 ; 5 рублей ; 2002 ; СПМД только в наборе ; Cu in Cu-Ni ; AU ; 38 ; Dinar02 ; 7650 
 1820 ; 2 рубля ; 2002 ; СПМД только в наборе ; Cu-Ni-Zn ; AU ; 32 ; mechanik ; 7142 
 1821 ; 2 рубля ; 2002 ; ММД только в наборе ; Cu-Ni-Zn ; AU ; 40 ; arevera ; 7431 
 1822 ; 1 рубль ; 2002 ; СПМД только в наборе ; Cu-Ni-Zn ; AU ; 46 ; Dinar02 ; 7401 
 1823 ; 1 рубль ; 2002 ; ММД только в наборе ; Cu-Ni-Zn ; AU ; 52 ; Dinar02 ; 9968 
 1824 ; Жетон. Министерство торговли СССР - 20 ;  ;  ; Ж/м ; VF+ ; 20 ; спарта ; 138 
 1825 ; Жетон. Министерство торговли СССР - 12 ;  ;  ; Ж/м ; VF+ ; 19 ; спарта ; 147 
 1826 ; Жетон. Министерство торговли СССР - 19 ;  ;  ; Ж/м ; VF-XF ; 24 ; спарта ; 159 
 1827 ; Жетон. Министерство торговли СССР - 13 ;  ;  ; Ж/м ; VF ; 14 ; Бигль ; 123 
 1828 ; Жетон. Министерство торговли СССР - 25 ;  ;  ; Ж/м ; XF ; 19 ; спарта ; 153 
 1829 ; Жетон. Министерство торговли СССР - 4 ;  ;  ; Ж/м ; XF ; 19 ; спарта ; 159 
 1830 ; 15 копеек ; 1973 ;  ; Cu-Ni ; AU ; 38 ; BSR ; 7026 
 1831 ; 15 копеек ; 1974 ;  ; Cu-Ni ; AU ; 38 ; фарфор ; 2500 
