 6613 ; Ложка чайная, серебро. Финляндия. ;  ;  ; Ag813 ;  ; 20 ; Csenotaf ; 906 
 2965 ; 1 лат Латвия ЧМ по футболу в Германии ; 2006 ;  ; Ag ; Proof ; 29 ; x-file ; 1624 
 2966 ; 1/4 гульдена. Кюрасао ; 1944 ;  ; Ag ; VF- ; 61 ; bobbar ; 320 
 2967 ; 25 центов. Нидерланды ; 1911 ;  ; Ag ; VF- ; 35 ; rusmlm ; 132 
 2968 ; 100 драхм Греция. Олимпиада ; 1981 ;  ; Ag ; AU ; 37 ; maorly ; 809 
 2969 ; 250 драхм Греция. Олимпиада ; 1981 ;  ; Ag ; AU ; 17 ; maorly ; 804 
 2970 ; 500 драхм Греция. Олимпиада ; 1981 ;  ; Ag ; AU ; 21 ; maorly ; 1653 
 2971 ; 10 долларов. Ямайка. 10 лет независимости. Пластиковая коробка ; 1972 ;  ; Ag ; Proof ; 26 ; аndrius ; 2754 
 2972 ; 1 крона. Великобритания ; 1937 ;  ; Ag ; XF+ ; 88 ; Dahan ; 2874 
 2973 ; 10 евро Финляндия 90 лет флагу Финляндии ; 2008 ;  ; Ag ; AU ; 39 ; Ferpmnsg ; 1368 
 2974 ; 10 евро Финляндия ; 2007 ;  ; Ag ; AU ; 32 ; Чуча ; 1281 
 2975 ; 10 евро Финляндия Снельман ; 2006 ;  ; Ag ; AU ; 20 ; ASTA ; 1281 
 2876 ; 5 марок Германия Пауль фон Гинденбург ; 1937D ;  ; Ag ; VF ; 11 ; Hellsten ; 769 
 2877 ; 5 марок Германия Пауль фон Гинденбург ; 1938J ;  ; Ag ; XF- ; 14 ; VladVic ; 1017 
 2878 ; 3 марки. Пруссия ; 1914A ;  ; Ag ; XF- ; 18 ; ga2012 ; 1299 
 2879 ; 3 марки. Германия ; 1925D ;  ; Ag ; XF ; 38 ; птичка16 ; 4533 
 2880 ; 2 марки. Германия ; 1926A ;  ; Ag ; VF ; 25 ; vorgarik ; 1222 
 2881 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937G ;  ; Ag ; VF+ ; 19 ; WhiteMouse ; 510 
 2882 ; 2 марки Германия Пауль фон Гинденбург ; 1937J ;  ; Ag ; VF+ ; 30 ; WhiteMouse ; 451 
 2883 ; 2 марки Германия Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF ; 45 ; WhiteMouse ; 393 
 2884 ; 2 марки Германия Пауль фон Гинденбург ; 1939F ;  ; Ag ; VF-XF ; 14 ; WhiteMouse ; 495 
 2885 ; 1 марка Германия ; 1885A ;  ; Ag ; F-VF ; 26 ; WhiteMouse ; 419 
 2886 ; 1 марка Германия ; 1892A ;  ; Ag ; VF ; 35 ; птичка16 ; 555 
 2887 ; 1 марка. Германия ; 1899D ;  ; Ag ; VF+ ; 35 ; птичка16 ; 555 
 2888 ; 1 марка Германия ; 1902E ;  ; Ag ; VF ; 22 ; птичка16 ; 555 
 2889 ; 1 марка Германия ; 1909G ;  ; Ag ; VF-XF ; 25 ; птичка16 ; 555 
 2890 ; 1 марка. Германия ; 1910A ;  ; Ag ; AU ; 22 ; olgont ; 505 
 2891 ; 1 марка. Германия ; 1910F ;  ; Ag ; AU ; 24 ; olgont ; 551 
 2892 ; 1 марка. Германия ; 1910D ;  ; Ag ; AU ; 37 ; птичка16 ; 536 
 2893 ; 1 марка Германия ; 1925D ;  ; Ag ; VF ; 32 ; vorgarik ; 771 
 2894 ; 1/2 марки. Германия ; 1915A ;  ; Ag ; VF-XF ; 27 ; Рисковый ; 216 
 2895 ; 1/2 марки. Германия ; 1915D ;  ; Ag ; XF ; 25 ; Рисковый ; 216 
 2896 ; 1 рупия Немецкая Ост-Африка ; 1904A ;  ; Ag ; F+ ; 32 ; franklin ; 544 
 2897 ; 8 реалов. Мексика ; 1805 ;  ; Ag ; VF+ ; 30 ; alten ; 5414 
 2898 ; 1 экю. Франция ; 1786 ;  ; Ag ; VF ; 40 ; гравицапа ; 5150 
 2899 ; 20 лир. Сан-Марино ; 1932 ;  ; Ag ; VF+ ; 37 ; eredel ; 4931 
 2900 ; 2 1/2 шиллинга. Южная Африка ; 1892 ;  ; Ag ; VF- ; 33 ; Leshy77 ; 1408 
 2901 ; 2 шиллинга. Южная Африка ; 1897 ;  ; Ag ; VF-XF ; 58 ; варяг2004 ; 1836 
 2902 ; 1 шиллинг. Южная Африка ; 1897 ;  ; Ag ; XF- ; 46 ; sveta6369 ; 824 
 2903 ; 6 пенсов. Южная Африка ; 1897 ;  ; Ag ; VF-XF ; 45 ; SpAi ; 463 
 2904 ; 1 крона. Великобритания ; 1893 ;  ; Ag ; XF+ ; 56 ; aqua ; 10274 
 2905 ; 1 крона. Великобритания ; 1891 ;  ; Ag ; VF+ ; 31 ; гак ; 3519 
 2906 ; 5 франков. Франция ; 1852A ;  ; Ag ; VF-XF ; 42 ; sveta6369 ; 2135 
 2907 ; 5 франков. Франция ; 1874K ;  ; Ag ; VF ; 38 ; m-antique ; 1306 
 2908 ; 1 экю. Франция ; 1768 ;  ; Ag ; VF ; 55 ; гак ; 7650 
 2909 ; 1 крона Австралия ; 1937 ;  ; Ag ; VF+ ; 48 ; Plus ; 1928 
 2910 ; 5 шиллингов ЮАР ; 1948 ;  ; Ag ; VF-XF ; 34 ; lestes ; 1306 
 2911 ; 10 евро Финляндия Агрикола ; 2007 ;  ; Ag ; AU ; 20 ; az717 ; 1181 
 2912 ; 20 евро. Словакия. Народный парк ; 2010 ;  ; Ag ; AU ; 25 ; чириаз ; 2585 
 2913 ; 2 доллара. Острова Кука. Мир охоты. Фазаны ; 2014 ;  ; Ag ; Proof ; 10 ; SpS ; 1720 
 2914 ; 1 доллар. Канада. 150 лет городу Торонто ; 1984 ;  ; Ag ; Proof ; 29 ; babble13 ; 761 
 2915 ; 10 злотых. Польша. 90 лет Великопольскому восстанию ; 2008 ;  ; Ag ; Proof ; 32 ; ASTA ; 932 
 2916 ; 500 заиров. Заир. Дикая природа Африки - леопард ; 1996 ;  ; Ag ; Proof ; 51 ; maymuse ; 1474 
 2917 ; 10 долларов. Либерия. Чемпионат мира по футболу в 2006г. Сборная Италии ; 2005 ;  ; Cu,серебрение ; Proof ; 34 ; sveta6369 ; 999 
 2918 ; 10 долларов. Либерия. Чемпионат мира по футболу в 2006г. Сборная Бразилии ; 2005 ;  ; Cu,серебрение ; Proof ; 21 ; x-file ; 716 
 2919 ; 10 долларов. Либерия. Чемпионат мира по футболу в 2006г. Сборная Франции ; 2005 ;  ; Cu,серебрение ; Proof ; 61 ; x-file ; 915 
 2920 ; 10 долларов. Либерия. Чемпионат мира по футболу в 2006г. Сборная Германии ; 2005 ;  ; Cu,серебрение ; Proof ; 23 ; x-file ; 710 
 2921 ; 10 долларов. Либерия. Чемпионат мира по футболу в 2006г. Сборная Аргентины ; 2005 ;  ; Cu,серебрение ; Proof ; 20 ; x-file ; 716 
 2922 ; 10 марок. ФРГ. 250 лет со дня смерти Иоганна Себастьяна Баха ; 2000 ;  ; Ag ; Proof ; 55 ; WhiteMouse ; 877 
 2923 ; 1 доллар. Канада. 175 лет пароходу "Фронтенак" ; 1991 ;  ; Ag ; Proof ; 37 ; alov ; 1222 
 2924 ; 100 крон. Норвегия. Олимпийские игры 1994 года ; 1993 ;  ; Ag ; Proof ; 25 ; ASTA ; 2005 
 2925 ; 20 марок. ГДР. Открытие Бранденбургских ворот 22 декабря 1989-го года ; 1990 ;  ; Ag ; AU ; 59 ; WhiteMouse ; 2330 
 2430 ; Лот монет СССР: 15 копеек (5 шт.) ; 1941-1957 ;  ; Ni ; VG/F ; 7 ; 8888888АЛЕКС888888 ; 26 
 2431 ; Лот монет СССР: 1 коп (79шт) ;  ;  ; Cu-Zn ; F/XF ; 24 ; KVictorA ; 26 
 2432 ; Лот монет Банка России: 10,5 рублей (21 шт.) 70 лет победы ; 2014-2015 ;  ; St/Ni,Би/м ; AU ; 40 ; svetin ; 306 
 2433 ; Лот монет Банка России: 1 руб (42шт) ; 1992ЛМД ;  ; Cu-Zn ; VF-XF/AU ; 3 ; js0000 ; 16 
 2434 ; Лот монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона ; 1988ЛМД ;  ; Cu-Ni Cu-Zn ; AU ; 19 ; Александр007 ; 512 
 2435 ; Лот монет СССР: 15 копеек (5 шт.) ; 1950-1984 ;  ; Cu-Ni,Ni ; VF/XF ; 37 ; kompman ; 47 
 2436 ; Лот монет СССР: 15 копеек (3 шт.) ; 1950-1956 ;  ; Ni ; VF ; 9 ; Мерен ; 81 
 2437 ; Лот монет СССР: 2 копейки (9 шт.) ; 1926-1952 ;  ; Br ; G/VG ; 28 ; zemlyk2014 ; 41 
 2438 ; Лот монет Банка России: 25 рублей (9 шт.) Оружие Великой Победы ; 2019 ;  ; Cu-Ni ; XF+/AU ; 16 ; Сhatsky ; 340 
 2439 ; Лот монет СССР: 3 коп (2шт) ; 1935,1937 ;  ; Br ; F-VF ; 7 ; first ; 171 
 2440 ; Лот монет СССР: 1 рубль (3 шт.) ; 1961-1965 ;  ; Cu-Ni ; VF ; 31 ; Andrey88 ; 250 
 2441 ; Лот монет СССР: 3 копейки (3 шт.) ; 1938-1940 ;  ; Br ; F/VF- ; 61 ; cotangens ; 153 
 2442 ; Лот монет Банка России: 1 рубль (2 шт.) ; 2020 ;  ; St/Ni ; AU ; 15 ; Holder31 ; 23 
 2443 ; Лот монет Банка России (города-герои) 2 руб (5шт) ; 2000 ;  ; Cu-Ni ; AU ; 35 ; sandau ; 184 
 2444 ; Лот монет СССР: 1 руб (8шт) ; 1991ЛМД ;  ; Cu-Ni ; VF-XF/AU ; 3 ; js0000 ; 6 
 2445 ; Лот монет СССР: 50 копеек (2 шт.) ; 1982,1986 ;  ; Cu-Ni ; VF+ ; 13 ; 47RUS ; 57 
 2446 ; Лот монет СССР: 50,20 копеек (2 шт.) ; 1961 ;  ; Cu-Ni ; VF+/XF ; 35 ; Smoki ; 201 
 2447 ; Лот монет СССР: 3 копейки (2 шт.) ; 1935 ;  ; Br ; VG ; 10 ; zemlyk2014 ; 50 
 2448 ; Лот монет России: Денга (10 шт.) ; 1734-1754 ;  ; Cu ; VG ; 23 ; сортам70 ; 466 
 2449 ; Лот монет СССР: 3,1 копейка (2 шт.) ; 1924 ;  ; Cu ; F ; 17 ; bobbar ; 156 
 2450 ; Лот монет Банка России: 10 рублей (8 шт.) Юбилейные ;  ;  ; St/Лат ; XF/AU ; 31 ; 2422862 ; 267 
 2451 ; Лот монет СССР: 1 рубль (3 шт.) Юбилейные ;  ;  ; Cu-Ni ; XF+/AU ; 29 ; Макай ; 223 
 2452 ; Лот монет Банка России (Сочи-2014) 25 руб (4шт) Упаковка ; 2014 ;  ; Cu-Ni ; AU ; 10 ; kvs ; 115 
 2453 ; Лот монет СССР: 20,15,10,5 копеек (4 шт.) ; 1946 ;  ; Ni,Br ; VF-/VF ; 30 ; Мерен ; 163 
 2454 ; Лот монет СССР: 5 копеек (9 шт.) ; 1928-1956 ;  ; Br ; VG/F ; 33 ; kompman ; 185 
 2455 ; Лот монет Банка России: 10 руб (10шт) ; 1992ЛМД ;  ; Cu-Ni ; VF/XF ; 10 ; Andrey88 ; 17 
 2456 ; Лот монет СССР: 3 копейки (12 шт.) ; 1930-1957 ;  ; Br ; VG/F ; 13 ; zemlyk2014 ; 101 
 2457 ; Лот монет Банка России (Елец и 65 лет победы): 10 руб (2шт) ; 2010,2011 ;  ; Лат/St ; AU ; 29 ; Rober ; 81 
 2458 ; Лот монет СССР: 20,10,5,3 копейки (5 шт.) ; 1969-1981 ;  ; Cu-Ni,Cu-Zn ; VF+/AU ; 37 ; Uri ; 110 
 2459 ; Лот монет СССР: 10 коп (4шт) ; 1973-1976 ;  ; Cu-Ni ; XF/AU ; 3 ; konstk2 ; 12 
 2460 ; Лот монет СССР: 20,15,10 копеек (8 шт.) ; 1931-1933 ;  ; Ni ; G/VG ; 7 ; Копеечка ; 115 
 2857 ; 100 рублей. Беларусь. Беларусь-Китай, 15 лет дипломатических отношений. М-17,32г. Сертификат ; 2007 ;  ; Au ; Proof ; 24 ; Vitek99 ; 68100 
 2858 ; 10 долларов. Канада. М-7,8г ; 1998 ;  ; Au ; VF ; 45 ; Хаа ; 34881 
 2859 ; 20 лир. Сардиния. M-6,44г. ; 1852 ;  ; Au ; VF-XF ; 40 ; Dahan ; 27869 
 2860 ; 10 марок. Бавария. Капсула ; 1912D ;  ; Au ;  ; 47 ; serg2010 ; 29376 
 2861 ; Талер. Бавария ; 1760 ;  ; Ag ; VF ; 46 ; lsp25 ; 4533 
 2862 ; Талер. Ганновер ; 1840A ;  ; Ag ; VF-XF ; 60 ; vlad77 ; 5558 
 2863 ; Талер. Ганновер ; 1841S ;  ; Ag ; VF- ; 49 ; marSal8Q ; 4233 
 2864 ; Талер. Пруссия. Коронация Вильгельма I и Августы ; 1861 ;  ; Ag ; XF ; 24 ; SUG ; 3400 
 2865 ; 5 марок Пруссия ; 1891A ;  ; Ag ; VF ; 23 ; WhiteMouse ; 1871 
 2866 ; 5 марок Бавария ; 1902D ;  ; Ag ; VF+ ; 26 ; nik_s ; 1885 
 2867 ; 5 марок Германия Подписная кирха ; 1934A ;  ; Ag ; VF-XF ; 51 ; lsp25 ; 1328 
 2868 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935A ;  ; Ag ; XF- ; 23 ; -$$$- ; 733 
 2869 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935E ;  ; Ag ; VF+ ; 17 ; VladVic ; 830 
 2870 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935D ;  ; Ag ; VF-XF ; 22 ; Markgraf ; 781 
 2871 ; 5 марок Германия Пауль фон Гинденбург ; 1936A ;  ; Ag ; VF-XF ; 30 ; WhiteMouse ; 679 
 2872 ; 5 марок Германия Пауль фон Гинденбург ; 1936A ;  ; Ag ; VF-XF ; 27 ; vaeltaja ; 682 
 2873 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936D ;  ; Ag ; XF ; 43 ; gusania ; 1122 
 2874 ; 5 марок Германия Пауль фон Гинденбург ; 1936F ;  ; Ag ; VF-XF ; 10 ; VladVic ; 1134 
 2875 ; 5 марок. Германия. Пауль фон Гинденбург ; 1937D ;  ; Ag ; VF ; 51 ; vaeltaja ; 716 
 2380 ; Лот монет СССР: 20,15,10,5,3,2,1 копейка (7 шт.) ; 1957 ;  ; Ni,Br ; VF-/XF ; 46 ; guzubala ; 97 
 2381 ; Лот монет СССР: 2 копейки (4 шт.) ; 1946-1953 ;  ; Br ; F+/VF- ; 16 ; Andrey88 ; 22 
 2382 ; Лот монет Банка России (РГ и Отечественная война) 10 руб (2шт) ; 2012 ;  ; Лат/St ; AU ; 37 ; Серж PirGS ; 97 
 2383 ; Лот монет Банка России: 100,50,10 рублей (3 шт.) ; 1993 ;  ; Cu-Ni,Cu-Zn ; XF ; 10 ; Andrey88 ; 22 
 2384 ; Лот монет Банка России: 5 рублей (10 шт.) РГО и РИО ; 2015-2016 ;  ; St/Ni ; AU ; 26 ; ga2012 ; 81 
 2385 ; Лот монет СССР: 10,5,1 рубль, 50,10 копеек (5 шт.) ; 1991 ;  ; Би/м,Cu-Ni,St/C ; VF+/XF ; 18 ; Andrey88 ; 34 
 2386 ; Лот монет Банка России: 10 рублей (2 шт.) Древние города России ; 2010,2012 ;  ; Би/м ; AU ; 13 ; металлург9 ; 51 
 2387 ; Лот монет Банка России: 5 рублей (10 шт.) РГО и РИО ; 2015-2016 ;  ; St/Ni ; AU ; 19 ; rusin ; 68 
 2388 ; Лот монет Банка России: 25 рублей (5 шт.) Оружие Великой Победы ; 2020 ;  ; Cu-Ni ; XF+/AU ; 21 ; Holder31 ; 278 
 2389 ; Лот монет Банка России: 5,2 рубля (10 шт.) 200 лет победы в Отечественной войне 1812г. ; 2012 ;  ; St/Ni ; AU ; 18 ; ga2012 ; 71 
 2390 ; Лот монет СССР: 20,15 копеек (2 шт.) ; 1936 ;  ; Ni ; VF- ; 11 ; zemlyk2014 ; 21 
 2391 ; Лот монет СССР: 20,3,2 копейки (3 шт.) ; 1932-1950 ;  ; Br,Ni ; VF ; 21 ; CMS ; 225 
 2392 ; Лот монет Банк России: 10 руб (4шт) Министерства ; 2002 ;  ; Би/м ; XF- ; 48 ; arsenich-s ; 333 
 2393 ; Лот монет СССР: 1 рубль (5 шт.) Юбилейные ;  ;  ; Cu-Ni ; XF+/AU ; 25 ; electra ; 304 
 2394 ; Лот монет Банка России: 25 рублей (10 шт.) Чемпионат мира по футболу 2018 в России ; 2018 ;  ; Cu-Ni ; XF+/AU ; 11 ; konstk2 ; 272 
 2395 ; Лот монет СССР: 15 копеек (6 шт.) ; 1977-1990 ;  ; Cu-Ni ; XF ; 8 ; Andrey88 ; 12 
 2396 ; Лот монет Банка России: 10 руб (29шт) ; 1993 ;  ; Cu-Ni ; VF-XF/XF ; 6 ; Andrey88 ; 26 
 2397 ; Лот монет СССР: 20 копеек (2 шт.) ; 1936-1938 ;  ; Ni ; F-/VF- ; 17 ; zemlyk2014 ; 44 
 2398 ; Лот монет СССР: 1 рубль (3 шт.) Юбилейные ;  ;  ; Cu-Ni ; VF/XF ; 11 ; ga2012 ; 69 
 2399 ; Лот монет СССР: 5 копеек (7 шт.) ; 1961-1991 ;  ; Cu-Zn ; VF/XF- ; 7 ; Сhatsky ; 12 
 2400 ; Лот монет СССР: 20 копеек (4 шт.) ; 1982-1986 ;  ; Cu-Ni ; VF+ ; 11 ; Uri ; 30 
 2401 ; Лот монет Банка России (города-герои) 2 руб (2шт) ; 2000 ;  ; Cu-Ni ; VF+ ; 12 ; Casper88 ; 26 
 2402 ; Лот монет СССР и Банка России: 16 шт. ; 1972-1993 ;  ; Cu-Ni,Cu-Zn,Би/ ; VF/XF ; 17 ; Лоцман ; 28 
 2403 ; Лот монет СССР: 10коп (30шт) ; 1991М ;  ; Cu-Zn ; VF-XF/XF ; 3 ; Копеечка ; 16 
 2404 ; Лот монет Банка России (75-летие полного освобождения Ленинграда) 25 руб (2шт) ; 2019 ;  ; Cu-Ni ; AU ; 15 ; Mikola_1 ; 65 
 2405 ; Лот монет СССР: 3 копейки (5 шт.) ; 1956-1970 ;  ; Cu-Zn,Br ; VF+ ; 21 ; Andrey88 ; 26 
 2406 ; Лот монет Банка России: 5 руб (13шт) ; 1992ЛМД ;  ; Cu-Zn ; VF/XF ; 3 ; js0000 ; 12 
 2407 ; Лот монет Банка России (юбилейные) 10 руб (10шт) ; 2005-2019 ;  ; Би/м ; AU ; 11 ; Бигль ; 128 
 2408 ; Лот монет Банка России (ФИФА) 25 руб (3шт) ; 2018 ;  ; Cu-Ni ; AU ; 7 ; WQ - res ; 93 
 2409 ; Лот монет СССР: 15,10 копеек (6 шт.) ; 1956 ;  ; Ni ; F/VF+ ; 8 ; Снежный Барс ; 8 
 2410 ; Лот монет СССР: 5 руб (4шт) ; 1991ЛМД ;  ; Cu-Ni ; VF-XF/AU ; 6 ; js0000 ; 7 
 2411 ; Лот монет Банка России: 50,20,10,5,1 рубль (5 шт.) ; 1992 ;  ; Би/м,Cu-Ni,Cu-Z ; XF ; 30 ; GAlexander ; 35 
 2412 ; Лот монет СССР: 50,20,15,10,5,3,2,1 коп (8шт) + жетон ; 1980 ;  ; Cu-Ni Cu-Zn ; AU ; 14 ; ярамаска ; 577 
 2413 ; Лот монет Банка России (ФИФА) 25 руб (3шт) ; 2018 ;  ; Cu-Ni ; AU ; 11 ; konstk2 ; 101 
 2414 ; Лот монет Банка России: 100 руб (2шт) ; 1993ЛМД ;  ; Cu-Ni ; AU/XF ; 9 ; Kurtz ; 13 
 2415 ; Лот монет СССР: 50 копеек (2 шт.) ; 1968,1978 ;  ; Cu-Ni ; VF ; 35 ; Andrey88 ; 113 
 2416 ; Лот монет Банка России: 10 рублей (10 шт.) Юбилейные ;  ;  ; Би/м ; AU ; 30 ; Mikola_1 ; 216 
 2417 ; Лот монет Банка России: 5 рублей (10 шт.) РГО и РИО ; 2015-2016 ;  ; St/Ni ; AU ; 17 ; guzubala ; 61 
 2418 ; Лот монет Банка России: 1 коп (6шт) ; 1997-2014М ;  ; St/Ni ; XF+/AU ; 33 ; Сашок 1959 ; 79 
 2419 ; Лот монет СССР: 20 копеек (6 шт.) ; 1946-1957 ;  ; Ni ; F/F+ ; 31 ; металлург9 ; 192 
 2420 ; Лот монет Банк России: 25, 10 руб (2шт) Самоотверженный труд медицинских работников, Человек труда. Человек труда-Работник транспортной сферы ; 2020ММД ;  ; Cu-Ni,St/Лат ; AU ; 45 ; dailinet ; 178 
 2421 ; Лот монет СССР: 1 рубль (4 шт.) Юбилейные ;  ;  ; Cu-Ni ; AU ; 20 ; ga2012 ; 232 
 2422 ; Лот монет Банка России (оружие великой победы) 25 руб (5шт) ; 2020 ;  ; Cu-Ni ; AU ; 31 ; Holder31 ; 451 
 2423 ; Лот монет Банка России (оружие великой победы) 25 руб (9шт) ; 2019 ;  ; Cu-Ni ; AU ; 15 ; Ratmen ; 310 
 2424 ; Лот монет СССР: 20,15 копеек (2 шт.) ; 1946 ;  ; Ni ; VF ; 16 ; Снежный Барс ; 24 
 2425 ; Лот монет СССР: 3,2,1 копейка (9 шт.) ; 1935-1957 ;  ; Br ; VG/F- ; 5 ; zemlyk2014 ; 57 
 2426 ; Лот монет Банка России (юбилейные) 10 руб (10шт) ; 2000-2020 ;  ; Би/м ; VF-XF/AU ; 16 ; rusin ; 138 
 2427 ; Лот монет СССР: 15 копеек (5 шт.) ; 1953-1981 ;  ; Cu-Ni,Ni ; VF+ ; 41 ; sandau ; 57 
 2428 ; Лот монет Банка России (Отечественная война) 5 руб (3шт) ; 2012 ;  ; Ni/St ; AU ; 18 ; SIEMENS_S75 ; 25 
 2429 ; Лот монет СССР (50 лет Советской власти) 10 коп (3шт) ; 1967 ;  ; Cu-Ni ; VF ; 14 ; arsenich-s ; 59 
 2330 ; Лот монет Банка России: 2 рубля (42 шт.) 200 лет победы в Отечественной войне 1812г. ; 2012 ;  ; St/Ni ; AU ; 34 ; sandau ; 204 
 2331 ; Лот монет СССР: 5 копеек (8 шт.) ; 1961-1982 ;  ; Cu-Zn ; XF/AU ; 60 ; kultan ; 291 
 2332 ; Лот монет СССР: 1 копейка (28 шт.) ; 1961-1991 ;  ; Cu-Zn ; VF-/VF+ ; 19 ; djimanji ; 150 
 2333 ; Лот монет Банка России (юбилейные): 10 руб (29шт) ; 2011-2016 ;  ; Би/м ; VF-XF/AU ; 7 ; ASTA ; 269 
 2334 ; Лот монет СССР: 1 копейка (8 шт.) ; 1927-1956 ;  ; Br ; G/VG ; 12 ; 8888888АЛЕКС888888 ; 65 
 2335 ; Лот монет Банка России: 25 руб (3шт) Чемпионат Мира по футболу в России ; 2018 ;  ; Cu-Ni ; XF/AU ; 19 ; Сашок 1959 ; 84 
 2336 ; Лот монет СССР: 50коп (27шт) ; 1991Л ;  ; Cu-Ni ; VF-XF/AU ; 13 ; guzubala ; 38 
 2337 ; Лот монет Банка России: 5 руб (5шт) ; 1992ММД ;  ; Cu-Zn ; VF-XF ; 1 ; kalita ; 2 
 2338 ; Лот монет СССР: 1 рубль (5 шт.) Юбилейные ;  ;  ; Cu-Ni ; XF/AU ; 7 ; Casper88 ; 216 
 2339 ; Лот монет СССР: 20 копеек (5 шт.) ; 1936-1948 ;  ; Ni ; G/VG ; 11 ; 8888888АЛЕКС888888 ; 58 
 2340 ; Лот монет Банк России: 2 руб (7шт) Города-Герои ; 2000 ;  ; Cu-Ni ; XF/XF+ ; 19 ; GAlexander ; 250 
 2341 ; Лот монет Банка России: 5,2,1 руб, 50,10 коп (5шт) ; 2013СПМД ;  ; St/Ni,Лат/St ; AU ; 22 ; Сашок 1959 ; 57 
 2342 ; Лот монет Банка России: 1, 5 коп (4шт) ; 2014М ;  ; St/Ni ; AU ; 26 ; Сашок 1959 ; 65 
 2343 ; Лот монет СССР: 10 копеек (5 шт.) ; 1971-1975 ;  ; Cu-Ni ; VF+ ; 13 ; prosk8er ; 17 
 2344 ; Лот монет СССР, Банка России и жетонов: 32шт ;  ;  ; Cu-Zn Cu-Ni ; F-VF/AU ; 51 ; an78gg ; 204 
 2345 ; Лот монет Банка России: 10 руб (4шт) Юбилейные ; 2005-2017 ;  ; Би/м ; XF+/AU ; 14 ; Сашок 1959 ; 46 
 2346 ; Лот монет Банка России (оружие великой победы) 25 руб (9шт) ; 2019 ;  ; Cu-Ni ; AU ; 11 ; moneta1924 ; 308 
 2347 ; Лот монет СССР: 3 копейки (3 шт.) ; 1930-1932 ;  ; Br ; VG/F ; 44 ; zemlyk2014 ; 51 
 2348 ; Лот монет Банка России (Пензенская обл) 10 руб (5шт) ; 2014 ;  ; Би/м ; AU ; 5 ; SIEMENS_S75 ; 46 
 2349 ; Лот монет СССР: 5 копеек (4 шт.) ; 1974-1982 ;  ; Cu-Zn ; VF ; 12 ; Uri ; 22 
 2350 ; Лот монет СССР: 20,15,10 коп (3шт) ; 1961 ;  ; Cu-Ni ; XF/AU ; 7 ; djimanji ; 81 
 2351 ; Лот монет Банка России: 10,5,2,1 руб, 50 коп (5шт) ; 2010СПМД ;  ; St/Ni,Лат/St ; VF+/AU ; 33 ; Сашок 1959 ; 85 
 2352 ; Лот монет Банка России (оружие великой победы) 25 руб (5шт) ; 2020 ;  ; Cu-Ni ; AU ; 15 ; konstk2 ; 230 
 2353 ; Лот монет СССР: 50 копеек (4 шт.) ; 1979-1988 ;  ; Cu-Ni ; XF ; 63 ; Сармат80 ; 279 
 2354 ; Лот монет Банка России: 25 рублей (10 шт.) Чемпионат мира по футболу 2018 в России ; 2018 ;  ; Cu-Ni ; XF+/AU ; 9 ; konstk2 ; 245 
 2355 ; Лот монет СССР: 2,1 копейка (2 шт.) ; 1967 ;  ; Cu-Zn ; XF+/AU ; 1 ; Uri ; 50 
 2356 ; Лот монет СССР: 20,10 копеек (4 шт.) ; 1948-1978 ;  ; Cu-Ni,Ni ; VF ; 10 ; Andrey88 ; 22 
 2357 ; Лот монет Банка России (Гагарин и 10 лет СНГ) 2,1 руб (2шт) ; 2001 ;  ; Cu-Ni ; XF/AU ; 14 ; Bal@Mond ; 114 
 2358 ; Лот монет Банк России: 10 руб (2шт) Тюменская, Иркутская область ; 2014,2016 ;  ; Би/м ; AU ; 11 ; dailinet ; 23 
 2359 ; Лот монет СССР и Банка России: 18 шт. ;  ;  ; Cu-Ni,Cu-Zn, ; VF-/VF+ ; 5 ; Сhatsky ; 20 
 2360 ; Лот монет Банка России: 10 рублей (5 шт.) Регионы РФ ; 2007-2018 ;  ; Би/м ; XF/AU ; 11 ; salim ; 79 
 2361 ; Лот монет Банка России: 10 рублей (2 шт.) Белозерск, Нерехта ; 2012-2014 ;  ; Би/м ; AU ; 9 ; металлург9 ; 43 
 2362 ; Лот монет Банка России: 10 рублей (2 шт.) Выборг, Владимир ; 2008-2009 ;  ; Би/м ; AU ; 43 ; svetin ; 483 
 2363 ; Лот монет СССР: 1 рубль (5 шт.) Юбилейные ;  ;  ; Cu-Ni ; XF/AU ; 27 ; electra ; 253 
 2364 ; Лот монет СССР: 1 рубль (3 шт.) Олимпиада 1980 в Москве ;  ;  ; Cu-Ni ; XF+/AU ; 18 ; ga2012 ; 137 
 2365 ; Лот монет Банка России: 20 руб (8шт) ; 1992ЛМД ;  ; Cu-Ni ; VF/AU ; 6 ; KVictorA ; 17 
 2366 ; Лот монет СССР: 1 рубль (7 шт.) Юбилейные ;  ;  ; Cu-Ni ; VF/AU ; 9 ; сортам70 ; 132 
 2367 ; Лот монет СССР: 1,2,5 коп (3шт) ; 1930,1931,1939 ;  ; Br ; VF ; 16 ; AGA ; 173 
