 4808 ; 1 доллар. США. Надорвана, подклеена ; 1923 ;  ;  ;  ; 40 ; Опятор ; 63 
 1955 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 9 ; voffka112 ; 43 
 1956 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF ; 9 ; Smit ; 26 
 1957 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF- ; 4 ; лунатик_ ; 24 
 1958 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF- ; 22 ; опричник ; 26 
 1959 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 22 ; rsmmm ; 300 
 1960 ; 3 рубля ; 1995 ; Взятие Берлина ; Cu-Ni ; XF- ; 79 ; Опятор ; 521 
 1961 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 14 ; Smit ; 43 
 1962 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 49 ; Dander ; 362 
 1963 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 9 ; AlesyaPerova ; 62 
 1864 ; 1 рубль. В пластиковой капсуле ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 37 ; denis68 ; 209 
 1865 ; 1 рубль. В пластиковой капсуле ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 34 ; 040560 ; 226 
 1866 ; 1 рубль. В пластиковой капсуле ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 35 ; niko1968 ; 229 
 1867 ; 5 рублей. Упаковка нарушена ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 28 ; TECHNO ; 148 
 1868 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF ; 60 ; voffka112 ; 128 
 1869 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 23 ; Юбер ; 118 
 1870 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 76 ; Smit ; 102 
 1871 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 89 ; voffka112 ; 197 
 1872 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF+ ; 38 ; Smit ; 57 
 1873 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 20 ; voffka112 ; 73 
 1874 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 53 ; voffka112 ; 72 
 1875 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 29 ; Avdeev13 ; 73 
 1876 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 19 ; voffka112 ; 77 
 1877 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 33 ; krut0803 ; 78 
 1878 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 15 ; surinoff ; 43 
 1879 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 42 ; Dander ; 108 
 1880 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 11 ; Avdeev13 ; 123 
 1881 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF ; 33 ; surinoff ; 33 
 1882 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 23 ; voffka112 ; 43 
 1883 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 16 ; лунатик_ ; 42 
 1884 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 13 ; voffka112 ; 78 
 1885 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF+ ; 16 ; surinoff ; 33 
 1886 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 7 ; voffka112 ; 43 
 1887 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF ; 12 ; surinoff ; 33 
 1888 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 20 ; voffka112 ; 153 
 1889 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 28 ; voffka112 ; 59 
 1890 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF ; 39 ; опричник ; 55 
 1891 ; 1 рубль ; 1981 ; Дружба на веки ; Cu-Ni ; AU ; 21 ; albar ; 153 
 1892 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF+ ; 15 ; voffka112 ; 67 
 1893 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF+ ; 15 ; voffka112 ; 108 
 1894 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; XF ; 27 ; voffka112 ; 126 
 1895 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; XF ; 11 ; samurai 969 ; 105 
 1896 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; XF ; 13 ; flYUGgerr ; 77 
 1897 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF ; 6 ; albar ; 69 
 1898 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 52 ; samurai 969 ; 68 
 1899 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; XF+ ; 58 ; kalan ; 102 
 1900 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF ; 12 ; Avdeev13 ; 71 
 1901 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF ; 13 ; surinoff ; 33 
 1902 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 16 ; Avdeev13 ; 135 
 1903 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF+ ; 7 ; ran976 ; 87 
 1904 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF+ ; 19 ; Smit ; 104 
 1905 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF ; 36 ; surinoff ; 53 
 1906 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 19 ; voffka112 ; 74 
 1907 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 5 ; voffka112 ; 43 
 1908 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 14 ; aaa2009 ; 89 
 1909 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 13 ; surinoff ; 33 
 1910 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 15 ; surinoff ; 33 
 1911 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 21 ; QQXA ; 61 
 1912 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 15 ; zhivoy68 ; 46 
 1913 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 7 ; flYUGgerr ; 43 
 1814 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 46 ; denis68 ; 114 
 1815 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 65 ; monge ; 125 
 1816 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Unc ; 28 ; surinoff ; 60 
 1817 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 11 ; Pantera ; 75 
 1818 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Unc ; 42 ; rsmmm ; 102 
 1819 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 24 ; TECHNO ; 114 
 1820 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 34 ; albar ; 114 
 1821 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Unc ; 29 ; Pantera ; 62 
 1822 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 14 ; mr.812 ; 62 
 1823 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Unc ; 37 ; madgestic ; 60 
 1824 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 48 ; Dander ; 193 
 1825 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 86 ; niko1968 ; 130 
 1826 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 12 ; ges ; 1821 
 1827 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 23 ; alex995 ; 869 
 1828 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 45 ; kalan ; 763 
 1829 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 153 ; кузнецов ; 1173 
 1830 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 42 ; kalan ; 568 
 1831 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 55 ; monge ; 669 
 1832 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 20 ; TECHNO ; 117 
 1833 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 28 ; Leonid-82 ; 104 
 1834 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 34 ; flYUGgerr ; 114 
 1835 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 45 ; Fragle ; 186 
 1836 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 76 ; alitur ; 101 
 1837 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Unc ; 31 ; Pantera ; 62 
 1838 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 19 ; Smit ; 53 
 1839 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 31 ; mr.812 ; 85 
 1840 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 56 ; novikoff12006 ; 347 
 1841 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 35 ; maxvma ; 261 
 1842 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Unc ; 20 ; ryber ; 143 
 1843 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 40 ; novikoff12006 ; 300 
 1844 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Unc ; 17 ; milenium ; 213 
 1845 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 29 ; milenium ; 293 
 1846 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 26 ; albar ; 153 
 1847 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 41 ; mr.812 ; 74 
 1848 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 51 ; lamazo ; 340 
 1849 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Unc ; 19 ; rsmmm ; 149 
 1850 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 52 ; novikoff12006 ; 255 
 1851 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 17 ; Dander ; 179 
 1852 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 23 ; aaa2009 ; 206 
 1853 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 74 ; fox2011 ; 1221 
 1854 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Unc ; 129 ; E.C. ; 682 
 1855 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Proof ; 106 ; 2 wise monkey ; 1171 
 1856 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 26 ; СВл ; 840 
 1857 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 22 ; Сакович ; 510 
 1858 ; 1 рубль. В пластиковой капсуле ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 63 ; veter 9 ; 200 
 1859 ; 1 рубль. В пластиковой капсуле ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 26 ; 040560 ; 168 
 1860 ; 1 рубль. В пластиковой капсуле ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 23 ; flYUGgerr ; 114 
 1861 ; 1 рубль. В пластиковой капсуле ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 35 ; 100924 ; 136 
 1862 ; 1 рубль. В пластиковой капсуле ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 45 ; evgen 66 ; 324 
 1863 ; 1 рубль. В пластиковой капсуле ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 67 ; KRASLAVA ; 204 
 1764 ; 10 копеек. Брак монетного двора ; 1978 ;  ; Cu-Ni ; XF- ; 21 ; tanmar86 ; 26 
 1765 ; 2 копейки. Брак монетного двора ; 1989 ;  ; Cu-Zn ; XF- ; 9 ; Рыжая_Кыся ; 67 
 1766 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 26 ; Staticus ; 301 
 1767 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 28 ; ryber ; 453 
 1768 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 41 ; mr.812 ; 251 
 1769 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 26 ; maxvma ; 226 
 1770 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 27 ; двугривенный ; 448 
 1771 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 7 ; крабик ; 300 
 1772 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 29 ; 439 ; 257 
 1773 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 32 ; Dander ; 287 
 1774 ; 3 рубля. Пластиковая упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 37 ; 040560 ; 368 
 1775 ; 5 рублей. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 57 ; verunk1 ; 844 
 1776 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 36 ; verunk1 ; 213 
 1777 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 36 ; viktorB77 ; 215 
 1778 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 27 ; 2а3т4б ; 235 
 1779 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 18 ; mr.812 ; 151 
 1780 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 13 ; 2а3т4б ; 230 
 1781 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 37 ; TECHNO ; 135 
 1782 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 6 ; viktorB77 ; 105 
 1783 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 12 ; niko1968 ; 107 
 1784 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Unc ; 41 ; rsmmm ; 191 
 1785 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 44 ; 2а3т4б ; 212 
 1786 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 11 ; mr.812 ; 129 
 1787 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 61 ; ryber ; 395 
 1788 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 8 ; Чук ; 1435 
 1789 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 40 ; ryber ; 357 
 1790 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 19 ; vrncoins ; 153 
 1791 ; 5 рублей. В пластиковой капсуле ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 29 ; mr.812 ; 117 
 1792 ; 5 рублей. В пластиковой капсуле ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 33 ; flYUGgerr ; 138 
 1793 ; 5 рублей. В пластиковой капсуле ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 27 ; mr.812 ; 143 
 1794 ; 5 рублей. В пластиковой капсуле ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 39 ; mr.812 ; 144 
 1795 ; 5 рублей. В пластиковой капсуле ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 19 ; evgen 66 ; 429 
 1796 ; 5 рублей. В пластиковой капсуле ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 30 ; evgen 66 ; 419 
 1797 ; 1 рубль. В бумажном конверте ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Unc ; 66 ; verunk1 ; 918 
 1798 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 47 ; Galal ; 236 
 1799 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Unc ; 72 ; Galal ; 521 
 1800 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 72 ; Galal ; 153 
 1801 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Unc ; 77 ; Galal ; 255 
 1802 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 32 ; Galal ; 313 
 1803 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 80 ; Galal ; 388 
 1804 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 60 ; TECHNO ; 147 
 1805 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 33 ; 040560 ; 126 
 1806 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 53 ; 040560 ; 141 
 1807 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 39 ; mr.812 ; 107 
 1808 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 44 ; denis68 ; 113 
 1809 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 41 ; Krechet ; 101 
 1810 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 61 ; flYUGgerr ; 112 
 1811 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 40 ; flYUGgerr ; 114 
 1812 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 17 ; mr.812 ; 67 
 1813 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 32 ; novikoff12006 ; 110 
 1714 ; 10 копеек ; 1930 ;  ; Ag ; VF ; 6 ; jimmysu ; 47 
 1715 ; 10 копеек ; 1930 ;  ; Ag ; VF ; 25 ; }|{ивотное ; 90 
 1716 ; 10 копеек ; 1930 ;  ; Ag ; F-VF ; 20 ; Mango Moris ; 92 
 1717 ; 10 копеек ; 1930 ;  ; Ag ; F-VF ; 49 ; orel ; 153 
 1718 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF ; 58 ; Олег33 ; 258 
 1719 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF- ; 10 ; centr ; 600 
 1720 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF- ; 42 ; Олег33 ; 136 
 1721 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 53 ; orel ; 57 
 1722 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 35 ; alesel ; 47 
 1723 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 14 ; orel ; 37 
 1724 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF+ ; 27 ; Василевс ; 156 
 1725 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF+ ; 13 ; ziko ; 55 
 1726 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 22 ; orel ; 105 
 1727 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 52 ; Smit ; 51 
 1728 ; Полкопейки ; 1927 ;  ; Cu ; F-VF ; 72 ; Zorro ; 403 
 1729 ; Разменный знак 10. Шпицберген. Против терроризма ; 2002СПМД ;  ; Б/м ; Proof ; 39 ; gulevs ; 665 
 1730 ; Разменный знак 10. Шпицберген. Сход ледника-трагедия в Кармадонском ущелье ; 2002СПМД ;  ; Б/м ; Proof ; 70 ; kalan ; 2040 
 1731 ; Разменный знак 10. Шпицберген. Наводнение-Юг России ; 2002СПМД ;  ; Б/м ; Proof ; 75 ; rib1959 ; 1428 
 1732 ; Разменный знак 10. Шпицберген. Наводнение-Центр Европы ; 2002СПМД ;  ; Б/м ; Proof ; 19 ; rib1959 ; 1224 
 1733 ; Разменный знак 10. Шпицберген. Кончина папы Иоанна Павла II ; 2005СПМД ;  ; Б/м ; Proof ; 77 ; rib1959 ; 2397 
 1734 ; Жетон. Министерство торговли СССР 11. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; AU ; 48 ; nordbolivar ; 207 
 1735 ; 50 копеек. Упаковка ; 1970 ;  ; Cu-Ni ; AU ; 50 ; avs ; 4722 
 1736 ; 50 копеек ; 1971 ;  ; Cu-Ni ; VF+ ; 37 ; AVGUST ; 4284 
 1737 ; 50 копеек ; 1976 ;  ; Cu-Ni ; VF-XF ; 54 ; kozerog ; 482 
 1738 ; 20 копеек ; 1965 ;  ; Cu-Ni ; AU ; 169 ; orel ; 1540 
 1739 ; 20 копеек ; 1966 ;  ; Cu-Ni ; AU ; 78 ; orel ; 1700 
 1740 ; 20 копеек ; 1967 ;  ; Cu-Ni ; AU ; 74 ; verunk1 ; 687 
 1741 ; 20 копеек ; 1968 ;  ; Cu-Ni ; AU ; 138 ; denis1977 ; 793 
 1742 ; 20 копеек ; 1972 ;  ; Cu-Ni ; VF+ ; 144 ; ryber ; 2084 
 1743 ; 15 копеек ; 1965 ;  ; Cu-Ni ; AU ; 47 ; Vasya ; 1492 
 1744 ; 15 копеек ; 1966 ;  ; Cu-Ni ; AU ; 106 ; Андрей Т 81000 ; 1561 
 1745 ; 15 копеек ; 1967 ;  ; Cu-Ni ; AU ; 156 ; Юбер ; 614 
 1746 ; 15 копеек ; 1968 ;  ; Cu-Ni ; AU ; 159 ; denis1977 ; 714 
 1747 ; 15 копеек ; 1969 ;  ; Cu-Ni ; AU ; 66 ; СЁМА ; 1230 
 1748 ; 10 копеек ; 1965 ;  ; Cu-Ni ; AU ; 29 ; USS ; 1558 
 1749 ; 10 копеек ; 1966 ;  ; Cu-Ni ; AU ; 94 ; shknikolay ; 1326 
 1750 ; 10 копеек ; 1967 ;  ; Cu-Ni ; AU ; 155 ; novikoff12006 ; 576 
 1751 ; 10 копеек ; 1968 ;  ; Cu-Ni ; AU ; 68 ; юденич ; 650 
 1752 ; 5 копеек ; 1937 ;  ; Br ; F ; 61 ; denis1977 ; 107 
 1753 ; 5 копеек ; 1945 ;  ; Br ; VF ; 39 ; VINS ; 1166 
 1754 ; 5 копеек. Деформация ; 1951 ;  ; Br ; F ; 38 ; kozlevich ; 88 
 1755 ; 5 копеек. Упаковка ; 1965 ;  ; Cu-Zn ; AU ; 43 ; klimvita ; 1301 
 1756 ; 5 копеек ; 1967 ;  ; Cu-Zn ; AU ; 52 ; novikoff12006 ; 510 
 1757 ; 5 копеек ; 1968 ;  ; Cu-Zn ; AU ; 83 ; novikoff12006 ; 614 
 1758 ; 5 копеек ; 1971 ;  ; Cu-Zn ; VF+ ; 49 ; AVGUST ; 1144 
