 5840 ; Акция. США ; 1975 ;  ;  ;  ; 18 ; инкогнито ; 408 
 2229 ; Набор монет Олимпиада в Сочи 2014г (5шт): 25 рублей+Бона. В альбоме ; 2014 ;  ; Cu/Ni ; AU ; 12 ; ua0fki ; 567 
 2230 ; Набор монет Олимпиада в Сочи 2014г (5шт): 25 рублей+Бона ; 2014 ;  ; Cu/Ni ; AU ; 21 ; cr2952 ; 448 
 2231 ; Набор монет Олимпиада в Сочи 2014г (4шт): 25 рублей. В альбоме ; 2011-2014 ;  ; Cu/Ni ; AU ; 14 ; вмонетав ; 255 
 2232 ; Лот юбилейных монет СССР (3шт): 1 рубль. 50 лет Советской власти, 100 лет Ленину, 30 лет победы ; 1965-1970 ;  ; Cu/Ni ; VF+/XF ; 10 ; stark-2006 ; 79 
 2233 ; Лот юбилейных монет СССР (2шт): 1 рубль. 30 и 40 лет победы в ВОВ и ; 1975,1985 ;  ; Cu/Ni ; AU ; 31 ; cr2952 ; 107 
 2234 ; Лот монет СССР (юбилейные): 1,10 руб (9шт) ; 1975-2007 ;  ; Cu-Ni,Би/м ; VF+/XF ; 48 ; Калуга ; 492 
 2235 ; Набор монет (5шт) ; 1967 ; 50 лет Советской власти (10, 15, 20, 50 коп) ; Cu-Ni ; VF/VF+ ; 51 ; cr2952 ; 557 
 2236 ; Лот монет СССР (50 лет Советской власти): 1 руб, 50,20,15,10 коп (5шт) ; 1967 ;  ; Cu-Ni ; XF+/AU ; 30 ; Новик ; 928 
 2237 ; Лот монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (18шт) ; 1991 ;  ; Cu-Ni,Cu-Z ; XF-/AU ; 20 ; gola78 ; 403 
 2238 ; Лот монет СССР: 1 рубль (3шт) ; 1965-1967 ;  ; Cu-Ni ; VF+/XF ; 11 ; fernand ; 48 
 2239 ; Лот монет СССР: 1 рубль (3шт) ; 1965-1967 ;  ; Cu-Ni ; VF+/XF ; 15 ; Мак Дак ; 58 
 2240 ; Лот монет России: 2 рубля Гагарин, Ленинград (3шт) ; 2000-2001 ;  ; Cu-Ni ; XF- ; 19 ; Andrew1978 ; 114 
 2241 ; Лот монет СССР: 50 коп (9шт) ; 1964-1991 ;  ; Cu-Ni ; VF/VF-XF ; 27 ; stark-2006 ; 388 
 2242 ; Лот монет СССР: 20 копеек (10шт) ; 1932-1952 ;  ; Ni ; F/F+ ; 20 ; t_v_v ; 125 
 2243 ; Лот монет СССР: 20,10,5,3,2,1 копейка (10шт) ; 1926-1957 ;  ; Ni,Br ; F/F+ ; 14 ; WOLSCHARA ; 57 
 2244 ; Лот монет СССР (8шт): 5к,3к,2к ; 1930-1957 ;  ; Br ; F-VF/VF ; 36 ; Vanomah ; 123 
 2145 ; 15 копеек ; 1931 ;  ; Ni ; VF+ ; 18 ; VancheZ ; 73 
 2146 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 13 ; gola78 ; 36 
 2147 ; 15 копеек ; 1936 ;  ; Ni ; VF+ ; 11 ; Дима Шухов ; 35 
 2148 ; 15 копеек ; 1941 ;  ; Ni ; VF ; 16 ; sdv75-2010 ; 102 
 2149 ; 15 копеек ; 1943 ;  ; Ni ; VF ; 17 ; никсер ; 57 
 2150 ; 15 копеек ; 1945 ;  ; Ni ; VF+ ; 27 ; sdv75-2010 ; 132 
 2151 ; 10 копеек ; 1932 ;  ; Ni ; VF+ ; 14 ; gola78 ; 53 
 2152 ; 10 копеек ; 1946 ;  ; Ni ; XF ; 9 ; Maksss163 ; 30 
 2153 ; 10 копеек ; 1950 ;  ; Ni ; VF ; 9 ; Maksss163 ; 30 
 2154 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Zn ; AU ; 33 ; феникс55 ; 306 
 2155 ; 10 рублей ; 2010 ; Ямало-Ненецкий АО ; биметалл ; AU ; 67 ; nigal ; 10511 
 2156 ; 10 рублей. Пермский край ; 2010 ;  ; Би/м ; AU ; 45 ; KOPOJIbPVP ; 3060 
 2157 ; 50 рублей. Красная книга. Зубр ; 1994 ;  ; Би/м ; AU ; 26 ; Дмитрий475 ; 1122 
 2158 ; 50 рублей. Красная книга. Фламинго ; 1994 ;  ; Би/м ; AU ; 24 ; wadimaks ; 1337 
 2159 ; 50 рублей. Красная книга. Сапсан ; 1994 ;  ; Би/м ; AU ; 36 ; Дмитрий475 ; 1022 
 2160 ; 5 рублей. Красная книга. Винторогий козел ; 1991 ;  ; Би/м ; AU ; 39 ; HaBo3Hblu }I{yK ; 663 
 2161 ; 5 рублей. Красная книга. Рыбный филин ; 1991 ;  ; Би/м ; AU ; 28 ; Kama ; 816 
 2162 ; 10 рублей. Красная книга. Кранозобая казарка ; 1992 ;  ; Би/м ; AU ; 28 ; vania1981 ; 1125 
 2163 ; 10 рублей. Красная книга. Среднеазиатская кобра ; 1992 ;  ; Би/м ; AU ; 29 ; vania1981 ; 1173 
 2164 ; 10 рублей. Красная книга. Амурский тигр ; 1992 ;  ; Би/м ; AU ; 45 ; vania1981 ; 1634 
 2165 ; 50 рублей. Красная книга Кавказский тетерев ; 1993 ;  ; Би/м ; AU ; 34 ; konoval333 ; 771 
 2166 ; 50 рублей. Красная книга. Гималайский медведь ; 1993 ;  ; Би/м ; AU ; 23 ; нормировщик9 ; 725 
 2167 ; 50 рублей. Красная книга. Черноморская афалина ; 1993 ;  ; Би/м ; AU ; 8 ; konoval333 ; 750 
 2168 ; 50 рублей. Красная книга. Дальневосточный аист ; 1993 ;  ; Би/м ; AU ; 40 ; Kama ; 816 
 2169 ; 50 рублей. Красная книга. Туркменский зублефар ; 1993 ;  ; Би/м ; AU ; 38 ; konoval333 ; 771 
 2170 ; 10 рублей. Красная книга. Амурский тигр ; 1992 ;  ; Би/м ; XF ; 41 ; HaBo3Hblu }I{yK ; 1019 
 2171 ; 50 рублей. Красная книга. Гималайский медведь ; 1993 ;  ; Би/м ; XF ; 33 ; Инвестор ; 617 
 2172 ; 50 рублей. Красная книга. Черноморская афалина ; 1993 ;  ; Би/м ; XF ; 25 ; Инвестор ; 604 
 2173 ; 50 рублей. Красная книга. Сапсан ; 1994 ;  ; Би/м ; AU ; 32 ; Kama ; 972 
 2174 ; 50 рублей. Красная книга. Зубр ; 1994 ;  ; Би/м ; AU ; 24 ; perevozchik ; 1326 
 2175 ; 50 рублей. Красная книга. Фламинго ; 1994 ;  ; Би/м ; AU ; 15 ; Kama ; 1337 
 2176 ; 50 рублей. Красная книга. Джейран ; 1994 ;  ; Би/м ; AU ; 15 ; Voron77 ; 3876 
 2177 ; 50 рублей. Красная книга. Песчаный слепыш ; 1994 ;  ; Би/м ; AU ; 8 ; konoval333 ; 1160 
 2178 ; 1 рубль - 1 доллар Разоружения ; 1988 ;  ; Al ; AU ; 21 ; HaBo3Hblu }I{yK ; 793 
 2179 ; 25 руб. Сочи-2014 ; 2011 ;  ; Cu-Ni ; AU ; 39 ; kost ; 502 
 2180 ; 25 рублей. Олимпиада в Сочи. Факел. Упаковка ; 2014 ;  ; Cu/Ni ; Unc ; 20 ; Andrew1978 ; 57 
 2181 ; 25 рублей. Олимпиада в Сочи. Лучик и снежинка. Упаковка ; 2014 ;  ; Cu/Ni ; Unc ; 21 ; Stepka ; 77 
 2182 ; 25 рублей. Олимпиада в Сочи. Лучик и снежинка. Упаковка ; 2013 ;  ; Cu/Ni ; Unc ; 17 ; marsan ; 60 
 2183 ; 25 рублей. Олимпиада в Сочи. Упаковка ; 2014 ;  ; Cu/Ni ; Unc ; 22 ; IDEN ; 72 
 2184 ; 25 рублей. Олимпиада в Сочи. Талисманы. Упаковка ; 2014 ;  ; Cu/Ni ; Unc ; 32 ; IDEN ; 71 
 2185 ; 25 рублей. Олимпиада в Сочи 2014г. Упаковка ; 2014 ;  ; Cu/Ni ; Unc ; 26 ; IDEN ; 720 
 2186 ; 25 рублей. Олимпиада в Сочи 2014г. В буклете ; 2013 ;  ; Cu-Ni, краска ; Unc ; 17 ; cr2952 ; 593 
 2187 ; 25 рублей. Олимпиада в Сочи 2014г. В буклете ; 2014 ;  ; Cu-Ni, краска ; Unc ; 21 ; IDEN ; 714 
 2188 ; 25 рублей. Олимпиада в Сочи. Факел. Упаковка ; 2014СПМД ;  ; Cu-Ni,краска ; Unc ; 22 ; Dave ; 801 
 2189 ; 25 рублей. Олимпиада в Сочи. Факел. Упаковка ; 2014СПМД ;  ; Cu-Ni,краска ; Unc ; 16 ; Dave ; 801 
 2190 ; 25 рублей. Олимпиада в Сочи. Лучик и снежинка. Цветная. Упаковка ; 2013СПМД ;  ; Cu-Ni,краска ; Unc ; 14 ; ru ; 533 
 2191 ; 25 рублей. Олимпиада в Сочи. Лучик и снежинка. Цветная. Упаковка ; 2013СПМД ;  ; Cu/Ni, краска ; Unc ; 17 ; Атлантик ; 541 
 2192 ; 25 рублей. Олимпиада в Сочи. Талисманы ; 2012 ;  ; Cu/Ni, краска ; AU ; 30 ; gavrosh ; 627 
 2193 ; 25 рублей. Олимпиада в Сочи. Лучик и снежинка ; 2013 ;  ; Cu/Ni, краска ; AU ; 32 ; gavrosh ; 636 
 2194 ; 25 рублей. Олимпиада в Сочи. Факел ; 2014 ;  ; Cu/Ni, краска ; AU ; 39 ; gavrosh ; 620 
 2095 ; 1 копейка ; 1953 ;  ; Br ; XF+ ; 9 ; kn157736 ; 153 
 2096 ; 1 копейка ; 1954 ;  ; Br ; AU ; 14 ; Sviridenko-Irina ; 153 
 2097 ; 1 копейка ; 1955 ;  ; Br ; AU ; 10 ; Sviridenko-Irina ; 153 
 2098 ; 1 копейка ; 1956 ;  ; Br ; XF+ ; 11 ; Sviridenko-Irina ; 153 
 2099 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; XF+ ; 25 ; bavarov008 ; 388 
 2100 ; 15 копеек ; 1936 ;  ; Ni ; F-VF ; 16 ; Mike! ; 63 
 2101 ; 5 копеек ; 1930 ;  ; Br ; F+ ; 9 ; Mike! ; 35 
 2102 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; VF- ; 11 ; Mike! ; 35 
 2103 ; 2 копейки ; 1934 ;  ; Br ; F-VF ; 11 ; Mike! ; 62 
 2104 ; 10 копеек ; 1951 ;  ; Ni ; VF ; 31 ; Mike! ; 250 
 2105 ; 10 копеек ; 1948 ;  ; Ni ; VF- ; 10 ; Mike! ; 35 
 2106 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 75 ; sdv75-2010 ; 204 
 2107 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; F-VF ; 39 ; St. Lenin ; 79 
 2108 ; 15 копеек ; 1943 ;  ; Ni ; F-VF ; 9 ; Mike! ; 114 
 2109 ; 20 копеек ; 1951 ;  ; Ni ; VF ; 22 ; happy ; 191 
 2110 ; 15 копеек "50 лет Советской власти" ; 1967 ;  ; Cu-Ni ; XF ; 22 ; Mike! ; 153 
 2111 ; 15 копеек ; 1935 ;  ; Ni ; VF ; 24 ; Mike! ; 159 
 2112 ; 15 копеек ; 1941 ;  ; Ni ; F-VF ; 28 ; Mike! ; 83 
 2113 ; 5 копеек ; 1928 ;  ; Br ; F ; 51 ; Mike! ; 110 
 2114 ; 10 копеек ; 1943 ;  ; Ni ; F-VF ; 32 ; VancheZ ; 206 
 2115 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 6 ; Mike! ; 44 
 2116 ; 15 копеек ; 1951 ;  ; Ni ; VF- ; 18 ; Mike! ; 260 
 2117 ; 15 копеек ; 1951 ;  ; Ni ; F-VF ; 26 ; Mike! ; 239 
 2118 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 54 ; Mike! ; 140 
 2119 ; 10 копеек ; 1950 ;  ; Ni ; F-VF ; 8 ; Mike! ; 35 
 2120 ; 5 копеек ; 1950 ;  ; Br ; F ; 19 ; Mike! ; 195 
 2121 ; 2 копейки ; 1940 ;  ; Br ; F+ ; 11 ; Mike! ; 35 
 2122 ; 2 копейки ; 1939 ;  ; Br ; VF- ; 20 ; страус ; 141 
 2123 ; 1 копейка ; 1940 ;  ; Br ; VF ; 18 ; Mike! ; 42 
 2124 ; 1 копейка ; 1940 ;  ; Br ; AU ; 46 ; диман ; 284 
 2125 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 23 ; scmrev ; 423 
 2126 ; 3 копейки ; 1956 ;  ; Br ; VF ; 5 ; Ник 2 ; 35 
 2127 ; 2 копейки ; 1965 ;  ; Cu-Zn ; VF- ; 30 ; ship-nik ; 79 
 2128 ; 1 копейка ; 1929 ;  ; Br ; F-VF ; 7 ; ship-nik ; 57 
 2129 ; 1 копейка ; 1930 ;  ; Br ; VF ; 34 ; Kama ; 306 
 2130 ; 1 копейка ; 1941 ;  ; Br ; VF+ ; 53 ; leks ; 261 
 2131 ; 3 копейки ; 1930 ;  ; Br ; F-VF ; 13 ; Maksss163 ; 30 
 2132 ; 3 копейки ; 1931 ;  ; Br ; VF-XF ; 14 ; kn157736 ; 34 
 2133 ; 1 копейка ; 1935 ;  ; Br ; XF ; 81 ; maleevsw ; 2064 
 2134 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 28 ; VLCH ; 73 
 2135 ; 5 копеек ; 1928 ;  ; Br ; VF- ; 14 ; Ник 2 ; 156 
 2136 ; 5 копеек ; 1930 ;  ; Br ; F-VF ; 10 ; marsan ; 35 
 2137 ; 3 копейки ; 1948 ;  ; Br ; F-VF ; 7 ; Maksss163 ; 30 
 2138 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 14 ; gola78 ; 35 
 2139 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 10 ; gola78 ; 34 
 2140 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 10 ; gola78 ; 34 
 2141 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 14 ; cr2952 ; 39 
 2142 ; 20 копеек ; 1953 ;  ; Ni ; VF+ ; 5 ; Maksss163 ; 30 
 2143 ; 20 копеек ; 1955 ;  ; Ni ; XF ; 11 ; Guerras ; 35 
 2144 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; VF+ ; 19 ; ru ; 35 
 2045 ; 3 копейки ; 1940 ;  ; Br ; VF-XF ; 17 ; kn157736 ; 216 
 2046 ; 1 копейка ; 1940 ;  ; Br ; XF ; 29 ; bavarov008 ; 55 
 2047 ; 20 копеек ; 1931 ;  ; Ni ; VF-XF ; 17 ; leks ; 63 
 2048 ; 20 копеек ; 1932 ;  ; Ni ; XF- ; 56 ; ant70 ; 93 
 2049 ; 20 копеек ; 1932 ;  ; Ni ; XF ; 16 ; bavarov008 ; 73 
 2050 ; 15 копеек ; 1931 ;  ; Ni ; XF- ; 41 ; bavarov008 ; 104 
 2051 ; 15 копеек ; 1931 ;  ; Ni ; XF- ; 31 ; dim66 ; 153 
 2052 ; 10 копеек ; 1932 ;  ; Ni ; XF- ; 43 ; bavarov008 ; 192 
 2053 ; 10 копеек ; 1932 ;  ; Ni ; XF- ; 35 ; Jek327 ; 79 
 2054 ; 5 копеек ; 1955 ;  ; Br ; XF ; 21 ; kn157736 ; 235 
 2055 ; 5 копеек ; 1943 ;  ; Br ; VF+ ; 27 ; fouli ; 300 
 2056 ; 15 копеек. Упаковка ; 1977 ;  ; Cu-Ni ; AU ; 26 ; диман ; 306 
 2057 ; 5 копеек. Упаковка ; 1980 ;  ; Cu-Zn ; AU ; 23 ; KOPOJIbPVP ; 258 
 2058 ; 3 копейки. Упаковка ; 1967 ;  ; Cu-Zn ; AU ; 11 ; Новик ; 102 
 2059 ; 5 копеек ; 1956 ;  ; Br ; VF+ ; 31 ; 21011984andrei ; 45 
 2060 ; 5 копеек. Упаковка ; 1977 ;  ; Cu-Zn ; AU ; 25 ; Новик ; 59 
 2061 ; 10 копеек ; 1967 ;  ; Cu-Ni ; AU ; 36 ; Kama ; 1307 
 2062 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; AU ; 24 ; kn157736 ; 340 
 2063 ; 1 копейка ; 1972 ;  ; Cu-Zn ; AU ; 13 ; KOPOJIbPVP ; 135 
 2064 ; 2 копейки ; 1978 ;  ; Cu-Zn ; XF+ ; 13 ; lalula ; 216 
 2065 ; 1 копейка ; 1954 ;  ; Br ; AU ; 28 ; bavarov008 ; 153 
 2066 ; 1 копейка ; 1939 ;  ; Br ; AU ; 37 ; диман ; 175 
 2067 ; 1 копейка ; 1940 ;  ; Br ; AU ; 11 ; Сдг ; 150 
 2068 ; 1 копейка ; 1946 ;  ; Br ; AU ; 50 ; диман ; 567 
 2069 ; 1 копейка ; 1949 ;  ; Br ; XF+ ; 10 ; Ник 2 ; 35 
 2070 ; 15 копеек. Упаковка ; 1988 ;  ; Cu-Ni ; AU ; 25 ; KOPOJIbPVP ; 340 
 2071 ; 5 копеек ; 1989 ;  ; Cu-Zn ; AU ; 13 ; KOPOJIbPVP ; 138 
 2072 ; 10 копеек ; 1941 ;  ; Ni ; XF+ ; 52 ; lvd ; 1587 
 2073 ; 50 копеек ; 1965 ;  ; Cu-Ni ; AU ; 21 ; VancheZ ; 366 
 2074 ; 20 копеек ; 1989 ;  ; Cu-Ni ; AU ; 10 ; диман ; 35 
 2075 ; 15 копеек ; 1980 ;  ; Cu-Ni ; AU ; 18 ; Запруда ; 227 
 2076 ; 5 копеек ; 1956 ;  ; Br ; XF+ ; 49 ; pearl ; 388 
 2077 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 8 ; marsan ; 35 
 2078 ; 15 копеек ; 1934 ;  ; Ni ; F+ ; 32 ; sibons ; 263 
 2079 ; 15 копеек ; 1939 ;  ; Ni ; F ; 52 ; 21011984andrei ; 62 
 2080 ; 10 копеек ; 1939 ;  ; Ni ; VF ; 17 ; cr2952 ; 138 
 2081 ; 10 копеек ; 1936 ;  ; Ni ; VF ; 16 ; Gagarin ; 72 
 2082 ; 5 копеек ; 1940 ;  ; Br ; VF+ ; 16 ; boroda ; 91 
 2083 ; 3 копейки ; 1962 ;  ; Cu-Zn ; VF+ ; 27 ; Kama ; 465 
 2084 ; 1 копейка ; 1940 ;  ; Br ; XF ; 30 ; leks ; 79 
 2085 ; 1 копейка ; 1951 ;  ; Br ; VF-XF ; 34 ; fouli ; 185 
 2086 ; 1 копейка ; 1966 ;  ; Cu-Zn ; VF+ ; 33 ; Kama ; 57 
 2087 ; 1 копейка ; 1949 ;  ; Br ; XF+ ; 13 ; Ник 2 ; 35 
 2088 ; 20 копеек ; 1984 ;  ; Cu-Ni ; AU ; 32 ; Masik ; 407 
 2089 ; 20 копеек ; 1985 ;  ; Cu-Ni ; AU ; 23 ; Masik ; 407 
 2090 ; 15 копеек ; 1961 ;  ; Cu-Ni ; AU ; 46 ; Masik ; 410 
 2091 ; 5 копеек ; 1930 ;  ; Br ; VF+ ; 11 ; Guerras ; 51 
 2092 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; XF ; 35 ; bavarov008 ; 102 
 2093 ; 3 копейки ; 1938 ;  ; Br ; VF+ ; 21 ; 21011984andrei ; 45 
 2094 ; 1 копейка ; 1952 ;  ; Br ; XF ; 40 ; bavarov008 ; 55 
 1995 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; XF ; 18 ; bavarov008 ; 250 
 1996 ; 5 копеек ; 1930 ;  ; Br ; XF- ; 12 ; yuri.gruzdev ; 206 
 1997 ; 5 копеек ; 1931 ;  ; Br ; XF ; 22 ; kn157736 ; 386 
 1998 ; 1 копейка ; 1949 ;  ; Br ; AU ; 18 ; Sviridenko-Irina ; 153 
 1999 ; 1 копейка ; 1952 ;  ; Br ; AU ; 22 ; kn157736 ; 306 
 2000 ; 1 копейка ; 1954 ;  ; Br ; AU ; 38 ; veles25r ; 342 
 2001 ; 1 копейка ; 1955 ;  ; Br ; AU ; 68 ; диман ; 405 
 2002 ; 1 копейка ; 1956 ;  ; Br ; AU ; 32 ; Masik ; 408 
 2003 ; 2 копейки ; 1931 ;  ; Br ; VF ; 38 ; konstk2 ; 59 
 2004 ; 2 копейки ; 1935 ;  ; Br ; VF- ; 58 ; konstk2 ; 81 
 2005 ; 3 копейки ; 1941 ;  ; Br ; VF ; 11 ; happy ; 123 
 2006 ; 5 копеек ; 1939 ;  ; Br ; VF- ; 83 ; cr2952 ; 450 
 2007 ; 5 копеек ; 1938 ;  ; Br ; VF- ; 9 ; konstk2 ; 531 
 2008 ; 10 копеек ; 1932 ;  ; Ni ; VF-XF ; 13 ; konstk2 ; 192 
 2009 ; 10 копеек ; 1935 ;  ; Ni ; VF+ ; 61 ; konstk2 ; 204 
 2010 ; 10 копеек ; 1940 ;  ; Ni ; VF+ ; 10 ; Sviridenko-Irina ; 357 
 2011 ; 10 копеек ; 1950 ;  ; Ni ; VF+ ; 21 ; bavarov008 ; 114 
 2012 ; 15 копеек ; 1931 ;  ; Ni ; VF ; 54 ; leks ; 164 
 2013 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 11 ; konstk2 ; 138 
 2014 ; 15 копеек ; 1946 ;  ; Ni ; VF+ ; 28 ; sdv75-2010 ; 114 
 2015 ; 15 копеек ; 1976 ;  ; Cu-Ni ; AU ; 20 ; KOPOJIbPVP ; 384 
 2016 ; 20 копеек ; 1931 ;  ; Ni ; VF+ ; 56 ; Юстас ; 164 
 2017 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 9 ; REC ; 114 
 2018 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 14 ; bavarov008 ; 308 
 2019 ; 5 копеек ; 1940 ;  ; Br ; VF+ ; 34 ; Sviridenko-Irina ; 153 
 2020 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 30 ; AnvlaSar6216 ; 1428 
 2021 ; 1 рубль ; 1971 ;  ; Cu-Ni ; XF+ ; 42 ; Kama ; 1423 
 2022 ; 1 рубль ; 1981 ;  ; Cu-Ni ; XF/AU ; 22 ; ryber ; 1274 
 2023 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 29 ; happy ; 222 
 2024 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 19 ; bavarov008 ; 226 
 2025 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 25 ; Kama ; 1020 
 2026 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 45 ; oleg13 ; 1020 
 2027 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 28 ; ryber ; 1020 
 2028 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 38 ; Kama ; 1409 
 2029 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 33 ; Kama ; 1020 
 2030 ; 1 рубль. Упаковка ; 1969 ;  ; Cu-Ni ; AU ; 25 ; Kama ; 1020 
 2031 ; 1 рубль. Упаковка ; 1976 ;  ; Cu-Ni ; AU ; 35 ; AnvlaSar6216 ; 1500 
 2032 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 37 ; CASABLANCA ; 1256 
 2033 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF+ ; 17 ; temichek ; 281 
 2034 ; 50 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; AU ; 23 ; Запруда ; 153 
 2035 ; 50 копеек ; 1974 ;  ; Cu-Ni ; XF+ ; 11 ; happy ; 83 
 2036 ; 50 копеек ; 1983 ;  ; Cu-Ni ; XF ; 6 ; safanya ; 35 
 2037 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF ; 12 ; cr2952 ; 35 
 2038 ; 20 копеек ; 1939 ;  ; Ni ; VF+ ; 19 ; Ник 2 ; 111 
 2039 ; 15 копеек ; 1935 ;  ; Ni ; VF+ ; 12 ; VLCH ; 102 
 2040 ; 15 копеек. Деформация ; 1939 ;  ; Ni ; F-VF ; 23 ; Ник 2 ; 62 
 2041 ; 10 копеек ; 1938 ;  ; Ni ; VF-XF ; 38 ; happy ; 375 
 2042 ; 10 копеек ; 1939 ;  ; Ni ; VF-XF ; 42 ; bavarov008 ; 195 
 2043 ; 3 копейки ; 1932 ;  ; Br ; VF-XF ; 10 ; kvs ; 104 
 2044 ; 3 копейки ; 1939 ;  ; Br ; VF-XF ; 25 ; Сдг ; 51 
 1945 ; 50 копеек ; 1985 ;  ; Cu-Ni ; VF-XF ; 27 ; fouli ; 50 
 1946 ; 50 копеек ; 1986 ;  ; Cu-Ni ; VF+ ; 27 ; RUS 78 ; 53 
 1947 ; 50 копеек ; 1987 ;  ; Cu-Ni ; VF ; 11 ; Kama ; 35 
 1948 ; 50 копеек ; 1988 ;  ; Cu-Ni ; XF+ ; 12 ; marsan ; 153 
 1949 ; 50 копеек ; 1989 ;  ; Cu-Ni ; XF ; 41 ; marsan ; 354 
 1950 ; 50 копеек ; 1990 ;  ; Cu-Ni ; XF+ ; 21 ; RUS 78 ; 446 
 1951 ; 20 копеек ; 1931 ;  ; Ni ; VF ; 27 ; Piligrim ; 153 
 1952 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 12 ; 5470 ; 67 
 1953 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 11 ; temichek ; 100 
 1954 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; VF+ ; 33 ; kansk ; 193 
 1955 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF ; 30 ; bavarov008 ; 144 
 1956 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 23 ; happy ; 220 
 1957 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 25 ; temichek ; 57 
 1958 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 23 ; Masik ; 327 
 1959 ; 20 копеек ; 1948 ;  ; Ni ; VF ; 9 ; kansk ; 138 
 1960 ; 20 копеек ; 1952 ;  ; Ni ; XF ; 43 ; kansk ; 327 
 1961 ; 20 копеек ; 1953 ;  ; Ni ; XF ; 52 ; Юстас ; 61 
 1962 ; 20 копеек ; 1954 ;  ; Ni ; XF ; 42 ; bavarov008 ; 531 
 1963 ; 20 копеек ; 1955 ;  ; Ni ; XF- ; 9 ; bavarov008 ; 35 
 1964 ; 20 копеек ; 1956 ;  ; Ni ; XF- ; 11 ; bavarov008 ; 41 
 1965 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF+ ; 19 ; bavarov008 ; 55 
 1966 ; 15 копеек ; 1931 ;  ; Ni ; XF ; 45 ; ryber ; 1022 
 1967 ; 15 копеек ; 1932 ;  ; Ni ; XF ; 16 ; bavarov008 ; 220 
 1968 ; 15 копеек ; 1933 ;  ; Ni ; XF- ; 30 ; ryber ; 410 
 1969 ; 15 копеек ; 1934 ;  ; Ni ; XF ; 75 ; АРШИН ; 2754 
 1970 ; 15 копеек ; 1935 ;  ; Ni ; VF-XF ; 25 ; krut0803 ; 318 
 1971 ; 15 копеек ; 1936 ;  ; Ni ; XF- ; 31 ; СЁМА ; 126 
 1972 ; 15 копеек ; 1937 ;  ; Ni ; XF- ; 31 ; мурашка ; 699 
 1973 ; 15 копеек ; 1943 ;  ; Ni ; VF ; 14 ; никсер ; 53 
 1974 ; 15 копеек ; 1946 ;  ; Ni ; VF+ ; 32 ; 21011984andrei ; 35 
 1975 ; 15 копеек ; 1948 ;  ; Ni ; VF-XF ; 27 ; temichek ; 57 
 1976 ; 15 копеек ; 1952 ;  ; Ni ; XF ; 34 ; bavarov008 ; 112 
 1977 ; 15 копеек ; 1954 ;  ; Ni ; XF ; 11 ; bavarov008 ; 36 
