 3299 ; Бона иностранная ;  ;  ;  ;  ; 16 ; and000 ; 43 
 1261 ; Один червонец ; 1980 ; ММД  ; Au ; Proof ; 21 ; alyans-met ; 8661 
 1262 ; 25 рублей. ММД ; 2005 ; СПМД Козерог  ; Au ; AU ; 9 ; skv-nov ; 3642 
 1263 ; 25 рублей. ММД ; 2005 ; СПМД Рыбы  ; Au ; AU ; 18 ; skv-nov ; 3662 
 1264 ; "Набор монет СССР: ""Игры XXII Олимпиады"" 10,5 рублей (28шт). В подарочной коробке" ; 1977-1979гг ;  ; Ag ; Unc ; 17 ; F-VF ; 13689 
 1265 ; "Набор монет СССР: ""Игры XXII Олимпиады"" 10,5 рублей (28шт). В подарочной коробке" ; 1979-1980гг ;  ; Ag ; proof ; 21 ; zerkalozemli ; 16582 
 1266 ; "Набор монет СССР: ""Игры XXII Олимпиады"" 1 рубль (6шт)" ; 1977-1980гг ;  ; Cu/Ni ; Unc ; 69 ; Seishel ; 546 
 1267 ; 3 рубля ; 1993 ; ЛМД Космонавты  ; Ag ; proof ; 17 ; Jet_Dee ; 969 
 1268 ; 3 рубля ; 1994 ; ММД Россия и мировая культура. ; Ag ; proof ; 16 ; xey ; 1122 
 1269 ; 3 рубля ; 1995 ; ММД Экспедиция Р.Амундсена  ; Ag ; proof ; 34 ; petrserebr ; 1252 
 1270 ; 3 рубля ; 1990 ; ММД Флот Петра Великого  ; Ag ; proof ; 16 ; white10 ; 1535 
 1271 ; 3 рубля ; 1993 ; ММД Федор Шаляпин  ; Ag ; proof ; 7 ; Jet_Dee ; 1019 
 1272 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты  ; Ag ; proof ; 26 ; Джуниор ; 1475 
 1273 ; 2 рубля ; 2001 ; ММД В.И.Даль - 200 лет  ; Ag ; proof ; 28 ; Jet_Dee ; 1005 
 1274 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов  ; Ag ; proof ; 33 ; kro ; 554 
 1275 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов  ; Ag ; Proof ; 70 ; kro ; 561 
 1276 ; 1 рубль ; 1998 ; СПМД Красная книга. Гусь-белош ; Ag ; Proof ; 3 ; fontanka ; 714 
 1277 ; 1 рубль ; 1997 ; ММД Воскресенские ворота  ; Ag ; proof ; 22 ; Valeriy ; 969 
 1278 ; 1 рубль ; 1997 ; ММД Большой театр. Москва  ; Ag ; proof ; 31 ; Valeriy ; 864 
 1279 ; 1 рубль ; 1997 ; ЛМД МГУ. Москва  ; Ag ; proof ; 11 ; Valeriy ; 638 
 1280 ; 1 рубль ; 1997 ; ЛМД Герб Москвы  ; Ag ; proof ; 23 ; Valeriy ; 867 
 1281 ; 1 рубль ; 1997 ; ММД Храм Христа Спасителя  ; Ag ; proof ; 16 ; Valeriy ; 612 
 1282 ; 1 рубль ; 1997 ; ЛМД Собор Казанской Божьей Мат ; Ag ; proof ; 34 ; hjk1974 ; 903 
 1283 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; proof ; 14 ; Jet_Dee ; 793 
 1284 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; proof ; 19 ; Valeriy ; 855 
 1285 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; proof ; 13 ; Copirchik ; 818 
 1286 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; proof ; 22 ; Valeriy ; 914 
 1287 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; proof ; 35 ; Valeriy ; 1207 
 1288 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; proof ; 13 ; Igorek81 ; 1254 
 1289 ; Рубль ; 1922 ; (ПЛ)  ; Ag ; AU ; 38 ; Dj ; 12452 
 1161 ; Знак на заколке. Киргиз ССР ;  ; ЛМД ; Ж/м ; XF+ ; 37 ; МЮВ ; 412 
 1162 ; Знак. Отличный путеец ;  ;  ; Ж/м, эмаль ; VF ; 41 ; AAE2006 ; 1028 
 1163 ; Знак. Первенство СССР по плаванью ; 1938 ;  ; Ж/м ; VF ; 39 ; rlaura ; 1041 
 1164 ; Знак. 150 лет железным дорогам ;  ;  ; Ж/м ; XF ; 13 ; kulibin2 ; 159 
 1165 ; Знак. ВЛКСМ ;  ;  ; Ж/м ; VF+ ; 17 ; арбат ; 124 
 1166 ; Знак на закрутке. Иосиф Виссарионович Сталин ;  ;  ; Б/м, ж/м ; VF ; 36 ; Dj ; 382 
 1167 ; Знак. Трудовые резервы. Баскетбол. III место ;  ;  ; Ж/м, эмаль ; VF+ ; 21 ; korovan67 ; 155 
 1168 ; Знак. Трудовые резервы. III место ;  ;  ; Ж/м, эмаль ; VF+ ; 10 ; korovan67 ; 153 
 1169 ; Знак. Гвардия. СССР ;  ;  ; Ж/м, эмаль ; VF-XF ; 48 ; sasha70 ; 116 
 1170 ; Знак. Юный техник СССР ;  ; ММД ; Ж/м, эмаль ; VF+ ; 36 ; solder13 ; 107 
 1171 ; Знак. Отличник военного строительства ;  ;  ; Ж/м, эмаль ; XF+ ; 26 ; Dj ; 37 
 1172 ; Знак. За активное участие в охране природы. ВЛКСМ ;  ;  ; Ж/м ; XF ; 15 ; Sezon ; 214 
 1173 ; Знак. Комсомолец метростроя. ВЛКСМ ;  ;  ; Ж/м ; VF-XF ; 12 ; zmv1981 ; 48 
 1174 ; Знак. Фестиваль молодежи. Казахстан ;  ;  ; Ж/м ; VF ; 37 ; zmv1981 ; 159 
 1175 ; Знак на заколке. Готов к санитарной обороне СССР ;  ;  ; Ж/м ; VF ; 28 ; korovan67 ; 446 
 1176 ; Знак. Водитель автомобиля. ДОСААФ СССР ;  ;  ; Ж/м ; VF- ; 29 ; zmv1981 ; 257 
 1177 ; Знак служащего в армии ;  ;  ; Ж/м ; VF+ ; 11 ; kro ; 48 
 1178 ; Знак служащего в ВВС ;  ;  ; Ж/м ; VF+ ; 8 ; veektor ; 80 
 1179 ; Знак служащего в ВМС ;  ;  ; Ж/м ; VF-XF ; 9 ; kro ; 62 
 1180 ; Знак. За освоение новых земель. ЦК ВЛКСМ ;  ;  ; Ж/м ; VF+ ; 43 ; Dj ; 291 
 1181 ; Знак. 50 лет советским профсоюзам ;  ; ММД ; Ж/м ; VF+ ; 20 ; kulibin2 ; 181 
 1182 ; Знак. Участнику уборки урожая на целине. ЦК ВЛКСМ ; 1958 ;  ; Ж/м ; VF ; 31 ; lelik ; 188 
 1183 ; Знак. Отличник МИНТРАНСМАША ;  ;  ; Ж/м ; VF+ ; 65 ; AAE2006 ; 3039 
 1184 ; Знак. Ударнику Сталинского призыва ;  ;  ; Б/м ; VF+ ; 48 ; Dj ; 1326 
 1185 ; Знак об окончании высшего учебного заведения ;  ;  ; Б/м ; XF- ; 33 ; o.k. ; 252 
 1186 ; Знак 1 классности ;  ;  ; Ж/м ; VF-XF ; 21 ; ton2519 ; 42 
 1187 ; Знак. Инструктор парашютист ;  ;  ; Ж/м, эмаль ; VF-XF ; 18 ; kaas ; 171 
 1188 ; Офицерский знак. 1 класс ;  ;  ; Ж/м ; XF ; 28 ; veektor ; 49 
 1189 ; Офицерский знак. 2 класс ;  ;  ; Ж/м ; XF+ ; 6 ; veektor ; 50 
 1190 ; Офицерский знак. 3 класс ;  ;  ; Ж/м ; VF+ ; 12 ; veektor ; 46 
 1191 ; Знак ВМФ ; 1981 ;  ; Ж/м, эмаль ; VF-XF ; 13 ; fontanka ; 260 
 1192 ; "Знак. Ледокол ""Ленин""" ;  ;  ; Ж/м, эмаль ; VF-XF ; 11 ; fontanka ; 150 
 1193 ; "Знак ДКБФ ""Аквамарин""" ;  ;  ; Ж/м, эмаль ; XF ; 50 ; Qersej ; 770 
 1194 ; Знак ВМФ 20 лет подводной лодке ;  ;  ; Ж/м, эмаль ; XF ; 30 ; fontanka ; 285 
 1195 ; "Знак ВМФ ""Александр Невский"" 30 лет" ;  ;  ; Ж/м, эмаль ; VF-XF ; 34 ; af ; 352 
 1196 ; "Знак ДКБФ ""Яхонт""" ;  ;  ; Ж/м, эмаль ; XF ; 50 ; Qersej ; 763 
 1197 ; Знак Ленинградское высшее инженерно-морское училище. Судоводительский факультет ;  ;  ; Ж/м, эмаль ; XF ; 64 ; kulibin2 ; 647 
 1198 ; Знак. Северный флот ; 1978 ;  ; Ж/м, эмаль ; VF-XF ; 40 ; Qersej ; 690 
 1199 ; Знак. ЛВВПУ ВМС ;  ;  ; Ж/м, эмаль ; XF ; 33 ; kulibin2 ; 459 
 1200 ; Знак Ленинградское высшее инженерно-морское училище ;  ;  ; Ж/м, эмаль ; XF+ ; 44 ; kulibin2 ; 434 
 1201 ; Знак. Отличник ВВС ;  ;  ; Ж/м, эмаль ; VF-XF ; 20 ; veektor ; 49 
 1202 ; Знак. 25 лет Ленинградскому Нихимовскому военно-морскому училищу. ЛМД ; 1969 ;  ; Ж/м, эмаль ; XF- ; 28 ; kulibin2 ; 561 
 1203 ; Знак. Всесоюзное химическое общество им. Менделеева. ЛМД ;  ;  ; Ж/м, эмаль ; XF ; 13 ; fontanka ; 79 
 1204 ; Знак. 300 лет воссоединения Украины с Россией ;  ;  ; Ж/м, эмаль ; VF-XF ; 47 ; lelik ; 356 
 1205 ; Знак. Лауреат НТТМ (научно-технического тверчества молодежи) ВЛКСМ ;  ;  ;  ; XF+ ; 9 ; Sezon ; 156 
 1206 ; Медаль. Заслуженный работник физической культуры и спорта УзССР. ЛМД ;  ;  ; Б/м ; VF-XF ; 29 ; fontanka ; 342 
 1207 ; Знак Отличник соц.соревнования  УзССР. ЛМД ;  ;  ; Ж/м, эмаль ; XF+ ; 29 ; korovan67 ; 520 
 1208 ; Медаль. Заслуженный строитель РСФСР. ЛМД ;  ;  ; Ж/м ; VF-XF ; 45 ; korovan67 ; 1296 
 1209 ; Медаль. Заслуженный работник науки и культуры Карельской АССР. ЛМД ;  ;  ; Б/м ; XF ; 60 ; korovan67 ; 671 
 1210 ; Знак за творческие успехи. ЛМД ; 1957 ;  ; Ж/м, эмаль ; XF ; 91 ; 542 ; 691 
 1111 ; "Медаль серебряная на окончание школы ""За успехи в учебе, труде и за примерное поведение"" УССР" ;  ;  ; Б/м ; XF- ; 62 ; 542 ; 820 
 1112 ; Медаль. Присяга на верность Карлу X. Франция ; 1824 ;  ; Cu ; VF+ ; 71 ; foma71 ; 1019 
 1113 ; Медаль. Иностранная ;  ;  ; Ж/м ; VF- ; 63 ; foma71 ; 582 
 1114 ; Медаль. Иосиф I. Австрия ;  ;  ; Б/м ; VF+ ; 105 ; foma71 ; 1588 
 1115 ; Медаль. 29 сентября ; 1820 ;  ; Br ; XF+ ; 52 ; foma71 ; 1112 
 1116 ; Медаль. Людовик XV. Франция ; 1722 ;  ; Br ; XF- ; 30 ; foma71 ; 1041 
 1117 ; Медаль. Карл I. Франция ; 1649 ;  ; Br ; XF- ; 42 ; foma71 ; 2040 
 1118 ; Медаль. Людовик XV. Франция ; 1726 ;  ; Br ; XF- ; 60 ; foma71 ; 2040 
 1119 ; Настольная медаль. За новшества в искусстве и коммерции. Франция ; 1822 ;  ; Br ; AU ; 23 ; foma71 ; 2345 
 1120 ; Настольная медаль. Академия Клермонта Университет Франции. Франция ; 1837 ;  ; Br ; XF ; 44 ; foma71 ; 1813 
 1121 ; Медаль. Воссоединение Пьемонта с Францией. Субальпийская республика. Франция. Наполеон Консулат (1799-1804) ; 1802 ;  ; Br ; XF+ ; 35 ; Oliveer ; 5667 
 1122 ; Медаль Религиозная. Евангелие от Иоанна. Франция ; 1873 ;  ; Ag ; AU ; 48 ; SKV ; 4300 
 1123 ; Медаль. Вступление во власть. Великобритания. Мария II (1688-1694) ; 1690 ;  ; Br ; VF-XF ; 35 ; foma71 ; 2040 
 1124 ; Медаль. Посмертная. Великобритания. Мария II (1688-1694) ; 1694 ;  ; Br ; VF+ ; 23 ; foma71 ; 2040 
 1125 ; Медаль. Франклин. США ; 1833 ;  ; Br ; XF ; 28 ; foma71 ; 589 
 1126 ; Медаль Германия 1-ая МВ. Обер-генерал Маккенсен ; 1915 ;  ; Br ; VF- ; 40 ; kaas ; 2255 
 1127 ; Медаль. Провозглашение свободы. США ; 1876 ;  ; Cu ; XF+ ; 57 ; foma71 ; 563 
 1128 ; Настольная медаль. Ворота в мирный мир. Франция ; 1814 ;  ; Br ; XF+ ; 102 ; priorat13 ; 4596 
 1129 ; Настольная медаль. Окружная статистическая комиссия. III класс. Франция ; 1869 ;  ; Br ; AU ; 22 ; foma71 ; 1389 
 1130 ; Настольная медаль. Фонд Семинарии св. Сульписа. Франция ; 1820 ;  ; Br ; XF- ; 44 ; foma71 ; 1438 
 1131 ; Настольная медаль. Ассамблея сельского хозяйства. Г. Метц. Франция ;  ;  ; Br ; VF-XF ; 8 ; foma71 ; 793 
 1132 ; Медаль. Палата депутатов. Франция ; 1835 ;  ; Ag ; XF+ ; 67 ; shurawi ; 2955 
 1133 ; Медаль. На бракосочетание Вильгельма II и Августы Виктории. Пруссия ;  ;  ; Ag ; AU ; 53 ; kaas ; 3774 
 1134 ; Памятная медаль. Германия ; 1888 ;  ; Ag ; XF- ; 61 ; foma71 ; 3062 
 1135 ; Медаль. 25 лет правлению Вильгельма II. Пруссия ; 1913 ;  ; Ag ; AU ; 61 ; kolobokoff ; 2984 
 1136 ; Медаль. Преданность Германии. Германия ; 1914 ;  ; Ag ; proof ; 38 ; kolobokoff ; 2865 
 1137 ; Медаль. Преданность Германии. Германия ; 1914 ;  ; Ag ; XF+ ; 66 ; foma71 ; 3062 
 1138 ; Медаль. Вильгельм II кайзер Пруссии. Пруссия ; 1914 ;  ; Ag ; VF+ ; 32 ; petrserebr ; 2042 
 1139 ; Медаль. Вильгельм II кайзер Пруссии. Пруссия ; 1914 ;  ; Ag ; AU ; 30 ; foma71 ; 2042 
 1140 ; Медаль. 25 лет правлению Вильгельма II. Пруссия ; 1913 ;  ; Ag ; XF+ ; 39 ; kolobokoff ; 2001 
 1141 ; Медаль. Право есть то, что пишет нотариус. Нотариус округа Руан. Франция ; 1877 ;  ; Ag ; XF ; 52 ; sherif-69 ; 1664 
 1142 ; Медаль. Надежный суд. Нотариус округа Понтуа. Франция ;  ;  ; Ag ; XF ; 13 ; andron ; 1777 
 1143 ; Жетон. Основание банка Лилля. Франция. Наполеон III (1852-1872) ; 1854 ;  ; Ag ; XF+ ; 32 ; sherif-69 ; 1360 
 1144 ; Жетон. Нотариусы Лиона. Франция. 3-я республика ;  ;  ; Ag ; XF ; 40 ; sherif-69 ; 1031 
 1145 ; Медаль. На золотую свадьбу. Германия ; 1918 ;  ; Ag ; VF ; 116 ; foma71 ; 1043 
 1146 ; Медаль. Вильгельм II. Германия ; 1895 ;  ; Ж/м ; VF-XF ; 73 ; sasha70 ; 858 
 1147 ; Жетон. На 1 МВ. Пруссия ; 1914 ;  ; Б/м ; VF- ; 55 ; gelind ; 319 
 1148 ; Жетон. Франклин, Делано, Рузвельт. США ; 1934 ;  ; Ж/м ; XF+ ; 16 ; foma71 ; 182 
 1149 ; Медаль. 50 лет американским дорогам. США. Отверстие 12 часов ; 1953 ;  ; Br ; VF- ; 38 ; lelik ; 39 
 1150 ; Медаль. 200 лет со дня рождения Наполеона I. №5105 ; 1969 ;  ; Ag ; proof ; 58 ; foma71 ; 611 
 1151 ; Свадебная медаль. Король Карл XVI Густав и Сильвия. Тираж 3500шт, №3077. Швеция ; 1976 ;  ; Ag ; XF+ ; 31 ; G.R.O.S.S. ; 2826 
 1152 ; Медаль. Джон Кеннеди и Конрад Аденауэр. США ; 1963 ;  ; Ag ; AU ; 25 ; foma71 ; 587 
 1153 ; Настольная медаль. США ;  ;  ;  ; XF+ ; 6 ; os ; 108 
 1154 ; Плакета Германия 1-ая МВ. Император Вильгельм II: "Нами движет не страх поражения, нас воодушевляет несгибаемая воля защитить место, которое определил Бог для нас и для всех будущих поколений" ; 1914 ;  ; Br ; VF+ ; 68 ; foma71 ; 878 
 1155 ; Плакета Германия 1-ая МВ. Фельдмаршал Гинденбург ; 1914 ;  ; Br ; VF+ ; 65 ; Конрос бид 32 ; 2277 
 1156 ; Жетон. Император Наполеон I президент Луи-Наполеон. Франция. 2-я республика (1848-1852) ;  ;  ; Br ; VF- ; 15 ; slav_1962 ; 207 
 1157 ; Жетон. Семиэтажное здание, построенное в 1865 году по заказу владельца Жюля Жалюзо. Франция. 3-я республика ; 1890 ;  ; Br ; XF ; 23 ; lelik ; 202 
 1158 ; Медаль. Олимпиада в Лос-Анжелесе ; 1932 ;  ; Ag ; Proof ; 44 ; wins ; 697 
 1159 ; Знак. Отличник ВВС ;  ;  ; Ж/м, эмаль ; VF+ ; 24 ; veektor ; 60 
 1160 ; Знак на закрутке. Ударнику Сталинского призыва ;  ;  ; Ж/м ; XF ; 35 ; AAE2006 ; 907 
 1061 ; Монета средневековая. Г. Самарканд. Мухаммед Текеш ; 616 ;  ;  ; F-VF ; 52 ; s-key ; 403 
 1062 ; Монета средневековая. Хивы. Джунаид-хан ; 1337 ;  ; Ж/м ; F+ ; 18 ; cochu ; 161 
 1063 ; Монета средневековая. Тахириды. Тахир бен Абдаллах. Г. Шаш ; 233 ;  ; Ж/м ; F+ ; 11 ; xabib ; 102 
 1064 ; Монета средневековая. Тахириды. Тахир бен Абдаллах. Г. Шаш ; 233 ;  ; Ж/м ; F+ ; 13 ; von_Schwarz ; 108 
 1065 ; Монета средневековая. Тахириды.Г. Бухара.  Тальха б. Тахир. ; 211 ;  ; Ж/м ; F+ ; 12 ; xabib ; 108 
 1066 ; "1 цянь ""цзяцин тунбао"" ""боо чжэ"". Китай, Цин. Провинция Чжэцзян" ; 1796-1820 ;  ; Br ; F-VF ; 7 ; Гордиан ; 42 
 1067 ; "1 цянь ""даогуан тунбао"" ""боо чуань"". Китай, Цин. Провинция Сычуань" ; 1821-1850 ;  ; Br ; F+ ; 16 ; natallli ; 26 
 1068 ; "1 цянь ""даогуан тунбао"" ""боо гуан"". Китай, Цин. Провинция Гуандун" ; 1821-1850 ;  ; Br ; F-VF ; 14 ; kotyamoi ; 31 
 1069 ; "10 цяней ""гуансюй тунбао"". Китай, Цин. Провинция Синьцзян (Куча)" ;  ;  ; Cu ; F-VF ; 27 ; kay2 ; 101 
 1070 ; "1 донг ""тайпин шэнбао"" гладкий. Аннам, Мо" ; 1638-1677 ;  ; Br ; F-VF ; 20 ; kotyamoi ; 94 
 1071 ; "1 донг ""сяндао юаньбао"" гладкий. Аннам, Мо" ; 1638-1677 ;  ; Br ; F-VF ; 19 ; ppp ; 26 
 1072 ; "1 донг ""аньфа юаньбао"" гладкий. Аннам, Мо" ; 1638-1677 ;  ; Br ; F-VF ; 13 ; dnm ; 37 
 1073 ; Монета средневековая. Китай. Династия Северная сун ; X-XI вв ;  ; Cu ; VF- ; 13 ; kotyamoi ; 35 
 1074 ; Монета средневековая. Китай. Династия Северная сун ; X-XI вв ;  ; Cu ; F-VF ; 21 ; kay2 ; 51 
 1075 ; Монета средневековая. Китай. Династия Мин ; XVв ;  ; Cu ; F-VF ; 13 ; kotyamoi ; 46 
 1076 ; Монета средневековая. Китай. Династия Мин ; XVв ;  ; Cu ; F-VF ; 18 ; lelik35 ; 51 
 1077 ; Монета средневековая. Китай. Династия Мин ; XVв ;  ; Cu ; F-VF ; 13 ; natallli ; 36 
 1078 ; Монета средневековая. Китай. Династия Мин ; XVв ;  ; Cu ; F-VF ; 7 ; kay2 ; 72 
 1079 ; Монета средневековая. Китай. Династия Хань ; I в до н.э. ;  ; Cu ; F-VF ; 27 ; drOK ; 200 
 1080 ; Монета средневековая. Китай. Династия Хань ; I в до н.э. ;  ; Cu ; F-VF ; 6 ; drOK ; 100 
 1081 ; Медаль в честь Крымской войны ; 1853-1856 ;  ; Ж/м ; VF+ ; 85 ; AAE2006 ; 2192 
 1082 ; "Крест ""За веру, Царя, Отечество"".. Имп. Александр III" ;  ;  ; Ж/м ; F-VF ; 97 ; dariy ; 2601 
 1083 ; Медаль. На смерть Николая Александровича ; 1865 ;  ; Cu ; VF ; 80 ; Конрос бид 32 ; 2550 
 1084 ; Жетон в честь 300-летия дома Романовых ; 1613-1913 ;  ; Б/м ; VF+ ; 57 ; foma71 ; 1769 
 1085 ; Жетон в честь 300-летия дома Романовых ; 1613-1913 ;  ; Ж/м ; VF+ ; 28 ; foma71 ; 1134 
 1086 ; Жетон в память 100-летия Отечественной войны ; 1812-1912 ;  ; Ж/м ; VF+ ; 65 ; ГенаГ ; 2267 
 1087 ; Жетон в память Великой войны. Имп. Николай II ;  ;  ; Br ; VF ; 37 ; foma71 ; 1134 
 1088 ; Жетон. Александр Благослов. ; 1812-1912 ;  ; Br ; VF- ; 33 ; von_Schwarz ; 281 
 1089 ; Жетон. Нищих защититель, пленных освободитель. Отверстие 12 ч ; 1877 ;  ; Ж/м ; F-VF ; 4 ; Dмитрий ; 444 
 1090 ; Орден Леопольда II с мечами. За заслуги. Бельгия. Был учрежден 24 августа 1900 г ; 20 век ;  ; Б/м ; XF+ ; 72 ; PSP ; 2578 
 1091 ; Трудовая медаль. Бельгия ;  ;  ; Б/м ; XF+ ; 53 ; dusik311 ; 677 
 1092 ; Памятная медаль в честь войны 1940-1945гг. Бельгия. Скрещенные бронзовые сабли с планкой Льеж 1940. Учреждена 16 февраля 1946 г ; 2 МВ ;  ; Br ; XF+ ; 33 ; ОВМ ; 1501 
 1093 ; Орден Красного креста. Бельгия ;  ;  ; Б/м, эмаль ; XF+ ; 35 ; PSP ; 4034 
 1094 ; Медаль. Освобождение Kувейта. Кувейт ; 1991 ;  ; Б/м, Ж/м ; AU ; 34 ; dusik311 ; 1016 
 1095 ; Британская военная медаль. Великобритания ; 1914-1918гг ;  ; Ag ; XF ; 96 ; AMUR66 ; 2346 
 1096 ; Военный крест. Германия ; 1914 ;  ; Ж/м ; XF+ ; 75 ; vitapool ; 3284 
 1097 ; Военный крест с бронзовой звездочкой. Франция. Был учрежден 8 апреля 1915 г ; 1914-1918гг ;  ; Br ; XF+ ; 45 ; kaas ; 1438 
 1098 ; Медаль. За родину. Франция. С планкой волонтеру ;  ;  ; Ж/м ; XF ; 65 ; a_kog ; 1352 
 1099 ; Крест за заслуги. Германия ; 1914 ;  ; Ж/м ; VF+ ; 85 ; vitapool ; 3120 
 1100 ; Медаль члена Красного креста. Япония ; 20 век ;  ; Al ; XF+ ; 11 ; kaas ; 826 
 1101 ; Серебряный крест за заслуги в развитии спорта. Финляндия ;  ;  ; Ag ; XF+ ; 128 ; dusik311 ; 2601 
 1102 ; Медаль. Франция ; 1953 ;  ;  ; XF- ; 50 ; AMUR66 ; 1117 
 1103 ; Медаль. 1300 лет Болгарии. Болгария. Была учреждена 16 октября 1981 ; 20 век ;  ; Ж/м ; XF+ ; 84 ; dusik311 ; 493 
 1104 ; Орден почетного легиона. 3-я республика. В коробке ; 1870 ;  ; Ag, Au, эм ; XF+ ; 88 ; priorat13 ; 10404 
 1105 ; Призовой жетон за первое место. Германия. Имп. Фридрих ; 1829 ;  ; Б/м ; VF- ; 39 ; os ; 306 
 1106 ; Лот наградных колодок США: 6шт ;  ;  ;  ; XF+ ; 3 ; lelik ; 51 
 1107 ; Медаль. Трудовая слава ;  ;  ; Б/м ; VF- ; 71 ; 542 ; 517 
 1108 ; Знак. Швеция ;  ;  ; Ж/м ; XF ; 24 ; irv ; 116 
 1109 ; Знак. 10 лет Лотта-Свярд. № 33803 ;  ;  ; Б/м ; XF+ ; 168 ; von_Schwarz ; 920 
 1110 ; Наградной квалификационный знак армии США. Пехота, 3-е награждение ; 20 век ;  ; Б/м ; XF+ ; 36 ; veektor ; 149 
 1011 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; F+ ; 19 ; Denbor ; 254 
 1012 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; F-VF ; 27 ; hugo ; 408 
 1013 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; F-VF ; 23 ; тир ; 728 
 1014 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; F+ ; 16 ; kolhis ; 152 
 1015 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; F+ ; 22 ; kolhis ; 100 
 1016 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; F-VF ; 20 ; hugo ; 634 
 1017 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; F-VF ; 30 ; тир ; 604 
 1018 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; F-VF ; 10 ; von_Schwarz ; 128 
 1019 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; F-VF ; 13 ; Blagorodie ; 126 
 1020 ; Дельфин-1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; F+ ; 15 ; ppp ; 128 
 1021 ; Монета-стрела. Ольвия ; VI в до н.э. ;  ; Cu ; VF- ; 60 ; hugo ; 2040 
 1022 ; Талер-клиппа Саксония ; 1615 ;  ; Ag ; VF+ ; 46 ; sssppp ; 20910 
 1023 ; Талер. Зальцбург ; 1687 ;  ; Ag ; VF-XF ; 58 ; LeoV ; 7123 
 1024 ; Талер медальный Германия ; 1697 ; RB ; Ag ; VF ; 47 ; sssppp ; 5667 
 1025 ; 24 мариенгроша. Брауншвейг-Вольфенбюттель ; 1697 ; HCH ; Ag ; VF+ ; 49 ; drozd-24 ; 1926 
 1026 ; Орт. Польша. Сигизмунд III ; 1623 ;  ; Ag ; VF-XF ; 15 ; dixi ; 1805 
 1027 ; Орт. Польша. Сигизмунд III ; 1621 ;  ; Ag ; VF-XF ; 14 ; sssppp ; 1734 
 1028 ; 30 грошей. Польша ; 1665 ;  ; Ag ; F-VF ; 18 ; SadKo ; 717 
 1029 ; 1/6 талера. Брауншвейг-Вольфенбюттель ; 1695 ; ICB ; Ag ; VF ; 62 ; KVit68 ; 1042 
 1030 ; Тымф. Польша ; 1754 ;  ; Ag ; F-VF ; 17 ; d-master ; 648 
 1031 ; 1/6 талера. Пруссия ; 1773 ; E ; Ag ; F-VF ; 25 ; oks ; 336 
 1032 ; 6 крейцеров. Бавария ; 1506 ;  ; Ag ; VF- ; 57 ; oblomus ; 1020 
 1033 ; 1/24 талера. Польша. Сигизмунд III ; 1623 ;  ; Ag ; VF- ; 61 ; AAE2006 ; 302 
 1034 ; Солид. Польша ;  ;  ; Ag ; F ; 14 ; dnm ; 24 
 1035 ; Монета средневековая ;  ;  ; Ag ; VF- ; 29 ; Tosha ; 310 
 1036 ; 1 пфенниг. Священная Римская Империя. Энс. Фридрих Красивый ; 1314-1330гг ;  ; Ag ; VF- ; 58 ; von_Schwarz ; 301 
 1037 ; 1 пфенниг. Священная Римская Империя. Фридрих Красивый ; 1314-1330гг ;  ; Ag ; VF- ; 55 ; Peugene ; 561 
 1038 ; 1 пфенниг. Священная Римская Империя. Фридрих Красивый ; 1314-1330гг ;  ; Ag ; VF ; 26 ; Tosha ; 357 
 1039 ; 1 пфенниг. Бавария. Альбрехт I ; 1282-1308гг ;  ; Ag ; VF ; 70 ; gelind ; 355 
 1040 ; 1 пфенниг. Бавария. Альбрехт I ; 1282-1308гг ;  ; Ag ; VF- ; 55 ; AL-LOZ ; 750 
 1041 ; 1 пфенниг. Священная Римская Империя. Фридрих Красивый ; 1314-1330гг ;  ; Ag ; VF ; 55 ; НБ ; 347 
 1042 ; 1/4 эре. Швеция ; 1636 ;  ; Cu ; VF ; 26 ; dnm ; 105 
