 3217 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Sky2 ; 35 
 2262 ; 2 гривны. Украина. Знаки Зодиака - Близнецы. В коробке с сертификатом ; 2006 ;  ; Au ; Proof ; 13 ; Ромбор ; 2204 
 2263 ; 10 долларов. Науру. Бранденбургские ворота. В коробке с сертификатом ; 2002 ;  ; Ag, позоло ; Proof ; 78 ; 0sain ; 1761 
 2264 ; 20 гривен. Украина. Ольвия. В коробке с сертификатом ; 2000 ;  ; Ag, Au ; Proof ; 39 ; gary_sl ; 5274 
 2265 ; 1/2 талера. Австрия ; 1703 ;  ; Ag ; F+ ; 77 ; vika442 ; 1084 
 2266 ; 5 марок. Баден. Фридрих I ; 1902 ; G ; Ag ; VF ; 55 ; klm ; 1655 
 2267 ; 5 марок. Гамбург ; 1908 ; J ; Ag ; VF- ; 29 ; klm ; 1334 
 2268 ; Талер. Австрия. Новодел ;  ;  ; Ag ; AU ; 8 ; Poiuyt ; 452 
 2269 ; Тарел. Австрия. Новодел ;  ;  ; Ag ; AU ; 16 ; den_ff ; 402 
 2270 ; 1/2 кроны. Великобритания ; 1916 ;  ; Ag ; VF+/VF-XF ; 23 ; lsp25 ; 408 
 2271 ; 2 марки. Пруссия. 200 лет  Пруссии ; 1901 ;  ; Ag ; VF- ; 60 ; Бамс ; 633 
 2272 ;  1/2 кроны. Великобритания ; 1919 ;  ; Ag ; VF- ; 47 ; lsp25 ; 421 
 2273 ; 1 флорин. Великобритания ; 1922 ;  ; Ag ; F-VF ; 39 ; lsp25 ; 255 
 2274 ; 3 пенса. Великобритания ; 1899 ;  ; Ag ; VF ; 29 ; igor_r65 ; 250 
 2275 ; 50 пфеннигов. Веймар ; 1921 ;  ; Al ; XF+ ; 5 ; selezsi ; 28 
 2276 ; 50 сантимов. Люксембург ; 1930 ;  ; Ni ; VF-XF ; 33 ; levsha ; 137 
 2277 ; 1 доллар. Канада. Игры Эдмонтонского университета ; 1983 ;  ; Ag ; Proof ; 4 ; elitov ; 510 
 2278 ; 1 доллар. Канада.25 лет победы в хоккее ; 1997 ;  ; Ag ; Proof ; 34 ; levsha ; 579 
 2279 ; 500 лир. Италия. 700 лет со дня рождения Данте Алигьери ; 1969 ;  ; Ag ; AU ; 29 ; lsp25 ; 456 
 2280 ; 10 марок. Финляндия. 10 чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 43 ; elitov ; 299 
 2281 ; 50 центов. Цейлон ; 1914 ;  ; Ag ; VF- ; 29 ; vengriya ; 468 
 2282 ; 1/2 кроны. Новая Зеландия ; 1948 ;  ; Cu/Ni ; VF- ; 22 ; djr447 ; 143 
 2283 ; 5 марок. Германия ; 1935 ; D ; Ag ; VF+ ; 90 ; vitapool ; 285 
 2284 ; 1/2 марки. Германия ; 1908 ; А ; Ag ; XF- ; 47 ; loyig ; 102 
 2285 ; 1/2 марки. Германия ; 1905 ; Е ; Ag ; VF+ ; 30 ; turkmen ; 69 
 2286 ; 1 крона. Бермуды ; 1964 ;  ; Ag ; AU ; 17 ; levsha ; 487 
 2287 ; 1 доллар. Китай ; 1914 ;  ; Ag ; VF-XF ; 16 ; gors ; 714 
 2288 ; 1 реал. Йeмен ; 1963 ;  ; Ag ; VF+ ; 64 ; EA51 ; 416 
 2289 ; 2 1/2 гульдена. Нидерланды ; 1937 ;  ; Ag ; VF-XF ; 42 ; Mike! ; 448 
 2290 ; "1 доллар ""Год петуха"". Австралия" ; 2005 ;  ; Ag ; Proof ; 38 ; dimon-2007 ; 646 
 2291 ; "2 доллара ""Австралийская кукабурра. Австралия" ; 2007 ;  ; Ag ; Proof ; 22 ; salim ; 1625 
 2292 ; "1 доллар ""Год кролика"". Австралия" ; 1999 ;  ; Ag ; Proof ; 62 ; sdubov ; 1002 
 2293 ; "1 доллар ""Год козы"". Австралия" ; 2003 ;  ; Ag ; Proof ; 65 ; sdubov ; 713 
 2294 ; "1 доллар ""Год лошади"". Австралия" ; 2002 ;  ; Ag ; Proof ; 26 ; sdubov ; 1002 
 2295 ; "1 доллар ""Год змеи"". Австралия" ; 2001 ;  ; Ag ; Proof ; 54 ; salim ; 720 
 2296 ; "1 доллар ""Год дракона"". Австралия" ; 2000 ;  ; Ag ; Proof ; 16 ; 100924 ; 797 
 2297 ; "1 доллар ""Год кабана"". Австралия" ; 2007 ;  ; Ag ; Proof ; 16 ; ton2519 ; 720 
 2298 ; "1 доллар ""Год обезьяны"". Австралия" ; 2004 ;  ; Ag ; Proof ; 42 ; QSL ; 756 
 2299 ; "1 доллар ""Год собаки"". Австралия" ; 2006 ;  ; Ag ; Proof ; 24 ; 4nuts ; 1224 
 1443 ; 15 копеек ; 1925 ;  ; Ag ; XF- ; 16 ; alex995 ; 51 
 1444 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 19 ; mag ; 92 
 1445 ; 15 копеек ; 1927 ;  ; Ag ; XF- ; 41 ; KORNEJ ; 59 
 1446 ; 15 копеек ; 1928 ;  ; Ag ; VF+ ; 13 ; amd4200 ; 47 
 1447 ; 15 копеек ; 1929 ;  ; Ag ; VF-XF ; 26 ; Coins911 ; 135 
 1448 ; 15 копеек ; 1930 ;  ; Ag ; XF- ; 28 ; Coins911 ; 119 
 1449 ; 10 копеек ; 1922 ;  ; Ag ; VF+ ; 76 ; sity007 ; 261 
 1450 ; 10 копеек ; 1923 ;  ; Ag ; VF ; 42 ; VR62 ; 62 
 1451 ; 10 копеек ; 1925 ;  ; Ag ; VF- ; 14 ; alex995 ; 51 
 1452 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 48 ; sergfokin ; 198 
 1453 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 69 ; timberwolf ; 681 
 1454 ; 10 копеек ; 1927 ;  ; Ag ; XF+ ; 93 ; Coins911 ; 184 
 1455 ; 10 копеек ; 1928 ;  ; Ag ; XF ; 21 ; Lotus 99 ; 111 
 1456 ; 10 копеек ; 1929 ;  ; Ag ; XF+ ; 46 ; est4o ; 57 
 1457 ; 10 копеек ; 1929 ;  ; Ag ; VF+ ; 10 ; VR62 ; 55 
 1458 ; 10 копеек ; 1930 ;  ; Ag ; XF- ; 29 ; Coins911 ; 118 
 1459 ; 20 копеек ; 1950 ;  ; Ni ; VF-XF ; 31 ; 61К ; 1281 
 1460 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 19 ; alex995 ; 48 
 1461 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 19 ; alex995 ; 47 
 1462 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 22 ; Lotus 99 ; 81 
 1463 ; 15 копеек ; 1931 ;  ; Ni ; VF+ ; 13 ; Coins911 ; 174 
 1464 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 3 ; Lotus 99 ; 72 
 1465 ; 10 копеек ; 1928 ;  ; Ag ; VF-XF ; 22 ; alex995 ; 44 
 1466 ; 10 копеек ; 1930 ;  ; Ag ; VF- ; 30 ; Simpaga ; 51 
 1467 ; 10 копеек ; 1951 ;  ; Ni ; XF ; 67 ; Алек ; 291 
 1468 ; 5 копеек ; 1929 ;  ; Br ; F-VF ; 19 ; mag ; 342 
 1469 ; 5 копеек ; 1930 ;  ; Br ; F-VF ; 3 ; alex995 ; 12 
 1470 ; 5 копеек ; 1931 ;  ; Br ; VF- ; 47 ; shknikolay ; 89 
 1471 ; 5 копеек ; 1939 ;  ; Br ; VF- ; 57 ; solder13 ; 155 
 1472 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 21 ; alex995 ; 22 
 1473 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 61 ; shknikolay ; 73 
 1474 ; 5 копеек ; 1949 ;  ; Br ; VF- ; 54 ; Donald ; 71 
 1475 ; 5 копеек ; 1953 ;  ; Br ; VF- ; 31 ; sk57 ; 50 
 1476 ; 5 копеек ; 1955 ;  ; Br ; F-VF ; 42 ; Donald ; 50 
 1477 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; F-VF ; 22 ; natallli ; 50 
 1478 ; 3 копейки ; 1928 ;  ; Br ; F-VF ; 19 ; mag ; 74 
 1479 ; 2 копейки ; 1931 ;  ; Br ; VF- ; 19 ; RuNum1 ; 59 
 1480 ; 2 копейки ; 1935 ;  ; Br ; VF+ ; 55 ; Алек ; 305 
 1481 ; 2 копейки ; 1936 ;  ; Br ; VF- ; 58 ; mag ; 105 
 1482 ; 2 копейки ; 1948 ;  ; Br ; VF ; 26 ; tisa66 ; 89 
 1483 ; 1 копейка ; 1928 ;  ; Br ; F-VF ; 59 ; shknikolay ; 114 
 1484 ; 1 копейка ; 1933 ;  ; Br ; F-VF ; 30 ; skif ; 100 
 1485 ; Полкопейки ; 1925 ;  ; Cu ; F-VF ; 66 ; VEU3 ; 290 
 1486 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; VF ; 84 ; кабан ; 211 
 1487 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 31 ; mag ; 55 
 1488 ; 20 копеек ; 1929 ;  ; Ag ; VF+ ; 38 ; hantas ; 47 
 1489 ; 20 копеек ; 1930 ;  ; Ag ; VF+ ; 25 ; mag ; 55 
 1490 ; Лот монет СССР (12 шт): 20, 15, 10 коп ; 1924-1930 ;  ; Ag ; VF-/VF+ ; 79 ; amd4200 ; 510 
 1491 ; 3 рубля ; 1992 ; ЛМД Троицкий собор  ; Ag ; Proof ; 33 ; aleks7 ; 1409 
 1492 ; 3 рубля. Упаковка ; 1991 ; ЛМД Памятник Гагарину в Москве ; Ag ; Proof ; 32 ; svm-1 ; 1813 
 1393 ; 2 копейки ; 1936 ;  ; Br ; F-VF ; 8 ; alex995 ; 15 
 1394 ; 2 копейки ; 1937 ;  ; Br ; F-VF ; 16 ; Coins911 ; 72 
 1395 ; 2 копейки ; 1953 ;  ; Br ; VF+ ; 13 ; piter_k ; 72 
 1396 ; 1 копейка ; 1938 ;  ; Br ; VF-XF ; 42 ; o.k. ; 71 
 1397 ; 1 копейка ; 1946 ;  ; Br ; VF+ ; 8 ; mag ; 51 
 1398 ; 1 копейка ; 1949 ;  ; Br ; VF+ ; 11 ; VR62 ; 28 
 1399 ; 1 копейка ; 1952 ;  ; Br ; VF+ ; 34 ; Coins911 ; 46 
 1400 ; 1 копейка ; 1952 ;  ; Br ; VF- ; 15 ; KORNEJ ; 36 
 1401 ; 1 копейка ; 1953 ;  ; Br ; F-VF ; 5 ; marat-vojag ; 16 
 1402 ; 1 копейка ; 1955 ;  ; Br ; XF- ; 10 ; KORNEJ ; 46 
 1403 ; 1 копейка ; 1956 ;  ; Br ; VF+ ; 9 ; Coins911 ; 82 
 1404 ; Лот монет СССР (30 шт) : 50 коп ; 1964-1990 ;  ; Cu/Ni ; VF+/XF+ ; 53 ; lvl555 ; 411 
 1405 ; Лот монет СССР (14 шт): 2 коп ; 1930-1957 ;  ; Br ; VF-/VF+ ; 52 ; lvl555 ; 253 
 1406 ; "Лот монет СССР и иностранных монет (4 шт): 15 коп ""50 лет Советской власти"" (1967 г), 20 геллеров. Чехословакия (1976,1984)" ;  ;  ; Латунь, б/ ; F-VF ; 21 ; ton2519 ; 31 
 1407 ; Лот монет СССР (3 шт): 15 коп ; 1924-1928 ;  ; Ag ; VF/AU ; 14 ; amd4200 ; 135 
 1408 ; Лот монет СССР (3 шт), 20, 15, 10 коп ; 1923 ;  ; Ag ; VF+ ; 35 ; turkmen ; 184 
 1409 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 2 ; джон007 ; 3 
 1410 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 28 ; elac ; 116 
 1411 ; 20 копеек ; 1949 ;  ; Ni ; VF-XF ; 16 ; skif ; 155 
 1412 ; 20 копеек ; 1975 ;  ; Cu-Ni ; AU ; 71 ; 61К ; 2040 
 1413 ; 15 копеек ; 1937 ;  ; Ni ; VF- ; 16 ; den_ff ; 793 
 1414 ; 15 копеек ; 1940 ;  ; Ni ; VF+ ; 13 ; sity007 ; 185 
 1415 ; 10 копеек ; 1940 ;  ; Ni ; VF-XF ; 18 ; skif ; 91 
 1416 ; 10 копеек ; 1940 ;  ; Ni ; VF-XF ; 22 ; lvl555 ; 220 
 1417 ; 10 копеек. Упаковка ; 1971 ;  ; Cu-Ni ; UNC ; 63 ; 61К ; 408 
 1418 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 3 ; Annigilator ; 27 
 1419 ; 5 копеек ; 1940 ;  ; Br ; VF-XF ; 22 ; aleksius ; 108 
 1420 ; 5 копеек ; 1961 ;  ; Cu-Zn ; AU ; 14 ; elac ; 153 
 1421 ; 5 копеек ; 1962 ;  ; Cu-Zn ; AU ; 72 ; dobro ; 251 
 1422 ; 3 копейки ; 1954 ;  ; Br ; XF+ ; 14 ; mag ; 67 
 1423 ; 3 копейки ; 1956 ;  ; Br ; XF+ ; 29 ; Алек ; 100 
 1424 ; 2 копейки ; 1939 ;  ; Br ; VF+ ; 58 ; skif ; 188 
 1425 ; 2 копейки. Упаковка ; 1971 ;  ; Cu-Zn ; UNC ; 61 ; vladimir232 ; 793 
 1426 ; 1 копейка ; 1928 ;  ; Br ; VF ; 29 ; mag ; 102 
 1427 ; 1 копейка ; 1935 ;  ; Br ; VF-XF ; 47 ; wladimir1972 ; 895 
 1428 ; 1 копейка ; 1937 ;  ; Br ; AU ; 18 ; sity007 ; 262 
 1429 ; 1 копейка ; 1941 ;  ; Br ; XF+ ; 8 ; kuril ; 220 
 1430 ; 1 копейка ; 1967 ;  ; Cu-Zn ; AU ; 20 ; sk57 ; 58 
 1431 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 12 ; amd4200 ; 53 
 1432 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 14 ; VR62 ; 62 
 1433 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 12 ; hantas ; 49 
 1434 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 19 ; Lotus 99 ; 67 
 1435 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 23 ; Lotus 99 ; 63 
 1436 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 15 ; alex995 ; 51 
 1437 ; 20 копеек ; 1925 ;  ; Ag ; XF- ; 14 ; Lotus 99 ; 71 
 1438 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 19 ; Lotus 99 ; 49 
 1439 ; 20 копеек ; 1930 ;  ; Ag ; XF ; 35 ; est4o ; 59 
 1440 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 34 ; KORNEJ ; 114 
 1441 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 16 ; alexey_s ; 50 
 1442 ; 15 копеек ; 1924 ;  ; Ag ; VF+ ; 41 ; Simpaga ; 153 
 1343 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 14 ; papa3 ; 123 
 1344 ; 1 рубль ; 1986 ;  ; Cu-Ni ; AU ; 25 ; papa3 ; 123 
 1345 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 20 ; aleksius ; 153 
 1346 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 47 ; hantas ; 189 
 1347 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 19 ; papa3 ; 111 
 1348 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 39 ; hantas ; 189 
 1349 ; 1 рубль ; 1991 ; ММД  ; Cu-Ni ; AU ; 11 ; skif ; 123 
 1350 ; 1 рубль ; 1991 ; ЛМД  ; Cu-Ni ; AU ; 59 ; tirex ; 204 
 1351 ; 20 копеек ; 1931 ;  ; Ni ; AU/XF ; 26 ; sk57 ; 113 
 1352 ; 20 копеек ; 1932 ;  ; Ni ; XF- ; 20 ; mag ; 71 
 1353 ; 20 копеек ; 1944 ;  ; Ni ; XF+ ; 48 ; shknikolay ; 365 
 1354 ; 15 копеек ; 1932 ;  ; Ni ; XF ; 18 ; mag ; 125 
 1355 ; 10 копеек ; 1932 ;  ; Ni ; XF+ ; 55 ; VR62 ; 110 
 1356 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 14 ; den_ff ; 51 
 1357 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 14 ; Coins911 ; 113 
 1358 ; 50 копеек ; 1964 ;  ; Cu-Ni ; AU ; 13 ; Zeratul ; 77 
 1359 ; 50 копеек ; 1966 ;  ; Cu-Ni ; AU ; 12 ; Zeratul ; 79 
 1360 ; 50 копеек ; 1968 ;  ; Cu-Ni ; AU ; 11 ; dobro ; 113 
 1361 ; 50 копеек ; 1972 ;  ; Cu-Ni ; XF+ ; 15 ; elac ; 264 
 1362 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 31 ; 61К ; 320 
 1363 ; 50 копеек ; 1977 ;  ; Cu-Ni ; XF+ ; 7 ; vladzory ; 113 
 1364 ; 50 копеек ; 1978 ;  ; Cu-Ni ; AU ; 47 ; Zeratul ; 190 
 1365 ; 50 копеек ; 1979 ;  ; Cu-Ni ; VF-XF ; 20 ; vladimir232 ; 48 
 1366 ; 50 копеек ; 1980 ;  ; Cu-Ni ; AU ; 10 ; Zeratul ; 123 
 1367 ; 50 копеек ; 1981 ;  ; Cu-Ni ; AU ; 11 ; 61К ; 320 
 1368 ; 50 копеек ; 1982 ;  ; Cu-Ni ; AU ; 13 ; solder13 ; 63 
 1369 ; 50 копеек ; 1983 ;  ; Cu-Ni ; AU ; 96 ; lsp25 ; 160 
 1370 ; 20 копеек ; 1948 ;  ; Ni ; VF-XF ; 22 ; skif ; 164 
 1371 ; 20 копеек ; 1952 ;  ; Ni ; VF-XF ; 26 ; mag ; 111 
 1372 ; 20 копеек ; 1953 ;  ; Ni ; VF-XF ; 5 ; mag ; 9 
 1373 ; 20 копеек ; 1954 ;  ; Ni ; VF-XF ; 13 ; Coins911 ; 57 
 1374 ; 20 копеек ; 1955 ;  ; Ni ; XF ; 2 ; джон007 ; 6 
 1375 ; 20 копеек ; 1956 ;  ; Ni ; XF+ ; 34 ; Coins911 ; 73 
 1376 ; 20 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; XF ; 34 ; Coins911 ; 87 
 1377 ; 15 копеек ; 1954 ;  ; Ni ; XF- ; 3 ; Coins911 ; 12 
 1378 ; 15 копеек ; 1955 ;  ; Ni ; XF ; 4 ; mag ; 8 
 1379 ; 10 копеек ; 1953 ;  ; Ni ; VF-XF ; 7 ; Coins911 ; 137 
 1380 ; 10 копеек ; 1954 ;  ; Ni ; VF+ ; 6 ; Coins911 ; 34 
 1381 ; 10 копеек ; 1955 ;  ; Ni ; VF-XF ; 9 ; KORNEJ ; 13 
 1382 ; 10 копеек ; 1956 ; в венке герба 16 лент  ; Ni ; VF-XF ; 21 ; lvl555 ; 113 
 1383 ; 10 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; XF+ ; 12 ; Coins911 ; 20 
 1384 ; 5 копеек ; 1949 ;  ; Br ; VF-XF ; 37 ; mag ; 72 
 1385 ; 5 копеек ; 1955 ;  ; Br ; VF+ ; 6 ; mag ; 23 
 1386 ; 5 копеек ; 1956 ;  ; Br ; VF-XF ; 14 ; shknikolay ; 57 
 1387 ; 5 копеек ; 1957 ; в венке герба 15 лент  ; Br ; VF-XF ; 20 ; Coins911 ; 57 
 1388 ; 20 копеек ; 1933 ;  ; Ni ; XF+ ; 45 ; Конрос бид 32 ; 713 
 1389 ; 20 копеек ; 1944 ;  ; Ni ; VF- ; 12 ; Coins911 ; 177 
 1390 ; 2 копейки ; 1926 ;  ; Br ; VF- ; 18 ; VR62 ; 19 
 1391 ; 2 копейки ; 1929 ;  ; Br ; VF ; 59 ; Basilio ; 306 
 1392 ; 2 копейки ; 1936 ;  ; Br ; VF ; 17 ; 223355 ; 29 
 1293 ; 3 копейки ; 1928 ; в СССР С вытянуты, шт.20 коп.1 ; Br ; F ; 69 ; Basilio ; 1518 
 1294 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; proof ; 26 ; Скрудж ; 506 
 1295 ; 1 рубль. 300 лет Российского флота-рыболовный траулер. ЛМД ; 1996 ;  ; Ж/м ; AU ; 69 ; fanil ; 712 
 1296 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; UNC ; 121 ; hantas ; 512 
 1297 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; AU ; 16 ; Grod ; 66 
 1298 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; Proof ; 10 ; igor_r65 ; 124 
 1299 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; Proof ; 27 ; Vanusha ; 115 
 1300 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 20 ; amd4200 ; 68 
 1301 ; 20 копеек ; 1923 ;  ; Ag ; VF-XF ; 11 ; amd4200 ; 59 
 1302 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 24 ; VR62 ; 70 
 1303 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 17 ; VR62 ; 58 
 1304 ; 20 копеек ; 1927 ;  ; Ag ; VF+ ; 24 ; mag ; 101 
 1305 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF ; 18 ; KORNEJ ; 72 
 1306 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 15 ; VR62 ; 72 
 1307 ; 15 копеек ; 1924 ;  ; Ag ; XF ; 35 ; rad22 ; 305 
 1308 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 29 ; hantas ; 61 
 1309 ; 15 копеек ; 1927 ;  ; Ag ; XF+ ; 16 ; amd4200 ; 64 
 1310 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 21 ; amd4200 ; 64 
 1311 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 44 ; 61К ; 302 
 1312 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 18 ; KORNEJ ; 105 
 1313 ; 10 копеек ; 1923 ;  ; Ag ; AU ; 18 ; sk57 ; 200 
 1314 ; 10 копеек ; 1928 ;  ; Ag ; AU ; 33 ; Конрос бид 32 ; 120 
 1315 ; 10 копеек ; 1930 ;  ; Ag ; XF+ ; 19 ; baz1960 ; 204 
 1316 ; 5 ; 1998 ; о.Шпицберген  ;  ; AU ; 45 ; lvl555 ; 720 
 1317 ; 2 ; 1998 ; о.Шпицберген  ;  ; AU ; 42 ; svm-1 ; 624 
 1318 ; 0,5 ; 1998 ; о.Шпицберген  ;  ; AU ; 19 ; svm-1 ; 404 
 1319 ; 0,25 ; 1998 ; о.Шпицберген  ;  ; AU ; 14 ; est4o ; 370 
 1320 ; 0,1 ; 1998 ; о.Шпицберген  ;  ; AU ; 3 ; svm-1 ; 306 
 1321 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 9 ; dobro ; 170 
 1322 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 30 ; Eugen ; 72 
 1323 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 7 ; нумизмат ; 180 
 1324 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 45 ; uin1972 ; 126 
 1325 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 7 ; нумизмат ; 150 
 1326 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 7 ; нумизмат ; 150 
 1327 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 65 ; ЧИС ; 189 
 1328 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 5 ; Blagorodie ; 128 
 1329 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 20 ; Eugen ; 113 
 1330 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 56 ; нумизмат ; 180 
 1331 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 8 ; Blagorodie ; 200 
 1332 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 57 ; shknikolay ; 128 
 1333 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 64 ; нумизмат ; 200 
 1334 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 15 ; нумизмат ; 209 
 1335 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 11 ; нумизмат ; 200 
 1336 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 17 ; Zeratul ; 204 
 1337 ; 1 рубль. Большая звезда ; 1980 ;  ; Cu-Ni ; AU ; 13 ; AlexWhite ; 510 
 1338 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 44 ; Zeratul ; 261 
 1339 ; 1 рубль. Большая звезда ; 1981 ;  ; Cu-Ni ; AU ; 17 ; dobro ; 694 
 1340 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 63 ; нумизмат ; 150 
 1341 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 26 ; Zeratul ; 159 
 1342 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 24 ; Zeratul ; 153 
 1185 ; Настольная медаль. 125 лет зоопарку в Ганновере. Сертификат ; 1990 ;  ; Ag ; Proof ; 12 ; QSL ; 505 
 1186 ; Медаль. 25 лет ФРГ в конверте с маркой ; 1974 ;  ; Ag ; Proof ; 28 ; QSL ; 556 
 1187 ; Крест гинденбурга с мечами. С документом ; 1914-1918 ;  ; Br ; AU ; 42 ; Mogol57 ; 1957 
 1188 ; Орден Священного сокровища 7-го класса. Япония. Коробка ;  ;  ; Ag ; XF+ ; 19 ; lvl555 ; 3060 
 1189 ; "Медаль серебр. ""На восхождение на трон имп. Тайсё"" Япония, в деревянной коробке" ; н20в ;  ; Ag ; XF+ ; 47 ; Георг ; 2244 
 1190 ; "Медаль ""За русско-японскую войну 1904-1905гг"" Япония, в деревянной коробке" ; 1905 ;  ; Br ; AU ; 33 ; Георг ; 1497 
 1191 ; "Медаль серебр. ""Красного Креста"" Швеция" ; 1959 ;  ; Ag ; XF ; 45 ; dusik311 ; 1073 
 1192 ; "Медаль серебр. ""За безупречную службу"" Швеция" ; 1950 ;  ; Ag ; AU ; 45 ; dusik311 ; 967 
 1193 ; Медаль серебр. Швеция ; 1938 ;  ; Ag ; XF+ ; 131 ; dusik311 ; 822 
 1194 ; Крест за заслуги в 1МВ Германия ; 1МВ ;  ; Br ; XF ; 71 ; lsp25 ; 2165 
 1195 ; "Медаль серебр. ""Золотоносный Майнц"" Германия Д=40" ; 1894 ;  ; Ag ; XF+ ; 119 ; priorat13 ; 13774 
 1196 ; "Медаль ""Всеобщая выставка  в Париже"" Франция Д=50мм" ; 1867 ;  ; Cu ; AU ; 29 ; УГРЮМЫЙ ; 619 
 1197 ; "Медаль ""Жизнь и смерть между нами"" Франция Д=50мм" ; 1822 ;  ; Cu ; AU ; 23 ; G.R.O.S.S. ; 2379 
 1198 ; "Медаль серебр. ""Вильгельм король Пруссии и Августа"" Пруссия Д=45мм" ; н20в. ;  ; Ag ; XF- ; 54 ; petrserebr ; 2965 
 1199 ; "Жетон ""Людовик-XV король христиан, герб Артуа"" Франция Д=30мм" ; 18в ;  ; Ag ; AU ; 23 ; S1952 ; 1388 
 1200 ; "Жетон ""Людовик-XVI король христиан, напролом"" Франция Д=30мм" ; 1787 ;  ; Ag ; proof-like ; 20 ; Георг ; 1355 
 1201 ; "Жетон ""Округ Бретань"" Франция Д=30мм" ; 1746 ;  ; Ag ; XF ; 22 ; Георг ; 1200 
 1202 ; "Медаль серебр. ""Первый полет через океан Европа-Америка"" Германия Д=35мм" ; 1928 ;  ; Ag ; VF-XF ; 37 ; RAPAN ; 2949 
