 4852 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 1 ; asus ; 111 
 2221 ; 20 копеек ; 1944 ;  ; Ni ; VF ; 71 ; i.box ; 150 
 2222 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF ; 29 ; hugo ; 875 
 2223 ; 20 копеек ; 1951 ;  ; Ni ; VF-XF ; 60 ; диди ; 206 
 2224 ; 15 копеек ; 1933 ;  ; Ni ; XF ; 67 ; tdp ; 296 
 2225 ; 15 копеек ; 1935 ;  ; Ni ; VF+ ; 29 ; диди ; 419 
 2226 ; 15 копеек ; 1937 ;  ; Ni ; VF ; 50 ; Олег33 ; 348 
 2227 ; 15 копеек ; 1941 ;  ; Ni ; F-VF ; 18 ; potapov0 ; 69 
 2228 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 37 ; krft ; 87 
 2229 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 44 ; 13 ; 92 
 2230 ; 5 копеек ; 1943 ;  ; Br ; F ; 19 ; sovynok ; 85 
 2231 ; 5 копеек ; 1950 ;  ; Br ; F+ ; 70 ; Repz ; 305 
 2232 ; 20 копеек ; 1951 ;  ; Ni ; F-VF ; 14 ; Ник 2 ; 100 
 2233 ; 1 рубль ; 1970 ;  ; Cu-Ni ; XF ; 22 ; altunin ; 283 
 2234 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 32 ; jimmysu ; 300 
 2235 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 23 ; Natascha ; 387 
 2236 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 32 ; veles ; 348 
 2237 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 53 ; eniy5 ; 345 
 2238 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 31 ; диди ; 612 
 2139 ; 20 копеек ; 1932 ;  ; Ni ; XF+ ; 17 ; hugo ; 614 
 2140 ; 15 копеек ; 1931 ;  ; Ni ; XF+ ; 95 ; svv ; 1340 
 2141 ; 15 копеек ; 1932 ;  ; Ni ; XF+ ; 99 ; ppi ; 257 
 2142 ; 10 копеек ; 1932 ;  ; Ni ; XF+ ; 76 ; mirumir ; 201 
 2143 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF+ ; 59 ; Юфан ; 69 
 2144 ; 10 копеек ; 1962 ;  ; Cu-Ni ; AU ; 75 ; д166 ; 100 
 2145 ; 2 копейки ; 1934 ;  ; Br ; XF ; 88 ; andorf ; 760 
 2146 ; 1 копейка ; 1945 ;  ; Br ; XF ; 115 ; hugo ; 910 
 2147 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 114 ; 01020304 ; 341 
 2148 ; 50 копеек ; 1967 ;  ; Cu-Ni ; XF+ ; 45 ; shkon ; 430 
 2149 ; 20 копеек. Упаковка ; 1967 ;  ; Cu-Ni ; AU ; 31 ; svv ; 378 
 2150 ; 15 копеек. Упаковка ; 1967 ;  ; Cu-Ni ; AU ; 18 ; E.C. ; 435 
 2151 ; 10 копеек. Упаковка ; 1967 ;  ; Cu-Ni ; AU ; 26 ; 2262н ; 400 
 2152 ; 5 копеек ; 1967 ;  ; Cu-Zn ; XF+ ; 42 ; kostas ; 479 
 2153 ; 3 копейки. Упаковка ; 1967 ;  ; Cu-Zn ; AU ; 16 ; Ритм ; 71 
 2154 ; 2 копейки. Упаковка ; 1967 ;  ; Cu-Zn ; AU ; 52 ; andorf ; 91 
 2155 ; 1 копейка. Упаковка ; 1967 ;  ; Cu-Zn ; AU ; 11 ; dimaz57 ; 64 
 2156 ; Жетон ЛМД ;  ;  ; Ж/м ; AU ; 17 ; denis68 ; 47 
 2157 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 126 ; lubopitnaja ; 260 
 2158 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 39 ; jimmysu ; 102 
 2159 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Zn ; XF+ ; 13 ; seger ; 31 
 2160 ; 10 копеек ; 1933 ;  ; Ni ; F-VF ; 26 ; Ник 2 ; 284 
 2161 ; 10 копеек ; 1952 ;  ; Ni ; XF ; 42 ; hugo ; 114 
 2162 ; 15 копеек ; 1933 ;  ; Ni ; VF-XF ; 71 ; vowa ; 258 
 2163 ; 15 копеек ; 1945 ;  ; Ni ; XF ; 84 ; ppi ; 160 
 2164 ; 15 копеек ; 1951 ;  ; Ni ; VF+ ; 64 ; eniy5 ; 167 
 2165 ; 15 копеек ; 1938 ;  ; Ni ; XF ; 71 ; сквозняк_44 ; 157 
 2166 ; 20 копеек ; 1931 ;  ; Ni ; VF+ ; 106 ; мошка ; 313 
 2167 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 73 ; vowa ; 136 
 2168 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 62 ; alexda777 ; 136 
 2169 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; VF+ ; 14 ; Petch ; 75 
 2170 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF ; 36 ; hugo ; 166 
 2171 ; 20 копеек ; 1948 ;  ; Ni ; XF ; 55 ; диди ; 614 
 2172 ; 20 копеек ; 1942 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F-VF ; 19 ; i.box ; 81 
 2173 ; 20 копеек ; 1949 ;  ; Ni ; XF+ ; 98 ; hugo ; 848 
 2174 ; 20 копеек ; 1951 ;  ; Ni ; VF- ; 61 ; Ник 2 ; 79 
 2175 ; 5 копеек ; 1950 ;  ; Br ; F-VF ; 49 ; sovynok ; 215 
 2176 ; 20 копеек ; 1968 ;  ; Cu-Ni ; AU ; 45 ; albar ; 776 
 2177 ; 15 копеек ; 1941 ;  ; Ni ; VF+ ; 41 ; potapov0 ; 82 
 2178 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 30 ; legarder ; 30 
 2179 ; 5 копеек ; 1955 ;  ; Br ; XF ; 32 ; alexxxxx ; 101 
 2180 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; XF ; 32 ; alex550 ; 155 
 2181 ; 50 копеек ; 1969 ;  ; Cu-Ni ; VF-XF ; 17 ; Natascha ; 124 
 2182 ; 5 копеек ; 1943 ;  ; Br ; VF+ ; 51 ; UFO ; 106 
 2183 ; 5 копеек ; 1950 ;  ; Br ; F-VF ; 77 ; sovynok ; 215 
 2184 ; 3 копейки ; 1957 ; В венке герба 15 лент ; Br ; F-VF ; 7 ; Юфан ; 31 
 2185 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 26 ; kent01 ; 365 
 2186 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 62 ; eniy5 ; 395 
 2187 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 30 ; AnatolS ; 294 
 2188 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 14 ; b197312 ; 102 
 2089 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 14 ; lintra ; 72 
 2090 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 17 ; dimaz57 ; 53 
 2091 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 17 ; jimmysu ; 40 
 2092 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 13 ; lintra ; 57 
 2093 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 34 ; jimmysu ; 93 
 2094 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF- ; 17 ; legarder ; 53 
 2095 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF- ; 22 ; WOLK ; 44 
 2096 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF- ; 9 ; jimmysu ; 46 
 2097 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 46 ; Natascha ; 384 
 2098 ; 10 копеек ; 1971 ;  ; Cu-Ni ; AU ; 27 ; verunk1 ; 81 
 2099 ; 50 копеек ; 1970 ;  ; Cu-Ni ; AU ; 131 ; Олег33 ; 3715 
 2100 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 85 ; shkon ; 421 
 2101 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 30 ; крабик ; 408 
 2102 ; 5 копеек ; 1928 ;  ; Br ; F+ ; 33 ; П.А.Н. ; 63 
 2103 ; 1 копейка ; 1938 ;  ; Br ; XF ; 35 ; vjacha ; 206 
 2104 ; 1 рубль ; 1965 ;  ; Cu-Ni ; XF ; 25 ; Natascha ; 306 
 2105 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 41 ; verunk1 ; 510 
 2106 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 77 ; крабик ; 602 
 2107 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 78 ; verunk1 ; 711 
 2108 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 51 ; verunk1 ; 669 
 2109 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 22 ; Natascha ; 348 
 2110 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 40 ; verunk1 ; 363 
 2111 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 51 ; ppi ; 348 
 2112 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 39 ; verunk1 ; 566 
 2113 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 86 ; verunk1 ; 597 
 2114 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 14 ; jimmysu ; 120 
 2115 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 79 ; verunk1 ; 261 
 2116 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 63 ; jimmysu ; 152 
 2117 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 17 ; KRASLAVA ; 132 
 2118 ; 3 копейки ; 1954 ;  ; Br ; VF-XF ; 113 ; диди ; 733 
 2119 ; 5 копеек ; 1987 ;  ; Cu-Zn ; AU ; 11 ; andorf ; 108 
 2120 ; 20 копеек ; 1933 ;  ; Ni ; XF+ ; 37 ; westof ; 155 
 2121 ; 50 копеек ; 1987 ;  ; Cu-Ni ; AU ; 36 ; hugo ; 123 
 2122 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; XF+ ; 21 ; kalan ; 102 
 2123 ; 1 рубль ; 1965 ;  ; Cu-Ni ; AU ; 12 ; verunk1 ; 306 
 2124 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 80 ; ppi ; 561 
 2125 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 32 ; kat3129 ; 521 
 2126 ; 1 рубль ; 1979 ;  ; Cu-Ni ; XF+ ; 31 ; AnatolS ; 363 
 2127 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 80 ; kat3129 ; 510 
 2128 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 26 ; verunk1 ; 255 
 2129 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 5 ; kat3129 ; 123 
 2130 ; 1 рубль ; 1986 ;  ; Cu-Ni ; AU ; 44 ; kat3129 ; 209 
 2131 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 34 ; hugo ; 357 
 2132 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 42 ; П.А.Н. ; 94 
 2133 ; 20 копеек ; 1944 ;  ; Ni ; VF ; 47 ; Юфан ; 133 
 2134 ; 20 копеек ; 1952 ;  ; Ni ; XF+ ; 39 ; ppi ; 128 
 2135 ; 15 копеек ; 1953 ;  ; Ni ; XF+ ; 52 ; ppi ; 135 
 2136 ; 5 копеек ; 1930 ;  ; Br ; VF ; 20 ; Ритм ; 78 
 2137 ; 3 копейки ; 1928 ;  ; Br ; VF ; 48 ; Олег33 ; 160 
 2138 ; 2 копейки ; 1936 ;  ; Br ; F-VF ; 47 ; Ритм ; 130 
 2039 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 12 ; b197312 ; 60 
 2040 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 11 ; ASA19V ; 50 
 2041 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 16 ; ZET ; 101 
 2042 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 7 ; ZET ; 51 
 2043 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 52 ; evilpap ; 153 
 2044 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 5 ; ререх ; 51 
 2045 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 38 ; Northman ; 39 
 2046 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 17 ; ZET ; 61 
 2047 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 25 ; yurrgen ; 112 
 2048 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF ; 9 ; melkiy ; 40 
 2049 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 15 ; lintra ; 47 
 2050 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; XF+ ; 8 ; ререх ; 48 
 2051 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 12 ; Big Sun ; 71 
 2052 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 15 ; jimmysu ; 41 
 2053 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 25 ; Volkodav ; 870 
 2054 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF+ ; 43 ; cotangens ; 44 
 2055 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 57 ; Sky2 ; 61 
 2056 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; AU ; 29 ; sergei907 ; 231 
 2057 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 7 ; lintra ; 48 
 2058 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 17 ; lintra ; 59 
 2059 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 38 ; lintra ; 75 
 2060 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 25 ; Big Sun ; 59 
 2061 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 22 ; maremark ; 101 
 2062 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 26 ; yurrgen ; 918 
 2063 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 7 ; lintra ; 84 
 2064 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF ; 17 ; jimmysu ; 130 
 2065 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 16 ; asus ; 120 
 2066 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; XF+ ; 18 ; Sky2 ; 145 
 2067 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF- ; 13 ; lintra ; 43 
 2068 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 24 ; lintra ; 55 
 2069 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 30 ; jimmysu ; 181 
 2070 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 51 ; ререх ; 167 
 2071 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 15 ; yurrgen ; 56 
 2072 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 35 ; lintra ; 167 
 2073 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 21 ; i.box ; 84 
 2074 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 32 ; Play ; 57 
 2075 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF+ ; 20 ; lintra ; 53 
 2076 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF+ ; 14 ; lintra ; 127 
 2077 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 13 ; Dim1410 ; 41 
 2078 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 12 ; ререх ; 139 
 2079 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF ; 34 ; Play ; 92 
 2080 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF ; 15 ; П.А.Н. ; 102 
 2081 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 15 ; jimmysu ; 43 
 2082 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF+ ; 16 ; lintra ; 136 
 2083 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 32 ; Big Sun ; 62 
 2084 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF ; 18 ; jimmysu ; 55 
 2085 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 28 ; ререх ; 61 
 2086 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF ; 64 ; lubopitnaja ; 217 
 2087 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 13 ; evilpap ; 46 
 2088 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 15 ; lintra ; 72 
 1989 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 7 ; Zorrro ; 200 
 1990 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 8 ; Zorrro ; 200 
 1991 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 29 ; uharius ; 407 
 1992 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 25 ; Геолог ; 367 
 1993 ; 1 рубль. Пластиковая упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 2 ; Zorrro ; 600 
 1994 ; 1 рубль. Пластиковая упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 7 ; Zorrro ; 797 
 1995 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 34 ; asternox ; 208 
 1996 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 26 ; krft ; 173 
 1997 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 31 ; mexngaz ; 203 
 1998 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 10 ; JohnBG ; 206 
 1999 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 40 ; asus ; 133 
 2000 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 24 ; 812 ; 695 
 2001 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 20 ; Sky2 ; 145 
 2002 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 32 ; Sky2 ; 150 
 2003 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 18 ; Sky2 ; 143 
 2004 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF+ ; 65 ; asus ; 111 
 2005 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 25 ; uharius ; 111 
 2006 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 13 ; Big Sun ; 101 
 2007 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 15 ; asus ; 105 
 2008 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 21 ; legarder ; 105 
 2009 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 32 ; П.А.Н. ; 108 
 2010 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 26 ; asus ; 90 
 2011 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 29 ; dolotov.leha ; 41 
 2012 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF+ ; 25 ; niko1968 ; 43 
 2013 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF+ ; 27 ; legarder ; 45 
 2014 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 25 ; xct ; 31 
 2015 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; AU ; 17 ; melkiy ; 217 
 2016 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; AU ; 8 ; yurrgen ; 136 
 2017 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF+ ; 9 ; agap ; 144 
 2018 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF+ ; 7 ; legarder ; 42 
 2019 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 7 ; ZET ; 42 
 2020 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF+ ; 31 ; jimmysu ; 38 
 2021 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 11 ; jimmysu ; 181 
 2022 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 22 ; Dim1410 ; 42 
 2023 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 7 ; Roman24 ; 55 
 2024 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 19 ; niko1968 ; 48 
 2025 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 18 ; Northman ; 53 
 2026 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 7 ; Play ; 55 
 2027 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 31 ; evilpap ; 151 
 2028 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 18 ; jimmysu ; 41 
 2029 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF+ ; 33 ; WOLK ; 62 
 2030 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 15 ; drn137 ; 90 
 2031 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 13 ; yurrgen ; 114 
 2032 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 32 ; WOLK ; 48 
 2033 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 9 ; jimmysu ; 39 
 2034 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 6 ; ZET ; 57 
 2035 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 42 ; WOLK ; 43 
 2036 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 19 ; jimmysu ; 50 
 2037 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 26 ; WOLK ; 84 
 2038 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 21 ; ASA19V ; 47 
 1939 ; 1 рубль. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 46 ; vasek ; 813 
 1940 ; 1 рубль. Новодел ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 2 ; jamabad ; 500 
 1941 ; 1 рубль. Новодел ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 29 ; shkon ; 475 
 1942 ; 1 рубль. Новодел ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 22 ; pilking ; 360 
 1943 ; 1 рубль. Новодел ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 20 ; Ритм ; 455 
 1944 ; 1 рубль. Новодел ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 15 ; Ритм ; 425 
 1945 ; 1 рубль. Новодел ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 40 ; JohnBG ; 306 
 1946 ; 1 рубль. Новодел ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 25 ; r52andrey ; 300 
 1947 ; 1 рубль. Новодел ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 40 ; pilking ; 302 
 1948 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 20 ; Ритм ; 455 
 1949 ; 1 рубль. Новодел ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 19 ; Ритм ; 306 
 1950 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 13 ; pashan787n0 ; 306 
 1951 ; 5 рублей. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 28 ; elefant1965 ; 1041 
 1952 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 9 ; elefant1965 ; 204 
