 3186 ; Бона иностранная ;  ;  ;  ;  ; 45 ; vladimirov ; 48 
 2389 ; 2 пфеннига. Германия ; 1939G ;  ; Cu ; VF-XF ; 9 ; ВМШ ; 57 
 2390 ; 2 пфеннига. Германия ; 1939F ;  ; Cu ; AU ; 21 ; Timurka ; 55 
 2391 ; 2 пфеннига. Германия ; 1940A ;  ; Cu ; VF ; 13 ; evgen72 ; 53 
 2392 ; 2 пфеннига. Германия ; 1940D ;  ; Cu ; VF+ ; 40 ; ВМШ ; 67 
 2393 ; 1 пфенниг. Германия ; 1937D ;  ; Cu ; VF+ ; 13 ; Saneck ; 61 
 2394 ; 1 пфенниг. Германия ; 1937E ;  ; Cu ; XF ; 18 ; Sky2 ; 175 
 2395 ; 1 пфенниг. Германия ; 1938A ;  ; Cu ; VF-XF ; 5 ; evgen72 ; 57 
 2396 ; 1 пфенниг. Германия ; 1938A ;  ; Cu ; VF+ ; 15 ; Bayun48 ; 57 
 2397 ; 1 пфенниг. Германия ; 1938D ;  ; Cu ; VF+ ; 6 ; В1951 ; 55 
 2398 ; 1 пфенниг. Германия ; 1938E ;  ; Cu ; VF+ ; 22 ; 542 ; 57 
 2399 ; 1 пфенниг. Германия ; 1938J ;  ; Cu ; VF+ ; 14 ; Saneck ; 57 
 2400 ; 1 пфенниг. Германия ; 1938J ;  ; Br ; VF ; 2 ; Mike! ; 53 
 2401 ; 1 пфенниг. Германия ; 1939A ;  ; Cu ; XF+ ; 19 ; evgen72 ; 61 
 2402 ; 1 пфенниг. Германия ; 1939D ;  ; Cu ; XF+ ; 48 ; 1972 ; 67 
 2403 ; 1 пфенниг. Германия ; 1939E ;  ; Cu ; XF- ; 36 ; asru ; 57 
 2404 ; 1 пфенниг. Германия ; 1939E ;  ; Cu ; XF- ; 14 ; Blagorodie ; 51 
 2405 ; 1 пфенниг. Германия ; 1939G ;  ; Cu ; VF-XF ; 8 ; Blagorodie ; 53 
 2406 ; 1 пфенниг. Германия ; 1939G ;  ; Br ; VF- ; 3 ; Alex74 ; 44 
 2407 ; 20 марок. ГДР. Эрнст Тельманн ; 1971 ;  ; Cu/Ni ; AU ; 22 ; PiLaT ; 175 
 2408 ; 20 марок. ГДР. Генрих Манн ; 1971 ;  ; Cu/Ni ; AU ; 3 ; sg1945 ; 200 
 2409 ; 20 марок. ГДР. 85 лет со дня рождения Эрнста Тельманна ; 1971A ;  ; Cu/Ni ; AU ; 2 ; Mike! ; 164 
 2410 ; 20 марок. ГДР. Фридрих фон Шиллер ; 1972A ;  ; Cu/Ni ; XF+ ; 4 ; PiLaT ; 158 
 2311 ; 1 марка. Германия ; 1902A ;  ; Ag ; VF-XF ; 38 ; PiLaT ; 87 
 2312 ; 1 марка. Германия ; 1903A ;  ; Ag ; VF+ ; 40 ; PiLaT ; 89 
 2313 ; 1 марка. Германия ; 1904A ;  ; Ag ; VF-XF ; 19 ; PiLaT ; 77 
 2314 ; 1 марка. Германия ; 1905A ;  ; Ag ; VF-XF ; 35 ; PiLaT ; 87 
 2315 ; 1 марка. Германия ; 1906A ;  ; Ag ; VF-XF ; 44 ; PiLaT ; 78 
 2316 ; 1 марка. Германия ; 1906F ;  ; Ag ; VF+ ; 14 ; natallli ; 67 
 2317 ; 1 марка. Германия ; 1906J ;  ; Ag ; VF+ ; 18 ; PiLaT ; 81 
 2318 ; 1 марка. Германия ; 1907A ;  ; Ag ; VF-XF ; 35 ; PiLaT ; 113 
 2319 ; 1 марка. Германия ; 1907J ;  ; Ag ; VF-XF ; 24 ; PiLaT ; 117 
 2320 ; 1 марка. Германия ; 1909D ;  ; Ag ; XF- ; 56 ; PiLaT ; 124 
 2321 ; 1 марка. Германия ; 1910A ;  ; Ag ; VF-XF ; 42 ; PiLaT ; 107 
 2322 ; 1 марка. Германия ; 1911A ;  ; Ag ; XF+ ; 60 ; PiLaT ; 177 
 2323 ; 1 марка. Германия ; 1914A ;  ; Ag ; AU ; 44 ; Sky2 ; 125 
 2324 ; 1 марка. Германия ; 1914A ;  ; Ag ; VF-XF ; 9 ; solder13 ; 106 
 2325 ; 1 марка. Германия ; 1914A ;  ; Ag ; VF+ ; 7 ; PiLaT ; 91 
 2326 ; 1 марка. Германия ; 1914J ;  ; Ag ; AU ; 13 ; elim-12 ; 143 
 2327 ; 1 марка. Германия ; 1915A ;  ; Ag ; AU ; 1 ; QSL ; 200 
 2328 ; 1 марка. Германия ; 1915E ;  ; Ag ; AU ; 29 ; PiLaT ; 348 
 2329 ; 1/2 марки. Германия ; 1905A ;  ; Ag ; VF ; 15 ; lty ; 62 
 2330 ; 1/2 марки. Германия ; 1905D ;  ; Ag ; VF+ ; 23 ; lty ; 67 
 2331 ; 1/2 марки. Германия ; 1905E ;  ; Ag ; VF+ ; 5 ; evgen72 ; 57 
 2332 ; 1/2 марки. Германия ; 1905G ;  ; Ag ; VF+ ; 25 ; evgen72 ; 57 
 2333 ; 1/2 марки. Германия ; 1905J ;  ; Ag ; VF+ ; 15 ; evgen72 ; 45 
 2334 ; 1/2 марки. Германия ; 1906A ;  ; Ag ; VF-XF ; 24 ; джон007 ; 45 
 2335 ; 1/2 марки. Германия ; 1906D ;  ; Ag ; VF ; 51 ; mixx00 ; 53 
 2336 ; 1/2 марки. Германия ; 1906E ;  ; Ag ; VF+ ; 12 ; В1951 ; 45 
 2337 ; 1/2 марки. Германия ; 1906F ;  ; Ag ; VF ; 29 ; mixx00 ; 58 
 2338 ; 1/2 марки. Германия ; 1906J ;  ; Ag ; VF ; 8 ; evgen72 ; 56 
 2339 ; 1/2 марки. Германия ; 1907A ;  ; Ag ; VF+ ; 3 ; evgen72 ; 46 
 2340 ; 1/2 марки. Германия ; 1907D ;  ; Ag ; VF+ ; 11 ; 542 ; 67 
 2341 ; 1/2 марки. Германия ; 1907E ;  ; Ag ; VF+ ; 10 ; 542 ; 67 
 2342 ; 1/2 марки. Германия ; 1908A ;  ; Ag ; VF+ ; 21 ; PiLaT ; 46 
 2343 ; 1/2 марки. Германия ; 1909A ;  ; Ag ; VF-XF ; 36 ; PiLaT ; 75 
 2344 ; 1/2 марки. Германия ; 1909E ;  ; Ag ; VF+ ; 23 ; 542 ; 49 
 2345 ; 1/2 марки. Германия ; 1912A ;  ; Ag ; XF+ ; 15 ; 542 ; 157 
 2346 ; 1/2 марки. Германия ; 1913A ;  ; Ag ; XF+ ; 14 ; igo ; 42 
 2347 ; 1/2 марки. Германия ; 1913E ;  ; Ag ; XF+ ; 18 ; 542 ; 58 
 2348 ; 1/2 марки. Германия ; 1913F ;  ; Ag ; XF+ ; 16 ; natallli ; 54 
 2349 ; 1/2 марки. Германия ; 1914A ;  ; Ag ; AU ; 48 ; Bayun48 ; 102 
 2350 ; 1/2 марки. Германия ; 1914J ;  ; Ag ; VF-XF ; 18 ; joss2010 ; 100 
 2351 ; 1/2 марки. Германия ; 1915A ;  ; Ag ; AU ; 36 ; surf2k5 ; 79 
 2352 ; 1/2 марки. Германия ; 1915D ;  ; Ag ; XF+ ; 31 ; Bayun48 ; 55 
 2353 ; 1/2 марки. Германия ; 1915E ;  ; Ag ; AU ; 15 ; 542 ; 68 
 2354 ; 1/2 марки. Германия ; 1915F ;  ; Ag ; XF ; 11 ; Bayun48 ; 56 
 2355 ; 1/2 марки. Германия ; 1916A ;  ; Ag ; AU ; 27 ; Girus_ ; 101 
 2356 ; 1/2 марки. Германия ; 1916D ;  ; Ag ; AU ; 53 ; Girus_ ; 284 
 2357 ; 1/2 марки. Германия ; 1916J ;  ; Ag ; XF+ ; 12 ; surf2k5 ; 47 
 2358 ; 1/2 марки. Германия ; 1917A ;  ; Ag ; AU ; 24 ; vc57 ; 69 
 2359 ; 1/2 марки. Германия ; 1918A ;  ; Ag ; XF+ ; 24 ; PiLaT ; 71 
 2360 ; 1/2 марки. Германия ; 1918E ;  ; Ag ; AU ; 20 ; 542 ; 114 
 2261 ; 5 марок. Германия. Церковь в Потсдаме ; 1935A ;  ; Ag ; VF ; 7 ; VR62 ; 312 
 2262 ; 3 марки. Пруссия ; 1909 ;  ; Ag ; VF+/VF-XF ; 8 ; QSL ; 735 
 2263 ; 3 марки. Бавария ; 1909 ;  ; Ag ; AU ; 42 ; vatom22 ; 1275 
 2264 ; 3 марки. Пруссия. 100 лет университету Берлина ; 1910 ;  ; Ag ; AU ; 48 ; azef ; 3033 
 2265 ; 3 марки. Бавария. 90 лет принцу-регенту Люитпольду ; 1911 ;  ; Ag ; AU ; 44 ; Усы ; 1938 
 2266 ; 3 марки. Бавария ; 1913D ;  ; Ag ; VF-XF ; 7 ; Усы ; 841 
 2267 ; 3 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; AU ; 46 ; lynx ; 926 
 2268 ; 3 марки. Пруссия. 25 лет правления Вильгльма II. Убрана подвеска 12 часов ; 1913A ;  ; Ag ; VF ; 8 ; Mike! ; 616 
 2269 ; 3 марки. Пруссия ; 1914 ;  ; Ag ; XF- ; 61 ; lynx ; 740 
 2270 ; 3 марки. Бавария ; 1914 ;  ; Ag ; AU ; 63 ; vatom22 ; 1224 
 2271 ; 3 марки. Веймар. 1000-летие освобождения Рейнланда ; 1925 ;  ; Ag ; AU ; 26 ; Almazin ; 2040 
 2272 ; 3 марки. Веймар. Фон дер Фогельвейде ; 1930 ;  ; Ag ; AU ; 37 ; Almazin ; 3000 
 2273 ; 3 марки. Веймар. Гете ; 1932D ;  ; Ag ; AU ; 57 ; comrade747 ; 4007 
 2274 ; 2 марки. Пруссия. Фридрих ; 1888 ;  ; Ag ; XF+ ; 49 ; Sky2 ; 1813 
 2275 ; 2 марки. Пруссия. 200 лет королевству Пруссии ; 1901А ;  ; Ag ; VF+ ; 32 ; ICEK ; 1326 
 2276 ; 2 марки. Пруссия. 200 лет королевству Пруссии ; 1901А ;  ; Ag ; XF- ; 5 ; 1999 ; 1041 
 2277 ; 2 марки. Бавария. 90 лет принцу-регенту Люитпольду ; 1911 ;  ; Ag ; AU ; 32 ; torus72 ; 1326 
 2278 ; 2 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; AU ; 76 ; timberwolf ; 1062 
 2279 ; 2 марки. Пруссия. 25 лет правления ; 1913 ;  ; Ag ; AU ; 50 ; lelik ; 882 
 2280 ; 2 марки. Германия. Мартин Лютер ; 1933 ;  ; Ag ; AU ; 35 ; hjcnjr ; 1242 
 2281 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1937A ;  ; Ag ; VF-XF ; 15 ; solder13 ; 215 
 2282 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1937D ;  ; Ag ; VF+ ; 14 ; PiLaT ; 210 
 2283 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1937F ;  ; Ag ; VF-XF ; 9 ; pjero ; 230 
 2284 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1938A ;  ; Ag ; VF-XF ; 27 ; pjero ; 324 
 2285 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1938B ;  ; Ag ; VF+ ; 6 ; PiLaT ; 210 
 2286 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1938B ;  ; Ag ; VF-XF ; 8 ; PiLaT ; 209 
 2287 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1939A ;  ; Ag ; VF+ ; 6 ; PiLaT ; 210 
 2288 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1939A ;  ; Ag ; VF-XF ; 10 ; PiLaT ; 230 
 2289 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1939D ;  ; Ag ; VF-XF ; 10 ; pjero ; 230 
 2290 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1939J ;  ; Ag ; VF+ ; 7 ; PiLaT ; 179 
 2291 ; 1 марка. Германия ; 1873A ;  ; Ag ; VF ; 10 ; lty ; 108 
 2292 ; 1 марка. Германия ; 1874A ;  ; Ag ; VF ; 42 ; lty ; 79 
 2293 ; 1 марка. Германия ; 1874C ;  ; Ag ; VF- ; 23 ; lty ; 87 
 2294 ; 1 марка. Германия ; 1874F ;  ; Ag ; VF- ; 11 ; lty ; 86 
 2295 ; 1 марка. Германия ; 1874G ;  ; Ag ; VF- ; 16 ; lty ; 75 
 2296 ; 1 марка. Германия ; 1874H ;  ; Ag ; VF- ; 19 ; lty ; 87 
 2297 ; 1 марка. Германия ; 1875A ;  ; Ag ; VF ; 20 ; lty ; 81 
 2298 ; 1 марка. Германия ; 1875C ;  ; Ag ; VF ; 6 ; natallli ; 57 
 2299 ; 1 марка. Германия ; 1875D ;  ; Ag ; VF- ; 10 ; natallli ; 61 
 2300 ; 1 марка. Германия ; 1875F ;  ; Ag ; VF- ; 13 ; natallli ; 46 
 2301 ; 1 марка. Германия ; 1875J ;  ; Ag ; VF- ; 9 ; ksv1 ; 61 
 2302 ; 1 марка. Германия ; 1875H ;  ; Ag ; VF ; 6 ; evgen72 ; 72 
 2303 ; 1 марка. Германия ; 1876A ;  ; Ag ; VF ; 8 ; Blagorodie ; 77 
 2304 ; 1 марка. Германия ; 1876C ;  ; Ag ; VF+ ; 9 ; Bayun48 ; 74 
 2305 ; 1 марка. Германия ; 1876F ;  ; Ag ; VF ; 14 ; Blagorodie ; 88 
 2306 ; 1 марка. Германия ; 1878G ;  ; Ag ; VF ; 34 ; 542 ; 90 
 2307 ; 1 марка. Германия ; 1880A ;  ; Ag ; VF- ; 20 ; 542 ; 74 
 2308 ; 1 марка. Германия ; 1881J ;  ; Ag ; VF ; 14 ; Alex74 ; 81 
 2309 ; 1 марка. Германия ; 1899D ;  ; Ag ; VF-XF ; 9 ; джон007 ; 83 
 2310 ; 1 марка. Германия ; 1901A ;  ; Ag ; VF+ ; 21 ; Blagorodie ; 82 
 1506 ; 20 копеек ; 1922 ;  ; Ag ; XF+ ; 57 ; erdnaj ; 230 
 1507 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 41 ; PiLaT ; 51 
 1508 ; 5 копеек ; 1945 ;  ; Br ; VF+ ; 36 ; Saneck ; 582 
 1509 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ле ; Cu-Ni ; Proof ; 19 ; Glen ; 1532 
 1510 ; Годовой набор монет СССР (10шт): 1р, 50к, 20к, 15к, 10к, 5к, 3к, 2к, 1к + Жетон. В пластмассовой капсуле ; 1977 ;  ; Cu-Ni, Cu- ; Unc ; 53 ; Grisha7 ; 1841 
 1511 ; Годовой набор монет СССР (10шт): 1р, 50к, 20к, 15к, 10к, 5к, 3к, 2к, 1к + Жетон. В пластмассовой капсуле ; 1979 ;  ; Cu-Ni, Cu- ; Unc ; 90 ; Grisha7 ; 1956 
 1512 ; Лот монет СССР: 5,10,15,20 коп (25шт) ; 1943-1957 ;  ; Br,Ni ; VF+/XF ; 66 ; PiLaT ; 352 
 1513 ; Лот монет СССР: 10,15,20 коп (20шт) ; 1954-1957 ;  ; Ni ; VF+/XF ; 107 ; tavitrof ; 359 
 2219 ; 1 онция. Италия, Сицилия ; 1752?PN ;  ; Au ; XF+ ; 29 ; Глол ; 12750 
 2220 ; 1 дукат. Австрия ; 1887 ;  ; Au ; XF+ ; 55 ; andem ; 5008 
 2221 ; Дукат. Чехословакия. 5-ая годовщина республики ; 1933 ;  ; Au ; AU ; 26 ; Глол ; 10627 
 2222 ; 20 марок. Бавария ; 1872D ;  ; Au ; XF+/AU ; 24 ; stur ; 9180 
 2223 ; 20 марок. Пруссия ; 1913A ;  ; Au ; AU ; 21 ; Sky2 ; 8254 
 2224 ; 20 крон. Дания ; 1908 ;  ; Au ; AU ; 16 ; domosed ; 7916 
 2225 ; 20 крон. Дания ; 1914 ;  ; Au ; AU ; 15 ; domosed ; 7784 
 2226 ; 20 франков. Бельгия ; 1914 ;  ; Au ; AU ; 26 ; PSP ; 6448 
 2227 ; 20 лей. Румыния. Румынские короли ; 1944 ;  ; Au ; AU ; 40 ; PSP ; 4945 
 2228 ; 10 корон. Венгрия ; 1898 ;  ; Au ; AU ; 56 ; лот мой! ; 4500 
 2229 ; 10 корон. Венгрия ; 1905 ;  ; Au ; XF+ ; 14 ; PSP ; 3988 
 2230 ; 10 крон. Австрия ; 1905 ;  ; Au ; XF+ ; 11 ; PSP ; 3988 
 2231 ; 10 крон. Австрия ; 1909 ;  ; Au ; AU ; 5 ; PSP ; 4182 
 2232 ; 10 крон. Дания ; 1909 ;  ; Au ; AU ; 10 ; PSP ; 4444 
 2233 ; 500 лир. Турция ; 1978 ;  ; Au ; AU ; 40 ; sherif-69 ; 6549 
 2234 ; 5 долларов. США ; 1986 ;  ; Au ; Proof ; 23 ; domosed ; 6758 
 2235 ; Талер. Брауншвейг-Люнебург-Каленберг-Ганновер ; 1717HH ;  ; Ag ; VF-XF ; 54 ; Sky2 ; 8159 
 2236 ; Мадонненталер. Бавария ; 1760 ;  ; Ag ; VF+ ; 68 ; PSP ; 3329 
 2237 ; Мадонненталер. Бавария ; 1778 ;  ; Ag ; VF+ ; 65 ; PSP ; 3060 
 2238 ; Талер. Бавария ; 1813 ;  ; Ag ; XF ; 63 ; Craftwerk ; 7512 
 2239 ; Талер. Бавария ; 1817 ;  ; Ag ; VF+ ; 53 ; Craftwerk ; 4356 
 2240 ; Талер. Саксония ; 1861 ;  ; Ag ; XF+ ; 34 ; Arsak ; 4000 
 2241 ; Талер. Бавария ; 1866 ;  ; Ag ; AU ; 71 ; azef ; 4418 
 2242 ; Талер. Мария Терезия. Австрия. Новодел ; 1780 ;  ; Ag ; AU ; 5 ; лот мой! ; 510 
 2243 ; 2 гульдена. Бавария ; 1852 ;  ; Ag ; AU ; 100 ; azef ; 4331 
 2244 ; 1 гульден. Бавария ; 1841 ;  ; Ag ; XF- ; 89 ; azef ; 2040 
 2245 ; 1/6 талера. Брауншвейг-Люнебург-Каленберг-Ганновер ; 1798PLM ;  ; Ag ; XF+/AU ; 44 ; hjk1974 ; 6243 
 2246 ; 20 крейцеров. Австрия. Отверстие 6 часов ; 1810 ;  ; Ag ; F ; 2 ; Mike! ; 63 
 2247 ; 20 крейцеров. Австрия. Отверстие 12 часов ; 1840 ;  ; Ag ; VF- ; 17 ; Mike! ; 221 
 2248 ; 6 грошей. Брауншвейг-Люнебург-Каленберг-Ганновер ; 1710?HB ;  ; Ag ; VF+ ; 28 ; Alexdav ; 1145 
 2249 ; 6 грошей. Брауншвейг-Люнебург-Каленберг-Ганновер ; 1713HCB ;  ; Ag ; VF+ ; 37 ; vitapool ; 1530 
 2250 ; 3 гроша. Брауншвейг-Люнебург-Каленберг-Ганновер. Деформация ; 1708HB ;  ; Ag ; VF- ; 31 ; Peugene ; 459 
 2251 ; 5 марок. Пруссия ; 1876 ;  ; Ag ; VF ; 60 ; lynx ; 870 
 2252 ; 5 марок. Пруссия. Фридрих ; 1888 ;  ; Ag ; VF+ ; 53 ; Sky2 ; 3715 
 2253 ; 5 марок. Пруссия. 200 лет королевству ; 1901 ;  ; Ag ; AU ; 37 ; Almazin ; 3000 
 2254 ; 5 марок. Пруссия ; 1902А ;  ; Ag ; VF/VF+ ; 13 ; QSL ; 1056 
 2255 ; 5 марок. Пруссия ; 1903 ;  ; Ag ; VF+ ; 25 ; lynx ; 1016 
 2256 ; 5 марок. Пруссия ; 1904А ;  ; Ag ; VF+ ; 20 ; lynx ; 1091 
 2257 ; 5 марок. Пруссия ; 1914 ;  ; Ag ; AU ; 23 ; Timurka ; 1192 
 2258 ; 5 марок. Веймар. Кругосветный полет Граф Цепелин ; 1930 ;  ; Ag ; AU/XF+ ; 23 ; bier ; 5019 
 2259 ; 5 марок. Германия. Церковь в Потсдаме ; 1935A ;  ; Ag ; VF+ ; 3 ; orel66 ; 1000 
 2260 ; 5 марок. Германия. Церковь в Потсдаме ; 1935A ;  ; Ag ; VF ; 17 ; lynx ; 302 
 1456 ; 20 копеек ; 1930 ;  ; Ag ; XF+ ; 24 ; tavitrof ; 157 
 1457 ; 20 копеек ; 1980 ;  ; Cu-Ni ; AU ; 43 ; erdnaj ; 65 
 1458 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 40 ; est4o ; 152 
 1459 ; 15 копеек ; 1936 ;  ; Ni ; XF+ ; 4 ; mag ; 209 
 1460 ; 10 копеек ; 1936 ;  ; Ni ; VF-XF ; 4 ; lm5665 ; 55 
 1461 ; 10 копеек ; 1972 ;  ; Cu-Ni ; XF- ; 21 ; surf2k5 ; 20 
 1462 ; 10 копеек ; 1974 ;  ; Cu-Ni ; AU ; 26 ; tavitrof ; 27 
 1463 ; 5 копеек ; 1949 ;  ; Br ; VF ; 11 ; rmiller ; 46 
 1464 ; 5 копеек ; 1961 ;  ; Cu-Zn ; XF+ ; 2 ; tavitrof ; 57 
 1465 ; 5 копеек ; 1974 ;  ; Cu-Zn ; AU ; 3 ; sg1945 ; 100 
 1466 ; 3 копейки ; 1926 ;  ; Br ; VF ; 1 ; sg1945 ; 120 
 1467 ; 3 копейки ; 1940 ;  ; Br ; VF ; 20 ; surf2k5 ; 20 
 1468 ; 2 копейки. Упаковка ; 1968 ;  ; Cu-Zn ; Unc ; 12 ; Glen ; 43 
 1469 ; 1 копейка ; 1937 ;  ; Br ; AU ; 52 ; ZAC ; 816 
 1470 ; 1 копейка ; 1941 ;  ; Br ; AU ; 28 ; erdnaj ; 638 
 1471 ; 1 копейка ; 1950 ;  ; Br ; AU ; 20 ; masha ; 306 
 1472 ; 1 копейка ; 1954 ;  ; Br ; VF+ ; 14 ; surf2k5 ; 15 
 1473 ; 50 копеек ; 1975 ;  ; Cu-Ni ; VF-XF ; 54 ; Alex74 ; 1247 
 1474 ; 15 копеек ; 1975 ;  ; Cu-Ni ; XF- ; 35 ; Михалыч ; 1071 
 1475 ; 15 копеек ; 1966 ;  ; Cu-Ni ; XF ; 70 ; Михалыч ; 1093 
 1476 ; 10 копеек ; 1966 ;  ; Cu-Ni ; XF ; 127 ; Михалыч ; 2172 
 1477 ; 5 копеек ; 1926 ;  ; Br ; VF ; 28 ; lm5665 ; 244 
 1478 ; 5 копеек ; 1930 ;  ; Br ; F-VF ; 13 ; PiLaT ; 12 
 1479 ; 5 копеек ; 1931 ;  ; Br ; VF- ; 21 ; PiLaT ; 25 
 1480 ; 5 копеек ; 1932 ;  ; Br ; F+ ; 11 ; natallli ; 10 
 1481 ; 5 копеек ; 1936 ;  ; Br ; F+ ; 47 ; PVA13 ; 500 
 1482 ; 5 копеек ; 1937 ;  ; Br ; F+ ; 56 ; Михалыч ; 572 
 1483 ; 5 копеек ; 1938 ;  ; Br ; F+ ; 21 ; Михалыч ; 88 
 1484 ; 5 копеек ; 1939 ;  ; Br ; VF+/VF- ; 58 ; focus-nik2006 ; 283 
 1485 ; 3 копейки ; 1926 ;  ; Br ; F-VF ; 41 ; PiLaT ; 51 
 1486 ; 3 копейки ; 1928 ;  ; Br ; F-VF ; 26 ; lm5665 ; 51 
 1487 ; 3 копейки ; 1929 ;  ; Br ; F-VF ; 32 ; PiLaT ; 51 
 1488 ; 3 копейки ; 1930 ;  ; Br ; VF- ; 46 ; PiLaT ; 51 
 1489 ; 3 копейки ; 1931 ;  ; Br ; F-VF ; 25 ; alyans-met ; 39 
 1490 ; 3 копейки ; 1932 ;  ; Br ; VF ; 23 ; asru ; 51 
 1491 ; 3 копейки ; 1933 ;  ; Br ; F-VF ; 35 ; asru ; 53 
 1492 ; 3 копейки ; 1934 ;  ; Br ; F-VF ; 7 ; lm5665 ; 51 
 1493 ; 3 копейки ; 1938 ;  ; Br ; F-VF ; 17 ; PiLaT ; 17 
 1494 ; 3 копейки ; 1941 ;  ; Br ; VF+ ; 9 ; Coins911 ; 51 
 1495 ; 3 копейки ; 1945 ;  ; Br ; F-VF ; 21 ; PVA13 ; 410 
 1496 ; 2 копейки ; 1926 ;  ; Br ; VF- ; 21 ; surf2k5 ; 26 
 1497 ; 2 копейки ; 1928 ;  ; Br ; F-VF ; 23 ; PiLaT ; 24 
 1498 ; 2 копейки ; 1930 ;  ; Br ; VF- ; 22 ; o.k. ; 36 
 1499 ; 2 копейки ; 1931 ;  ; Br ; VF ; 23 ; surf2k5 ; 26 
 1500 ; 1 копейка ; 1927 ;  ; Br ; F+ ; 21 ; lm5665 ; 139 
 1501 ; 1 копейка ; 1931 ;  ; Br ; VF+ ; 7 ; lm5665 ; 153 
 1502 ; 1 копейка ; 1933 ;  ; Br ; XF- ; 21 ; Blagorodie ; 77 
 1503 ; 1 копейка ; 1934 ;  ; Br ; F-VF ; 13 ; kuril ; 389 
 1504 ; 1 копейка ; 1935 ;  ; Br ; F+ ; 97 ; mag ; 514 
 1505 ; 1 копейка ; 1941 ;  ; Br ; VF-XF ; 46 ; Girus_ ; 191 
 1406 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F ; 26 ; natallli ; 26 
 1407 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF+ ; 64 ; mag ; 340 
 1408 ; Полкопейки ; 1925 ;  ; Cu ; VF+ ; 30 ; vovan100 ; 500 
 1409 ; Полкопейки ; 1927 ;  ; Cu ; VF-XF ; 39 ; vovan100 ; 500 
 1410 ; Полкопейки ; 1928 ;  ; Cu ; XF- ; 69 ; tdp ; 2316 
 1411 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF ; 31 ; Xe72 ; 40 
 1412 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF ; 21 ; PiLaT ; 30 
 1413 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; XF ; 21 ; PiLaT ; 30 
 1414 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; XF ; 52 ; Xe72 ; 53 
 1415 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; VF-XF ; 6 ; PiLaT ; 7 
 1416 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; VF-XF ; 12 ; PiLaT ; 13 
 1417 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; VF-XF ; 8 ; PiLaT ; 8 
 1418 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; VF-XF ; 18 ; PiLaT ; 32 
 1419 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; VF-XF ; 11 ; PiLaT ; 12 
 1420 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; XF ; 15 ; PiLaT ; 25 
 1421 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF ; 30 ; Xe72 ; 40 
 1422 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; XF ; 13 ; lm5665 ; 23 
 1423 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; XF ; 16 ; PiLaT ; 20 
 1424 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; XF ; 19 ; PiLaT ; 21 
 1425 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; XF ; 42 ; Xe72 ; 78 
 1426 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; VF-XF ; 50 ; PiLaT ; 51 
 1427 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; VF-XF ; 25 ; PiLaT ; 25 
 1428 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; XF ; 28 ; PiLaT ; 44 
