 3207 ; Бона иностранная ;  ;  ;  ;  ; 17 ; cochu ; 51 
 1702 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возр ; Cu-Ni ; Proof ; 4 ; Elvin ; 209 
 1703 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 18 ; pak1313 ; 128 
 1704 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 10 ; koga ; 133 
 1705 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 10 ; zero ; 91 
 1706 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; Proof ; 4 ; zero ; 79 
 1707 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; Proof ; 34 ; lm5665 ; 138 
 1708 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 15 ; is54 ; 74 
 1709 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 42 ; nikolay3 ; 105 
 1610 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 9 ; obob999 ; 34 
 1611 ; 3 копейки ; 1935 ;  ; Br ; F-VF ; 14 ; Инвестор ; 27 
 1612 ; 3 копейки ; 1941 ;  ; Br ; VF-XF ; 24 ; is54 ; 46 
 1613 ; 2 копейки ; 1931 ;  ; Br ; VF+ ; 29 ; Инвестор ; 36 
 1614 ; 2 копейки ; 1955 ;  ; Br ; VF+ ; 16 ; Инвестор ; 16 
 1615 ; 2 копейки ; 1957 ; в венке герба 15 лент ; Br ; XF+ ; 28 ; jenic ; 101 
 1616 ; 1 копейка ; 1936 ;  ; Br ; VF- ; 24 ; Инвестор ; 33 
 1617 ; 20 копеек ; 1986 ;  ; Cu-Ni ; XF ; 3 ; asru ; 6 
 1618 ; 10 копеек ; 1975 ;  ; Cu-Ni ; AU ; 24 ; fotograf ; 30 
 1619 ; 3 копейки ; 1976 ;  ; Cu-Zn ; AU ; 19 ; solder13 ; 84 
 1620 ; 1 копейка ; 1974 ;  ; Cu-Zn ; AU ; 31 ; PVA13 ; 82 
 1621 ; 10 копеек ; 1931 ;  ; Ni ; F+ ; 3 ; asru ; 37 
 1622 ; 10 копеек ; 1933 ;  ; Ni ; F-VF ; 3 ; obob999 ; 32 
 1623 ; 10 копеек ; 1933 ;  ; Ni ; F+ ; 2 ; ЧИС ; 31 
 1624 ; 20 копеек ; 1942 ; л/с звезда плоская ; Ni ; F-VF ; 28 ; von_Schwarz ; 123 
 1625 ; 20 копеек ; 1942 ; л/с звезда плоская ; Ni ; F-VF ; 4 ; von_Schwarz ; 114 
 1626 ; 15 копеек ; 1945 ;  ; Ni ; F-VF ; 2 ; Рэп-6 ; 21 
 1627 ; 15 копеек ; 1950 ;  ; Ni ; F-VF ; 10 ; elac ; 101 
 1628 ; 5 копеек ; 1948 ;  ; Br ; VF- ; 15 ; Скрудж ; 116 
 1629 ; 5 копеек ; 1949 ;  ; Br ; VF+ ; 4 ; evgen72 ; 23 
 1630 ; 5 копеек ; 1940 ;  ; Br ; F-VF ; 20 ; golg ; 57 
 1631 ; 5 копеек ; 1932 ;  ; Br ; VF+ ; 16 ; alexey_s ; 146 
 1632 ; 5 копеек ; 1930 ;  ; Br ; VF ; 2 ; gelind ; 31 
 1633 ; 3 копейки ; 1926 ;  ; Br ; VF+ ; 53 ; lesnik1 ; 226 
 1634 ; 3 копейки ; 1935 ;  ; Br ; VF+ ; 42 ; sergfokin ; 355 
 1635 ; 3 копейки ; 1935 ; л/с звезда фигурная ; Br ; VF- ; 22 ; tss ; 317 
 1636 ; 2 копейки ; 1935 ;  ; Br ; F-VF ; 34 ; tss ; 110 
 1637 ; 20 копеек ; 1949 ;  ; Ni ; F-VF ; 55 ; GVBGVB ; 65 
 1638 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленингр ; Cu-Ni ; Proof ; 40 ; pak1313 ; 241 
 1639 ; 3 рубля ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 13 ; vatom22 ; 567 
 1640 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Велосипе ; Cu-Ni ; Proof ; 29 ; o.k. ; 1054 
 1641 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ле ; Cu-Ni ; Proof ; 45 ; Dimm ; 1022 
 1642 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; AU ; 60 ; nikolay3 ; 72 
 1643 ; 5 копеек. Упаковка ; 1968 ;  ; Cu-Zn ; Unc ; 63 ; erdnaj ; 313 
 1644 ; 50 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; Unc ; 32 ; VDV ; 159 
 1645 ; 5 рублей. 300 лет Российскому флоту ; 1996 ;  ;  ; AU ; 68 ; orel66 ; 366 
 1646 ; 5 копеек ; 1976 ;  ; Cu-Zn ; AU ; 11 ; Qersej ; 138 
 1647 ; 50 копеек ; 1961 ;  ; Cu-Ni ; AU ; 83 ; Paul68 ; 917 
 1648 ; 50 копеек ; 1976 ;  ; Cu-Ni ; AU ; 39 ; alexandervolkov ; 493 
 1649 ; 20 копеек ; 1974 ;  ; Cu-Ni ; AU ; 38 ; zhabon 06 ; 1020 
 1650 ; 20 копеек ; 1979 ;  ; Cu-Ni ; AU ; 19 ; Рэп-6 ; 36 
 1651 ; 5 копеек ; 1930 ;  ; Br ; VF-XF ; 4 ; tavitrof ; 61 
 1652 ; 15 копеек ; 1975 ;  ; Cu-Ni ; AU ; 38 ; kollega ; 705 
 1653 ; 10 копеек ; 1969 ;  ; Cu-Ni ; AU ; 16 ; sg1945 ; 47 
 1654 ; 10 копеек ; 1974 ;  ; Cu-Ni ; AU ; 9 ; Пионер ; 28 
 1655 ; 3 копейки ; 1965 ;  ; Cu-Zn ; AU ; 60 ; Uncle ; 554 
 1656 ; 3 копейки ; 1975 ;  ; Cu-Zn ; AU ; 13 ; erdnaj ; 153 
 1657 ; 1 копейка ; 1975 ;  ; Cu-Zn ; AU ; 8 ; joss2010 ; 20 
 1658 ; 1 копейка ; 1963 ;  ; Cu-Zn ; VF-XF ; 72 ; alexandervolkov ; 150 
 1659 ; 3 копейки ; 1940 ;  ; Br ; AU ; 36 ; erdnaj ; 403 
 1560 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; Proof ; 14 ; lm5665 ; 127 
 1561 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; Proof ; 15 ; Инвестор ; 81 
 1562 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; Proof ; 18 ; kartem05 ; 126 
 1563 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; Proof ; 12 ; tisa66 ; 169 
 1564 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 16 ; masha ; 153 
 1565 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 28 ; Elvin ; 147 
 1566 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагар ; Cu-Ni ; Proof ; 37 ; awor.59 ; 1532 
 1567 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; Proof ; 46 ; vladzory ; 823 
 1568 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 24 ; kartem05 ; 155 
 1569 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ле ; Cu-Ni ; Proof ; 16 ; vladzory ; 1325 
 1570 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 32 ; lm5665 ; 98 
 1571 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; Proof ; 9 ; koga ; 117 
 1572 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; Proof ; 57 ; Elvin ; 1502 
 1573 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; Proof ; 5 ; gutun ; 92 
 1574 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; Proof ; 6 ; zero ; 92 
 1575 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 14 ; kartem05 ; 92 
 1576 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; Proof ; 27 ; pak1313 ; 230 
 1577 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; Proof ; 6 ; lm5665 ; 102 
 1578 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 32 ; pak1313 ; 147 
 1579 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; Proof ; 20 ; zero ; 122 
 1580 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; Proof ; 13 ; masha ; 92 
 1581 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; Proof ; 7 ; Инвестор ; 81 
 1582 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; Proof ; 80 ; Elvin ; 1064 
 1583 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 18 ; vladzory ; 1022 
 1584 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; Proof ; 11 ; gutun ; 112 
 1585 ; 100 рублей ; 1992 ; ЛМД биметалл ; Cu-Ni ; AU ; 43 ; VDV ; 204 
 1586 ; 50 рублей ; 1992 ; ЛМД биметалл ; Cu-Zn ; AU ; 27 ; Инвестор ; 27 
 1587 ; 100 рублей ; 1992 ; ММД биметалл ; Cu-Ni ; XF+ ; 114 ; VDV ; 3696 
 1588 ; 100 рублей ; 1993 ; ЛМД белый металл ; Cu-Ni ; AU ; 3 ; Eugen ; 30 
 1589 ; 2 рубля ; 2001СПМД ; Ю.Гагарин ; Cu-Ni ; AU ; 52 ; wladimir1972 ; 147 
 1590 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 14 ; obob999 ; 26 
 1591 ; 5 копеек ; 1940 ;  ; Br ; VF- ; 7 ; obob999 ; 27 
 1592 ; 5 копеек ; 1946 ;  ; Br ; VF- ; 13 ; Рэп-6 ; 25 
 1593 ; 5 копеек ; 1953 ;  ; Br ; VF- ; 12 ; niyaz ; 24 
 1594 ; 5 копеек ; 1991 ; ММД ; Cu-Zn ; AU ; 140 ; erdnaj ; 754 
 1595 ; 3 копейки ; 1956 ;  ; Br ; F+ ; 10 ; Инвестор ; 27 
 1596 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 48 ; gors ; 252 
 1597 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 12 ; gors ; 363 
 1598 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; Proof ; 16 ; fontanka ; 459 
 1599 ; 1 рубль. Новодел ; 1983 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; Proof ; 7 ; tdp ; 459 
 1600 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 13 ; Инвестор ; 53 
 1601 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 20 ; nikolay3 ; 104 
 1602 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Ма ; Cu-Ni ; Proof ; 33 ; tdp ; 822 
 1603 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 33 ; HOMO ; 57 
 1604 ; 15 копеек ; 1927 ;  ; Ag ; XF+ ; 6 ; HOMO ; 63 
 1605 ; 20 копеек ; 1932 ;  ; Ni ; VF-XF ; 26 ; eugraphus ; 25 
 1606 ; 15 копеек ; 1932 ;  ; Ni ; XF+ ; 17 ; MAYSIC ; 72 
 1607 ; 15 копеек ; 1940 ;  ; Ni ; VF-XF ; 53 ; Пионер ; 92 
 1608 ; 10 копеек ; 1938 ;  ; Ni ; VF+ ; 48 ; lm5665 ; 88 
 1609 ; 10 копеек ; 1943 ;  ; Ni ; XF- ; 31 ; rizovtpl ; 355 
 1510 ; 2 копейки ; 1936 ;  ; Br ; VF+ ; 21 ; tron ; 92 
 1511 ; 2 копейки ; 1938 ;  ; Br ; VF+ ; 9 ; tron ; 92 
 1512 ; 2 копейки ; 1938 ;  ; Br ; VF-XF ; 27 ; tron ; 92 
 1513 ; 1 копейка ; 1926 ;  ; Br ; XF- ; 38 ; Lotus 99 ; 315 
 1514 ; 1 копейка ; 1934 ;  ; Br ; F-VF ; 119 ; tron ; 505 
 1515 ; 1 копейка ; 1936 ;  ; Br ; XF+ ; 93 ; Black_Orc ; 218 
 1516 ; 1 копейка ; 1936 ;  ; Br ; VF-XF ; 21 ; tron ; 91 
 1517 ; 1 копейка ; 1937 ;  ; Br ; VF- ; 102 ; tron ; 402 
 1518 ; 1 копейка ; 1938 ;  ; Br ; F-VF ; 49 ; tron ; 79 
 1519 ; 1 копейка ; 1940 ;  ; Br ; AU ; 48 ; Black_Orc ; 260 
 1520 ; 1 копейка ; 1945 ;  ; Br ; XF- ; 80 ; jenic ; 426 
 1521 ; 1 копейка ; 1951 ;  ; Br ; VF ; 67 ; Скрудж ; 86 
 1522 ; 2 рубля ; 2001 ; Ю.Гагарин ; Cu-Ni ; AU ; 25 ; nmvbnm ; 150 
 1523 ; 2 рубля ; 1999 ; СПМД ; Cu-Ni-Zn ; AU ; 54 ; alexandervolkov ; 150 
 1524 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А ; Cu-Ni ; AU ; 132 ; PVA13 ; 443 
 1525 ; 1 рубль ; 1999 ; СПМД ; Cu-Ni-Zn ; AU ; 79 ; tron ; 134 
 1526 ; 20 копеек ; 1961 ;  ; Cu-Ni ; AU ; 82 ; Uncle ; 119 
 1527 ; 20 копеек ; 1974 ;  ; Cu-Ni ; AU ; 65 ; erdnaj ; 1335 
 1528 ; 15 копеек ; 1974 ;  ; Cu-Ni ; AU ; 66 ; MAYSIC ; 918 
 1529 ; 20 копеек ; 1922 ;  ; Ag ; VF- ; 47 ; ForeverYoung ; 77 
 1530 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 82 ; Инвестор ; 120 
 1531 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 41 ; MAYSIC ; 93 
 1532 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 18 ; HOMO ; 61 
 1533 ; 20 копеек ; 1927 ;  ; Ag ; VF+ ; 14 ; tron ; 57 
 1534 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF ; 17 ; asru ; 55 
 1535 ; 20 копеек ; 1932 ;  ; Ni ; F-VF ; 19 ; obob999 ; 20 
 1536 ; 20 копеек ; 1933 ;  ; Ni ; F ; 17 ; Рэп-6 ; 28 
 1537 ; 20 копеек ; 1936 ; л/с звезда плоская ; Ni ; F+ ; 71 ; Инвестор ; 90 
 1538 ; 20 копеек ; 1938 ; л/с звезда плоская ; Ni ; F ; 5 ; obob999 ; 33 
 1539 ; 20 копеек ; 1939 ;  ; Ni ; F+ ; 14 ; GVBGVB ; 33 
 1540 ; 20 копеек ; 1956 ;  ; Ni ; VF+ ; 27 ; tron ; 28 
 1541 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; F-VF ; 75 ; Basilio ; 99 
 1542 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; VF-XF ; 28 ; tron ; 28 
 1543 ; 20 копеек ; 1941 ; л/с звезда плоская ; Ni ; F+ ; 74 ; Рэп-6 ; 94 
 1544 ; 20 копеек ; 1933 ;  ; Ni ; XF+ ; 21 ; Black_Orc ; 72 
 1545 ; 20 копеек ; 1936 ; л/с звезда плоская ; Ni ; XF+ ; 73 ; Black_Orc ; 92 
 1546 ; 20 копеек ; 1937 ; л/с звезда плоская ; Ni ; VF-XF ; 3 ; obob999 ; 31 
 1547 ; 20 копеек ; 1944 ;  ; Ni ; VF+ ; 49 ; sk57 ; 168 
 1548 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 17 ; gors ; 123 
 1549 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 16 ; nikolay3 ; 44 
 1550 ; 5 копеек ; 1991 ; ЛМД ; Cu-Zn ; AU ; 17 ; erdnaj ; 22 
 1551 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 15 ; Инвестор ; 65 
 1552 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 11 ; Инвестор ; 65 
 1553 ; 5 рублей. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 68 ; Poiuyt ; 410 
 1554 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 19 ; masha ; 139 
 1555 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 62 ; fontanka ; 286 
 1556 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; Proof ; 63 ; shiraliv ; 448 
 1557 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; Proof ; 13 ; pak1313 ; 102 
 1558 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; Proof ; 34 ; lesnik1 ; 216 
 1559 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; Proof ; 8 ; lm5665 ; 105 
 1460 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 24 ; tron ; 92 
 1461 ; 15 копеек ; 1930 ;  ; Ag ; F-VF ; 28 ; ForeverYoung ; 99 
 1462 ; 15 копеек. Деформация ; 1931 ;  ; Ni ; F+ ; 17 ; obob999 ; 17 
 1463 ; 15 копеек ; 1932 ;  ; Ni ; VF-XF ; 41 ; alexey_s ; 60 
 1464 ; 15 копеек ; 1932 ;  ; Ni ; VF+ ; 23 ; romchik_80 ; 40 
 1465 ; 15 копеек ; 1935 ;  ; Ni ; VF ; 22 ; solder13 ; 126 
 1466 ; 15 копеек ; 1938 ;  ; Ni ; VF+ ; 45 ; solder13 ; 62 
 1467 ; 15 копеек ; 1939 ;  ; Ni ; VF ; 104 ; Инвестор ; 309 
 1468 ; 15 копеек ; 1944 ;  ; Ni ; F ; 107 ; tron ; 768 
 1469 ; 15 копеек ; 1945 ;  ; Ni ; F ; 4 ; obob999 ; 15 
 1470 ; 15 копеек ; 1946 ;  ; Ni ; F-VF ; 30 ; bh ; 29 
 1471 ; 15 копеек ; 1946 ;  ; Ni ; F-VF ; 18 ; tron ; 28 
 1472 ; 15 копеек ; 1948 ;  ; Ni ; F ; 5 ; obob999 ; 16 
 1473 ; 15 копеек ; 1953 ;  ; Ni ; F+ ; 37 ; tron ; 46 
 1474 ; 15 копеек ; 1953 ;  ; Ni ; F+ ; 36 ; tron ; 46 
 1475 ; 15 копеек ; 1954 ;  ; Ni ; VF+ ; 49 ; elac ; 87 
 1476 ; 15 копеек ; 1955 ;  ; Ni ; VF+ ; 17 ; tron ; 46 
 1477 ; 15 копеек ; 1957 ; в венке герба 15 лент ; Ni ; VF- ; 36 ; tron ; 46 
 1478 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 12 ; tron ; 62 
 1479 ; 10 копеек ; 1927 ;  ; Ag ; F-VF ; 10 ; tron ; 62 
 1480 ; 10 копеек ; 1928 ;  ; Ag ; VF- ; 18 ; tron ; 78 
 1481 ; 10 копеек ; 1929 ;  ; Ag ; VF- ; 35 ; focus-nik2006 ; 81 
 1482 ; 10 копеек ; 1931 ;  ; Ni ; F ; 20 ; bh ; 31 
 1483 ; 10 копеек ; 1932 ;  ; Ni ; F-VF ; 51 ; lee ; 67 
 1484 ; 10 копеек ; 1936 ;  ; Ni ; F-VF ; 36 ; alexey_s ; 81 
 1485 ; 10 копеек ; 1939 ;  ; Ni ; VF+ ; 13 ; solder13 ; 130 
 1486 ; 10 копеек. Отверстие 12 часов ; 1942 ;  ; Ni ; VG ; 139 ; alexandervolkov ; 500 
 1487 ; 10 копеек ; 1945 ;  ; Ni ; VF+ ; 83 ; tss ; 237 
 1488 ; 10 копеек ; 1954 ;  ; Ni ; VF+ ; 18 ; tron ; 28 
 1489 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; VF+ ; 9 ; bh ; 20 
 1490 ; 5 копеек ; 1930 ;  ; Br ; F-VF ; 3 ; tron ; 26 
 1491 ; 5 копеек ; 1930 ;  ; Br ; F-VF ; 11 ; obob999 ; 29 
 1492 ; 5 копеек ; 1938 ;  ; Br ; VF ; 37 ; tdp ; 237 
 1493 ; 5 копеек ; 1940 ;  ; Br ; F+ ; 24 ; obob999 ; 38 
 1494 ; 5 копеек ; 1940 ;  ; Br ; F-VF ; 21 ; obob999 ; 29 
 1495 ; 5 копеек ; 1943 ;  ; Br ; VF ; 101 ; shknikolay ; 500 
 1496 ; 5 копеек ; 1949 ;  ; Br ; F-VF ; 14 ; tron ; 36 
 1497 ; 5 копеек ; 1949 ;  ; Br ; F-VF ; 6 ; obob999 ; 20 
 1498 ; 5 копеек ; 1955 ;  ; Br ; VF- ; 12 ; tron ; 12 
 1499 ; 5 копеек ; 1962 ;  ; Cu-Zn ; VF+ ; 47 ; nisni ; 45 
 1500 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF- ; 42 ; tron ; 71 
 1501 ; 5 копеек ; 1974 ;  ; Cu-Zn ; AU ; 45 ; erdnaj ; 138 
 1502 ; 5 копеек ; 1975 ;  ; Cu-Zn ; VF+ ; 37 ; asru ; 47 
 1503 ; 5 копеек ; 1975 ;  ; Cu-Zn ; VF+ ; 36 ; tron ; 46 
 1504 ; 3 копейки ; 1941 ;  ; Br ; VF ; 20 ; ЕВС ; 49 
 1505 ; 3 копейки ; 1975 ;  ; Cu-Zn ; VF+ ; 101 ; PVA13 ; 300 
 1506 ; 2 копейки ; 1929 ;  ; Br ; VF+ ; 32 ; tron ; 257 
 1507 ; 2 копейки ; 1934 ;  ; Br ; VF+ ; 48 ; Пионер ; 76 
 1508 ; 2 копейки ; 1935 ;  ; Br ; F+ ; 49 ; tron ; 92 
 1509 ; 2 копейки ; 1935 ;  ; Br ; F-VF ; 65 ; tron ; 141 
 1410 ; 20 копеек ; 1953 ;  ; Ni ; XF+ ; 17 ; Рэп-6 ; 46 
 1411 ; 20 копеек ; 1954 ;  ; Ni ; XF+ ; 14 ; Black_Orc ; 66 
 1412 ; 20 копеек ; 1955 ;  ; Ni ; XF+ ; 11 ; Инвестор ; 45 
 1413 ; 20 копеек ; 1956 ;  ; Ni ; XF+ ; 22 ; Инвестор ; 45 
 1414 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 17 ; breghnevs24 ; 47 
 1415 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 17 ; breghnevs24 ; 47 
 1416 ; 15 копеек ; 1954 ;  ; Ni ; XF- ; 15 ; Инвестор ; 45 
 1417 ; 15 копеек ; 1955 ;  ; Ni ; XF ; 14 ; Рэп-6 ; 25 
 1418 ; 10 копеек ; 1956 ; в венке герба 16 лент ; Ni ; AU ; 22 ; Black_Orc ; 49 
 1419 ; 10 копеек ; 1956 ; в венке герба 16 лент ; Ni ; XF+ ; 12 ; Инвестор ; 45 
 1420 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 11 ; elac ; 48 
 1421 ; 5 копеек ; 1955 ;  ; Br ; VF-XF ; 52 ; Инвестор ; 90 
 1422 ; 5 копеек ; 1956 ;  ; Br ; XF ; 24 ; tron ; 78 
 1423 ; 5 копеек ; 1957 ; в венке герба 15 лент ; Br ; AU ; 12 ; Black_Orc ; 55 
 1424 ; 1 рубль ; 1981 ; Дружба на веки ; Cu-Ni ; XF+ ; 33 ; o.k. ; 75 
 1425 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 54 ; romchik_80 ; 65 
 1426 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 23 ; nikolay3 ; 33 
 1427 ; 1 рубль ; 1964 ;  ; Cu-Ni ; XF ; 53 ; tron ; 61 
 1428 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 12 ; tron ; 54 
 1429 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 35 ; alexandervolkov ; 50 
 1430 ; 1 рубль ; 1969 ;  ; Cu-Ni ; XF- ; 43 ; o.k. ; 62 
 1431 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 77 ; MAYSIC ; 186 
 1432 ; 50 копеек ; 1974 ;  ; Cu-Ni ; XF ; 17 ; joss2010 ; 29 
 1433 ; 50 копеек ; 1977 ;  ; Cu-Ni ; XF- ; 11 ; evgen72 ; 18 
 1434 ; 50 копеек ; 1979 ;  ; Cu-Ni ; VF-XF ; 7 ; evgen72 ; 16 
 1435 ; 50 копеек ; 1980 ;  ; Cu-Ni ; XF- ; 6 ; evgen72 ; 11 
 1436 ; 50 копеек ; 1981 ;  ; Cu-Ni ; XF- ; 5 ; dj-zvyk ; 12 
 1437 ; 50 копеек ; 1982 ;  ; Cu-Ni ; VF-XF ; 5 ; dj-zvyk ; 12 
 1438 ; 50 копеек ; 1983 ;  ; Cu-Ni ; AU ; 7 ; solder13 ; 20 
 1439 ; 50 копеек ; 1984 ;  ; Cu-Ni ; XF ; 5 ; dj-zvyk ; 12 
 1440 ; 50 копеек ; 1985 ;  ; Cu-Ni ; XF- ; 6 ; dj-zvyk ; 13 
 1441 ; 50 копеек ; 1986 ;  ; Cu-Ni ; AU ; 31 ; papan ; 34 
 1442 ; 50 копеек ; 1987 ; (1987) ; Cu-Ni ; XF+ ; 6 ; dj-zvyk ; 19 
 1443 ; 20 копеек ; 1978 ;  ; Cu-Ni ; XF- ; 5 ; Инвестор ; 6 
 1444 ; 20 копеек ; 1979 ;  ; Cu-Ni ; VF-XF ; 3 ; Инвестор ; 4 
 1445 ; 15 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 23 ; breghnevs24 ; 41 
 1446 ; 15 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 11 ; breghnevs24 ; 29 
 1447 ; 15 копеек ; 1955 ;  ; Ni ; XF ; 29 ; tron ; 28 
 1448 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 26 ; breghnevs24 ; 29 
 1449 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; VF-XF ; 35 ; Инвестор ; 45 
 1450 ; 20 копеек ; 1941 ; л/с звезда плоская ; Ni ; F+ ; 35 ; tron ; 34 
 1451 ; 20 копеек ; 1942 ; л/с звезда плоская ; Ni ; F ; 52 ; Simpaga ; 77 
 1452 ; 20 копеек ; 1943 ; л/с звезда плоская ; Ni ; F ; 15 ; tron ; 34 
 1453 ; 20 копеек ; 1945 ;  ; Ni ; F ; 19 ; alex995 ; 39 
 1454 ; 20 копеек ; 1954 ;  ; Ni ; VF-XF ; 9 ; tron ; 28 
 1455 ; 20 копеек ; 1955 ;  ; Ni ; VF-XF ; 25 ; Инвестор ; 45 
