 151 ; 1/4 копейки ; 1870 ; ЕМ ; Cu ; VF-XF ; 18 ; CapsulЪ ; 4600 
 2215 ; 1 копейка ; 1964 ;  ; Cu-Zn ; VF+ ; 25 ; lubopitnaja ; 227 
 2216 ; 1 копейка ; 1964 ;  ; Cu-Zn ; VF ; 46 ; Олег33 ; 192 
 2217 ; 1 копейка ; 1965 ;  ; Cu-Zn ; AU ; 45 ; dali ; 138 
 2218 ; 1 копейка ; 1965 ;  ; Cu-Zn ; AU ; 43 ; a9 ; 119 
 2219 ; 1 копейка ; 1966 ;  ; Cu-Zn ; XF+ ; 19 ; polkov-nik ; 180 
 2220 ; 1 копейка ; 1966 ;  ; Cu-Zn ; XF+ ; 13 ; Ходор ; 129 
 2221 ; 1 копейка ; 1971 ;  ; Cu-Zn ; AU ; 131 ; михич ; 397 
 2222 ; 10 копеек ; 1977 ;  ; Cu-Ni ; XF+ ; 2 ; С Урала ; 3 
 2223 ; 10 копеек ; 1981 ;  ; Cu-Ni ; XF- ; 11 ; rik ; 12 
 2224 ; 2 копейки ; 1945 ;  ; Br ; F ; 27 ; durilka ; 245 
 2225 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF+ ; 52 ; durilka ; 330 
 2226 ; 3 копейки ; 1962 ;  ; Cu-Zn ; VF+ ; 56 ; durilka ; 236 
 2227 ; 5 копеек ; 1973 ;  ; Cu-Zn ; XF ; 8 ; dali ; 407 
 2228 ; 50 копеек ; 1965 ;  ; Cu-Ni ; AU ; 58 ; dali ; 555 
 2229 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 56 ; sibtec ; 367 
 2230 ; 1 рубль ; 1965 ;  ; Cu-Ni ; AU ; 67 ; hugo ; 816 
 2231 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 23 ; verunk1 ; 541 
 2232 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 59 ; verunk1 ; 463 
 2233 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 35 ; hugo ; 561 
 2234 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 59 ; Ходор ; 603 
 2235 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 31 ; kalan ; 567 
 2236 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 33 ; ask ; 277 
 2237 ; 5 копеек. Деформация ; 1931 ;  ; Br ; F-VF ; 14 ; С Урала ; 23 
 2238 ; 5 копеек. Деформация ; 1940 ;  ; Br ; F-VF ; 22 ; КСН ; 32 
 2239 ; 5 копеек ; 1946 ;  ; Br ; VF+ ; 8 ; Papa Smurf ; 34 
 2240 ; 5 копеек ; 1955 ;  ; Br ; VF+ ; 19 ; madgestic ; 34 
 2241 ; 5 копеек ; 1956 ;  ; Br ; VF+ ; 16 ; Новый ; 34 
 2242 ; 3 копейки ; 1926 ;  ; Br ; F-VF ; 5 ; Олег33 ; 77 
 2243 ; 3 копейки. Деформация ; 1929 ;  ; Br ; F-VF ; 2 ; С Урала ; 21 
 2244 ; 3 копейки ; 1931 ;  ; Br ; VF ; 16 ; Евгений_075 ; 33 
 2245 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; VF ; 22 ; vfuflfy49 ; 55 
 2246 ; 3 копейки ; 1937 ;  ; Br ; F+ ; 32 ; Олег33 ; 107 
 2247 ; 3 копейки ; 1938 ;  ; Br ; VF ; 24 ; Новый ; 46 
 2248 ; 3 копейки ; 1943 ;  ; Br ; F-VF ; 41 ; madgestic ; 41 
 2249 ; 3 копейки ; 1949 ;  ; Br ; VF+ ; 10 ; С Урала ; 16 
 2250 ; 3 копейки ; 1951 ;  ; Br ; F-VF ; 41 ; Олег33 ; 327 
 2251 ; 3 копейки ; 1952 ;  ; Br ; F-VF ; 4 ; Новый ; 33 
 2252 ; 3 копейки ; 1953 ;  ; Br ; VF- ; 8 ; Олег33 ; 27 
 2153 ; 20 копеек ; 1939 ;  ; Ni ; XF- ; 31 ; sibtec ; 192 
 2154 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF- ; 39 ; Lexey ; 227 
 2155 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF ; 49 ; a9 ; 102 
 2156 ; 20 копеек ; 1955 ;  ; Ni ; AU ; 104 ; Vico ; 316 
 2157 ; 20 копеек ; 1956 ;  ; Ni ; XF+ ; 11 ; каламбурчик ; 29 
 2158 ; 15 копеек ; 1935 ;  ; Ni ; XF- ; 53 ; dec9 ; 393 
 2159 ; 15 копеек ; 1938 ;  ; Ni ; VF+ ; 71 ; durilka ; 192 
 2160 ; 15 копеек ; 1940 ;  ; Ni ; XF- ; 86 ; СЁМА ; 132 
 2161 ; 15 копеек ; 1962 ;  ; Cu-Ni ; XF ; 35 ; USS ; 138 
 2162 ; 10 копеек ; 1932 ;  ; Ni ; VF-XF ; 70 ; USS ; 105 
 2163 ; 10 копеек ; 1934 ;  ; Ni ; VF-XF ; 58 ; dali ; 716 
 2164 ; 10 копеек ; 1938 ;  ; Ni ; XF+ ; 79 ; dali ; 560 
 2165 ; 10 копеек ; 1940 ;  ; Ni ; XF+ ; 75 ; a9 ; 291 
 2166 ; 10 копеек ; 1950 ;  ; Ni ; XF- ; 60 ; masterovoi ; 124 
 2167 ; 5 копеек ; 1940 ;  ; Br ; XF- ; 61 ; lvd ; 261 
 2168 ; 5 копеек ; 1954 ;  ; Br ; VF+ ; 59 ; ryber ; 133 
 2169 ; 3 копейки ; 1935 ;  ; Br ; VF+ ; 64 ; grigoriKK ; 152 
 2170 ; 3 копейки ; 1938 ;  ; Br ; XF- ; 38 ; vfuflfy49 ; 159 
 2171 ; 3 копейки ; 1940 ;  ; Br ; XF ; 18 ; lvd ; 57 
 2172 ; 2 копейки ; 1940 ;  ; Br ; XF- ; 20 ; lvd ; 46 
 2173 ; 1 копейка ; 1934 ;  ; Br ; XF+ ; 53 ; lvd ; 340 
 2174 ; 20 копеек. Деформация ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F ; 13 ; С Урала ; 13 
 2175 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 41 ; dali ; 424 
 2176 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF+ ; 29 ; dali ; 255 
 2177 ; 20 копеек ; 1978 ;  ; Cu-Ni ; AU ; 17 ; dali ; 320 
 2178 ; 20 копеек ; 1979 ;  ; Cu-Ni ; AU ; 21 ; dali ; 125 
 2179 ; 20 копеек ; 1980 ;  ; Cu-Ni ; AU ; 9 ; dali ; 524 
 2180 ; 20 копеек ; 1982 ;  ; Cu-Ni ; AU ; 33 ; hugo ; 567 
 2181 ; 15 копеек ; 1982 ;  ; Cu-Ni ; AU ; 51 ; hugo ; 567 
 2182 ; 5 копеек ; 1928 ;  ; Br ; VF- ; 84 ; Василевс ; 206 
 2183 ; 5 копеек ; 1931 ;  ; Br ; F-VF ; 27 ; Harlock ; 51 
 2184 ; 5 копеек ; 1935 ;  ; Br ; F+ ; 49 ; grigoriKK ; 690 
 2185 ; 5 копеек ; 1948 ;  ; Br ; F ; 7 ; Новый ; 104 
 2186 ; 5 копеек ; 1950 ;  ; Br ; VF ; 43 ; прыгун ; 220 
 2187 ; 5 копеек ; 1953 ;  ; Br ; VF+ ; 25 ; Новый ; 73 
 2188 ; 5 копеек ; 1981 ;  ; Cu-Zn ; AU ; 59 ; михич ; 906 
 2189 ; 3 копейки ; 1935 ;  ; Br ; VF ; 68 ; 2262н ; 123 
 2190 ; 3 копейки ; 1970 ;  ; Cu-Zn ; AU ; 87 ; михич ; 567 
 2191 ; 3 копейки ; 1971 ;  ; Cu-Zn ; AU ; 37 ; hugo ; 95 
 2192 ; 3 копейки ; 1972 ;  ; Cu-Zn ; XF+ ; 51 ; olga42 ; 89 
 2193 ; 3 копейки ; 1973 ;  ; Cu-Zn ; AU ; 44 ; dali ; 153 
 2194 ; 2 копейки ; 1969 ;  ; Cu-Zn ; AU ; 25 ; verunk1 ; 116 
 2195 ; 2 копейки ; 1970 ;  ; Cu-Zn ; AU ; 43 ; hugo ; 340 
 2196 ; 2 копейки ; 1973 ;  ; Cu-Zn ; AU ; 18 ; dali ; 143 
 2197 ; 1 копейка ; 1931 ;  ; Br ; VF+ ; 74 ; ryber ; 176 
 2198 ; 1 копейка ; 1937 ;  ; Br ; VF+ ; 13 ; Олег33 ; 114 
 2199 ; 1 копейка ; 1938 ;  ; Br ; XF+ ; 14 ; dec9 ; 124 
 2200 ; 1 копейка ; 1939 ;  ; Br ; VF-XF ; 33 ; Ronald ; 149 
 2201 ; 1 копейка ; 1940 ;  ; Br ; VF-XF ; 8 ; Юрий ; 44 
 2202 ; 1 копейка ; 1945 ;  ; Br ; VF ; 20 ; ryber ; 197 
 2103 ; 50 копеек. Упаковка ; 1965 ;  ; Cu-Ni ; Unc ; 52 ; dali ; 601 
 2104 ; 50 копеек. Упаковка ; 1969 ;  ; Cu-Ni ; Unc ; 35 ; hugo ; 803 
 2105 ; 50 копеек. Упаковка ; 1967 ;  ; Cu-Ni ; AU ; 28 ; turner ; 434 
 2106 ; 50 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 23 ; dali ; 227 
 2107 ; 5 копеек ; 1974 ;  ; Cu-Zn ; AU ; 28 ; dali ; 114 
 2108 ; 5 копеек ; 1976 ;  ; Cu-Zn ; AU ; 29 ; hugo ; 793 
 2109 ; 5 копеек. Упаковка ; 1988 ;  ; Cu-Zn ; Unc ; 29 ; hugo ; 128 
 2110 ; 5 копеек ; 1975 ;  ; Cu-Zn ; AU ; 29 ; hugo ; 793 
 2111 ; 3 копейки ; 1975 ;  ; Cu-Zn ; AU ; 16 ; прыгун ; 340 
 2112 ; 3 копейки. Упаковка ; 1967 ;  ; Cu-Zn ; AU ; 24 ; xxx935 ; 131 
 2113 ; 3 копейки. Упаковка ; 1968 ;  ; Cu-Zn ; AU ; 26 ; xxx935 ; 120 
 2114 ; 3 копейки. Упаковка ; 1969 ;  ; Cu-Zn ; AU ; 56 ; bonipari ; 269 
 2115 ; 3 копейки. Упаковка ; 1973 ;  ; Cu-Zn ; Unc ; 88 ; hugo ; 809 
 2116 ; 3 копейки. Упаковка ; 1972 ;  ; Cu-Zn ; Unc ; 62 ; hugo ; 1041 
 2117 ; 3 копейки ; 1976 ;  ; Cu-Zn ; AU ; 90 ; dali ; 524 
 2118 ; 3 копейки ; 1974 ;  ; Cu-Zn ; AU ; 37 ; dali ; 357 
 2119 ; 3 копейки. Упаковка ; 1988 ;  ; Cu-Zn ; Unc ; 44 ; dali ; 104 
 2120 ; 2 копейки. Упаковка ; 1967 ;  ; Cu-Zn ; AU ; 11 ; vfuflfy49 ; 55 
 2121 ; 2 копейки. Упаковка ; 1965 ;  ; Cu-Zn ; Unc ; 90 ; polkov-nik ; 489 
 2122 ; 2 копейки. Упаковка ; 1973 ;  ; Cu-Zn ; AU ; 91 ; dali ; 563 
 2123 ; 2 копейки. Упаковка ; 1968 ;  ; Cu-Zn ; XF ; 10 ; Ходор ; 51 
 2124 ; 2 копейки. Упаковка ; 1966 ;  ; Cu-Zn ; AU ; 114 ; михич ; 478 
 2125 ; 2 копейки. Упаковка ; 1988 ;  ; Cu-Zn ; Unc ; 28 ; hugo ; 227 
 2126 ; 2 копейки. Упаковка ; 1969 ;  ; Cu-Zn ; Unc ; 30 ; hugo ; 232 
 2127 ; 2 копейки. Упаковка ; 1972 ;  ; Cu-Zn ; Unc ; 36 ; dali ; 332 
 2128 ; 2 копейки ; 1975 ;  ; Cu-Zn ; AU ; 15 ; dali ; 265 
 2129 ; 2 копейки ; 1976 ;  ; Cu-Zn ; AU ; 30 ; dali ; 524 
 2130 ; 2 копейки ; 1974 ;  ; Cu-Zn ; AU ; 13 ; dali ; 177 
 2131 ; 10 копеек ; 1975 ;  ; Cu-Ni ; AU ; 18 ; dali ; 255 
 2132 ; 10 копеек ; 1974 ;  ; Cu-Ni ; AU ; 4 ; dali ; 104 
 2133 ; 10 копеек ; 1976 ;  ; Cu-Ni ; AU ; 16 ; dali ; 123 
 2134 ; 10 копеек. Упаковка ; 1973 ;  ; Cu-Ni ; Unc ; 76 ; hugo ; 1041 
 2135 ; 10 копеек. Упаковка ; 1972 ;  ; Cu-Ni ; Unc ; 56 ; Ходор ; 1062 
 2136 ; 10 копеек. Упаковка ; 1988 ;  ; Cu-Ni ; Unc ; 51 ; dali ; 57 
 2137 ; 10 копеек. Упаковка ; 1969 ;  ; Cu-Ni ; Unc ; 34 ; hugo ; 793 
 2138 ; 15 копеек ; 1976 ;  ; Cu-Ni ; AU ; 93 ; hugo ; 793 
 2139 ; 15 копеек. Упаковка ; 1988 ;  ; Cu-Ni ; Unc ; 31 ; dali ; 97 
 2140 ; 20 копеек. Упаковка ; 1988 ;  ; Cu-Ni ; Unc ; 21 ; hugo ; 340 
 2141 ; 1 копейка ; 1974 ;  ; Cu-Zn ; AU ; 22 ; durilka ; 97 
 2142 ; 1 копейка ; 1975 ;  ; Cu-Zn ; AU ; 37 ; dali ; 320 
 2143 ; 1 копейка ; 1976 ;  ; Cu-Zn ; AU ; 35 ; bonipari ; 79 
 2144 ; 1 копейка. Упаковка ; 1966 ;  ; Cu-Zn ; AU ; 54 ; михич ; 412 
 2145 ; 1 копейка. Упаковка ; 1967 ;  ; Cu-Zn ; AU ; 20 ; dali ; 35 
 2146 ; 1 копейка. Упаковка ; 1965 ;  ; Cu-Zn ; Unc ; 33 ; tank116 ; 334 
 2147 ; 1 копейка. Упаковка ; 1968 ;  ; Cu-Zn ; Unc ; 32 ; olga42 ; 97 
 2148 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 24 ; grigoriKK ; 102 
 2149 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; XF ; 80 ; Lexey ; 114 
 2150 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF+ ; 77 ; Lexey ; 102 
 2151 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 89 ; Новый ; 131 
 2152 ; 20 копеек ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 94 ; прыгун ; 232 
 2053 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF- ; 31 ; Геолог ; 185 
 2054 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF- ; 24 ; Cuff ; 218 
 2055 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 17 ; Геолог ; 79 
 2056 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF+ ; 17 ; Cuff ; 38 
 2057 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF+ ; 27 ; Cuff ; 55 
 2058 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 5 ; Cuff ; 45 
 2059 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 8 ; Cuff ; 45 
 2060 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF+ ; 70 ; Serg78 ; 216 
 2061 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF ; 61 ; Serg78 ; 225 
 2062 ; 1 рубль ; 1967 ;  ; Cu-Ni ; XF+ ; 59 ; СЁМА ; 300 
 2063 ; 1 рубль ; 1968 ;  ; Cu-Ni ; XF+ ; 26 ; Геолог ; 350 
 2064 ; 1 рубль ; 1969 ;  ; Cu-Ni ; XF+ ; 47 ; Serg78 ; 236 
 2065 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 42 ; verunk1 ; 571 
 2066 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 35 ; RusScat ; 334 
 2067 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 65 ; VVIB ; 313 
 2068 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 51 ; ppi ; 359 
 2069 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 52 ; bonipari ; 365 
 2070 ; 1 рубль ; 1979 ;  ; Cu-Ni ; XF+ ; 29 ; Моряк-собиратель ; 336 
 2071 ; 1 рубль ; 1984 ;  ; Cu-Ni ; XF ; 19 ; мон ; 255 
 2072 ; 1 рубль ; 1985 ;  ; Cu-Ni ; XF ; 39 ; мон ; 210 
 2073 ; 1 рубль ; 1986 ;  ; Cu-Ni ; AU ; 15 ; VVIB ; 340 
 2074 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 33 ; kalan ; 453 
 2075 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF ; 10 ; Геолог ; 258 
 2076 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF+ ; 40 ; kalan ; 306 
 2077 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF+ ; 29 ; ask ; 306 
 2078 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 65 ; kalan ; 326 
 2079 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 30 ; kalan ; 663 
 2080 ; 50 копеек ; 1976 ;  ; Cu-Ni ; VF+ ; 45 ; kalan ; 469 
 2081 ; 15 копеек ; 1941 ;  ; Ni ; VF- ; 40 ; ryber ; 148 
 2082 ; 10 копеек ; 1939 ;  ; Ni ; VF-XF ; 20 ; albar ; 308 
 2083 ; 10 копеек ; 1949 ;  ; Ni ; VF+ ; 36 ; Ходор ; 77 
 2084 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF ; 17 ; durilka ; 327 
 2085 ; 3 копейки ; 1965 ;  ; Cu-Zn ; F-VF ; 39 ; durilka ; 305 
 2086 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF- ; 31 ; durilka ; 275 
 2087 ; 1 копейка ; 1964 ;  ; Cu-Zn ; VF- ; 41 ; Олег33 ; 240 
 2088 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 21 ; turner ; 360 
 2089 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 16 ; ask ; 264 
 2090 ; 1 рубль. Упаковка ; 1988 ;  ; Cu-Ni ; Unc ; 18 ; piterline ; 352 
 2091 ; 1 рубль. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 35 ; ollu ; 393 
 2092 ; 1 рубль. Упаковка ; 1969 ;  ; Cu-Ni ; AU ; 28 ; fokin ; 410 
 2093 ; 1 рубль. Упаковка ; 1967 ;  ; Cu-Ni ; AU ; 58 ; fokin ; 412 
 2094 ; 1 рубль. Упаковка ; 1965 ;  ; Cu-Ni ; AU ; 54 ; avs ; 393 
 2095 ; 1 рубль. Упаковка ; 1966 ;  ; Cu-Ni ; AU ; 34 ; GAROH ; 446 
 2096 ; 1 рубль. Упаковка ; 1973 ;  ; Cu-Ni ; Unc ; 31 ; Ходор ; 734 
 2097 ; 1 рубль. Упаковка ; 1972 ;  ; Cu-Ni ; Unc ; 59 ; Ходор ; 1203 
 2098 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 20 ; RusScat ; 475 
 2099 ; 50 копеек. Упаковка ; 1966 ;  ; Cu-Ni ; XF ; 41 ; Ходор ; 229 
 2100 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 63 ; КСН ; 117 
 2101 ; 50 копеек. Упаковка ; 1972 ;  ; Cu-Ni ; Unc ; 51 ; hugo ; 1332 
 2102 ; 50 копеек. Упаковка ; 1973 ;  ; Cu-Ni ; Unc ; 54 ; hugo ; 1041 
 2003 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 11 ; Harlock ; 557 
 2004 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 20 ; Harlock ; 567 
 2005 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 52 ; Sky2 ; 309 
 2006 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 16 ; пот78 ; 368 
 2007 ; 1 рубль. Ошибка на циферблате вместо IV часов VI ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 55 ; Алексей Сомелье ; 119 
 2008 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 30 ; August31 ; 147 
 2009 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 118 ; tank116 ; 266 
 2010 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 108 ; letchik91 ; 379 
 2011 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 91 ; Gyron ; 509 
 2012 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 54 ; Sky2 ; 115 
 2013 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 47 ; Cuff ; 69 
 2014 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 27 ; джон007 ; 51 
 2015 ; 1 рубль. Упаковка ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Unc ; 81 ; tisa66 ; 627 
 2016 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 33 ; tank116 ; 626 
 2017 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 44 ; tank116 ; 306 
 2018 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 36 ; kuznecov88 ; 300 
 2019 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 42 ; Mr.NAlbert ; 224 
 2020 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 34 ; Mr.NAlbert ; 165 
 2021 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 37 ; letchik91 ; 231 
 2022 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 15 ; Алексей Сомелье ; 79 
 2023 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 14 ; Cuff ; 90 
 2024 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 9 ; Алексей Сомелье ; 76 
 2025 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 59 ; docentatk ; 138 
 2026 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 40 ; tank116 ; 255 
 2027 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Unc ; 15 ; milenium ; 435 
 2028 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 29 ; Mic1977 ; 308 
 2029 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 29 ; joper69 ; 408 
 2030 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 41 ; Gyron ; 509 
 2031 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 46 ; joper69 ; 466 
 2032 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 18 ; joper69 ; 429 
 2033 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 15 ; ppi ; 588 
 2034 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 67 ; August31 ; 159 
 2035 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 18 ; novikoff12006 ; 120 
 2036 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 28 ; Mr.NAlbert ; 169 
 2037 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 33 ; Georgiy ; 153 
 2038 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 78 ; Геолог ; 153 
 2039 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 33 ; Геолог ; 161 
 2040 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Unc ; 20 ; фёкла ; 108 
 2041 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 17 ; Геолог ; 174 
 2042 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Unc ; 9 ; kma1296svu ; 123 
 2043 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 16 ; petpet ; 117 
 2044 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Unc ; 43 ; Cuff ; 114 
 2045 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 43 ; Дядя Саша ; 141 
 2046 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Unc ; 55 ; klimvita ; 119 
 2047 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 31 ; tank116 ; 261 
 2048 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 38 ; Геолог ; 175 
 2049 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 15 ; Georgiy ; 342 
 2050 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 20 ; д166 ; 444 
 2051 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF ; 61 ; Sky2 ; 153 
 2052 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 31 ; jimmysu ; 194 
 1953 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 20 ; dzh ; 61 
 1954 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF ; 27 ; Harlock ; 80 
 1955 ; 1 рубль. В пластиковой коробке ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 59 ; ОлегЦ ; 150 
 1956 ; 1 рубль. Новодел ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 53 ; Harlock ; 413 
 1957 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 26 ; krft ; 1156 
 1958 ; 1 рубль. Новодел ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 44 ; Harlock ; 632 
 1959 ; 1 рубль. Ошибка на циферблате: VI часов вместо IV ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 62 ; Алексей Сомелье ; 132 
