 3277 ; Бона иностранная ;  ;  ;  ;  ; 60 ; necator ; 143 
 1631 ; 1 копейка ; 1952 ;  ; Br ; VF-XF ; 3 ; lm5665 ; 65 
 1632 ; 1 копейка. Аверс/реверс 90 гр ; 1940 ;  ; Br ; XF ; 37 ; zakon ; 521 
 1633 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; proof ; 65 ; smv ; 864 
 1634 ; 1 рубль. Новодел ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; proof ; 11 ; ЕВС ; 313 
 1635 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 17 ; alnov ; 132 
 1636 ; 50 копеек ; 1961 ;  ; Cu-Ni ; XF+ ; 12 ; zakon ; 500 
 1637 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 12 ; zakon ; 116 
 1638 ; 20 копеек ; 1936 ; л/с звезда плоская  ; Ni ; VF-XF ; 2 ; o.k. ; 54 
 1639 ; 20 копеек ; 1979 ;  ; Cu-Ni ; AU ; 30 ; Kolya-kms ; 210 
 1640 ; 15 копеек ; 1921 ;  ; Ag ; VF- ; 35 ; alex1959 ; 649 
 1641 ; 15 копеек ; 1936 ;  ; Ni ; VF-XF ; 8 ; solder13 ; 123 
 1642 ; 15 копеек ; 1941 ;  ; Ni ; VF+ ; 25 ; GOLDWIZARD ; 59 
 1643 ; 10 копеек ; 1955 ;  ; Ni ; VF-XF ; 6 ; GOLDWIZARD ; 31 
 1644 ; 10 копеек ; 1975 ;  ; Cu-Ni ; AU ; 7 ; PVA13 ; 99 
 1645 ; 5 копеек ; 1930 ;  ; Br ; VF ; 27 ; jef688 ; 28 
 1646 ; 5 копеек ; 1957 ; в венке герба 15 лент  ; Br ; XF+ ; 3 ; lm5665 ; 35 
 1647 ; 5 копеек ; 1961 ;  ; Cu-Zn ; AU ; 37 ; IrinaM ; 450 
 1648 ; 3 копейки ; 1926 ;  ; Br ; VF- ; 5 ; Simpaga ; 45 
 1649 ; 3 копейки ; 1961 ;  ; Cu-Zn ; AU ; 32 ; IrinaM ; 444 
 1650 ; 2 копейки ; 1940 ;  ; Br ; XF ; 5 ; Vico ; 101 
 1651 ; 1 копейка ; 1952 ;  ; Br ; AU ; 83 ; IrinaM ; 550 
 1652 ; 1 копейка ; 1954 ;  ; Br ; AU ; 2 ; sg1945 ; 100 
 1653 ; 1 копейка ; 1961 ;  ; Cu-Zn ; AU ; 41 ; Kolya-kms ; 200 
 1654 ; 1 копейка ; 1979 ;  ; Cu-Zn ; AU ; 26 ; Kolya-kms ; 155 
 1655 ; 1 рубль 1 доллар разоружения ; 1988 ;  ; Al ; AU ; 90 ; Михалыч ; 554 
 1656 ; 50 копеек ; 1964 ;  ; Cu-Ni ; VF+ ; 3 ; GOLDWIZARD ; 13 
 1657 ; 50 копеек ; 1980 ;  ; Cu-Ni ; VF+ ; 8 ; GOLDWIZARD ; 33 
 1658 ; 50 копеек ; 1982 ;  ; Cu-Ni ; VF-XF ; 6 ; GOLDWIZARD ; 16 
 1559 ; 3 копейки ; 1981 ;  ; Cu-Zn ; AU ; 83 ; megapak ; 258 
 1560 ; 3 копейки ; 1982 ;  ; Cu-Zn ; AU ; 21 ; erdnaj ; 100 
 1561 ; 3 копейки ; 1982 ;  ; Cu-Zn ; AU ; 2 ; GOLDWIZARD ; 3 
 1562 ; 3 копейки ; 1983 ;  ; Cu-Zn ; AU ; 37 ; Kolya-kms ; 99 
 1563 ; 3 копейки ; 1983 ;  ; Cu-Zn ; AU ; 5 ; verazal ; 46 
 1564 ; 3 копейки ; 1984 ;  ; Cu-Zn ; AU ; 2 ; Алек ; 51 
 1565 ; 3 копейки ; 1984 ;  ; Cu-Zn ; XF ; 1 ; igo ; 2 
 1566 ; 3 копейки ; 1984 ;  ; Cu-Zn ; AU ; 1 ; tuz ; 2 
 1567 ; 3 копейки ; 1985 ;  ; Cu-Zn ; AU ; 5 ; shtuka ; 101 
 1568 ; 3 копейки ; 1985 ;  ; Cu-Zn ; AU ; 5 ; Алек ; 57 
 1569 ; 3 копейки ; 1986 ;  ; Cu-Zn ; XF+ ; 4 ; Simpaga ; 10 
 1570 ; 3 копейки ; 1987 ;  ; Cu-Zn ; AU ; 62 ; megapak ; 204 
 1571 ; 3 копейки ; 1987 ;  ; Cu-Zn ; AU ; 2 ; AGAT D ; 21 
 1572 ; 3 копейки ; 1988 ;  ; Cu-Zn ; AU ; 37 ; Алек ; 61 
 1573 ; 3 копейки ; 1988 ;  ; Cu-Zn ; XF+ ; 1 ; tuz ; 2 
 1574 ; 3 копейки ; 1989 ;  ; Cu-Zn ; AU ; 3 ; Алек ; 46 
 1575 ; 3 копейки ; 1990 ;  ; Cu-Zn ; AU ; 5 ; Алек ; 18 
 1576 ; 3 копейки ; 1991 ; ЛМД  ; Cu-Zn ; AU ; 30 ; tavitrof ; 31 
 1577 ; 2 копейки ; 1930 ;  ; Br ; AU ; 74 ; KKK17 ; 5527 
 1578 ; 1 копейка ; 1927 ;  ; Br ; VF+ ; 51 ; Михалыч ; 357 
 1579 ; 1 копейка ; 1928 ;  ; Br ; VF-XF ; 33 ; Михалыч ; 156 
 1580 ; 1 копейка ; 1940 ;  ; Br ; XF ; 9 ; disman14 ; 76 
 1581 ; 1 копейка ; 1941 ;  ; Br ; VF+ ; 9 ; SVE ; 369 
 1582 ; 1 копейка ; 1945 ;  ; Br ; VF+ ; 11 ; veveshnik ; 200 
 1583 ; 1 копейка ; 1945 ;  ; Br ; VF-XF ; 17 ; Kolya-kms ; 259 
 1584 ; 1 копейка ; 1946 ;  ; Br ; XF- ; 3 ; kurt ; 75 
 1585 ; 1 копейка ; 1949 ;  ; Br ; XF ; 2 ; disman14 ; 73 
 1586 ; 1 копейка ; 1950 ;  ; Br ; VF+ ; 18 ; dragonfly ; 150 
 1587 ; 1 копейка ; 1951 ;  ; Br ; VF+ ; 10 ; alexandervolkov ; 75 
 1588 ; 1 копейка ; 1953 ;  ; Br ; XF ; 4 ; vetal2000 ; 60 
 1589 ; 1 копейка ; 1953 ;  ; Br ; XF+ ; 7 ; PVA13 ; 60 
 1590 ; 1 копейка ; 1954 ;  ; Br ; XF- ; 2 ; vetal2000 ; 74 
 1591 ; Лот монет СССР (3шт): 20 копеек ; 1923-1925 ;  ; Ag ; VF+ ; 8 ; zakon ; 199 
 1592 ; Лот монет СССР (3шт): 15 копеек ; 1924-1928 ;  ; Ag ; XF- ; 8 ; ЕВС ; 179 
 1593 ; Лот монет СССР (3шт): 10 копеек ; 1923-1929 ;  ; Ag ; XF+ ; 16 ; DrAlex ; 173 
 1594 ; Лот монет СССР (3шт): 10 копеек ; 1928-1930 ;  ; Ag ; XF+ ; 7 ; eugraphus ; 86 
 1595 ; 15 копеек ; 1938 ;  ; Ni ; F-VF ; 6 ; andreyka80 ; 79 
 1596 ; 10 копеек ; 1933 ;  ; Ni ; VF-XF ; 3 ; Конрос бид 32 ; 85 
 1597 ; 10 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; XF- ; 2 ; Конрос бид 32 ; 22 
 1598 ; 10 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; VF-XF ; 29 ; GOLDWIZARD ; 27 
 1599 ; 5 рублей ; 1990 ; Матенадаран.Ереван  ; Cu-Ni ; XF+ ; 2 ; igo ; 101 
 1600 ; 5 рублей ; 1989 ; Благовещенский собор в Москве  ; Cu-Ni ; AU ; 2 ; rbcrf ; 94 
 1601 ; 5 рублей ; 1990 ; Успенский собор в Москве  ; Cu-Ni ; AU ; 24 ; Arhip ; 70 
 1602 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; AU ; 34 ; Nalivaichenko ; 92 
 1603 ; 1 рубль ; 1985 ; 40 лет Победы над Германией  ; Cu-Ni ; proof ; 68 ; Конрос бид 32 ; 2654 
 1604 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; proof ; 62 ; KKK17 ; 3049 
 1605 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; proof ; 31 ; Конрос бид 32 ; 1809 
 1606 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; proof ; 44 ; piron ; 157 
 1607 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; proof ; 32 ; max7421 ; 124 
 1608 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; proof ; 77 ; Nalivaichenko ; 168 
 1509 ; 5 копеек ; 1977 ;  ; Cu-Zn ; AU ; 23 ; Zeratul ; 41 
 1510 ; 5 копеек ; 1978 ;  ; Cu-Zn ; AU ; 3 ; vladimir232 ; 86 
 1511 ; 5 копеек ; 1978 ;  ; Cu-Zn ; AU ; 82 ; Zeratul ; 285 
 1512 ; 5 копеек ; 1979 ;  ; Cu-Zn ; AU ; 42 ; vladimir232 ; 58 
 1513 ; 5 копеек ; 1979 ;  ; Cu-Zn ; AU ; 20 ; Zeratul ; 203 
 1514 ; 5 копеек ; 1980 ;  ; Cu-Zn ; AU ; 5 ; Алек ; 99 
 1515 ; 5 копеек ; 1980 ;  ; Cu-Zn ; AU ; 49 ; megapak ; 320 
 1516 ; 5 копеек ; 1981 ;  ; Cu-Zn ; AU ; 1 ; disman14 ; 82 
 1517 ; 5 копеек ; 1981 ;  ; Cu-Zn ; AU ; 10 ; Aleks1 ; 64 
 1518 ; 5 копеек ; 1982 ;  ; Cu-Zn ; AU ; 10 ; AGAT D ; 57 
 1519 ; 5 копеек ; 1982 ;  ; Cu-Zn ; AU ; 6 ; GOLDWIZARD ; 11 
 1520 ; 5 копеек ; 1983 ;  ; Cu-Zn ; AU ; 11 ; Zeratul ; 365 
 1521 ; 5 копеек ; 1983 ;  ; Cu-Zn ; AU ; 16 ; solder13 ; 47 
 1522 ; 5 копеек ; 1984 ;  ; Cu-Zn ; AU ; 18 ; Алек ; 218 
 1523 ; 5 копеек ; 1984 ;  ; Cu-Zn ; AU ; 12 ; boba3 ; 41 
 1524 ; 5 копеек ; 1985 ;  ; Cu-Zn ; AU ; 3 ; Алек ; 96 
 1525 ; 5 копеек ; 1985 ;  ; Cu-Zn ; AU ; 43 ; Zeratul ; 128 
 1526 ; 5 копеек ; 1986 ;  ; Cu-Zn ; AU ; 17 ; Zeratul ; 62 
 1527 ; 5 копеек ; 1986 ;  ; Cu-Zn ; AU ; 3 ; Алек ; 4 
 1528 ; 5 копеек ; 1987 ;  ; Cu-Zn ; AU ; 14 ; Алек ; 22 
 1529 ; 5 копеек ; 1987 ;  ; Cu-Zn ; VF-XF ; 1 ; igo ; 2 
 1530 ; 5 копеек ; 1988 ;  ; Cu-Zn ; AU ; 6 ; Алек ; 72 
 1531 ; 5 копеек ; 1988 ;  ; Cu-Zn ; AU ; 7 ; AGAT D ; 57 
 1532 ; 5 копеек ; 1989 ;  ; Cu-Zn ; AU ; 7 ; Алек ; 89 
 1533 ; 3 копейки ; 1970 ;  ; Cu-Zn ; XF- ; 61 ; PVA13 ; 73 
 1534 ; 3 копейки ; 1971 ;  ; Cu-Zn ; VF+ ; 2 ; GOLDWIZARD ; 3 
 1535 ; 3 копейки ; 1973 ;  ; Cu-Zn ; XF+ ; 4 ; wladimir1972 ; 92 
 1536 ; 3 копейки ; 1973 ;  ; Cu-Zn ; XF+ ; 13 ; topotun ; 905 
 1537 ; 3 копейки ; 1973 ;  ; Cu-Zn ; VF-XF ; 1 ; aleksius ; 2 
 1538 ; 3 копейки ; 1974 ;  ; Cu-Zn ; VF-XF ; 1 ; disman14 ; 62 
 1539 ; 3 копейки ; 1974 ;  ; Cu-Zn ; XF+ ; 48 ; topotun ; 194 
 1540 ; 3 копейки ; 1975 ;  ; Cu-Zn ; VF-XF ; 7 ; Lotus 99 ; 10 
 1541 ; 3 копейки ; 1975 ;  ; Cu-Zn ; XF+ ; 22 ; topotun ; 831 
 1542 ; 3 копейки ; 1975 ;  ; Cu-Zn ; VF-XF ; 11 ; vanamo ; 13 
 1543 ; 3 копейки ; 1975 ;  ; Cu-Zn ; VF-XF ; 12 ; GOLDWIZARD ; 22 
 1544 ; 3 копейки ; 1976 ;  ; Cu-Zn ; AU ; 17 ; PVA13 ; 50 
 1545 ; 3 копейки ; 1976 ;  ; Cu-Zn ; AU ; 2 ; boba3 ; 64 
 1546 ; 3 копейки ; 1976 ;  ; Cu-Zn ; AU ; 19 ; megapak ; 130 
 1547 ; 3 копейки ; 1976 ;  ; Cu-Zn ; AU ; 2 ; 276246 ; 50 
 1548 ; 3 копейки ; 1976 ;  ; Cu-Zn ; AU ; 5 ; GOLDWIZARD ; 34 
 1549 ; 3 копейки ; 1977 ;  ; Cu-Zn ; AU ; 115 ; seaman ; 250 
 1550 ; 3 копейки ; 1977 ;  ; Cu-Zn ; VF-XF ; 2 ; wladimir1972 ; 64 
 1551 ; 3 копейки ; 1978 ;  ; Cu-Zn ; AU ; 54 ; vladimir232 ; 231 
 1552 ; 3 копейки ; 1979 ;  ; Cu-Zn ; VF-XF ; 2 ; GOLDWIZARD ; 3 
 1553 ; 3 копейки ; 1979 ;  ; Cu-Zn ; XF- ; 3 ; wladimir1972 ; 72 
 1554 ; 3 копейки ; 1979 ;  ; Cu-Zn ; AU ; 4 ; Алек ; 41 
 1555 ; 3 копейки ; 1980 ;  ; Cu-Zn ; XF ; 5 ; wladimir1972 ; 35 
 1556 ; 3 копейки ; 1980 ;  ; Cu-Zn ; XF+ ; 9 ; PVA13 ; 165 
 1557 ; 3 копейки ; 1980 ;  ; Cu-Zn ; AU ; 32 ; Алек ; 41 
 1558 ; 3 копейки ; 1981 ;  ; Cu-Zn ; XF+ ; 3 ; wladimir1972 ; 36 
 1459 ; 10 копеек ; 1956 ; в венке герба 16 лент  ; Ni ; AU ; 17 ; AlexWhite ; 88 
 1460 ; 10 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; AU ; 1 ; disman14 ; 62 
 1461 ; 10 копеек ; 1961 ;  ; Cu-Ni ; AU ; 14 ; Алек ; 82 
 1462 ; 10 копеек ; 1962 ;  ; Cu-Ni ; AU ; 14 ; boba3 ; 116 
 1463 ; 10 копеек ; 1967 ;  ; Cu-Ni ; AU ; 26 ; kuril ; 450 
 1464 ; 10 копеек ; 1968 ;  ; Cu-Ni ; VF-XF ; 17 ; dragonfly ; 357 
 1465 ; 10 копеек ; 1969 ;  ; Cu-Ni ; VF+ ; 11 ; PVA13 ; 124 
 1466 ; 10 копеек ; 1969 ;  ; Cu-Ni ; VF+ ; 3 ; GOLDWIZARD ; 4 
 1467 ; 10 копеек ; 1970 ;  ; Cu-Ni ; VF-XF ; 1 ; disman14 ; 78 
 1468 ; 10 копеек ; 1970 ;  ; Cu-Ni ; AU ; 7 ; Алек ; 41 
 1469 ; 10 копеек ; 1971 ;  ; Cu-Ni ; AU ; 2 ; Aleks1 ; 80 
 1470 ; 10 копеек ; 1972 ;  ; Cu-Ni ; AU ; 3 ; Алек ; 75 
 1471 ; 10 копеек ; 1973 ;  ; Cu-Ni ; AU ; 5 ; wladimir1972 ; 108 
 1472 ; 10 копеек ; 1974 ;  ; Cu-Ni ; XF+ ; 4 ; wladimir1972 ; 108 
 1473 ; 10 копеек ; 1975 ;  ; Cu-Ni ; XF+ ; 55 ; topotun ; 249 
 1474 ; 10 копеек ; 1976 ;  ; Cu-Ni ; AU ; 4 ; Vanomah ; 108 
 1475 ; 10 копеек ; 1977 ;  ; Cu-Ni ; AU ; 2 ; Алек ; 74 
 1476 ; 10 копеек ; 1978 ;  ; Cu-Ni ; AU ; 10 ; Алек ; 51 
 1477 ; 10 копеек ; 1979 ;  ; Cu-Ni ; AU ; 4 ; GOLDWIZARD ; 5 
 1478 ; 10 копеек ; 1980 ;  ; Cu-Ni ; AU ; 3 ; Алек ; 4 
 1479 ; 10 копеек ; 1981 ;  ; Cu-Ni ; AU ; 2 ; jef688 ; 3 
 1480 ; 10 копеек ; 1982 ;  ; Cu-Ni ; XF+ ; 1 ; Алек ; 2 
 1481 ; 10 копеек ; 1983 ;  ; Cu-Ni ; AU ; 3 ; solder13 ; 3 
 1482 ; 10 копеек ; 1984 ;  ; Cu-Ni ; AU ; 1 ; Алек ; 2 
 1483 ; 10 копеек ; 1985 ;  ; Cu-Ni ; AU ; 42 ; Алек ; 62 
 1484 ; 10 копеек ; 1986 ;  ; Cu-Ni ; AU ; 1 ; disman14 ; 82 
 1485 ; 10 копеек ; 1987 ;  ; Cu-Ni ; AU ; 1 ; disman14 ; 82 
 1486 ; 10 копеек ; 1988 ;  ; Cu-Ni ; AU ; 2 ; seaman ; 84 
 1487 ; 10 копеек ; 1989 ;  ; Cu-Ni ; AU ; 1 ; disman14 ; 72 
 1488 ; 10 копеек ; 1990 ;  ; Cu-Ni ; AU ; 1 ; disman14 ; 82 
 1489 ; 5 копеек ; 1929 ;  ; Br ; F-VF ; 30 ; Алто ; 450 
 1490 ; 5 копеек ; 1935 ;  ; Br ; VF- ; 28 ; SVE ; 816 
 1491 ; 5 копеек ; 1949 ;  ; Br ; VF+ ; 27 ; kurt ; 123 
 1492 ; 5 копеек ; 1951 ;  ; Br ; VF+ ; 41 ; SVE ; 1122 
 1493 ; 5 копеек ; 1961 ;  ; Cu-Zn ; XF+ ; 109 ; topotun ; 251 
 1494 ; 5 копеек ; 1962 ;  ; Cu-Zn ; XF+ ; 112 ; topotun ; 234 
 1495 ; 5 копеек ; 1962 ;  ; Cu-Zn ; XF ; 9 ; GOLDWIZARD ; 16 
 1496 ; 5 копеек ; 1962 ;  ; Cu-Zn ; VF-XF ; 7 ; Lotus 99 ; 8 
 1497 ; 5 копеек ; 1965 ;  ; Cu-Zn ; AU ; 171 ; Алек ; 845 
 1498 ; 5 копеек ; 1966 ;  ; Cu-Zn ; AU ; 36 ; Михалыч ; 645 
 1499 ; 5 копеек ; 1966 ;  ; Cu-Zn ; VF+ ; 150 ; wladimir1972 ; 578 
 1500 ; 5 копеек ; 1967 ;  ; Cu-Zn ; VF+ ; 71 ; Михалыч ; 864 
 1501 ; 5 копеек ; 1968 ;  ; Cu-Zn ; XF- ; 53 ; megapak ; 611 
 1502 ; 5 копеек ; 1968 ;  ; Cu-Zn ; VF+ ; 25 ; alexandervolkov ; 213 
 1503 ; 5 копеек ; 1969 ;  ; Cu-Zn ; VF-XF ; 38 ; kuril ; 650 
 1504 ; 5 копеек ; 1971 ;  ; Cu-Zn ; VF+ ; 49 ; Алто ; 1300 
 1505 ; 5 копеек ; 1972 ;  ; Cu-Zn ; VF+ ; 65 ; boba3 ; 1301 
 1506 ; 5 копеек ; 1976 ;  ; Cu-Zn ; AU ; 26 ; Алек ; 104 
 1507 ; 5 копеек ; 1976 ;  ; Cu-Zn ; AU ; 31 ; Zeratul ; 104 
 1508 ; 5 копеек ; 1977 ;  ; Cu-Zn ; AU ; 107 ; Алек ; 209 
 1409 ; 15 копеек ; 1982 ;  ; Cu-Ni ; AU ; 1 ; Алек ; 2 
 1410 ; 15 копеек ; 1982 ;  ; Cu-Ni ; VF-XF ; 0 ; Не продан ; 0 
 1411 ; 15 копеек ; 1983 ;  ; Cu-Ni ; AU ; 3 ; Алек ; 59 
 1412 ; 15 копеек ; 1983 ;  ; Cu-Ni ; VF-XF ; 1 ; jef688 ; 2 
 1413 ; 15 копеек ; 1984 ;  ; Cu-Ni ; AU ; 3 ; Алек ; 65 
 1414 ; 15 копеек ; 1985 ;  ; Cu-Ni ; VF-XF ; 1 ; disman14 ; 66 
 1415 ; 15 копеек ; 1985 ;  ; Cu-Ni ; AU ; 3 ; Алек ; 31 
 1416 ; 15 копеек ; 1986 ;  ; Cu-Ni ; AU ; 2 ; Алек ; 64 
 1417 ; 15 копеек ; 1986 ;  ; Cu-Ni ; XF ; 0 ; Не продан ; 0 
 1418 ; 15 копеек ; 1987 ;  ; Cu-Ni ; AU ; 3 ; Алек ; 65 
 1419 ; 15 копеек ; 1987 ;  ; Cu-Ni ; VF-XF ; 1 ; jef688 ; 2 
 1420 ; 15 копеек ; 1988 ;  ; Cu-Ni ; AU ; 3 ; Алек ; 65 
 1421 ; 15 копеек ; 1989 ;  ; Cu-Ni ; AU ; 2 ; seaman ; 64 
 1422 ; 15 копеек ; 1989 ;  ; Cu-Ni ; XF ; 1 ; jef688 ; 2 
 1423 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 2 ; disman14 ; 77 
 1424 ; 10 копеек ; 1923 ;  ; Ag ; XF+ ; 14 ; AlexWhite ; 96 
 1425 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 2 ; disman14 ; 81 
 1426 ; 10 копеек ; 1927 ;  ; Ag ; XF- ; 9 ; AlexWhite ; 92 
 1427 ; 10 копеек ; 1928 ;  ; Ag ; F-VF ; 11 ; obob999 ; 12 
 1428 ; 10 копеек ; 1928 ;  ; Ag ; VF+ ; 27 ; GOLDWIZARD ; 36 
 1429 ; 10 копеек ; 1928 ;  ; Ag ; AU ; 12 ; AlexWhite ; 90 
 1430 ; 10 копеек ; 1929 ;  ; Ag ; VF-XF ; 39 ; jagerV ; 83 
 1431 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 29 ; oich ; 164 
 1432 ; 10 копеек ; 1930 ;  ; Ag ; VF-XF ; 2 ; kvnsmol ; 99 
 1433 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 5 ; Vico ; 123 
 1434 ; 10 копеек ; 1931 ;  ; Ni ; VF ; 37 ; PVA13 ; 225 
 1435 ; 10 копеек ; 1931 ;  ; Ni ; F-VF ; 25 ; jagerV ; 59 
 1436 ; 10 копеек ; 1932 ;  ; Ni ; XF+ ; 56 ; oich ; 82 
 1437 ; 10 копеек ; 1932 ;  ; Ni ; XF+ ; 12 ; solder13 ; 102 
 1438 ; 10 копеек ; 1933 ;  ; Ni ; AU ; 71 ; borism ; 227 
 1439 ; 10 копеек ; 1934 ;  ; Ni ; XF ; 183 ; Конрос бид 32 ; 1530 
 1440 ; 10 копеек ; 1934 ;  ; Ni ; F-VF ; 65 ; Михалыч ; 401 
 1441 ; 10 копеек ; 1935 ;  ; Ni ; F-VF ; 70 ; Vladimir_78 ; 170 
 1442 ; 10 копеек ; 1936 ;  ; Ni ; F-VF ; 10 ; vanamo ; 16 
 1443 ; 10 копеек ; 1936 ;  ; Ni ; F-VF ; 3 ; DrAlex ; 30 
 1444 ; 10 копеек ; 1937 ;  ; Ni ; VF- ; 41 ; andreyka80 ; 408 
 1445 ; 10 копеек ; 1938 ;  ; Ni ; VF- ; 54 ; SVE ; 567 
 1446 ; 10 копеек ; 1938 ;  ; Ni ; F ; 41 ; 542 ; 51 
 1447 ; 10 копеек ; 1939 ;  ; Ni ; F-VF ; 82 ; Vladimir_78 ; 147 
 1448 ; 10 копеек ; 1940 ;  ; Ni ; VF- ; 30 ; dragonfly ; 206 
 1449 ; 10 копеек ; 1941 ;  ; Ni ; VF+ ; 54 ; megapak ; 867 
 1450 ; 10 копеек ; 1943 ;  ; Ni ; F-VF ; 1 ; nisni ; 112 
 1451 ; 10 копеек ; 1948 ;  ; Ni ; VF- ; 26 ; PVA13 ; 276 
 1452 ; 10 копеек ; 1949 ;  ; Ni ; VF- ; 32 ; andreyka80 ; 223 
 1453 ; 10 копеек ; 1950 ;  ; Ni ; VF-XF ; 7 ; vanamo ; 41 
 1454 ; 10 копеек ; 1951 ;  ; Ni ; VF- ; 11 ; SVE ; 272 
 1455 ; 10 копеек ; 1952 ;  ; Ni ; XF+ ; 13 ; Алек ; 82 
 1456 ; 10 копеек ; 1953 ;  ; Ni ; XF+ ; 13 ; Алек ; 108 
 1457 ; 10 копеек ; 1954 ;  ; Ni ; F-VF ; 1 ; disman14 ; 66 
 1458 ; 10 копеек ; 1955 ;  ; Ni ; VF-XF ; 10 ; Andrewa ; 10 
 1359 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 43 ; DrAlex ; 40 
 1360 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 23 ; GOLDWIZARD ; 68 
 1361 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 48 ; wwii-soldat ; 55 
 1362 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 36 ; eugraphus ; 35 
 1363 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 9 ; surf2k5 ; 34 
 1364 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 33 ; do_cent ; 39 
 1365 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 3 ; jef688 ; 32 
 1366 ; 20 копеек ; 1927 ;  ; Ag ; VF-XF ; 47 ; wwii-soldat ; 51 
 1367 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 30 ; petrserebr ; 125 
 1368 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 18 ; AlexWhite ; 188 
 1369 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 41 ; alnov ; 106 
 1370 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 44 ; GOLDWIZARD ; 77 
 1371 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 7 ; Алек ; 117 
 1372 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 36 ; wwii-soldat ; 37 
 1373 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 33 ; IrinaM ; 308 
 1374 ; 20 копеек ; 1931 ;  ; Ni ; VF+ ; 5 ; Конрос бид 32 ; 105 
 1375 ; 20 копеек ; 1936 ; л/с звезда плоская  ; Ni ; VF+ ; 15 ; zakon ; 53 
 1376 ; 20 копеек ; 1936 ; л/с звезда плоская  ; Ni ; XF ; 14 ; Конрос бид 32 ; 62 
 1377 ; 20 копеек ; 1942 ; л/с звезда плоская  ; Ni ; VF+ ; 26 ; zakon ; 204 
 1378 ; 20 копеек ; 1951 ;  ; Ni ; VF+ ; 4 ; jagerV ; 73 
 1379 ; 20 копеек ; 1951 ;  ; Ni ; XF- ; 25 ; lm5665 ; 75 
 1380 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 3 ; oich ; 83 
 1381 ; 15 копеек ; 1924 ;  ; Ag ; XF+ ; 25 ; topotun ; 225 
 1382 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 39 ; Конрос бид 32 ; 366 
 1383 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 37 ; Basilio ; 341 
 1384 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 51 ; IrinaM ; 359 
 1385 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 50 ; Vico ; 225 
 1386 ; 15 копеек ; 1932 ;  ; Ni ; VF-XF ; 7 ; kurt ; 153 
 1387 ; 15 копеек ; 1950 ;  ; Ni ; VF+ ; 1 ; disman14 ; 66 
 1388 ; 15 копеек ; 1950 ;  ; Ni ; VF+ ; 29 ; dragonfly ; 46 
 1389 ; 15 копеек ; 1951 ;  ; Ni ; XF- ; 76 ; dobro ; 650 
 1390 ; 15 копеек ; 1953 ;  ; Ni ; VF-XF ; 5 ; kurt ; 82 
 1391 ; 15 копеек ; 1954 ;  ; Ni ; XF ; 2 ; disman14 ; 63 
 1392 ; 15 копеек ; 1954 ;  ; Ni ; VF ; 8 ; Andrewa ; 8 
 1393 ; 15 копеек ; 1955 ;  ; Ni ; VF+ ; 1 ; disman14 ; 72 
 1394 ; 15 копеек ; 1955 ;  ; Ni ; VF- ; 1 ; tuz ; 2 
 1395 ; 15 копеек ; 1955 ;  ; Ni ; VF+ ; 1 ; Andrewa ; 2 
 1396 ; 15 копеек ; 1955 ;  ; Ni ; AU ; 32 ; lm5665 ; 32 
