 3639 ; Бона иностранная ;  ;  ;  ;  ; 8 ; из африки ; 27 
 1512 ; Лот иностранных знаков на иголках (12шт) ;  ;  ; Ж/м, эмаль ; VF/XF ; 24 ; palermo ; 284 
 1513 ; Лот иностранных знаков (10шт) ;  ;  ; Ж/м ; VF/XF ; 27 ; Григорий ; 181 
 1514 ; Лот иностранных знаков (5шт) ;  ;  ; Ж/м, кожа, ; VF/XF ; 40 ; palermo ; 285 
 1515 ; Лот иностранных значков: 10шт ;  ;  ; Б/м,ж/м ; VF/VF+ ; 14 ; Григорий ; 79 
 1516 ; Лот значков (Перепись, Ударник, 25 съезд): 3шт ;  ;  ; Al ; XF/AU ; 26 ; LAB-A ; 46 
 1517 ; Лот значков (ВЛКСМ): 4шт ;  ;  ; Al ; XF+/XF+ ; 43 ; Антошка ; 393 
 1518 ; Лот знаков (4шт): депутаты ;  ;  ; Al ; VF-XF/XF ; 64 ; поручик ; 105 
 1519 ; Лот значков (3шт): Воин-спортсмен, 1разряд, 2 разряд ;  ;  ; Al ; AU ; 37 ; al69 ; 38 
 1520 ; Лот значков (3шт): Воин-спортсмен, 1разряд, 2 разряд ;  ;  ; Al ; XF+/AU ; 6 ; Sky2 ; 36 
 1521 ; Лот значков (Города): 22шт ;  ;  ; Al ; XF/AU ; 24 ; vng0206 ; 151 
 1522 ; Лот значков "Олимпиада, ЛЭМСТ, За отличную учебу,  лет Турбокорпусу: 9шт ;  ;  ; Al,Б/м ; VF/XF+ ; 35 ; Snuppy ; 79 
 1523 ; Лот значков "XXII Олимпийские игры": 4шт ; 1980 ;  ; Al ; XF/XF+ ; 11 ; dimon46 ; 25 
 1524 ; Лот значков (Пожарные): 4шт ;  ;  ; Al ; VF/XF ; 18 ; Григорий ; 169 
 1525 ; Лот значков (Отличник здравоохранения и Юный техник СССР): 2шт ;  ;  ; Al ; AU ; 53 ; Антошка ; 117 
 1526 ; Лот значков на иголках: 160шт ;  ;  ; Ж/м, Al, п ; VF/XF- ; 26 ; Григорий ; 660 
 1527 ; Лот жетонов Метрополитена: 8шт ;  ;  ; Ж/м,б/м,пл ; VF-/XF- ; 36 ; konstk2 ; 232 
 1528 ; Лот жетонов: 4шт ;  ;  ; Ж/м,б/м ; VF/XF ; 30 ; Lasto4kaSPB ; 45 
 1529 ; Лот жетонов Метрополитена: 2шт ;  ;  ; Ж/м ; VF/VF+ ; 3 ; ВВ42 ; 7 
 1530 ; Лот жетонов Метрополитена: 5шт ;  ;  ; Б/м,ж/м ; VF/VF+ ; 24 ; Puchic ; 108 
 1537 ; Один червонец ; 1975 ;  ; Au ; AU ; 46 ; nikolaj ; 11566 
 1538 ; Один червонец ; 1977 ; ЛМД ; Au ; AU ; 18 ; al69 ; 12674 
 1539 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 73 ; Kaliostro ; 1734 
 1540 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 49 ; dimass70 ; 2105 
 1541 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 47 ; Kaliostro ; 1501 
 1542 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 76 ; murzik20 ; 1873 
 1543 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 57 ; Smit ; 1615 
 1544 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 40 ; Kaliostro ; 1500 
 1545 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 79 ; dimass70 ; 1663 
 1546 ; 3 рубля ; 1990 ; ЛМД Встреча в верхах в интересах детей ; Ag ; Proof ; 44 ; Danila-56 ; 1625 
 1547 ; 3 рубля ; 1990 ; ММД Флот Петра Великого ; Ag ; Proof ; 46 ; Kaliostro ; 1520 
 1548 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 38 ; Kaliostro ; 1500 
 1549 ; 3 рубля ; 1990 ; ЛМД Встреча в верхах в интересах детей ; Ag ; Proof ; 43 ; Krys ; 1301 
 1550 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америку ; Ag ; Proof ; 36 ; wolikaz ; 1170 
 1551 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америку ; Ag ; Proof ; 72 ; dimass70 ; 1761 
 1552 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 72 ; mich555 ; 1536 
 1553 ; 3 рубля ; 1990 ; ММД Флот Петра Великого ; Ag ; Proof ; 78 ; dimass70 ; 1741 
 1554 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америку ; Ag ; Proof ; 177 ; murzik20 ; 1247 
 1555 ; 3 рубля ; 1991 ; ЛМД Большой театр ; Ag ; Proof ; 26 ; vlas ; 1089 
 1556 ; 3 рубля ; 1991 ; ММД Триумфальная арка ; Ag ; Proof ; 30 ; vlas ; 1193 
 1557 ; 3 рубля ; 1991 ; ЛМД Форт Росс ; Ag ; Proof ; 44 ; finder ; 1490 
 1558 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 38 ; bolik ; 1405 
 1559 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 109 ; Kaliostro ; 1900 
 1560 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавания ; Ag ; Proof ; 38 ; wolikaz ; 1233 
 1561 ; 3 рубля ; 1995 ; ЛМД Новгородский Кремль ; Ag ; Proof ; 59 ; volk ; 1230 
 1456 ; Знак. Участнику уборки урожая на целине. ЦК ВЛКСМ ; 1957ММД ;  ; Ж/м,эмаль ; XF+ ; 24 ; Puchic ; 93 
 1457 ; Знак. Участнику уборки урожая на целине. ЦК ВЛКСМ ; 1958 ;  ; Ж/м,эмаль ; XF ; 36 ; 7752157 ; 156 
 1458 ; ДСО "Алга" Киргизская ССР ;  ;  ; Ж/м,эмаль ; VF ; 121 ; 1822 ; 360 
 1459 ; Знак. Отличник соц соревнования с/х РСФСР ; ЛМД ;  ; Ж/м,эмаль ; AU ; 56 ; Mike! ; 379 
 1460 ; Знак. ВЛКСМ ; ММД ;  ; Ж/м,эмаль ; AU ; 8 ; SANGOLD1 ; 33 
 1461 ; Знак. Кандидат СССР. Мастер спорта ;  ;  ; Б/м ; VF- ; 27 ; al69 ; 79 
 1462 ; Знак. Мотогонки на ипподроме СССР чемпионат ;  ;  ; Ж/м ; VF ; 13 ; Snuppy ; 51 
 1463 ; Знак. Госагропром СССР. За заслуги в рационализации ;  ;  ; Б/м,эмаль ; AU ; 44 ; 7752157 ; 173 
 1464 ; Знак. Фронтовик ;  ;  ; Ж/м ; AU ; 11 ; Puchic ; 57 
 1465 ; Знак. Участнику уборки урожая на целине ЦК ВЛКСМ ; 1957ММД ;  ; Ж/м,эмаль ; XF+ ; 9 ; Puchic ; 94 
 1466 ; Знак. Военный летчик 1 класса ;  ;  ; Ж/м,эмаль ; XF- ; 33 ; zodiak ; 210 
 1467 ; Знак. Юному отличнику санитарной обороны СССР ;  ;  ; Al ; AU ; 43 ; ВВ42 ; 53 
 1468 ; Знак. 60 лет военной торговле ;  ;  ; Al ; XF ; 52 ; Антошка ; 108 
 1469 ; Знак "Арктика 77" ;  ;  ; Al ; AU ; 20 ; dimon46 ; 20 
 1470 ; Знак. ДОСААФ. Областные соревнования ;  ;  ; Al ; VF+ ; 21 ; uskov ; 30 
 1471 ; Знак. 100 лет Волховстрою. Локомотивное депо ;  ;  ; Ж/м ; XF ; 42 ; visa ; 87 
 1472 ; Знак. Гостинный Двор ; ЛМД ;  ; Al ; XF- ; 6 ; Charlotte Sometimes ; 34 
 1473 ; Знак. За успехи в труде ;  ;  ; Al ; XF ; 50 ; 542 ; 79 
 1474 ; Солдатский знак 3-ей классности ;  ;  ; Al ; VF+ ; 3 ; astronom ; 12 
 1475 ; Знак. Отличник Советской армии ;  ;  ; Al ; VF+ ; 3 ; astronom ; 23 
 1476 ; Знак. Трудовым успехам слава. 7 в пять лет ; 1962 ;  ; Al ; XF+ ; 26 ; поручик ; 162 
 1477 ; Знак. Центральный дом работников искусства ; ММД ;  ; Al ; F-VF ; 5 ; vasm ; 53 
 1478 ; Знак. Степан Разин ;  ;  ; Ж/м ; AU ; 24 ; RAPAN ; 42 
 1479 ; Знак. Ударник высокой культуры труда ;  ;  ; Al ; VF- ; 49 ; 542 ; 87 
 1480 ; Бляшка. Начальник караула МВД СССР ;  ;  ; Al ; AU ; 33 ; 1822 ; 159 
 1481 ; Знак Госбанка СССР ;  ;  ; Al ; XF ; 55 ; kont ; 1040 
 1482 ; Знак об окончании Технического училища ;  ;  ; Al ; AU ; 1 ; uskov ; 100 
 1483 ; Знак об окончании Гуманитарного ВУЗа ; ЛМД ;  ; Al ; XF- ; 1 ; hjv, vjq ; 70 
 1484 ; Знак об окончании Высшего Военного училища ; ММД ;  ; Б/м, эмаль ; XF+ ; 28 ; smirnoff ; 219 
 1485 ; Знак об окончании Высшего Военного училища ; ММД ;  ; Б/м, эмаль ; XF ; 17 ; smirnoff ; 219 
 1486 ; Знак об окончании Высшего Военного училища ; ММД ;  ; Б/м, эмаль ; AU ; 9 ; поручик ; 227 
 1487 ; Знак об окончании Академии МВД ; ЛМД ;  ; Б/м, ж/м,  ; AU ; 129 ; hjv, vjq ; 1200 
 1488 ; Знак об окончании Гуманитарного ВУЗа ; ЛМД ;  ; Al ; XF+ ; 14 ; LAB-A ; 78 
 1489 ; Жетон. Трагедия царской семьи. Скорбящая Россия. D-34мм ; 1993 ;  ; Б/м ; AU ; 35 ; 2372 ; 266 
 1490 ; Жетон .Федор Иоанович. Ошибка в дате правления. М-6,28 гр ; СПМД ;  ; Ag925 ; Proof ; 83 ; ДРОВЯНОЙ ; 1112 
 1491 ; Жетон "Традиция". Российский нумизматический форум. Москва. D-27мм ; 2008ММД ;  ; Би/м ; Proof ; 111 ; E.V.A. ; 407 
 1492 ; Жетон "Традиция". Российский нумизматический форум. Москва. D-27мм ; 2009ММД ;  ; Би/м ; Proof ; 32 ; E.V.A. ; 458 
 1493 ; Жетон "Традиция". Российский нумизматический форум. Москва. D-27мм ; 2009ММД ;  ; Ag925 ; Proof ; 29 ; E.V.A. ; 1353 
 1494 ; Медаль. СПб мон двор. Отчеканена в честь 273-й годовщины завода. D-41мм ; 1997СПМД ;  ; Ж/м ; Proof ; 85 ; E.V.A. ; 657 
 1495 ; Медаль. 274 года СПб мон двору 1724-1998гг. D-41мм ; 1998СПМД ;  ; Ж/м ; Proof ; 97 ; E.V.A. ; 657 
 1496 ; Медаль. 281 год СПб мон двору 1724-2005гг. D-38мм ; 2005СПМД ;  ; Би/м ; Proof ; 114 ; E.V.A. ; 1330 
 1497 ; Медаль. СПб мон двор ;  ;  ; Б/м ; Proof ; 135 ; валенок ; 510 
 1498 ; Медеаль "серебряная". Выставка достижений народного хозяйства. За успехи в народном хозяйстве. D-22мм. С удостоверением ;  ;  ; Б/м ; XF ; 30 ; поручик ; 405 
 1499 ; Знак. За ударный труд. Минтяжмаш. С удостоверением ;  ;  ; Al ; AU ; 9 ; evseechevvv ; 209 
 1500 ; Знак. За ударный труд. Минтяжмаш. С удостоверением ;  ;  ; Ж/м ; AU ; 11 ; evseechevvv ; 408 
 1501 ; Знак. Ветеран труда. С удостоверением ;  ;  ; Al ; XF+ ; 16 ; Антошка ; 111 
 1502 ; Знак. За ударный труд. Минтяжмаш. С удостоверением ;  ;  ; Ж/м ; XF ; 5 ; evseechevvv ; 408 
 1503 ; Набор медалей "250 лет открытия Русской Америки". Межнумизматика (Бот "Св.Гавриил", Пакетбот "Св.Павел", Пакетбот "Св.Павел", Встреча Г.Измайлова и Дж.Кука): 4 шт. Упаковка ; ММД ;  ; Cu-Ni ; Proof ; 51 ; wolikaz ; 651 
 1504 ; Лот медалей (В память 30-летия окончания МАИ, Ту-154, В.В.Куйбышев, 30 лет со дня победы): 4шт ;  ;  ; Al ; VF+/XF ; 20 ; Puchic ; 69 
 1505 ; Лот медалей "Никто не забыт, ничто не забыто"  (5шт). D-55мм и D-46мм ;  ;  ; Al ; VF-/VF+ ; 62 ; foxmuld ; 561 
 1406 ; Знак на иголке ;  ;  ; Ж/м ; AU ; 9 ; Mike! ; 120 
 1407 ; Знак. Бельгия ;  ;  ; Ж/м,эмаль ; VF+ ; 28 ; sea_dog72 ; 184 
 1408 ; Знак. Швеция ;  ;  ; Ж/м ; XF ; 11 ; 439 ; 156 
 1409 ; Знак. Лилия. Италия ;  ;  ; Б/м ; VF ; 12 ; legatd ; 321 
 1410 ; Знак. Шуберт. Австрия. Размеры: 40 на 30мм ; 1928 ;  ; Ж/м ; XF- ; 77 ; Григорий ; 159 
 1411 ; Знак. Вагнер. Германия. D-35мм ;  ;  ; Ж/м ; XF- ; 19 ; Григорий ; 212 
 1412 ; Знак. Социалистическая бригада. Венгрия ;  ;  ; Ж/м,эмаль ; VF ; 33 ; dimon46 ; 34 
 1413 ; Знак. Пионер. Всегда готов. Болгария ;  ;  ; Ж/м,эмаль ; XF- ; 33 ; Sky2 ; 157 
 1414 ; Знак. Комсомол. Болгария ; 60-х гг ;  ; Ж/м,эмаль ; VF ; 44 ; Sky2 ; 93 
 1415 ; Знак. За активную работу в профгруппе ;  ;  ; Al ; AU ; 1 ; 542 ; 87 
 1416 ; Знак ВЛКСМ "Мастер Золотые руки" ; ММД ;  ; Ж/м,б/м ; VF ; 152 ; ОВМ ; 549 
 1417 ; Знак. ЦК ВЛКСМ "Золотой колос" ; ММД ;  ; Б/м,ж/м ; AU ; 65 ; himik121 ; 185 
 1418 ; Знак ВЛКСМ "Лучшему учителю - комсомольцу" ; ММД ;  ; Ж/м,эмаль ; XF+ ; 37 ; ОВМ ; 559 
 1419 ; Знак. За безаварийный налет часов 3000 ч. Бортрадист №114333 ;  ;  ; Ж/м,эмаль ; AU ; 110 ; lsp25 ; 423 
 1420 ; Знак. МВД СССР ; ММД ;  ; Ж/м,эмаль ; AU ; 109 ; ost ; 437 
 1421 ; Знак. Первенство области II место ;  ;  ; Ж/м,эмаль ; VF-XF ; 26 ; 1822 ; 159 
 1422 ; Знак. Фонд содействия органам внутренних дел. Примирение. МВД. Размеры: 82 на 82мм ;  ;  ; Ж/м,эмаль ; XF+ ; 53 ; ANDREYMAG ; 569 
 1423 ; Знак. Советский фонд мира. №2470 ; ЛМД ;  ; Б/м ; XF+ ; 42 ; грос79 ; 369 
 1424 ; Знак. Заслуженный учитель школы РСФСР, колодка от другого знака ; ЛМД ;  ; Б/м ; AU ; 60 ; 542 ; 1373 
 1425 ; Знак. Профсоюз металлистов. Ленинград ; ЛМД ;  ; Ж/м,эмаль ; AU ; 3 ; Григорий ; 23 
 1426 ; Знак. 300 лет воссоединения Украины с Россией ;  ;  ; Ж/м,эмаль ; VF ; 27 ; rekaSvir ; 155 
 1427 ; Знак. Самолет ;  ;  ; Ж/м,эмаль ; VF+ ; 25 ; persik ; 55 
 1428 ; Знак. HERBALIFE ;  ;  ; Ж/м,эмаль ; AU ; 2 ; Puchic ; 11 
 1429 ; Знак. Разведка. 41480. №173 ;  ;  ; Ж/м ; XF+ ; 27 ; persik ; 255 
 1430 ; Знак. Москва ;  ;  ; Ж/м,эмаль ; VF+ ; 15 ; 1822 ; 64 
 1431 ; Знак. За отличную учебу ДОСААФ СССР ;  ;  ; Al ; VF ; 30 ; al69 ; 108 
 1432 ; Знак. Корабль "Айсберг" ;  ;  ; Al ; AU ; 13 ; Snuppy ; 225 
 1433 ; Знак. Юный Динамовец ;  ;  ; Al ; XF ; 5 ; himik121 ; 21 
 1434 ; Знак. Ветеран труда. Волховстроевское отделение Окт ж/д ;  ;  ; Al ; AU ; 73 ; evseechevvv ; 113 
 1435 ; Знак. Специалист-мастер ;  ;  ; Ж/м,эмаль ; AU ; 27 ; Puchic ; 56 
 1436 ; Знак. Специалист-мастер ;  ;  ; Ж/м,эмаль ; XF+ ; 17 ; Puchic ; 53 
 1437 ; Знак. Специалист 3 класса ;  ;  ; Ж/м,эмаль ; XF+ ; 7 ; Puchic ; 36 
 1438 ; Знак. Специалист 3 класса ;  ;  ; Ж/м,эмаль ; AU ; 2 ; Puchic ; 33 
 1439 ; Знак. Специалист-мастер ;  ;  ; Ж/м,эмаль ; XF ; 11 ; Puchic ; 46 
 1440 ; Знак. Специалист. 3 класса ;  ;  ; Ж/м,эмаль ; XF+ ; 7 ; Puchic ; 37 
 1441 ; Знак. С Новым годом ;  ;  ; Ж/м,эмаль ; XF+ ; 44 ; 1822 ; 374 
 1442 ; Знак. Гвардия ;  ;  ; Ж/м, эмаль ; VF+ ; 59 ; 1822 ; 255 
 1443 ; Знак. Ударнику Сталинского призыва ;  ;  ; Ж/м, эмаль ; F-VF ; 45 ; Антошка ; 813 
 1444 ; Знак. Ударнику Сталинского призыва ;  ;  ; Ж/м, посер ; VF- ; 66 ; Антошка ; 1033 
 1445 ; Знак. Отличник милиции МВД СССР ;  ;  ; Ж/м, эмаль ; XF+ ; 59 ; 1822 ; 685 
 1446 ; Знак. Отличник социалистического соревнования прмышленности мясомолпродуктов СССР № 2430 ;  ;  ; Ж/м, эмаль ; VF- ; 78 ; 1822 ; 3561 
 1447 ; Знак  классности. 2 класса ;  ;  ; Ж/м, эмаль ; XF ; 27 ; Puchic ; 57 
 1448 ; Знак. 3-ий разряд ;  ;  ; Ж/м, эмаль ; XF- ; 34 ; Puchic ; 166 
 1449 ; Знак. Капитану гражданского флота ;  ;  ; Б/м ; VF+ ; 62 ; Andrak ; 1593 
 1450 ; Знак. Отличник военного строительства ;  ;  ; Ж/м, эмаль ; AU ; 29 ; sea_dog72 ; 68 
 1451 ; Знак. 153 ортбр Осн. Утеряна закрутка ;  ;  ; Ж/м, эмаль ; XF ; 103 ; Snuppy ; 502 
 1452 ; Знак. Отличник ВВС ;  ;  ; Ж/м, эмаль ; XF- ; 31 ; SANGOLD1 ; 159 
 1453 ; Знак. Почетная грамота президиума верховного совета Украинской ССР ; ММД ;  ; Ж/м ; VF-XF ; 34 ; 542 ; 388 
 1454 ; Знак. Готов к санитарной обороне СССР ;  ;  ; Ж/м, эмаль ; F-VF ; 80 ; lsp25 ; 211 
 1455 ; Знак. Восток-2 ;  ;  ; Ж/м, эмаль ; VF+ ; 83 ; rov19641 ; 125 
 1356 ; Жетон посмертный в память о Вильгельме I. Германия, 2-й Рейх. D-29мм ; ND (1888) ;  ; никелин ; VF+ ; 44 ; Георг ; 581 
 1357 ; Жетон. К 100-летию со дня рождения Вильгельма I. Германия, 2-й Рейх. D-29мм ; 1897 ;  ; Br в Ag ; VF ; 53 ; никсер ; 235 
 1358 ; Жетон. К 80-летию со дня службы Вильгельма I. Германия, 2-й Рейх. D-26*26мм ; 1887 ;  ; Br ; F ; 26 ; von_Schwarz ; 163 
 1359 ; Жетон. К 90-летию со дня рождения Вильгельма I. Германия, 2-й Рейх. D-26*26мм ; 1887 ;  ; Br ; VF- ; 31 ; Lasto4kaSPB ; 152 
 1360 ; Школьная медаль "За отличные успехи и за примерное поведение". Болгария ;  ;  ; Б/м ; VF-XF ; 36 ; Sky2 ; 363 
 1361 ; Медаль. Технический университ Цвикау. Германия. D-50мм ;  ;  ; Ж/м ; XF ; 3 ; Rober ; 36 
 1362 ; Жетон. Нотр-Дам де Париж. D-34мм ;  ;  ; Ж/м ; AU ; 43 ; murzik20 ; 75 
 1363 ; Медаль. Чимароза. Франция. Медальер Ф.Барре. D-41мм ; 1818 ;  ; Br ; XF- ; 29 ; ealiev ; 378 
 1364 ; Медаль. Жан Филипп Рамо. Франция. Медальер Гусман. D-58мм ; 1973 ;  ; Br ; AU ; 55 ; bolik ; 204 
 1365 ; Плакета. Ван Дайк. Медальер Девриз. Размеры: 51 на 73мм ; 1912 ;  ; Br ; VF-XF ; 136 ; GAL ; 429 
 1366 ; Плакета. Прайер. Австрия. Медальер Жоне. Размеры: 62,5 на 46,5мм ; 1900 ;  ; Br ; VF+ ; 99 ; marson2010 ; 420 
 1367 ; Медаль. Петер Бенуа. Нидерланды. Медальер Мокуой. D-70мм ; 1920 ;  ; Br ; VF-XF ; 68 ; sportmini ; 317 
 1368 ; Медаль. Бетховен (1770-1827гг). Медальер Кутен. D-68мм ;  ;  ; Br ; VF-XF ; 62 ; АГ ; 383 
 1369 ; Плакета. 4 профессора берлинской консерватории. Германия. Медальер Байрот. Размеры: 79 на 58мм ; 1925 ;  ; Br ; XF- ; 30 ; marson2010 ; 371 
 1370 ; Медаль. Верди. Медальер Умберто Мендеш. Португалия. D-80мм ;  ;  ; Ж/м ; AU ; 109 ; GAL ; 434 
 1371 ; Медаль. Академия Ансальди. Медальер Грегуар. Франция. D-52мм ; 1933 ;  ; Ж/м ; F-VF ; 48 ; r70 ; 324 
 1372 ; Плавета. Шуберт. Размеры: 70 на 50мм ;  ;  ; Ж/м ; XF- ; 49 ; АГ ; 922 
 1373 ; Медаль. Спонтини. Медальеры: Г.Лоос и Пфеффер. D-51мм ; 1829 ;  ; Br ; VF ; 27 ; habenti ; 211 
 1374 ; Плакета. Коссманн. Медальер Карл Даутерт. Размеры: 66 на 66мм ;  ;  ; Br ; F-VF ; 82 ; marson2010 ; 119 
 1375 ; Шопен. Медальер Маркиевич. Польша. D-70мм ; 1980 ;  ; Br ; XF- ; 12 ; Георг ; 306 
 1376 ; Медаль. Йозеф Гайдн. Медальер Арнольд Гартиг. Австрия. D-33мм ; 1959 ;  ; Ж/м ; VF+ ; 30 ; кузин ; 159 
 1377 ; Медаль. Лист. Медальер Антуан Бови. Франция. D-30мм ; 1844 ;  ; Ж/м ; AU ; 39 ; Георг ; 496 
 1378 ; Медаль. Бетховен. 100 лет со дня смерти. D-40мм ; 1927 ;  ; Ж/м ; AU ; 60 ; Георг ; 493 
 1379 ; Медаль. Сметана. Медальер Милан Кноблох. ЧССР. D-40мм ;  ;  ; Ж/м ; AU ; 77 ; Георг ; 400 
 1380 ; Медаль. Мартину. ЧССР. D-40мм ;  ;  ; Ж/м ; XF+ ; 87 ; кузин ; 137 
 1381 ; Медаль. Мармонтель. Медальер Пети. Франция. D-41мм ; 1820 ;  ; Ж/м ; VF ; 98 ; никсер ; 306 
 1382 ; Медаль. Гретри. Медальер Стмон. Франция. D-46мм ; 1813 ;  ; Ж/м ; VF- ; 24 ; rekaSvir ; 267 
 1383 ; Медаль. Галлиньяни. Медальер Донцелли. Италия. D-50мм ; 1908 ;  ; Br,серебр ; VF- ; 58 ; Георг ; 765 
 1384 ; Медаль. Гретри. Медальер Каке. Франция. D-41мм ; 1823 ;  ; Br ; VF ; 44 ; ealiev ; 391 
 1385 ; Медаль. Кошат. Медальер Ганс Шаффер. Австрия. D-35мм ;  ;  ; Br ; AU ; 13 ; Георг ; 276 
 1386 ; Медаль. Папа Иоанн Павел II. Италия. D-35мм ;  ;  ; Б/м ; XF+ ; 14 ; Hotbit ; 159 
 1387 ; Жетон. Музыкальный институт Санта-Чечилия. Аргентина. Размеры: 30 на 30мм ;  ;  ; Б/м ; XF- ; 32 ; Эквитес ; 114 
 1388 ; Жетон. Консерватория Россини. Аргентина. D-30мм ;  ;  ; Ж/м ; VF ; 19 ; Георг ; 108 
 1389 ; Плакета. Вагнер. Медальер Франц Стясны. Австрия. Размеры: 66 на 57мм ;  ;  ; Ж/м ; AU ; 23 ; АГ ; 635 
 1390 ; Медаль. Гендель. Медальер Умберто Мендеш. Португалия. D-80мм ;  ;  ; Ж/м ; AU ; 62 ; Георг ; 448 
 1391 ; Медаль. Бах (1685-1750). Германия. Майсен. D-52мм ;  ;  ; Фарфор ; XF ; 136 ; Фон Барон ; 342 
 1392 ; Медаль. Япония. D-35мм. В коробке ;  ;  ; Ag.позолот ; VF- ; 43 ; smaci ; 615 
 1393 ; Жетон. Фридрих Великий. Германия. Размеры: 37 на 30мм. Отверстие ;  ;  ; Пластмасса ; XF- ; 9 ; gelind ; 17 
 1394 ; Медаль. Китайский календарь. Год Быка. Китай. D-50мм. В коробке ;  ;  ; Ж/м ; XF+ ; 68 ; 1313 ; 209 
 1395 ; Медаль. Мендельсон. Медальер Умберто Мендеш. Португалия. D-80мм ;  ;  ; Ж/м ; AU ; 41 ; sportmini ; 313 
 1396 ; Медаль. Наполеон, Александр, Фридрих Вильгельм III. Тильзитский мир. D-52мм ;  ;  ; Al ; XF- ; 19 ; smaci ; 585 
 1397 ; Жетон. Международная колониальная выставка в Париже. Экспозиция Африка ; 1931 ;  ; Br ; XF+ ; 70 ; caterpi ; 421 
 1398 ; Жетон. Генрих IV. На бегство принца Конде в Испанию. Франция. Легкая деформация ; 1609 ;  ; Cu ; VF ; 36 ; murka1973 ; 1224 
 1399 ; Жетон. Корея ?. D-28мм ;  ;  ; Б/м ; VF ; 70 ; von_Schwarz ; 522 
 1400 ; Медаль. 15-тый Европейский талер. Европейские выборы. Германия. D-39мм ; 1978 ;  ; Ag925 ; Proof ; 2 ; ЗАБРАЛО ; 714 
 1401 ; Медаль.Церковь Святого Михаила в Хильдесхайме. Германия. D-39мм ; 1976 ;  ; Ag1000 ; Proof ; 2 ; ЗАБРАЛО ; 717 
 1402 ; Медаль на открытие библиотеки. Richard - примас Ирландии Барон Rokeby de Armagh ; 1771 ;  ; Ag ; VF ; 44 ; 995953 ; 3317 
 1403 ; Жетон. Франция ; 1667 ;  ; Cu ; VF ; 67 ; wl-petr ; 944 
 1404 ; Знак. KIP. Венгрия ;  ;  ; Б/м ; XF- ; 5 ; Mike! ; 117 
 1405 ; Знак. 1 класс. Венгрия ;  ;  ; Ж/м,эмаль ; XF ; 7 ; Mike! ; 120 
 1306 ; Медаль. Академик М.Янгель. К 70-летию со дня рождения. D-65мм ;  ;  ; Al ; XF- ; 31 ; bowfinger ; 50 
 1307 ; Медаль. 750 лет городу горькому Нижнему Новгороду (1221-1971). D-45мм ;  ;  ; Al ; XF- ; 10 ; 4567890 ; 102 
 1308 ; Медаль+жетон. Ростральные колонны и здание центрального военно-морского музея. D-54мм. Толщина медали 4мм ; ЛМД ;  ; Al ; XF-/AU ; 52 ; 100 ; 1064 
 1309 ; Медаль. 60 лет Ордена Ленина Лен. В.О. (1918-1978). D-75мм ; 1978ЛМД ;  ; Al ; XF+/AU ; 30 ; VM ; 2040 
 1310 ; Медаль. А.С. Пушкин (1799-1837). D-60мм ; ЛМД1990 ;  ; Al ; AU ; 32 ; asp ; 602 
 1311 ; Медаль. Ростральные колонны и здание центрального военно-морского музея. D-54мм ; СПМД ;  ; Al ; AU ; 18 ; смол ; 84 
 1312 ; Медаль. Российская советская федеративная социалистическая республика. Магадан. D-57мм ;  ;  ; Al ; XF- ; 49 ; von_Schwarz ; 200 
 1313 ; Медаль. 1917г. D-65мм ; ЛМД ;  ; Al ; VF+ ; 50 ; VM ; 3264 
 1314 ; Медаль. 270 лет Петрозаводску. В память основания города (1703-1973). D-65мм ;  ;  ; Al ; VF- ; 29 ; bowfinger ; 67 
 1315 ; Медаль . Государственный Эрмитаж. Вольтер, сидящий в кресле. D-60мм ; ЛМД ;  ; Al ; VF+ ; 11 ; vasm ; 155 
 1316 ; Медаль. Территориальный совет по управлению курортами Сочи. ВЦСПС (1838-1988). D-60мм ;  ;  ; Al ; VF- ; 14 ; von_Schwarz ; 123 
 1317 ; Медаль. Ц.С.Союза спортивных обществ и организаций СССР. В день 30-летия со дня окончания ГЦОЛИФК 9 апреля 1965г. На оборотной стороне Тов. Розановой Н.Ф. D-74мм. В коробке. Гравировка ;  ;  ; Al ; AU ; 53 ; смол ; 202 
