 3233 ; Бона иностранная ;  ;  ;  ;  ; 17 ; bcs ; 77 
 1131 ; Медаль "За заслуги". ГДР ;  ;  ; Ж/м ; XF- ; 26 ; ARTMANY ; 255 
 1132 ; Медаль "За преданность". ГДР ;  ;  ; Б/м ; VF-XF ; 6 ; ARTMANY ; 257 
 1133 ; Партизанский крест на ленте. Польша ; 1945 ;  ; Ж/м ; VF-XF ; 62 ; lee ; 714 
 1134 ; Серебряный крест "За гражданские заслуги". Бельгия ; 20 век ;  ; Металл,сер ; XF- ; 47 ; KVit68 ; 1027 
 1135 ; Медаль. Георгий Димитров. Болгария ; 1982 ;  ; Ж/м ; XF+ ; 4 ; irv ; 157 
 1136 ; Медаль МВД "За 20 лет службы в городе Варне". Болгария ; 1944 ;  ; Ж/м ; XF+ ; 3 ; ARTMANY ; 153 
 1137 ; Медаль МВД "За 15 лет службы в городе Варне". Болгария ; 1944 ;  ; Б/м ; XF- ; 3 ; ARTMANY ; 153 
 1138 ; Медаль "100 лет освобождения Болгарии от Османского рабства" ; 1978 ;  ; Ж/м ; AU ; 7 ; VR62 ; 204 
 1139 ; Медаль "30 лет Болгарской народной армии". НРБ ; 1974 ;  ; Ж/м ; AU ; 3 ; ARTMANY ; 153 
 1140 ; Медаль "Родина-мать" с накладкой на ленте. Пруссия ;  ;  ; Ж/м ; XF- ; 143 ; cr547 ; 843 
 1141 ; Масонская награда. Англия. В коробке ;  ;  ; Ж/м, эмаль ; AU ; 25 ; KVit68 ; 707 
 1142 ; Медаль тайного общества на ленте. Англия. В родной коробке. №892 ;  ;  ; Б/м ; XF ; 68 ; andriano ; 1122 
 1143 ; Орден военных заслуг. Крест III степени с мечами с лентой. Бавария. В коробке ;  ;  ; Ж/м ; AU ; 93 ; vitapool ; 2185 
 1144 ; Орден Северной звезды. Швеция. Учрежден в 1748г. В коробке ;  ;  ; Au ; AU ; 36 ; HILL77 ; 8708 
 1145 ; Медаль "За борьбу с коммунизмом" на ленте. Румыния. В коробке ; 1941 ;  ; Br ; XF- ; 77 ; epikov ; 1152 
 1146 ; Военный крест на ленте с 2-мя звездами. Франция. В коробке ;  ;  ; Br ; XF+ ; 22 ; a_kog ; 781 
 1147 ; Шпанга из 4-х наград: Крест Заслуг, Медаль Красного Креста, Медаль ландвера за службу, Медаль "100 лет кайзеру Вильгельму I". Пруссия ;  ;  ; Zn,Br ; VF-XF/XF+ ; 72 ; vitapool ; 3059 
 1148 ; Шпанга из 2-х наград: Крест Гинденбурга. Германия, Железный крест II класса. Пруссия ; 1МВ ;  ; Br, Fe,сер ; XF- ; 34 ; c127 ; 2834 
 1149 ; Медаль боевого товарищества 1 МВ на ленте. Германия ;  ;  ; Б/м ; VF- ; 6 ; Георг ; 521 
 1150 ; Медальон "За заслуги" из 3-х частей ;  ;  ; Ag? ; VF+ ; 11 ; Loier ; 459 
 1151 ; Знак "За ранение" "серебряный". Германия ; 1МВ ;  ; Б/м ; XF+ ; 46 ; klaid ; 1586 
 1152 ; Масонский знак для мальчиков ; 1946 ;  ; Ж/м, эмаль ; VF-XF ; 13 ; cash ; 184 
 1153 ; Полковой знак. Англия ;  ;  ; Br ; VF+ ; 45 ; HILL77 ; 575 
 1154 ; Масонский знак с номером ;  ;  ; Ж/м ; XF+ ; 34 ; slav_1962 ; 473 
 1155 ; Знак боевого командира. Офицерам, прошедшим курс военного обучения. Фашистская Венгрия ; 1941 ;  ; Б/м,эмаль ; VF ; 55 ; lee ; 1247 
 1156 ; Крест унтерофицерских курсов. Финляндия ; 60-х гг ;  ; Б/м, эмаль ; XF+ ; 46 ; KVit68 ; 1020 
 1157 ; Знак "Инвалид войны" 1939-1945 гг. Финляндия ; 20 век ;  ; Б/м ; AU ; 60 ; pal ; 813 
 1158 ; Знак "Рысь" 5-й дивизии №654. Финляндия ; 41-45гг ;  ; Ж/м ; XF ; 44 ; daiv ; 1326 
 1159 ; Пожарный знак. Финляндия ; 20 век ;  ; Ж/м, эмаль ; XF+ ; 19 ; daiv ; 444 
 1160 ; Армейский знак "Ориентирование". Финляндия ; 20 век ;  ; Cu ; XF ; 62 ; veektor ; 165 
 1161 ; Армейский знак "Метание гранаты". Финляндия ; 20 век ;  ; Cu ; XF- ; 42 ; veektor ; 169 
 1162 ; Стрелковый знак. Швеция ; 20 век ;  ; Б/м ; XF+ ; 49 ; SadKo ; 332 
 1163 ; Масонская нашейная лента с 3-мя знаками ;  ;  ; Ж/м, эмаль ; XF- ; 20 ; Loier ; 411 
 1164 ; Планка. Pommer.Husar.R.5. Иностранная ;  ;  ; Ж/м ; XF ; 54 ; cr547 ; 226 
 1165 ; Знак "30 лет торгово-промышленной палаты". Финляндия. В коробке ; 20 век ;  ; Ag 813 ; XF+ ; 32 ; BADDY ; 410 
 1166 ; Медаль серебр. "Кайзер Вильгельм-II и Бисмарк" Пруссия Д=34мм ; 1894 ;  ; Ag ; proof-like ; 24 ; SadKo ; 3324 
 1167 ; Медаль. Германия ; 1888 ;  ; Ag ; XF+ ; 52 ; Nico ; 2028 
 1168 ; Медаль. Австрия. Охотничий фестиваль ; 1889 ;  ; Ag ; AU ; 44 ; V-N-V ; 4010 
 1169 ; Медаль на восстановление протектората над Богемией и Моравией. Германия ; 1939 ;  ; Б/м ; AU/XF+ ; 88 ; Nico ; 3853 
 1170 ; Медаль. Международная колониальная выставка в Амстердаме. Нидерланды ; 1883 ;  ; Br ; VF-XF ; 99 ; opop ; 381 
 1069 ; 2 денье. Лотарингия. М-1,22гр ; 1608-1624 ;  ; Ag ; VF- ; 103 ; ВалеН ; 1062 
 1070 ; 2 денье. Лотарингия. М-1,20гр ; 1608-1624 ;  ; Ag ; VF- ; 31 ; Alexdav ; 1020 
 1071 ; 1 крейцер. Австро-Венгрия. М-1,16гр ; 1698 ;  ; Ag ; VF- ; 60 ; VR62 ; 129 
 1072 ; 2 эре. Швеция ; 1664 ;  ; Cu ; F-VF ; 32 ; overshtag ; 3362 
 1073 ; 1/4 эре. Швеция ; 1635 ;  ; Cu ; VF+ ; 19 ; hjk1974 ; 350 
 1074 ; 2 цяня "чуннин чжунбао" гладкий. Китай, Северная Сун ; 1102-1106 ;  ; Fe ; F+ ; 55 ; kishkis ; 272 
 1075 ; 2 цяня "шаодин тунбао" "юань" 12ч. Китай, Южная Сун ;  ;  ; Br ; F-VF ; 52 ; Гордиан ; 167 
 1076 ; 2 цяня "шаодин тунбао" "эр" 12ч. Китай, Южная Сун ;  ;  ; Br ; F-VF ; 16 ; lsp25 ; 194 
 1077 ; 2 цяня "шаодин тунбао" "сань" 12ч. Китай, Южная Сун ;  ;  ; Br ; F-VF ; 77 ; lsp25 ; 152 
 1078 ; 10 цаней "миньго тунбао" "дан ши". Китай, Республика. Редкая ; 1911-1914 ;  ; Br ; VF- ; 31 ; kotyamoi ; 561 
 1079 ; 1 донг "цзинсин сибао" гладкий. Аннам, Поздняя ЛЕ ; 1740-1786 ;  ; Br ; F+ ; 33 ; kotyamoi ; 51 
 1080 ; 4 муна "канъэй цухо" 7 волн. Япония ;  ;  ; Br ; VF- ; 25 ; lsp25 ; 306 
 1083 ; Георгиевский крест. IV степени. №160235 ;  ;  ; Ag ; VF- ; 51 ; kolobokoff ; 10314 
 1084 ; Георгиевский крест 4 степени №671932 ;  ;  ; Ag ; VF+ ; 62 ; c127 ; 12706 
 1085 ; Георгиевская медаль III степени. №183537. Реставрация ушка ;  ;  ; Ag ; VF- ; 49 ; canis ; 3503 
 1086 ; Медаль. За храбрость. Частная работа ;  ;  ; Br ; VF+ ; 62 ; SSN ; 9555 
 1087 ; Медаль. За усмирение польского мятежа ; 1864 ;  ; Br ; F-VF ; 29 ; HILL77 ; 1111 
 1088 ; Медаль. 300 лет дому Романовых. Частная работа ; 1913 ;  ; Br ; XF+ ; 87 ; canis ; 1357 
 1089 ; Медаль. В память открытия памятника Екатерине II ; 1873 ;  ; Br ; F-VF ; 47 ; finder ; 1813 
 1090 ; Медаль. Гордость России ; 1914-1915 ;  ; Br ; VF- ; 49 ; Lapjn77 ; 1353 
 1091 ; Медаль. В память освобождения болгар ; 1878 ;  ; Br, серебр ; VF- ; 75 ; QSL ; 1911 
 1092 ; Медаль. В память коронации Николая II ; 1896 ;  ; Br ; VF- ; 49 ; rnv_64 ; 1292 
 1093 ; Медаль. Да укрепятся свобода и справедливость на руси ;  ;  ; Br ; VF ; 69 ; 015 ; 1530 
 1094 ; Медаль. Памятник царю-освободителю ; 1898 ;  ; Br ; F-VF ; 12 ; GRON ; 759 
 1095 ; Жетон. В память 50-летия освобождения крестьян ; 1911 ;  ; Br ; VF ; 13 ; rnv_64 ; 988 
 1096 ; Жетон. В память посещения Парижа. В память посещения президента Французской республики Санкт-Петербурга ; 1897 ;  ; Br ; VF- ; 57 ; GRON ; 611 
 1097 ; Медаль. В память 50-летнего юбилея ;  ;  ; Br, серебр ; VF ; 15 ; GRON ; 1179 
 1098 ; Жетон. Свобода ; 1917 ;  ; Br ; VF+ ; 25 ; 015 ; 1622 
 1099 ; Медаль. На подарок солдату в окопы ; 1916 ;  ; Br ; VF-XF ; 77 ; cash ; 1629 
 1100 ; Жетон на коронацию Николая II ; 1896 ;  ; Br ; VF- ; 91 ; Христос ; 1556 
 1101 ; Знак. Россия до 1917 года с изображением Медного Всадника ;  ;  ; Ag ; VF- ; 59 ; Христос ; 2102 
 1102 ; Жетон 25к. Для русского добровольческого корпуса во Франции ;  ;  ; Б/м ; VF-XF ; 33 ; harets ; 1062 
 1103 ; Знак. Общество попечения об бедных и больных детях. Отверстия ;  ;  ; Ж/м ; F-VF ; 59 ; canis ; 714 
 1104 ; Медаль. Русско-Прусский смотр войск при Калише. Германия ; 1835 ;  ; Ag ; VF-XF ; 51 ; RAPAN ; 10259 
 1105 ; Крест I класса "Объединение участников 1МВ". Пруссия ; 1914-1918 ;  ; Б/м, ж/м,  ; XF- ; 66 ; pal ; 2386 
 1106 ; Медаль "За заслуги" на ленте. Болгария ;  ;  ; Br ; XF ; 43 ; ARTMANY ; 1135 
 1107 ; Крест "За достижения в войне". Липпе-Детмольд ; 1914 ;  ; Ж/м ; AU ; 64 ; ost ; 1538 
 1108 ; Медаль "За заслуги" на ленте. Болгария ;  ;  ; Ag ; XF- ; 55 ; ARTMANY ; 900 
 1109 ; Крест ландвера. Офицерский I класса (1870-1920). 2 золотые накладки. Пруссия ;  ;  ; Ag ; XF+ ; 85 ; shtuka ; 5887 
 1110 ; Крест Бельгийского военногот союза на ленте. Бельгия ;  ;  ; Ж/м,эмаль ; XF+ ; 35 ; Loier ; 1255 
 1111 ; Крест Гинденбурга с мечами на ленте. Германия ; 1МВ ;  ; Br ; XF+ ; 43 ; жора ; 672 
 1112 ; Крест Гинденбурга для родственников погибших на ленте. Германия ; 1МВ ;  ; Ч/м ; XF+ ; 121 ; epikov ; 729 
 1113 ; Железный крест I класса. Пруссия ; 1МВ ;  ; Fe,серебр ; VF-XF ; 101 ; ARTMANY ; 5608 
 1114 ; Медаль "За войну 1914-1918гг". Австрия ; 1МВ ;  ; Br ; XF- ; 51 ; lee ; 779 
 1115 ; Медаль "100 лет кайзеру Вильгельму I". Пруссия ; 1897 ;  ; Br ; XF ; 142 ; slav_1962 ; 550 
 1116 ; Крест Людвига на ленте. Бавария ; 1916 ;  ; Br ; VF ; 74 ; lsp25 ; 1274 
 1117 ; Крест "За выслугу 25 лет" на ленте. Германия ;  ;  ; Ж/м ; XF+ ; 40 ; lsp25 ; 1028 
 1118 ; Военный крест 1914-1918гг. Франция. На ленте со звездой ; 1918 ;  ; Br ; XF ; 50 ; canis ; 838 
 1119 ; Военный крест на ленте. Франция ;  ;  ; Br ; XF ; 45 ; canis ; 816 
 1120 ; Медаль "Зимняя война" с планкой Северная Корелия. Финляндия ; 1940 ;  ; Fe ; XF+ ; 37 ; andriano ; 1041 
 1019 ; Фоллис. Рим. Лициний I. М-3,7 ; 308-324 ;  ; Cu ; F-VF ; 29 ; lestes ; 416 
 1020 ; Антониниан. Рим. Викторин. М-3,47гр ; 268-270 ;  ; Cu ; VF ; 47 ; panteleimon ; 1148 
 1021 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; VF ; 37 ; finder ; 254 
 1022 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; VF ; 32 ; Bayun48 ; 214 
 1023 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; VF ; 7 ; титан ; 150 
 1024 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; VF ; 53 ; avp ; 680 
 1025 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; VF ; 11 ; титан ; 152 
 1026 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; VF ; 13 ; Bayun48 ; 204 
 1027 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; VF ; 52 ; avp ; 627 
 1028 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; VF ; 13 ; Bayun48 ; 203 
 1029 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до нэ ;  ; Cu ; VF ; 35 ; avp ; 200 
 1030 ; Лот монет Позднего Рима, провинций: 27шт ;  ;  ; Cu ; F-VF ; 33 ; Sterh ; 752 
 1031 ; Лот монет Дельфина - 1/25 обола. Греция. Ольвия: (32шт) ; 5-4 век до нэ ;  ; Cu ; F-VF ; 44 ; alex67 ; 1383 
 1032 ; 1 далер. Нидерланды. М-27,5гр ; 1636 ;  ; Ag ; VF ; 16 ; alex67 ; 3449 
 1033 ; Талер. Германия, Тефтонский орден. М-28,56гр ; 1613 ;  ; Ag ; VF ; 43 ; sssppp ; 8206 
 1034 ; Талер. Саксон-Альтенбург. М-29,08гр ; 1623WA ;  ; Ag ; VF+ ; 64 ; RAPAN ; 6120 
 1035 ; Талер. Саксония. М-28,7гр ; 1594 ;  ; Ag ; VF- ; 15 ; SadKo ; 4735 
 1036 ; Талер. Зальцбург. М-28,8гр ; 1624 ;  ; Ag ; VF+ ; 9 ; QSL ; 4590 
 1037 ; 1/2 экю. Франция ; 1690А ;  ; Ag ; VF- ; 22 ; d-master ; 1292 
 1038 ; 2 марки. Швеция ; 1671 ;  ; Ag ; F-VF ; 25 ; d-master ; 1377 
 1039 ; Дирхем. Сасаниды. М-4,04гр ;  ;  ; Ag ; VF ; 82 ; alex67 ; 1553 
 1040 ; Дирхем. Сасаниды. М-4,13гр ;  ;  ; Ag ; VF ; 57 ; alex67 ; 1248 
 1041 ; Дирхем. Сасаниды. М-3,94гр ;  ;  ; Ag ; VF+ ; 105 ; alex67 ; 1266 
 1042 ; Дирхем. Сасаниды. М-4,02гр ;  ;  ; Ag ; VF-XF ; 31 ; pip! ; 1558 
 1043 ; Денар. Венгрия. Владислав II ; 1508 ;  ; Ag ; XF- ; 24 ; Исаак-Б ; 551 
 1044 ; 6 крейцеров. Венгрия ; 1667 ;  ; Ag ; VF+ ; 23 ; slav_1962 ; 499 
 1045 ; 1/12 экю. Франция. М-2,18гр ; 1660 ;  ; Ag ; VF- ; 46 ; vitapool ; 816 
 1046 ; 4 соль. Франция. М-1,48гр ; 1676 ;  ; Ag ; F-VF ; 54 ; vitapool ; 691 
 1047 ; 1 пенни. Англия. Генрих III ; 13 век ;  ; Ag ; VF-XF ; 40 ; murka1973 ; 4692 
 1048 ; 6 крейцеров. Священная Римская Империя ; 1671 ;  ; Ag ; VF+ ; 10 ; xabib ; 415 
 1049 ; 6 крейцеров. Священная Римская Империя ; 1674 ;  ; Ag ; VF-XF ; 34 ; Virtdenis ; 517 
 1050 ; 3 крейцера. Сявщенная Римская Империя. Грац ; 1633 ;  ; Ag ; VF-XF ; 8 ; xabib ; 284 
 1051 ; Денар. Венгрия. Владислав II ; 1509 ;  ; Ag ; XF- ; 22 ; gutun ; 360 
 1052 ; Денар. Венгрия. Владислав II ; 1510 ;  ; Ag ; XF- ; 5 ; murka1973 ; 450 
 1053 ; Денар. Венгрия. Владислав II ; 1512 ;  ; Ag ; XF ; 5 ; gutun ; 320 
 1054 ; Денар. Венгрия. Владислав II ; 1490-1516 ;  ; Ag ; VF+ ; 23 ; ВалеН ; 800 
 1055 ; 3 крейцера. Сявщенная Римская Империя. Грац ; 1626 ;  ; Ag ; VF-XF ; 17 ; Virtdenis ; 340 
 1056 ; 3 крейцера. Сявщенная Римская Империя. Куттенберг ; 1625 ;  ; Ag ; VF+ ; 26 ; VR62 ; 258 
 1057 ; 3 крейцера. Сявщенная Римская Империя. Куттенберг ; 1631 ;  ; Ag ; VF ; 35 ; VR62 ; 264 
 1058 ; 3 крейцера. Сявщенная Римская Империя. Вена ; 1670 ;  ; Ag ; VF+ ; 37 ; Cheral2008 ; 550 
 1059 ; 3 крейцера. Сявщенная Римская Империя. Вена ; 1624 ;  ; Ag ; VF- ; 26 ; VR62 ; 272 
 1060 ; Монета средневековая. Франция. М-0,79гр ;  ;  ; Ag ; VF- ; 58 ; андриано ; 1836 
 1061 ; Монета средневековая. Франция. М-2,52гр ;  ;  ; Ag ; F-VF ; 74 ; андриано ; 1134 
 1062 ; Монета средневековая. Франция. М-0,41гр ;  ;  ; Ag ; VF- ; 28 ; von_Schwarz ; 793 
 1063 ; Монета средневековая. Франция. М-0,45гр ;  ;  ; Ag ; VF+ ; 25 ; murka1973 ; 1247 
 1064 ; Монета средневековая серебряная. М-0,78гр ;  ;  ; Ag ; F-VF ; 45 ; андриано ; 1122 
 1065 ; Денарий. Священная Римская Империя. Майнц. Лупольд фон Боген ; 1051-1059 ;  ; Ag ; VF- ; 21 ; titan ; 900 
 1066 ; Денарий. Священная Римская Империя. Бельгия. Динант. Граф Альберт III ; 1037-1105 ;  ; Ag ; VF- ; 11 ; avp ; 918 
 1067 ; Монета средневековая. Германские земли. М-1,33гр ;  ;  ; Ag ; VF- ; 27 ; VR62 ; 303 
 1068 ; Монета средневековая. Франция. М-1,9гр ;  ;  ; Ag ; VF- ; 58 ; wl-petr ; 1504 
 969 ; Денарий. Рим. Император Септимий Север ; 193-211 ;  ; Ag ; XF- ; 25 ; nubiy ; 2397 
 970 ; Денарий. Рим. Император Септимий Север ; 193-211 ;  ; Ag ; VF-XF ; 24 ; prozektor ; 2222 
 971 ; Антониниан. Рим. Гордиан III. М-4,5гр ; 238-244гг ;  ; Ag ; VF+ ; 30 ; lestes ; 1994 
 972 ; Денарий. Рим. Республика. L. Farsvlei Mensor. М-3,7гр ; 75гг до нэ ;  ; Ag ; F-VF ; 23 ; a_kog ; 3290 
 973 ; Анонимный квинтарий. Рим. М-1,7гр ; после 211 г до нэ ;  ; Ag ; F-VF ; 5 ; GBK ; 1561 
 974 ; Гемидрахма. Греция. Фракия. Херсонес. М-2,4гр ; 400-350 гг до нэ ;  ; Ag ; VF ; 5 ; kolhis ; 2000 
 975 ; Денарий. Рим. Император Север Александр ; 222-235 ;  ; Ag ; VF+ ; 17 ; lestes ; 1550 
 976 ; Денарий. Рим. Император Север Александр ; 222-235 ;  ; Ag ; XF- ; 7 ; lestes ; 1602 
 977 ; Антониниан. Рим. Отацилла Севера. М-4,06гр ; 244-249 ;  ; Ag ; VF+ ; 41 ; lestes ; 1785 
 978 ; Антониниан. Рим. Постум. М-3,44гр ; 260-268 ;  ; Ag ; VF+ ; 57 ; kdn ; 1530 
 979 ; Антониниан. Рим. Постум. М-3,06гр ; 260-268 ;  ; Ag ; VF+ ; 54 ; panteleimon ; 1316 
 980 ; Антониниан. Рим. Постум. М-1,95гр ; 260-268 ;  ; Ag ; F-VF ; 25 ; lestes ; 850 
 981 ; Антониниан. Рим. Постум. М-3,69гр ; 260-268 ;  ; Ag ; VF ; 16 ; Sterh ; 885 
 982 ; Антониниан. Рим. Максимианус. М-4,01гр ; 286-310 ;  ; Билон ; VF ; 37 ; kdn ; 1439 
 983 ; Антониниан. Рим. Максимианус. М-3,97гр ; 286-310 ;  ; Билон ; VF ; 44 ; panteleimon ; 2397 
 984 ; Антониниан. Рим. Максимианус. М-4,24гр ; 286-310 ;  ; Билон ; VF ; 94 ; panteleimon ; 2800 
 985 ; Антониниан. Рим. Клавдий. М-4,69гр ; 268-270 ;  ; Cu, Ag ; F-VF ; 15 ; lestes ; 850 
 986 ; Антониниан. Рим. Клавдий. М-3,26гр ; 268-270 ;  ; Cu, Ag ; VF- ; 27 ; lestes ; 950 
 987 ; Антониниан. Рим. Клавдий. М-3,26гр ; 268-270 ;  ; Cu, Ag ; VF ; 14 ; lestes ; 1020 
 988 ; Антониниан. Рим. Клавдий. М-3,42гр ; 268-270 ;  ; Cu, Ag ; VF ; 36 ; panteleimon ; 1581 
 989 ; Денарий. Рим. Император Елагабал ; 218-222 ;  ; Ag ; VF-XF ; 9 ; lestes ; 1434 
 990 ; Гемидрахма. Херсонес. М-2,45гр ; 400-350гг до нэ ;  ; Ag ; VF-XF ; 14 ; hugo ; 2193 
 991 ; Обол. Фракия. Город Милет. М-1,14гр ; 500-480 гг до нэ ;  ; Ag ; VF-XF ; 27 ; avp ; 1523 
 992 ; Тетрадрахма. Элимаинс. Камнаскир VI. М-13,6гр, D-29мм ; 1 век до нэ ;  ; Bl ; VF- ; 6 ; МИС ; 1500 
 993 ; Сестерций. Рим. М-28,71гр ;  ;  ; Cu ; F+ ; 37 ; xabib ; 771 
 994 ; Сестерций. Рим. М-23,05гр ;  ;  ; Cu ; F-VF ; 27 ; VR62 ; 755 
 995 ; Сестерций. Рим. М-14,8гр ;  ;  ; Cu ; F-VF ; 50 ; klaid ; 1515 
 996 ; Сестерций. Рим. М-26,42гр ;  ;  ; Cu ; F-VF ; 20 ; klaid ; 1219 
 997 ; Сестерций. Рим. М-21,44гр ;  ;  ; Cu ; F ; 28 ; VR62 ; 114 
 998 ; Сестерций. Рим. М-17,07гр ;  ;  ; Cu ; F+ ; 23 ; Иван Фокич ; 514 
 999 ; Ас. Рим. Клавдий. М-10,8гр ; 41-45гг ;  ; Cu ; F-VF ; 5 ; klaid ; 1530 
 1000 ; Фоллис. Рим. Император Лициний ; 308-324 ;  ; Cu ; F+ ; 67 ; lestes ; 521 
 1001 ; Ас. Рим. Нерон. М-12,2гр ; 54-68гг ;  ; Cu ; F-VF ; 5 ; klaid ; 2040 
 1002 ; Тетрадрахма. Римская провинция. Александрия. М-7,8гр ;  ;  ; Cu ; F-VF ; 41 ; LUNTIC ; 746 
 1003 ; Тетрадрахма. Римская провинция. Александрия. М-7,4гр ;  ;  ; Cu ; F+ ; 24 ; leo 2 ; 279 
 1004 ; Тетрадрахма. Римская провинция. Александрия. М-7,2гр ;  ;  ; Cu ; F-VF ; 9 ; xabib ; 404 
 1005 ; Тетрадрахма. Римская провинция. Александрия. М-8,3гр ;  ;  ; Cu ; F-VF ; 27 ; gelind ; 426 
 1006 ; Тетрадрахма. Римская провинция. Александрия. М-6,9гр ;  ;  ; Cu ; F-VF ; 21 ; smel ; 452 
 1007 ; Тетрадрахма. Римская провинция. Египет. Александрия. М-7,6гр ;  ;  ; Cu ; F ; 39 ; VR62 ; 204 
 1008 ; Антониниан. Рим. Викторин. М-2,62гр ; 268-270 ;  ; Cu, Ag ; VF ; 43 ; panteleimon ; 2193 
 1009 ; Антониниан. Рим. Постум. М-2,94гр ; 260-268 ;  ; Билон ; VF- ; 9 ; Bayun48 ; 665 
 1010 ; Фоллис. Рим. Константинус I. М-2,28гр ; 306-337 ;  ; Cu ; F+ ; 13 ; VR62 ; 259 
 1011 ; Фоллис. Рим. М-2,59гр ; 4 век ;  ; Cu ; F+ ; 41 ; LUNTIC ; 485 
 1012 ; Антониниан. Рим. Пробус. М-4,1гр ; 276-282 ;  ; Cu ; F+ ; 29 ; lestes ; 612 
 1013 ; Монета. Рим. Констанс. D-22мм, М-4гр ; 333-350 ;  ; Cu ; F+ ; 27 ; alex1974 ; 357 
 1014 ; Фоллис. Рим. М-2,13гр ; 4 век ;  ; Cu ; F-VF ; 52 ; LUNTIC ; 669 
 1015 ; Фоллис. Рим. Константинус I. М-2,31гр ; 306-337 ;  ; Cu ; F-VF ; 21 ; lestes ; 450 
 1016 ; Фоллис. Рим. Константинус I. М-2,61гр ; 306-337 ;  ; Cu ; F+ ; 42 ; VR62 ; 419 
 1017 ; Фоллис. Рим. М-2,13гр. М-1,82гр ; 4 век ;  ; Cu ; F-VF ; 37 ; a_kog ; 408 
 1018 ; Крупноформатный фоллис. Рим. Константинус II. М-2,03гр ; 317-340 ;  ; Cu ; F-VF ; 42 ; canis ; 357 
 917 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 8 ; bklad ; 23 
 918 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 24 ; baikal.k ; 38 
 919 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 16 ; baikal.k ; 42 
 920 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 9 ; kush07 ; 50 
 921 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 11 ; kush07 ; 50 
 922 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 11 ; kush07 ; 50 
 923 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 15 ; baikal.k ; 47 
 924 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F+ ; 15 ; koga ; 23 
 925 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 12 ; baikal.k ; 45 
 926 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F+ ; 14 ; кабан ; 23 
 927 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 14 ; кабан ; 23 
 928 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 20 ; кабан ; 29 
 929 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 10 ; baikal.k ; 45 
 930 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 25 ; ВЛУКИ ; 34 
 931 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 12 ; kush07 ; 50 
 932 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 22 ; baikal.k ; 55 
 933 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 16 ; canis ; 51 
 934 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 22 ; kush07 ; 50 
 935 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F+ ; 12 ; kush07 ; 50 
 936 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 27 ; Bayun48 ; 35 
 937 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 30 ; хрюндель ; 38 
 938 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 13 ; canis ; 41 
 939 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 18 ; ВЛУКИ ; 35 
 940 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 18 ; baikal.k ; 63 
 941 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 15 ; Tolya77 ; 51 
