 5975 ; Бона иностранная Бразилия ;  ;  ;  ;  ; 5 ; StanislavAK ; 31 
 2472 ; 3 копейки ; 1981 ;  ; Cu-Zn ; VF+ ; 7 ; диман ; 61 
 2473 ; 10 копеек. Аверс/реверс 220градусов ; 2012 ;  ; Cu-Zn ; VF- ; 9 ; всыня ; 105 
 2474 ; 25 рублей. Олимпиада в Сочи. Талисманы. Упаковка ; 2012 ;  ; Cu-Ni ; Unc ; 16 ; ------ ; 50 
 2475 ; 25 рублей. Олимпиада в Сочи. Лучик и снежинка. Упаковка ; 2013 ;  ; Cu-Ni ; Unc ; 16 ; ------ ; 48 
 2476 ; 1 рубль. Конверт, марка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 17 ; rem ; 308 
 2477 ; 10 рублей. Дагестан. Буклет ; 2013 ;  ; Би/м ; AU ; 18 ; anklave123 ; 143 
 2478 ; 10 рублей. Воронежская обл. Буклет ; 2011 ;  ; Би/м ; AU ; 18 ; rem ; 55 
 2379 ; 2 копейки ; 1985 ;  ; Cu-Zn ; AU ; 17 ; диман ; 152 
 2380 ; 1 копейка ; 1926 ;  ; Br ; F ; 9 ; 7755 ; 22 
 2381 ; 1 копейка ; 1927 ;  ; Br ; F ; 8 ; sib8 ; 48 
 2382 ; 10 копеек ; 1936 ;  ; Сu-Ni ; F+ ; 6 ; Дима Шухов ; 66 
 2383 ; 10 копеек ; 1946 ;  ; Ni ; F- ; 3 ; Дима Шухов ; 26 
 2384 ; 10 копеек ; 1949 ;  ; Ni ; VG ; 2 ; prostor.71 ; 3 
 2385 ; 10 копеек ; 1950 ;  ; Ni ; F- ; 10 ; vitalik2020 ; 36 
 2386 ; 20 копеек ; 1931 ;  ; Ni ; F- ; 5 ; yniks2012 ; 104 
 2387 ; 15 копеек ; 1940 ;  ; Ni ; VF ; 15 ; _Владимир_ ; 153 
 2388 ; 15 копеек ; 1940 ;  ; Ni ; VF ; 3 ; agent 007 ; 155 
 2389 ; 3 копейки ; 1938 ;  ; Br ; F-VF ; 5 ; Ustin ; 51 
 2390 ; 2 копейки ; 1926 ;  ; Br ; F ; 20 ; Rober ; 57 
 2391 ; 2 копейки ; 1935 ;  ; Br ; F- ; 12 ; miranda ; 90 
 2392 ; 2 копейки ; 1936 ;  ; Br ; F ; 16 ; miranda ; 73 
 2393 ; 1 копейка ; 1936 ;  ; Br ; F ; 7 ; cr2952 ; 44 
 2394 ; 5 копеек ; 1931 ;  ; Br ; F-VF ; 11 ; cr2952 ; 34 
 2395 ; 5 копеек ; 1931 ;  ; Br ; F-VF ; 13 ; cr2952 ; 34 
 2396 ; 5 копеек ; 1949 ;  ; Br ; VF- ; 11 ; cr2952 ; 34 
 2397 ; 50 копеек ; 1961 ;  ; Cu-Ni ; VF-XF ; 47 ; бонифаций ; 149 
 2398 ; 50 копеек ; 1961 ;  ; Cu-Ni ; VF ; 56 ; vivik ; 151 
 2399 ; 50 копеек ; 1964 ;  ; Cu-Ni ; XF ; 14 ; ryber ; 113 
 2400 ; 3 копейки ; 1941 ;  ; Br ; F ; 12 ; юрий73 ; 68 
 2401 ; 10 копеек ; 1932 ;  ; Ni ; VF ; 19 ; СССР1990 ; 104 
 2402 ; 15 копеек ; 1940 ;  ; Ni ; VF ; 8 ; iizikul ; 99 
 2403 ; 10 копеек ; 1933 ;  ; Ni ; VF-XF ; 25 ; solder13 ; 364 
 2404 ; 10 копеек ; 1935 ;  ; Сu-Ni ; VF ; 52 ; AnvlaSar6216 ; 629 
 2405 ; 10 копеек ; 1940 ;  ; Ni ; VF ; 14 ; o_ruslan ; 153 
 2406 ; 10 копеек ; 1940 ;  ; Ni ; VF ; 8 ; Technics ; 206 
 2407 ; 5 копеек ; 1930 ;  ; Br ; VF ; 11 ; Запруда ; 72 
 2408 ; 5 копеек ; 1931 ;  ; Br ; VF ; 5 ; cr2952 ; 51 
 2409 ; 3 копейки ; 1931 ;  ; Br ; VF ; 27 ; AndyF ; 226 
 2410 ; 5 копеек ; 1932 ;  ; Br ; F ; 6 ; panti2008 ; 79 
 2411 ; 5 копеек ; 1938 ;  ; Br ; F- ; 14 ; viv1957 ; 151 
 2412 ; 5 копеек ; 1940 ;  ; Br ; F- ; 12 ; Olimpia ; 37 
 2413 ; 5 копеек ; 1940 ;  ; Br ; F- ; 18 ; cr2952 ; 53 
 2414 ; 5 копеек ; 1941 ;  ; Br ; F ; 32 ; СССР1990 ; 793 
 2415 ; 5 копеек ; 1943 ;  ; Br ; F- ; 13 ; sib8 ; 37 
 2416 ; 5 копеек ; 1943 ;  ; Br ; F- ; 22 ; sib8 ; 57 
 2417 ; 5 копеек ; 1946 ;  ; Br ; VF- ; 15 ; _Владимир_ ; 57 
 2418 ; 5 копеек ; 1948 ;  ; Br ; VF- ; 31 ; igors1969 ; 134 
 2419 ; 3 копейки ; 1953 ;  ; Br ; VF- ; 5 ; СССР1990 ; 31 
 2420 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; F-VF ; 5 ; диман ; 68 
 2421 ; 3 копейки ; 1938 ;  ; Br ; F ; 7 ; chag1985 ; 22 
 2422 ; 3 копейки ; 1939 ;  ; Br ; F ; 3 ; СССР1990 ; 51 
 2423 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; F+ ; 9 ; NSerN ; 27 
 2424 ; 1 копейка ; 1933 ;  ; Br ; VF- ; 10 ; DIMA 57 ; 68 
 2425 ; 2 копейки ; 1967 ;  ; Cu-Zn ; AU ; 15 ; Алекс61 ; 147 
 2426 ; 1 копейка ; 1967 ;  ; Cu-Zn ; AU ; 12 ; igors1969 ; 91 
 2427 ; 1 копейка ; 1985 ;  ; Cu-Zn ; XF ; 6 ; kansky ; 6 
 2428 ; 1 копейка ; 1975 ;  ; Cu-Zn ; XF ; 29 ; Махно ; 32 
 2329 ; 15 копеек ; 1938 ;  ; Ni ; VF ; 17 ; Technics ; 207 
 2330 ; 15 копеек ; 1938 ;  ; Ni ; F ; 21 ; Rober ; 66 
 2331 ; 15 копеек ; 1939 ;  ; Ni ; F+ ; 15 ; t_v_v ; 79 
 2332 ; 15 копеек ; 1940 ;  ; Ni ; XF ; 39 ; Rober ; 367 
 2333 ; 15 копеек ; 1941 ;  ; Ni ; VF ; 17 ; NL.minkki ; 136 
 2334 ; 15 копеек ; 1941 ;  ; Ni ; VF- ; 25 ; Rober ; 113 
 2335 ; 15 копеек ; 1935 ;  ; Ni ; VF ; 23 ; viv1957 ; 201 
 2336 ; 15 копеек ; 1943 ;  ; Ni ; VF+ ; 9 ; Olimpia ; 162 
 2337 ; 15 копеек ; 1943 ;  ; Ni ; VF- ; 10 ; vitalik2020 ; 66 
 2338 ; 20 копеек ; 1932 ;  ; Ni ; F ; 32 ; prostor.71 ; 75 
 2339 ; 20 копеек ; 1933 ;  ; Ni ; F ; 9 ; ------ ; 57 
 2340 ; 15 копеек ; 1932 ;  ; Ni ; F ; 11 ; chag1985 ; 49 
 2341 ; 15 копеек ; 1931 ;  ; Ni ; F ; 5 ; СССР1990 ; 51 
 2342 ; 15 копеек ; 1933 ;  ; Ni ; F ; 7 ; yniks2012 ; 153 
 2343 ; 10 копеек ; 1931 ;  ; Ni ; F ; 15 ; yniks2012 ; 165 
 2344 ; 10 копеек ; 1932 ;  ; Ni ; F ; 3 ; chag1985 ; 37 
 2345 ; 10 копеек ; 1938 ;  ; Ni ; VG ; 18 ; Jiamer57rus ; 150 
 2346 ; 15 копеек ; 1939 ;  ; Ni ; G ; 6 ; iizikul ; 68 
 2347 ; 10 копеек ; 1949 ;  ; Ni ; VG ; 6 ; 000SABik ; 47 
 2348 ; 15 копеек ; 1948 ;  ; Ni ; F ; 5 ; vitalik2020 ; 37 
 2349 ; 2 копейки ; 1931 ;  ; Br ; F ; 1 ; chag1985 ; 2 
 2350 ; 2 копейки ; 1946 ;  ; Br ; VF- ; 5 ; Дима Шухов ; 27 
 2351 ; 2 копейки ; 1948 ;  ; Br ; VF- ; 11 ; viv1957 ; 123 
 2352 ; 2 копейки ; 1932 ;  ; Br ; F ; 3 ; viv1957 ; 28 
 2353 ; 2 копейки ; 1952 ;  ; Br ; VF ; 6 ; vitalik2020 ; 26 
 2354 ; 2 копейки ; 1926 ;  ; Br ; VF- ; 5 ; chag1985 ; 22 
 2355 ; 2 копейки ; 1929 ;  ; Br ; VF- ; 7 ; СССР1990 ; 51 
 2356 ; 2 копейки ; 1949 ;  ; Br ; VF- ; 4 ; _Владимир_ ; 19 
 2357 ; 2 копейки ; 1936 ;  ; Br ; VF ; 16 ; ziko ; 57 
 2358 ; 2 копейки ; 1953 ;  ; Br ; VF- ; 5 ; СССР1990 ; 37 
 2359 ; 2 копейки ; 1950 ;  ; Br ; F ; 6 ; _Владимир_ ; 22 
 2360 ; 2 копейки ; 1957 ; В венке герба 15 лент ; Br ; F ; 3 ; 7755 ; 16 
 2361 ; 2 копейки ; 1954 ;  ; Br ; VF ; 24 ; юрий73 ; 86 
 2362 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; F+ ; 6 ; Jiamer57rus ; 57 
 2363 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; F- ; 18 ; курт ; 28 
 2364 ; 20 копеек ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F ; 6 ; iizikul ; 57 
 2365 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VG ; 12 ; Jiamer57rus ; 79 
 2366 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VG ; 6 ; Дима Шухов ; 53 
 2367 ; 20 копеек ; 1949 ;  ; Ni ; VF ; 14 ; vitalik2020 ; 31 
 2368 ; 15 копеек ; 1943 ;  ; Ni ; F- ; 13 ; Technics ; 79 
 2369 ; 15 копеек ; 1945 ;  ; Ni ; VG ; 4 ; Jiamer57rus ; 68 
 2370 ; 15 копеек ; 1946 ;  ; Ni ; F ; 6 ; _Владимир_ ; 16 
 2371 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF+ ; 21 ; viv1957 ; 206 
 2372 ; 15 копеек ; 1936 ;  ; Ni ; XF+ ; 25 ; СССР1990 ; 206 
 2373 ; 10 копеек ; 1932 ;  ; Ni ; XF ; 13 ; agent 007 ; 386 
 2374 ; 10 копеек ; 1936 ;  ; Сu-Ni ; XF ; 18 ; Olimpia ; 250 
 2375 ; 2 копейки ; 1967 ;  ; Cu-Zn ; AU ; 13 ; capitosha ; 136 
 2376 ; 2 копейки ; 1968 ;  ; Cu-Zn ; AU ; 24 ; capitosha ; 145 
 2377 ; 2 копейки ; 1969 ;  ; Cu-Zn ; AU ; 14 ; agent 007 ; 143 
 2378 ; 2 копейки ; 1984 ;  ; Cu-Zn ; AU ; 14 ; диман ; 138 
 2279 ; 10 копеек ; 1931 ;  ; Ni ; F ; 25 ; Orlov1504 ; 207 
 2280 ; 10 копеек ; 1941 ;  ; Ni ; VF+ ; 43 ; AnvlaSar6216 ; 867 
 2281 ; 3 копейки ; 1926 ;  ; Br ; F ; 20 ; atchaikovski ; 210 
 2282 ; 3 копейки ; 1929 ;  ; Br ; F ; 5 ; atchaikovski ; 101 
 2283 ; 3 копейки ; 1931 ;  ; Br ; F ; 13 ; murman ; 68 
 2284 ; 3 копейки ; 1932 ;  ; Br ; F ; 7 ; vitalik2020 ; 51 
 2285 ; 3 копейки ; 1933 ;  ; Br ; F ; 27 ; Waldemar ; 267 
 2286 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; F-VF ; 15 ; _Владимир_ ; 57 
 2287 ; 3 копейки ; 1941 ;  ; Br ; F ; 19 ; vitalik2020 ; 45 
 2288 ; 3 копейки ; 1943 ;  ; Br ; F ; 6 ; _Владимир_ ; 23 
 2289 ; 3 копейки ; 1943 ;  ; Br ; VF- ; 10 ; Olimpia ; 57 
 2290 ; 50 копеек ; 1968 ;  ; Cu-Ni ; AU ; 32 ; спартак 30 ; 102 
 2291 ; 3 копейки ; 1946 ;  ; Br ; F+ ; 8 ; Olimpia ; 26 
 2292 ; 3 копейки ; 1949 ;  ; Br ; F-VF ; 6 ; 312 ; 22 
 2293 ; 3 копейки ; 1946 ;  ; Br ; VF ; 11 ; ulf ; 67 
 2294 ; 3 копейки ; 1949 ;  ; Br ; VF- ; 5 ; Olimpia ; 36 
 2295 ; 3 копейки ; 1949 ;  ; Br ; VF- ; 23 ; ulf ; 126 
 2296 ; 3 копейки ; 1949 ;  ; Br ; VF- ; 3 ; Olimpia ; 26 
 2297 ; 3 копейки ; 1949 ;  ; Br ; F+ ; 8 ; ulf ; 61 
 2298 ; 3 копейки ; 1950 ;  ; Br ; F ; 4 ; Olimpia ; 19 
 2299 ; 3 копейки ; 1950 ;  ; Br ; F+ ; 4 ; Olimpia ; 19 
 2300 ; 10 копеек ; 1935 ;  ; Сu-Ni ; F ; 28 ; cr2952 ; 82 
 2301 ; 10 копеек ; 1936 ;  ; Сu-Ni ; F-VF ; 17 ; murman ; 79 
 2302 ; 10 копеек ; 1936 ;  ; Сu-Ni ; VF+ ; 7 ; Дима Шухов ; 53 
 2303 ; 10 копеек ; 1945 ;  ; Ni ; VF- ; 15 ; t_v_v ; 114 
 2304 ; 10 копеек ; 1939 ;  ; Ni ; VF ; 16 ; ooooo1961 ; 228 
 2305 ; 10 копеек ; 1945 ;  ; Ni ; F- ; 14 ; Jiamer57rus ; 101 
 2306 ; 10 копеек ; 1945 ;  ; Ni ; VF+ ; 34 ; AnvlaSar6216 ; 341 
 2307 ; 10 копеек ; 1936 ;  ; Сu-Ni ; F- ; 16 ; sib8 ; 30 
 2308 ; 10 копеек ; 1945 ;  ; Ni ; VF+ ; 34 ; Rober ; 360 
 2309 ; 10 копеек ; 1948 ;  ; Ni ; VF- ; 14 ; _Владимир_ ; 30 
 2310 ; 10 копеек ; 1949 ;  ; Ni ; F ; 10 ; vitalik2020 ; 39 
 2311 ; 10 копеек ; 1946 ;  ; Ni ; VF- ; 14 ; mitisson ; 79 
 2312 ; 10 копеек ; 1953 ;  ; Ni ; VF ; 21 ; vitalik2020 ; 32 
 2313 ; 5 копеек ; 1926 ;  ; Br ; F-VF ; 57 ; miranda ; 498 
 2314 ; 5 копеек ; 1936 ;  ; Br ; F-VF ; 35 ; miranda ; 1093 
 2315 ; 5 копеек ; 1937 ;  ; Br ; F- ; 28 ; ooooo1961 ; 603 
 2316 ; 5 копеек ; 1952 ;  ; Br ; F- ; 7 ; _Владимир_ ; 57 
 2317 ; 10 копеек ; 1949 ;  ; Ni ; VF+ ; 12 ; sgd ; 50 
 2318 ; 10 копеек ; 1950 ;  ; Ni ; VF+ ; 7 ; sgd ; 53 
 2319 ; 10 копеек ; 1950 ;  ; Ni ; VF+ ; 9 ; _Владимир_ ; 36 
 2320 ; 10 копеек ; 1951 ;  ; Ni ; VF ; 34 ; solder13 ; 215 
 2321 ; 10 копеек ; 1951 ;  ; Ni ; F-VF ; 11 ; Olimpia ; 108 
 2322 ; 10 копеек ; 1951 ;  ; Ni ; F-VF ; 13 ; _Владимир_ ; 93 
 2323 ; 10 копеек ; 1951 ;  ; Ni ; F-VF ; 44 ; sgd ; 181 
 2324 ; 10 копеек ; 1951 ;  ; Ni ; F-VF ; 14 ; Olimpia ; 93 
 2325 ; 15 копеек ; 1936 ;  ; Ni ; VF+ ; 28 ; Technics ; 175 
 2326 ; 15 копеек ; 1936 ;  ; Ni ; VF+ ; 16 ; alehandr ; 277 
 2327 ; 15 копеек ; 1937 ;  ; Ni ; VG ; 23 ; viv1957 ; 151 
 2328 ; 15 копеек ; 1938 ;  ; Ni ; VF ; 25 ; solder13 ; 226 
 2229 ; 50 копеек ; 1983 ;  ; Cu-Ni ; VF+ ; 4 ; vivik ; 12 
 2230 ; 50 копеек ; 1983 ;  ; Cu-Ni ; VF+ ; 5 ; диман ; 40 
 2231 ; 50 копеек ; 1982 ;  ; Cu-Ni ; XF ; 25 ; torbey ; 193 
 2232 ; 50 копеек ; 1982 ;  ; Cu-Ni ; VF+ ; 4 ; kvl9293 ; 12 
 2233 ; 50 копеек ; 1982 ;  ; Cu-Ni ; VF ; 16 ; majkl ; 22 
 2234 ; 50 копеек ; 1968 ;  ; Cu-Ni ; AU ; 32 ; torbey ; 200 
 2235 ; 2 копейки ; 1930 ;  ; Br ; F ; 13 ; vitalik2020 ; 59 
 2236 ; 1 копейка ; 1927 ;  ; Br ; F ; 3 ; 7755 ; 51 
 2237 ; 1 копейка ; 1928 ;  ; Br ; F ; 7 ; cr2952 ; 68 
 2238 ; 3 копейки ; 1930 ;  ; Br ; F- ; 7 ; chag1985 ; 31 
 2239 ; 1 копейка ; 1935 ;  ; Br ; VG ; 14 ; panti2008 ; 194 
 2240 ; 1 копейка ; 1932 ;  ; Br ; F ; 16 ; panti2008 ; 306 
 2241 ; 5 копеек ; 1930 ;  ; Br ; F ; 5 ; chag1985 ; 29 
 2242 ; 3 копейки ; 1946 ;  ; Br ; VF- ; 4 ; _Владимир_ ; 20 
 2243 ; 3 копейки ; 1950 ;  ; Br ; VF- ; 30 ; mitisson ; 101 
 2244 ; 20 копеек ; 1948 ;  ; Ni ; F- ; 7 ; vitalik2020 ; 16 
 2245 ; 20 копеек. В капсуле PCGS ; 1936 ; Л/с звезда плоская ; Ni ; MS64 ; 38 ; onedima ; 1744 
 2246 ; 20 копеек ; 1956 ;  ; Ni ; XF- ; 17 ; brigadir ; 46 
 2247 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF- ; 37 ; murman ; 86 
 2248 ; 15 копеек ; 1946 ;  ; Ni ; VF+ ; 22 ; vitalik2020 ; 66 
 2249 ; 15 копеек ; 1950 ;  ; Ni ; VF+ ; 13 ; stok ; 37 
 2250 ; 15 копеек ; 1950 ;  ; Ni ; VF+ ; 10 ; murman ; 38 
 2251 ; 15 копеек ; 1952 ;  ; Ni ; VF ; 16 ; murman ; 68 
 2252 ; 15 копеек ; 1953 ;  ; Ni ; XF- ; 23 ; murman ; 68 
 2253 ; 15 копеек ; 1954 ;  ; Ni ; XF- ; 26 ; vitalik2020 ; 66 
 2254 ; 15 копеек ; 1955 ;  ; Ni ; XF- ; 17 ; murman ; 68 
 2255 ; 15 копеек ; 1956 ;  ; Ni ; XF- ; 20 ; vitalik2020 ; 66 
 2256 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF- ; 13 ; murman ; 40 
 2257 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF- ; 16 ; vitalik2020 ; 66 
 2258 ; 20 копеек ; 1956 ;  ; Ni ; XF- ; 13 ; kostyuksa ; 69 
 2259 ; 15 копеек ; 1953 ;  ; Ni ; XF- ; 10 ; vitalik2020 ; 66 
 2260 ; 15 копеек ; 1954 ;  ; Ni ; XF- ; 18 ; vitalik2020 ; 66 
 2261 ; 15 копеек ; 1955 ;  ; Ni ; XF- ; 9 ; kostyuksa ; 70 
 2262 ; 15 копеек ; 1952 ;  ; Ni ; VF+ ; 13 ; vitalik2020 ; 66 
 2263 ; 15 копеек ; 1950 ;  ; Ni ; VF+ ; 4 ; ДУНКАН МАКЛАУД ; 37 
 2264 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF- ; 20 ; vitalik2020 ; 66 
 2265 ; 15 копеек ; 1956 ;  ; Ni ; XF- ; 13 ; kostyuksa ; 70 
 2266 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF- ; 13 ; kostyuksa ; 70 
 2267 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF- ; 5 ; kostyuksa ; 70 
 2268 ; 50 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 60 ; Новик ; 227 
 2269 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 28 ; yniks2012 ; 466 
 2270 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 9 ; Churkow2012 ; 159 
 2271 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; F-VF ; 5 ; 000SABik ; 36 
 2272 ; 20 копеек ; 1945 ;  ; Ni ; F ; 11 ; Дима Шухов ; 57 
 2273 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F-VF ; 9 ; miha5855 ; 23 
 2274 ; 20 копеек ; 1949 ;  ; Ni ; F-VF ; 7 ; vitalik2020 ; 36 
 2275 ; 20 копеек ; 1951 ;  ; Ni ; F+ ; 11 ; viv1957 ; 184 
 2276 ; 20 копеек ; 1953 ;  ; Ni ; F-VF ; 21 ; kostyuksa ; 32 
 2277 ; 50 копеек ; 1979 ;  ; Cu-Ni ; XF+ ; 18 ; диман ; 153 
 2278 ; 15 копеек ; 1932 ;  ; Ni ; F-VF ; 31 ; NSerN ; 94 
 2179 ; 5 копеек ; 1980 ;  ; Cu-Zn ; AU ; 38 ; cr2952 ; 204 
 2180 ; 20 копеек ; 1980 ;  ; Cu-Ni ; AU ; 22 ; диман ; 74 
 2181 ; 15 копеек ; 1980 ;  ; Cu-Ni ; AU ; 14 ; cr2952 ; 68 
 2182 ; 10 копеек ; 1980 ;  ; Cu-Ni ; AU ; 13 ; omsk77 ; 34 
 2183 ; 50 копеек ; 1980 ;  ; Cu-Ni ; AU ; 43 ; cr2952 ; 126 
 2184 ; 3 копейки ; 1980 ;  ; Cu-Zn ; AU ; 18 ; omsk77 ; 90 
 2185 ; 2 копейки ; 1980 ;  ; Cu-Zn ; AU ; 25 ; capitosha ; 90 
 2186 ; 1 копейка ; 1980 ;  ; Cu-Zn ; AU ; 13 ; Запруда ; 126 
 2187 ; 2 копейки ; 1968 ;  ; Cu-Zn ; XF ; 6 ; vivik ; 6 
 2188 ; 1 копейка ; 1968 ;  ; Cu-Zn ; XF ; 25 ; спартак 30 ; 138 
 2189 ; 5 копеек ; 1940 ;  ; Br ; F-VF ; 18 ; 222211 ; 102 
 2190 ; 3 копейки ; 1968 ;  ; Cu-Zn ; XF ; 7 ; igors1969 ; 153 
 2191 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF+ ; 35 ; NSerN ; 204 
 2192 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 10 ; спартак 30 ; 153 
 2193 ; 20 копеек ; 1955 ;  ; Ni ; XF ; 22 ; Rober ; 31 
 2194 ; 10 копеек ; 1950 ;  ; Ni ; XF ; 32 ; СССР1990 ; 238 
 2195 ; 5 копеек ; 1974 ;  ; Cu-Zn ; VF ; 9 ; Beliy86 ; 16 
 2196 ; 1 копейка ; 1936 ;  ; Br ; VF ; 15 ; AnvlaSar6216 ; 204 
 2197 ; 50 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; XF ; 9 ; trialsport ; 114 
 2198 ; 20 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; XF+ ; 17 ; vania1981 ; 147 
 2199 ; 15 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; XF+ ; 25 ; vania1981 ; 147 
 2200 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 33 ; NSerN ; 104 
 2201 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF- ; 12 ; sgd ; 79 
 2202 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 19 ; Алекс61 ; 124 
 2203 ; 15 копеек ; 1954 ;  ; Ni ; XF ; 13 ; Rober ; 68 
 2204 ; 15 копеек ; 1955 ;  ; Ni ; XF ; 41 ; Rober ; 107 
 2205 ; 50 копеек ; 1964 ;  ; Cu-Ni ; VF ; 5 ; Kolya2788 ; 21 
 2206 ; 5 копеек ; 1949 ;  ; Br ; VF ; 18 ; Запруда ; 79 
 2207 ; 5 копеек ; 1952 ;  ; Br ; XF ; 39 ; Запруда ; 340 
 2208 ; 5 копеек ; 1956 ;  ; Br ; XF- ; 36 ; sibons ; 239 
 2209 ; 5 копеек ; 1955 ;  ; Br ; VF+ ; 8 ; СССР1990 ; 83 
 2210 ; 5 копеек ; 1946 ;  ; Br ; VF ; 12 ; cr2952 ; 36 
 2211 ; 5 копеек ; 1953 ;  ; Br ; VF+ ; 11 ; igors1969 ; 239 
 2212 ; 5 копеек ; 1954 ;  ; Br ; VF- ; 6 ; vitalik2020 ; 57 
 2213 ; 2 копейки ; 1950 ;  ; Br ; VF ; 17 ; miranda ; 90 
 2214 ; 1 копейка ; 1934 ;  ; Br ; VF- ; 18 ; 000SABik ; 255 
 2215 ; 1 копейка ; 1930 ;  ; Br ; VF- ; 11 ; Starushka ; 408 
 2216 ; 2 копейки ; 1929 ;  ; Br ; F-VF ; 5 ; atchaikovski ; 55 
 2217 ; 20 копеек ; 1932 ;  ; Ni ; VF- ; 15 ; Rober ; 39 
 2218 ; 10 копеек ; 1953 ;  ; Ni ; XF ; 9 ; hugo ; 68 
 2219 ; 10 копеек ; 1955 ;  ; Ni ; XF ; 9 ; hugo ; 106 
 2220 ; 15 копеек ; 1955 ;  ; Ni ; XF+ ; 17 ; hugo ; 363 
 2221 ; 10 копеек ; 1940 ;  ; Ni ; XF- ; 11 ; hugo ; 305 
 2222 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; XF- ; 42 ; igors1969 ; 180 
 2223 ; 50 копеек ; 1990 ;  ; Cu-Ni ; XF ; 25 ; спартак 30 ; 306 
 2224 ; 50 копеек ; 1980 ;  ; Cu-Ni ; XF ; 15 ; torbey ; 89 
 2225 ; 50 копеек ; 1979 ;  ; Cu-Ni ; VF-XF ; 15 ; cr2952 ; 24 
 2226 ; 50 копеек ; 1990 ;  ; Cu-Ni ; XF ; 42 ; NSerN ; 200 
 2227 ; 50 копеек ; 1986 ;  ; Cu-Ni ; XF ; 19 ; miranda ; 226 
 2228 ; 50 копеек ; 1984 ;  ; Cu-Ni ; XF ; 10 ; диман ; 57 
 2129 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 5 ; xxxl ; 236 
 2130 ; 1 рубль. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 22 ; Unc++ ; 941 
 2131 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 7 ; NSerN ; 194 
 2132 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF+ ; 8 ; vel2010 ; 101 
 2133 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF+ ; 16 ; NSerN ; 108 
 2134 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 17 ; Unc++ ; 139 
 2135 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 16 ; Unc++ ; 116 
 2136 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF+ ; 7 ; FoxSF ; 102 
 2137 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 7 ; viv1957 ; 384 
 2138 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 17 ; Unc++ ; 72 
 2139 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 11 ; Unc++ ; 74 
 2140 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; AU ; 9 ; Unc++ ; 308 
 2141 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 21 ; nikolai77 ; 278 
 2142 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 3 ; Unc++ ; 114 
