 3183 ; Бона иностранная ;  ;  ;  ;  ; 22 ; derk02 ; 459 
 1607 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; AU ; 19 ; sa7ha ; 66 
 1608 ; 5 рублей. Упаковка ; 1993 ; Сергиев Пасад ; Cu-Ni ; Proof ; 42 ; Dimm ; 315 
 1609 ; 1 рубль. Упаковка ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; Unc ; 66 ; gorfil ; 1631 
 1610 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; Proof ; 27 ; Vall2009 ; 115 
 1611 ; 1 рубль. Упаковка ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; Proof ; 31 ; gorfil ; 1338 
 1612 ; 1 рубль. Упаковка ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 57 ; gorfil ; 1555 
 1613 ; 1 рубль. Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; Proof ; 30 ; hugo ; 1311 
 1614 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; AU ; 9 ; rmiller ; 23 
 1615 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; AU ; 17 ; vitas123 ; 31 
 1616 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; Unc ; 15 ; Ermak ; 190 
 1617 ; 100 рублей ; 1992 ; ЛМД биметалл ; Cu-Ni ; AU ; 7 ; агент ; 21 
 1618 ; 50 рублей ; 1992 ; ЛМД биметалл ; Cu-Zn ; AU ; 3 ; salim ; 4 
 1619 ; 100 рублей ; 1992 ; ММД биметалл ; Cu-Ni ; AU ; 73 ; норд ; 315 
 1620 ; 2 копейки ; 1967 ;  ; Cu-Zn ; AU ; 12 ; art67 ; 22 
 1621 ; 20 копеек ; 1944 ;  ; Ni ; AU ; 41 ; 59 ; 1020 
 1622 ; 20 копеек ; 1945 ;  ; Ni ; AU ; 71 ; alex550 ; 355 
 1623 ; 20 копеек ; 1951 ;  ; Ni ; VF-XF ; 25 ; env ; 128 
 1624 ; 20 копеек ; 1953 ;  ; Ni ; AU ; 32 ; alex550 ; 208 
 1625 ; 15 копеек ; 1935 ;  ; Ni ; AU ; 61 ; rizovtpl ; 462 
 1626 ; 15 копеек ; 1936 ;  ; Ni ; AU ; 71 ; Kuzmich61 ; 204 
 1627 ; 15 копеек ; 1943 ;  ; Ni ; XF+ ; 33 ; Gly ; 77 
 1628 ; 15 копеек ; 1943 ;  ; Ni ; AU ; 81 ; verazal ; 191 
 1629 ; 15 копеек ; 1945 ;  ; Ni ; VF-XF ; 45 ; danila ; 114 
 1630 ; 15 копеек ; 1946 ;  ; Ni ; AU ; 70 ; dobro ; 395 
 1631 ; 15 копеек ; 1949 ;  ; Ni ; VF-XF ; 38 ; shknikolay ; 281 
 1632 ; 10 копеек ; 1932 ;  ; Ni ; AU ; 99 ; rizovtpl ; 612 
 1633 ; 10 копеек ; 1946 ;  ; Ni ; AU ; 29 ; Kuzmich61 ; 179 
 1634 ; 10 копеек ; 1950 ;  ; Ni ; VF-XF ; 39 ; nigal ; 55 
 1635 ; 10 копеек ; 1951 ;  ; Ni ; VF-XF ; 30 ; nigal ; 131 
 1636 ; 5 копеек ; 1931 ;  ; Br ; VF+ ; 3 ; Dom Perignon ; 31 
 1537 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Ме ; Cu-Ni ; AU ; 12 ; shiraliv ; 102 
 1538 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; AU ; 15 ; shiraliv ; 66 
 1539 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 13 ; sa7ha ; 114 
 1540 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; AU ; 14 ; Т-80 ; 132 
 1541 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 21 ; bcs ; 22 
 1542 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; AU ; 11 ; rmiller ; 25 
 1543 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; AU ; 17 ; pgperes ; 62 
 1544 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 15 ; t2029 ; 29 
 1545 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 29 ; Идеал ; 74 
 1546 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 12 ; fpd7 ; 27 
 1547 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; AU ; 11 ; piron ; 45 
 1548 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 16 ; Lena6975 ; 41 
 1549 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; Proof ; 20 ; gorfil ; 108 
 1550 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; AU ; 30 ; shiraliv ; 82 
 1551 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; AU ; 8 ; rmiller ; 23 
 1552 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; AU ; 11 ; rmiller ; 26 
 1553 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; AU ; 22 ; vitas123 ; 57 
 1554 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 21 ; гость ; 57 
 1555 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 17 ; гость ; 70 
 1556 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; AU ; 15 ; t2029 ; 30 
 1557 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; AU ; 13 ; fpd7 ; 27 
 1558 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 39 ; гость ; 82 
 1559 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; AU ; 8 ; rmiller ; 23 
 1560 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; AU ; 8 ; imi ; 23 
 1561 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; AU ; 16 ; vitas123 ; 57 
 1562 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; AU ; 10 ; vitas123 ; 25 
 1563 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; AU ; 14 ; fpd7 ; 25 
 1564 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 29 ; sa7ha ; 81 
 1565 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; AU ; 23 ; гость ; 62 
 1566 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; AU ; 18 ; pgperes ; 28 
 1567 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 19 ; 13 ; 444 
 1568 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; Proof ; 20 ; gorfil ; 521 
 1569 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 29 ; 13 ; 499 
 1570 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 58 ; Шура ; 544 
 1571 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Велосипе ; Cu-Ni ; Proof ; 48 ; razdalbai ; 1296 
 1572 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание  ; Cu-Ni ; Proof ; 23 ; b20u7 ; 949 
 1573 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возр ; Cu-Ni ; Proof ; 35 ; shiraliv ; 254 
 1574 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; Proof ; 15 ; Ermak ; 188 
 1575 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купа ; Cu-Ni ; Proof ; 41 ; gorfil ; 183 
 1576 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Кола ; Cu-Ni ; AU ; 20 ; гость ; 155 
 1577 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Ло ; Cu-Ni ; Proof ; 22 ; gorfil ; 157 
 1578 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Ти ; Cu-Ni ; Proof ; 44 ; razdalbai ; 650 
 1579 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; Proof ; 14 ; shiraliv ; 194 
 1580 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Де ; Cu-Ni ; Proof ; 24 ; gorfil ; 468 
 1581 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Ма ; Cu-Ni ; Proof ; 47 ; o.k. ; 748 
 1582 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тург ; Cu-Ni ; Proof ; 61 ; pgperes ; 693 
 1583 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бо ; Cu-Ni ; Proof ; 29 ; gorfil ; 612 
 1584 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; AU ; 5 ; гость ; 51 
 1585 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; AU ; 10 ; rmiller ; 23 
 1586 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 17 ; vitas123 ; 33 
 1487 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 13 ; vrs ; 79 
 1488 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 28 ; vitas123 ; 53 
 1489 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; AU ; 27 ; гость ; 62 
 1490 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 20 ; ask ; 223 
 1491 ; 5 рублей ; 1993 ; Сергиев Пасад ; Cu-Ni ; Proof ; 14 ; Igrok4 ; 219 
 1492 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 14 ; gorfil ; 1020 
 1493 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 12 ; Rober ; 102 
 1494 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 17 ; vitas123 ; 34 
 1495 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 17 ; sa7ha ; 74 
 1496 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 53 ; razdalbai ; 312 
 1497 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 10 ; alex995 ; 153 
 1498 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 52 ; QSCV ; 303 
 1499 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 35 ; gorfil ; 327 
 1500 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; Proof ; 10 ; woger08 ; 155 
 1501 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 39 ; Nirvanych ; 191 
 1502 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 13 ; Vall2009 ; 206 
 1503 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленингр ; Cu-Ni ; Proof ; 26 ; roman_at ; 226 
 1504 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 9 ; cement86 ; 201 
 1505 ; 3 рубля ; 1994 ; 50 лет освобождения Севастопол ; Cu-Ni ; Proof ; 75 ; Graphic ; 960 
 1506 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 65 ; Nirvanych ; 1224 
 1507 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 27 ; bat514 ; 348 
 1508 ; 3 рубля ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 14 ; Ermak ; 179 
 1509 ; 3 рубля ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 37 ; Graphic ; 309 
 1510 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 15 ; bat514 ; 181 
 1511 ; 3 рубля ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 64 ; razdalbai ; 391 
 1512 ; 3 рубля ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 37 ; Nirvanych ; 638 
 1513 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Ма ; Cu-Ni ; Proof ; 35 ; Nirvanych ; 357 
 1514 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберг ; Cu-Ni ; Proof ; 29 ; cement86 ; 357 
 1515 ; 3 рубля ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 31 ; razdalbai ; 365 
 1516 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 45 ; frunze ; 308 
 1517 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 52 ; yakumon ; 365 
 1518 ; 1 рубль ; 1981 ; 20 лет победы над Германией ; Cu-Ni ; VF-XF ; 8 ; Lena6975 ; 12 
 1519 ; 1 рубль ; 1982 ; 50 лет Советской власти ; Cu-Ni ; AU ; 18 ; bcs ; 22 
 1520 ; 1 рубль ; 1975 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; XF ; 8 ; shiraliv ; 21 
 1521 ; 1 рубль ; 1965 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; AU ; 13 ; shiraliv ; 62 
 1522 ; 1 рубль ; 1967 ; 60 лет Советской власти ; Cu-Ni ; AU ; 11 ; vitas123 ; 60 
 1523 ; 1 рубль ; 1970 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; AU ; 22 ; Batya.Manowar ; 1020 
 1524 ; 1 рубль ; 1977 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF+ ; 19 ; t2029 ; 31 
 1525 ; 1 рубль ; 1977 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 13 ; Lena6975 ; 331 
 1526 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; AU ; 9 ; rmiller ; 23 
 1527 ; 1 рубль ; 1979 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 11 ; pgperes ; 32 
 1528 ; 1 рубль ; 1978 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 10 ; chuk ; 32 
 1529 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 26 ; rmiller ; 26 
 1530 ; 1 рубль ; 1980 ; 20 лет полета в космос Ю.Гагар ; Cu-Ni ; AU ; 17 ; vitas123 ; 58 
 1531 ; 1 рубль ; 1980 ; Дружба на веки ; Cu-Ni ; AU ; 16 ; Идеал ; 91 
 1532 ; 1 рубль ; 1981 ; 60 лет образования СССР ; Cu-Ni ; AU ; 40 ; Rober ; 102 
 1533 ; 1 рубль ; 1984 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; AU ; 39 ; Т-80 ; 161 
 1534 ; 1 рубль ; 1984 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; AU ; 17 ; гость ; 102 
 1535 ; 1 рубль ; 1984 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; AU ; 15 ; sa7ha ; 102 
 1536 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 15 ; vitas123 ; 58 
 1437 ; Разменный знак 10. Арктиуголь. Остров Шпицберген. Наводнение - Юг России. Упаковка ; 2002 ;  ; Б/м ; Proof ; 23 ; kasha ; 1266 
 1438 ; Разменный знак 10 без надписи "разменный знак". Арктиуголь. Остров Шпицберген. Против терроризма. Упаковка ; 2001 ;  ; Б/м ; Proof ; 31 ; kasha ; 1328 
 1439 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 35 ; hugo ; 684 
 1440 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 19 ; 13 ; 412 
 1441 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание  ; Cu-Ni ; Proof ; 19 ; gorfil ; 896 
 1442 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 30 ; gorfil ; 509 
 1443 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; Proof ; 21 ; hugo ; 578 
 1444 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 30 ; Шура ; 514 
 1445 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 36 ; razdalbai ; 557 
 1446 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Велосипе ; Cu-Ni ; Proof ; 29 ; Шура ; 1346 
 1447 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; Proof ; 17 ; gorfil ; 520 
 1448 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; Proof ; 40 ; gorfil ; 625 
 1449 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; Proof ; 20 ; gorfil ; 521 
 1450 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; AU ; 14 ; vitas123 ; 31 
 1451 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 34 ; Идеал ; 71 
 1452 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 12 ; vitas123 ; 42 
 1453 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF+ ; 45 ; Batya.Manowar ; 306 
 1454 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; AU ; 7 ; vitas123 ; 37 
 1455 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; AU ; 6 ; Lena6975 ; 41 
 1456 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; AU ; 20 ; Идеал ; 100 
 1457 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Ме ; Cu-Ni ; AU ; 24 ; shiraliv ; 120 
 1458 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 8 ; chuk ; 32 
 1459 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; AU ; 10 ; rmiller ; 25 
 1460 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; AU ; 13 ; fpd7 ; 61 
 1461 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 13 ; Идеал ; 39 
 1462 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; AU ; 6 ; rmiller ; 23 
 1463 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF+ ; 24 ; росвет ; 32 
 1464 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; AU ; 7 ; fpd7 ; 23 
 1465 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; AU ; 15 ; vitas123 ; 31 
 1466 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF+ ; 7 ; rmiller ; 23 
 1467 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; AU ; 10 ; vitas123 ; 30 
 1468 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; AU ; 14 ; Т-80 ; 41 
 1469 ; 1 рубль. Ошибка на циферблате вместо IV часов VI часов ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 56 ; Dimm ; 180 
 1470 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; AU ; 9 ; vitas123 ; 26 
 1471 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; AU ; 9 ; Т-80 ; 108 
 1472 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; AU ; 7 ; rmiller ; 23 
 1473 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 12 ; t2029 ; 41 
 1474 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; AU ; 31 ; Batya.Manowar ; 117 
 1475 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 7 ; gorfil ; 192 
 1476 ; 2 рубля ; 1995 ; ЛМД Парад Победы (флаги), на а ; Ag ; Proof ; 32 ; bat514 ; 765 
 1477 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 37 ; Т-80 ; 516 
 1478 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 20 ; and ; 202 
 1479 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячеле ; Cu-Ni ; Proof ; 19 ; lee ; 200 
 1480 ; 5 рублей ; 1989 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 10 ; allex61 ; 108 
 1481 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 17 ; sa7ha ; 64 
 1482 ; 5 рублей ; 1992 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 20 ; vitas123 ; 53 
 1483 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 14 ; Т-80 ; 156 
 1484 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 15 ; vitas123 ; 38 
 1485 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 21 ; woger08 ; 109 
 1486 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 23 ; vitas123 ; 37 
 1387 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 19 ; turist07908 ; 51 
 1388 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 27 ; dali ; 310 
 1389 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 24 ; карден ; 155 
 1390 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 63 ; агент ; 72 
 1391 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 19 ; frunze ; 82 
 1392 ; 20 копеек ; 1929 ;  ; Ag ; XF- ; 30 ; alno51 ; 72 
 1393 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 12 ; МИГ ; 72 
 1394 ; 20 копеек ; 1930 ;  ; Ag ; F-VF ; 29 ; alno51 ; 72 
 1395 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 55 ; QSCV ; 153 
 1396 ; 15 копеек ; 1922 ;  ; Ag ; XF+ ; 19 ; карден ; 86 
 1397 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 24 ; alno51 ; 62 
 1398 ; 15 копеек ; 1924 ;  ; Ag ; AU ; 91 ; Etrusk ; 397 
 1399 ; 15 копеек ; 1925 ;  ; Ag ; AU ; 23 ; nigal ; 357 
 1400 ; 15 копеек ; 1925 ;  ; Ag ; VF- ; 8 ; grot ; 41 
 1401 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 44 ; nigal ; 156 
 1402 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 14 ; МИГ ; 70 
 1403 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 24 ; nigal ; 357 
 1404 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 59 ; nigal ; 346 
 1405 ; 15 копеек ; 1929 ;  ; Ag ; VF- ; 18 ; rmiller ; 42 
 1406 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 61 ; rizovtpl ; 357 
 1407 ; 10 копеек ; 1922 ;  ; Ag ; XF ; 33 ; starplay ; 144 
 1408 ; 10 копеек ; 1923 ;  ; Ag ; XF- ; 12 ; Идеал ; 60 
 1409 ; 10 копеек ; 1924 ;  ; Ag ; XF ; 30 ; джокер ; 168 
 1410 ; 10 копеек ; 1924 ;  ; Ag ; AU ; 46 ; Бендер ; 397 
 1411 ; 10 копеек ; 1925 ;  ; Ag ; F+ ; 15 ; росвет ; 16 
 1412 ; 10 копеек ; 1927 ;  ; Ag ; AU ; 44 ; schnaps ; 208 
 1413 ; 10 копеек ; 1928 ;  ; Ag ; AU ; 15 ; nigal ; 337 
 1414 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 26 ; alex550 ; 337 
 1415 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 70 ; kasha ; 318 
 1416 ; 10 копеек. Брак чеканки 6 часов ; 1930 ;  ; Ag ; AU ; 35 ; ghjk ; 135 
 1417 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 18 ; art67 ; 347 
 1418 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF- ; 6 ; nigal ; 184 
 1419 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF-XF ; 14 ; dali ; 175 
 1420 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 12 ; woger08 ; 42 
 1421 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 9 ; woger08 ; 50 
 1422 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 18 ; Т-80 ; 46 
 1423 ; 1 копейка ; 1925 ; Гурт рубчатый ; Cu ; F+ ; 107 ; boroda ; 3122 
 1424 ; Полкопейки ; 1925 ;  ; Cu ; VF ; 47 ; nigal ; 234 
 1425 ; Полкопейки ; 1927 ;  ; Cu ; XF+ ; 56 ; QSCV ; 464 
 1426 ; 500 рублей ; (1920-1922) ; Хорезмская народная республика ;  ; VF ; 70 ; astronotus ; 6885 
 1427 ; Заготовка под 1 рубль ; 1989 ;  ; Cu-Ni ; VF-XF ; 20 ; kott ; 2231 
 1428 ; Жетон. Министерство торговли СССР. 32 ;  ;  ; Ж/м ; AU ; 60 ; eugraphus ; 152 
 1429 ; Жетон. Министерство торговли СССР. 19 ;  ;  ; Ж/м ; AU ; 49 ; eugraphus ; 152 
 1430 ; Жетон. Министерство торговли СССР. 20 ;  ;  ; Ж/м ; AU ; 22 ; eugraphus ; 153 
