 3263 ; 5 рублей ; 1997 ;  ;  ;  ; 44 ; 1968 ; 102 
 1608 ; 1 рубль. Новодел ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 26 ; Batya.Manowar ; 352 
 1609 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 36 ; AIK60 ; 164 
 1610 ; 1 рубль. Новодел ; 1983 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; Proof ; 35 ; myAC ; 102 
 1611 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 26 ; 001a001 ; 302 
 1612 ; 5 рублей ; 1993 ; Сергиев Пасад ; Cu-Ni ; Proof ; 14 ; 001a001 ; 250 
 1613 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 68 ; lecha ; 946 
 1614 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; Proof ; 19 ; 001a001 ; 159 
 1615 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 26 ; mTor ; 164 
 1616 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленингр ; Cu-Ni ; Proof ; 30 ; Shurlamp ; 204 
 1617 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 57 ; AIK60 ; 203 
 1618 ; 3 рубля ; 1994 ; 50 лет освобождения Севастопол ; Cu-Ni ; Proof ; 59 ; razdalbai ; 1543 
 1619 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 38 ; СЕРГЕЕВ ; 1249 
 1620 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 41 ; razdalbai ; 308 
 1621 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 67 ; Ghb ; 679 
 1622 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 28 ; Ghb ; 1020 
 1623 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 37 ; veld123 ; 308 
 1624 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Unc ; 21 ; Shurlamp ; 156 
 1625 ; 3 рубля. Упаковка ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 66 ; Alekc K ; 738 
 1626 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 45 ; razdalbai ; 417 
 1627 ; 3 рубля. Упаковка ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 57 ; lecha ; 638 
 1628 ; 3 рубля. Упаковка ; 1995 ; Разгром Квантунской армии в Ма ; Cu-Ni ; Proof ; 37 ; Ermak ; 341 
 1629 ; 3 рубля. Упаковка ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 76 ; razdalbai ; 567 
 1630 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Кенигсберг ; Cu-Ni ; Proof ; 44 ; veld123 ; 373 
 1631 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 68 ; 4nuts ; 714 
 1632 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 38 ; Ermak ; 347 
 1633 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Де ; Cu-Ni ; Proof ; 59 ; 4nuts ; 729 
 1634 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; Unc ; 66 ; Shurlamp ; 209 
 1635 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купа ; Cu-Ni ; Unc ; 35 ; Shurlamp ; 208 
 1636 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; Proof ; 33 ; 001a001 ; 210 
 1637 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Ти ; Cu-Ni ; AU ; 85 ; 4nuts ; 614 
 1638 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возр ; Cu-Ni ; AU ; 20 ; sus ; 144 
 1639 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бо ; Cu-Ni ; Proof ; 13 ; o.k. ; 561 
 1640 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тург ; Cu-Ni ; Proof ; 49 ; 12457801 ; 517 
 1641 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Ма ; Cu-Ni ; Unc/AU ; 85 ; Nirvanych ; 708 
 1642 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 44 ; ЛДМ ; 61 
 1643 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 34 ; semen81 ; 53 
 1644 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 48 ; Ermak ; 200 
 1645 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; AU ; 44 ; overshtag ; 77 
 1646 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 14 ; semen81 ; 59 
 1647 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; AU ; 40 ; хруст ; 1005 
 1648 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; AU ; 19 ; lyustik ; 64 
 1649 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 20 ; Ksandor ; 40 
 1650 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 11 ; t2029 ; 45 
 1651 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 8 ; t2029 ; 42 
 1652 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 28 ; ira666 ; 46 
 1653 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 23 ; igni1021 ; 22 
 1654 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 22 ; ЛДМ ; 21 
 1655 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; AU ; 19 ; ira666 ; 37 
 1656 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 33 ; veles ; 61 
 1657 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; Proof ; 23 ; myAC ; 84 
 1558 ; 3 копейки ; 1962 ;  ; Cu-Zn ; VF+ ; 56 ; Ksandor ; 300 
 1559 ; 3 копейки ; 1965 ;  ; Cu-Zn ; VF+ ; 27 ; MDV ; 305 
 1560 ; 1 копейка ; 1930 ;  ; Br ; VF-XF ; 56 ; Олег33 ; 444 
 1561 ; 5 рублей. Аверс/реверс 60 градусов ; 1997 ; СПМД ; Cu in Cu-N ; F-VF ; 14 ; Shrrv ; 123 
 1562 ; 5 рублей. Аверс/реверс 135 градусов ; 1997 ; СПМД ; Cu in Cu-N ; XF ; 24 ; 761 ; 165 
 1563 ; 5 рублей.  Аверс/реверс 20 градусов ; 1997 ; СПМД ; Cu in Cu-N ; VF+ ; 6 ; Shurlamp ; 130 
 1564 ; 5 рублей.  Аверс/реверс 130 градусов ; 1997 ; СПМД ; Cu in Cu-N ; VF-XF ; 29 ; 761 ; 157 
 1565 ; 5 рублей.  Аверс/реверс 45 градусов ; 1997 ; ММД ; Cu in Cu-N ; VF-XF ; 5 ; 761 ; 146 
 1566 ; 5 рублей. Аверс/реверс 90 градусов ; 1998 ; СПМД ; Cu in Cu-N ; XF ; 84 ; ghjk ; 444 
 1567 ; 5 рублей.  Аверс/реверс 40 градусов ; 1997 ; СПМД ; Cu in Cu-N ; XF+ ; 22 ; 761 ; 161 
 1568 ; 2 рубля. Аверс/реверс 90 градусов ; 1997 ; СПМД ; Cu-Ni-Zn ; XF ; 67 ; 761 ; 394 
 1569 ; 2 рубля.  Аверс/реверс 20 градусов ; 1998 ; СПМД ; Cu-Ni-Zn ; XF ; 10 ; Shrrv ; 166 
 1570 ; 2 рубля.  Аверс/реверс 100 градусов ; 1997 ; ММД ; Cu-Ni-Zn ; VF-XF ; 5 ; 761 ; 198 
 1571 ; 50 копеек.  Аверс/реверс 15 градусов ; 2003 ; М ; Br ; XF+ ; 28 ; ghjk ; 333 
 1572 ; 5 рублей.  Аверс/реверс 10 градусов ; 1992 ; Л ; Fe in Br ; AU ; 3 ; 761 ; 100 
 1573 ; 20 рублей.  Аверс/реверс 90 градусов ; 1992 ; ЛМД ; Cu-Ni ; VF-XF ; 7 ; 761 ; 150 
 1574 ; 10 рублей.  Аверс/реверс 90 градусов ; 1992 ; ЛМД белый металл (немагнитный) ; Fe in Br ; AU ; 7 ; 761 ; 130 
 1575 ; 50 копеек.  Аверс/реверс 10 градусов ; 1982 ;  ; Cu-Ni ; VF-XF ; 5 ; 761 ; 136 
 1576 ; 3 копейки.  Аверс/реверс 85 градусов ; 1931 ;  ; Br ; XF+ ; 7 ; 761 ; 236 
 1577 ; 10 копеек.  Аверс/реверс 20 градусов ; 1934 ;  ; Ni ; XF+ ; 32 ; 1112111 ; 832 
 1578 ; 10 копеек. Аверс/реверс 20 градусов ; 1932 ;  ; Ni ; AU ; 30 ; дима1969 ; 234 
 1579 ; 1 копейка. Аверс/реверс 50 градусов ; 1930 ;  ; Br ; F-VF ; 12 ; overshtag ; 263 
 1580 ; 50 рублей. Красная Книга. Дальневосточный аист. Брак монетного двора. Сдвиг штемпеля ; 1993 ;  ; Би/м ; AU ; 53 ; ghjk ; 2435 
 1581 ; 15 копеек ; 1946 ; о.Шпицберген ; Вr ; VF-XF ; 54 ; overshtag ; 2244 
 1582 ; 10 копеек ; 1946 ; о.Шпицберген ; Br ; F-VF ; 3 ; kuril ; 810 
 1583 ; Жетон. 70 лет Советскому чекану. Тираж 1000шт ; ММД ;  ; Томпак ; Proof ; 85 ; sulin61 ; 5500 
 1584 ; Жетон. 70 лет Советскому чекану. М-8,42г. Тираж 300шт ; СПМД ;  ; Ag925 ; AU ; 102 ; sulin61 ; 8343 
 1585 ; Разменный знак. Арктиуголь. Остров Шпицберген. 10. Подъем подлодки "Курск" ; 2001 ;  ; Б/м ; Proof ; 64 ; klimvita ; 2061 
 1586 ; Разменный знак 10. Остров Шпицберген. Арктиуголь. С надписью  "Разменный знак". Подъем подлодки "Курск". Тираж 2420шт. Упаковка ; 2001 ;  ; Мельхиор 1 ; Proof ; 75 ; sulin61 ; 4793 
 1587 ; Разменный знак 10. Остров Шпицберген. Арктиуголь. С надписью  "Разменный знак". Против терроризма. Тираж 2420шт. Упаковка ; 2001 ;  ; Мельхиор 1 ; Proof ; 41 ; sulin61 ; 3756 
 1588 ; Разменный знак 10. Остров Шпицберген. Арктиуголь. Без надписи  "Разменный знак". Название подлодки в кавычках. Подъем подлодки "Курск". Тираж 500шт ; 2001 ;  ; Мельхиор 1 ; Proof ; 28 ; sulin61 ; 3400 
 1589 ; Разменный знак 10. Остров Шпицберген. Арктиуголь. Без надписи  "Разменный знак". Против терроризма. Тираж 1000шт ; 2001 ;  ; Мельхиор 1 ; Proof ; 29 ; sulin61 ; 2144 
 1590 ; Жетон. Министерство торговли СССР 32 ;  ;  ; Ж/м ; VF- ; 31 ; Скрудж ; 28 
 1591 ; Жетон ЛМД ;  ;  ; Ж/м ; AU ; 2 ; Mike! ; 30 
 1592 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 3 ; myAC ; 157 
 1593 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Unc ; 39 ; Nirvanych ; 878 
 1594 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 29 ; lyustik ; 327 
 1595 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 17 ; lesnik1 ; 184 
 1596 ; 5 рублей ; 1993 ; Сергиев Пасад ; Cu-Ni ; AU ; 78 ; shiraliv ; 539 
 1597 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; Proof ; 15 ; woger08 ; 130 
 1598 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 5 ; sus ; 150 
 1599 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 62 ; sus ; 100 
 1600 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 20 ; edgarr ; 34 
 1601 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Ло ; Cu-Ni ; Proof ; 4 ; zhut` ; 153 
 1602 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; AU ; 20 ; piron ; 153 
 1603 ; 1 рубль. Новодел ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; Proof ; 9 ; myAC ; 204 
 1604 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 20 ; myAC ; 79 
 1605 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; Proof ; 24 ; kotok ; 76 
 1606 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бо ; Cu-Ni ; Proof ; 34 ; 4nuts ; 642 
 1607 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 24 ; ЛДМ ; 77 
 1508 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 5 ; kotok ; 100 
 1509 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 20 ; Ksandor ; 105 
 1510 ; 15 копеек ; 1930 ;  ; Ag ; XF+ ; 11 ; alex995 ; 62 
 1511 ; 10 копеек ; 1922 ;  ; Ag ; VF-XF ; 27 ; edgarr ; 153 
 1512 ; 10 копеек ; 1922 ;  ; Ag ; VF+ ; 16 ; Олег33 ; 148 
 1513 ; 10 копеек ; 1924 ;  ; Ag ; VF-XF ; 28 ; Ksandor ; 204 
 1514 ; 10 копеек. Деформация ; 1924 ;  ; Ag ; VF- ; 13 ; Олег33 ; 67 
 1515 ; 10 копеек ; 1924 ;  ; Ag ; F-VF ; 3 ; alex995 ; 26 
 1516 ; 10 копеек ; 1925 ;  ; Ag ; XF+ ; 9 ; feniks79 ; 53 
 1517 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 5 ; toto ; 36 
 1518 ; 10 копеек ; 1925 ;  ; Ag ; XF- ; 36 ; Rober ; 36 
 1519 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 20 ; coin17 ; 41 
 1520 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 16 ; Rober ; 36 
 1521 ; 10 копеек ; 1925 ;  ; Ag ; VF- ; 3 ; каламбур ; 24 
 1522 ; 10 копеек ; 1925 ;  ; Ag ; F+ ; 6 ; Arkhangel ; 24 
 1523 ; 10 копеек ; 1927 ;  ; Ag ; XF+ ; 12 ; env ; 72 
 1524 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 74 ; дима1969 ; 363 
 1525 ; 10 копеек ; 1929 ;  ; Ag ; XF+ ; 12 ; asru ; 92 
 1526 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 20 ; andreybred ; 125 
 1527 ; 10 копеек ; 1930 ;  ; Ag ; XF ; 17 ; semen81 ; 63 
 1528 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F+ ; 14 ; myAC ; 15 
 1529 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F ; 12 ; Rober ; 13 
 1530 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F ; 8 ; Rober ; 16 
 1531 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F+ ; 29 ; pref ; 44 
 1532 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 5 ; usan ; 50 
 1533 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F+ ; 21 ; Basilio ; 62 
 1534 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF ; 28 ; usan ; 77 
 1535 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 21 ; Rober ; 21 
 1536 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 11 ; alex995 ; 12 
 1537 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; AU ; 84 ; sk57 ; 913 
 1538 ; Полкопейки ; 1925 ;  ; Cu ; AU ; 48 ; alex550 ; 1020 
 1539 ; Полкопейки ; 1927 ;  ; Cu ; XF ; 46 ; Ksandor ; 1530 
 1540 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; Proof ; 76 ; ghjk ; 1226 
 1541 ; 1 рубль ; 1986 ; Международный год мира.В рубле ; Cu-Ni ; AU ; 69 ; Ghb ; 702 
 1542 ; 1 рубль. На циферблате часов VI вместо IV часов ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 37 ; solder13 ; 312 
 1543 ; 1 рубль. На циферблате часов VI вместо IV ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 91 ; dimon46 ; 300 
 1544 ; 10 рублей ; 1992 ; ММД белый металл (магнитный) ; Fe in Br ; AU ; 52 ; POUL ; 9864 
 1545 ; 5 рублей ; 2003СПМД ;  ; Cu в Cu-Ni ; AU ; 79 ; 1112111 ; 8120 
 1546 ; 2 рубля ; 1999 ; СПМД ; Cu-Ni-Zn ; AU ; 76 ; topotun ; 184 
 1547 ; 1 рубль ; 2003СПМД ;  ; Cu-Ni-Zn ; AU ; 96 ; 16091956vel ; 15001 
 1548 ; 50 копеек ; 1976 ;  ; Cu-Ni ; VF-XF ; 101 ; кризиссс ; 330 
 1549 ; 20 копеек ; 1942 ; л/с звезда плоская ; Ni ; F-VF ; 16 ; alex995 ; 63 
 1550 ; 20 копеек ; 1976 ;  ; Cu-Ni ; AU ; 35 ; asnik ; 1836 
 1551 ; 15 копеек ; 1942 ;  ; Ni ; F ; 44 ; 1112111 ; 2540 
 1552 ; 15 копеек ; 1944 ;  ; Ni ; VF-XF ; 64 ; dekorkan ; 391 
 1553 ; 15 копеек ; 1970 ;  ; Cu-Ni ; VF-XF ; 52 ; POUL ; 13260 
 1554 ; 10 копеек ; 1965 ;  ; Cu-Ni ; AU ; 27 ; andreybred ; 1326 
 1555 ; 10 копеек ; 1967 ;  ; Cu-Ni ; AU ; 65 ; Ksandor ; 408 
 1556 ; 5 копеек ; 1951 ;  ; Br ; VF+ ; 39 ; 1112111 ; 1020 
 1557 ; 5 копеек ; 1972 ;  ; Cu-Zn ; VF-XF ; 22 ; ryber ; 1683 
 1458 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; F-VF ; 39 ; xoma ; 224 
 1459 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 32 ; rvrvr ; 663 
 1460 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF ; 29 ; edgarr ; 230 
 1461 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF- ; 26 ; Rober ; 211 
 1462 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF- ; 31 ; myAC ; 258 
 1463 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 43 ; Ksandor ; 1009 
 1464 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 26 ; vladimir232 ; 624 
 1465 ; 20 копеек ; 1921 ;  ; Ag ; VF+ ; 39 ; Пионер ; 776 
 1466 ; 20 копеек ; 1922 ;  ; Ag ; VF- ; 24 ; Олег33 ; 113 
 1467 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 28 ; Олег33 ; 81 
 1468 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 21 ; Олег33 ; 77 
 1469 ; 20 копеек ; 1923 ;  ; Ag ; F ; 6 ; xoma ; 13 
 1470 ; 20 копеек ; 1923 ;  ; Ag ; F ; 6 ; 161rus ; 16 
 1471 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 7 ; Олег33 ; 77 
 1472 ; 20 копеек ; 1923 ;  ; Ag ; F ; 10 ; alex995 ; 11 
 1473 ; 20 копеек ; 1924 ;  ; Ag ; F-VF ; 24 ; turist07908 ; 24 
 1474 ; 20 копеек ; 1924 ;  ; Ag ; F-VF ; 16 ; turist07908 ; 20 
 1475 ; 20 копеек ; 1924 ;  ; Ag ; F-VF ; 44 ; turist07908 ; 43 
 1476 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 19 ; semen81 ; 77 
 1477 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 7 ; turist07908 ; 31 
 1478 ; 20 копеек ; 1925 ;  ; Ag ; F+ ; 6 ; xoma ; 16 
 1479 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 12 ; turist07908 ; 48 
 1480 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 26 ; Vanomah ; 81 
 1481 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 7 ; turist07908 ; 26 
 1482 ; 20 копеек. Аккуратно убраны точечные напайки в центре ; 1925 ;  ; Ag ; VF+ ; 28 ; Vanomah ; 36 
 1483 ; 20 копеек ; 1927 ;  ; Ag ; XF+ ; 12 ; turist07908 ; 78 
 1484 ; 20 копеек ; 1927 ;  ; Ag ; XF+ ; 14 ; starplay ; 95 
 1485 ; 20 копеек ; 1927 ;  ; Ag ; XF- ; 24 ; turist07908 ; 51 
 1486 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 11 ; toto ; 99 
 1487 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 17 ; Nehil ; 98 
 1488 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF ; 45 ; ЛДМ ; 77 
 1489 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 19 ; igor_r65 ; 79 
 1490 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 29 ; igor_r65 ; 100 
 1491 ; 20 копеек ; 1930 ;  ; Ag ; VF-XF ; 55 ; turist07908 ; 59 
 1492 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 22 ; turist07908 ; 79 
 1493 ; 15 копеек ; 1922 ;  ; Ag ; VF+ ; 15 ; starplay ; 101 
 1494 ; 15 копеек ; 1922 ;  ; Ag ; VF+ ; 16 ; vitas123 ; 51 
 1495 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 23 ; Олег33 ; 82 
 1496 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 17 ; Олег33 ; 87 
 1497 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 9 ; Олег33 ; 92 
 1498 ; 15 копеек ; 1924 ;  ; Ag ; XF- ; 5 ; Ksandor ; 77 
 1499 ; 15 копеек ; 1925 ;  ; Ag ; F-VF ; 3 ; каламбур ; 24 
 1500 ; 15 копеек ; 1925 ;  ; Ag ; VF ; 11 ; Ksandor ; 32 
 1501 ; 15 копеек ; 1925 ;  ; Ag ; VF- ; 4 ; usan ; 50 
 1502 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 4 ; usan ; 50 
 1503 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 20 ; Nehil ; 111 
 1504 ; 15 копеек ; 1927 ;  ; Ag ; VF ; 20 ; 161rus ; 31 
 1505 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 15 ; каламбур ; 35 
 1506 ; 15 копеек ; 1928 ;  ; Ag ; F+ ; 6 ; 161rus ; 26 
 1507 ; 15 копеек ; 1929 ;  ; Ag ; XF+ ; 10 ; Nehil ; 63 
 1408 ; 1 рубль ; 1997 ; ММД Хоккей на льду. Зимняя оли ; Ag ; Proof ; 21 ; pgperes ; 565 
 1409 ; 1 рубль ; 1997 ; ММД Биатлон.  Зимняя олимпиада ; Ag ; Proof ; 35 ; SNV ; 1122 
 1410 ; 1 рубль ; 1997 ; ЛМД Футболисты. Франция ; Ag ; Proof ; 26 ; sergunya ; 583 
 1411 ; Рубль ; 1921 ; (АГ) ; Ag ; AU ; 27 ; Ksandor ; 2566 
 1412 ; Рубль ; 1921 ; (АГ) ; Ag ; XF ; 62 ; POUL ; 1870 
 1413 ; Рубль ; 1921 ; (АГ) ; Ag ; F-VF ; 105 ; POUL ; 1071 
 1414 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 108 ; razdalbai ; 739 
 1415 ; Рубль ; 1924 ; (ПЛ) ; Ag ; F+ ; 21 ; Аксель ; 727 
 1416 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF ; 22 ; Rober ; 697 
 1417 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF- ; 4 ; coin17 ; 1047 
 1418 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF ; 59 ; svu14 ; 703 
 1419 ; 50 копеек ; 1921 ; (АГ) ; Ag ; AU/XF+ ; 48 ; starplay ; 489 
 1420 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF+ ; 62 ; veld123 ; 449 
 1421 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 38 ; Аксель ; 266 
 1422 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 17 ; o.k. ; 257 
 1423 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 21 ; o.k. ; 231 
 1424 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 25 ; Rober ; 223 
 1425 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 37 ; Аксель ; 257 
 1426 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 29 ; клотик 2 ; 231 
 1427 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 17 ; джон007 ; 231 
 1428 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 27 ; veld123 ; 305 
 1429 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 21 ; turist07908 ; 218 
 1430 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 49 ; Аксель ; 235 
 1431 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 20 ; turist07908 ; 224 
 1432 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 31 ; turist07908 ; 224 
 1433 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 38 ; xoma ; 229 
 1434 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 31 ; Аксель ; 224 
 1435 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F+ ; 31 ; turist07908 ; 200 
 1436 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 26 ; turist07908 ; 212 
 1437 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 21 ; xoma ; 219 
 1438 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 32 ; razdalbai ; 232 
