 3607 ; Бона иностранная ;  ;  ;  ;  ; 25 ; tigris ; 71 
 1720 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 26 ; fokin ; 284 
 1721 ; 1 рубль. Ошибка: на циферблате вместо IV часов VI ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 36 ; sonegr ; 50 
 1722 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 38 ; ААФ ; 153 
 1723 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 66 ; fokin ; 207 
 1724 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 22 ; Мих@ ; 328 
 1725 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 21 ; Gari 77 ; 453 
 1726 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF- ; 4 ; kroxa ; 32 
 1727 ; 1 рубль. Ошибка: на циферблате вместо IV часов VI ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 3 ; vic2 ; 50 
 1728 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF/AU ; 4 ; kroxa ; 32 
 1729 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 6 ; ВВ42 ; 33 
 1730 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 36 ; kroxa ; 77 
 1731 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 23 ; mgradov ; 55 
 1732 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 4 ; kroxa ; 32 
 1733 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 5 ; kroxa ; 32 
 1734 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 18 ; AnnaM ; 80 
 1735 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 14 ; AnnaM ; 87 
 1736 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 22 ; AnnaM ; 67 
 1737 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 14 ; kroxa ; 39 
 1738 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 14 ; kroxa ; 39 
 1739 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 15 ; kroxa ; 41 
 1740 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 28 ; kroxa ; 57 
 1741 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 25 ; mgradov ; 51 
 1742 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 42 ; alexadm ; 88 
 1743 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 67 ; kozerog ; 83 
 1744 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 82 ; nik23455 ; 480 
 1745 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 21 ; astronom ; 83 
 1746 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 32 ; astronom ; 77 
 1747 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 61 ; astronom ; 73 
 1748 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 57 ; astronom ; 65 
 1749 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 55 ; astronom ; 61 
 1750 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 34 ; astronom ; 91 
 1651 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 1 ; рабинович ; 250 
 1652 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 16 ; zid200 ; 40 
 1653 ; Полкопейки ; 1925 ;  ; Cu ; VF-XF ; 11 ; рабинович ; 615 
 1654 ; Полкопейки ; 1925 ;  ; Cu ; F-VF ; 20 ; Dmitriy-r52 ; 320 
 1655 ; Полкопейки ; 1927 ;  ; Cu ; VF ; 53 ; Alina ; 500 
 1656 ; 100 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 51 ; PolAn ; 572 
 1657 ; 50 копеек ; 1946 ; о.Шпицберген ; б.м. ; VF+ ; 97 ; PolAn ; 2652 
 1658 ; 15 копеек ; 1946 ; о.Шпицберген ; Вr ; VF- ; 62 ; PolAn ; 2123 
 1659 ; 3 копейки ; 1934 ; Тувинская Народная Республика ;  ; F-VF/F+ ; 130 ; _1111_ ; 3314 
 1660 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского."пруф", без знака МД ; Cu-Ni ; Proof ; 77 ; bgb007 ; 1003 
 1661 ; Жетон. 1 рубль. 70 лет Советскому чекану ; ММД ;  ; Ag925 ; Proof ; 49 ; klimvita ; 2040 
 1662 ; Жетон. Полтинник. 70 лет Советскому чекану ; ММД ;  ; Ag925 ; Proof ; 53 ; gelo ; 2040 
 1663 ; Жетон ГКЧП. 70 лет Советскому чекану ; СПМД ;  ; Ag925 ; Proof ; 95 ; michuman33 ; 2601 
 1664 ; Жетон. 70 лет Советскому чекану - один рубль. Тираж 300шт. М-8,42г ; 2004СПМД ;  ; Ag925 ; Proof ; 74 ; serggei ; 1500 
 1665 ; Жетон. 70 лет Советскому чекану - один рубль. Тираж 2000шт ; 2003ММД ;  ; Cu-Ni ; Unc ; 27 ; serggei ; 693 
 1666 ; Разменный знак. 10. Арктикуголь. Остров Шпицберген. С надписью "разменный знак". Против терроризма. Тираж 2420шт. Упаковка ; 2001СПМД ;  ; Cu-Ni ; Proof ; 58 ; kvm64 ; 1300 
 1667 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "Разменный знак". Против терроризма ; 2001СПМД ;  ; Cu-Ni ; Proof ; 72 ; Gell13 ; 1299 
 1668 ; Разменный знак. 10. Арктикуголь. Остров Шпицберген. С надписью "разменный знак". Подъем подлодки "Курск". Тираж 2420шт. Упаковка ; 2001СПМД ;  ; Cu-Ni ; Proof ; 57 ; Gell13 ; 1326 
 1669 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "Разменный знак". Наводнение - Центр Европы ; 2002СПМД ;  ; Cu-Ni ; Proof ; 86 ; 5491 ; 848 
 1670 ; Жетон. Разменный знак 10 "Цунами-Юго-Восточная Азия". Шпицберген ; 2005СПМД ;  ; Б/м ; Proof ; 67 ; Gell13 ; 722 
 1671 ; Жетон. Разменный знак 10 "Против терроризма". Шпицберген ; 2002СПМД ;  ; Б/м ; Proof ; 40 ; Gell13 ; 650 
 1672 ; Жетон. Разменный знак 10 "Сход ледника-трагедия в Кармадонском ущелье". Шпицберген ; 2002СПМД ;  ; Б/м ; Proof ; 42 ; Gell13 ; 510 
 1673 ; 50 копеек ; 1976 ;  ; Cu-Ni ; AU ; 86 ; novikoff12006 ; 648 
 1674 ; 20 копеек ; 1973 ;  ; Cu-Ni ; XF ; 48 ; klimvita ; 3162 
 1675 ; 15 копеек ; 1942 ;  ; Ni ; VF ; 74 ; ryber ; 4080 
 1676 ; 15 копеек ; 1968 ;  ; Cu-Ni ; AU ; 52 ; o.k. ; 662 
 1677 ; 15 копеек ; 1969 ;  ; Cu-Ni ; AU ; 27 ; eugraphus ; 1608 
 1678 ; 15 копеек ; 1975 ;  ; Cu-Ni ; AU ; 98 ; dimass70 ; 1326 
 1679 ; 15 копеек ; 1976 ;  ; Cu-Ni ; AU ; 17 ; SANGOLD1 ; 83 
 1680 ; 10 копеек ; 1968 ;  ; Cu-Ni ; AU ; 52 ; DVZ ; 596 
 1681 ; 5 копеек ; 1933 ;  ; Br ; F-VF ; 41 ; 13 ; 9375 
 1682 ; 5 копеек ; 1945 ;  ; Br ; VF+ ; 37 ; ZOLTAN333 ; 1249 
 1683 ; 5 копеек ; 1968 ;  ; Cu-Zn ; AU ; 40 ; was9 ; 629 
 1684 ; 5 копеек ; 1969 ;  ; Cu-Zn ; AU ; 137 ; dimass70 ; 1287 
 1685 ; 3 копейки. Деформация ; 1927 ;  ; Br ; F+ ; 67 ; o.k. ; 752 
 1686 ; 2 копейки ; 1933 ;  ; Br ; VF- ; 32 ; 13 ; 267 
 1687 ; 1 копейка ; 1930 ;  ; Br ; XF+ ; 40 ; qaz21qaz ; 1014 
 1688 ; 10 рублей ; 1991 ; ММД Биметалл ; Cu-Zn/Cu-N ; AU ; 40 ; ZOLTAN333 ; 6120 
 1689 ; 10 рублей ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-N ; AU ; 35 ; Masik ; 6195 
 1690 ; 10 рублей. Брак монетного двора. Аверс/Реверс 90° ; 1992 ; ЛМД белый металл (немагнитный) ; Fe in Br ; AU ; 40 ; bgb007 ; 104 
 1691 ; 1 рубль. Брак монетного двора. Аверс/Реверс 45° ; 1992 ; Л ; Cu-Ni ; AU ; 52 ; za-via ; 50 
 1692 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 28 ; aleks.kss ; 45 
 1693 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 18 ; mgradov ; 45 
 1694 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 5 ; ВВ42 ; 38 
 1695 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 9 ; ВВ42 ; 36 
 1696 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 50 ; mgradov ; 61 
 1697 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 35 ; kroxa ; 41 
 1698 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 24 ; kroxa ; 46 
 1699 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF ; 9 ; mgradov ; 17 
 1700 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; VF-XF ; 5 ; mgradov ; 6 
 1601 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 19 ; jimmysu ; 53 
 1602 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 46 ; jimmysu ; 55 
 1603 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 47 ; taa ; 51 
 1604 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 30 ; bgb007 ; 55 
 1605 ; 20 копеек. Деформация ; 1925 ;  ; Ag ; VF- ; 13 ; zsv ; 30 
 1606 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 12 ; AKi ; 55 
 1607 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 21 ; grina ; 44 
 1608 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 41 ; grina ; 48 
 1609 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 13 ; grina ; 38 
 1610 ; 20 копеек ; 1925 ;  ; Ag ; F-VF ; 21 ; grina ; 38 
 1611 ; 20 копеек ; 1927 ;  ; Ag ; XF- ; 12 ; jimmysu ; 53 
 1612 ; 20 копеек ; 1927 ;  ; Ag ; VF- ; 24 ; TECHNO ; 57 
 1613 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 90 ; verunk1 ; 123 
 1614 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 40 ; ant70 ; 77 
 1615 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 41 ; taa ; 44 
 1616 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 14 ; taa ; 51 
 1617 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 25 ; samara-style ; 51 
 1618 ; 20 копеек ; 1928 ;  ; Ag ; VF- ; 14 ; dimon masskva ; 51 
 1619 ; 20 копеек ; 1928 ;  ; Ag ; VF- ; 19 ; кошак ; 61 
 1620 ; 20 копеек ; 1928 ;  ; Ag ; F-VF ; 22 ; grina ; 44 
 1621 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 72 ; TECHNO ; 87 
 1622 ; 20 копеек ; 1930 ;  ; Ag ; XF+ ; 79 ; росвет ; 101 
 1623 ; 15 копеек ; 1921 ;  ; Ag ; VF+ ; 43 ; grot ; 1173 
 1624 ; 15 копеек ; 1921 ;  ; Ag ; VF ; 76 ; никсер ; 822 
 1625 ; 15 копеек ; 1922 ;  ; Ag ; AU ; 128 ; qaz21qaz ; 663 
 1626 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 50 ; dimon46 ; 65 
 1627 ; 15 копеек ; 1923 ;  ; Ag ; F-VF ; 14 ; Dom Perignon ; 18 
 1628 ; 15 копеек ; 1924 ;  ; Ag ; VF-XF ; 54 ; 1822 ; 133 
 1629 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 56 ; jimmysu ; 51 
 1630 ; 15 копеек ; 1925 ;  ; Ag ; VF- ; 51 ; grot ; 53 
 1631 ; 15 копеек ; 1927 ;  ; Ag ; XF ; 52 ; kondor300 ; 87 
 1632 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 116 ; dimass70 ; 510 
 1633 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 46 ; Skif151 ; 68 
 1634 ; 15 копеек ; 1929 ;  ; Ag ; XF+ ; 35 ; jimmysu ; 97 
 1635 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 9 ; лисопедка ; 97 
 1636 ; 15 копеек ; 1930 ;  ; Ag ; F-VF ; 31 ; кошак ; 65 
 1637 ; 10 копеек ; 1921 ;  ; Ag ; VF ; 35 ; 1822 ; 1235 
 1638 ; 10 копеек ; 1922 ;  ; Ag ; VF+ ; 49 ; gandy ; 215 
 1639 ; 10 копеек ; 1923 ;  ; Ag ; XF ; 64 ; jimmysu ; 74 
 1640 ; 10 копеек ; 1924 ;  ; Ag ; AU ; 35 ; qaz21qaz ; 255 
 1641 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 68 ; DE MON ; 197 
 1642 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 73 ; TECHNO ; 101 
 1643 ; 10 копеек ; 1927 ;  ; Ag ; XF ; 71 ; kvm64 ; 131 
 1644 ; 10 копеек ; 1928 ;  ; Ag ; XF/AU ; 60 ; jimmysu ; 73 
 1645 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 60 ; никсер ; 140 
 1646 ; 10 копеек ; 1930 ;  ; Ag ; XF+ ; 70 ; jimmysu ; 74 
 1647 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF ; 19 ; grot ; 185 
 1648 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF ; 40 ; Мих@ ; 82 
 1649 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF ; 35 ; sasha14 ; 42 
 1650 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 11 ; Alina ; 35 
 1551 ; 3 рубля ; 2000 ; СПМД Переход через перевал Сен-Готар ; Ag ; Proof ; 70 ; SKV ; 4588 
 1552 ; 3 рубля ; 2002 ; ММД Церковь Спаса Нерукотворного ; Ag ; Proof ; 81 ; maloy ; 2708 
 1553 ; 3 рубля ; 2002 ; СПМД Свято-Иоанновский монастырь ; Ag ; Proof ; 102 ; SKV ; 5067 
 1554 ; 3 рубля ; 2003 ; ММД "Ипатьевский монастырь" Кострома ; Ag ; Proof ; 88 ; Красные Зори ; 3140 
 1555 ; 3 рубля ; 2003 ; ММД Свято-Данилов монастырь (Москва) ; Ag ; Proof ; 11 ; Красные Зори ; 3642 
 1556 ; 3 рубля ; 2004 ; ММД Томск ; Ag ; Proof ; 6 ; vip_Alex777 ; 3000 
 1557 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 31 ; alexadm ; 426 
 1558 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 28 ; vborisevich1 ; 510 
 1559 ; 2 рубля ; 1997 ; ММД А.Н.Скрябин ; Ag ; Proof ; 40 ; romario2 ; 711 
 1560 ; 2 рубля ; 1997 ; ЛМД Н.Е.Жуковский ; Ag ; Proof ; 49 ; romario2 ; 739 
 1561 ; 2 рубля ; 2006 ; ММД 150 лет со дня рождения М.А.Врубеля ; Ag ; Proof ; 5 ; vip_Alex777 ; 1000 
 1562 ; 2 рубля ; 2008 ; СПМД Красная книга. Азово-Черноморская шемая ; Ag ; Proof ; 51 ; alenka-359 ; 1211 
 1563 ; 2 рубля ; 2008 ; СПМД Красная книга. Прибайкальский Черношапочный сурок ; Ag ; Proof ; 76 ; E.V.A. ; 1219 
 1564 ; 2 рубля ; 2008 ; СПМД Красная книга. Дозорщик-император ; Ag ; Proof ; 46 ; E.V.A. ; 1041 
 1565 ; 1 рубль ; 2007 ; СПМД Красная книга. Краснопоясный динодон ; Ag ; Proof ; 52 ; Красные Зори ; 1020 
 1566 ; 1 рубль ; 2007 ; СПМД Красная книга. Кольчатая нерпа ; Ag ; Proof ; 37 ; alenka-359 ; 1062 
 1567 ; 1 рубль ; 2007 ; СПМД Красная книга. Степной лунь ; Ag ; Proof ; 35 ; Красные Зори ; 980 
 1568 ; 1 рубль ; 2007 ; СПМД Красная книга. Степной лунь ; Ag ; Proof ; 30 ; romario2 ; 922 
 1569 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 82 ; fain ; 1658 
 1570 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 29 ; viktorion80 ; 1249 
 1571 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF+ ; 53 ; PETROVICH ; 509 
 1572 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 32 ; o.k. ; 406 
 1573 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 42 ; кошак ; 375 
 1574 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 71 ; PETROVICH ; 485 
 1575 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 26 ; AKi ; 377 
 1576 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 14 ; PETROVICH ; 327 
 1577 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; F-VF ; 12 ; SOS ; 245 
 1578 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; AU ; 51 ; elac ; 477 
 1579 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 13 ; dimon masskva ; 306 
 1580 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 73 ; sergeygor ; 293 
 1581 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 16 ; TECHNO ; 250 
 1582 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 64 ; verunk1 ; 397 
 1583 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 35 ; senin ; 309 
 1584 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 50 ; sergeygor ; 306 
 1585 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 55 ; Alina ; 563 
 1586 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 37 ; PETROVICH ; 300 
 1587 ; 20 копеек ; 1921 ;  ; Ag ; VF- ; 18 ; dagoff ; 1224 
 1588 ; 20 копеек ; 1922 ;  ; Ag ; XF+ ; 75 ; dagoff ; 184 
 1589 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 31 ; 4433ht ; 93 
 1590 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 52 ; jimmysu ; 53 
 1591 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 31 ; grina ; 55 
 1592 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 57 ; TECHNO ; 61 
 1593 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 29 ; samara-style ; 73 
 1594 ; 20 копеек ; 1925 ;  ; Ag ; XF/AU ; 52 ; verunk1 ; 93 
 1595 ; 20 копеек ; 1925 ;  ; Ag ; AU/XF ; 74 ; verunk1 ; 150 
 1596 ; 20 копеек ; 1925 ;  ; Ag ; XF- ; 32 ; dimon masskva ; 74 
 1597 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 16 ; dimon masskva ; 55 
 1598 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 50 ; TECHNO ; 57 
 1599 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 13 ; jimmysu ; 53 
 1600 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 38 ; grina ; 47 
 1345 ; Знак. Спортклуб КГУ ;  ;  ; Ж/м,эмаль ; VF ; 32 ; alex09 ; 144 
 1346 ; Знак. СД ;  ;  ; Ж/м,эмаль ; VF- ; 37 ; LAB-A ; 30 
 1347 ; Знак. VI Спартакиада профсоюзов СССР ; 1958ММД ;  ; Ж/м,эмаль ; F+ ; 4 ; alex09 ; 272 
 1348 ; Знак. МОПР ;  ;  ; Б/м,эмаль ; VF- ; 75 ; alex09 ; 1427 
 1349 ; Знак. Спартакиада народов СССР ; ММД ;  ; Ж/м,сереб, ; VF- ; 15 ; xabib ; 272 
 1350 ; Жетон. 1 ФИНЭК. 80 лет Санкт-Петербургскому университету экономики и финансов (1930-2010) ; ММД ;  ; Б/м ; AU ; 47 ; kont ; 122 
 1351 ; Жетон. Совместное Советско-Австрийское предприятие. Ленинград ;  ;  ; Ж/м ; VF- ; 34 ; Basilio ; 50 
 1352 ; Набор медалей "Шесть Бернадотов" в оригинальной коробке с сертификатом подлинности: 6шт. Тираж 1500шт. Общаяя масса 327,8г. D-45мм. Швеция ; 1973 ;  ; Ag925 ; AU ; 46 ; zavadskiyoa ; 11674 
 1353 ; Лот медалей (3шт): "Севастополь (1783-1983)" ;  ;  ; Al ; XF/AU ; 116 ; E.V.A. ; 318 
 1354 ; Лот медалей (Первенство,Киевский городской штаб, Дворец спорта): 3шт ;  ;  ; Al ; VF/VF+ ; 3 ; miha ; 53 
 1355 ; Лот значков ВЛКСМ: 3шт ;  ;  ; Al ; VF/XF ; 2 ; vasil47 ; 26 
 1356 ; Лот значков (Города): 9шт ;  ;  ; Al ; VF-/VF+ ; 2 ; KEJ ; 21 
 1357 ; Лот значков "Гербы городов": 3шт ;  ;  ; Al ; XF/AU ; 2 ; Sterh ; 3 
 1358 ; Лот знаков (4шт): плавание ;  ;  ; Al ; VF/VF+ ; 5 ; vasm ; 53 
 1359 ; Лот значков (1 разряд и Отличник ВВС): 4шт ;  ;  ; Al ; VF/VF-XF ; 5 ; molodes ; 55 
 1360 ; Лот значков (Праздники): 9шт ;  ;  ; Al,Б/м ; VF-XF/XF ; 2 ; KEJ ; 21 
 1361 ; Лот значков (Хоккей): 5шт ;  ;  ; Al,ж/м ; VF/XF- ; 4 ; dimon46 ; 32 
 1362 ; Лот значков (Равенство, Братство): 2шт ;  ;  ; Б/м ; VF ; 1 ; vic2 ; 20 
 1363 ; Лот значков (ВЛКСМ): 7шт ;  ;  ; Al,Ж/м ; VF/AU ; 15 ; СВл ; 429 
 1364 ; Лот значков (Турист,): 7шт ;  ;  ; Al ; VF/VF+ ; 3 ; никсер ; 32 
 1365 ; Лот значков (Спортивный разряд): 2шт ;  ;  ; Al ; XF- ; 3 ; molodes ; 31 
 1366 ; Лот знаков (3шт): 1 разряд ;  ;  ; Al ; VF+/XF ; 13 ; поручик ; 62 
 1367 ; Лот значков (Олимпиада): 4шт ;  ;  ; Al ; XF/AU ; 14 ; molodes ; 15 
 1368 ; Лот значков (ВЛКСМ): 5шт ;  ;  ; Al ; VF/VF-XF ; 21 ; СВл ; 157 
 1369 ; Лот значков (40 лет со дня снятия блокады, Юный техник СССР): 2шт ;  ;  ; Al ; VF/VF+ ; 3 ; molodes ; 32 
 1370 ; Лот значков (Мотоциклы): 7шт ;  ;  ; Al ; VF/XF- ; 19 ; Primary ; 47 
 1371 ; Лот значков Ленин (4шт) ;  ;  ; Al,ж/м ; F-VF/VF- ; 33 ; никсер ; 67 
 1372 ; Лот значков (Перепись населения): 3шт ;  ;  ; Al ; XF+/AU ; 34 ; SANGOLD1 ; 182 
 1373 ; Лот значков (Ленин): 9шт ;  ;  ; Al ; VF-/VF ; 2 ; dimon46 ; 31 
 1374 ; Лот знаков Воин-спортсмен (3шт): 1,2,3 разряд ;  ;  ; Ж/м, эмаль ; VF-/VF+ ; 9 ; LAB-A ; 465 
 1375 ; Лот значков: 6шт ;  ;  ; Б/м,эмаль, ; VF+/AU ; 2 ; KEJ ; 10 
 1376 ; Лот значков "Города": 16шт ;  ;  ; Al ; VF/XF- ; 16 ; leksrock ; 37 
 1377 ; Лот значков "Ударник, Фестиваль, Праздник Севера,Памятники, Гербы, Победитель": 22шт ;  ;  ; Al ; VF/VF-XF ; 6 ; KEJ ; 52 
 1378 ; Лот значков "Города": 16шт ;  ;  ; Al ; VF+/XF ; 8 ; KEJ ; 100 
 1379 ; Лот значков "Корабли": 15шт ;  ;  ; Al,Ж/м ; VF/XF ; 6 ; Snuppy ; 153 
 1380 ; Лот значков "Города": 16шт ;  ;  ; Al ; VF/XF ; 51 ; himik121 ; 53 
 1537 ; 150 рублей ; 1977 ; ЛМД Эмблема Олимпиады в лавровом венке ; Pt ; AU ; 94 ; samsey ; 27540 
 1538 ; 150 рублей. М-15,55гр ; 1978 ; ЛМД Олимпиада-80. Дискобол ; Pt ; AU ; 61 ; marinin70 ; 27000 
 1539 ; Один червонец. М-8,53г ; 1979 ; ММД ; Au ; AU ; 12 ; 99999 ; 12894 
 1540 ; 100 рублей ; 2004 ; СПМД 2-ая Камчатская экспедиция ; Au ; Proof ; 36 ; Gatchina ; 33813 
 1541 ; 50 рублей ; 1988 ; ММД Софийский собор в Новгороде ; Au ; Proof ; 16 ; marinin70 ; 16018 
 1542 ; 50 рублей ; 2004 ; ММД XXVIII Летняя Олимпиада, Афины ; Au ; Proof ; 31 ; Gatchina ; 20657 
 1543 ; 50 рублей ; 2007 ; ММД 450 лет вхождения Башкирии в состав России ; Au ; Proof ; 41 ; Gatchina ; 19089 
 1544 ; 25 рублей. В коробке ; 1997 ; ЛМД "Сохраним наш мир". Белый медведь ; Ag ; Proof ; 31 ; zavadskiyoa ; 10076 
 1545 ; 25 рублей. В коробке ; 1997 ; ММД "Сохраним наш мир". Бурый медведь ; Ag ; Proof ; 85 ; zavadskiyoa ; 22941 
 1546 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 48 ; dimass70 ; 1797 
 1547 ; 3 рубля ; 1993 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 30 ; Masik ; 1102 
