 5894 ; Бона иностранная ;  ;  ;  ;  ; 3 ; OlegFox ; 21 
 1970 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 14 ; gola78 ; 123 
 1971 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 22 ; ArCan ; 1328 
 1972 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 26 ; Nva ; 567 
 1973 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; AU ; 23 ; ВЯЗЪ ; 2049 
 1974 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; AU ; 26 ; RAF ; 650 
 1975 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 22 ; tetAtet ; 156 
 1976 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 25 ; bartolomeo ; 254 
 1977 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 23 ; valeron ; 294 
 1978 ; 1 рубль. Ошибка на часах ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 26 ; Volok ; 189 
 1979 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 22 ; Чук ; 159 
 1980 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 14 ; gola78 ; 108 
 1981 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 32 ; 45b00f ; 322 
 1982 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF ; 26 ; Malosar ; 257 
 1983 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 12 ; mishakl ; 111 
 1984 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 10 ; skumat ; 145 
 1985 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 10 ; sibons ; 120 
 1986 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 7 ; gola78 ; 114 
 1987 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 31 ; molchun ; 189 
 1988 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF ; 17 ; Ravin ; 206 
 1989 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 29 ; ☆texas-dv☆ ; 110 
 1990 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF ; 19 ; Mahfey ; 65 
 1991 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF ; 12 ; kazaam82 ; 79 
 1992 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 34 ; Mahfey ; 87 
 1993 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF+ ; 35 ; Nikolay75 ; 250 
 1994 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF+ ; 15 ; Mahfey ; 87 
 1995 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 51 ; igniss ; 441 
 1996 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 51 ; jimmysu ; 309 
 1997 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 30 ; dmytrylat ; 288 
 1998 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; AU ; 66 ; xladon ; 612 
 1999 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Unc ; 40 ; MaxiMaxi ; 514 
 2000 ; 1 рубль.упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 44 ; Новик ; 444 
 2001 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 19 ; 45b00f ; 1316 
 2002 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 26 ; bukashka ; 207 
 2003 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 25 ; molchun ; 192 
 2004 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 26 ; 45b00f ; 218 
 2005 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 29 ; 45b00f ; 287 
 2006 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF+ ; 28 ; Malosar ; 307 
 2007 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF+ ; 11 ; Ravin ; 237 
 2008 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 11 ; gola78 ; 120 
 2009 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 11 ; Mahfey ; 113 
 2010 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 17 ; mixey ; 99 
 2011 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 14 ; kimaa ; 89 
 2012 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 13 ; sergfokin ; 99 
 2013 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF ; 24 ; piron ; 340 
 2014 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 35 ; Ravin ; 400 
 2015 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; AU ; 45 ; xladon ; 347 
 2016 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 22 ; tetAtet ; 299 
 2017 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; AU ; 40 ; xladon ; 714 
 2018 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 33 ; Михалыч57 ; 247 
 1919 ; 1 рубль. Пластиковая упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 17 ; klimvita ; 129 
 1920 ; 1 рубль. Пластиковая упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 29 ; unkas ; 200 
 1921 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 24 ; ArCan ; 1643 
 1922 ; 3 рубля ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 26 ; Новик ; 2061 
 1923 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 17 ; ryber ; 1809 
 1924 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 36 ; ryber ; 1989 
 1925 ; 3 рубля ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 18 ; ryber ; 3271 
 1926 ; 3 рубля ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 34 ; vitaliy036 ; 3111 
 1927 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 41 ; nils5 ; 3094 
 1928 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 20 ; skumat ; 155 
 1929 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 24 ; tetAtet ; 161 
 1930 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 25 ; igniss ; 189 
 1931 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 24 ; ☆texas-dv☆ ; 108 
 1932 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 10 ; Mahfey ; 87 
 1933 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 20 ; igniss ; 155 
 1934 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 22 ; 45b00f ; 126 
 1935 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 19 ; Garison ; 179 
 1936 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 18 ; skumat ; 99 
 1937 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF+ ; 33 ; Friday ; 161 
 1938 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 13 ; aaa2009 ; 235 
 1939 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF+ ; 14 ; kimaa ; 89 
 1940 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 14 ; Mahfey ; 87 
 1941 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF+ ; 20 ; kazaam82 ; 88 
 1942 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF+ ; 18 ; Mahfey ; 90 
 1943 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 27 ; 45b00f ; 124 
 1944 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 12 ; vor0niko ; 102 
 1945 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF ; 18 ; aaa2009 ; 51 
 1946 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 15 ; gola78 ; 69 
 1947 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 12 ; aaa2009 ; 138 
 1948 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 17 ; aleksey-m2 ; 91 
 1949 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 15 ; aleksey-m2 ; 101 
 1950 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 10 ; skumat ; 104 
 1951 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; AU ; 47 ; SVP ; 663 
 1952 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 22 ; Garison ; 363 
 1953 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; AU ; 20 ; Garison ; 357 
 1954 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 25 ; русос ; 1328 
 1955 ; 3 рубля ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 24 ; Александр007 ; 1455 
 1956 ; 3 рубля ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 15 ; ryber ; 1226 
 1957 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 10 ; igniss ; 566 
 1958 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 23 ; makcump ; 1370 
 1959 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 29 ; ☆texas-dv☆ ; 177 
 1960 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 34 ; magpie ; 918 
 1961 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 23 ; ArCan ; 510 
 1962 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 27 ; unkas ; 3162 
 1963 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 35 ; Garison ; 1350 
 1964 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 24 ; sergfokin ; 275 
 1965 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 10 ; bukashka ; 257 
 1966 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 6 ; gola78 ; 117 
 1967 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 16 ; gola78 ; 123 
 1968 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 16 ; 45b00f ; 282 
 1869 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; AU ; 41 ; gola78 ; 1101 
 1870 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 25 ; unkas ; 1000 
 1871 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 10 ; brat52 ; 111 
 1872 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 23 ; jimmysu ; 134 
 1873 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 29 ; bukashka ; 120 
 1874 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 11 ; aleksey-m2 ; 79 
 1875 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 23 ; mixey ; 114 
 1876 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF+ ; 14 ; skumat ; 93 
 1877 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF+ ; 13 ; Mahfey ; 82 
 1878 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 15 ; skumat ; 131 
 1879 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; AU ; 36 ; Avtovo ; 365 
 1880 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 24 ; 45b00f ; 247 
 1881 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 17 ; jimmysu ; 242 
 1882 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 24 ; bukashka ; 261 
 1883 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 16 ; xladon ; 383 
 1884 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 28 ; 45b00f ; 102 
 1885 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 13 ; mixey ; 89 
 1886 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 9 ; Nikolay75 ; 317 
 1887 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 15 ; kazaam82 ; 90 
 1888 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; AU ; 40 ; Garison ; 324 
 1889 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 18 ; skumat ; 97 
 1890 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 18 ; Антон Семенович ; 101 
 1891 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 20 ; mixey ; 104 
 1892 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 23 ; Ravin ; 124 
 1893 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 14 ; 45b00f ; 105 
 1894 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 12 ; skumat ; 89 
 1895 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF ; 16 ; Mahfey ; 73 
 1896 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF ; 43 ; PROCONSUL ; 122 
 1897 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF ; 18 ; kazaam82 ; 89 
 1898 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF ; 21 ; mishakl ; 87 
 1899 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 30 ; 45b00f ; 93 
 1900 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF ; 18 ; kazaam82 ; 77 
 1901 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 10 ; skumat ; 99 
 1902 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 29 ; tetAtet ; 203 
 1903 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 32 ; igniss ; 255 
 1904 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 31 ; Ravin ; 204 
 1905 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 10 ; skumat ; 153 
 1906 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 16 ; bukashka ; 257 
 1907 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 32 ; Tornado ; 261 
 1908 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 26 ; mishakl ; 111 
 1909 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 13 ; kazaam82 ; 79 
 1910 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 50 ; jimmysu ; 235 
 1911 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 14 ; mishakl ; 89 
 1912 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 27 ; Malosar ; 247 
 1913 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 11 ; mixey ; 100 
 1914 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 16 ; gola78 ; 123 
 1915 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 10 ; skumat ; 124 
 1916 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 11 ; gola78 ; 122 
 1917 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 23 ; bukashka ; 277 
 1918 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF ; 26 ; dmytrylat ; 312 
 1819 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF+ ; 41 ; Malosar ; 263 
 1820 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 12 ; bukashka ; 120 
 1821 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF ; 23 ; gola78 ; 120 
 1822 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF+ ; 27 ; ArCan ; 136 
 1823 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 34 ; jimmysu ; 152 
 1824 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; XF+ ; 26 ; bukashka ; 113 
 1825 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; XF+ ; 23 ; ☆texas-dv☆ ; 130 
 1826 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 13 ; dron0506 ; 73 
 1827 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF- ; 16 ; kimaa ; 73 
 1828 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF ; 17 ; gavrosh ; 89 
 1829 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF ; 12 ; kazaam82 ; 77 
 1830 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF+ ; 13 ; kazaam82 ; 89 
 1831 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 24 ; xladon ; 335 
 1832 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 30 ; skrudz ; 266 
 1833 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 17 ; Новик ; 276 
 1834 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 22 ; burlak ; 275 
 1835 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 54 ; hanim ; 357 
 1836 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 28 ; igniss ; 255 
 1837 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 39 ; natali73 ; 313 
 1838 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 23 ; molchun ; 555 
 1839 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 28 ; unkas ; 334 
 1840 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 17 ; karden5 ; 360 
 1841 ; 1 рубль. Новодел ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 35 ; igniss ; 383 
 1842 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 37 ; said ; 453 
 1843 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 22 ; white-2000 ; 630 
 1844 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; AU ; 19 ; Михалыч57 ; 888 
 1845 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 32 ; Evgen^3 ; 261 
 1846 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 23 ; щекин ; 150 
 1847 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 18 ; север ; 146 
 1848 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 26 ; makcump ; 2900 
 1849 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Unc ; 51 ; Mike! ; 764 
 1850 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; AU ; 34 ; av45621 ; 437 
 1851 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 24 ; прохожий ; 656 
 1852 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; AU ; 35 ; igniss ; 627 
 1853 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 42 ; бортик ; 354 
 1854 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 14 ; Darhik ; 317 
 1855 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 27 ; makcump ; 550 
 1856 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 27 ; ArCan ; 528 
 1857 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 47 ; igniss ; 827 
 1858 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 31 ; Александр007 ; 1699 
 1859 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 13 ; Антон Семенович ; 91 
 1860 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; AU ; 43 ; vitaliy036 ; 510 
 1861 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; AU ; 32 ; Oleht ; 428 
 1862 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; AU ; 20 ; профактив ; 317 
 1863 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 24 ; прохожий ; 388 
 1864 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 27 ; Александр007 ; 388 
 1865 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; AU ; 33 ; vel2010 ; 301 
 1866 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; AU ; 44 ; двугривенный ; 696 
 1867 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 34 ; Михалыч57 ; 1065 
 1868 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 31 ; unkas ; 1071 
 1769 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 39 ; patron86 ; 296 
 1770 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 47 ; patron86 ; 357 
 1771 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 14 ; gola78 ; 114 
 1772 ; 3 рубля. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 24 ; 01020304 ; 278 
 1773 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 19 ; 45b00f ; 145 
 1774 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 22 ; gremlinin ; 173 
 1775 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 23 ; -Mars- ; 216 
 1776 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 14 ; gola78 ; 131 
 1777 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 26 ; unkas ; 793 
 1778 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 25 ; alishas ; 735 
