 4828 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 42 ; jj ; 74 
 1746 ; 15 копеек ; 1930 ;  ; Ag ; VF+ ; 61 ; Andrei_B73 ; 81 
 1747 ; 15 копеек ; 1930 ;  ; Ag ; VF ; 61 ; комильфо ; 73 
 1748 ; 15 копеек ; 1930 ;  ; Ag ; VF- ; 52 ; kost ; 79 
 1749 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 25 ; Georgiy ; 104 
 1750 ; 10 копеек ; 1927 ;  ; Ag ; XF+ ; 62 ; john282 ; 206 
 1751 ; 10 копеек ; 1928 ;  ; Ag ; VF ; 65 ; utroja ; 108 
 1752 ; 10 копеек ; 1928 ;  ; Ag ; F ; 50 ; генерал222 ; 76 
 1753 ; 10 копеек ; 1930 ;  ; Ag ; VF+ ; 77 ; suba ; 107 
 1754 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F+ ; 45 ; Юбер ; 193 
 1755 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 34 ; uz ; 159 
 1756 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 37 ; Юбер ; 96 
 1757 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 36 ; Юбер ; 90 
 1758 ; Жетон. Министерство торговли СССР. 12. Оборотная сторона ребристая, цифры прямоугольной формы ;  ;  ; Ж/м ; VF ; 20 ; vel2010 ; 126 
 1759 ; Жетон. Один рубль. 70 лет Советскому чекану ; ММД ;  ; Ag925 ; AU ; 17 ; utroja ; 3060 
 1760 ; Жетон. Один рубль. 70 лет Советскому чекану. ; СПМД ;  ; Ag925 ; XF ; 34 ; altunin ; 1532 
 1761 ; Жетон. Один рубль. Ю.Гагарин ; 2011СПМД ;  ; Ag925 ; Proof ; 45 ; altunin ; 1548 
 1762 ; Жетон. Один полтинник. 70 лет Советскому чекану ; ММД ;  ; Ag925 ; AU ; 15 ; altunin ; 2547 
 1763 ; Жетон. 1 марка. Калининград. Слава Русского оружия. Гв. миномет "Катюша" ; 2003СПМД ;  ; Ж/м ; Proof ; 30 ; Vova6074 ; 777 
 1764 ; Жетон. 1 марка. Калининград. Слава Русского оружия. Истребитель "МИГ-29" ; 2003СПМД ;  ; Ж/м ; Proof ; 30 ; Vova6074 ; 625 
 1765 ; Жетон. 1 марка. Калининград. Слава Русского оружия. Вертолет Т-50 "Чёрная акула" ; 2003СПМД ;  ; Ж/м ; Proof ; 43 ; Vova6074 ; 714 
 1766 ; Разменный знак 10. Шпицберген. Подъём подлодки "Курск". Упаковка ; 2001 ;  ; Cu-Ni ; Proof ; 26 ; stas007 ; 1946 
 1767 ; Разменный знак 10. Шпицберген. Против терроризма. Нью-Йорк 11 сентября. Упаковка ; 2001 ;  ; Cu-Ni ; Proof ; 33 ; stas007 ; 1973 
 1768 ; Разменный знак. 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Против терроризма. Норд-Ост ; 2002СПМД ;  ; Cu-Ni ; Proof ; 108 ; gelo ; 577 
 1769 ; Разменный знак. 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Сход ледника - трагедия в Кармадонском ущелье ; 2002СПМД ;  ; Cu-Ni ; Proof ; 17 ; Vova6074 ; 725 
 1770 ; Разменный знак 10. Шпицберген. Наводнение-Юг России ; 2002СПМД ;  ; Cu-Ni ; Proof ; 19 ; Vova6074 ; 807 
 1771 ; Разменный знак 10. Шпицберген. Наводнение-Центр Европы ; 2002СПМД ;  ; Cu-Ni ; Proof ; 59 ; Vova6074 ; 807 
 1772 ; Разменный знак 10. Шпицберген. Цунами-Юго-Восточная Азия ; 2005СПМД ;  ; Б/м ; Proof ; 11 ; alex_bryansk ; 1444 
 1773 ; Разменный знак 10. Шпицберген. Кончина папы Иоанна Павла II ; 2005СПМД ;  ; Б/м ; Proof ; 30 ; kop ; 2339 
 1774 ; 1 рубль ; 1991 ; 550 лет со дня рождения Навои. Дата 1990 вместо 1991 ; Cu-Ni ; XF ; 36 ; utroja ; 2992 
 1775 ; 20 копеек ; 1974 ;  ; Cu-Ni ; AU ; 56 ; lexx66 ; 1614 
 1776 ; 20 копеек ; 1975 ;  ; Cu-Ni ; VF-XF ; 13 ; kostas ; 1510 
 1777 ; 20 копеек ; 1976 ;  ; Cu-Ni ; XF ; 57 ; kostas ; 2448 
 1778 ; 15 копеек. Аверс/Реверс 45 градусов ; 1933 ;  ; Ni ; VF ; 31 ; Резон ; 262 
 1779 ; 15 копеек ; 1934 ;  ; Ni ; VF- ; 59 ; sibtec ; 765 
 1780 ; 15 копеек ; 1944 ;  ; Ni ; F-VF ; 11 ; СЁМА ; 408 
 1781 ; 15 копеек ; 1949 ;  ; Ni ; F-VF ; 2 ; mihmih69 ; 255 
 1782 ; 15 копеек ; 1974 ;  ; Cu-Ni ; AU ; 32 ; lexx66 ; 1530 
 1783 ; 10 копеек ; 1938 ;  ; Ni ; VF-XF ; 24 ; ввп ; 264 
 1784 ; 10 копеек ; 1941 ;  ; Ni ; F ; 59 ; alex995 ; 110 
 1785 ; 5 копеек ; 1929 ;  ; Br ; VF- ; 21 ; sov-UNIOR ; 323 
 1786 ; 5 копеек ; 1935 ;  ; Br ; F- ; 36 ; Олег33 ; 2898 
 1787 ; 5 копеек ; 1939 ;  ; Br ; F-VF ; 92 ; sov-UNIOR ; 308 
 1788 ; 5 копеек ; 1945 ;  ; Br ; F ; 27 ; sov-UNIOR ; 325 
 1789 ; 5 копеек ; 1951 ;  ; Br ; F ; 11 ; sonegr ; 323 
 1790 ; 5 копеек ; 1966 ;  ; Cu-Zn ; XF ; 30 ; E.C. ; 2029 
 1791 ; 5 копеек ; 1967 ;  ; Cu-Zn ; VF+ ; 18 ; kostas ; 340 
 1792 ; 5 копеек ; 1968 ;  ; Cu-Zn ; AU ; 42 ; a9 ; 1013 
 1693 ; 20 копеек ; 1922 ;  ; Ag ; XF- ; 24 ; kost ; 153 
 1694 ; 20 копеек ; 1922 ;  ; Ag ; VF-XF ; 68 ; Павлов75 ; 141 
 1695 ; 20 копеек ; 1923 ;  ; Ag ; Unc/AU ; 30 ; суета ; 1345 
 1696 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 12 ; kost ; 111 
 1697 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 54 ; сортам70 ; 77 
 1698 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 71 ; kost ; 95 
 1699 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 61 ; сортам70 ; 72 
 1700 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 45 ; Uri ; 123 
 1701 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 47 ; krikov ; 84 
 1702 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 21 ; krikov ; 91 
 1703 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 56 ; krikov ; 79 
 1704 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 28 ; krikov ; 89 
 1705 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 43 ; сортам70 ; 101 
 1706 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 49 ; krikov ; 77 
 1707 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 13 ; krikov ; 100 
 1708 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 61 ; krikov ; 100 
 1709 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 63 ; krikov ; 92 
 1710 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 49 ; krikov ; 84 
 1711 ; 20 копеек ; 1927 ;  ; Ag ; VF-XF ; 61 ; kost ; 146 
 1712 ; 20 копеек ; 1927 ;  ; Ag ; VF+ ; 38 ; krikov ; 96 
 1713 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 21 ; kost ; 102 
 1714 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 59 ; utroja ; 206 
 1715 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 24 ; krikov ; 95 
 1716 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 17 ; сортам70 ; 102 
 1717 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 53 ; kost ; 102 
 1718 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 100 ; john282 ; 257 
 1719 ; 20 копеек ; 1929 ;  ; Ag ; XF+/AU ; 69 ; madgestic ; 144 
 1720 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 58 ; potapov0 ; 132 
 1721 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF ; 69 ; Andrei_B73 ; 136 
 1722 ; 20 копеек ; 1930 ;  ; Ag ; VF-XF ; 25 ; Andrei_B73 ; 128 
 1723 ; 15 копеек ; 1921 ;  ; Ag ; F-VF ; 41 ; lgvspb ; 795 
 1724 ; 15 копеек ; 1922 ;  ; Ag ; XF ; 34 ; off ; 310 
 1725 ; 15 копеек ; 1922 ;  ; Ag ; VF+ ; 93 ; Николай_Васильевич_Гоголь ; 147 
 1726 ; 15 копеек ; 1922 ;  ; Ag ; VF ; 24 ; potapov0 ; 137 
 1727 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 57 ; kost ; 102 
 1728 ; 15 копеек ; 1924 ;  ; Ag ; VF-XF ; 81 ; aleksey1970 ; 204 
 1729 ; 15 копеек ; 1922 ;  ; Ag ; VF-XF ; 22 ; Николай_Васильевич_Гоголь ; 102 
 1730 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 50 ; krikov ; 92 
 1731 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 32 ; krikov ; 78 
 1732 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 33 ; Limbus ; 102 
 1733 ; 15 копеек ; 1925 ;  ; Ag ; XF ; 18 ; cotangens ; 113 
 1734 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 31 ; генерал222 ; 93 
 1735 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 66 ; kost ; 82 
 1736 ; 15 копеек ; 1927 ;  ; Ag ; XF+ ; 110 ; Vanomah ; 225 
 1737 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 9 ; ввп ; 92 
 1738 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 52 ; kost ; 87 
 1739 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 50 ; Limbus ; 91 
 1740 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 44 ; Andrei_B73 ; 83 
 1741 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 40 ; генерал222 ; 83 
 1742 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 23 ; сортам70 ; 73 
 1643 ; 3 рубля ; 1999 ; ММД А.С.Пушкин, 200 лет. Михайловское ; Ag ; Proof ; 75 ; makhic ; 2607 
 1644 ; 3 рубля ; 1999 ; ММД Российская Академия наук (Петр I, Ломоносов, Эйлер) ; Ag ; Proof ; 93 ; Kge78 ; 9180 
 1645 ; 3 рубля ; 1999 ; ММД Мечеть "Марджани" в Казани, 18 в. ; Ag ; Proof ; 36 ; lalula ; 3059 
 1646 ; 3 рубля ; 1999 ; СПМД Университет, Санкт-Петербург (Мендел.,Смирн.,Ухтомс.,Фок) ; Ag ; Proof ; 31 ; verunk1 ; 1917 
 1647 ; 3 рубля ; 2001 ; ММД Ю.Гагарин ; Ag ; Proof ; 28 ; Kge78 ; 3434 
 1648 ; 3 рубля ; 2001 ; ММД 160 лет сберегательного дела. Москва ; Ag ; Proof ; 29 ; krft ; 2002 
 1649 ; 3 рубля ; 2008 ; СПМД 150 лет первой российской почтовой марки ; Ag,Au ; Proof ; 38 ; Недорого ; 5600 
 1650 ; 3 рубля ; 2009 ; 50 лет начала исследований Луны ; Ag ; Proof ; 38 ; krft ; 4085 
 1651 ; 3 рубля ; 2010 ; Лунный календарь. Тигр ; Ag ; Proof ; 34 ; Рыба ; 2119 
 1652 ; 3 рубля ; 2010 ; Нац. обычаи и обряды стран ЕврАзЭС ; Ag ; Proof ; 58 ; stanla ; 3124 
 1653 ; 3 рубля. Год Кролика ; 2011 ;  ; Ag ; Proof ; 46 ; Artemon ; 2414 
 1654 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 29 ; vitapool ; 669 
 1655 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 40 ; shkon ; 714 
 1656 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 34 ; shkon ; 800 
 1657 ; 2 рубля. Упаковка ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 105 ; shkon ; 737 
 1658 ; 2 рубля ; 1995 ; ММД И.А.Бунин ; Ag ; Proof ; 10 ; zelya ; 665 
 1659 ; 2 рубля ; 1995 ; ЛМД С.А.Есенин ; Ag ; Proof ; 24 ; Kge78 ; 867 
 1660 ; 2 рубля ; 1995 ; ММД М.И.Кутузов ; Ag ; Proof ; 116 ; zelya ; 675 
 1661 ; 2 рубля ; 1995 ; ЛМД Парад Победы (флаги), на аверсе-Кремль ; Ag ; Proof ; 27 ; Skit ; 989 
 1662 ; 2 рубля ; 1995 ; ММД Парад Победы (Жуков на коне) ; Ag ; Proof ; 29 ; Dave ; 983 
 1663 ; 2 рубля ; 1995 ; ЛМД Нюрнбергский процесс ; Ag ; Proof ; 50 ; neron.73 ; 855 
 1664 ; 2 рубля ; 1998 ; СПМД В.М.Васнецов.Картина "Три богатыря" ; Ag ; Proof ; 90 ; Kge78 ; 3421 
 1665 ; 2 рубля ; 1998 ; СПМД В.М.Васнецов.Картина "Аленушка" ; Ag ; Proof ; 35 ; stiv ; 1662 
 1666 ; 2 рубля ; 2004 ; ММД 100 лет со дня рождения В.П.Чкалова ; Ag ; Proof ; 45 ; Резон ; 1571 
 1667 ; 2 рубля ; 2007 ; СПМД 100 лет со дня рождения В.П.Соловьева-Седого ; Ag ; Proof ; 38 ; stas007 ; 850 
 1668 ; 1 рубль ; 2006 ; СПМД Красная книга. Уссурийский когтистый тритон ; Ag ; Proof ; 36 ; крабик ; 1358 
 1669 ; Рубль ; 1921 ; (АГ) ; Ag ; AU ; 74 ; spbra ; 7728 
 1670 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+/AU ; 156 ; bethowen ; 1525 
 1671 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 197 ; Georgiy ; 1329 
 1672 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 35 ; SSSSSSSSS ; 1349 
 1673 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF ; 43 ; klim777 ; 1205 
 1674 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 39 ; kost ; 655 
 1675 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 24 ; SSSSSSSSS ; 577 
 1676 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 113 ; usacom ; 450 
 1677 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 107 ; SSSSSSSSS ; 513 
 1678 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 52 ; alexda777 ; 390 
 1679 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF+ ; 57 ; Uri ; 669 
 1680 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 33 ; george56 ; 357 
 1681 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 32 ; alexda777 ; 334 
 1682 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 111 ; alexda777 ; 334 
 1683 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 60 ; alexda777 ; 334 
 1684 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF- ; 33 ; kost ; 330 
 1685 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 63 ; Буарон1925 ; 332 
 1686 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 29 ; makhic ; 516 
 1687 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 90 ; kost ; 346 
 1688 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF- ; 36 ; indigo-rus ; 330 
 1689 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 150 ; Jordan ; 700 
 1690 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 1691 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF- ; 17 ; jimmysu ; 422 
 1692 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; F-VF ; 29 ; kost ; 425 
 1593 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; Proof ; 48 ; спанбонд ; 1326 
 1594 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 32 ; спанбонд ; 864 
 1595 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; Proof ; 14 ; shkon ; 929 
 1596 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; Proof ; 19 ; shkon ; 826 
 1597 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; Proof ; 41 ; shkon ; 1020 
 1598 ; 5 рублей ; 1978 ; ММД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; AU ; 32 ; спанбонд ; 801 
 1599 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; Proof ; 38 ; shkon ; 1020 
 1600 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 24 ; спанбонд ; 793 
 1601 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; Proof ; 28 ; спанбонд ; 1326 
 1602 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; AU ; 24 ; спанбонд ; 800 
 1603 ; 5 рублей ; 1979 ; ЛМД Метание молота.Игры XXII Олимпиады ; Ag ; Proof ; 30 ; shkon ; 1020 
 1604 ; 5 рублей ; 1979 ; ЛМД Штанга.Игры XXII Олимпиады ; Ag ; Proof ; 19 ; спанбонд ; 1326 
 1605 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; Proof ; 44 ; shkon ; 1020 
 1606 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII Олимпиады ; Ag ; Proof ; 10 ; shkon ; 1062 
 1607 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Исинди".Игры XXII Олимпиады ; Ag ; Proof ; 45 ; shkon ; 1106 
 1608 ; 5 рублей ; 1980 ; ММД Гимнастика.Игры XXII Олимпиады ; Ag ; Proof ; 47 ; shkon ; 1249 
 1609 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 24 ; alex995 ; 1331 
 1610 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 48 ; krft ; 1751 
 1611 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 36 ; lalula ; 2306 
 1612 ; 3 рубля ; 1991 ; ММД Триумфальная арка ; Ag ; Proof ; 20 ; said ; 1759 
 1613 ; 3 рубля ; 1992 ; ММД Академия наук в Санкт-Петербурге ; Ag ; Proof ; 34 ; shkon ; 2081 
 1614 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавания ; Ag ; Proof ; 46 ; Skit ; 2105 
 1615 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 46 ; Uri ; 2093 
 1616 ; 3 рубля ; 1993 ; ЛМД Собор Покрова на Рву ; Ag ; Proof ; 36 ; astronom ; 1476 
 1617 ; 3 рубля ; 1994 ; ЛМД Церковь Покрова на Нерли ; Ag ; Proof ; 47 ; djon.777 ; 1960 
 1618 ; 3 рубля ; 1994 ; ЛМД Рождественский Собор в Суздале ; Ag ; Proof ; 63 ; lalula ; 2222 
 1619 ; 3 рубля ; 1994 ; ЛМД Рязанский Кремль ; Ag ; Proof ; 41 ; said ; 1488 
 1620 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 34 ; lalula ; 2199 
 1621 ; 3 рубля ; 1994 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 14 ; lalula ; 1734 
 1622 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. В.И.Суриков ; Ag ; Proof ; 24 ; said ; 1586 
 1623 ; 3 рубля ; 1994 ; ЛМД Мост через Обь ; Ag ; Proof ; 27 ; maremark ; 1587 
 1624 ; 3 рубля ; 1994 ; ЛМД Антарктическая экспедиция ; Ag ; Proof ; 35 ; krft ; 1632 
 1625 ; 3 рубля ; 1995 ; ММД Белгород ; Ag ; Proof ; 29 ; said ; 1734 
 1626 ; 3 рубля ; 1995 ; ММД Экспедиция Р.Амундсена ; Ag ; Proof ; 25 ; said ; 1734 
 1627 ; 3 рубля ; 1996 ; ЛМД Сцена из балета "Щелкунчик". "Бал" ; Ag ; Proof ; 21 ; Artemon ; 1926 
 1628 ; 3 рубля ; 1996 ; ЛМД Поединок Пересвета с Челубеем ; Ag ; Proof ; 66 ; djon.777 ; 2267 
 1629 ; 3 рубля ; 1996 ; ЛМД Картина "Троица" Рублева ; Ag ; Proof ; 46 ; Kge78 ; 2447 
 1630 ; 3 рубля ; 1996 ; ММД Казанский Кремль ; Ag ; Proof ; 42 ; said ; 2714 
 1631 ; 3 рубля ; 1996 ; ЛМД Тобольский Кремль ; Ag ; Proof ; 40 ; Artemon ; 2267 
 1632 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Ярославле ; Ag ; Proof ; 35 ; Artemon ; 2199 
 1633 ; 3 рубля ; 1996 ; ЛМД "Сохраним наш мир". Амурский тигр ; Ag ; Proof ; 51 ; джокер ; 2267 
 1634 ; 3 рубля ; 1996 ; ЛМД Сцена из балета "Щелкунчик". "Поединок" ; Ag ; Proof ; 22 ; alex995 ; 1331 
 1635 ; 3 рубля ; 1996 ; ЛМД Ледокол "Ермак" ; Ag ; Proof ; 62 ; lalula ; 3556 
 1636 ; 3 рубля ; 1996 ; ММД Крейсер "Кузнецов" ; Ag ; Proof ; 52 ; Alex22D ; 2833 
 1637 ; 3 рубля ; 1996 ; ЛМД Дворцовая площадь. Санкт-Петербург ; Ag ; Proof ; 30 ; генерал222 ; 2039 
 1638 ; 3 рубля ; 1997 ; ММД Соловецкий монастырь ; Ag ; Proof ; 61 ; krft ; 2654 
 1639 ; 3 рубля ; 1999 ; ММД А.С.Пушкин, 200 лет. Болдино ; Ag ; Proof ; 40 ; astronom ; 2441 
 1640 ; 3 рубля ; 1999 ; СПМД 1-я тибетская эксп.1879-1880 гг. ; Ag ; Proof ; 48 ; verunk1 ; 1925 
 1641 ; 3 рубля ; 1999 ; СПМД 2-я тибетская эксп.1883-1885 гг. ; Ag ; Proof ; 38 ; said ; 1926 
 1642 ; 3 рубля ; 1999 ; СПМД Юрьев монаст.в Новгороде 19 в. ; Ag ; Proof ; 37 ; cond ; 3102 
 1160 ; Лот значков (Отличники): 2шт ;  ;  ; Ж/м,эмаль ; VF+/VF ; 27 ; limon ; 107 
 1161 ; Лот значков (Самолеты): 7шт ;  ;  ; Al ; VF+/XF ; 8 ; lalula ; 36 
 1162 ; Лот значков (Отличники): 2шт ;  ;  ; Al ; VF+/VF ; 5 ; Shkeep ; 77 
 1163 ; Лот значков (Города): 8шт ;  ;  ; Al ; VF+/XF ; 7 ; sportmini ; 25 
 1164 ; Лот значков (Победитель соцсоревнования): 2шт ;  ;  ; Al ; XF ; 21 ; Антон Семенович ; 22 
 1165 ; Лот значков (10шт) ;  ;  ; Al ; VF/VF+ ; 4 ; yrik ; 22 
 1166 ; Лот значков (Кремль. Спасская башня): 2шт ; ММД ;  ; Б/м,эмаль ; VF+/XF ; 20 ; нэри ; 206 
 1167 ; Лот значков (Турист): 3шт ;  ;  ; Ж/м,ж/м,эмаль ; VF+/VF- ; 5 ; Геолог ; 115 
 1168 ; Лот знаков ГТО 3шт. Румыния ;  ;  ; Ж/м,эмаль ; VF-/VF ; 58 ; КАВ49 ; 155 
 1169 ; Лот значков (Олимпиада): 6шт ;  ;  ; Al,ж/м ; VF+/VF ; 11 ; lalula ; 87 
 1170 ; Лот значков (Олимпиада): 4шт ;  ;  ; Ж/м ; VF+/VF ; 9 ; vic2 ; 118 
 1171 ; Лот значков (республиканские соревнования): 2шт ;  ;  ; Al ; VF/VF+ ; 18 ; limon ; 19 
 1172 ; Лот знаков "За трудовое отличие" ГДР (6шт). Убрано ушко у одного значков ;  ;  ; Ж/м ; XF-/XF+ ; 32 ; limon ; 131 
 1173 ; Лот жетонов метрополитена (4шт) ;  ;  ; Ж/м ; AU ; 31 ; konstk2 ; 357 
 1174 ; Лот знаков (2шт): Знак "Артек", Знак. Пионер-лагерь ленобкома профсоюза металлургов ;  ;  ; Al ; VF+/XF ; 16 ; RAPAN ; 191 
 1175 ; Лот медалей и знака ГДР: 3шт. На одной медали отверстие ;  ;  ; Al ; VF/VF+ ; 8 ; aviator ; 51 
 1176 ; Лот жетонов (3шт) ;  ;  ; Al, ж/м ; VF/VF+ ; 13 ; Petch ; 84 
 1177 ; Знак 1 полк колониальной артиллерии с миниатюрой ;  ;  ; Ж/м ; XF ; 13 ; барсик ; 56 
 1178 ; Жетон. "На Счастье". Год дракона. В буклете ; 2012 ;  ; Латунь ; AU ; 49 ; света ; 147 
 1179 ; Лот значков (Чехословаки и Румыния): 2шт ;  ;  ; Ж/м,ж/м,эмаль ; VF/VF-XF ; 5 ; рум ; 21 
 1180 ; Лот значков (корабли): 2шт ;  ;  ; Al ; VF/VF-XF ; 6 ; RAPAN ; 216 
 1181 ; Лот значков (корабли): 2шт ;  ;  ; Al ; VF/VF-XF ; 2 ; vladimirov ; 101 
 1182 ; Лот значков (корабли): 2шт ;  ;  ; Al ; VF+ ; 2 ; vladimirov ; 101 
 1183 ; Лот значков (БАМ): 5шт ;  ;  ; Al ; VF/VF-XF ; 18 ; Holms ; 132 
 1567 ; Жетон и коробка на 4 монеты. С сертификатом ; 1994 ;  ; Ж/м ;  ; 42 ; 86753 ; 327 
 1568 ; Один червонец. М-8,6г ; 1975 ;  ; Au ; AU ; 40 ; valeron ; 16098 
 1569 ; 50 рублей ; 1988 ; ММД Софийский собор в Новгороде ; Au ; Proof ; 26 ; Kovalen ; 14290 
 1570 ; 50 рублей ; 1994 ; ММД Русский балет ; Au ; Proof ; 52 ; alex_bryansk ; 22053 
 1571 ; 25 рублей ; 1996 ; ЛМД Куликовская битва ; Ag ; Proof ; 41 ; gelo ; 6139 
 1572 ; Набор монет "Олимпиада 80"(28шт): 10 рублей, 5 рублей. В коробке, с сертификатом ; 1979-1980 ;  ; Ag ; Proof ; 10 ; кузнецов ; 34680 
 1573 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; Proof ; 99 ; marsel ; 1734 
 1574 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; Proof ; 72 ; marsel ; 1769 
