 5954 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 25 ; alex1974 ; 50 
 1995 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 27 ; СВТ69 ; 444 
 1996 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 19 ; спартак 30 ; 251 
 1997 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 12 ; уютный ; 286 
 1998 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 9 ; nikolai77 ; 233 
 1999 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 9 ; уютный ; 226 
 2000 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 16 ; тпруф ; 447 
 2001 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 9 ; уютный ; 199 
 2002 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF+ ; 9 ; 13--13 ; 150 
 2003 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF- ; 21 ; DmirtiyM ; 191 
 2004 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; XF ; 9 ; 13--13 ; 161 
 2005 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF ; 8 ; molchok2015 ; 191 
 2006 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF ; 18 ; 13--13 ; 267 
 2007 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF ; 5 ; 13--13 ; 31 
 2008 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF+ ; 9 ; 13--13 ; 89 
 2009 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF+ ; 7 ; Mahfey ; 101 
 2010 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 17 ; cr2952 ; 102 
 2011 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF+ ; 13 ; 13--13 ; 89 
 2012 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF- ; 14 ; drn137 ; 153 
 2013 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF+ ; 11 ; molchok2015 ; 101 
 2014 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 20 ; if-pechat ; 201 
 2015 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 25 ; Orlov1504 ; 445 
 2016 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 11 ; пос Жуковский ; 365 
 2017 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; F-VF ; 21 ; gfgf50 ; 26 
 2018 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; F-VF ; 16 ; pol75 ; 26 
 2019 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 37 ; ТРОЛ ; 1689 
 2020 ; 50 копеек ; 1968 ;  ; Cu-Ni ; AU ; 12 ; Olimpia ; 227 
 2021 ; 50 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 18 ; Olimpia ; 404 
 2022 ; 50 копеек ; 1968 ;  ; Cu-Ni ; AU ; 21 ; Olimpia ; 419 
 2023 ; 50 копеек. Упаковка нарушена ; 1969 ;  ; Cu-Ni ; AU ; 25 ; dim66 ; 322 
 2024 ; 20 копеек ; 1967 ;  ; Cu-Ni ; AU ; 25 ; arh375 ; 1405 
 2025 ; 20 копеек ; 1967 ;  ; Cu-Ni ; AU ; 22 ; spblvv ; 1450 
 1926 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 28 ; Al1964 ; 1893 
 1927 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 21 ; генерал777 ; 1000 
 1928 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 27 ; smirnov1957 ; 2043 
 1929 ; 1 рубль. Новодел. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 24 ; vlad_49 ; 816 
 1930 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; VF-XF ; 22 ; pol75 ; 80 
 1931 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 20 ; Mahfey ; 145 
 1932 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 23 ; paranoy ; 104 
 1933 ; 3 рубля ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 54 ; ersh1 ; 3570 
 1934 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 45 ; magpie ; 2097 
 1935 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; AU ; 14 ; pol75 ; 292 
 1936 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; AU ; 51 ; vlad_49 ; 802 
 1937 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 16 ; Mahfey ; 145 
 1938 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; VF-XF ; 13 ; paranoy ; 93 
 1939 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 41 ; smirnov1957 ; 1847 
 1940 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 54 ; Пчёлкин ; 297 
 1941 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 14 ; Mahfey ; 145 
 1942 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; VF-XF ; 14 ; paranoy ; 104 
 1943 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 22 ; FoxSF ; 510 
 1944 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 29 ; V.I.P.E.R. ; 284 
 1945 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 29 ; torbey ; 2244 
 1946 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 40 ; hanim ; 442 
 1947 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Unc ; 33 ; ЗОЛОТАЯ ; 380 
 1948 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 27 ; chapay1959 ; 708 
 1949 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; XF ; 15 ; pol75 ; 113 
 1950 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 26 ; ЗОЛОТАЯ ; 140 
 1951 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 19 ; paranoy ; 182 
 1952 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 27 ; molchok2015 ; 200 
 1953 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; VF-XF ; 31 ; posad ; 434 
 1954 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; VF-XF ; 22 ; igorchek ; 367 
 1955 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 19 ; sergey35 ; 110 
 1956 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; XF ; 31 ; pol75 ; 313 
 1957 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; XF ; 20 ; paranoy ; 306 
 1958 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 14 ; paranoy ; 104 
 1959 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF ; 16 ; крым18 ; 89 
 1960 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 38 ; vlad_49 ; 105 
 1961 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ;  ; 53 ; FoxSF ; 2818 
 1962 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 28 ; valery560 ; 1346 
 1963 ; 3 рубля ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 35 ; ростов ; 1606 
 1964 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 45 ; smirnov1957 ; 1733 
 1965 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 16 ; Mahfey ; 145 
 1966 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 12 ; paranoy ; 104 
 1967 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 41 ; боец1 ; 1887 
 1968 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; VF ; 18 ; Mahfey ; 57 
 1969 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И. Ленина ; Cu-Ni ; VF ; 4 ; Orlov1504 ; 24 
 1970 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; F-VF ; 27 ; Orlov1504 ; 36 
 1971 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; F-VF ; 13 ; gfgf50 ; 27 
 1972 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; F-VF ; 15 ; Coinsless ; 29 
 1973 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 15 ; paranoy ; 93 
 1974 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; F-VF ; 10 ; moneta1924 ; 26 
 1975 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 25 ; kost ; 337 
 1876 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; XF ; 25 ; sotonn ; 305 
 1877 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF+ ; 18 ; Orlov1504 ; 319 
 1878 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF+ ; 25 ; ivn ; 268 
 1879 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 18 ; paranoy ; 324 
 1880 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF+ ; 16 ; imi ; 64 
 1881 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF+ ; 28 ; Orlov1504 ; 108 
 1882 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF+ ; 18 ; крым18 ; 82 
 1883 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF+ ; 35 ; posad ; 280 
 1884 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 16 ; kma ; 89 
 1885 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF+ ; 37 ; спартак 30 ; 107 
 1886 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; XF+ ; 16 ; 312 ; 77 
 1887 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF+ ; 23 ; molchok2015 ; 101 
 1888 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 11 ; Mahfey ; 78 
 1889 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 41 ; kvl9293 ; 118 
 1890 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 9 ; paranoy ; 79 
 1891 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF+ ; 15 ; ed1 ; 87 
 1892 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF+ ; 21 ; Mahfey ; 101 
 1893 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF+ ; 22 ; viv1957 ; 157 
 1894 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF+ ; 24 ; Notgelder ; 211 
 1895 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF+ ; 13 ; Mahfey ; 85 
 1896 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF+ ; 22 ; Orlov1504 ; 104 
 1897 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; XF+ ; 13 ; paranoy ; 79 
 1898 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF+ ; 20 ; kma ; 97 
 1899 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF+ ; 22 ; Temudgin ; 327 
 1900 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 37 ; Orlov1504 ; 125 
 1901 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 30 ; СВТ69 ; 308 
 1902 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 12 ; paranoy ; 104 
 1903 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 8 ; Mahfey ; 145 
 1904 ; 5 рублей Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 18 ; спартак 30 ; 357 
 1905 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 34 ; Пчёлкин ; 617 
 1906 ; 1 рубль. Упаковка ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 62 ; Serg3368 ; 3264 
 1907 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 26 ; Ратамахатта ; 614 
 1908 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 25 ; sotonn ; 350 
 1909 ; 3 рубля ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 32 ; sibirian ; 1667 
 1910 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; VF-XF ; 51 ; каи51 ; 338 
 1911 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; VF-XF ; 17 ; molchok2015 ; 160 
 1912 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; VF-XF ; 2 ; нoрмировщик9 ; 222 
 1913 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; VF-XF ; 23 ; if-pechat ; 206 
 1914 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 38 ; тпруф ; 900 
 1915 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; VF-XF ; 40 ; if-pechat ; 151 
 1916 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 22 ; Orlov1504 ; 88 
 1917 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 12 ; kvl9293 ; 78 
 1918 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF ; 12 ; Mahfey ; 58 
 1919 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 23 ; yniks2012 ; 405 
 1920 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 58 ; TaraskaPeter ; 3072 
 1921 ; 3 рубля. Упаковка ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 54 ; anna1984 ; 4566 
 1922 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 27 ; Вованыч ; 986 
 1923 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 26 ; Грач ; 421 
 1924 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 23 ; heavy_fly ; 340 
 1925 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 27 ; sibirian ; 1730 
 1826 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 25 ; SVF ; 188 
 1827 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 10 ; asus ; 204 
 1828 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 51 ; Mihai6 ; 2121 
 1829 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF- ; 24 ; Elizium ; 51 
 1830 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 21 ; Orlov1504 ; 71 
 1831 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 13 ; cr2952 ; 113 
 1832 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF ; 8 ; gfgf50 ; 72 
 1833 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 35 ; Mahfey ; 78 
 1834 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF ; 22 ; Orlov1504 ; 85 
 1835 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF ; 26 ; Orlov1504 ; 104 
 1836 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 21 ; SVF ; 199 
 1837 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 23 ; СВТ69 ; 331 
 1838 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; XF ; 21 ; sotonn ; 300 
 1839 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; XF ; 21 ; sotonn ; 302 
 1840 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF ; 18 ; ivn ; 268 
 1841 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF ; 23 ; sergey35 ; 113 
 1842 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 32 ; merkava79 ; 488 
 1843 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF ; 20 ; sotonn ; 359 
 1844 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 29 ; molchok2015 ; 131 
 1845 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 35 ; Вяч ; 309 
 1846 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 13 ; Mahfey ; 145 
 1847 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 18 ; paranoy ; 107 
 1848 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 27 ; FoxSF ; 2665 
 1849 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 12 ; Coinsless ; 291 
 1850 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF+ ; 20 ; paranoy ; 226 
 1851 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; XF+ ; 23 ; molchok2015 ; 241 
 1852 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF+ ; 20 ; posad ; 309 
 1853 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF+ ; 28 ; paranoy ; 352 
 1854 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF+ ; 20 ; zodiak ; 309 
 1855 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF+ ; 25 ; Mahfey ; 145 
 1856 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF+ ; 26 ; sergey35 ; 140 
 1857 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF+ ; 25 ; viv1957 ; 157 
 1858 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 28 ; asus ; 204 
 1859 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; XF+ ; 13 ; if-pechat ; 136 
 1860 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF- ; 8 ; gfgf50 ; 72 
 1861 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 17 ; Elizium ; 67 
 1862 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF ; 9 ; chag1985 ; 70 
 1863 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 10 ; Orlov1504 ; 72 
 1864 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 11 ; cr2952 ; 78 
 1865 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF ; 20 ; Orlov1504 ; 123 
 1866 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF ; 18 ; Mahfey ; 83 
 1867 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; XF ; 35 ; кент ; 190 
 1868 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF ; 14 ; paranoy ; 79 
 1869 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF ; 16 ; sotonn ; 359 
 1870 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF ; 16 ; sergey35 ; 127 
 1871 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF+ ; 31 ; Notgelder ; 529 
 1872 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; XF+ ; 30 ; Orlov1504 ; 327 
 1873 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; XF+ ; 21 ; sotonn ; 306 
 1874 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; XF+ ; 23 ; sotonn ; 359 
 1875 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF+ ; 39 ; posad ; 319 
 1776 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 19 ; Mahfey ; 145 
 1777 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 3 ; Levon.Koins ; 155 
 1778 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; VF-XF ; 11 ; paranoy ; 93 
 1779 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF ; 14 ; Orlov1504 ; 78 
 1780 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 12 ; Mahfey ; 89 
 1781 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 19 ; крым18 ; 82 
 1782 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 12 ; paranoy ; 104 
 1783 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 21 ; Rober ; 148 
 1784 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF ; 37 ; chag1985 ; 46 
 1785 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 22 ; paranoy ; 104 
 1786 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 15 ; SVF ; 194 
 1787 ; 1 рубль.  В конверте, с маркой ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 58 ; Пчёлкин ; 560 
 1788 ; 1 рубль.  В конверте, с маркой ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 39 ; gelo ; 1108 
 1789 ; 1 рубль.  В конверте, с маркой ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 24 ; антоша ; 641 
 1790 ; 1 рубль.  В конверте, с маркой ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 39 ; psion22 ; 1793 
 1791 ; 1 рубль.  В конверте, с маркой ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 26 ; тпруф ; 816 
 1792 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF ; 23 ; posad ; 363 
 1793 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF ; 19 ; kvl9293 ; 114 
 1794 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; XF ; 29 ; paranoy ; 306 
 1795 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF ; 12 ; Orlov1504 ; 110 
 1796 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF ; 36 ; нормировщик9 ; 153 
 1797 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; XF ; 45 ; molchok2015 ; 208 
 1798 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF ; 17 ; Orlov1504 ; 59 
