 5926 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Rober ; 31 
 2667 ; Лот монет Банка России "Великая отечественная война" (27шт): 2, 5 рублей. Полководцы и герои Отечественной войны 1812 года, эмблема празднования 200-летия победы России в Отечественной войне, сражения и знаменательные события Отечественной войны 1812 года ; 2012ММД ;  ; Ni/St ; AU ; 18 ; Risaris ; 310 
 2668 ; Лот монет Банка России "Великая отечественная война" (27шт): 2, 5 рублей. Полководцы и герои Отечественной войны 1812 года, эмблема празднования 200-летия победы России в Отечественной войне, сражения и знаменательные события Отечественной войны 1812 года ; 2012ММД ;  ; Ni/St ; AU ; 20 ; white-2000 ; 300 
 2669 ; Лот монет Банка России (6шт): 10 рублей (Выборг) ; 2009 ;  ; Би/м ; XF+ ; 21 ; yas ; 270 
 2670 ; Лот монет Банка России. 10 рублей (2шт).  Ненецкий АО ; 2010 ;  ; Би/м ; AU ; 24 ; ziko ; 469 
 2671 ; Лот монет Банка России  (10 лет СНГ, Пушкин, Гагарин,Города-герои): 2,1 руб (11шт) ; 1999-2001 ;  ; Cu-Ni ; XF-/XF+ ; 53 ; малиновка76 ; 589 
 2672 ; Лот монет Банка России "Великая отечественная война" (27шт): 2 рубля. Полководцы и герои Отечественной войны 1812 года, эмблема празднования 200-летия победы России в Отечественной войне, сражения и знаменательные события Отечественной войны 1812 года ; 2012ММД ;  ; Ni/St ; AU ; 15 ; ursus ; 306 
 2673 ; Лот монет СССР и Банка России: 100,50,20,10,5,1 руб, 50,10 коп (11шт) ; 1991-1992 ;  ; Cu-Ni,Би/м,Cu/S ; AU ; 16 ; seger ; 153 
 2674 ; Лот жетонов ЛМД (2шт) ;  ;  ; Ж/м ; XF ; 12 ; QSL ; 62 
 2855 ; Соверен. Великобритания. М-7,97гр ; 1872 ;  ; Au ; XF+ ; 33 ; Zorrosha ; 16014 
 2576 ; 5 рублей. Красная Книга. Винторогий козел ; 1991 ;  ; Би/м ; XF ; 18 ; Max.2014 ; 532 
 2577 ; 5 рублей. Красная Книга. Рыбный филин ; 1991 ;  ; Би/м ; XF ; 12 ; sotnik ; 510 
 2578 ; 10 рублей. Красная Книга. Соеднеазиатская кобра ; 1992 ;  ; Би/м ; XF ; 30 ; sotnik ; 918 
 2579 ; 10 рублей. Красная Книга. Краснозобая казарка ; 1992 ;  ; Би/м ; XF ; 20 ; спартак ; 971 
 2580 ; 10 рублей. Красная Книга. Амурский тигр ; 1992 ;  ; Би/м ; XF ; 34 ; ArCan ; 1227 
 2581 ; 50 рублей. Красная Книга. Дальневосточный аист ; 1993 ;  ; Би/м ; XF+ ; 28 ; Mahfey ; 612 
 2582 ; 50 рублей. Красная Книга. Гималайский медведь ; 1993 ;  ; Би/м ; AU ; 17 ; Инвестор ; 587 
 2583 ; 50 рублей. Красная Книга. Кавказский тетерев ; 1993 ;  ; Би/м ; AU ; 11 ; magpie ; 612 
 2584 ; 50 рублей. Красная Книга. Туркменский эублефар ; 1993 ;  ; Би/м ; AU ; 16 ; Инвестор ; 585 
 2585 ; 50 рублей. Красная Книга. Черноморская афалина ; 1993 ;  ; Би/м ; AU ; 35 ; СЁМА ; 716 
 2586 ; 50 рублей. Красная книга. Черноморская афалина ; 1993 ;  ; Би/м ; AU ; 25 ; ДРОБЬ и ПОРОХ ; 716 
 2587 ; 1 рубль - 1 доллар. Разоружения ; 1988 ;  ; Al ; XF+ ; 21 ; педро ; 918 
 2588 ; 25 рублей. Олимпиада в Сочи. Упаковка ; 2011СПМД ;  ; Cu-Ni ; Unc ; 13 ; baris_56 ; 149 
 2589 ; 25 рублей. Олимпиада в Сочи. Талисманы. Упаковка ; 2012СПМД ;  ; Cu-Ni ; Unc ; 20 ; baris_56 ; 150 
 2590 ; 25 рублей. Олимпиада в Сочи. Талисманы. Упаковка ; 2012СПМД ;  ; Cu-Ni ; Unc ; 15 ; baris_56 ; 150 
 2591 ; 1 рубль. 200 лет со дня рождения Пушкина. В буклете ; 1999 ;  ; Cu-Ni ; AU ; 18 ; matehev ; 340 
 2592 ; 25 рублей. Сочи-2014. В буклете ; 2011СПМД ;  ; Cu-Ni,краска ; Unc ; 19 ; vor0niko ; 867 
 2593 ; 25 рублей. Олимпиада в Сочи. Талисманы. Цветная. Упаковка ; 2012СПМД ;  ; Cu-Ni,краска ; Unc ; 19 ; BigMan195 ; 830 
 2594 ; 25 рублей. Олимпиада в Сочи. Талисманы. Цветная. Упаковка ; 2012СПМД ;  ; Cu-Ni,краска ; Unc ; 14 ; petrovich ; 918 
 2595 ; 25 рублей. Олимпиада в Сочи. Талисманы. Цветная. Упаковка ; 2012СПМД ;  ; Cu-Ni,краска ; Unc ; 23 ; ardgir ; 850 
 2596 ; 25 рублей. Олимпиада в Сочи. Талисманы. Цветная. Упаковка ; 2012СПМД ;  ; Cu-Ni,краска ; Unc ; 11 ; 462 ; 910 
 2597 ; 25 рублей. Олимпиада в Сочи. Талисманы. Цветная. Упаковка ; 2012СПМД ;  ; Cu-Ni,краска ; Unc ; 15 ; piron ; 1836 
 2598 ; Лот монет СССР (Олимпиада): 1 руб (6шт). В коробке ; 1977-1980 ;  ; Cu-Ni ; XF/AU ; 17 ; RUS 78 ; 730 
 2599 ; Набор монет СССР (11шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон. в пластиковой капсуле ; 1977 ;  ; Cu/Ni,Cu/Zn ; XF/AU ; 33 ; QSL ; 1532 
 2600 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон. В пластиковой капсуле ; 1977 ;  ; Cu/Ni,Cu/Zn ; AU ; 23 ; монета43 ; 1501 
 2601 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,к1+Жетон ЛМД. В пластиковой капсуле ; 1978 ;  ; Cu/Ni,Cu/Zn ; AU ; 46 ; QSL ; 1634 
 2602 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон. ЛМД. В пластиково йкапсуле ; 1979 ;  ; Cu/Ni,Cu/Zn ; XF/AU ; 22 ; монета43 ; 1479 
 2603 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон. ЛМД. В пластиково йкапсуле ; 1982 ;  ; Cu/Ni,Cu/Zn ; XF/AU ; 44 ; LogOtip ; 2185 
 2604 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1987ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 23 ; деловой ; 1328 
 2605 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1987ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 23 ; Пермячок ; 1026 
 2606 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ММД. Упаковка ; 1989 ;  ; Cu/Ni,Cu/Zn ; Unc/AU ; 33 ; монета43 ; 523 
 2607 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ММД. Упаковка ; 1989 ;  ; Cu/Ni,Cu/Zn ; Unc/AU ; 12 ; QSL ; 512 
 2608 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + жетон. Упаковка ; 1989ММД ;  ; Cu-Ni,Cu-Zn ; Unc ; 30 ; монета43 ; 614 
 2609 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1990ЛМД ;  ; Cu-Zn,Cu-Ni ; AU ; 29 ; монета43 ; 1301 
 2610 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1991ЛМД ;  ; Cu-Zn,Cu-Ni ; AU ; 29 ; деловой ; 1328 
 2611 ; Набор монет Банка России "40-летие полета первого космонавта планеты Ю.А.Гагарина": 10,2 руб (2шт). Буклет ; 2001 ;  ; Би/м,Cu-Ni ; AU ; 39 ; кошак ; 1404 
 2612 ; Набор монет Банка России (8шт): 5р,2р,1р,50к,10к,5к,1к+Жетон. В буклете ; 2002 ;  ; Cu/Ni,Cu/Zn ; Unc/AU ; 30 ; strutikut ; 8160 
 2613 ; Набор монет Банка России: 10 рублей Галич, Калуга, Выборг, Великий Новгород (4шт)+ жетон. Упаковка ; 2009СПМД ;  ; Би/м ; Unc ; 59 ; Sky2 ; 827 
 2614 ; Набор монет Банка России. Серия "Российская Федерация" (Пермский край, Ямало-Ненецкий АО, Чеченская Республика, Ненецкий АО): 10 руб (4шт) + жетон. Буклет ; 2010 ;  ; Би/м,ж/м ; AU ; 27 ; markvit ; 18021 
 2615 ; Набор монет Банка России (7шт): 10р,5р,2р,1р,50к,10к. В буклете ; 2011 ;  ; Ni/St,Лат/St ; Unc ; 14 ; 462 ; 510 
 2616 ; Набор монет Банка России "ГВС": 10 руб (22шт). В буклете ; 2010-2013 ;  ; Лат/St ; AU ; 19 ; ASA19V ; 791 
 2617 ; Набор монет Банка России "ГВС": 10 руб (22шт). В буклете ; 2010-2013 ;  ; Лат/St ; AU ; 13 ; ASA19V ; 793 
 2618 ; Набор разменных монет ЦБ РФ "Московский монетный двор": 10,5,2,1 руб, 50,10 коп, жетон (7шт). Буклет ; 2012ММД ;  ; St/Ni, St/латун ; AU ; 35 ; лаботряс ; 658 
 2619 ; Набор монет Банка России (200 лет Отечественной войне): 10,5,2 руб (28шт). Буклет ; 2010-2012 ;  ; Ni/St,Лат/St ; XF/AU ; 40 ; Krips89 ; 510 
 2620 ; Лот монет СССР (26шт): 20к,15к,10к,5к,3к,2к.1к ; 1931-1934 ;  ; Ni,Br ; VF/VF-XF ; 23 ; fishechka ; 1249 
 2621 ; Лот монет СССР (35шт): 20к,15к,10к,5к,3к,2к,1к ; 1950-1954 ;  ; Ni,Br ; VF/XF- ; 17 ; vor0niko ; 2040 
 2622 ; Лот монет СССР (28шт): 20к,15к,10к,5к,3к,2к,1к ; 1955-1961 ;  ; Ni,Br,Cu/Ni,Cu/ ; VF/XF- ; 33 ; fishechka ; 521 
 2623 ; Лот юбилейных монет СССР (14шт): 1 рубль ; 1975-1990 ;  ; Cu/Ni ; AU/XF ; 27 ; jimmysu ; 1812 
 2624 ; Лот юбилейных монет СССР (12шт): 1 рубль ; 1979-1991 ;  ; Cu/Ni ; AU/XF ; 38 ; Ravin ; 1125 
 2625 ; Лот юбилейных монет СССР (6шт): 5р,3р ; 1988-189 ;  ; Cu/Ni ; AU/XF ; 13 ; Калуга ; 992 
 2526 ; 10 копеек ; 1935 ;  ; Ni ; XF+ ; 20 ; alehandr ; 555 
 2527 ; 3 копейки ; 1939 ;  ; Br ; VF-XF ; 7 ; Bambr ; 29 
 2528 ; 1 рубль ; 1986 ;  ; Cu-Ni ; VF+ ; 19 ; MUPS ; 107 
 2529 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF- ; 9 ; MUPS ; 104 
 2530 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 6 ; Xoms ; 39 
 2531 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF-XF ; 4 ; kolbur ; 31 
 2532 ; 15 копеек ; 1932 ;  ; Ni ; VF+ ; 10 ; Rober ; 33 
 2533 ; 15 копеек ; 1936 ;  ; Ni ; VF ; 14 ; vc57 ; 30 
 2534 ; 10 копеек ; 1932 ;  ; Ni ; XF ; 19 ; Uri ; 172 
 2535 ; 10 копеек ; 1948 ;  ; Ni ; XF- ; 14 ; puhetd ; 129 
 2536 ; 5 копеек ; 1946 ;  ; Br ; VF+ ; 12 ; sparrow ; 102 
 2537 ; 5 копеек ; 1949 ;  ; Br ; VF+ ; 16 ; лаботряс ; 66 
 2538 ; 5 копеек ; 1953 ;  ; Br ; XF ; 12 ; лаботряс ; 51 
 2539 ; 5 копеек ; 1954 ;  ; Br ; VF+ ; 9 ; лаботряс ; 31 
 2540 ; 5 копеек ; 1955 ;  ; Br ; VF-XF ; 7 ; лаботряс ; 49 
 2541 ; 5 копеек ; 1956 ;  ; Br ; VF-XF ; 7 ; лаботряс ; 41 
 2542 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; XF ; 5 ; epjhjd ; 50 
 2543 ; 3 копейки ; 1932 ;  ; Br ; F+ ; 16 ; sparrow ; 45 
 2544 ; 2 копейки ; 1937 ;  ; Br ; VF+ ; 8 ; sani3103 ; 31 
 2545 ; 2 копейки ; 1938 ;  ; Br ; VF+ ; 6 ; PROCONSUL ; 31 
 2546 ; 1 копейка ; 1939 ;  ; Br ; VF ; 9 ; Yamilov ; 30 
 2547 ; 1 копейка ; 1964 ;  ; Cu-Zn ; VF ; 24 ; vivehcili ; 185 
 2548 ; 100 рублей ; 1992 ; ММД Биметалл ; Cu-Ni/Cu-Zn ; VF-XF ; 23 ; maline ; 867 
 2549 ; 50 рублей ; 1992 ; ММД Биметалл ; Cu-Zn/Cu-Ni ; XF ; 43 ; Вяч ; 827 
 2550 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Zn ; AU ; 30 ; AWED ; 120 
 2551 ; 50 рублей ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-Ni ; AU ; 44 ; sani3103 ; 306 
 2552 ; 5 рублей ; 1991 ; ММД ; Cu-Ni ; XF- ; 11 ; Хаа ; 194 
 2553 ; 5 рублей ; 1992 ; ММД ; Fe in Br ; XF+ ; 30 ; volvoinblood ; 1000 
 2554 ; 1 рубль ; 1992 ; ММД ; Cu-Ni ; XF ; 4 ; Ravin ; 12 
 2555 ; 10 рублей. Красная Книга. Краснозобая казарка ; 1992 ;  ; Би/м ; AU ; 22 ; Mihrutka777 ; 1200 
 2556 ; 10 рублей. Красная Книга. Среднеазиатская кобра ; 1992 ;  ; Би/м ; AU ; 19 ; спартак ; 1202 
 2557 ; 50 рублей. Красная Книга. Туркменский эублефар ; 1993 ;  ; Би/м ; AU ; 14 ; Mahfey ; 612 
 2558 ; 50 рублей. Красная Книга. Дальневосточный аист ; 1993 ;  ; Би/м ; AU ; 15 ; карат ; 663 
 2559 ; 50 рублей. Красная Книга. Черноморская афалина ; 1993 ;  ; Би/м ; AU ; 17 ; Mahfey ; 707 
 2560 ; 50 рублей. Красная Книга. Гималайский медведь ; 1993 ;  ; Би/м ; AU ; 23 ; magpie ; 765 
 2561 ; 50 рублей. Красная Книга. Кавказский тетерев ; 1993 ;  ; Би/м ; AU ; 10 ; СЁМА ; 612 
 2562 ; 50 рублей. Красная Книга. Фламинго ; 1994 ;  ; Би/м ; AU ; 33 ; Oleht ; 1791 
 2563 ; 50 рублей. Красная Книга. Сапсан ; 1994 ;  ; Би/м ; AU ; 34 ; Oleht ; 1764 
 2564 ; 50 рублей. Красная Книга. Джейран ; 1994 ;  ; Би/м ; AU ; 44 ; спартак ; 3774 
 2565 ; 50 рублей. Красная Книга. Песчаный слепыш ; 1994 ;  ; Би/м ; AU ; 26 ; Oleht ; 1609 
 2566 ; 50 рублей. Красная Книга. Зубр ; 1994 ;  ; Би/м ; AU ; 40 ; спартак ; 1627 
 2567 ; 5 рублей. Красная Книга. Рыбный филин ; 1991 ;  ; Би/м ; AU ; 14 ; voron-74-47 ; 532 
 2568 ; 5 рублей. Красная Книга. Винторогий козел ; 1991 ;  ; Би/м ; AU ; 17 ; voron-74-47 ; 605 
 2569 ; 10 рублей. Красная Книга. Амурский тигр ; 1992 ;  ; Би/м ; AU ; 19 ; geezy ; 1303 
 2570 ; 50 рублей. Красная книга. Дальневосточный аист ; 193 ;  ; Би/м ; AU ; 133 ; ДРОБЬ и ПОРОХ ; 722 
 2571 ; 50 рублей. Красная книга. Кавказский тетерев ; 1993 ;  ; Би/м ; AU ; 136 ; Paradox76 ; 563 
 2572 ; 50 рублей. Красная книга. Туркменский эублефар ; 1993 ;  ; Би/м ; AU ; 102 ; Max.2014 ; 563 
 2573 ; 50 рублей. Красная книга. Гималайский медведь ; 1993 ;  ; Би/м ; AU ; 138 ; NSN ; 554 
 2574 ; 50 рублей. Красная книга. Кавказский тетерев ; 1993 ;  ; Би/м ; AU ; 23 ; karden5 ; 532 
 2575 ; 50 рублей ; 1992 ; ММД Биметалл ; Cu-Zn/Cu-Ni ; XF ; 29 ; 12321 ; 461 
 2476 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 17 ; SАПSАН ; 85 
 2477 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF- ; 19 ; sparrow ; 42 
 2478 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 7 ; лаботряс ; 123 
 2479 ; 20 копеек ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 8 ; лаботряс ; 123 
 2480 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 13 ; Ник 2 ; 69 
 2481 ; 20 копеек ; 1944 ;  ; Ni ; F-VF ; 13 ; vor0niko ; 57 
 2482 ; 20 копеек ; 1945 ;  ; Ni ; XF- ; 3 ; asadovoy ; 51 
 2483 ; 20 копеек ; 1950 ;  ; Ni ; F ; 15 ; Statuetka ; 282 
 2484 ; 15 копеек ; 1932 ;  ; Ni ; XF- ; 27 ; shknikolay ; 133 
 2485 ; 15 копеек ; 1933 ;  ; Ni ; VF-XF ; 15 ; SАПSАН ; 123 
 2486 ; 15 копеек ; 1935 ;  ; Ni ; XF- ; 15 ; papa168 ; 235 
 2487 ; 15 копеек ; 1936 ;  ; Ni ; VF-XF ; 14 ; sani3103 ; 143 
 2488 ; 15 копеек ; 1937 ;  ; Ni ; F ; 54 ; eniy5 ; 516 
 2489 ; 15 копеек ; 1939 ;  ; Ni ; F-VF ; 11 ; Lizig1 ; 128 
 2490 ; 15 копеек ; 1944 ;  ; Ni ; XF- ; 28 ; страус ; 567 
 2491 ; 15 копеек ; 1945 ;  ; Ni ; VF- ; 14 ; asadovoy ; 174 
 2492 ; 15 копеек ; 1951 ;  ; Ni ; F+ ; 11 ; Ник 2 ; 79 
 2493 ; 10 копеек ; 1933 ;  ; Ni ; F-VF ; 22 ; Balagur ; 138 
 2494 ; 10 копеек ; 1932 ;  ; Ni ; VF+ ; 23 ; shknikolay ; 83 
 2495 ; 10 копеек ; 1937 ;  ; Ni ; VF ; 39 ; eniy5 ; 453 
 2496 ; 10 копеек ; 1951 ;  ; Ni ; VF- ; 25 ; papa168 ; 327 
 2497 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 10 ; sani3103 ; 53 
 2498 ; 5 копеек. Деформация ; 1931 ;  ; Br ; F-VF ; 8 ; sani3103 ; 21 
 2499 ; 5 копеек ; 1932 ;  ; Br ; VF ; 7 ; shknikolay ; 114 
 2500 ; 5 копеек ; 1935 ;  ; Br ; F ; 28 ; карат ; 225 
 2501 ; 5 копеек. Деформация ; 1938 ;  ; Br ; F ; 10 ; urraf ; 79 
 2502 ; 5 копеек ; 1940 ;  ; Br ; F-VF ; 22 ; urraf ; 59 
 2503 ; 5 копеек ; 1943 ;  ; Br ; F-VF ; 16 ; лис777 ; 101 
 2504 ; 5 копеек. Деформация ; 1948 ;  ; Br ; VF- ; 8 ; мурзик74 ; 68 
 2505 ; 5 копеек ; 1953 ;  ; Br ; VF ; 18 ; лис777 ; 33 
 2506 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; VF-XF ; 14 ; sani3103 ; 60 
 2507 ; 3 копейки. Деформация ; 1945 ;  ; Br ; F ; 9 ; urraf ; 93 
 2508 ; 3 копейки. Деформация ; 1951 ;  ; Br ; F ; 12 ; Умка1975 ; 215 
 2509 ; 3 копейки ; 1962 ;  ; Cu-Zn ; VF-XF ; 36 ; shknikolay ; 102 
 2510 ; 3 копейки ; 1966 ;  ; Cu-Zn ; VF ; 23 ; musik ; 130 
 2511 ; 2 копейки ; 1935 ;  ; Br ; F ; 32 ; Statuetka ; 83 
 2512 ; 2 копейки ; 1941 ;  ; Br ; VF- ; 19 ; Balagur ; 65 
 2513 ; 2 копейки ; 1945 ;  ; Br ; F+ ; 22 ; лаботряс ; 67 
 2514 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF-XF ; 16 ; Taras58 ; 284 
 2515 ; 1 копейка ; 1935 ;  ; Br ; VF ; 66 ; urraf ; 684 
 2516 ; 1 копейка ; 1941 ;  ; Br ; VF+ ; 34 ; Statuetka ; 255 
 2517 ; 1 копейка ; 1939 ;  ; Br ; XF+ ; 7 ; spblvv ; 92 
 2518 ; 1 копейка ; 1948 ;  ; Br ; VF ; 9 ; мурзик74 ; 30 
 2519 ; 1 копейка. Деформация ; 1949 ;  ; Br ; VF-XF ; 6 ; vor0niko ; 30 
 2520 ; 1 копейка ; 1950 ;  ; Br ; VF-XF ; 22 ; urraf ; 261 
 2521 ; 1 копейка ; 1951 ;  ; Br ; XF ; 33 ; urraf ; 204 
 2522 ; 1 копейка ; 1952 ;  ; Br ; VF ; 8 ; страус ; 47 
 2523 ; 1 копейка ; 1953 ;  ; Br ; VF ; 10 ; лаботряс ; 30 
 2524 ; 2 копейки ; 1933 ;  ; Br ; VF ; 35 ; asadovoy ; 510 
 2525 ; 20 копеек ; 1932 ;  ; Ni ; XF+ ; 7 ; RemTro ; 255 
 2426 ; 1 копейка ; 1955 ;  ; Br ; AU ; 23 ; novikoff12006 ; 561 
 2427 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; AU ; 19 ; novikoff12006 ; 702 
 2428 ; 20 копеек ; 1941 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 27 ; urraf ; 204 
 2429 ; 20 копеек ; 1942 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 13 ; лаботряс ; 149 
 2430 ; 20 копеек ; 1945 ;  ; Ni ; VF-XF ; 9 ; лаботряс ; 102 
 2431 ; 15 копеек ; 1945 ;  ; Ni ; XF- ; 11 ; Lizig1 ; 204 
 2432 ; 10 копеек ; 1937 ;  ; Ni ; VF-XF ; 36 ; ziko ; 816 
 2433 ; 3 копейки ; 1939 ;  ; Br ; VF+ ; 5 ; сос ; 47 
 2434 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 50 ; лаботряс ; 1000 
 2435 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 61 ; лаботряс ; 1000 
 2436 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 44 ; лаботряс ; 1122 
 2437 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 46 ; MUPS ; 729 
 2438 ; 2 копейки ; 1936 ;  ; Br ; VF-XF ; 8 ; Ravin ; 33 
 2439 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 12 ; shknikolay ; 77 
 2440 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; VF-XF ; 17 ; лаботряс ; 47 
 2441 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF- ; 9 ; лаботряс ; 69 
 2442 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 8 ; Bambr ; 46 
 2443 ; 20 копеек. В конверте, с маркой ; 1984 ;  ; Cu-Ni ; AU ; 13 ; Як-40 ; 322 
 2444 ; 3 копейки. В конверте, с маркой ; 1987 ;  ; Cu-Zn ; AU ; 19 ; 462 ; 645 
 2445 ; 2 копейки ; 1945 ;  ; Br ; VF+ ; 20 ; лаботряс ; 200 
 2446 ; 1 копейка ; 1945 ;  ; Br ; VF- ; 12 ; карат ; 63 
 2447 ; 10 копеек ; 1951 ;  ; Ni ; XF ; 19 ; Умка1975 ; 378 
 2448 ; 15 копеек ; 1941 ;  ; Ni ; VF ; 11 ; лаботряс ; 57 
 2449 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 33 ; ask ; 206 
 2450 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF ; 49 ; sani3103 ; 426 
 2451 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 1 ; MUPS ; 2 
 2452 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF- ; 7 ; Nva ; 179 
 2453 ; 1 рубль ; 1967 ;  ; Cu-Ni ; VF ; 9 ; олег45 ; 179 
 2454 ; 1 рубль ; 1984 ;  ; Cu-Ni ; VF ; 9 ; олег45 ; 179 
 2455 ; 1 рубль ; 1984 ;  ; Cu-Ni ; VF ; 7 ; MUPS ; 99 
 2456 ; 1 рубль ; 1985 ;  ; Cu-Ni ; VF-XF ; 17 ; олег45 ; 179 
 2457 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF- ; 15 ; олег45 ; 186 
 2458 ; 1 рубль ; 1987 ;  ; Cu-Ni ; VF-XF ; 26 ; MUPS ; 204 
 2459 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF ; 17 ; олег45 ; 183 
 2460 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF- ; 11 ; MUPS ; 116 
 2461 ; 1 рубль ; 1989 ;  ; Cu-Ni ; VF-XF ; 11 ; мурзик74 ; 179 
 2462 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF- ; 15 ; MUPS ; 119 
 2463 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF ; 71 ; Isay ; 585 
 2464 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 14 ; Isay ; 255 
 2465 ; 50 копеек ; 1984 ;  ; Cu-Ni ; AU ; 10 ; Antromis ; 155 
 2466 ; 50 копеек ; 1990 ;  ; Cu-Ni ; AU ; 30 ; QSL ; 462 
 2467 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; XF ; 21 ; Nva ; 153 
 2468 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 24 ; vel2010 ; 201 
 2469 ; 50 копеек ; 1961 ;  ; Cu-Ni ; XF- ; 13 ; dr_markov ; 257 
 2470 ; 50 копеек ; 1965 ;  ; Cu-Ni ; VF- ; 8 ; Statuetka ; 90 
 2471 ; 50 копеек ; 1966 ;  ; Cu-Ni ; VF+ ; 13 ; Malosar ; 56 
 2472 ; 50 копеек ; 1972 ;  ; Cu-Ni ; VF ; 26 ; PROCONSUL ; 153 
 2473 ; 50 копеек ; 1973 ;  ; Cu-Ni ; VF-XF ; 21 ; Owl ; 301 
 2474 ; 50 копеек ; 1978 ;  ; Cu-Ni ; VF-XF ; 19 ; sani3103 ; 112 
 2475 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 10 ; Bambr ; 46 
 2376 ; 20 копеек ; 1951 ;  ; Ni ; XF ; 8 ; Ник 2 ; 123 
 2377 ; 15 копеек ; 1941 ;  ; Ni ; XF- ; 15 ; alehandr ; 207 
 2378 ; 15 копеек ; 1951 ;  ; Ni ; XF- ; 13 ; лаботряс ; 159 
 2379 ; 10 копеек ; 1933 ;  ; Ni ; XF ; 11 ; kent01 ; 227 
 2380 ; 5 копеек ; 1930 ;  ; Br ; XF- ; 26 ; StarinaHenk ; 520 
 2381 ; 5 копеек ; 1948 ;  ; Br ; XF- ; 18 ; ilji.val ; 261 
 2382 ; 3 копейки ; 1937 ;  ; Br ; XF- ; 27 ; alehandr ; 214 
 2383 ; 3 копейки ; 1938 ;  ; Br ; XF- ; 13 ; asadovoy ; 79 
 2384 ; 3 копейки ; 1953 ;  ; Br ; XF- ; 7 ; asadovoy ; 47 
 2385 ; 2 копейки ; 1932 ;  ; Br ; VF-XF ; 9 ; Bambr ; 35 
 2386 ; 2 копейки ; 1936 ;  ; Br ; VF-XF ; 10 ; Yamilov ; 26 
