 3632 ; Бона иностранная ;  ;  ;  ;  ; 7 ; DRACONGLASS ; 40 
 1556 ; 3 рубля ; 1995 ; ЛМД Новгородский Кремль ; Ag ; Proof ; 39 ; Roman_B ; 2265 
 1557 ; 3 рубля ; 1995 ; ММД Золотые ворота во Владимире ; Ag ; Proof ; 62 ; murzik20 ; 3713 
 1558 ; 3 рубля ; 1995 ; ЛМД Экспедиция Челюскина ; Ag ; Proof ; 14 ; shais1 ; 1223 
 1559 ; 3 рубля ; 1996 ; ЛМД Тобольский Кремль ; Ag ; Proof ; 96 ; Roman_B ; 2313 
 1400 ; Знак. Отличник милиции МВД. Утеряна закрутка ;  ;  ; Ж/м ; AU ; 18 ; Майкл ; 258 
 1401 ; Знак. 50 лет. Клинический санаторий. Барвиха ; ММД ;  ; Ж/м ; AU ; 66 ; korovan67 ; 261 
 1402 ; Знак. XXI чемпионат мира. Спортивная гимнастика. Размеры: 55 на 55 ; 1981ММД ;  ; Ж/м ; VF-XF ; 13 ; Snuppy ; 128 
 1403 ; Знак об окончании Высшего военного командного училища ; ММД ;  ; Б/м,эмаль ; XF+ ; 21 ; sveta6369 ; 192 
 1404 ; Знак об окончании Высшего военного командного училища ; ММД ;  ; Б/м,эмаль ; XF+ ; 20 ; o.k. ; 192 
 1405 ; Знак об окончании Высшего военного командного училища ; ММД ;  ; Б/м,эмаль ; AU ; 22 ; fillin ; 193 
 1406 ; Знак об окончании Высшего военного командного училища ; ММД ;  ; Б/м,эмаль ; XF+ ; 26 ; 439 ; 189 
 1407 ; Знак об окончании Высшего военного командного училища ; ММД ;  ; Б/м,эмаль ; XF+ ; 24 ; o.k. ; 192 
 1408 ; Медаль. 65 лет победы в ВОВ 1945-2010. D-40мм ; СПМД ;  ; Б/м ; Proof ; 63 ; 542 ; 450 
 1409 ; Медаль. Китайский календарь. Год Кролика. D-42мм ; СПМД ;  ; Б/м ; Proof ; 53 ; E.V.A. ; 258 
 1410 ; Жетон для проезда в московском метрополитене ;  ;  ; Б/м ; VF+ ; 41 ; fillin ; 206 
 1411 ; Жетон. Монетный двор Санкт-Петербург. Петр I ;  ;  ; Б/м ; AU ; 10 ; dimon masskva ; 88 
 1412 ; Знак. ДОСААФ. С удостоверением ;  ;  ; Ж/м, эмаль ; XF+ ; 13 ; XO ; 290 
 1413 ; Лот значков "Смоленск": 10 шт ;  ;  ; Ж/м ; XF+/AU ; 2 ; vic2 ; 100 
 1414 ; Лот значков "Об окончании технического училища": 5шт ;  ;  ; Al ; XF/AU ; 39 ; raise ; 57 
 1415 ; Лот значков (Офицерская классность 1ст и мастер): 2шт ;  ;  ; Ж/м,эмаль ; AU ; 22 ; 56tyghbn ; 99 
 1416 ; Лот значков (Офицерская классность 1ст и мастер): 2шт ;  ;  ; Ж/м,эмаль ; AU ; 9 ; 56tyghbn ; 100 
 1417 ; Лот значков (Офицерская классность 1ст и мастер): 2шт ;  ;  ; Ж/м,эмаль ; AU ; 12 ; Майкл ; 104 
 1418 ; Лот значков (офицерская классность 1ст и мастер): 2шт ;  ;  ; Ж/м,эмаль ; AU ; 10 ; fillin ; 102 
 1419 ; Лот значков (Офицерская классность 1ст и мастер): 2шт ;  ;  ; Ж/м,эмаль ; AU ; 28 ; fillin ; 102 
 1420 ; Лот значков (офицерская классность 1ст и мастер): 2шт ;  ;  ; Ж/м,эмаль ; AU ; 9 ; 56tyghbn ; 100 
 1421 ; Лот значков (Милицейская классность 1 и 2 ст): 2шт ;  ;  ; Al ; XF ; 11 ; himik121 ; 55 
 1422 ; Лот значков (Милицейская классность 1 и 2 ст): 2шт ;  ;  ; Al ; XF/AU ; 7 ; 56tyghbn ; 40 
 1423 ; Лот значков "Космос": 10шт ;  ;  ; Al, пластм ; VF/XF ; 21 ; visa ; 170 
 1424 ; Лот значков "Военные": 10шт ;  ;  ; Al, пластм ; VF/VF-XF ; 14 ; Pak ; 50 
 1425 ; Лот значков (Милицейская классность 1 и 2 ст): 2шт ;  ;  ; Al ; XF/AU ; 43 ; Sky2 ; 57 
 1426 ; Лот значков (За сверхсрочную службу ВМФ, воин-спортсмен и специалист ИАС): 4шт ;  ;  ; Al ; VF/XF- ; 52 ; bdd48 ; 300 
 1427 ; Лот значков (Минск, Участник перекрытия Камы, ВЛКСМ, Строитель братской ГЭС, За заботу о красоте города) 5шт ;  ;  ; Al ; XF/AU ; 35 ; alex09 ; 126 
 1428 ; Лот знаков (3шт): ДСО "Спартак" ;  ;  ; Al ; XF-/XF+ ; 40 ; dimon46 ; 306 
 1429 ; Лот значков (Восьмой международный конгресс по обогащению углей. СССР Донецк): 2шт ; 1979ММД ;  ; Ж/м ; VF-XF ; 11 ; Snuppy ; 104 
 1430 ; Лот знаков (3шт): ДОСААФ СССР ;  ;  ; Al ; XF-/XF+ ; 15 ; vasm ; 65 
 1431 ; Лот значков (Милицейская классность 1 и 2 ст): 2шт ;  ;  ; Al ; XF+ ; 24 ; Alaska ; 57 
 1432 ; Лот знаков (4шт): ГТО ;  ;  ; Al ; XF/AU ; 6 ; Антошка ; 40 
 1433 ; Лот значков (За сверхсрочную службу ВМФ и специалист ИАС): 2шт ;  ;  ; Al ; VF/VF+ ; 56 ; Sky2 ; 91 
 1434 ; Лот значков (милицейская классность1 и 2 ст): 2шт ;  ;  ; Al ; AU ; 23 ; Sky2 ; 57 
 1435 ; Лот знаков (4шт): ОСВОД РСФСР ;  ;  ; Al ; VF+/XF ; 11 ; vasm ; 22 
 1436 ; Лот значков "Гербы": 10шт ;  ;  ; Al ; XF-/XF+ ; 5 ; Антошка ; 40 
 1437 ; Лот значков "ВДНХ": 10шт ;  ;  ; Al ; VF/VF-XF ; 2 ; vic2 ; 30 
 1438 ; Лот значков (Юный инспектор движения и юный  друг природы): 2шт ;  ;  ; Al ; VF/XF ; 13 ; vasm ; 14 
 1439 ; Лот значков (милицейская классность1 и 2 ст): 2шт ;  ;  ; Al ; AU ; 5 ; 56tyghbn ; 53 
 1440 ; Лот знаков (3шт): Всесоюзная перепись населения 1970,1979,1989г ; ЛМД ;  ; Al ; AU ; 42 ; vasm ; 116 
 1441 ; Лот значков "Искусство":10шт ;  ;  ; Al ; VF/VF-XF ; 3 ; allur65 ; 31 
 1442 ; Лот значков (Ветераны труда энергетической отрасли): 9шт ;  ;  ; Al ; VF/VF+ ; 52 ; evseechevvv ; 407 
 1443 ; Лот значков (Партийные и комсомольские конференции, слет передовиков): ;  ;  ; Al ; XF/AU ; 29 ; СВл ; 665 
 1444 ; Лот значков (отличник погранвойск) ;  ;  ; Ж/м,Al ; AU/XF ; 17 ; Майкл ; 325 
 1445 ; Лот значков (Воин-спортсмен): 5шт ;  ;  ; Al ; AU ; 6 ; 56tyghbn ; 60 
 1446 ; Лот значков (Дружинник, Отличник ж/д транспорта, Донор СССР, Отличник пожарной охраны, ЮДПД): 5шт ;  ;  ; Al ; VF+/XF ; 49 ; Sky2 ; 104 
 1447 ; Лот значков "Разряды": 4шт ;  ;  ; Al ; VF/XF ; 19 ; sveta6369 ; 36 
 1448 ; Лот значков (Морская пехота): 2шт ;  ;  ; Б/м,Al ; VF/VF+ ; 41 ; мишок ; 201 
 1449 ; Лот разных значков: 9шт ;  ;  ; Al ; VF+/XF+ ; 9 ; LAB-A ; 34 
 1350 ; Знак. Охрана природы. Латвия ;  ;  ; Ж/м,эмаль ; VF ; 40 ; vic2 ; 261 
 1351 ; Знак. Отличный строитель. Отсутствует закрутка ;  ;  ; Ж/м,эмаль ; F+ ; 54 ; Lasto4kaSPB ; 930 
 1352 ; Знак. Корабль "Ветер" ;  ;  ; Ж/м,эмаль ; XF- ; 27 ; Novo98 ; 7140 
 1353 ; Знак МВД. Отличный пограничник ;  ;  ; Ж/м,эмаль ; VF- ; 81 ; Lepila ; 1555 
 1354 ; Знак об окончании гуманитарного ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; XF ; 14 ; LAB-A ; 153 
 1355 ; Знак. 300 лет продовольственной службе ;  ;  ; Ж/м,эмаль ; XF+ ; 34 ; Антошка ; 305 
 1356 ; Знак. Министерство угольной промышленности. Отличник социалистического соревнования ;  ;  ; Ж/м,эмаль ; F-VF ; 63 ; palermo ; 771 
 1357 ; Знак. Энергетическая таможня ;  ;  ; Ж/м ; AU ; 13 ; ri87 ; 83 
 1358 ; Знак. 200 лет Московскому университету ;  ;  ; Ж/м, сер,э ; VF- ; 43 ; Lasto4kaSPB ; 1115 
 1359 ; Знак об окончании РВВДКУ (Рязанское Высшее Военное Десантное Командное училище) ;  ;  ; Б/м,эмаль ; XF- ; 51 ; ri87 ; 739 
 1360 ; Знак. 25 лет Славянской ГРЭС ;  ;  ; Б/м,эмаль ; VF-XF ; 17 ; RAPAN ; 68 
 1361 ; Знак. ГОСАГРОПРОМ СССР. За заслуги в изобретательстве ;  ;  ; Б/м,эмаль ; VF+ ; 38 ; 542 ; 216 
 1362 ; Знак "Специалист-мастер" (офицерский) ;  ;  ; Ж/м,эмаль ; AU ; 40 ; ri87 ; 64 
 1363 ; Знак "Специалист-мастер" (офицерский) ;  ;  ; Ж/м,эмаль ; AU ; 25 ; allur65 ; 56 
 1364 ; Знак "Специалист-3 класса" (офицерский) ;  ;  ; Ж/м,эмаль ; AU ; 18 ; Sky2 ; 25 
 1365 ; Знак "Специалист-3 класса" (офицерский) ;  ;  ; Ж/м,эмаль ; AU ; 13 ; ri87 ; 26 
 1366 ; Знак "Специалист-мастер" (офицерский) ;  ;  ; Ж/м,эмаль ; AU ; 15 ; imi ; 44 
 1367 ; Знак "Специалист-мастер" (офицерский) ;  ;  ; Ж/м,эмаль ; AU ; 20 ; Sky2 ; 45 
 1368 ; Знак "Специалист-3 класса" (офицерский) ;  ;  ; Ж/м,эмаль ; AU ; 8 ; goba ; 23 
 1369 ; Знак "Специалист-3 класса" (офицерский) ;  ;  ; Ж/м,эмаль ; AU ; 25 ; Sky2 ; 25 
 1370 ; Бронзовая медаль ВДНХ. D-23мм ;  ;  ; Томпак,зол ; AU ; 62 ; alek99 ; 327 
 1371 ; Знак. 50 лет БЗ (1945-1995) ;  ;  ; Ж/м ; VF+ ; 14 ; RAPAN ; 146 
 1372 ; Знак. Слава труду. Ижорский завод ;  ;  ; Ж/м, эмаль ; F-VF ; 12 ; fillin ; 57 
 1373 ; Знак. Юрий Долгорукий-основатель Москвы ; ММД ;  ; Ж/м,посер ; VF- ; 55 ; lesnik1 ; 184 
 1374 ; Знак. Псковская таможня. Служба силового обеспечения ;  ;  ; Ж/м ; AU ; 37 ; vasm ; 410 
 1375 ; Знак. В.И. Ленин ; ЛМД ;  ; Ж/м, эмаль ; F+ ; 6 ; vasm ; 102 
 1376 ; Знак накладной. Корабль "Задорный" ;  ;  ; Б/м ; XF+ ; 45 ; ri87 ; 1025 
 1377 ; Знак. Городская спартакиада Ленинграда ;  ;  ; Ж/м ; XF+ ; 17 ; qwe1000 ; 116 
 1378 ; Знак. 50 лет школе юнг ВМФ ;  ;  ; Ж/м ; AU ; 28 ; RAPAN ; 272 
 1379 ; Знак накладной. В.И. Ленин ;  ;  ; Ж/м,эмаль ; VF- ; 20 ; vasm ; 204 
 1380 ; Знак. 100 лет уголовному розыску ;  ;  ; Ж/м ; AU ; 23 ; мишок ; 94 
 1381 ; Знак . А.С. Пушкин (1799-1937) ; ММД ;  ; Б/м ; VF- ; 68 ; palermo ; 204 
 1382 ; Знак. VI всемирный фестиваль молодежи и студентов в Москве 1957г ; ЛМД ;  ; Ж/м, эмаль ; VF ; 55 ; vasm ; 101 
 1383 ; Знак. В.И. Ленин ; ММД ;  ; Ж/м, посер ; VF ; 23 ; vasm ; 208 
 1384 ; Знак. Выставка достижений народного хозяйства. СССР ;  ;  ; Ж/м ; XF+ ; 31 ; Lasto4kaSPB ; 96 
 1385 ; Знак. Учстнику Всесоюзной с/х выставки СССР ;  ;  ; Ж/м ; VF-XF ; 41 ; Lasto4kaSPB ; 510 
 1386 ; Знак. Гвардия СССР ;  ;  ; Ж/м, эмаль ; XF+ ; 25 ; smaci ; 165 
 1387 ; Знак. Участнику уборки урожая на целине. ЦК ВЛКСМ ; 1957ММД ;  ; Ж/м, эмаль ; AU ; 18 ; o.k. ; 80 
 1388 ; Знак. Участнику уборки урожая на целине. ЦК ВЛКСМ ; 1958 ;  ; Ж/м, эмаль ; XF ; 57 ; RAPAN ; 146 
 1389 ; Знак. Ветеран ВДВ. Завод "Победа". Москва ;  ;  ; Ж/м, эмаль ; VF- ; 32 ; Lepila ; 283 
 1390 ; Знак. Молодой гвардеец пятилетки. ВЛКСМ ; ММД ;  ; Ж/м, б/м ; XF- ; 105 ; Snuppy ; 2601 
 1391 ; Знак об окончании училища ; ЛМД ;  ; Al ; AU ; 5 ; LAB-A ; 55 
 1392 ; Знак. ВЛКСМ ; ММД ;  ; Ж/м ; VF+ ; 21 ; 1822 ; 185 
 1393 ; Знак. Авангард ;  ;  ; Ж/м, эмаль ; VF ; 15 ; fillin ; 102 
 1394 ; Знак. Всесоюзный смотр художествееной самодеятельности ; ММД ;  ; Ж/м, эмаль ; XF ; 23 ; Lasto4kaSPB ; 202 
 1395 ; Знак. ВЛКСМ ;  ;  ; Ж/м, эмаль ; VF+ ; 61 ; XO ; 91 
 1396 ; Знак. МВД СССР. Начальник караула. Внутренние войска. Размеры: 52 на 74мм ;  ;  ; Al ; AU ; 32 ; 542 ; 271 
 1397 ; Знак. Интеркосмос ; ЛМД ;  ; Ж/м,эмаль ; XF ; 18 ; alek99 ; 77 
 1398 ; Знак. Москва 88 ; ММД ;  ; Ж/м,эмаль ; VF ; 2 ; raise ; 3 
 1399 ; Знак. 40 лет 1 СМТ ; ММД ;  ; Ж/м ; XF+ ; 7 ; SadKo ; 38 
 1300 ; Знак. Финляндия ; 1976 ;  ; Ag830 ; VF ; 27 ; botcool ; 102 
 1301 ; Знак. FSKF. Швеция ; 1939 ;  ; Ag ; VF-XF ; 26 ; botcool ; 105 
 1302 ; Знак. Финляндия ; 1928 ;  ; Ag813 ; VF- ; 37 ; ffff258 ; 169 
 1303 ; Знак. Финляндия ;  ;  ; Ag813 ; VF ; 45 ; palermo ; 1326 
 1304 ; Знак. Будапешт ;  ;  ; Ж/м ; XF- ; 5 ; ND ; 9 
 1305 ; Знак. Польша ;  ;  ; Б/м ; VF ; 4 ; allur65 ; 5 
 1306 ; Знак. Герб Пярну. Эстония ;  ;  ; Б/м,эмаль ; VF- ; 13 ; allur65 ; 13 
 1307 ; Знак. SCSP ;  ;  ; Ж/м ; XF ; 3 ; allur65 ; 4 
 1308 ; Знак. PaFawag ;  ;  ; Б/м,эмаль ; VF- ; 1 ; allur65 ; 2 
 1309 ; Знак. Голубь. Китай ;  ;  ; Ж/м ; VF- ; 23 ; allur65 ; 34 
 1310 ; Знак. Вроцлав. Польша ;  ;  ; Al,эмаль ; VF+ ; 5 ; allur65 ; 6 
 1311 ; Знак. XIII SKP ; 1963 ;  ; Ж/м ; AU ; 6 ; allur65 ; 7 
 1312 ; Знак. Немецко-советская дружба (малый). ГДР ;  ;  ; Ж/м,эмаль ; VF+ ; 21 ; allur65 ; 57 
 1313 ; Знак. Немецко-советская дружба (большой). ГДР ;  ;  ; Ж/м,эмаль ; VF+ ; 17 ; allur65 ; 87 
 1314 ; Знак. Немецко-советская дружба. 3 конгресс в Берлине. ГДР ;  ;  ; Ж/м,эмаль ; XF- ; 51 ; 542 ; 98 
 1315 ; Знак. Мао Дзе-дун ; 1950 ;  ; Ж/м,эмаль ; VF ; 40 ; 542 ; 204 
 1316 ; Знак. Мао Дзе-дун ;  ;  ; Ж/м ; VF+ ; 11 ; fillin ; 123 
 1317 ; Знак. TMW ;  ;  ; Ж/м ; VF ; 5 ; allur65 ; 6 
 1318 ; Знак. Мао Дзе-дун ;  ;  ; Ж/м,эмаль ; VF- ; 17 ; AIK60 ; 225 
 1319 ; Знак. Монголия ;  ;  ; Ж/м,эмаль ; VF- ; 29 ; Lasto4kaSPB ; 29 
 1320 ; Знак. Чехословакия ;  ;  ; Ж/м,эмаль ; VF+ ; 40 ; allur65 ; 41 
 1321 ; Знак. V Фестиваль. Варшава ; 1955 ;  ; Ж/м ; VF+ ; 13 ; miha ; 156 
 1322 ; Знак "Tot inainte". Румыния ;  ;  ; Ж/м,эмаль ; XF- ; 23 ; allur65 ; 121 
 1323 ; Знак. Союз свободной немецкой молодёжи. ГДР ;  ;  ; Ж/м,эмаль ; VF+ ; 13 ; allur65 ; 33 
 1324 ; Знак. Юлиус Фучик ;  ;  ; Ж/м ; VF ; 7 ; allur65 ; 122 
 1325 ; Знак ;  ;  ; Б/м,эмаль ; VF+ ; 30 ; SadKo ; 30 
 1326 ; Знак. Тартуский университет. 350 лет ;  ;  ; Ж/м ; VF+ ; 27 ; Al0851 ; 43 
 1327 ; Знак. Роза ;  ;  ; Ж/м ; VF+ ; 4 ; allur65 ; 5 
 1328 ; Знак. Общество друзей Воздушного флота Северо-Западной области ; 1923 ;  ; Ag, эмаль ; VF-XF ; 67 ; XO ; 18482 
 1329 ; Знак. Перелет ко дню октября 1923г ;  ;  ; Ж/м, эмаль ; VF-XF ; 74 ; А_еЧъ ; 2561 
 1330 ; Знак. Фестиваль ;  ;  ; Ж/м,эмаль ; VF ; 7 ; allur65 ; 53 
 1331 ; Знак. МП ;  ;  ; Ж/м,эмаль ; VF-XF ; 59 ; RAPAN ; 304 
 1332 ; Знак. VI всемирный фестивальмолодежи и студентов в Москве ; 1957ММД ;  ; Ж/м,эмаль ; XF- ; 49 ; Hotbit ; 208 
 1333 ; Знак. VI всемирный фестивальмолодежи и студентов в Москве ; 1957ЛМД ;  ; Ж/м,эмаль ; XF- ; 28 ; miha ; 192 
 1334 ; Знак "ЗИЛ" ;  ;  ; Ж/м,эмаль ; XF+ ; 37 ; palermo ; 129 
 1335 ; Знак "Седьмое небо" ;  ;  ; Al ; XF- ; 13 ; allur65 ; 14 
 1336 ; Знак. Фестиваль ; 1957 ;  ; Ж/м,эмаль ; VF ; 41 ; miha ; 161 
 1337 ; Знак. Интурист Круиз ;  ;  ; Ж/м,эмаль ; AU ; 32 ; RAPAN ; 134 
 1338 ; Знак. Интурист Круиз ;  ;  ; Ж/м,эмаль ; XF+ ; 11 ; vic2 ; 132 
 1339 ; Знак. Всесоюзный съезд учителей. Москва ; 1978ММД ;  ; Ж/м ; XF ; 31 ; von_Schwarz ; 200 
 1340 ; Знак. 60 лет с именем В.И.Ленина ;  ;  ; Al ; AU ; 26 ; 542 ; 128 
 1341 ; Знак. XV съезд профсоюзов СССР ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 19 ; RAPAN ; 418 
 1342 ; Знак. XVIII съезд ВЛКСМ ; ЛМД ;  ; Ж/м,эмаль ; XF ; 51 ; korovan67 ; 3078 
 1343 ; Знак. XXIV съезд КПСС ;  ;  ; Ж/м,эмаль ; VF+ ; 41 ; alex09 ; 2754 
 1344 ; Знак. XXX лет на целине ;  ;  ; Ж/м,эмаль ; VF ; 37 ; olegmin ; 400 
 1345 ; Знак. Брюссель ; 1958ЛМД ;  ; Ж/м,эмаль ; VF ; 45 ; Эквитес ; 76 
 1346 ; Знак. 100 лет Евгений Вахтангов ; ЛМД ;  ; Ж/м ; XF ; 11 ; Pak ; 67 
 1347 ; Знак. 50 ГАСО СССР ; ЛМД ;  ; Ж/м ; XF ; 23 ; Антошка ; 24 
 1348 ; Знак. Декада татарского искусства и литературы в Москве ; 1957 ;  ; Ж/м,эмаль ; VF-F ; 41 ; 1822 ; 314 
 1349 ; Знак. XVII съезд ВЛКСМ ; ММД ;  ; Ж/м ; AU ; 52 ; korovan67 ; 2877 
 1250 ; Знак заслуг Шуцкор I класса №15839. Финляндия ; 1935 (F6) ;  ; Ag ; AU ; 30 ; 542 ; 1377 
 1251 ; Знак заслуг Шуцкор II класса №6550. Финляндия ;  ;  ; Томпак, Cu ; XF+ ; 27 ; 542 ; 1377 
 1252 ; Знак Пожарной охраны. Буржуазная Латвия ;  ;  ; Ag875 ; XF- ; 83 ; XO ; 4182 
 1253 ; Знак. За участие в стройотрядах. Болгария ; 1986 ;  ; Ж/м,Al ; VF-XF ; 68 ; 542 ; 95 
 1254 ; Знак. За участие в стройотрядах. Ударник. Болгария ;  ;  ; Al ; XF ; 28 ; 542 ; 101 
 1255 ; Знак. Отличный солдат Югославской Народной армии. Югославия ;  ;  ; Б/м ; XF ; 27 ; Lasto4kaSPB ; 183 
 1256 ; Кокарда для пилотки полицейских. Югославия ;  ;  ; Б/м,ж/м,эм ; XF+ ; 17 ; Lasto4kaSPB ; 128 
 1257 ; Знак "Хасан"  (за участие в отражении нападения японских милитаристов в районе озера Хасан в 1938г) ;  ;  ; Ж/м,эмаль ; VF-XF ; 67 ; XO ; 3429 
 1258 ; Подвес из 3-х элементов. Финляндия. Размеры: 150мм на 37мм (в самой широкой части) ; 1905 ;  ; Ag813 ; VF- ; 80 ; marson2010 ; 1541 
 1259 ; Знак иностраннный на заколке. Размеры: 35 на 30мм ;  ;  ; Б/м ; F-VF ; 25 ; von_Schwarz ; 301 
 1260 ; Знак. 8-11.07.1960. Хельсинки. Размеры: 20 на 26мм ;  ;  ; Ж/м ; VF ; 13 ; allur65 ; 17 
 1261 ; Спортивный жетон. Размеры: 42 на 47мм ;  ;  ; Ж/м ; F-VF ; 35 ; miha ; 92 
 1262 ; Знак SHSO DK. Швеция ;  ;  ; Ж/м,эмаль ; XF ; 13 ; marson2010 ; 80 
 1263 ; Знак. Красный крест ;  ;  ; Ж/м,эмаль ; VF+ ; 100 ; OMT ; 402 
 1264 ; Знак иностраннный на винте. Финляндия. Закрутка утеряна ;  ;  ; Ж/м,серебр ; VF ; 22 ; Lasto4kaSPB ; 50 
 1265 ; Знак иностраннный на заколке №4070. Финляндия ; 1956 ;  ; Ag813,эмал ; F-VF ; 25 ; marson2010 ; 131 
 1266 ; Знак. №563. Финляндия ? ;  ;  ; Ж/м,серебр ; F-VF ; 26 ; antik ; 114 
 1267 ; Спортивный жетон. Размеры: 27 на 32мм. Ушко сломано ;  ;  ; Ж/м, сереб ; F+ ; 5 ; allur65 ; 6 
 1268 ; Знак. Soldatprov. Швеция. Утеряна закрутка ;  ;  ; Ж/м,эмаль ; VF- ; 8 ; SadKo ; 56 
 1269 ; Знак иностраннный "3" ;  ;  ; Ж/м ; VF ; 27 ; palermo ; 50 
 1270 ; Знак на иголке ;  ;  ; Ж/м,эмаль ; VF+ ; 5 ; allur65 ; 54 
 1271 ; Знак. Финляндия ;  ;  ; Ag813,эмал ; VF- ; 39 ; antik ; 181 
 1272 ; Знак. Финляндия ;  ;  ; Ж/м,эмаль ; VF ; 10 ; SadKo ; 43 
 1273 ; Знак. Финляндия ;  ;  ; Ag813,эмал ; VF- ; 67 ; antik ; 597 
 1274 ; Жетон на подвеске. Финляндия ;  ;  ; Ж/м,серебр ; F-VF ; 13 ; allur65 ; 82 
 1275 ; Знак MSM на заколке ;  ;  ; Б/м ; VF ; 18 ; marson2010 ; 279 
 1276 ; Знак. SLT  №439 ;  ;  ; Ж/м ; VF+ ; 9 ; allur65 ; 79 
 1277 ; Жетон. Финляндия ;  ;  ; Ag813,эмал ; F-VF ; 37 ; alexander9595 ; 725 
 1278 ; Знак иностраннный ;  ;  ; Б/м ; F+ ; 5 ; SadKo ; 48 
 1279 ; Знак иностраннный ;  ;  ; Ж/м ; VF- ; 17 ; Alaska ; 137 
 1280 ; Знак иностраннный ;  ;  ; Б/м,эмаль ; VF- ; 20 ; marson2010 ; 90 
 1281 ; Знак иностраннный ;  ;  ; Ж/м ; VF ; 14 ; allur65 ; 41 
 1282 ; Знак. FSG. Швеция ; 1936 ;  ; Ж/м,эмаль ; VF-XF ; 16 ; allur65 ; 57 
 1283 ; Спортивный знак. Заколка сломана ;  ;  ; Б/м,эмаль ; VF- ; 45 ; Lasto4kaSPB ; 159 
 1284 ; Знак иностраннный ;  ;  ; Б/м ; VF- ; 4 ; allur65 ; 22 
 1285 ; Знак. Финляндия ? ;  ;  ; Ж/м,эмаль ; F-VF ; 68 ; palermo ; 1377 
 1286 ; Знак. Финляндия ;  ;  ; Ж/м,эмаль ; VF- ; 18 ; Lasto4kaSPB ; 60 
 1287 ; Знак на иголке ;  ;  ; Ж/м,эмаль ; XF ; 22 ; allur65 ; 27 
 1288 ; Знак иностраннный ;  ;  ; Ж/м ; VF+ ; 8 ; SadKo ; 43 
 1289 ; Знак AKL №134. Финляндия ; 1951 ;  ; Ag813, эма ; VF ; 47 ; marson2010 ; 192 
 1290 ; Знак. Финляндия №19 ;  ;  ; Ж/м,эмаль ; VF+ ; 9 ; кротик ; 100 
 1291 ; Знак. MSUF. Финляндия ; 1939 ;  ; Ag813, эма ; F+ ; 88 ; Lasto4kaSPB ; 310 
 1292 ; Знак. Финляндия ;  ;  ; Ag925, эма ; VF- ; 36 ; botcool ; 114 
 1293 ; Жетон на цепочке (оформлен ввиде браслета, замочек сломан). Гравировка SHJ 1933 15/5-38 "Torni" ;  ;  ; Ag813, эма ; F-VF ; 23 ; панама ; 510 
 1294 ; Знак №1168. Финляндия ; 1930 ;  ; Ag813 ; VF- ; 54 ; ткм824 ; 485 
 1295 ; Знак иностраннный ;  ;  ; Ag830 ; F+ ; 18 ; jef688 ; 105 
 1296 ; Знак BRO. Финляндия ;  ;  ; Ag813, эма ; VF ; 27 ; RAPAN ; 267 
 1297 ; Знак. Финляндия ?. Сломана заколка ;  ;  ; Ж/м, сереб ; VF- ; 42 ; miha ; 197 
 1298 ; Знак SPL ;  ;  ; Б/м,эмаль ; VF ; 15 ; allur65 ; 51 
 1299 ; Знак иностраннный №16 ;  ;  ; Ag830 ; VF ; 64 ; пепел ; 166 
 1200 ; Медаль "За участие в боевых действиях в Восточной Азии 1941-1945гг". Тайланд. Планка на креплении сломана ;  ;  ; Б/м ; XF ; 66 ; daniz ; 1031 
 1201 ; Медаль "За воинскую службу" 1 степени. Кувейт ;  ;  ; Ж/м ; XF+ ; 15 ; 542 ; 567 
 1202 ; Медаль "За сельскохозяйственные заслуги" "серебряная". Заир ;  ;  ; Б/м ; VF-XF ; 17 ; 542 ; 340 
 1203 ; Медаль "За сельскохозяйственные заслуги" "бронзовая". Заир ;  ;  ; Ж/м ; VF-XF ; 11 ; 542 ; 441 
 1204 ; Орден Красного Знамени Трех Великих Революций. КНДР ;  ;  ; Б/м,эмаль ; XF ; 32 ; поручик ; 906 
 1205 ; Медаль "За воинские заслуги". Республика Вьетнам (изготовление США) ;  ;  ; Ж/м ; XF ; 14 ; TONKING ; 306 
 1206 ; Почетная медаль ВС 2 степени. Республика Вьетнам ;  ;  ; Б/м ; XF+ ; 79 ; 542 ; 453 
 1207 ; Крест "За доблесть" 2 степени. Республика Вьетнам ;  ;  ; Ж/м ; AU ; 49 ; Poiuyt ; 793 
 1208 ; Партизанский крест. Польша ;  ;  ; Ж/м ; XF+ ; 24 ; Luka78 ; 809 
 1209 ; Орден "Знамя труда" 2 степени. ПНР ;  ;  ; Б/м,эмаль ; XF ; 48 ; daniz ; 838 
 1210 ; Спортивная медаль на шейной ленте. Япония. В коробке ;  ;  ; Ж/м ; AU ; 49 ; Sky2 ; 296 
 1211 ; Медаль Орден Короны. 1 степени. Бельгия. В коробке ;  ;  ; Ж/м ; AU ; 56 ; 19 ; 936 
 1212 ; Медаль "В память войны 1978-1979гг" (с Угандой). Танзания. В коробке ;  ;  ; Б/м ; AU ; 35 ; Searcher ; 1071 
 1213 ; Пурпурное сердце. США ;  ;  ; Br,эмаль ; AU ; 46 ; Fragle ; 1530 
 1214 ; Орден Святого Саввы IV степени. Сербия. В коробке (сломана крышка) ;  ;  ; Ж/м,эмаль ; XF/AU ; 92 ; Lasto4kaSPB ; 12240 
