 3207 ; Бона иностранная ;  ;  ;  ;  ; 34 ; бездельник22 ; 204 
 2383 ; 10 марок. ФРГ. 300 лет со дня окончания 30-летней войны. Упаковка ; 1998 ; D ; Ag ; Proof ; 13 ; Copirchik ; 857 
 2384 ; 10 марок. ФРГ. 50 лет конституции ФРГ. Упаковка ; 1999 ; F ; Ag ; Proof ; 9 ; Copirchik ; 854 
 2385 ; 10 марок. ФРГ. 50 лет музею Штральзунда. Упаковка ; 2001 ; G ; Ag ; Proof ; 9 ; Copirchik ; 857 
 2386 ; 10 марок. ФРГ. 50 лет немецкой марке. Упаковка ; 1998 ; J ; Ag ; Proof ; 10 ; Mike! ; 564 
 2387 ; 10 марок. ФРГ. 900 лет со дня рождения Хильдегард фон Бинген. Упаковка ; 1998 ; G ; Ag ; Proof ; 13 ; Copirchik ; 857 
 2388 ; 10 марок. ФРГ. 200 лет со дня рождения Генриха Гейна. Упаковка ; 1997 ; G ; Ag ; Proof ; 30 ; 542 ; 612 
 2389 ; 10 марок. ФРГ. 500 лет со дня рождения Филиппа Меланхтона. Упаковка ; 1997 ; J ; Ag ; Proof ; 13 ; Copirchik ; 857 
 2390 ; 10 марок. ФРГ. 100 лет дизельному двигателю. Упаковка ; 1997 ; D ; Ag ; Proof ; 7 ; Copirchik ; 857 
 2391 ; 10 марок. ФРГ. 10 лет воссоединению. Упаковка ; 2000 ; F ; Ag ; Proof ; 7 ; Copirchik ; 857 
 2392 ; 10 марок. ФРГ. 250 лет со дня рождения Гёте. Упаковка ; 1999 ; J ; Ag ; Proof ; 7 ; Copirchik ; 857 
 2393 ; 10 марок. ФРГ. 300 лет Франковскому фонду. Упаковка ; 1998 ; J ; Ag ; Proof ; 7 ; Copirchik ; 857 
 2394 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972 ; J ; Ag ; UNC ; 5 ; 542 ; 506 
 2395 ; 10 марок. ФРГ. 1200 лет со дня разрушения церкви в Аахене. Упаковка ; 2000 ; A ; Ag ; Proof ; 19 ; В1951 ; 519 
 2396 ; 10 марок. ФРГ. Природа, техника, человек. Упаковка ; 2000 ; A ; Ag ; Proof ; 7 ; Copirchik ; 857 
 2397 ; 1 марка. Германия ; 1914 ; A ; Ag ; XF+ ; 32 ; ICEK ; 248 
 2398 ; 1 марка. Германия ; 1876 ; C ; Ag ; F-VF ; 42 ; ICEK ; 266 
 2399 ; 1 марка. Германия ; 1875 ; A ; Ag ; F-VF ; 27 ; AZEF ; 257 
 2400 ; 1/2 марки. Германия ; 1916 ; F ; Ag ; XF+ ; 39 ; ICEK ; 263 
 2401 ; 1/2 марки. Германия ; 1917 ; A ; Ag ; XF+ ; 19 ; AZEF ; 260 
 2402 ; 20 пфеннигов. Германия ; 1874 ; E ; Ag ; F-VF ; 8 ; Mike! ; 219 
 2403 ; 1 гульден. Данциг ; 1923 ;  ; Ag ; XF- ; 11 ; ICEK ; 2255 
 2404 ; 10 пфеннигов. Германия ; 1938 ; A ; Al/Br ; VF-XF ; 12 ; igor_r65 ; 132 
 2405 ; 10 пфеннигов. Германия ; 1938 ; A ; Al/Br ; VF+ ; 2 ; semen81 ; 105 
 2406 ; 10 пфеннигов. Германия ; 1939 ; A ; Al/Br ; VF+ ; 1 ; Mike! ; 102 
 2307 ; 5 марок. ФРГ. 500 лет со дня смерти Иоганна Гутенберга ; 1968 ; G ; Ag ; AU ; 11 ; Mike! ; 273 
 2308 ; 5 марок. ФРГ. 300 лет со дня смерти Гриммельсхаузена ; 1976 ; D ; Ag ; AU ; 12 ; Lеnin ; 253 
 2309 ; 5 марок. ФРГ. 100 лет со дня рождения Альберта Швейцера ; 1975 ; G ; Ag ; AU ; 6 ; wins ; 270 
 2310 ; 5 марок. ФРГ. 150 лет со дня рождения Теодоро Фонтане ; 1969 ; G ; Ag ; AU ; 7 ; oxana ; 276 
 2311 ; 5 марок. ФРГ. 200 лет со дня рождения Бетховена ; 1970 ; F ; Ag ; AU ; 9 ; oxana ; 285 
 2312 ; 5 марок. ФРГ. 375 лет со дня смерти Герхарда Меркатора ; 1969 ; F ; Ag ; AU ; 6 ; oxana ; 233 
 2313 ; 5 марок. ФРГ. Основание Немецкого гос-ва ; 1971 ; G ; Ag ; AU ; 15 ; Lеnin ; 272 
 2314 ; 5 марок. ФРГ. 250 лет со дня рождения Иммануила Канта ; 1974 ; D ; Ag ; AU ; 2 ; vlados ; 300 
 2315 ; 5 марок. ФРГ. 200 лет со дня рождения Бетховена ; 1970 ; F ; Ag ; Proof ; 43 ; mifod ; 505 
 2316 ; 5 марок. ФРГ. 225 лет со дня смерти Бальтазара Ньюмана ; 1978 ; F ; Ag ; AU ; 63 ; Copirchik ; 802 
 2317 ; 5 марок. ФРГ. 200 лет со дня рождения Карла Фридриха Гауса ; 1977 ; J ; Ag ; AU ; 16 ; wins ; 327 
 2318 ; 5 марок. ФРГ. 150 лет со дня рождения Фридриха Вильгельма Райффайзена ; 1968 ; J ; Ag ; AU ; 59 ; Copirchik ; 819 
 2319 ; 5 марок. ФРГ. 500 лет со дня рождения Коперника ; 1973 ; J ; Ag ; AU ; 12 ; wins ; 290 
 2320 ; 5 марок. ФРГ. 150 лет Немецкому Археологическому институту ; 1979 ; J ; Ag ; AU ; 4 ; oxana ; 214 
 2321 ; 5 марок. ФРГ. 500 лет со дня рождения Альбрехта Дюрера ; 1971 ; D ; Ag ; AU ; 12 ; wins ; 250 
 2322 ; 5 марок. ФРГ. Год защиты европейских памятников ; 1975 ; F ; Ag ; AU ; 3 ; Mike! ; 209 
 2323 ; 5 марок. ФРГ. 225 лет со дня смерти Бальтазара Ньюмана ; 1978 ; F ; Ag ; AU ; 25 ; Copirchik ; 502 
 2324 ; 5 марок. ФРГ. 300 лет со дня смерти Гриммельсхаузена ; 1976 ; D ; Ag ; AU ; 7 ; moneta ; 250 
 2325 ; 5 марок. ФРГ. 100 лет со дня рождения Густава Стресмана ; 1978 ; D ; Ag ; AU ; 3 ; Mike! ; 209 
 2326 ; 5 марок. ФРГ. 50 лет со дня смерти Фридриха Эберта ; 1975 ; J ; Ag ; AU ; 12 ; wins ; 250 
 2327 ; 5 марок. ФРГ. 150 лет со дня рождения Макса Петтенкофера ; 1968 ; D ; Ag ; AU ; 10 ; wins ; 279 
 2328 ; 5 марок. ФРГ. 250 лет со дня смертти Готфрида Вильгельма Лейбница ; 1966 ; D ; Ag ; AU ; 16 ; Copirchik ; 835 
 2329 ; 5 марок. ФРГ. 200 лет со дня рождения Генриха фон Клеиста ; 1977 ; G ; Ag ; Proof ; 3 ; moneta ; 250 
 2330 ; 5 марок. ФРГ. 100 лет со дня рождения Отто Хана ; 1979 ; G ; Cu/Ni ; AU ; 2 ; oxana ; 145 
 2331 ; 5 марок. ФРГ. 175 лет со дня рождения Феликса Бартольди ; 1984 ; J ; Cu/Ni ; AU ; 3 ; oxana ; 146 
 2332 ; 5 марок. ФРГ. 150 лет Немецкой железной дороге ; 1985 ; G ; Cu/Ni ; AU ; 2 ; Lеnin ; 133 
 2333 ; 5 марок. ФРГ. 500 лет со дня рождения Мартина Лютера ; 1983 ; G ; Cu/Ni ; AU ; 30 ; sinisha ; 270 
 2334 ; 5 марок. ФРГ. 10 лет конференции ООН по вопросам защиты окружающей среды ; 1982 ; F ; Cu/Ni ; AU ; 1 ; Mike! ; 152 
 2335 ; 5 марок. ФРГ. 150 лет со дня рождения Гете ; 1982 ; D ; Cu/Ni ; AU ; 24 ; vlados ; 250 
 2336 ; 5 марок. ФРГ. Европейский год музыки ; 1985 ; F ; Cu/Ni ; AU ; 7 ; Mike! ; 163 
 2337 ; 5 марок. ФРГ. 200 лет со дня рождения Лессинга ; 1981 ; J ; Cu/Ni ; AU ; 1 ; Mike! ; 142 
 2338 ; 5 марок. ФРГ. 600 лет Хейдельбергскому у-ту ; 1986 ; D ; Cu/Ni ; AU ; 4 ; Mike! ; 142 
 2339 ; 5 марок. ФРГ. 750 лет со дня смерти Вальтера фон дер Фогельвейде ; 1980 ; D ; Cu/Ni ; AU ; 1 ; Mike! ; 142 
 2340 ; 5 марок. ФРГ. 100 лет со дня смерти Карла Маркса ; 1983 ; J ; Cu/Ni ; AU ; 1 ; Mike! ; 152 
 2341 ; 5 марок. ФРГ. 150 лет со дня смерти Карла Штейна ; 1981 ; G ; Cu/Ni ; AU ; 6 ; semen81 ; 159 
 2342 ; 5 марок. ФРГ. 200 лет со дня смерти Фридриха Гроссе ; 1986 ; F ; Cu/Ni ; Proof ; 1 ; Mike! ; 162 
 2343 ; 5 марок. ФРГ. 150 лет Немецкому Таможенному союзу ; 1984 ; D ; Cu/Ni ; Proof ; 6 ; zoom30 ; 178 
 2344 ; 5 марок. ФРГ. 100 лет Кафедральному собору ; 1980 ; F ; Cu/Ni ; Proof ; 40 ; mifod ; 338 
 2345 ; 20 марок. ГДР. 85 лет со дня рождения Эрнста Тельманна ; 1971 ; A ; Cu/Ni ; AU ; 11 ; Chirchic ; 250 
 2346 ; 20 марок. ГДР. 100 лет со дня рождения Генриха Манна ; 1971 ;  ; Cu/Ni ; AU ; 30 ; Copirchik ; 700 
 2347 ; 20 марок. ГДР. Фридрих Шиллер ; 1972 ; A ; Cu/Ni ; AU ; 9 ; Mike! ; 252 
 2348 ; 20 марок. ГДР. 100 лет со дня смерти Карла Маркса ; 1983 ; A ; Cu/Ni ; AU ; 61 ; СВл ; 791 
 2349 ; 20 марок. ГДР. Вильгельм Пик ; 1972 ; A ; Cu/Ni ; AU ; 46 ; Copirchik ; 714 
 2350 ; 20 марок. ГДР. Открытие Бранденбургских ворот ; 1990 ; A ; Cu/Ni ; AU ; 21 ; Abbat ; 317 
 2351 ; 20 марок. ГДР. 30 лет ГДР ; 1979 ; A ; Cu/Ni ; AU ; 25 ; ВМШ ; 364 
 2352 ; 10 марок. ГДР. 25 лет Национальной Народной Армии ; 1981 ; A ; Cu/Ni ; AU ; 41 ; priorat13 ; 500 
 2353 ; 10 марок. ГДР. 100 лет со дня рождения Эрнста Тельманна ; 1986 ; A ; Cu/Ni ; AU ; 9 ; Abbat ; 267 
 2354 ; 10 марок. ГДР. 25 лет юбилею ; 1974 ; A ; Cu/Ni ; AU ; 12 ; ВМШ ; 143 
 2355 ; 10 марок. ГДР. 40 лет ГДР ; 1989 ; A ; Cu/Ni ; AU ; 9 ; ВМШ ; 267 
 2356 ; 10 марок. ГДР. 40 лет спортивным играм ГДР ; 1988 ; A ; Cu/Ni ; AU ; 10 ; Mike! ; 279 
 2257 ; 3 марки. Саксония. Битва под Лейпцигом ; 1913 ; Е ; Ag ; XF ; 27 ; ICEK ; 1632 
 2258 ; 3 марки. Бавария ; 1909 ; D ; Ag ; XF- ; 29 ; ICEK ; 1300 
 2259 ; 3 марки. Веймар ; 1924 ; A ; Ag ; VF ; 54 ; ICEK ; 3053 
 2260 ; 2 марки. Пруссия ; 1888 ; A ; Ag ; XF+ ; 38 ; ICEK ; 2999 
 2261 ; 2 марки. Германия. 175 лет со дня рождения Шиллера ; 1934 ; F ; Ag ; XF- ; 14 ; Mike! ; 2395 
 2262 ; 2 марки. Германия. 450 лет со дня рождения Мартина Лютера ; 1933 ; A ; Ag ; VF+ ; 35 ; ICEK ; 1496 
 2263 ; 5 марок. Веймар. 1000 лет Рейнланду ; 1925 ; A ; Ag ; XF+ ; 2 ; Mike! ; 3020 
 2264 ; 3 марки. Веймар. 1000 лет Рейнланду ; 1925 ; A ; Ag ; XF+ ; 23 ; В1951 ; 2033 
 2265 ; 3 марки. Веймар. 10 лет Веймарской конституции ; 1929 ; A ; Ag ; XF+ ; 11 ; Mike! ; 1226 
 2266 ; 3 марки. Веймар. Граф Цеппелин. Ремонт гурта ; 1930 ; A ; Ag ; XF- ; 12 ; RAPAN ; 3966 
 2267 ; 3 марки. Веймар. Освобождение Рейнланда ; 1930 ; A ; Ag ; XF- ; 20 ; Mike! ; 2042 
 2268 ; 5 марок. Германия. Подписная Кирха ; 1934 ; A ; Ag ; VF+ ; 26 ; lsp25 ; 816 
 2269 ; 5 марок. Германия. Церковь Потсдаме ; 1934 ; D ; Ag ; VF ; 9 ; Mike! ; 362 
 2270 ; 5 марок. Германия. Церковь Потсдаме ; 1935 ; A ; Ag ; VF+ ; 9 ; lsp25 ; 356 
 2271 ; 5 марок. Германия. Церковь Потсдаме ; 1934 ; A ; Ag ; VF+ ; 25 ; 1972 ; 547 
 2272 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга ; 1935 ; E ; Ag ; VF+ ; 12 ; Mike! ; 271 
 2273 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга ; 1936 ; A ; Ag ; VF+ ; 47 ; ICEK ; 843 
 2274 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1937 ; A ; Ag ; VF-XF ; 36 ; 1972 ; 348 
 2275 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1937 ; A ; Ag ; VF+ ; 26 ; ICEK ; 327 
 2276 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1937 ; A ; Ag ; VF+ ; 18 ; ICEK ; 219 
 2277 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1938 ; E ; Ag ; VF+ ; 17 ; ICEK ; 216 
 2278 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга ; 1938 ; B ; Ag ; VF+ ; 48 ; gors ; 397 
 2279 ; 20 марок. ГДР. 150 лет со дня рождения Карла Маркса ; 1968 ;  ; Ag ; AU ; 40 ; HILL ; 1794 
 2280 ; 20 марок. ГДР. 150 лет со дня рождения Карла Маркса ; 1968 ;  ; Ag ; AU ; 24 ; Copirchik ; 1782 
 2281 ; 10 марок. ФРГ. 50 лет миру и согласию ; 1995 ; J ; Ag ; AU ; 6 ; Mike! ; 359 
 2282 ; 10 марок. ФРГ. 150 лет со дня рождения Кетти Кольвитз ; 1992 ; G ; Ag ; AU ; 10 ; Mike! ; 355 
 2283 ; 10 марок. ФРГ. Немецкий союз ; 1991 ; A ; Ag ; AU ; 2 ; Mike! ; 300 
 2284 ; 10 марок. ФРГ. 150 лет юбилею. Адольф Кольпинг ; 1996 ; A ; Ag ; AU ; 7 ; Mike! ; 340 
 2285 ; 10 марок. ФРГ. 40 лет республике ; 1989 ; G ; Ag ; AU ; 36 ; 542 ; 714 
 2286 ; 10 марок. ФРГ. 750 лет Берлину ; 1987 ; J ; Ag ; AU ; 6 ; Mike! ; 355 
 2287 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972 ; J ; Ag ; AU ; 16 ; Mike! ; 547 
 2288 ; 10 марок. ФРГ. 2000 лет городу Бонну ; 1989 ; D ; Ag ; AU ; 4 ; Mike! ; 355 
 2289 ; 10 марок. ФРГ. 250 лет со дня рождения Иоганн Готфрида Хердера ; 1994 ; G ; Ag ; AU ; 10 ; Mike! ; 355 
 2290 ; 10 марок. ФРГ. Благотворительная организация для детей лишившихся родителей ; 1999 ; J ; Ag ; AU ; 37 ; Copirchik ; 729 
 2291 ; 10 марок. ФРГ. 800 лет порту Гамбурга ; 1989 ; J ; Ag ; AU ; 4 ; Mike! ; 353 
 2292 ; 10 марок. ФРГ. 200 лет со дня рождения Шопенгауэра ; 1988 ; D ; Ag ; AU ; 15 ; кашира ; 441 
 2293 ; 10 марок. ФРГ. 500 лет со дня смерти короля Генриха ; 1995 ; F ; Ag ; AU ; 8 ; Mike! ; 517 
 2294 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972 ; D ; Ag ; AU ; 27 ; Alex22D ; 500 
 2295 ; 10 марок. ФРГ. 800 лет со дня смерти Фридриха Барбароссы ; 1990 ; F ; Ag ; AU ; 21 ; vlados ; 450 
 2296 ; 10 марок. ФРГ. 100 лет со дня смерти Карла цейса ; 1988 ; F ; Ag ; AU ; 20 ; vlados ; 450 
 2297 ; "10 марок. ФРГ. 150 лет ордену ""За заслуги""" ; 1992 ; D ; Ag ; AU ; 21 ; Copirchik ; 714 
 2298 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972 ; J ; Ag ; AU ; 21 ; Alex22D ; 600 
 2299 ; 10 марок. ФРГ. 200 лет со дня рождения Альберта Лортцинга ; 2001 ; J ; Ag ; AU ; 23 ; Copirchik ; 729 
 2300 ; 10 марок. ФРГ. 150 лет со дня рождения Роберта Коха ; 1993 ; J ; Ag ; AU ; 19 ; vlados ; 450 
 2301 ; 10 марок. ФРГ. 1000 лет Потсдаму ; 1993 ; F ; Ag ; AU ; 2 ; Mike! ; 300 
 2302 ; 10 марок. ФРГ. 800 лет Тевтонскому ордену ; 1990 ; J ; Ag ; AU ; 3 ; erfahren ; 306 
 2303 ; 10 марок. ФРГ. 150 лет со дня рождения  Вильгельма Конрада Рентгена. 100 лет со дня изобретения рентгеновских лучей ; 1995 ; D ; Ag ; AU ; 7 ; erfahren ; 365 
 2304 ; 5 марок. ФРГ. Вильгельм и Александр Гумбрльдт ; 1967 ; F ; Ag ; AU ; 19 ; Copirchik ; 872 
 2305 ; 5 марок. ФРГ. 25 лет Конституционному закону ; 1974 ; F ; Ag ; AU ; 2 ; Mike! ; 203 
 2306 ; 5 марок. ФРГ. 125 лет Франкфуртскому парламенту ; 1973 ; G ; Ag ; AU ; 4 ; Mike! ; 213 
 1601 ; 1 рубль ; 1965 ; 20 лет победы над Германией  ; Cu-Ni ; AU ; 16 ; Hant  ; 53 
 1602 ; 1 рубль. Брак монетного двора ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; AU ; 63 ; vladimir232 ; 257 
 1603 ; 10 копеек ; 1953 ;  ; Ni ; VF-XF ; 8 ; kro ; 16 
 1604 ; 3 копейки ; 1938 ;  ; Br ; F-VF ; 6 ; kro ; 16 
 1605 ; 2 копейки ; 1955 ;  ; Br ; VF- ; 13 ; kro ; 17 
 1606 ; 1 копейка ; 1936 ;  ; Br ; VF- ; 18 ; o.k. ; 17 
 1607 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 2 жетона (11шт). Упаковка ; 1980 ; ЛМД ; Cu/Ni,Cu/Z ; UNC ; 42 ; dariy ; 4138 
 1608 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 2 жетона (11шт). Упаковка ; 1978 ; ЛМД ; Cu/Ni,Cu/Z ; UNC ; 15 ; dragonfly ; 1224 
 1609 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 2 жетона (11шт). Упаковка ; 1977 ; ЛМД ; Cu/Ni,Cu/Z ; UNC ; 15 ; dragonfly ; 693 
 1610 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 2 жетона (11шт). Упаковка ; 1974 ; ЛМД ; Cu/Ni,Cu/Z ; AU ; 46 ; lvl555 ; 2792 
 1611 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 2 жетона (11шт). Упаковка ; 1987 ; ЛМД ; Cu/Ni,Cu/Z ; UNC ; 10 ; dragonfly ; 1222 
 1612 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 2 жетона (11шт). Упаковка ; 1990 ; ЛМД ; Cu/Ni,Cu/Z ; UNC ; 12 ; dragonfly ; 510 
 1613 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 2 жетона (11шт). Упаковка ; 1991 ; ЛМД ; Cu/Ni,Cu/Z ; UNC ; 34 ; Copirchik ; 816 
 1614 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 2 жетона (11шт). Упаковка ; 1975 ; ЛМД ; Cu/Ni,Cu/Z ; UNC ; 24 ; dragonfly ; 3740 
 1615 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 1 жетон (10шт). Упаковка ; 1989 ; ЛМД ; Cu/Ni,Cu/Z ; UNC ; 29 ; tong ; 624 
 1616 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 1 жетон (10шт). Упаковка ; 1989 ; ММД ; Cu/Ni,Cu/Z ; UNC ; 25 ; dragonfly ; 772 
 1617 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 1 жетон (10шт). Упаковка. ; 1988 ; ЛМД ; Cu/Ni,Cu/Z ; UNC ; 38 ; dragonfly ; 563 
 1618 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 1 жетон (10шт). Упаковка ; 1968 ; ЛМД ; Cu/Ni,Cu/Z ; UNC ; 16 ; dragonfly ; 2040 
 1619 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп. + 1 жетон (10шт) ; 1967 ; ЛМД ; Cu/Ni,Cu/Z ; UNC ; 45 ; lvl555 ; 3400 
 1620 ; Лот монет СССР (30шт): 10р, 20к, 15к, 10к, 5к, 3к, 1к ; 1943-1991 ;  ; Cu-Zn, Cu- ; VF-/XF+ ; 26 ; ton2519 ; 143 
 1621 ; Лот монет СССР (25шт): 20к, 15к, 10к, 5к ; 1946-1957 ;  ; Cu-Ni, Br ; VF-/XF ; 39 ; semen81 ; 171 
 1622 ; Лот монет СССР: 50 копеек (23шт) ; 1981-1991гг ;  ; Cu/Ni ; VF+/XF+ ; 13 ; tss ; 244 
 1623 ; Лот монет СССР: 1,10,15,20 коп (169шт) ; 1961-1991гг ;  ; Cu/Ni, Cu/ ; VF/XF+ ; 36 ; kro ; 373 
 1624 ; Лот монет СССР: 1,2,3 коп. (188шт) ; 1961-1991гг ;  ; Cu/Ni, Cu/ ; VF-/XF+ ; 20 ; kro ; 400 
 2231 ; Луидор. Франция. Людовик XV. Ранний портрет ; 1729 ; А ; Au ; VF/VF+ ; 33 ; Глол ; 18572 
 2232 ; Луидор. Франция. Людовик XV. Зрелый портрет ; 1744 ; W ; Au ; VF ; 31 ; юров ; 15102 
 2233 ; 10 марок. Пруссия ; 1888 ; A ; Au ; XF ; 37 ; Tede ; 6000 
 2234 ; 10 марок. Бавария ; 1890 ; D ; Au ; VF-XF ; 20 ; ЕВС ; 5146 
 2235 ; 1 соверен. Великобритания ; 1893 ;  ; Au ; XF+ ; 40 ; кашира ; 8900 
 2236 ; 20 крон. Дания ; 1910 ;  ; Au ; AU ; 27 ; ЕВС ; 9078 
 2237 ; 20 крон. Дания ; 1913 ;  ; Au ; AU ; 16 ; ЕВС ; 7283 
 2238 ; 20 франков. Франция ; 1911 ;  ; Au ; AU ; 17 ; кашира ; 5416 
 2239 ; 10 крон. Дания ; 1900 ;  ; Au ; AU ; 46 ; palex7 ; 6913 
 2240 ; 10 крон. Дания ; 1909 ;  ; Au ; XF+/AU ; 27 ; ЕВС ; 4062 
 2241 ; 10 крон. Дания ; 1913 ;  ; Au ; AU ; 30 ; choldon ; 3981 
 2242 ; Дукат. Австрия. Новодел ; 1915 ;  ; Au ; AU ; 9 ; Olimpia ; 3000 
 2243 ; 1/2 соверена. Великобритания ; 1895 ;  ; Au ; XF+ ; 27 ; palex7 ; 3603 
 2244 ; 1/2 соверена. Великобритания ; 1908 ;  ; Au ; XF- ; 33 ; Gop ; 4219 
 2245 ; 1/2 соверена. Великобритания ; 1911 ;  ; Au ; AU ; 35 ; mifod ; 4162 
 2246 ; 50 долларов. Канада. Елизаветта II ; 1982 ;  ; Au ; AU ; 28 ; Глол ; 24493 
 2247 ; 1 риксдалер. Швеция ; 1776 ;  ; Ag ; VF/VF+ ; 65 ; igaist ; 4169 
 2248 ; Талер. Франкфурт на Майне ; 1860 ;  ; Ag ; VF+ ; 27 ; atas ; 3122 
 2249 ; Талер. Пруссия. На коронацию Вильгельма и Августы ; 1861 ; A ; Ag ; XF ; 41 ; ICEK ; 3100 
 2250 ; Талер. Пруссия. В честь победы над Францией ; 1871 ; A ; Ag ; XF+ ; 32 ; ICEK ; 2550 
 2251 ; 5 марок. Пруссия. Вильгельм II ; 1907 ; A ; Ag ; VF+ ; 28 ; ICEK ; 1300 
 2252 ; 5 марок. Бавария ; 1904 ; D ; Ag ; VF+ ; 18 ; QSL ; 1377 
 2253 ; 5 марок. Германия. Церковь в Потсдаме ; 1935 ; J ; Ag ; VF ; 50 ; 1972 ; 506 
 2254 ; 3 марки. Вюртемберг ; 1909 ; F ; Ag ; VF+ ; 29 ; Mike! ; 1318 
 2255 ; 3 марки. Пруссия. Вильгельм II ; 1910 ; A ; Ag ; VF+ ; 25 ; ICEK ; 800 
 2256 ; 3 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; VF-XF ; 12 ; Mike! ; 888 
 1551 ; 10 копеек ; 1988 ;  ; Cu-Ni ; F+ ; 1 ; Grod ; 2 
 1552 ; 10 копеек ; 1989 ;  ; Cu-Ni ; VF ; 0 ; Не продан ; 0 
 1553 ; 3 копейки ; 1983 ;  ; Cu-Zn ; VF- ; 13 ; surf2k5 ; 14 
 1554 ; 3 копейки ; 1984 ;  ; Cu-Zn ; VF- ; 1 ; surf2k5 ; 2 
 1555 ; 3 копейки ; 1989 ;  ; Cu-Zn ; VF- ; 1 ; surf2k5 ; 2 
 1556 ; 3 копейки ; 1990 ;  ; Cu-Zn ; VF-XF ; 1 ; Grod ; 2 
 1557 ; 3 копейки ; 1991 ; ЛМД  ; Cu-Zn ; VF-XF ; 12 ; Grod ; 21 
 1558 ; 2 копейки ; 1989 ;  ; Cu-Zn ; VF ; 2 ; Grod ; 3 
 1559 ; 2 копейки ; 1991 ; ЛМД  ; Cu-Zn ; VF-XF ; 16 ; lm5665 ; 77 
 1560 ; 1 копейка ; 1986 ;  ; Cu-Zn ; F-VF ; 1 ; focus-nik2006 ; 2 
 1561 ; 1 копейка ; 1987 ;  ; Cu-Zn ; VF- ; 1 ; oxana ; 2 
 1562 ; 1 копейка ; 1988 ;  ; Cu-Zn ; VF ; 2 ; Grod ; 3 
 1563 ; 1 копейка ; 1989 ;  ; Cu-Zn ; VF-XF ; 1 ; oxana ; 2 
 1564 ; 1 копейка ; 1990 ;  ; Cu-Zn ; VF ; 2 ; Grod ; 3 
 1565 ; 1 копейка ; 1991 ; ЛМД  ; Cu-Zn ; VF+ ; 12 ; Grod ; 21 
 1566 ; 50 рублей ; 1993 ; ЛМД плакир.сталь  ; Cu-Zn ; VF+ ; 13 ; krokodil ; 62 
 1567 ; 20 рублей ; 1992 ; ЛМД  ; Cu-Ni ; VF-XF ; 1 ; surf2k5 ; 2 
 1568 ; 10 рублей ; 1992 ; ЛМД белый металл (немагнитный) ; Fe in Br ; VF+ ; 1 ; Copirchik ; 2 
 1569 ; 10 рублей ; 1993 ; ММД белый металл (магнитный)  ; Fe in Br ; XF+ ; 13 ; кабан ; 13 
 1570 ; 10 рублей ; 1993 ; ЛМД белый металл (магнитный)  ; Fe in Br ; VF-XF ; 23 ; Gop ; 362 
 1571 ; 5 рублей ; 1992 ; Л  ; Fe in Br ; XF ; 5 ; krokodil ; 21 
 1572 ; 1 рубль ; 1992 ; Л  ; Cu-Ni ; XF ; 1 ; surf2k5 ; 2 
 1573 ; 1 рубль ; 1992 ; Л  ; Cu-Ni ; XF- ; 1 ; surf2k5 ; 2 
 1574 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Кола ; Cu-Ni ; Proof ; 12 ; Mike! ; 260 
 1575 ; 5 копеек ; 1924 ; Гурт гладкий  ; Cu ; VF- ; 26 ; KKK ; 306 
 1576 ; 5 копеек ; 1924 ; Гурт гладкий  ; Cu ; VF- ; 27 ; serg007 ; 245 
 1577 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; VF ; 47 ; Lotus 99 ; 255 
 1578 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; VF- ; 17 ; Lotus 99 ; 141 
