 3561 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Poiuyt ; 34 
 1547 ; 3 рубля ; 1994 ; ЛМД Рязанский Кремль ; Ag ; Proof ; 27 ; imi ; 1315 
 1548 ; 3 рубля ; 1995 ; ММД Смоленский Кремль ; Ag ; Proof ; 17 ; Juliana ; 1380 
 1549 ; 3 рубля ; 1995 ; ММД Экспедиция Р.Амундсена ; Ag ; Proof ; 16 ; aluar ; 1352 
 1550 ; 3 рубля ; 1997 ; ММД Москва-Минск ; Ag ; Proof ; 27 ; Gatchina ; 1725 
 1551 ; 3 рубля ; 2000 ; СПМД Пушкин.Дворц.-парк.ансамбль ; Ag ; Proof ; 49 ; hermit ; 6479 
 1552 ; 3 рубля ; 2002 ; СПМД Церковь Бориса и Глеба, Кидекша ; Ag ; Proof ; 64 ; Gatchina ; 2123 
 1553 ; 3 рубля ; 2002 ; СПМД Зимн.Олимпиада, Солт-Лейк-Сити ; Ag ; Proof ; 29 ; Gatchina ; 1102 
 1554 ; 3 рубля ; 2003 ; ММД Весы ; Ag ; Proof ; 33 ; Gatchina ; 1255 
 1555 ; 3 рубля ; 2004 ; ММД Томск ; Ag ; Proof ; 49 ; E.V.A. ; 3411 
 1556 ; 3 рубля ; 2009 ; Легенды и сказки стран ЕврАз ЭС. Россия ; Ag ; Proof ; 43 ; Gatchina ; 2313 
 1557 ; 3 рубля. 65 лет победы. М-31,3гр ; 2010СПМД ;  ; Ag925 ; Proof ; 50 ; george ; 2004 
 1558 ; 2 рубля ; 1997 ; ЛМД Афанасий Никитин в Индии ; Ag ; Proof ; 6 ; LEXAI ; 1796 
 1559 ; 2 рубля ; 1997 ; ММД Афанасий Никитин в России ; Ag ; Proof ; 27 ; LEXAI ; 6015 
 1560 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет с собакой ; Ag ; Proof ; 4 ; Михалыч1777 ; 677 
 1561 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет за столом ; Ag ; Proof ; 16 ; Михалыч1777 ; 852 
 1562 ; 2 рубля ; 2002 ; ММД Весы ; Ag ; Proof ; 32 ; Gatchina ; 1655 
 1563 ; 2 рубля ; 2003 ; СПМД Телец ; Ag ; Proof ; 23 ; Gatchina ; 1486 
 1564 ; 2 рубля ; 2004 ; ММД 200 лет со дня рождения М.И.Глинки ; Ag ; Proof ; 38 ; acidorov ; 917 
 1565 ; 2 рубля. Выдающиеся спортсмены России. Лев Яшин. В буклете ; 2010СПМД ;  ; Ag925 ; Proof ; 40 ; yrik ; 4143 
 1566 ; 2 рубля. Выдающиеся спортсмены России. Эдуард Стрельцов. В буклете ; 2010СПМД ;  ; Ag925 ; Proof ; 44 ; yrik ; 4161 
 1567 ; 2 рубля. Выдающиеся спортсмены России. Константин Бесков. В буклете ; 2010СПМД ;  ; Ag925 ; Proof ; 38 ; yrik ; 4161 
 1568 ; Рубль ; 1921 ; (АГ) ; Ag ; XF ; 37 ; В.М. ; 2500 
 1569 ; Рубль ; 1921 ; (АГ) ; Ag ; VF-XF ; 29 ; МихАА ; 2040 
 1570 ; Рубль ; 1921 ; (АГ) ; Ag ; VF- ; 52 ; rim ; 1634 
 1571 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 30 ; ААФ ; 1251 
 1572 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 19 ; fain ; 1448 
 1573 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 10 ; ААФ ; 1200 
 1574 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 42 ; fain ; 1249 
 1575 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-/VF+ ; 114 ; страус ; 850 
 1576 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF+ ; 53 ; AnvlaSar6216 ; 510 
 1577 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 18 ; AKi ; 622 
 1578 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 62 ; AKi ; 622 
 1579 ; 50 копеек ; 1922 ; (АГ) ; Ag ; AU ; 82 ; qaz21qaz ; 2040 
 1580 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 35 ; AKi ; 438 
 1581 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 49 ; AKi ; 685 
 1582 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 123 ; ratar ; 296 
 1583 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 118 ; Опятор ; 267 
 1584 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 13 ; ratar ; 272 
 1585 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 91 ; Sveta ; 257 
 1586 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF- ; 117 ; Опятор ; 260 
 1587 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; AU ; 21 ; dimass70 ; 510 
 1588 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; AU ; 45 ; qaz21qaz ; 510 
 1589 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF/AU ; 20 ; visa ; 272 
 1590 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF/AU ; 40 ; visa ; 261 
 1591 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 13 ; андрей 580 ; 270 
 1464 ; Знак. 60 лет комсомолу Донбасса ;  ;  ; Al ; XF ; 92 ; ЛЯЛЯ ; 529 
 1465 ; Знак. Отличник ВМФ ;  ;  ; Ж/м,эмаль ; VF+ ; 30 ; Sveta ; 138 
 1466 ; Знак. Международная конференция по исследованиям в Арктике. Ленинград 88 ; ЛМД ;  ; Al ; AU ; 20 ; baumanets ; 31 
 1467 ; Знак ВЛКСМ ; ММД ;  ; Ж/м ; XF ; 31 ; baumanets ; 31 
 1468 ; Знак. Первенство области. Бег 3 место. Узбекская ССР ;  ;  ; Ж/м,эмаль ; XF- ; 18 ; Shadow13 ; 167 
 1469 ; Знак. Отличник здравоохранения №50168 ;  ;  ; Ж/м,эмаль ; XF+ ; 48 ; alex09 ; 1034 
 1470 ; Знак. 30 лет Комсомола ;  ;  ; Ж/м,эмаль ; VF+ ; 48 ; Sveta ; 547 
 1471 ; Знак. Вся власть Советам ;  ;  ; Ж/м,эмаль ; XF+ ; 77 ; alex09 ; 119 
 1472 ; Знак. Ленинградский совет народного хозяйства ;  ;  ; Ж/м,эмаль ; VF+ ; 40 ; baumanets ; 157 
 1473 ; Знак. 85 лет спортобществу "Динамо" ;  ;  ; Б/м ; AU ; 5 ; vic2 ; 61 
 1474 ; Знак "За окончание Горного института ;  ;  ; Ж/м,эмаль ; XF- ; 32 ; huvud ; 803 
 1475 ; Знак. Шахтерская слава 3 ст ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 10 ; Pikulin67 ; 459 
 1476 ; Знак. ДСО "Буревестник. Областной совет. 2 место ;  ;  ; Ж/м,эмаль ; VF+ ; 56 ; alex09 ; 143 
 1477 ; Знак. Готов к труду и обороне СССР 1 ступени ;  ;  ; Ж/м,эмаль ; VF+ ; 65 ; al69 ; 184 
 1478 ; Знак. Готов к труду и обороне СССР 2 ступени ;  ;  ; Ж/м,эмаль ; VF-XF ; 38 ; dimon46 ; 156 
 1479 ; Спортивный знак. 3 разряд ;  ;  ; Ж/м,эмаль ; VF ; 36 ; al69 ; 123 
 1480 ; Знак. Куйбышевгидрострой 1950-1957гг ; ММД ;  ; Ж/м,эмаль ; XF+ ; 25 ; huvud ; 209 
 1481 ; Знак. Пахтакор. Волейбол 2 место ;  ;  ; Ж/м,эмаль ; XF+ ; 42 ; Mike! ; 140 
 1482 ; Знак. Пахтакор. Волейбол 3 место ;  ;  ; Ж/м,эмаль ; XF+ ; 38 ; Akira ; 134 
 1483 ; Знак. Областной совет. Пахтакор. Волейбол 3 место ;  ;  ; Ж/м,эмаль ; XF+ ; 41 ; Akira ; 136 
 1484 ; Знак об окончании технического училища ; ММД ;  ; Al ; XF ; 7 ; baumanets ; 7 
 1485 ; Знак. Отличник государственных трудовых резервов. С удостоверением ; ЛМД ;  ; Ж/м,эмаль ; AU/XF ; 73 ; al69 ; 2007 
 1486 ; Знак. Отличный движенец. С удостоверением ;  ;  ; Ж/м,эмаль ; VF+ ; 27 ; Sveta ; 1281 
 1487 ; Знак. МИНАВТОПРОМ. Отличник соц. соревнования. С удостоверением ;  ;  ; Ж/м,эмаль ; XF+ ; 27 ; Filin77 ; 627 
 1488 ; Малая "серебряная" медаль. За успехи в развитии народного хозяйства СССР. Выставка достижений народного хозяйства СССР. D-23мм. С удостоверением ;  ;  ; Ag ; XF/AU ; 34 ; Sveta ; 483 
 1489 ; Малая "бронзовая" медаль. За достигнутые успехи в развитии народного хозяйства СССР. Выставка достижений народного хозяйства СССР. D-23мм. С удостоверением ;  ;  ; Br ; XF/AU ; 14 ; Murat_a ; 126 
 1490 ; Жетон. Рыбоохрана России. Государственный комитет РФ по рыболовству. D-32мм ;  ;  ; Ag999 ; AU ; 25 ; bolik ; 615 
 1491 ; Жетон на 10 литров бензина. Татарстан ; ND (1993) ;  ; Br ; AU ; 28 ; Скрудж ; 101 
 1492 ; Оренбургский водный жетон. О.Г.У. марка для воды ;  ;  ; Ж/м ; F-VF ; 32 ; apelsinov ; 513 
 1493 ; Тульский водопроводный жетон ;  ;  ; Ж/м ; VF- ; 20 ; von_Schwarz ; 612 
 1494 ; Медали на колодке "За достигнутые успехи в развитии народного хозяйства СССР. Выставка достижений народного хозяйства СССР": малая "бронзовая" медаль (2шт), большая "серебряная" медаль (1шт), малая "серебряная" медаль (2шт) ;  ;  ; Br,Ag ; XF/AU ; 116 ; xabib ; 2374 
 1495 ; Лот из 2-х значков "Отличник народного просвещения" и "Отличник соц. соревнования с/х РСФСР" ;  ;  ; Ж/м,эмаль ; XF+ ; 71 ; Al0851 ; 227 
 1496 ; Серия сувенирных знаков "Слава советскому народу - победителю". 30 лет победы: 16шт ;  ;  ; Al ; AU ; 72 ; himik121 ; 277 
 1497 ; Комплект значков "Перелет Москва - Сан-Джасинто": 3шт ;  ;  ; Al ; AU ; 29 ; aa_ras ; 132 
 1498 ; Лот спортивных значков: 3шт ;  ;  ; Al ; XF-/XF ; 36 ; мичман ; 79 
 1499 ; Лот значков "Судостроительный завод им. А.А.Жданова": 2шт ;  ;  ; Al ; XF/AU ; 30 ; vasm ; 113 
 1500 ; Лот значков хоккейных клубов: 10шт ;  ;  ; Al ; VF+/XF ; 43 ; Belfast ; 153 
 1501 ; Лот значков "Автомотолюбитель" (волга, жигули, москвич): 3шт ;  ;  ; Al ; XF/XF+ ; 24 ; vasm ; 94 
 1502 ; Лот знаков (2шт): Долг и честь, Отличник спецназ ;  ;  ; Al ; AU ; 33 ; Slava O ; 320 
 1503 ; Лот морских знаков (6шт) ;  ;  ; Al ; VF/XF ; 39 ; baumanets ; 306 
 1504 ; Лот значков "ВЛКСМ": 5шт ;  ;  ; Al ; XF/AU ; 50 ; ЛЯЛЯ ; 361 
 1505 ; Лот значков: 7шт ;  ;  ; Б/м,ж/м ; VF/XF ; 22 ; laosid ; 426 
 1506 ; Лот знаков (2шт): 80 лет ПВ ФПС, отличник погранвойск ;  ;  ; Al ; XF/XF+ ; 27 ; veterok1 ; 199 
 1507 ; Лот жетонов: 5шт. На 2-х жетонах отверстия ;  ;  ; Б/м,ж/м ; F+/VF+ ; 52 ; apelsinov ; 152 
 1536 ; Один червонец. М-8,6г ; 1976 ;  ; Au ; AU ; 14 ; marinin70 ; 12957 
 1537 ; Один червонец. М-8,6г ; 1981 ; ММД ; Au ; AU ; 10 ; marinin70 ; 11043 
 1538 ; 25 рублей ; 2002 ; ММД Лев ; Au ; Proof ; 18 ; Gatchina ; 4871 
 1539 ; 25 рублей. Упаковка нарушена ; 2003 ; ММД Рыбы ; Au ; Proof ; 23 ; Gatchina ; 4775 
 1540 ; 10 рублей ; 1979 ; ММД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; Proof ; 34 ; E.V.A. ; 1530 
 1541 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 21 ; sphinxdess ; 1725 
 1414 ; Знак. "Буревестник" всесоюзные студенческие соревнования ;  ;  ; Ж/м, эмаль ; VF-XF ; 65 ; vic2 ; 79 
 1415 ; Знак. Отличник миннефтехимпрома СССР ; ММД ;  ; Ж/м, эмаль ; AU ; 69 ; alex09 ; 191 
 1416 ; Знак. Мастер золотые руки ВЛКСМ ; ММЖ ;  ; Ж/м ; XF- ; 45 ; ЛЯЛЯ ; 536 
 1417 ; Знак. Молодому передовику животноводства ВЛКСМ ; ММД ;  ; Ж/м, Б/м ; VF+ ; 92 ; ЛЯЛЯ ; 536 
 1418 ; Знак. Лучшему учителю-комсомольцу ВЛКСМ ; ММД ;  ; Ж/м, эмаль ; XF+ ; 65 ; ЛЯЛЯ ; 536 
 1419 ; Знак. СВС ;  ;  ; Ж/м ; F+ ; 62 ; alex09 ; 184 
 1420 ; Знак. 65 лет правительственной связи ФАПСИ ;  ;  ; Ж/м ; XF- ; 33 ; Slava O ; 225 
 1421 ; Знак. 65 лет. Долг-отечество-честь. МВИ ФПС РФ ;  ;  ; Ж/м ; AU ; 80 ; baumanets ; 204 
 1422 ; Знак. Сборная команда СССР ;  ;  ; Б/м ; VF+ ; 59 ; Sveta ; 308 
 1423 ; Знак. XXII конкурт за безопасность движения. Победитель ;  ;  ; Al ; XF ; 53 ; alex09 ; 57 
 1424 ; Спортивный знак. II место ;  ;  ; Al ; XF- ; 13 ; alex09 ; 14 
 1425 ; Знак "За налет 300 тыс.км" ; ММД ;  ; Ж/м,эмаль ; AU ; 79 ; aa_ras ; 869 
 1426 ; Знак "За налет 500 тыс.км ; ММД ;  ; Ж/м,эмаль ; AU ; 37 ; aa_ras ; 548 
 1427 ; Знак "За налет 300 тыс.км ; ММД ;  ; Б/м,эмаль ; AU ; 57 ; Sveta ; 839 
 1428 ; Знак. X съезд Международного Астрономического Союза. Москва ; 1958 ;  ; Б/м ; XF- ; 74 ; marson2010 ; 459 
 1429 ; Знак. Сторонник. Единая Россия ;  ;  ; Ж/м ; AU ; 13 ; fanil ; 57 
 1430 ; Знак. 70 лет службы в Алакуртти ;  ;  ; Б/м ; AU ; 9 ; Майкл ; 161 
 1431 ; Знак. Служба в Алакуртти ;  ;  ; Б/м ; AU ; 7 ; laosid ; 116 
 1432 ; Знак. ВОВ 1941-1945гг ;  ;  ; Б/м ; AU ; 33 ; laosid ; 128 
 1433 ; Знак. 60 лет победы в ВОВ ;  ;  ; Б/м ; AU ; 33 ; laosid ; 142 
 1434 ; Знак. За активную работу в Комсомоле ; ММД ;  ; Ж/м,эмаль ; XF+ ; 84 ; Sveta ; 547 
 1435 ; Знак. За власть Советов 1917-1957 ; ММД ;  ; Б/м,эмаль ; VF+ ; 57 ; Sveta ; 1087 
 1436 ; Знак СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 15 ; alex09 ; 83 
 1437 ; Знак. ОСОАВИАХИМ ;  ;  ; Б/м,эмаль ; VF+ ; 173 ; alex09 ; 8639 
 1438 ; Знак. Подлодка. 15 лет ;  ;  ; Б/м ; AU ; 50 ; aa_ras ; 263 
 1439 ; Солдатский знак 3 класса ; ММД ;  ; Ж/м,эмаль ; XF ; 5 ; laosid ; 46 
 1440 ; Знак об окончании ЛВИМУ ; ММД ;  ; Ж/м,эмаль ; AU ; 96 ; Mike! ; 1018 
 1441 ; Знак. Парашют ;  ;  ; Ж/м,эмаль ; VF+ ; 9 ; 5491 ; 407 
 1442 ; Знак об окончании ВУЗа ; ММД ;  ; Б/м,эмаль ; XF+ ; 43 ; aa_ras ; 386 
 1443 ; Знак об окончании ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; AU ; 20 ; laosid ; 259 
 1444 ; Знак об окончании медицинского ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 71 ; mirumir ; 301 
 1445 ; Знак об окончании ВВМУ ;  ;  ; Ag,эмаль ; AU ; 35 ; costa ; 1785 
 1446 ; Знак об окончании гуманитарного ВУЗа ; ЛМД ;  ; Al ; XF ; 13 ; 5491 ; 104 
 1447 ; Знак об окончании медицинского ВУЗа ; ЛМД ;  ; Al ; AU ; 13 ; sveta6369 ; 101 
 1448 ; Знак об окончании технического ВУЗа ; ЛМД ;  ; Al ; VF+ ; 2 ; laosid ; 50 
 1449 ; Знак. 60 лет. Ломоносовский Морской колледж ВМФ ;  ;  ; Ж/м ; AU ; 23 ; zuza ; 239 
 1450 ; Знак. СЗАГС №01280 ;  ;  ; Б/м ; XF ; 2 ; QSL ; 114 
 1451 ; Знак. 40 лет ГосНИИ МИНОБОРОНЫ СССР ; 2005 ;  ; Ж/м ; AU ; 85 ; baumanets ; 239 
 1452 ; Знак. 40 лет КСФ ; 1973 ;  ; Ж/м ; VF+ ; 22 ; baumanets ; 240 
 1453 ; Знак. 50 лет. Ломоносовский Морской колледж ВМФ ; 1997 ;  ; Ж/м ; AU ; 41 ; fanil ; 327 
 1454 ; Знак. 14. 09.1959 ;  ;  ; Ж/м,эмаль ; VF ; 26 ; gelind ; 104 
 1455 ; Знак. 75 лет. СПВУ, ЖДВ,ВОСО ; ЛМД ;  ; Ж/м ; AU ; 17 ; baumanets ; 123 
 1456 ; Солдатский знак 3 класса. Утеряна закрутка ; ММД ;  ; Ж/м,эмаль ; VF-XF ; 8 ; LAB-A ; 9 
 1457 ; Знак. ЛЭТИ ;  ;  ; Ж/м,эмаль ; VF+ ; 35 ; murew ; 1019 
 1458 ; Знак. VIII спартакиада народов СССР. Чемпионат района ;  ;  ; Al ; AU ; 3 ; vasm ; 36 
 1459 ; Знак. Альфред Нобель ; ЛМД ;  ; Ж/м ; AU ; 58 ; Борец ; 104 
 1460 ; Знак. In venere veritas ; ЛМД ;  ; Ж/м ; XF/AU ; 8 ; plis ; 159 
 1461 ; Медаль. Пластическая и эстетическая хирургия лица. Первый Советско-Европейский конгресс. Медальер А.Шамаев. D-65мм ; 1991ЛМД ;  ; Ж/м ; XF+ ; 8 ; baumanets ; 101 
 1462 ; Знак. Эмблема подводных лодок ;  ;  ; Ж/м ; VF+ ; 5 ; fanil ; 158 
 1463 ; Знак. 60 лет Генштабу ВМФ ;  ;  ; Ж/м ; AU ; 9 ; fanil ; 215 
 1364 ; Орден "За военные заслуги". Венгрия ;  ;  ; Б/м,эмаль ; XF- ; 22 ; Grosh ; 272 
 1365 ; Медаль. Рудольф Хесс. Германия. D-39мм. В коробке ; 1981 ;  ; Ag1000 ; Proof-like ; 47 ; Pikulin67 ; 1066 
 1366 ; Жетон. Уполномоченные правительственные эксперты. Франция. D-31мм. В коробке ; 1831 ;  ; Ag ; VF-XF ; 38 ; marson2010 ; 1475 
 1367 ; Медаль конфирмационная. Франция, 3-я республика. D-34мм ; 1882 ;  ; Ag ; XF- ; 28 ; cat1 ; 768 
 1368 ; Медаль. 300 лет реформации. Ульрих Цвингли. Швейцария. D-31мм ; 1819 ;  ; Ag ; XF+ ; 19 ; cat1 ; 1020 
 1369 ; Медаль. 300 лет Аугсбургскому соглашению по вероисповеданию. Мартин Лютер, Иоанн Постоянный и Филипп Меланхтон. Германия, Нюрнберг. D-32мм. Убрана напайка 12  часов ; 1830 ;  ; Ag ; F-VF ; 29 ; elya ; 718 
 1370 ; Медаль. 3-й год правления. Ватикан, Иоанн XXIII (1958-1963). D-44мм ; 1960 ;  ; Ag ; Proof-Like ; 20 ; cat1 ; 1020 
 1371 ; Медаль. Жизнеописание Клета I. 1712г. Папская область, Папа Клет I (80-93). D-38мм ;  ;  ; Br ; AU ; 7 ; slavakrivi ; 816 
 1372 ; Медаль. Торговая палата Франции. Франция, Людовик XIV. D-41мм ; Конец XIX века ;  ; Br ; XF ; 24 ; ealiev ; 1156 
 1373 ; Медаль. Король-покровитель провинций. Франция, Людовик XV. D-41мм ; Конец XIX века ;  ; Br ; XF/AU ; 152 ; ealiev ; 1156 
 1374 ; Жетон. 300 лет реформации. Мартин Лютер. Германия, Дрезден. D-23мм ; 1817 ;  ; Ag ; XF+ ; 26 ; Георг ; 819 
 1375 ; Жетон. 300 лет реформации. Мартин Лютер. Германия, Штуттгарт. D-21мм ; 1817 ;  ; Ag ; XF ; 17 ; Георг ; 804 
 1376 ; Жетон религиозный. Папа Пий IX. Папская область. D-26мм ; 1866 ;  ; Ag ; F-VF ; 9 ; slavakrivi ; 510 
 1377 ; Жетон. На коронацию короля Георга V и королевы Марии. Великобритания ; 1911 ;  ; Br ; VF-XF ; 57 ; D-503 ; 266 
 1378 ; Медаль. Г.Штальберг. Финляндия. D-31мм ; 1960 ;  ; Ж/м ; AU ; 25 ; Sterh ; 29 
 1379 ; Медаль. 75 лет. Сберкасса при почтовом отделении. Финляндия ; 1961 ;  ; Ж/м ; AU ; 19 ; kont ; 38 
 1380 ; Жетон. 100 лет. АО "Стокманн". Финляндия ; 1962 ;  ; Ж/м ; AU ; 17 ; baumanets ; 24 
 1381 ; Медаль за лучшую лошадь. Швеция, Густав V. М-33,70гр, D- 45мм ; 1932 ;  ; Ag ; XF+ ; 43 ; Boltnev ; 1428 
 1382 ; Жетон прусской гребной регаты 20 авг 1933г.. Германия. D-50*44мм ;  ;  ; Ag900, зол ; AU ; 100 ; marson2010 ; 3616 
 1383 ; Медаль стрелкового фестиваля. Германия. D-34мм ; 1931-1932 ;  ; Br, серебр ; AU/XF ; 47 ; crispy-duck ; 500 
 1384 ; Наградной крест стрелкового фестиваля. Германия ; 1932-1933 ;  ; Br, сереб, ; XF+ ; 25 ; crispy-duck ; 395 
 1385 ; Жетон в честь Немецко-Австрийского союза в 1МВ. Германия. D-28мм ; 1914 ;  ; Al ; AU ; 66 ; gus ; 510 
 1386 ; Медаль в честь Хуго-Эккенера- строителя дирижаблей. Германия. D-32мм ;  ;  ; Ag ; AU ; 60 ; Георг ; 2023 
 1387 ; Медаль в честь Бисмарка и Гинденбурга. Германия. D-36мм ;  ;  ; Ag900 ; Proof-Like ; 63 ; Георг ; 3055 
 1388 ; Медаль в честь Пия XI. Германия. D-36мм ; 1929 ;  ; Ag ; XF/AU ; 69 ; vallis ; 900 
 1389 ; Медаль крестильная. Германия. D-40мм ;  ;  ; Ag ; VF-XF ; 37 ; cat1 ; 1084 
 1390 ; Медаль. Германия. D-30мм ; XVIII-XIXвв ;  ; Ag ; VF ; 48 ; ealiev ; 1274 
 1391 ; Медаль. Жизнеописание Льва XI. Папская область, Лев XI (1605). D-38мм ; 1712 ;  ; Br ; VF-XF ; 29 ; Lena6975 ; 638 
 1392 ; Жетон. Роберт Райкес - основатель воскресной школы. Отверстие 12 часов ;  ;  ; Ж/м ; VF- ; 5 ; Pankratov ; 77 
 1393 ; Медаль за взятие Риги 1917г ;  ;  ; Fe ; VF- ; 48 ; von_Schwarz ; 573 
 1394 ; Жетон. 50 лет. Бельгия. D-30мм ;  ;  ; Б/м ; AU ; 24 ; baumanets ; 51 
 1395 ; Жетон иностранный. D-30мм ; 2002 ;  ; Б/м ; AU ; 4 ; Lena6975 ; 51 
 1396 ; Жетон ? Бирмингем. Отверстие ;  ;  ; Ж/м ; F-VF ; 32 ; von_Schwarz ; 85 
 1397 ; Знак. Отличный пограничник. Венгрия ;  ;  ; Ж/м ; AU ; 27 ; 542 ; 96 
 1398 ; Знак. Участник бригадирского движения. Болгария. Отломана заколка ;  ;  ; Ж/м ; VF ; 8 ; Belfast ; 41 
 1399 ; Знак пограничника. Югославия ;  ;  ; Б/м ; VF-XF ; 34 ; wass34 ; 215 
 1400 ; Знак "90 лет партийной ячейки БКП 1891-1981гг". Болгария ;  ;  ; Ж/м ; XF+ ; 48 ; 542 ; 150 
 1401 ; Знак. 50 лет Норильскому комбинату ; 1985 ;  ; Б/м ; XF+ ; 9 ; SadKo ; 114 
 1402 ; Знак. Международная выставка "Сатира в борьбе за мир". Москва ; 1983 ;  ; Ж/м ; XF- ; 16 ; baumanets ; 45 
 1403 ; Знак. Отличник социалистического соревнования. Министерство промышленности средств связи СССР ;  ;  ; Б/м ; XF- ; 62 ; Sky2 ; 1726 
 1404 ; Знак об окончании Ленинградского электротехнического институтра им. В.И. Ульянова. ЛЭТИ ;  ;  ; Ж/м, эмаль ; XF+ ; 51 ; murew ; 826 
 1405 ; Знак об окончании ВАА им. Калинина ;  ;  ; Ж/м, эмаль ; AU ; 74 ; vvp500 ; 614 
 1406 ; Знак. Первенство края РСФСР II место ;  ;  ; Ж/м, эмаль ; VF ; 95 ; qwe1000 ; 770 
 1407 ; Знак. Военный летчик II класса ;  ;  ; Ж/м, эмаль ; XF ; 59 ; alex09 ; 140 
 1408 ; Знак оператора радиотехнический войск. 2 класса ;  ;  ; Ж/м, эмаль ; VF ; 84 ; alex09 ; 201 
 1409 ; Знак палубной авиации ; ЛМД ;  ; Ж/м, эмаль ; XF ; 71 ; alex09 ; 362 
 1410 ; Знак классности. 1  класс ;  ;  ; Ж/м, эмаль ; AU ; 62 ; LAB-A ; 73 
 1411 ; Знак. Отличник соцсоревнования черной металлургии СССР ; ММЖ ;  ; Ж/м, эмаль ; VF-XF ; 48 ; Sky2 ; 337 
 1412 ; Знак. Автомобильная промышленность СССР. Ветеран ; ММД ;  ; Ж/м ; AU ; 57 ; alex09 ; 123 
 1413 ; Знак. Почетный работник миннефтегазстрой ; ММД ;  ; Ж/м ; AU ; 74 ; ВКС ; 530 
 1314 ; Медаль "За заслуги перед Отечеством" 2 степени. Венгрия ;  ;  ; Ж/м,сереб, ; XF+ ; 24 ; huvud ; 238 
 1315 ; Медаль "За заслуги перед Отечеством" 3 степени. Венгрия ;  ;  ; Ж/м,эмаль ; XF+ ; 10 ; Sky2 ; 227 
 1316 ; Медаль "За безупречную службу" 20 лет. Венгрия ;  ;  ; Ж/м ; XF+ ; 7 ; Sky2 ; 227 
 1317 ; Медаль "За безупречную службу" 30 лет. Венгрия ;  ;  ; Ж/м ; XF+ ; 7 ; Sky2 ; 223 
 1318 ; Медаль Общественная безопасность 1 степени. Венгрия ;  ;  ; Ж/м ; XF+ ; 24 ; Slava O ; 294 
 1319 ; Медаль Общественная безопасность 3 степени. Венгрия ;  ;  ; Ж/м ; XF+ ; 33 ; Slava O ; 334 
 1320 ; Медаль Пожарных "За выслугу 5 лет". Венгрия ;  ;  ; Ж/м ; XF+ ; 39 ; wass34 ; 288 
 1321 ; Медаль Пожарных "За выслугу 10 лет". Венгрия ;  ;  ; Ж/м,серебр ; VF-XF ; 33 ; waickman ; 204 
 1322 ; Медаль Пожарных "За выслугу 15 лет". Венгрия ;  ;  ; Ж/м,серебр ; VF- ; 14 ; NatanZig ; 275 
 1323 ; Медаль Пожарных "За выслугу 20 лет". Венгрия ;  ;  ; Ж/м ; XF ; 26 ; 542 ; 284 
 1324 ; Жетон. Строительство Северо-Восточного канала. Германия ;  ;  ; Ж/м,серебр ; VF-XF ; 99 ; Георг ; 741 
 1325 ; Медаль. Соревнование по охоте. Мекленбург. Германия ; 1900 ;  ; Ж/м,золоче ; VF+ ; 52 ; wass34 ; 473 
 1326 ; Медаль "За долговременную службу в с/х". Восточная Пруссия ;  ;  ; Ag ; VF ; 60 ; Akira ; 2362 
 1327 ; Железный крест II класса. Пруссия ;  ;  ; Fe,Ag ; VF-XF ; 40 ; cat1 ; 1364 
 1328 ; Медаль "За достижения в боевых группах рабочего класса" "серебряная" степень. ГДР ;  ;  ; Б/м ; VF+ ; 34 ; Майкл ; 232 
