 6048 ; Бона иностранная ;  ;  ;  ;  ; 57 ; qver ; 512 
 2380 ; Лот монет Банка России: 5,2,1 рубль, 50,10 копеек (5шт) ; 2013СПМД ;  ; St/Ni,St/Лат ; AU ; 32 ; Horta ; 203 
 2381 ; Лот монет Банка России (графическое изображение рубля): 1 руб (10шт) ; 2014 ;  ; Ni/St ; AU ; 27 ; Alina ; 62 
 2382 ; Лот монет Банка России (графическое изображение рубля): 1 руб (10шт) ; 2014 ;  ; Ni/St ; AU ; 39 ; 312 ; 62 
 2383 ; Лот монет СССР (8шт): 2 копейки ; 1926-1935 ;  ; Br ; F/F-VF ; 29 ; ooooo1961 ; 115 
 2384 ; Лот монет Банка России: 25 рублей (3шт) Олимпиада в Сочи. Упаковка ; 2011-2014 ;  ; Cu-Ni ; Unc ; 33 ; хомяк ; 132 
 2385 ; Лот монет Банка России (10шт): 10 рублей ; 1993 ;  ; Cu/Ni ; XF ; 3 ; Шмейхель ; 6 
 2386 ; Лот монет Банка России (графическое изображение рубля): 1 руб (10шт) ; 2014 ;  ; Ni/St ; AU ; 39 ; акто_то ; 70 
 2387 ; Лот монет Банка России (6шт): 10 рублей ; 2005-2009 ;  ; Би/м ; XF- ; 35 ; vania1981 ; 214 
 2388 ; Лот монет СССР (89шт): разные мониналы ; 1989 ;  ; Cu/Ni,Cu/Zn ; VF-/VF+ ; 15 ; копейчки ; 101 
 2289 ; Набор монет Универсиада в Казани (2шт): 10 рублей. В альбоме ; 2013 ;  ; Лат/St ; AU ; 25 ; cr2952 ; 173 
 2290 ; Набор монет Олимпиада в Сочи (8шт): 25 р+Бона. В альбоме ; 2011-2014 ;  ; Cu/Ni ; AU ; 48 ; TaraskaPeter ; 867 
 2291 ; Набор монет БР (8шт): 10р, 5т,2р,1р,50к,10к,5к,1к. В альбоме ; 2014 ;  ; Лат/St,Ni/St ; AU ; 13 ; Serg3368 ; 490 
 2292 ; Набор монет Универсиада в Казани (2шт): 10 рублей. В альбоме ; 2013 ;  ; Лат/St ; AU ; 39 ; cr2952 ; 168 
 2293 ; Лот регулярных монет СССР (36шт): 1 рубль ; 1964-1988 ;  ; Cu/Ni ; VF/VF+ ; 19 ; прохожий ; 1530 
 2294 ; Лот юбилейных монет СССР (20шт): 1 рубль.100 лет Ленину ; 1970 ;  ; Cu/Ni ; VF/F ; 24 ; сортам70 ; 136 
 2295 ; Лот юбилейных монет СССР (27шт): 1 рубль. 50 лет Советской власти ; 1967 ;  ; Cu/Ni ; VF ; 31 ; cr2952 ; 159 
 2296 ; Лот юбилейных монет СССР (16шт): 1 рубль ; 1983-1991 ;  ; Cu-Ni ; XF/XF- ; 47 ; Надежда ; 1878 
 2297 ; Лот омнет Олимпиада 1980г (2шт): 1 рубль. Московский кремль с ошибкой и без ; 1978 ;  ; Cu/Ni ; XF- ; 6 ; Leopold36 ; 687 
 2298 ; Лот юбилейных монет СССР (8шт): 1 рубль. 30 лет победы ; 1975 ;  ; Cu/Ni ; VF/VF+ ; 29 ; kuder ; 156 
 2299 ; Лот юбилейных монет СССР (29шт): 1 рубль.20 лет победы ; 1965 ;  ; Cu/Ni ; VF ; 17 ; сортам70 ; 212 
 2300 ; Лот монет СССР (48шт): 2к,1к ; 1961-1991 ;  ; Cu/Zn ; VF/XF ; 37 ; mix69531 ; 300 
 2301 ; Лот монет СССР (18шт): 20 копеек ; 1961-1991 ;  ; Cu/Nu ; VF/XF ; 26 ; gerber68 ; 160 
 2302 ; Лот монет СССР (26шт): 10 копеек ; 1961-1991 ;  ; Cu/Nu ; VF/XF ; 14 ; Vebr ; 70 
 2303 ; Лот монет СССР (32шт): 2 копейки ; 1961-1991 ;  ; Cu/Zn ; VF/VF-XF ; 25 ; прохожий ; 1010 
 2304 ; Лот монет СССР (21шт): 5 копеек ; 1961-1991 ;  ; Cu/Zn ; VF/VF+ ; 52 ; ava_55 ; 587 
 2305 ; Лот монет СССР (30шт): 3 копейки ; 1961-1991 ;  ; Cu/Zn ; VF/VF-XF ; 82 ; dim78 ; 1691 
 2306 ; Лот монет СССР (32шт): 1 копейка ; 1961-1991 ;  ; Cu/Zn ; VF/VF-XF ; 33 ; прохожий ; 717 
 2307 ; Лот монет Банка России: 25 рублей (25шт). Олимпиада в Сочи-2014. Талисманы. Упаковка ; 2012 ;  ; Cu-Ni ; Unc ; 27 ; torbey ; 1224 
 2308 ; Лот монет Банка России: 25 рублей (25шт). Олимпиада в Сочи-2014. Лучик и снежинка. Упаковка ; 2013 ;  ; Cu-Ni ; Unc ; 26 ; torbey ; 1224 
 2309 ; Лот монет Банка России: 10 руб М-670г ; 1992,1993 ;  ; Cu-Ni ; VF/XF ; 15 ; Инвестор ; 99 
 2310 ; Лот монет Банка России: 1 руб М-603г ;  ;  ; Cu-Ni/St ; VF/XF ; 7 ; Инвестор ; 51 
 2311 ; Лот монет Банка России: 20 руб 43шт ;  ;  ; Cu-Ni ; VF/XF ; 22 ; lavist ; 101 
 2312 ; Лот монет Банка России: 5,1,10 руб 111шт ; 1993,1991 ;  ; Cu-Ni ; VF/XF ; 7 ; cr2952 ; 100 
 2313 ; Лот монет Банка России и СССР: 10 коп, 5 руб (51шт) ; 1991,1992 ;  ; Cu/St ; VF/XF ; 14 ; Инвестор ; 21 
 2314 ; Лот монет Банка России: 10 руб (41шт) ; 1992 ;  ; Cu-Ni ; VF/XF ; 7 ; Инвестор ; 16 
 2315 ; Лот монет Банка России: 50 руб (51шт) ;  ;  ; Cu-Zn ; VF/XF ; 88 ; Юстас ; 281 
 2316 ; Лот монет СССР: 1 коп (121шт) ;  ;  ; Cu-Zn ; VF/XF ; 36 ; lalula ; 188 
 2317 ; Лот монет Банка России: 1 коп (113 ) ;  ;  ; Cu-Ni ; VF/XF ; 56 ; lbah1 ; 322 
 2318 ; Лот монет СССР (32шт): 5 копеек ; 1961-1962 ;  ; Cu/Zn ; VF-/VF+ ; 19 ; astksu ; 105 
 2319 ; Лот монет СССР (76шт): 2 копейки ; 1981-1989 ;  ; Cu/Zn ; VF-/VF ; 21 ; Vebr ; 147 
 2320 ; Лот монет СССР (126шт): 10 копеек ; 1980-1991 ;  ; Cu/Ni ; VF/XF ; 10 ; Vebr ; 51 
 2321 ; Лот монет СССР (105шт): 15 копеек ; 1961-1991 ;  ; Cu/Ni ; VF/XF ; 26 ; gerber68 ; 359 
 2322 ; Лот монет СССР (111шт): 5 копейки ; 1961-1991 ;  ; Cu/Zn ; F/VF ; 9 ; Инвестор ; 352 
 2323 ; Лот монет СССР (191шт): 3 копейки ; 1961-1991 ;  ; Cu/Zn ; F/VF ; 28 ; lalula ; 199 
 2324 ; Лот монет СССР: 20,15,10,5,3,2,1 коп (117шт) ; 1961-1991 ;  ; Cu-Zn,Cu-Ni ; F/XF ; 27 ; mix69531 ; 100 
 2325 ; Лот монет СССР: 1 руб, 10,5,3,2,1 коп (126шт) ; 1962-1992 ;  ; Cu-Zn,Cu-Ni ; F-VF/XF ; 42 ; mix69531 ; 105 
 2326 ; Лот монет СССР (171шт): 20 копеек ; 1961-1991 ;  ; Cu/Ni ; VF/XF ; 12 ; mix69531 ; 116 
 2327 ; Лот монет СССР (12шт): 5 копеек ; 1980-1991 ;  ; Cu/Zn ; VF+/XF+ ; 35 ; копейчки ; 167 
 2328 ; Лот монет Банка России (5шт): 10 рублей ; 2000-2009 ;  ; Би/м ; XF- ; 42 ; Evgeniy19 ; 195 
 2329 ; Лот монет Банка России и СССР: 100,50,10,5,1 руб,50,10 коп (23шт) ; 1991-1993 ;  ; Би/м,cu-Zn,Cu-N ; VF/XF ; 18 ; Ctap4e ; 227 
 2330 ; Лот монет Банка России (графическое изображение рубля): 1 руб (10шт) ; 2014 ;  ; Ni/St ; AU ; 18 ; vlad.gor ; 62 
 2331 ; Лот монет БР. Министерства (7шт): 10 рублей ; 2002 ;  ; Би/м ; VF+/XF ; 33 ; Kirillbill ; 906 
 2332 ; Лот монет СССР (10шт): 3 копейки ; 1955 ;  ; Br ; F/F+ ; 11 ; AYP ; 28 
 2333 ; Лот монет Банка России (10шт): 10 рублей. Саратовская обл. ; 2014 ;  ; Би/м ; XF/AU ; 31 ; Evgeniy19 ; 239 
 2334 ; Лот монет СССР (11шт): 3 копейки ; 1948,1949,1950 ;  ; Br ; F/F+ ; 16 ; collector64 ; 47 
 2335 ; Лот монет Банка России: 1 рубль графическое изображение, 10 рублей (6шт) Древнии Города ; 2002-2014 ;  ; Би/м,St/Ni ; XF-/AU ; 38 ; lego ; 509 
 2336 ; Лот монет Банка России (графическое изображение рубля): 1 руб (10шт) ; 2014 ;  ; Ni/St ; AU ; 33 ; vlad.gor ; 62 
 2337 ; Лот монет СССР (32шт): 5 копеек ; 1930-1957 ;  ; Br ; VG/F ; 17 ; мон ; 99 
 2338 ; Лот монет Банка России (графическое изображение рубля): 1 руб (10шт) ; 2014 ;  ; Ni/St ; AU ; 47 ; koe ; 62 
 2239 ; 25 рублей. Олимпиада в Сочи-2014. Талисманы. Упаковка ; 2012 ;  ; Cu-Ni ; Unc ; 32 ; Kirillbill ; 81 
 2240 ; 25 рублей. Олимпиада в Сочи-2014. Талисманы. Упаковка ; 2014 ;  ; Cu-Ni ; Unc ; 23 ; 312 ; 68 
 2241 ; 25 рублей. Олимпиада в Сочи-2014. Факел. Упаковка ; 2014 ;  ; Cu-Ni ; Unc ; 17 ; docentatk ; 75 
 2242 ; 25 рублей. Олимпиада в Сочи-2014. Лучик и снежинка. Упаковка ; 2013 ;  ; Cu-Ni ; Unc ; 15 ; Грач ; 77 
 2243 ; 25 рублей. Олимпиада в Сочи-2014. Горы. Упаковка ; 2011 ;  ; Cu-Ni ; Unc ; 9 ; Xelper ; 68 
 2244 ; 1 рубль+Жетон ЛМД. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 52 ; Запруда ; 1361 
 2245 ; Жетон. ЛМД ;  ;  ; Ж/м ; AU ; 44 ; mezy1969 ; 340 
 2246 ; Набор монет Олимпиада 1980г (6шт): 1 рубль. В коробке ; 1977-1980 ;  ; Cu-Ni ; AU ; 45 ; mexngaz ; 2601 
 2247 ; Альбом монет Банка России (Севастопольи Крым): 10 руб (2шт) ; 2014 ;  ; Лат/St ; AU ; 11 ; cr2952 ; 189 
 2248 ; Альбом монет Банка России (Севастопольи Крым): 10 руб (2шт) ; 2014 ;  ; Лат/St ; AU ; 15 ; cr2952 ; 190 
 2249 ; Альбом монет Банка России (Севастопольи Крым): 10 руб (2шт) ; 2014 ;  ; Лат/St ; AU ; 29 ; Schwer ; 193 
 2250 ; 1 рубль. Графическое обозначение+Жетон. В буклете ; 2014ММД ;  ; Ni/St ; AU ; 36 ; chinche ; 1000 
 2251 ; 2 рубль. Графическое обозначение. В буклете ; 2014 ;  ; Nii/St ; AU ; 9 ; 22711 ; 34 
 2252 ; 10 рублей. Конституция+Жетон. В буклете ; 2013ММД ;  ; Лат/St ; AU ; 40 ; chinche ; 1000 
 2253 ; 25 рублей. Олимпиада в Сочи 2014г. В буклете ; 2014 ;  ; Cu/Ni, краска ; Unc ; 36 ; kuder ; 872 
 2254 ; Лот монет СССР: 20,15,10,5,3,2,1 коп (7шт) + жетон ; 1962 ;  ; Cu-Ni,Cu-Zn ; F-VF/AU ; 95 ; фигаро ; 10326 
 2255 ; Неполный набор СССР (8шт): 15к,10к,5к,3к,2к,1к+2 жетона. В пластиковой капсуле ; 1976 ;  ; Cu/Ni,Cu/Zn ; XF/AU ; 39 ; dim78 ; 632 
 2256 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1977ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 34 ; TaraskaPeter ; 2040 
 2257 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1978ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 33 ; фигаро ; 2030 
 2258 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1979ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 24 ; TaraskaPeter ; 2267 
 2259 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Упаковка вскрыта (юбилейный рубль отсутствует) ; 1980ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 74 ; ryber ; 2754 
 2260 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1987ЛМД ;  ; Cu-Ni,Cu-Zn ; VF-XF/AU ; 59 ; диман ; 2968 
 2261 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон. В пластиковой капсуле нарушена ; 1987 ;  ; Cu/Ni,Cu/Zn ; AU ; 35 ; фигаро ; 2030 
 2262 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1990ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 37 ; Винни Пух ; 3275 
 2263 ; Набор монет СССР (11шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+2 жетона. Упаковка ; 1991 ;  ; Cu/Ni,Cu/Zn ; AU ; 21 ; Винни Пух ; 2029 
 2264 ; Набор монет Банка России (7шт): 100р,50р,20р,10р,5р,1р+Жетон. Упаковка ; 1992 ;  ; Би/м,Cu/Ni,Cu/Z ; Unc/AU ; 8 ; Xxzx ; 1428 
 2265 ; Набор монет БР (7шт): 100р,50р,20р,10р,5р,1р+Жетон. В буклете ; 1992ЛМД ;  ; Би/м,Cu/Ni,Cu/Z ; AU ; 36 ; фигаро ; 1514 
 2266 ; Набор монет БР (6шт): 100р,50р,20р,10р,5р,1р. В пластиковой капсуле ; 1992 ;  ; Би/м,Cu/Ni,Cu/Z ; XF-/XF ; 30 ; daymand ; 1449 
 2267 ; Набор монет БР (23шт): 100,50,20,10,5,1 рубль ; 1992-1993 ;  ; Би/м, Cu/Ni,Cu/ ; XF/AU ; 27 ; blacksea ; 3264 
 2268 ; Набор "300 лет Российскому флоту". В буклете ; 1996 ; ЛМД ; Cu/Ni,Cu/Zn ; AU ; 49 ; Volok ; 26010 
 2269 ; Набор монет Банка России (7шт): 100р,50р, 20р,10р,5р,1р+Жетон. Упаковка ; 1992 ;  ; Cu/Ni,Cu/Zn ; AU ; 26 ; lalula ; 1224 
 2270 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1978ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 69 ; 83ag ; 2005 
 2271 ; Набор монет БР (выпуск 4) (5шт): 10 рублей+Жетон. В буклете ; 2008 ;  ; Би/м ; AU ; 13 ; blacksea ; 1122 
 2272 ; Набор разменных монет (8шт): 5р,2р,1р,50к,10к,5к,1к+Жетон. В буклете ; 2008 ;  ; Ni/St, томп/St ; AU ; 24 ; TaraskaPeter ; 1360 
 2273 ; Набор разменных монет (8шт): 5р,2р,1р,50к,10к,5к,1к+Жетон. В буклете ; 2009 ;  ; Ni/St, томпак/S ; AU ; 48 ; TaraskaPeter ; 3591 
 2274 ; Набор монет БР (6шт): 5р,2р,1р,50к,10к+Жетон. В буклете ; 2010 ;  ; Ni/St, Cu/Zn ; AU ; 26 ; antonman ; 1328 
 2275 ; Набор монет БР (6шт): 5р,2р,1р,50к,10к+Жетон. В буклете ; 2010 ;  ; Ni/St, Cu/Zn ; AU ; 34 ; judge ; 2428 
 2276 ; Набор монет Банка России: 5,2,1 руб, 50,10 коп (5шт) + жетон. Буклет ; СПМД ;  ; Ni/St,Cu-Zn/St ; AU ; 32 ; sizimund ; 1277 
 2277 ; Альбом монет Банка России (ГВС): 10 руб (38шт) ; 2010-2014 ;  ; Лат/St ; AU/XF+ ; 34 ; vlad.gor ; 751 
 2278 ; Альбом монет Банка России (200 лет Отечественной войны 1812): 10,5,2 руб (28шт) ; 2012 ;  ; Ni/St,лат/St ; AU ; 51 ; aleksandr733 ; 928 
 2279 ; Набор монет 200 лет победы в ОВ 1812г (28шт): 10р,5р,2р. В альбоме ; 2012 ;  ; Лат/St,Ni/St ; AU ; 35 ; antonman ; 714 
 2280 ; Набор монет 200 лет победы в ОВ 1812г (28шт): 10р,5р,2р. В альбоме ; 2012 ;  ; Лат/St,Ni/St ; AU ; 45 ; Винни Пух ; 1540 
 2281 ; Набор монет ГВС (40шт): 10 рублей ; 2010-2014 ;  ; Лат/St ; XF/AU ; 32 ; Drusa80 ; 867 
 2282 ; Набор монет современной россии (52шт): 5к,1к ; 1997-2014 ;  ; Cu/Ni ; XF/XF+ ; 35 ; blacksea ; 2968 
 2283 ; Альбом монет СССР: 5 руб (70 лет победы в ВОВ): 18шт ; 2014 ;  ; Ni/St ; AU ; 39 ; любитель555 ; 1100 
 2284 ; Альбом монет СССР: 5 руб (70 лет победы в ВОВ): 18шт ; 2014 ;  ; Ni/St ; AU ; 53 ; yas ; 1145 
 2285 ; Альбом монет Банка России (70 лет Великой победы): 5 руб (18шт) ; 2014 ;  ; Ni/St ; AU ; 25 ; mezy1969 ; 1106 
 2286 ; Альбом монет Банка России (70 лет Великой победы): 5 руб (18шт) ; 2014 ;  ; Ni/St ; AU ; 39 ; heavy_fly ; 1015 
 2287 ; Альбом монет Банка России (70 лет Великой победы): 5 руб (18шт) ; 2014 ;  ; Ni/St ; AU ; 46 ; nivva ; 1020 
 2288 ; Альбом монет СССР: 25 руб (Сочи-2014). Упаковка. 4шт ; 2011-2014 ;  ; Cu-Ni ; Unc ; 19 ; yas ; 442 
 2189 ; 20 копеек ; 1956 ;  ; Ni ; AU ; 25 ; John16 ; 270 
 2190 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 41 ; heavy_fly ; 126 
 2191 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 15 ; Алексис ; 105 
 2192 ; 15 копеек ; 1943 ;  ; Ni ; XF ; 65 ; uporleza ; 209 
 2193 ; 15 копеек ; 1943 ;  ; Ni ; XF- ; 34 ; Repz ; 181 
 2194 ; 15 копеек ; 1945 ;  ; Ni ; VF ; 60 ; AVGUST ; 174 
 2195 ; 15 копеек ; 1950 ;  ; Ni ; VF+ ; 16 ; judge ; 153 
 2196 ; 15 копеек ; 1954 ;  ; Ni ; XF ; 47 ; dim66 ; 113 
 2197 ; 15 копеек ; 1955 ;  ; Ni ; XF+ ; 26 ; AVGUST ; 128 
 2198 ; 15 копеек ; 1956 ;  ; Ni ; XF ; 12 ; stok ; 36 
 2199 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF+ ; 30 ; AVGUST ; 114 
 2200 ; 10 копеек ; 1946 ;  ; Ni ; XF ; 18 ; maks169 ; 153 
 2201 ; 10 копеек ; 1948 ;  ; Ni ; VF-XF ; 31 ; mezy1969 ; 317 
 2202 ; 10 копеек ; 1949 ;  ; Ni ; VF-XF ; 9 ; REC ; 174 
 2203 ; 10 копеек ; 1950 ;  ; Ni ; XF ; 19 ; mezy1969 ; 480 
 2204 ; 5 копеек ; 1930 ;  ; Br ; F ; 7 ; stok ; 11 
 2205 ; 5 копеек ; 1950 ;  ; Br ; XF+ ; 57 ; judge ; 1620 
 2206 ; 3 копейки ; 1929 ;  ; Br ; F-VF ; 14 ; stok ; 37 
 2207 ; 3 копейки ; 1952 ;  ; Br ; VF- ; 8 ; stok ; 37 
 2208 ; 3 копейки ; 1955 ;  ; Br ; VF- ; 9 ; stok ; 21 
 2209 ; 2 копейки ; 1940 ;  ; Br ; F-VF ; 17 ; Jet ; 50 
 2210 ; 2 копейки ; 1949 ;  ; Br ; VF- ; 7 ; stok ; 21 
 2211 ; 2 копейки ; 1950 ;  ; Br ; F-VF ; 26 ; maks169 ; 101 
 2212 ; 2 копейки ; 1953 ;  ; Br ; VF- ; 7 ; stok ; 25 
 2213 ; 1 копейка ; 1936 ;  ; Br ; F-VF ; 23 ; stok ; 48 
 2214 ; 1 копейка ; 1937 ;  ; Br ; AU ; 49 ; igm77 ; 612 
 2215 ; 20 копеек ; 1951 ;  ; Ni ; AU ; 33 ; John16 ; 1632 
 2216 ; 10 копеек. В капсуле NGC ; 1946 ;  ; Ni ; MS 62 ; 39 ; romik ; 4647 
 2217 ; 20 копеек. В капсуле NGC ; 1936 ; Л/с звезда плоская ; Ni ; MS 62 ; 31 ; verunk1 ; 4488 
 2218 ; 15 копеек. В капсуле ANACS ; 1943 ;  ; Ni ; MS 63 ; 54 ; A-dam ; 2539 
 2219 ; 10 копеек. В капсуле ANACS ; 1943 ;  ; Ni ; MS 62 ; 33 ; A-dam ; 2040 
 2220 ; 3 копейки. В капсуле NGC ; 1940 ;  ; Br ; MS 63 ; 57 ; romik ; 8888 
 2221 ; 2 копейки. В капсуле NGC ; 1940 ;  ; Br ; MS 64 ; 30 ; Sporti84 ; 4500 
 2222 ; 1 копейка. В капсуле NGC ; 1938 ;  ; Br ; MS 63 ; 33 ; romik ; 5432 
 2223 ; 1 копейка. В капсуле NGC ; 1940 ;  ; Br ; MS 64 ; 23 ; romik ; 3400 
 2224 ; 1 копейка. В капсуле PCGS ; 1933 ;  ; Br ; MS 61 ; 19 ; dsidorov ; 1734 
 2225 ; 1 копейка. В капсуле NGC ; 1963 ;  ; Cu-Zn ; MS 65 ; 25 ; Sporti84 ; 3000 
 2226 ; 1 копейка. В капсуле NGC ; 1952 ;  ; Br ; MS 66 ; 35 ; romik ; 7429 
 2227 ; 1 копейка. В капсуле NGC ; 1957 ; В венке герба 15 лент ; Br ; MS 63 ; 31 ; romik ; 6347 
 2228 ; 10 копеек. В капсуле NGC ; 1933 ;  ; Ni ; MS 63 ; 46 ; verunk1 ; 5222 
 2229 ; 50 рублей ; 1992 ; ММД Биметалл ; Cu-Zn/Cu-Ni ; XF+ ; 19 ; alexeyre ; 1825 
 2230 ; 5 рублей ; 1991 ; ММД ; Cu-Ni ; XF ; 23 ; 67 ; 373 
 2231 ; 10 рублей. Чеченская республика ; 2010 ;  ; Би/м ; AU ; 38 ; Kirillbill ; 10196 
 2232 ; 10 рублей ; 2010 ; Ямало-Ненецкий АО ; биметалл ; AU ; 44 ; vlk_ ; 17593 
 2233 ; 10 рублей. Мегнитная ; 2013 ; Республика Северная Осетия-Алания ; биметалл ; AU ; 33 ; Drusa80 ; 3954 
 2234 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 15 ; Alina ; 745 
 2235 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 3 ; sssharipo ; 700 
 2236 ; 50 рублей. Красная книга. Гималайский медведь ; 1993 ;  ; Би/м ; AU ; 31 ; Для души ; 1100 
 2237 ; 50 рублей. Красная книга. Кавказский тетерев ; 1993 ;  ; Би/м ; AU ; 22 ; samos ; 931 
 2238 ; 50 рублей. Красная книга. Дальневосточный аист ; 1993 ;  ; Би/м ; AU ; 29 ; kronk ; 850 
 2139 ; 3 копейки ; 1931 ;  ; Br ; VF+ ; 17 ; astksu ; 36 
 2140 ; 3 копейки ; 1932 ;  ; Br ; VF-XF ; 20 ; sgd ; 34 
 2141 ; 3 копейки ; 1940 ;  ; Br ; VF+ ; 23 ; stok ; 53 
 2142 ; 3 копейки ; 1940 ;  ; Br ; XF ; 30 ; физмат ; 68 
 2143 ; 1 копейка ; 1933 ;  ; Br ; VF-XF ; 36 ; maks169 ; 134 
 2144 ; 1 копейка ; 1936 ;  ; Br ; VF+ ; 30 ; stok ; 55 
 2145 ; 1 копейка ; 1937 ;  ; Br ; XF ; 34 ; dima_54 ; 158 
 2146 ; 1 копейка ; 1938 ;  ; Br ; XF+ ; 20 ; AYP ; 62 
 2147 ; 1 копейка ; 1938 ;  ; Br ; XF ; 28 ; sgd ; 57 
 2148 ; 1 копейка ; 1939 ;  ; Br ; VF ; 22 ; stok ; 63 
 2149 ; 1 копейка ; 1939 ;  ; Br ; XF- ; 21 ; sgd ; 53 
 2150 ; 1 копейка ; 1940 ;  ; Br ; XF ; 25 ; Mihu ; 100 
 2151 ; 1 копейка ; 1940 ;  ; Br ; VF+ ; 13 ; stok ; 48 
 2152 ; 1 копейка ; 1946 ;  ; Br ; XF ; 36 ; dima_54 ; 72 
 2153 ; 1 копейка ; 1946 ;  ; Br ; XF ; 21 ; Серёга 1973 ; 48 
 2154 ; 1 копейка ; 1949 ;  ; Br ; XF ; 21 ; stok ; 51 
 2155 ; 1 копейка ; 1949 ;  ; Br ; VF+ ; 16 ; stok ; 30 
 2156 ; 10 копеек ; 1950 ;  ; Ni ; XF ; 33 ; miranda ; 114 
 2157 ; 10 копеек ; 1952 ;  ; Ni ; AU ; 20 ; 83ag ; 209 
 2158 ; 10 копеек ; 1952 ;  ; Ni ; AU ; 12 ; K.V.N. ; 340 
 2159 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 32 ; bcg ; 153 
 2160 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 32 ; mitisson ; 111 
 2161 ; 3 копейки ; 1928 ;  ; Br ; VF+ ; 35 ; Horta ; 111 
 2162 ; 3 копейки ; 1930 ;  ; Br ; VF+ ; 35 ; Rober ; 102 
 2163 ; 3 копейки ; 1931 ;  ; Br ; VF-XF ; 33 ; sgd ; 113 
 2164 ; 3 копейки ; 1932 ;  ; Br ; VF-XF ; 35 ; Vanek24 ; 63 
 2165 ; 3 копейки ; 1932 ;  ; Br ; VF ; 23 ; AYP ; 37 
 2166 ; 3 копейки ; 1940 ;  ; Br ; VF-XF ; 41 ; Rober ; 72 
 2167 ; 3 копейки ; 1940 ;  ; Br ; XF ; 9 ; shmaltsai ; 201 
 2168 ; 1 копейка ; 1927 ;  ; Br ; VF ; 27 ; Horta ; 129 
 2169 ; 1 копейка ; 1933 ;  ; Br ; XF- ; 17 ; Mihu ; 171 
 2170 ; 1 копейка ; 1936 ;  ; Br ; VF+ ; 22 ; stok ; 48 
 2171 ; 1 копейка ; 1937 ;  ; Br ; XF ; 54 ; Vanek24 ; 185 
 2172 ; 1 копейка ; 1937 ;  ; Br ; XF ; 26 ; miranda ; 347 
 2173 ; 1 копейка ; 1938 ;  ; Br ; XF ; 22 ; ngwee ; 53 
 2174 ; 1 копейка ; 1938 ;  ; Br ; AU ; 47 ; alexeyre ; 800 
 2175 ; 1 копейка ; 1939 ;  ; Br ; AU ; 16 ; s interesom ; 228 
 2176 ; 1 копейка ; 1939 ;  ; Br ; VF-XF ; 26 ; AYP ; 72 
 2177 ; 1 копейка ; 1940 ;  ; Br ; XF ; 21 ; Серёга 1973 ; 57 
 2178 ; 1 копейка ; 1940 ;  ; Br ; XF- ; 20 ; AYP ; 50 
 2179 ; 1 копейка ; 1946 ;  ; Br ; XF+ ; 29 ; Hada ; 227 
 2180 ; 20 копеек ; 1941 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 14 ; maks169 ; 153 
 2181 ; 20 копеек ; 1945 ;  ; Ni ; VF-XF ; 46 ; judge ; 300 
 2182 ; 20 копеек ; 1948 ;  ; Ni ; XF ; 24 ; bcg ; 114 
 2183 ; 20 копеек ; 1948 ;  ; Ni ; AU ; 56 ; igm77 ; 780 
 2184 ; 20 копеек ; 1949 ;  ; Ni ; VF-XF ; 20 ; 21011984andrei ; 62 
 2185 ; 20 копеек ; 1949 ;  ; Ni ; XF ; 24 ; dim66 ; 101 
 2186 ; 20 копеек ; 1952 ;  ; Ni ; XF+ ; 36 ; heavy_fly ; 89 
