 6693 ; Пуговица. D-23мм. ;  ;  ; Ж/м ;  ; 54 ; electra ; 61 
 2227 ; 5 копеек ; 1930 ;  ; Br ; VF ; 42 ; lesnik1 ; 118 
 2228 ; 5 копеек ; 1956 ;  ; Br ; VF ; 15 ; es72. ; 69 
 2229 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; VF ; 20 ; Vaserd ; 87 
 2230 ; 3 копейки ; 1939 ;  ; Br ; VF ; 17 ; DVD67 ; 87 
 2231 ; 3 копейки ; 1946 ;  ; Br ; VF ; 8 ; ialaiola ; 34 
 2232 ; 3 копейки ; 1938 ;  ; Br ; VF ; 11 ; ialaiola ; 59 
 2233 ; 3 копейки ; 1949 ;  ; Br ; VF ; 6 ; VITAL!!! ; 17 
 2234 ; 3 копейки ; 1957 ; В венке герба 15 лент ; Br ; VF ; 10 ; ialaiola ; 24 
 2235 ; 3 копейки ; 1928 ;  ; Br ; VF ; 21 ; гак ; 87 
 2236 ; 3 копейки ; 1953 ;  ; Br ; VF ; 17 ; suomi ; 59 
 2237 ; 3 копейки ; 1937 ;  ; Br ; VF ; 16 ; ialaiola ; 68 
 2238 ; 2 копейки ; 1928 ;  ; Br ; VF ; 19 ; lesnik1 ; 139 
 2239 ; 3 копейки ; 1943 ;  ; Br ; VF ; 26 ; Vanomah ; 91 
 2240 ; 2 копейки ; 1934 ;  ; Br ; VF ; 21 ; pavel5419 ; 122 
 2241 ; 2 копейки ; 1940 ;  ; Br ; VF ; 9 ; cotangens ; 57 
 2242 ; 2 копейки ; 1948 ;  ; Br ; VF ; 40 ; A2KOT ; 126 
 2243 ; 2 копейки ; 1949 ;  ; Br ; VF ; 6 ; pavel5419 ; 45 
 2244 ; 5 копеек ; 1946 ;  ; Br ; VF ; 13 ; ialaiola ; 65 
 2245 ; 1 копейка ; 1939 ;  ; Br ; AU ; 21 ; sovmin ; 303 
 2246 ; 1 копейка ; 1939 ;  ; Br ; AU ; 14 ; sia.beauty ; 359 
 2247 ; 1 копейка ; 1939 ;  ; Br ; AU ; 43 ; sovmin ; 303 
 2248 ; 1 копейка ; 1939 ;  ; Br ; AU ; 32 ; ev.lomas ; 310 
 2249 ; 1 копейка ; 1939 ;  ; Br ; AU ; 17 ; il468 ; 237 
 2250 ; 1 копейка ; 1939 ;  ; Br ; XF+ ; 22 ; sovmin ; 235 
 2251 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; AU ; 7 ; Slava O ; 78 
 2252 ; 10 копеек ; 1955 ;  ; Ni ; AU ; 8 ; Slava O ; 80 
 2253 ; 3 копейки ; 1972 ;  ; Cu-Zn ; XF+ ; 9 ; elac ; 45 
 2254 ; 25 рублей. Барбоскины. Буклет ; 2020 ;  ; Cu-Ni ; Unc ; 21 ; Юрий Гагарин ; 456 
 2255 ; 25 рублей. Дед Мороз и Лето. Буклет ; 2019 ;  ; Cu-Ni ; AU ; 50 ; viktor7 ; 255 
 2256 ; 5 рублей. Курильская десантная операция. Буклет ; 2020 ;  ; St/Ni ; AU ; 22 ; vadsev73 ; 33 
 2257 ; 25 рублей. Бременские музыканты. Буклет ; 2019 ;  ; Cu-Ni ; AU ; 34 ; viktor7 ; 257 
 2258 ; 25 рублей. Барбоскины. Буклет ; 2020 ;  ; Cu-Ni ; XF+ ; 27 ; viktor7 ; 95 
 2259 ; 10 рублей. Человек труда. Буклет ; 2020 ;  ; St/Лат ; AU ; 18 ; dimam_kz ; 83 
 2260 ; 25 рублей. Врачам и медицинским работникам (COVID-19). Буклет ; 2020 ;  ; Cu-Ni ; AU ; 38 ; Maksss163 ; 97 
 2261 ; 25 рублей. Барбоскины. Буклет ; 2020 ;  ; Cu-Ni ; Unc ; 21 ; Юрий Гагарин ; 305 
 2262 ; 10 рублей. Человек труда. Буклет ; 2020 ;  ; St/Лат ; AU ; 30 ; Maksss163 ; 83 
 2263 ; 10 рублей. 75 летие полного освобождения Ленинграда от фашистской блокады. Буклет ; 2019 ;  ; Би/м ; AU ; 17 ; olefme ; 33 
 2264 ; 25 рублей. 75 летие полного освобождения Ленинграда от фашистской блокады. Буклет ; 2019 ;  ; Cu-Ni ; AU ; 16 ; Сhatsky ; 35 
 2265 ; Лот монет Банка России: 10 рублей (3 шт.) 70 лет победы. Буклет ; 2015 ;  ; Би/м ; AU ; 26 ; barbos ; 64 
 2266 ; Лот монет Банка России: 25 рублей (2 шт.) Мультфильмы. Буклет ; 2017 ;  ; Cu-Ni ; AU ; 65 ; Сhatsky ; 1342 
 2267 ; Лот монет Банка России: 10,5 рублей (21 шт.) 70 лет победы. Буклет ; 2014-2015 ;  ; Би/м,St/Ni ; AU ; 38 ; SwaggaRakka ; 403 
 2268 ; Лот монет Банка России: 25 рублей (3 шт.) Чемпионат мира по футболу. Буклет ; 2018 ;  ; Cu-Ni ; XF+/AU ; 17 ; viktor7 ; 104 
 2269 ; Лот монет Банка России: 25 рублей (3 шт.) + банкнота 100 рублей. Чемпионат мира по футболу. Буклет ; 2018 ;  ; Cu-Ni ; XF+/AU ; 22 ; SwaggaRakka ; 323 
 2270 ; Лот монет Банка России: 25 рублей (4 шт.) + банкнота 100 рублей. Олимпиада в Сочи. Буклет ;  ;  ; Cu-Ni ; XF+/AU ; 34 ; Сhatsky ; 338 
 2271 ; Лот монет Банка России: 10,5 рублей (7 шт.) + банкнота 100 рублей. Крым, Севатополь. Буклет ; 2014-2015 ;  ; St/Лат,St/Ni ; AU ; 46 ; Barin13 ; 300 
 2272 ; Лот монет Банка России: 10 рублей (2 шт.) + банкнота 100 рублей. Крым, Севастополь. Буклет ; 2014 ;  ; St/Лат ; AU ; 35 ; Barin13 ; 202 
 2273 ; Лот монет Банка России: 10 рублей (2 шт.) + банкнота 100 рублей. Крым, Севастополь. Буклет ; 2014 ;  ; St/Лат ; AU ; 30 ; SwaggaRakka ; 181 
 2174 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 30 ; AGA ; 204 
 2175 ; 20 копеек ; 1939 ;  ; Ni ; VF ; 65 ; Мерен ; 283 
 2176 ; 15 копеек ; 1941 ;  ; Ni ; VF ; 22 ; bexpert ; 363 
 2177 ; 20 копеек ; 1941 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 29 ; Монеты России ; 137 
 2178 ; 10 копеек ; 1943 ;  ; Ni ; F-VF ; 11 ; Монеты России ; 138 
 2179 ; 10 копеек ; 1945 ;  ; Ni ; F ; 20 ; svetikbsk ; 148 
 2180 ; 3 копейки ; 1937 ;  ; Br ; VF ; 37 ; DVD67 ; 108 
 2181 ; 3 копейки ; 1943 ;  ; Br ; XF ; 40 ; Русские не сдаются ; 531 
 2182 ; 2 копейки ; 1939 ;  ; Br ; VF+ ; 20 ; bexpert ; 204 
 2183 ; 2 копейки ; 1941 ;  ; Br ; VF ; 15 ; victorr ; 274 
 2184 ; 1 копейка ; 1941 ;  ; Br ; VF- ; 19 ; Мерен ; 315 
 2185 ; 5 копеек ; 1928 ;  ; Br ; F ; 57 ; спасибо ; 101 
 2186 ; 5 копеек ; 1930 ;  ; Br ; F-VF ; 17 ; rik ; 84 
 2187 ; 1 рубль ; 1980 ;  ; Cu-Ni ; XF ; 45 ; shlapakov1978 ; 1802 
 2188 ; 20 рублей ; 1993 ; ММД Белый металл (магнитный) ;  ; VF ; 18 ; denegka ; 22 
 2189 ; 20 копеек ; 1932 ;  ; Ni ; F-VF ; 25 ; barbos ; 37 
 2190 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF ; 9 ; es72. ; 43 
 2191 ; 20 копеек ; 1945 ;  ; Ni ; VF+ ; 32 ; es72. ; 117 
 2192 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 21 ; svetikbsk ; 77 
 2193 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 24 ; Andrey88 ; 36 
 2194 ; 20 копеек ; 1948 ;  ; Ni ; VF ; 11 ; rik ; 21 
 2195 ; 15 копеек ; 1943 ;  ; Ni ; VF- ; 15 ; svetikbsk ; 83 
 2196 ; 15 копеек ; 1945 ;  ; Ni ; VF+ ; 13 ; салаир ; 82 
 2197 ; 15 копеек ; 1948 ;  ; Ni ; VF+ ; 11 ; салаир ; 31 
 2198 ; 50 копеек ; 1999 ; М ; Cu-Zn ; VF+ ; 8 ; bcg ; 67 
 2199 ; 1 копейка ; 1935 ;  ; Br ; VF ; 64 ; салаир ; 1124 
 2200 ; 2 копейки ; 1935 ;  ; Br ; F- ; 5 ; pavel5419 ; 56 
 2201 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF-XF ; 12 ; сортам70 ; 139 
 2202 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF ; 20 ; an17s ; 128 
 2203 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF+ ; 26 ; kalita ; 139 
 2204 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF+ ; 29 ; Ermak ; 165 
 2205 ; 1 рубль ; 1967 ;  ; Cu-Ni ; VF+ ; 32 ; Копеечка ; 1520 
 2206 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF+ ; 7 ; kalita ; 114 
 2207 ; 1 рубль ; 1976 ;  ; Cu-Ni ; VF-XF ; 30 ; uhfvv7 ; 1623 
 2208 ; 1 рубль ; 1979 ;  ; Cu-Ni ; VF+ ; 53 ; shlapakov1978 ; 1700 
 2209 ; 1 рубль ; 1982 ;  ; Cu-Ni ; VF+ ; 37 ; Юкс ; 1737 
 2210 ; 1 рубль ; 1984 ;  ; Cu-Ni ; VF-XF ; 31 ; svetikbsk ; 360 
 2211 ; 1 рубль ; 1985 ;  ; Cu-Ni ; VF-XF ; 17 ; fandrius ; 257 
 2212 ; 1 рубль ; 1986 ;  ; Cu-Ni ; VF+ ; 28 ; Vaserd ; 226 
 2213 ; 1 рубль ; 1988 ;  ; Cu-Ni ; VF-XF ; 15 ; svetikbsk ; 127 
 2214 ; 1 рубль ; 1990 ;  ; Cu-Ni ; VF+ ; 10 ; an17s ; 80 
 2215 ; 1 рубль ; 1990 ;  ; Cu-Ni ; VF ; 22 ; fandrius ; 83 
 2216 ; 1 рубль ; 1990 ;  ; Cu-Ni ; VF+ ; 18 ; kalita ; 96 
 2217 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF ; 26 ; kalita ; 116 
 2218 ; 50 копеек ; 1989 ;  ; Cu-Ni ; VF+ ; 7 ; Мозг ; 115 
 2219 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; XF+ ; 10 ; an17s ; 85 
 2220 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 53 ; Vaserd ; 253 
 2221 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF ; 21 ; kalita ; 304 
 2222 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF ; 17 ; салаир ; 351 
 2223 ; 2 копейки ; 1966 ;  ; Cu-Zn ; XF+ ; 21 ; Uri ; 375 
 2124 ; 2 копейки ; 1935 ;  ; Br ; F-VF ; 89 ; svetikbsk ; 224 
 2125 ; 1 копейка ; 1926 ;  ; Br ; VF ; 13 ; крлкв ; 91 
 2126 ; 1 копейка ; 1936 ;  ; Br ; VF ; 23 ; CMS ; 93 
 2127 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 3 ; KVictorA ; 5 
 2128 ; 1 копейка ; 1931 ;  ; Br ; VF- ; 12 ; vasilyi66 ; 102 
 2129 ; 10 копеек ; 1952 ;  ; Ni ; VF+ ; 7 ; pavel5419 ; 13 
 2130 ; 5 копеек ; 1930 ;  ; Br ; VF+ ; 34 ; Barin13 ; 81 
 2131 ; 1 рубль ; 1999 ; ММД ; Cu-Ni-Zn ; VF+ ; 2 ; спасибо ; 3 
 2132 ; 5 копеек ; 1949 ;  ; Br ; F ; 6 ; KVictorA ; 7 
 2133 ; 5 копеек ; 1954 ;  ; Br ; XF ; 46 ; svaf ; 156 
 2134 ; 5 копеек ; 1956 ;  ; Br ; VF-XF ; 12 ; lesnik1 ; 75 
 2135 ; 3 копейки ; 1935 ;  ; Br ; F+ ; 16 ; pavel5419 ; 73 
 2136 ; 3 копейки ; 1954 ;  ; Br ; VF-XF ; 4 ; DVD67 ; 18 
 2137 ; 2 копейки ; 1948 ;  ; Br ; VF ; 11 ; DVD67 ; 68 
 2138 ; 1 копейка ; 1948 ;  ; Br ; VF ; 11 ; Мерен ; 58 
 2139 ; 50 копеек ; 1990 ;  ; Cu-Ni ; AU ; 27 ; Vaserd ; 209 
 2140 ; 20 копеек ; 1945 ;  ; Ni ; VF+ ; 23 ; rik ; 80 
 2141 ; 1 копейка ; 1938 ;  ; Br ; XF ; 29 ; sovmin ; 92 
 2142 ; 20 копеек ; 1932 ;  ; Ni ; VF-XF ; 20 ; Снежный Барс ; 38 
 2143 ; 5 копеек ; 1935 ;  ; Br ; F ; 9 ; Мозг ; 125 
 2144 ; 2 копейки ; 1933 ;  ; Br ; F ; 21 ; svetikbsk ; 138 
 2145 ; 3 копейки ; 1975 ;  ; Cu-Zn ; VF ; 15 ; bamia67 ; 46 
 2146 ; 20 копеек ; 1951 ;  ; Ni ; VF ; 16 ; Снежный Барс ; 175 
 2147 ; 20 копеек ; 1950 ;  ; Ni ; VF+ ; 45 ; voron-74-47 ; 1734 
 2148 ; 10 копеек ; 1934 ;  ; Ni ; VF- ; 83 ; bexpert ; 457 
 2149 ; 5 копеек ; 1926 ;  ; Br ; VF-XF ; 40 ; Иди марки собирай! ; 755 
 2150 ; 20 копеек ; 1939 ;  ; Ni ; VF ; 24 ; Мерен ; 302 
 2151 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; VF- ; 25 ; sovmin ; 294 
 2152 ; 1 копейка ; 1926 ;  ; Br ; VF- ; 16 ; an17s ; 193 
 2153 ; 1 копейка ; 1928 ;  ; Br ; VF ; 38 ; svaf ; 238 
 2154 ; 1 копейка ; 1931 ;  ; Br ; VF ; 20 ; an17s ; 208 
 2155 ; 1 копейка ; 1932 ;  ; Br ; VF- ; 5 ; drn137 ; 33 
 2156 ; 1 копейка ; 1934 ;  ; Br ; VF+ ; 24 ; svaf ; 240 
 2157 ; 1 копейка ; 1934 ;  ; Br ; VF ; 15 ; an17s ; 102 
 2158 ; 1 копейка ; 1937 ;  ; Br ; VF+ ; 28 ; vtf ; 111 
 2159 ; 1 копейка ; 1941 ;  ; Br ; VF- ; 49 ; Мерен ; 378 
 2160 ; 1 копейка ; 1941 ;  ; Br ; VF+ ; 35 ; svaf ; 394 
 2161 ; 1 копейка ; 1951 ;  ; Br ; VF ; 30 ; sovmin ; 272 
 2162 ; 1 копейка ; 1951 ;  ; Br ; VF ; 23 ; an17s ; 219 
 2163 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF-XF ; 27 ; hghju ; 138 
 2164 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 30 ; Копеечка ; 1712 
 2165 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 23 ; Монеты России ; 140 
 2166 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 57 ; Волчек ; 1664 
 2167 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 42 ; shlapakov1978 ; 1825 
 2168 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 47 ; shlapakov1978 ; 1955 
 2169 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 50 ; Юкс ; 1862 
 2170 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 34 ; Волчек ; 1805 
 2171 ; 20 копеек ; 1950 ;  ; Ni ; VF ; 50 ; Мерен ; 1519 
 2172 ; 20 копеек ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F-VF ; 11 ; Мерен ; 153 
 2173 ; 20 копеек ; 1944 ;  ; Ni ; VF- ; 48 ; hghju ; 316 
 2074 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 27 ; PRS ; 152 
 2075 ; 50 копеек ; 1989 ;  ; Cu-Ni ; XF ; 23 ; Сhatsky ; 206 
 2076 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 21 ; 125 ; 219 
 2077 ; 50 копеек ; 1990 ;  ; Cu-Ni ; AU ; 19 ; Мерен ; 218 
 2078 ; 5 рублей ; 1991 ; ММД ; Cu-Ni ; AU ; 19 ; 47RUS ; 91 
 2079 ; 20 копеек ; 1984 ; Л/с шт. 3 коп. ; Cu-Ni ; VF ; 4 ; an78gg ; 44 
 2080 ; 3 копейки ; 1985 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 1 ; cr2952 ; 93 
 2081 ; 3 копейки ; 1984 ; Л/с шт.20 коп. ; Cu-Zn ; VF-XF ; 3 ; cr2952 ; 93 
 2082 ; 3 копейки ; 1983 ; Л/с шт.20 коп. ; Cu-Zn ; VF-XF ; 3 ; cr2952 ; 93 
 2083 ; 50 рублей ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-Ni ; VF-XF ; 16 ; Andrey88 ; 22 
 2084 ; 1 рубль ; 1988 ;  ; Cu-Ni ; VF-XF ; 28 ; svetin ; 123 
 2085 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF+ ; 16 ; guzubala ; 104 
 2086 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; XF+ ; 7 ; CMS ; 101 
 2087 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF ; 17 ; fandrius ; 132 
 2088 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 17 ; Сhatsky ; 249 
 2089 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF+ ; 15 ; CMS ; 140 
 2090 ; 5 копеек ; 1940 ;  ; Br ; F-VF ; 15 ; svetikbsk ; 95 
 2091 ; 5 копеек ; 1931 ;  ; Br ; F-VF ; 6 ; Barin13 ; 44 
 2092 ; 5 копеек ; 1928 ;  ; Br ; F+ ; 7 ; cr2952 ; 93 
 2093 ; 5 копеек ; 1949 ;  ; Br ; F-VF ; 8 ; cr2952 ; 93 
 2094 ; 5 копеек ; 1953 ;  ; Br ; F-VF ; 10 ; 2372 ; 92 
 2095 ; 3 копейки ; 1931 ;  ; Br ; F ; 1 ; cr2952 ; 37 
 2096 ; 3 копейки ; 1926 ;  ; Br ; F+ ; 17 ; rik ; 87 
 2097 ; 20 копеек ; 1954 ;  ; Ni ; VF-XF ; 5 ; cr2952 ; 73 
 2098 ; 20 копеек ; 1948 ;  ; Ni ; F ; 6 ; rik ; 75 
 2099 ; 15 копеек ; 1955 ;  ; Ni ; XF ; 3 ; cr2952 ; 73 
 2100 ; 15 копеек ; 1945 ;  ; Ni ; F ; 4 ; pavel5419 ; 44 
 2101 ; 15 копеек ; 1941 ;  ; Ni ; F ; 6 ; pavel5419 ; 95 
 2102 ; 15 копеек ; 1943 ;  ; Ni ; F ; 3 ; cr2952 ; 43 
 2103 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; F ; 8 ; Мозг ; 90 
 2104 ; 10 копеек ; 1955 ;  ; Ni ; AU ; 3 ; cr2952 ; 43 
 2105 ; 10 копеек ; 1950 ;  ; Ni ; F-VF ; 21 ; pavel5419 ; 120 
 2106 ; 10 копеек ; 1932 ;  ; Ni ; F ; 6 ; pavel5419 ; 75 
 2107 ; 10 копеек ; 1938 ;  ; Ni ; F ; 1 ; cr2952 ; 53 
 2108 ; 15 копеек ; 1948 ;  ; Ni ; F-VF ; 3 ; cr2952 ; 43 
 2109 ; 10 копеек ; 1936 ;  ; Ni ; F-VF ; 9 ; bexpert ; 126 
 2110 ; 2 копейки ; 1933 ;  ; Br ; F ; 6 ; Мозг ; 82 
 2111 ; 1 копейка ; 1930 ;  ; Br ; F ; 12 ; svetikbsk ; 126 
 2112 ; 1 копейка ; 1929 ;  ; Br ; F ; 4 ; pavel5419 ; 75 
 2113 ; 1 копейка ; 1928 ;  ; Br ; F ; 3 ; cr2952 ; 93 
 2114 ; 1 копейка ; 1927 ;  ; Br ; F+ ; 12 ; bexpert ; 91 
 2115 ; 1 копейка ; 1932 ;  ; Br ; F ; 19 ; bexpert ; 373 
 2116 ; 3 копейки Упаковка ; 1989 ;  ; Cu-Zn ; AU ; 7 ; cr2952 ; 120 
 2117 ; 10 копеек Упаковка ; 1989 ;  ; Cu-Ni ; AU ; 8 ; cr2952 ; 120 
 2118 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF ; 8 ; prosk8er ; 36 
 2119 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; XF ; 10 ; vborisevich1 ; 77 
 2120 ; 5 рублей ; 2010 ; СПМД ; сталь+Ni ; AU ; 21 ; electra ; 28 
 2121 ; 2 рубля ; 2010 ; СПМД ; сталь+Ni ; AU ; 20 ; electra ; 28 
 2122 ; 1 рубль ; 2010 ; СПМД ; сталь+NI ; AU ; 22 ; electra ; 28 
 2123 ; 3 копейки ; 1945 ;  ; Br ; VF- ; 36 ; Иди марки собирай! ; 566 
 2024 ; 5 рублей. Курильская десантная операция ; 2020 ;  ; St/Ni ; AU ; 17 ; метакса ; 42 
 2025 ; 10 рублей. Человек труда ; 2020 ;  ; St/Лат ; AU ; 30 ; eotan ; 99 
 2026 ; 25 рублей. Дед Мороз и Лето ; 2019 ;  ; Cu-Ni ; AU ; 31 ; pref ; 237 
 2027 ; 25 рублей. Бременские музыканты ; 2019 ;  ; Cu-Ni ; AU ; 22 ; svetin ; 237 
 2028 ; 25 рублей. Врачам и медицинским работникам (COVID-19) ; 2020 ;  ; Cu-Ni ; AU ; 27 ; bexpert ; 99 
 2029 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 24 ; barbos ; 113 
 2030 ; 1 рубль ; 2001 ; 10 лет СНГ ; Cu-Ni ; XF ; 4 ; mask ; 41 
 2031 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF ; 40 ; Al1964 ; 289 
 2032 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 35 ; Jackal ; 255 
 2033 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; AU ; 17 ; arsenich-s ; 286 
 2034 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF ; 14 ; sux ; 200 
 2035 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 25 ; Jackal ; 240 
 2036 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 28 ; sux ; 222 
 2037 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF- ; 12 ; sux ; 209 
 2038 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 28 ; Сhatsky ; 209 
 2039 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 17 ; sux ; 300 
 2040 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 22 ; sux ; 250 
 2041 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 22 ; шахтер-61 ; 246 
 2042 ; 1 рубль ; 1999 ; ММД 200 лет со дня рождения А.С.Пушкина (нейзильбер) ; Cu-Ni ; AU ; 18 ; sux ; 263 
 2043 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 27 ; bexpert ; 263 
 2044 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF+ ; 56 ; Jackal ; 101 
 2045 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 40 ; bcg ; 2340 
 2046 ; 5 рублей. Упаковка нарушена ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 16 ; 77 Юджин 77 ; 184 
 2047 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 17 ; 77 Юджин 77 ; 189 
 2048 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 19 ; rem. ; 193 
 2049 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 22 ; Svs1989 ; 250 
 2050 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 16 ; sam0508 ; 184 
 2051 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 13 ; Макай ; 150 
 2052 ; 3 рубля. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 34 ; Manul ; 352 
 2053 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 13 ; SupERGood ; 1530 
 2054 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 14 ; Manul ; 228 
 2055 ; 1 рубль. Новодел. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 56 ; Bal@Mond ; 930 
 2056 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 15 ; 77 Юджин 77 ; 153 
 2057 ; 1 рубль. Упаковка нарушена ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 34 ; Varco ; 1428 
 2058 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 30 ; Manul ; 258 
 2059 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 18 ; sam0508 ; 150 
 2060 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 22 ; Bal@Mond ; 184 
 2061 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 17 ; ser18342588 ; 184 
 2062 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 68 ; Perfect163 ; 1631 
 2063 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 20 ; Manul ; 173 
 2064 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 38 ; Волчек ; 907 
 2065 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 18 ; 77 Юджин 77 ; 138 
 2066 ; 3 рубля ; 1989 ; Землетрясение в Армении ; Cu-Ni ; Proof ; 29 ; SwaggaRakka ; 184 
 2067 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF- ; 13 ; Сhatsky ; 116 
 2068 ; 1 копейка ; 1951 ;  ; Br ; VF-XF ; 37 ; ev.lomas ; 306 
 2069 ; 5 рублей Аверс/реверс 180 градусов ; 1998 ; СПМД ; Cu in Cu-Ni ; VF-XF ; 17 ; elac ; 386 
 2070 ; 5 копеек ; 1928 ;  ; Br ; VG ; 7 ; Barin13 ; 46 
 2071 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF+/AU ; 28 ; Sk-masshtab ; 343 
 2072 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF ; 16 ; Andrey88 ; 94 
