 6607 ; Блюдце фирмы Александр Качъ ;  ;  ; Ж/м ;  ; 44 ; volkova21 ; 263 
 3542 ; 2 евро. Германия. 25-летие объединения Германии ; 2015 ;  ; Би/м ; AU ; 15 ; Григорий Богослов ; 203 
 3543 ; 2 евро. Германия. 25-летие объединения Германии ; 2015 ;  ; Би/м ; AU ; 13 ; Foxes ; 176 
 3544 ; 2 евро. Германия. 25-летие объединения Германии ; 2015 ;  ; Би/м ; AU ; 13 ; aziya11 ; 163 
 3545 ; 2 евро. Германия. Рейнланд-Пфальц ; 2017 ;  ; Би/м ; AU ; 18 ; Григорий Богослов ; 201 
 3546 ; 2 евро. Германия. Рейнланд-Пфальц ; 2017 ;  ; Би/м ; AU ; 12 ; Ok13 ; 165 
 3547 ; 2 евро. Германия. 10 лет наличному обращению евро ; 2012 ;  ; Би/м ; AU ; 34 ; guronidze ; 239 
 3548 ; 2 евро. Германия. 10 лет наличному обращению евро ; 2012 ;  ; Би/м ; AU ; 10 ; stanislavfominyh ; 175 
 3549 ; 2 евро. Германия. Нижняя Саксония ; 2014 ;  ; Би/м ; AU ; 17 ; stanislavfominyh ; 189 
 3550 ; 2 евро. Германия. Нижняя Саксония ; 2014 ;  ; Би/м ; AU ; 15 ; stanislavfominyh ; 187 
 3551 ; 2 евро. Германия. Нижняя Саксония ; 2014 ;  ; Би/м ; AU ; 15 ; aziya11 ; 179 
 3552 ; 2 евро. Германия. 30 лет флагу Европейского союза ; 2015 ;  ; Би/м ; AU ; 28 ; guronidze ; 246 
 3553 ; 2 евро. Германия. 30 лет флагу Европейского союза ; 2015 ;  ; Би/м ; AU ; 13 ; stanislavfominyh ; 175 
 3554 ; 2 евро. Германия. Баден-Вюртемберг ; 2013 ;  ; Би/м ; AU ; 17 ; aziya11 ; 187 
 3555 ; 2 евро. Германия. Баден-Вюртемберг ; 2013 ;  ; Би/м ; AU ; 13 ; stanislavfominyh ; 189 
 3556 ; 2 евро. Германия. Баден-Вюртемберг ; 2013 ;  ; Би/м ; AU ; 19 ; aziya11 ; 187 
 3557 ; 2 евро. Люксембург. Великий Герцог Анри и Великий Герцог Адольф ; 2005 ;  ; Би/м ; AU ; 22 ; Васисуалий ; 248 
 3558 ; 2 евро. Люксембург. Дворец Великих герцогов ; 2007 ;  ; Би/м ; AU ; 16 ; Васисуалий ; 222 
 3559 ; 2 евро. Люксембург. 50-летие подписания Римского договора ; 2007 ;  ; Би/м ; AU ; 24 ; Матроскин ; 233 
 3560 ; 2 евро. Люксембург. 90-летие вступления на престол Великой Герцогини Люксембурга Шарлотты ; 2009 ;  ; Би/м ; AU ; 40 ; MK1975 ; 300 
 3561 ; 2 евро. Люксембург. Герб Великого Герцога Люксембурга ; 2010 ;  ; Би/м ; AU ; 40 ; Матроскин ; 413 
 3562 ; 2 евро. Люксембург. 50-летие назначения наследного Великого Герцога Люксембурга Жана титулом «лейтенант-представитель» Великой Герцогини Шарлотты ; 2011 ;  ; Би/м ; AU ; 18 ; MK1975 ; 236 
 3563 ; 2 евро. Люксембург. 100 лет со дня смерти Великого Герцога Люксембурга Вильгельма IV ; 2012 ;  ; Би/м ; AU ; 18 ; Матроскин ; 227 
 3564 ; 2 евро. Люксембург. 175-летие независимости Великого Герцогства Люксембург ; 2014 ;  ; Би/м ; AU ; 12 ; stanislavfominyh ; 175 
 3565 ; 2 евро. Люксембург. 30 лет флагу Европейского союза ; 2015 ;  ; Би/м ; AU ; 25 ; MK1975 ; 257 
 3566 ; 2 евро. Люксембург. 200 лет со дня рождения Великого Герцога Люксембурга Виллема III ; 2017 ;  ; Би/м ; AU ; 21 ; Balagur ; 250 
 3467 ; 2 евро Германия Саксония ; 2016 ;  ; Би/м ; AU ; 32 ; guronidze ; 211 
 3468 ; 2 евро Германия Нижняя Саксония ; 2014 ;  ; Би/м ; AU ; 27 ; guronidze ; 211 
 3469 ; 2 евро Мальта Мегалитический комплекс Хаджар-Ким ; 2017 ;  ; Би/м ; AU ; 25 ; t_v_v ; 185 
 3470 ; 2 евро Мальта Первый полет на Мальту ; 2015 ;  ; Би/м ; AU ; 42 ; ВЯЗЪ ; 387 
 3471 ; 2 евро Мальта Любовь ; 2016 ;  ; Би/м ; AU ; 40 ; Матроскин ; 261 
 3472 ; 2 евро Мальта Республика ; 2015 ;  ; Би/м ; AU ; 29 ; stanislavfominyh ; 228 
 3473 ; 2 евро Мальта Первое собственное правительство ; 2013 ;  ; Би/м ; AU ; 33 ; stanislavfominyh ; 224 
 3474 ; 2 евро Мальта Мир ; 2017 ;  ; Би/м ; AU ; 25 ; karrus ; 228 
 3475 ; 2 евро Мальта Джгантия ; 2016 ;  ; Би/м ; AU ; 34 ; stanislavfominyh ; 213 
 3476 ; 2 евро Мальта 200 лет корпусу полиции Мальты ; 2014 ;  ; Би/м ; AU ; 34 ; ВЯЗЪ ; 580 
 3477 ; 2 евро Мальта Совет большинства ; 2012 ;  ; Би/м ; AU ; 33 ; Матроскин ; 222 
 3478 ; 2 евро Мальта Независимость ; 2014 ;  ; Би/м ; AU ; 44 ; ВЯЗЪ ; 273 
 3479 ; 2 евро Греция воссоединение с Критом ; 2013 ;  ; Би/м ; AU ; 32 ; scaar ; 226 
 3480 ; 2 евро Греция Казантзакис ; 2017 ;  ; Би/м ; AU ; 23 ; Григорий Богослов ; 209 
 3481 ; 2 евро Греция Платон ; 2013 ;  ; Би/м ; AU ; 18 ; Григорий Богослов ; 209 
 3482 ; 2 евро Греция Спиридон Луис ; 2015 ;  ; Би/м ; AU ; 25 ; Григорий Богослов ; 201 
 3483 ; 2 евро Греция Филиппы ; 2017 ;  ; Би/м ; AU ; 25 ; scaar ; 224 
 3484 ; 2 евро Греция Олимпиада ; 2011 ;  ; Би/м ; AU ; 26 ; Григорий Богослов ; 213 
 3485 ; 2 евро Греция Эль Греко ; 2014 ;  ; Би/м ; AU ; 26 ; stanislavfominyh ; 217 
 3486 ; 2 евро Греция Димитри Митропулос ; 2016 ;  ; Би/м ; AU ; 23 ; Григорий Богослов ; 216 
 3487 ; 2 евро Греция Олимпиада ; 2004 ;  ; Би/м ; AU ; 29 ; stanislavfominyh ; 213 
 3488 ; 2 евро Греция Монастырь Аркади ; 2016 ;  ; Би/м ; AU ; 17 ; Григорий Богослов ; 209 
 3489 ; 2 евро Греция Ионические острова ; 2014 ;  ; Би/м ; AU ; 22 ; Ivanov ; 214 
 3490 ; 2 евро Греция Марафонская битва ; 2010 ;  ; Би/м ; AU ; 27 ; ВЯЗЪ ; 233 
 3491 ; 5 центов. Малайя ; 1948 ;  ; Cu-Ni ; VF ; 5 ; 1gold ; 51 
 3492 ; 1 цент. Стрейтс Сетлментс ; 1874 ;  ; Br ; VF- ; 10 ; Very good ; 119 
 3493 ; 1 цент. Стрейтс Сетлментс ; 1919 ;  ; Br ; VF-XF ; 7 ; 1gold ; 61 
 3494 ; 10 чентезими. Италия ; 1866 ;  ; Br ; VF+ ; 21 ; lirik ; 163 
 3495 ; 1/12 шиллинга. Джерси ; 1923 ;  ; Br ; VF+ ; 20 ; Markgraf ; 82 
 3496 ; 1/12 шиллинга. Джерси ; 1945 ;  ; Br ; XF ; 20 ; Снежный Барс ; 63 
 3497 ; 1 доллар США ; 2019P ;  ; Cu-Ni-Zn ; AU ; 28 ; chief28 ; 148 
 3498 ; 10 гривен Украина. День добровольца ; 2018 ;  ; Cu-Ni ; AU ; 8 ; PK101975 ; 65 
 3499 ; 10 гривен Украина. Военно-морской флот ; 2018 ;  ; Cu-Ni ; AU ; 8 ; PK101975 ; 69 
 3500 ; 10 гривен Украина. ; 2019 ;  ; Cu-Ni ; AU ; 18 ; Юрий Гагарин ; 155 
 3501 ; 10 гривен Украина. ; 2019 ;  ; Cu-Ni ; AU ; 23 ; jj ; 204 
 3502 ; 10 гривен Украина. КрАЗ-6322 "солдат" ; 2019 ;  ; Cu-Ni ; AU ; 36 ; jj ; 204 
 3503 ; 10 гривен Украина ; 2019 ;  ; Cu-Ni ; AU ; 13 ; Юрий Гагарин ; 155 
 3504 ; 10 гривен Украина ; 2019 ;  ; Cu-Ni ; AU ; 20 ; jj ; 204 
 3505 ; 10 гривен Украина КрАЗ-6322 "солдат" ; 2019 ;  ; Cu-Ni ; AU ; 13 ; kuzun ; 204 
 3506 ; 10 гривен Украина ; 2019 ;  ; Cu-Ni ; AU ; 13 ; Юрий Гагарин ; 155 
 3507 ; 1 рубль. Приднестровье. Красная книга Приднестровья - Подснежник снежный ; 2020 ;  ; St/Ni ; AU ; 19 ; Vol4en0k ; 101 
 3508 ; 1 евро. Андорра ; 2014 ;  ; Би/м ; AU ; 32 ; lva08 ; 144 
 3509 ; 2 евро. Эстония. 150-летие эстонского Праздника песни ; 2019 ;  ; Би/м ; AU ; 25 ; stanislavfominyh ; 199 
 3510 ; 2 евро. Люксембург. 100-летие всеобщего избирательного права в Люксембурге ; 2019 ;  ; Би/м ; AU ; 25 ; Матроскин ; 231 
 3511 ; 2 евро. Австрия. 200-летие Национального банка Австрии ; 2016 ;  ; Би/м ; AU ; 22 ; Григорий Богослов ; 210 
 3512 ; 2 евро. Германия. 10 лет наличному обращению евро ; 2012 ;  ; Би/м ; XF ; 22 ; Ivanov ; 167 
 3513 ; 2 евро. Финляндия. 200-летие финской автономии и сейма в Порвоо ; 2009 ;  ; Би/м ; AU ; 31 ; Матроскин ; 210 
 3514 ; 1 доллар. США. Могавки - строители ; 2016D ;  ; Cu-Zn-Al ; AU ; 32 ; Матроскин ; 108 
 3515 ; 1 доллар. США. Американские инновации - Вакцина от полиомиелита (Пенсильвания) ; 2019P ;  ; Cu-Zn-Al ; AU ; 24 ; t_v_v ; 114 
 3516 ; 1 доллар. США. Американские инновации - Сад попечителей (Джорджия) ; 2019P ;  ; Cu-Zn-Al ; AU ; 23 ; Димон777 ; 134 
 3417 ; 1 крона. Австрия ; 1893 ;  ; Ag ; VF+ ; 29 ; Копеечка ; 186 
 3418 ; 5 марок. ФРГ ; 1964D ;  ; Ag ; XF ; 17 ; птичка16 ; 561 
 3419 ; 6 пенсов. Великобритания ; 1938 ;  ; Ag ; VF-XF ; 13 ; irish2382 ; 74 
 3420 ; 2 1/2 шиллинга. Великобритания ; 1924 ;  ; Ag ; VF- ; 22 ; Dimius ; 542 
 3421 ; 2,50 эскудо. Португалия ; 1947 ;  ; Ag ; VF-XF ; 17 ; irish2382 ; 135 
 3422 ; 5 эскудо. Португалия ; 1951 ;  ; Ag ; VF ; 11 ; irish2382 ; 192 
 3423 ; 10 сен. Япония ;  ;  ; Ag ; VF+ ; 34 ; Снежный Барс ; 383 
 3424 ; 500 франков. Бельгия. Мексиканская выставка ; 1993 ;  ; Ag ; AU ; 32 ; 1gold ; 1418 
 3425 ; 1/2 кроны. Великобритания ; 1944 ;  ; Ag ; XF- ; 13 ; Снежный Барс ; 402 
 3426 ; 20 центов. Кванг-Тунг ;  ;  ; Ag ; VF- ; 13 ; Meshok ; 152 
 3427 ; 2 шиллинга. Великобритания ; 1944 ;  ; Ag ; XF ; 17 ; Снежный Барс ; 313 
 3428 ; 1 флорин. Великобритания ; 1930 ;  ; Ag ; VF-XF ; 28 ; Y.V.B. ; 413 
 3429 ; 200 злотых. Польша. XXI Олимпийские игры ; 1976 ;  ; Ag ; XF+ ; 29 ; CMSpb ; 340 
 3430 ; 25 сентимо. Венесуэла ; 1948 ;  ; Ag ; VF ; 9 ; Eichhörnchen ; 107 
 3431 ; 10 пиастров. Египет ;  ;  ; Ag ; VF+ ; 17 ; sveta6369 ; 357 
 3432 ; 10 эскудо. Ангола ; 1955 ;  ; Ag ; VF+ ; 64 ; Лоцман ; 257 
 3433 ; 1/2 риала. Марокко ; 1331 г.х. ;  ; Ag ; F- ; 33 ; тикси3 ; 765 
 3434 ; 20 куруш. Турция ;  ;  ; Ag ; VF ; 26 ; тикси3 ; 830 
 3435 ; 5 крон Австрия. Коронация ; 1907 ;  ; Ag ; AU ; 58 ; kornum ; 3555 
 3436 ; 1 франк. Швейцария ; 1939 ;  ; Ag ; XF ; 12 ; Flagman ; 230 
 3437 ; 1 франк. Швейцария ; 1940 ;  ; Ag ; VF+ ; 12 ; дилитант ; 240 
 3438 ; 1/2 франка. Швейцария ; 1946 ;  ; Ag ; VF+ ; 9 ; митяй ; 90 
 3439 ; 1 франк. Швейцария ; 1944 ;  ; Ag ; VF+ ; 7 ; митяй ; 184 
 3440 ; 1/2 франка. Швейцария ; 1957 ;  ; Ag ; XF ; 5 ; митяй ; 93 
 3441 ; 1/2 франка. Швейцария ; 1956 ;  ; Ag ; XF ; 7 ; митяй ; 84 
 3442 ; 1/2 франка. Швейцария ; 1960 ;  ; Ag ; XF ; 5 ; митяй ; 79 
 3443 ; 1/2 франка. Швейцария ; 1963 ;  ; Ag ; XF ; 7 ; митяй ; 102 
 3444 ; 1 дайм. США ; 1964 ;  ; Ag ; XF ; 6 ; Алекс137 ; 93 
 3445 ; 1 дайм. США ; 1962 ;  ; Ag ; XF ; 12 ; Алекс137 ; 120 
 3446 ; 1 дайм. США ; 1963 ;  ; Ag ; XF ; 10 ; Алекс137 ; 114 
 3447 ; 500 марок. Финляндия. Олимпиада в Хельсинки ; 1952 ;  ; Ag ; AU ; 30 ; варяг2004 ; 528 
 3448 ; 500 марок. Финляндия. Олимпиада в Хельсинки ; 1952 ;  ; Ag ; XF+ ; 15 ; Бигль ; 512 
 3449 ; 500 марок. Финляндия. Олимпиада в Хельсинки ; 1952 ;  ; Ag ; XF ; 13 ; mask ; 555 
 3450 ; 5 франков. Швейцария ; 1954 ;  ; Ag ; AU ; 15 ; vodianoy ; 969 
 3451 ; 1 песо. Мексика ; 1967 ;  ; Ag ; XF+ ; 33 ; S-a-a-49 ; 267 
 3452 ; 1/24 шиллинга. Джерси ; 1888 ;  ; Br ; VF ; 16 ; Снежный Барс ; 121 
 3453 ; 1 цент. Канада ; 1902 ;  ; Br ; VF+ ; 13 ; CWSC™ ; 133 
 3454 ; 2 эре. Швеция ; 1887 ;  ; Br ; VF ; 9 ; dimam_kz ; 78 
 3455 ; 5 эре. Швеция ; 1875 ;  ; Br ; VF ; 31 ; каррр ; 108 
 3456 ; 1 цент. Малайя ; 1943 ;  ; Br ; XF ; 22 ; артега ; 90 
 3457 ; 1 пиастр. Кипр ; 1934 ;  ; Cu-Ni ; F-VF ; 25 ; Бигль ; 164 
 3458 ; 1 пиастр. Кипр ; 1938 ;  ; Cu-Ni ; VF-XF ; 33 ; Метро62 ; 153 
 3459 ; 20 центов. Малайя ; 1950 ;  ; Cu-Ni ; XF ; 13 ; kuzun ; 73 
 3460 ; 10 центов. Малайя ; 1950 ;  ; Cu-Ni ; XF ; 19 ; Лоцман ; 62 
 3461 ; Дуит. Нидерландская Восточная Индия ; 1789 ;  ; Cu ; F+ ; 23 ; denegka ; 151 
 3462 ; 20 геллеров. Германская Восточная Африка ; 1916 ;  ; Лат ; VF+ ; 41 ; Markgraf ; 408 
 3463 ; 10 сентим. Франция ; 1856 ;  ; Br ; VF ; 7 ; гравицапа ; 68 
 3464 ; 2 евро Германия Баден-Вюртемберг ; 2013 ;  ; Би/м ; AU ; 27 ; guronidze ; 214 
 3465 ; 2 евро Германия Рейнланд-Пфальц ; 2017 ;  ; Би/м ; AU ; 30 ; guronidze ; 211 
 3466 ; 2 евро Германия Гессен ; 2015 ;  ; Би/м ; AU ; 34 ; guronidze ; 213 
 3367 ; 1 франк. Бельгия ; 1913 ;  ; Ag ; VF ; 11 ; irish2382 ; 161 
 3368 ; 1 франк. Бельгия ; 1911 ;  ; Ag ; VF ; 7 ; roza77 ; 131 
 3369 ; 1 пенго. Венгрия ; 1926 ;  ; Ag ; VF ; 13 ; вэл ; 163 
 3370 ; 50 сантимов. Бельгия ; 1911 ;  ; Ag ; XF- ; 17 ; irish2382 ; 163 
 3371 ; 2 доллара. Багамы ; 1974 ;  ; Ag ; Proof ; 47 ; Rober ; 843 
 3372 ; 1 рупия. Индия ; 1907 ;  ; Ag ; VF+ ; 38 ; Leshy77 ; 728 
 3373 ; 10 центов. Канада ; 1918 ;  ; Ag ; VF ; 10 ; alex2016 ; 147 
 3374 ; 2 шиллинга. Австрия. Смерть канцлера Энгельберта Дольфуса ; 1934 ;  ; Ag ; XF ; 28 ; AGA ; 781 
 3375 ; 250 эскудо. Португалия. Революция гвоздик ; 1974 ;  ; Ag ; XF ; 17 ; cfif24 ; 580 
 3376 ; 1000 лир. Сан-Марино ; 1979 ;  ; Ag ; XF+ ; 31 ; mkm1968 ; 701 
 3377 ; 1 гульден. Суринам ; 1962 ;  ; Ag ; XF+ ; 49 ; Markgraf ; 825 
 3378 ; 2 франка. Франция ; 1866 ;  ; Ag ; VF- ; 13 ; гравицапа ; 340 
 3379 ; 2 франка. Франция ; 1887 ;  ; Ag ; F-VF ; 7 ; гравицапа ; 340 
 3380 ; 2 франка. Франция ; 1871 ;  ; Ag ; F ; 7 ; тикси3 ; 311 
 3381 ; 1 франк. Франция ; 1869 ;  ; Ag ; F ; 9 ; roza77 ; 114 
 3382 ; 1 франк. Франция ; 1904 ;  ; Ag ; VF ; 9 ; гравицапа ; 150 
 3383 ; 1 франк. Франция ; 1916 ;  ; Ag ; VF-XF ; 7 ; гравицапа ; 148 
 3384 ; 1 франк. Франция ; 1909 ;  ; Ag ; VF+ ; 5 ; гравицапа ; 230 
 3385 ; 50 сантимов. Франция ; 1902 ;  ; Ag ; F-VF ; 5 ; гравицапа ; 138 
 3386 ; 20 сантимов. Франция ; 1867 ;  ; Ag ; VF- ; 32 ; Unknown ; 357 
 3387 ; 1/4 гульдена. Нидерландские Антиллы ; 1956 ;  ; Ag ; VF ; 11 ; 1gold ; 114 
 3388 ; 2 злотых. Польша ; 1936 ;  ; Ag ; VF+ ; 30 ; irish2382 ; 436 
 3389 ; 2 злотых. Польша ; 1934 ;  ; Ag ; VF+ ; 23 ; double ; 360 
 3390 ; 5 злотых. Польша ; 1935 ;  ; Ag ; VF-XF ; 37 ; Flagman ; 376 
 3391 ; 100 злотых. Польша. 1000-летие Польши ; 1966 ;  ; Ag ; XF+ ; 50 ; SpAi ; 2303 
 3392 ; 1 дирхем. Марокко ; 1960 ;  ; Ag ; VF ; 7 ; irish2382 ; 139 
 3393 ; 5 франков. Швейцария ; 1935 ;  ; Ag ; VF+ ; 8 ; Leshy77 ; 476 
 3394 ; 2 франка. Швейцария ; 1874 ;  ; Ag ; F ; 19 ; Searcher ; 464 
 3395 ; 2 франка. Швейцария ; 1961 ;  ; Ag ; XF ; 12 ; митяй ; 294 
 3396 ; 1/2 франка. Швейцария ; 1945 ;  ; Ag ; XF ; 6 ; митяй ; 93 
 3397 ; 1/2 франка. Швейцария ; 1953 ;  ; Ag ; XF+ ; 5 ; митяй ; 73 
 3398 ; 1/2 франка. Швейцария ; 1960 ;  ; Ag ; XF+ ; 9 ; митяй ; 84 
 3399 ; 2 1/2 гульдена. Кюрасао ; 1944 ;  ; Ag ; XF+ ; 14 ; металлург ; 1479 
 3400 ; 1 гульден. Кюрасао ; 1944 ;  ; Ag ; VF- ; 13 ; irish2382 ; 373 
 3401 ; 1 гульден. Нидерландские Антиллы ; 1952 ;  ; Ag ; VF-XF ; 17 ; тикси3 ; 254 
 3402 ; 1/4 гульдена. Кюрасао ; 1900 ;  ; Ag ; VF- ; 38 ; Leshy77 ; 219 
 3403 ; 25 центов. Нидерланды ; 1906 ;  ; Ag ; F ; 16 ; Лоцман ; 123 
 3404 ; 1/4 гульдена. Кюрасао ; 1947 ;  ; Ag ; VF ; 35 ; irish2382 ; 200 
 3405 ; 1/10 гульдена. Кюрасао ; 1944 ;  ; Ag ; VF ; 13 ; irish2382 ; 153 
 3406 ; 1/10 гульдена. Нидерландские Антиллы ; 1960 ;  ; Ag ; VF ; 22 ; Лоцман ; 101 
 3407 ; 1/10 гульдена. Нидерландская Индия ; 1912 ;  ; Ag ; F+ ; 18 ; Sterh ; 58 
 3408 ; 3 пенса. Новая Зеландия ; 1934 ;  ; Ag ; VF- ; 12 ; pref ; 79 
 3409 ; 500 лир. Италия ; 1965 ;  ; Ag ; VF-XF ; 10 ; митяй ; 333 
 3410 ; 5 лир. Италия ; 1927 ;  ; Ag ; VF+ ; 17 ; Leshy77 ; 198 
 3411 ; 1/10 гульдена. Нидерландская Индия ; 1915 ;  ; Ag ; F+ ; 13 ; kuzmichevem ; 77 
 3412 ; 50 сантимов. Бельгия ; 1899 ;  ; Ag ; VF+ ; 23 ; karl ; 276 
 3413 ; Боливар. Венесуэла ; 1936 ;  ; Ag ; VF ; 44 ; Лоцман ; 281 
 3414 ; 5 эскудо. Португальский Мозамбик ; 1960 ;  ; Ag ; VF ; 7 ; irish2382 ; 170 
 3415 ; 3 пенса. Великобритания ; 1893 ;  ; Ag ; VF ; 29 ; Dimius ; 140 
 3416 ; 3 пенса. Великобритания ; 1912 ;  ; Ag ; VF+ ; 30 ; Dimius ; 126 
 3317 ; 500 франков Бельгия Независимость ; 1980 ;  ; Ag ; VF-XF ; 12 ; всыня ; 340 
 3318 ; 1 песо Филиппины ; 1908 ;  ; Ag ; F+ ; 35 ; тикси3 ; 818 
 3319 ; 1000 марок Финляндия 100 лет марке ; 1960 ;  ; Ag ; AU ; 27 ; Oleg73 ; 1006 
 3320 ; 2 франка Бельгия ; 1880 ;  ; Ag ; XF ; 59 ; 220W ; 4909 
 3321 ; 1 крона Эстония Песенный фестиваль ; 1933 ;  ; Ag ; XF ; 59 ; lirik ; 6015 
 3322 ; 10 марок Финляндия Кекконен ; 1975 ;  ; Ag ; AU ; 45 ; mask ; 435 
 3323 ; 1/2 афгани Афганистан ; 1931 ;  ; Ag ; F-VF ; 37 ; Sterh ; 363 
 3324 ; 1 рупия Португальская Индия Гоа Мария I ; 1801-1807 ;  ; Ag ; F ; 96 ; marSal8Q ; 3212 
 3325 ; Абаз Шекинское ханство в составе Российской империи г Нуха Джафар Кули Хан ; 1807-1812 ;  ; Ag ; F ; 50 ; zczc4 ; 716 
 3326 ; 1 песо Мексика ; 1938 ;  ; Ag ; AU ; 36 ; Rober ; 977 
 3327 ; 20 долларов Британские Виргинские острова ; 1985 ;  ; Ag ; Proof ; 41 ; незнайка ; 1204 
 3328 ; 10 пиастров Египет ; 1917 ;  ; Ag ; VF ; 43 ; Лоцман ; 735 
 3329 ; 1 динар Сербия ; 1915 ;  ; Ag ; XF ; 30 ; alektax ; 449 
 3330 ; 10 центов.Нидерланды ; 1906 ;  ; Ag ; F-VF ; 17 ; трутень ; 204 
 3331 ; 25 эре. Швеция ; 1907 ;  ; Ag ; VF- ; 4 ; Eichhörnchen ; 92 
 3332 ; 10 эре. Швеция ; 1899 ;  ; Ag ; VF ; 15 ; karl ; 127 
 3333 ; 4 скиллинга Дания ; 1854 ;  ; Ag ; VF-XF ; 21 ; Копеечка ; 250 
 3334 ; 10 шиллингов. Австрия ; 1971 ;  ; Ag ; XF+ ; 14 ; ВЕПРЬ ; 177 
 3335 ; 10 шиллингов. Австрия ; 1958 ;  ; Ag ; VF+ ; 5 ; irish2382 ; 144 
 3336 ; 10 шиллингов. Австрия ; 1965 ;  ; Ag ; XF- ; 10 ; CMSpb ; 169 
 3337 ; 5 шиллингов. Австрия ; 1968 ;  ; Ag ; XF ; 3 ; Масясик ; 100 
 3338 ; 5 шиллингов. Австрия ; 1960 ;  ; Ag ; VF+ ; 9 ; dmivanych ; 204 
 3339 ; 1/2 доллара. США ; 1965 ;  ; Ag ; XF+ ; 12 ; птичка16 ; 333 
 3340 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF ; 7 ; guronidze ; 221 
 3341 ; 1/2 доллара. США ; 1968 ;  ; Ag ; AU ; 7 ; guronidze ; 231 
 3342 ; 1/2 доллара. США. Джордж Вашингтон - 250 лет со дня рождения ; 1982 ;  ; Ag ; Proof ; 41 ; жека77 ; 572 
 3343 ; 1/4 доллара. США ; 1964 ;  ; Ag ; XF+ ; 14 ; Алекс137 ; 202 
 3344 ; 1 дайм. США ; 1944 ;  ; Ag ; VF+ ; 21 ; 1gold ; 117 
 3345 ; 1 доллар. США. Олимпийские игры в Лос-Анжелесе ; 1983 ;  ; Ag ; AU ; 23 ; Один54 ; 1019 
 3346 ; 25 песо. Мексика. Олимпиада в Мехико ; 1968 ;  ; Ag ; XF+ ; 27 ; Dimius ; 567 
 3347 ; 25 песо. Мексика. Олимпиада в Мехико ; 1968 ;  ; Ag ; XF ; 49 ; Dimius ; 595 
 3348 ; 1 песо. Мексика ; 1963 ;  ; Ag ; XF ; 11 ; svaf ; 278 
 3349 ; 8 реалов. Мексика ; 1875 ;  ; Ag ; VF- ; 25 ; vodianoy ; 1405 
 3350 ; 25 шиллингов. Австрия. 100-летие со дня смерти эрцгерцога Иогана ; 1959 ;  ; Ag ; XF ; 23 ; SpAi ; 404 
 3351 ; 5 лева. Болгария. Василь Левски ; 1973 ;  ; Ag ; XF ; 21 ; Снежный Барс ; 624 
 3352 ; 10 евро. Финляндия. 200 лет со смерти Андерса Чюдениуса ; 2003 ;  ; Ag ; AU ; 30 ; 1gold ; 917 
 3353 ; 20 франков. Франция ; 1933 ;  ; Ag ; VF+ ; 27 ; гравицапа ; 600 
 3354 ; 10 франков. Франция ; 1931 ;  ; Ag ; VF ; 36 ; Снежный Барс ; 288 
 3355 ; 5 франков. Франция ; 1963 ;  ; Ag ; XF ; 25 ; гравицапа ; 362 
 3356 ; 20 эскудо. Португалия. Мост имени 25 апреля ; 1966 ;  ; Ag ; XF+ ; 24 ; mask ; 401 
 3357 ; 100 песет. Испания ; 1966 ;  ; Ag ; XF- ; 7 ; Снежный Барс ; 465 
 3358 ; 100 песет. Испания ; 1966 ;  ; Ag ; XF ; 9 ; Снежный Барс ; 464 
 3359 ; 50 центов. Австралия ; 1966 ;  ; Ag ; XF ; 7 ; krooze ; 364 
 3360 ; 100 шиллингов. Австрия. 20-летие Государственного договора  о восстановлении независимой и демократической Австрии ; 1975 ;  ; Ag ; XF+ ; 23 ; cfif24 ; 537 
 3361 ; 250 франков. Бельгия. Свадьба Принца Филиппа и Принцессы Матильды ; 1999 ;  ; Ag ; XF ; 17 ; smel ; 739 
 3362 ; 50 франков. Бельгия. Международная выставка в Брюсселе ; 1958 ;  ; Ag ; XF+ ; 42 ; SpAi ; 448 
 3363 ; 20 франков. Бельгия ; 1953 ;  ; Ag ; VF ; 29 ; Leshy77 ; 255 
 3364 ; 2 франка. Бельгия ; 1904 ;  ; Ag ; VF ; 43 ; irish2382 ; 592 
 3365 ; 2 франка. Бельгия ; 1868 ;  ; Ag ; F+ ; 19 ; тикси3 ; 320 
 3366 ; 1 франк. Бельгия ; 1866 ;  ; Ag ; F ; 15 ; дилитант ; 150 
 3267 ; 5 марок. ФРГ. 125 лет со дня открытия Национального Собрания (Франкфуртского парламента). Упаковка ; 1973 ;  ; Ag ; Proof ; 28 ; olefme ; 323 
 3268 ; 5 марок. ФРГ. 200 лет со дня рождения Людвига ван Бетховена ; 1970 ;  ; Ag ; AU ; 28 ; olefme ; 330 
 3269 ; 5 марок. ФРГ. 250 лет со дня рождения Иммануила Канта ; 1974 ;  ; Ag ; AU ; 11 ; Снежный Барс ; 286 
 3270 ; 10 марок. ФРГ. Олимпийские игры 1972 г. в Мюнхене. ‘Olympic Flame’ – олимпийский огонь ; 1972 ;  ; Ag ; AU ; 5 ; Снежный Барс ; 385 
 3271 ; 10 марок. ФРГ. Олимпийские игры 1972 г. в Мюнхене. ‘Olympic Flame’ – олимпийский огонь ; 1972 ;  ; Ag ; AU ; 5 ; Снежный Барс ; 375 
 3272 ; 10 марок. ФРГ. Олимпийские игры 1972 г. в Мюнхене. ‘Olympic Flame’ – олимпийский огонь ; 1972 ;  ; Ag ; AU ; 10 ; птичка16 ; 415 
