 3235 ; Бона иностранная ;  ;  ;  ;  ; 7 ; у44 ; 42 
 1613 ; 15 копеек ; 1953 ;  ; Ni ; VF-XF ; 6 ; trubochist ; 21 
 1614 ; 15 копеек ; 1953 ;  ; Ni ; F-VF ; 12 ; Statuetka ; 11 
 1615 ; 10 копеек ; 1956 ; в венке герба 16 лент ; Ni ; VF+ ; 10 ; Statuetka ; 14 
 1516 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 31 ; karruzo ; 36 
 1517 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; AU ; 29 ; t2029 ; 30 
 1518 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; AU ; 10 ; Statuetka ; 28 
 1519 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; AU ; 15 ; fpd7 ; 46 
 1520 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; AU ; 42 ; feniks79 ; 41 
 1521 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 34 ; gorfil ; 416 
 1522 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленингр ; Cu-Ni ; Proof ; 43 ; mTor ; 145 
 1523 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленингр ; Cu-Ni ; Proof ; 40 ; chuk ; 134 
 1524 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 21 ; ryber ; 276 
 1525 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Unc ; 44 ; gorfil ; 92 
 1526 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 49 ; ЗМЕЙ ; 87 
 1527 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; Unc ; 26 ; ЗМЕЙ ; 53 
 1528 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; Unc ; 18 ; ЗМЕЙ ; 84 
 1529 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Unc ; 21 ; gorfil ; 116 
 1530 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 39 ; ЗМЕЙ ; 116 
 1531 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тург ; Cu-Ni ; AU ; 50 ; o.k. ; 357 
 1532 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 13 ; ФВС ; 20 
 1533 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; AU ; 14 ; igo ; 36 
 1534 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 12 ; feniks79 ; 61 
 1535 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; Proof ; 40 ; feniks79 ; 107 
 1536 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 37 ; hugo ; 155 
 1537 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 39 ; ДСВ777 ; 277 
 1538 ; 1 рубль. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; Unc ; 39 ; vladimir232 ; 510 
 1539 ; 1 рубль. Упаковка ; 1983 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; Proof ; 51 ; gorfil ; 532 
 1540 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 47 ; Gari 77 ; 309 
 1541 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 19 ; gorfil ; 367 
 1542 ; 2 рубля. Серия "Города - герои". Новороссийск ; 2000СПМД ;  ; Cu-Ni ; AU ; 17 ; solder13 ; 22 
 1543 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А ; Cu-Ni ; AU ; 90 ; gorfil ; 180 
 1544 ; 50 копеек ; 1976 ;  ; Cu-Ni ; VF-XF ; 30 ; джокер ; 214 
 1545 ; 5 копеек ; 1943 ;  ; Br ; XF- ; 24 ; ryber ; 102 
 1546 ; 2 копейки ; 1926 ;  ; Br ; VF-XF ; 25 ; smirnoff ; 84 
 1547 ; 5 копеек ; 1991 ; ЛМД ; Cu-Zn ; AU ; 2 ; fpd7 ; 3 
 1548 ; 5 копеек ; 1991 ; ЛМД ; Cu-Zn ; AU ; 2 ; fpd7 ; 3 
 1549 ; 20 копеек ; 1931 ;  ; Ni ; XF+ ; 12 ; kotok ; 126 
 1550 ; 20 копеек ; 1932 ;  ; Ni ; XF ; 11 ; альбатрос ; 68 
 1551 ; 20 копеек ; 1952 ;  ; Ni ; XF+ ; 16 ; trubochist ; 17 
 1552 ; 20 копеек ; 1954 ;  ; Ni ; XF- ; 10 ; trubochist ; 11 
 1553 ; 15 копеек ; 1935 ;  ; Ni ; XF+ ; 42 ; @@@ ; 1224 
 1554 ; 15 копеек ; 1936 ;  ; Ni ; VF- ; 8 ; mgrp ; 14 
 1555 ; 15 копеек ; 1938 ;  ; Ni ; VF+ ; 35 ; mgrp ; 59 
 1556 ; 15 копеек ; 1941 ;  ; Ni ; VF-XF ; 18 ; o.k. ; 39 
 1557 ; 15 копеек ; 1943 ;  ; Ni ; XF- ; 46 ; kotok ; 110 
 1558 ; 15 копеек ; 1945 ;  ; Ni ; XF+ ; 40 ; Олег33 ; 306 
 1559 ; 15 копеек ; 1949 ;  ; Ni ; XF- ; 33 ; mgrp ; 227 
 1560 ; 10 копеек ; 1949 ;  ; Ni ; XF+ ; 3 ; Шура ; 102 
 1561 ; 5 копеек ; 1954 ;  ; Br ; AU ; 52 ; tdp ; 105 
 1562 ; 3 копейки ; 1929 ;  ; Br ; VF ; 49 ; NFV ; 53 
 1563 ; 3 копейки ; 1930 ;  ; Br ; VF ; 11 ; o.k. ; 13 
 1564 ; 1 копейка ; 1928 ;  ; Br ; VF+ ; 68 ; kotok ; 164 
 1565 ; 1 копейка ; 1937 ;  ; Br ; XF- ; 53 ; grot ; 171 
 1466 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 40 ; 777ASA777 ; 229 
 1467 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 45 ; Шура ; 430 
 1468 ; 1 рубль ; 1965 ; 20 лет победы над Германией. Н ; Cu-Ni ; Proof ; 24 ; fantom1975 ; 1274 
 1469 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; Proof ; 31 ; pgperes ; 317 
 1470 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; Proof ; 7 ; woger08 ; 73 
 1471 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; Proof ; 44 ; Шура ; 1201 
 1472 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; Unc ; 43 ; KKK17 ; 78 
 1473 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; AU ; 3 ; гость ; 31 
 1474 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 8 ; гость ; 36 
 1475 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 19 ; feniks79 ; 61 
 1476 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 20 ; feniks79 ; 61 
 1477 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 23 ; feniks79 ; 76 
 1478 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; AU ; 27 ; shiraliv ; 918 
 1479 ; 1 рубль ; 1981 ; Дружба на веки ; Cu-Ni ; AU ; 7 ; lyustik ; 114 
 1480 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 9 ; edgarr ; 25 
 1481 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 12 ; feniks79 ; 41 
 1482 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; AU ; 2 ; rmiller ; 26 
 1483 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 9 ; karruzo ; 30 
 1484 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 24 ; o.k. ; 77 
 1485 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячеле ; Cu-Ni ; AU ; 33 ; mTor ; 70 
 1486 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 9 ; feniks79 ; 66 
 1487 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 3 ; t2029 ; 53 
 1488 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; AU ; 21 ; feniks79 ; 36 
 1489 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; AU ; 13 ; fpd7 ; 30 
 1490 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; AU ; 5 ; rmiller ; 20 
 1491 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; XF+ ; 22 ; feniks79 ; 22 
 1492 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; AU ; 10 ; igo ; 24 
 1493 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; VF-XF ; 6 ; fpd7 ; 7 
 1494 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; XF- ; 3 ; alex995 ; 6 
 1495 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; VF-XF ; 6 ; edgarr ; 9 
 1496 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 35 ; гость ; 51 
 1497 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 21 ; o.k. ; 37 
 1498 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 33 ; Советы ; 299 
 1499 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; Proof ; 56 ; gorfil ; 781 
 1500 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Unc ; 21 ; hugo ; 333 
 1501 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; Proof ; 11 ; igor_r65 ; 96 
 1502 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Де ; Cu-Ni ; Unc ; 78 ; shiraliv ; 419 
 1503 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 26 ; Mike! ; 135 
 1504 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 3 ; gorfil ; 95 
 1505 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Велосипе ; Cu-Ni ; Proof ; 63 ; tdp ; 1042 
 1506 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание  ; Cu-Ni ; Proof ; 42 ; gorfil ; 876 
 1507 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 19 ; Mike! ; 399 
 1508 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 5 ; Mike! ; 150 
 1509 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; Proof ; 23 ; feniks79 ; 96 
 1510 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; Proof ; 26 ; Saneck ; 301 
 1511 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 31 ; гость ; 236 
 1512 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 40 ; ryber ; 285 
 1513 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 4 ; t2029 ; 38 
 1514 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; AU ; 27 ; edgarr ; 27 
 1515 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 15 ; edgarr ; 28 
 1416 ; 20 копеек ; 1975 ;  ; Cu-Ni ; AU ; 21 ; o.k. ; 651 
 1417 ; 15 копеек ; 1975 ;  ; Cu-Ni ; AU ; 44 ; roman_at ; 668 
 1418 ; 15 копеек. Упаковка ; 1965 ;  ; Cu-Ni ; Unc ; 41 ; Алла ; 1330 
 1419 ; 10 копеек. Упаковка ; 1965 ;  ; Cu-Ni ; Unc ; 34 ; Алла ; 1371 
 1420 ; 2 рубля ; 1999 ; СПМД ; Cu-Ni-Zn ; XF ; 71 ; zed_son ; 84 
 1421 ; 1 рубль ; 1999 ; СПМД ; Cu-Ni-Zn ; AU ; 33 ; zed_son ; 33 
 1422 ; 1 рубль ; 1999 ; ММД ; Cu-Ni-Zn ; AU ; 24 ; gorfil ; 61 
 1423 ; 1 копейка ; 2008М ;  ; St/Ni ; AU ; 18 ; chuk ; 22 
 1424 ; 10 рублей ; 1992 ; ЛМД ; Cu-Zn/Cu-N ; XF+ ; 63 ; drn137 ; 3829 
 1425 ; 15 копеек. Брак монетного двора. Аверс/Реверс 10 градусов ; 1991 ; ЛМД ; Cu-Ni ; XF+ ; 19 ; ghjk ; 333 
 1426 ; 10 копеек. Аверс/Реверс 25 градусов ; 1932 ;  ; Ni ; AU ; 2 ; imi ; 159 
 1427 ; 5 копеек. Аверс/Реверс 25 градусов ; 1931 ;  ; Br ; VF-XF ; 4 ; imi ; 82 
 1428 ; 3 копейки. Брак монетного двора. Аверс/Реверс 10 градусов ; 1989 ;  ; Cu-Zn ; XF+ ; 9 ; imi ; 17 
 1429 ; 1 копейка. Брак монетного двора. Аверс/реверс 15 градусов ; 1990 ;  ; Cu-Zn ; AU ; 19 ; ghjk ; 276 
 1430 ; Разменный знак 10. Остров Шпицберген. Арктиуголь. Кончина Папы Иоанна  Павла II. Тираж 6шт. М-13,97г ; 2005СПМД ;  ; Ag925 ; Proof ; 128 ; sulin61 ; 17627 
 1431 ; Разменный знак 10. Остров Шпицберген. Арктиуголь. Без надписи "Разменный знак". Против терроризма. Нью-Йорк 11 сентября. Тираж 1000шт ; 2001 ;  ; Мельхиор 1 ; Proof ; 56 ; zhut` ; 1181 
 1432 ; Разменный знак 10. Остров Шпицберген. Арктиуголь. Без надписи "Разменный знак". Подъм подлодки "Курск". Название подлодки в кавычках. Тираж 500шт ; 2001 ;  ; Мельхиор 1 ; Proof ; 55 ; ryber ; 1621 
 1433 ; Жетон. 70 лет Советскому чекану - ГКЧП. Тираж 1000шт ; ММД ;  ; Томпак ; Proof ; 67 ; cityden ; 1844 
 1434 ; Жетон. 70 лет Советскому чекану - 1 рубль. Тираж 2000шт ; ММД ;  ; Нейзильбер ; AU ; 112 ; cityden ; 1114 
 1435 ; Жетон. 70 лет Советскому чекану - 1 рубль. Тираж 300шт. М-8,42г ; СПМД ;  ; Ag925 ; AU ; 65 ; cityden ; 1950 
 1436 ; Жетон. 70 лет Советскому чекану - ГКЧП. М-8,42г ; СПМД ;  ; Ag925 ; Proof ; 129 ; cityden ; 2378 
 1437 ; Арктиуголь. Остров Шпицберген. 5. Проба. Тираж 100шт ; 1998СПМД ;  ; Al ; AU ; 112 ; ryber ; 6630 
 1438 ; Арктиуголь. Остров Шпицберген. 2. Проба. Тираж 100шт ; 1998СПМД ;  ; Мельхиор ; AU ; 70 ; sulin61 ; 6500 
 1439 ; Арктиуголь. Остров Шпицберген. 1. Проба. Тираж 100шт ; 1998СПМД ;  ; Мельхиор ; AU ; 49 ; sulin61 ; 6500 
 1440 ; Арктиуголь. Остров Шпицберген. 0,5. Проба. Тираж 100шт ; 1998СПМД ;  ; Томпак ; AU ; 29 ; dimon46 ; 6600 
 1441 ; 10 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 30 ; nik78 ; 327 
 1442 ; Жетон. Министерство торговли. 2. Цифры прямоугольной формы, оборотная сторона плоская ;  ;  ; Ж/м ; AU ; 63 ; sv13 ; 426 
 1443 ; Жетон. Министерство торговли. 3. Цифры прямоугольной формы, оборотная сторона плоская ;  ;  ; Ж/м ; XF ; 61 ; Man 11 ; 347 
 1444 ; Жетон. Министерство торговли. 3. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF-XF ; 26 ; 777ASA777 ; 107 
 1445 ; Жетон. Министерство торговли. 4. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; XF+ ; 15 ; Советы ; 50 
 1446 ; Жетон. Министерство торговли. 4. Цифры округлой формы, оборотная сторона плоская ;  ;  ; Ж/м ; XF+ ; 70 ; Man 11 ; 359 
 1447 ; Жетон. Министерство торговли. 5. Цифры прямоугольной формы, оборотная сторона плоская ;  ;  ; Ж/м ; VF-XF ; 21 ; ЗМЕЙ ; 58 
 1448 ; Жетон. Министерство торговли. 5. Цифры округлой формы, оборотная сторона плоская ;  ;  ; Ж/м ; XF+ ; 29 ; konst ; 368 
 1449 ; Жетон. Министерство торговли. 10. Цифры округлой формы, оборотная сторона плоская ;  ;  ; Ж/м ; AU ; 26 ; vladimir232 ; 413 
 1450 ; Жетон. Министерство торговли. 10. Цифры прямоугольной формы, оборотная сторона плоская ;  ;  ; Ж/м ; AU ; 34 ; fanfan ; 255 
 1451 ; Жетон. Министерство торговли. 11. Длинная гаста цифры "1", оборотная сторона ребристая ;  ;  ; Ж/м ; XF ; 43 ; vladimir232 ; 123 
 1452 ; Жетон. Министерство торговли. 11. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; AU ; 24 ; Man 11 ; 147 
 1453 ; Жетон. Министерство торговли. 12. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF+ ; 13 ; fillin ; 32 
 1454 ; Жетон. Министерство торговли. 13. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; XF ; 17 ; ЗМЕЙ ; 53 
 1455 ; Жетон. Министерство торговли. 15. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; XF+ ; 52 ; konst ; 113 
 1456 ; Жетон. Министерство торговли. 19. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; XF+ ; 9 ; Скрудж ; 57 
 1457 ; Жетон. Министерство торговли. 20. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; AU ; 9 ; ЗМЕЙ ; 63 
 1458 ; Жетон. Министерство торговли. 24. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF+ ; 20 ; Man 11 ; 317 
 1459 ; Жетон. Министерство торговли. 25. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF+ ; 9 ; sv13 ; 43 
 1460 ; Жетон. Министерство торговли. 26. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; AU ; 13 ; ЗМЕЙ ; 63 
 1461 ; Жетон. Министерство торговли. 27. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; AU ; 11 ; Скрудж ; 92 
 1462 ; Жетон. Министерство торговли. 28. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF-XF ; 7 ; Скрудж ; 43 
 1463 ; Жетон. Министерство торговли. 30. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; XF+ ; 66 ; konst ; 164 
 1464 ; Жетон. Министерство торговли. 32. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF-XF ; 9 ; Скрудж ; 67 
 1465 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 9 ; Шура ; 181 
 1366 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 43 ; poiskklada ; 87 
 1367 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 18 ; rizovtpl ; 90 
 1368 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 22 ; gorfil ; 111 
 1369 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 29 ; turist07908 ; 74 
 1370 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 10 ; poiskklada ; 82 
 1371 ; 20 копеек ; 1930 ; в СССР С округлые, шт. 3 коп.1 ; Ag ; XF+ ; 33 ; ghjk ; 3264 
 1372 ; 15 копеек ; 1921 ;  ; Ag ; VF ; 25 ; o.k. ; 816 
 1373 ; 15 копеек ; 1922 ;  ; Ag ; VF+ ; 41 ; Jimmy ; 114 
 1374 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 49 ; 1968 ; 306 
 1375 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 18 ; poiskklada ; 57 
 1376 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 26 ; poiskklada ; 57 
 1377 ; 15 копеек ; 1924 ;  ; Ag ; XF ; 29 ; Jimmy ; 134 
 1378 ; 15 копеек ; 1927 ;  ; Ag ; XF+ ; 12 ; poiskklada ; 66 
 1379 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 22 ; munz ; 123 
 1380 ; 15 копеек ; 1928 ;  ; Ag ; VF ; 11 ; poiskklada ; 62 
 1381 ; 15 копеек. Деформация ; 1928 ;  ; Ag ; VF ; 17 ; poiskklada ; 34 
 1382 ; 15 копеек. Деформация ; 1928 ;  ; Ag ; F-VF ; 27 ; poiskklada ; 37 
 1383 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 23 ; карден ; 204 
 1384 ; 15 копеек ; 1929 ;  ; Ag ; XF+ ; 38 ; alno51 ; 141 
 1385 ; 15 копеек ; 1929 ;  ; Ag ; VF-XF ; 12 ; klimvita ; 123 
 1386 ; 15 копеек ; 1930 ;  ; Ag ; VF+ ; 24 ; poiskklada ; 57 
 1387 ; 10 копеек ; 1923 ;  ; Ag ; VF-XF ; 17 ; poiskklada ; 61 
 1388 ; 10 копеек ; 1923 ;  ; Ag ; VF- ; 21 ; poiskklada ; 22 
 1389 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 16 ; alno51 ; 41 
 1390 ; 10 копеек ; 1928 ;  ; Ag ; VF-XF ; 9 ; ЗМЕЙ ; 55 
 1391 ; 10 копеек ; 1928 ;  ; Ag ; XF+/VF- ; 8 ; @@@ ; 51 
 1392 ; 10 копеек ; 1928 ;  ; Ag ; VF-XF ; 21 ; klimvita ; 68 
 1393 ; 10 копеек ; 1929 ;  ; Ag ; XF+ ; 26 ; Poen75 ; 114 
 1394 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 36 ; каламбур ; 213 
 1395 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 12 ; Rober ; 100 
 1396 ; 2 копейки ; 1924 ; Гурт гладкий ; Cu ; VF-XF ; 17 ; nuke ; 1817 
 1397 ; 2 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 48 ; Скрудж ; 1048 
 1398 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 26 ; @@@ ; 65 
 1399 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 13 ; Rober ; 14 
 1400 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 13 ; 13 ; 50 
 1401 ; Полкопейки ; 1925 ;  ; Cu ; AU ; 53 ; nuke ; 1416 
 1402 ; Полкопейки ; 1925 ;  ; Cu ; VF-XF ; 12 ; poiskklada ; 255 
 1403 ; Полкопейки ; 1925 ;  ; Cu ; VF-XF ; 58 ; munz ; 384 
 1404 ; Полкопейки ; 1925 ;  ; Cu ; VF- ; 55 ; Rober ; 218 
 1405 ; Полкопейки ; 1925 ;  ; Cu ; VF ; 15 ; env ; 221 
 1406 ; Полкопейки ; 1927 ;  ; Cu ; XF+ ; 12 ; irusya ; 533 
 1407 ; Полкопейки ; 1927 ;  ; Cu ; VF-XF ; 35 ; art67 ; 400 
 1408 ; Полкопейки ; 1927 ;  ; Cu ; F-VF ; 27 ; poiskklada ; 214 
 1409 ; Полкопейки ; 1928 ;  ; Cu ; VF-XF ; 51 ; serg007 ; 1241 
 1410 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; Proof ; 49 ; ryber ; 786 
 1411 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; XF- ; 44 ; vovan100 ; 1695 
 1412 ; 1 рубль. Ошибка: на циферблате вместо IV ч. VI ч ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 28 ; mbm73 ; 1022 
 1413 ; 1 рубль. На цифеблате часов VI вместо IV часов ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF+ ; 42 ; F@NT0M ; 271 
 1414 ; 3 копейки ; 1927 ;  ; Br ; VF- ; 24 ; grot ; 1726 
 1415 ; 50 копеек ; 1975 ;  ; Cu-Ni ; AU ; 23 ; Алла ; 1222 
 1316 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF+ ; 27 ; alex888 ; 247 
 1317 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 9 ; alex888 ; 202 
 1318 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 21 ; alex888 ; 202 
 1319 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 8 ; alex888 ; 202 
 1320 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 27 ; alex888 ; 222 
 1321 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 12 ; alex888 ; 211 
 1322 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 25 ; Rober ; 227 
 1323 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 11 ; 1968 ; 306 
 1324 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 16 ; poiskklada ; 231 
 1325 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 19 ; poiskklada ; 227 
 1326 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; F-VF ; 13 ; alex888 ; 216 
 1327 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 21 ; 1968 ; 434 
 1328 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF+/XF- ; 17 ; poiskklada ; 232 
 1329 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 12 ; дима1969 ; 357 
 1330 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 14 ; poiskklada ; 227 
