 4687 ; Бона иностранная ;  ;  ;  ;  ; 12 ; smel ; 150 
 1936 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Unc ; 12 ; ААФ ; 297 
 1937 ; 1 рубль. Упаковка нарушена ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc/AU ; 22 ; Rober ; 223 
 1938 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 22 ; ААФ ; 667 
 1939 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 9 ; fox2011 ; 63 
 1940 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 4 ; Batya.Manowar ; 53 
 1941 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 3 ; veter 9 ; 51 
 1942 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 11 ; Дак ; 388 
 1943 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 3 ; opaque ; 51 
 1944 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 6 ; кашира ; 63 
 1945 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 23 ; QQXA ; 46 
 1946 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF ; 14 ; evg ; 34 
 1947 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF+ ; 25 ; opaque ; 31 
 1948 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 31 ; opaque ; 54 
 1949 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 37 ; shiraliv ; 113 
 1950 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 16 ; ААФ ; 389 
 1951 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 80 ; molchun ; 144 
 1952 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 49 ; Sergant ; 114 
 1953 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Unc ; 28 ; dgekson ; 101 
 1954 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 60 ; spstudio ; 209 
 1955 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 18 ; denis1977 ; 196 
 1956 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 26 ; Mango Moris ; 471 
 1957 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 41 ; Маркс ; 239 
 1858 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 36 ; krft ; 261 
 1859 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 41 ; veter 9 ; 771 
 1860 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 16 ; veter 9 ; 578 
 1861 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 29 ; 2 wise monkey ; 714 
 1862 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 15 ; vesvic ; 1640 
 1863 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 60 ; opaque ; 83 
 1864 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 25 ; olimpic74 ; 1121 
 1865 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 34 ; nikolaj ; 693 
 1866 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 35 ; denis1977 ; 514 
 1867 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 18 ; www62 ; 532 
 1868 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 31 ; denis1977 ; 674 
 1869 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 9 ; Ходор ; 235 
 1870 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 46 ; ААФ ; 163 
 1871 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 28 ; Ходор ; 300 
 1872 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 30 ; Опятор ; 227 
 1873 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 10 ; ААФ ; 181 
 1874 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 30 ; Ходор ; 232 
 1875 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 19 ; krut0803 ; 671 
 1876 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 34 ; ААФ ; 663 
 1877 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Proof ; 25 ; krut0803 ; 1020 
 1878 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 49 ; ААФ ; 582 
 1879 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 21 ; fox2011 ; 716 
 1880 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 12 ; vesvic ; 185 
 1881 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 15 ; барабашка ; 128 
 1882 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF ; 15 ; opaque ; 47 
 1883 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 19 ; Рыжая_Кыся ; 24 
 1884 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF- ; 37 ; samurai 969 ; 58 
 1885 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; XF ; 56 ; Sergant ; 101 
 1886 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 24 ; Sergant ; 49 
 1887 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 11 ; kubina ; 46 
 1888 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF ; 39 ; Sergant ; 71 
 1889 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 53 ; niko1968 ; 105 
 1890 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 65 ; Evka ; 459 
 1891 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 19 ; Ходор ; 359 
 1892 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF+ ; 63 ; Gera_K ; 114 
 1893 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 46 ; Sergant ; 73 
 1894 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF ; 59 ; logol ; 125 
 1895 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 20 ; Sergant ; 63 
 1896 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF ; 18 ; Sergant ; 72 
 1897 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF ; 35 ; Sergant ; 85 
 1898 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; XF+ ; 38 ; Sergant ; 72 
 1899 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; XF ; 36 ; Sergant ; 97 
 1900 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Unc ; 30 ; klimvita ; 245 
 1901 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 27 ; Чук ; 461 
 1902 ; 3 рубля ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 48 ; ААФ ; 247 
 1903 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 49 ; ААФ ; 271 
 1904 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 47 ; denis68 ; 204 
 1905 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 24 ; ryber ; 1226 
 1906 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 32 ; denis68 ; 206 
 1907 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 31 ; ААФ ; 216 
 1808 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 37 ; veter 9 ; 53 
 1809 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 12 ; Рыжая_Кыся ; 33 
 1810 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF+ ; 22 ; Sergant ; 43 
 1811 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 41 ; veter 9 ; 81 
 1812 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 11 ; Sergant ; 46 
 1813 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 59 ; Sergant ; 114 
 1814 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 12 ; барабашка ; 48 
 1815 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 10 ; jimmysu ; 34 
 1816 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 17 ; piron ; 31 
 1817 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF+ ; 17 ; veter 9 ; 41 
 1818 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; XF ; 13 ; Рыжая_Кыся ; 66 
 1819 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 15 ; jimmysu ; 62 
 1820 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 44 ; Следопыт ; 101 
 1821 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 32 ; Следопыт ; 104 
 1822 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 11 ; jimmysu ; 57 
 1823 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 18 ; Sergant ; 34 
 1824 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 15 ; Рыжая_Кыся ; 31 
 1825 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 18 ; Sergant ; 34 
 1826 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 20 ; samurai 969 ; 46 
 1827 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 19 ; Sergant ; 42 
 1828 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 12 ; zelya ; 34 
 1829 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 32 ; veter 9 ; 76 
 1830 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF ; 34 ; Batya.Manowar ; 906 
 1831 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF+ ; 19 ; Long_Piter ; 32 
 1832 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 16 ; Sergant ; 145 
 1833 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; AU ; 21 ; kalan ; 168 
 1834 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 104 ; alexeiSP ; 1550 
 1835 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 39 ; пенсионер ; 123 
 1836 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 47 ; kalan ; 407 
 1837 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 15 ; denis1977 ; 175 
 1838 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 43 ; kalan ; 512 
 1839 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 40 ; kalan ; 258 
 1840 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 44 ; vesvic ; 209 
 1841 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 34 ; крабик ; 252 
 1842 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 22 ; ААФ ; 181 
 1843 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 27 ; www62 ; 257 
 1844 ; 3 рубля ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 48 ; ryber ; 1836 
 1845 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 20 ; kalan ; 408 
 1846 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 48 ; kalan ; 270 
 1847 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 40 ; крабик ; 2050 
 1848 ; 3 рубля ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 35 ; ААФ ; 873 
 1849 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 25 ; kalan ; 385 
 1850 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 28 ; alexeiSP ; 714 
 1851 ; 3 рубля ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 26 ; niko1968 ; 638 
 1852 ; 3 рубля ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 35 ; www62 ; 503 
 1853 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 10 ; fox2011 ; 591 
 1854 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 87 ; ryber ; 614 
 1855 ; 3 рубля ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 13 ; rbcrf ; 480 
 1856 ; 3 рубля ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 54 ; dpb ; 920 
 1857 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 31 ; niko1968 ; 710 
 1758 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Unc ; 14 ; jimmysu ; 51 
 1759 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 44 ; veter 9 ; 94 
 1760 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Unc ; 51 ; klimvita ; 57 
 1761 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 65 ; veter 9 ; 79 
 1762 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Unc ; 30 ; verunk1 ; 57 
 1763 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 33 ; molchun ; 92 
 1764 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 49 ; Рыжая_Кыся ; 88 
 1765 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 25 ; mr.812 ; 214 
 1766 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 57 ; юденич ; 271 
 1767 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 27 ; Ходор ; 232 
 1768 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Unc ; 15 ; veter 9 ; 165 
 1769 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 34 ; KRASLAVA ; 306 
 1770 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Unc ; 9 ; Ходор ; 165 
 1771 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 39 ; verunk1 ; 306 
 1772 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 24 ; nivas ; 257 
 1773 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 27 ; verunk1 ; 153 
 1774 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 60 ; stivenson ; 67 
 1775 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 54 ; veter 9 ; 101 
 1776 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 34 ; isten ; 79 
 1777 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 17 ; verunk1 ; 94 
 1778 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 46 ; miha ; 83 
 1779 ; 1 рубль. Упаковка нарушена ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 29 ; vesvic ; 93 
 1780 ; 1 рубль. Упаковка нарушена ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 32 ; ААФ ; 90 
 1781 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 45 ; verunk1 ; 91 
 1782 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Unc ; 30 ; ААФ ; 716 
 1783 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Unc ; 14 ; Antromis ; 464 
 1784 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 27 ; Sergant ; 51 
 1785 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 18 ; ААФ ; 237 
 1786 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 34 ; ААФ ; 535 
 1787 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 24 ; molchun ; 90 
 1788 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 22 ; veter 9 ; 114 
 1789 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 13 ; september ; 1001 
 1790 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 27 ; molchun ; 90 
 1791 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 51 ; dgekson ; 79 
 1792 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 21 ; zenith_ka ; 79 
 1793 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Unc ; 36 ; kvm64 ; 650 
 1794 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 43 ; molodes ; 91 
 1795 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 22 ; max.zuzin ; 104 
 1796 ; 1 рубль. Упаковка нарушена ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 15 ; zenith_ka ; 79 
 1797 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 38 ; elefant1965 ; 94 
 1798 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 30 ; QQXA ; 69 
 1799 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 60 ; Sergant ; 77 
 1800 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 30 ; Sergant ; 71 
 1801 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 28 ; Antromis ; 91 
 1802 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 48 ; Antromis ; 63 
 1803 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 14 ; Sergant ; 34 
 1804 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 33 ; veter 9 ; 46 
 1805 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 28 ; Antromis ; 182 
 1806 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 26 ; Sergant ; 57 
 1807 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 20 ; Sergant ; 54 
 1708 ; Разменный знак 10. о-в Шпицберген. Против терроризма ; 2002СПМД ;  ; Б/м ; Proof ; 42 ; Инвестор ; 522 
 1709 ; Разменный знак 10. о-в Шпицберген. Сход Ледника-трагедия в Кармадонском ущелье ; 2002СПМД ;  ; Б/м ; Proof ; 40 ; Rober ; 502 
 1710 ; Разменный знак 10. о-в Шпицберген. Наводнение-Юг России ; 2002СПМД ;  ; Б/м ; Proof ; 40 ; Инвестор ; 622 
 1711 ; Разменный знак 10. о-в Шпицберген. Наводнение-Центр Европы ; 2002СПМД ;  ; Б/м ; Proof ; 25 ; kalan ; 627 
 1712 ; Разменный знак. 10. Остров Шпицберген.  Арктикуголь. С надписью "разменный знак". Кончина Папы Иоанна Павла II ; 2005СПМД ;  ; Cu-Ni ; Proof ; 91 ; lrs-12 ; 2464 
 1713 ; Разменный знак. 10. Остров Шпицберген.  Арктикуголь. С надписью "разменный знак". Цунами - Юго-Восточная Азия ; 2005СПМД ;  ; Cu-Ni ; Proof ; 38 ; lrs-12 ; 1106 
 1714 ; Жетон. Один полтинник ; 2011ММД ;  ; Cu-Ni ; Proof ; 17 ; kotok ; 521 
 1715 ; 5 ; 1998 ; о.Шпицберген ;  ; XF+ ; 47 ; sergey8 ; 722 
 1716 ; 2 ; 1998 ; о.Шпицберген ;  ; XF ; 28 ; ДРОВЯНОЙ - 2 ; 408 
 1717 ; 1 ; 1998 ; о.Шпицберген ;  ; XF ; 18 ; avc ; 447 
 1718 ; 0,5 ; 1998 ; о.Шпицберген ;  ; XF ; 22 ; ДРОВЯНОЙ - 2 ; 408 
 1719 ; 0,25 ; 1998 ; о.Шпицберген ;  ; XF+ ; 20 ; ДРОВЯНОЙ - 2 ; 663 
 1720 ; 0,1 ; 1998 ; о.Шпицберген ;  ; XF+ ; 32 ; ДРОВЯНОЙ - 2 ; 663 
 1721 ; 50 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 63 ; kalan ; 561 
 1722 ; Министерство торговли СССР. 19. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; AU ; 35 ; kochet751 ; 171 
 1723 ; Министерство торговли СССР. 12. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; AU ; 17 ; kochet751 ; 104 
 1724 ; Министерство торговли СССР. 11. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; AU ; 15 ; kochet751 ; 177 
 1725 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского."пруф", без знака МД ; Cu-Ni ; Proof ; 52 ; sergey8 ; 1632 
 1726 ; 50 копеек ; 1975 ;  ; Cu-Ni ; VF ; 75 ; orel ; 1406 
 1727 ; 20 копеек ; 1950 ;  ; Ni ; VF+ ; 62 ; AlexFil ; 502 
 1728 ; 20 копеек ; 1967 ;  ; Cu-Ni ; AU ; 75 ; USS ; 417 
 1729 ; 20 копеек ; 1974 ;  ; Cu-Ni ; AU ; 41 ; orel ; 1503 
 1730 ; 15 копеек ; 1944 ;  ; Ni ; VF ; 70 ; юденич ; 313 
 1731 ; 15 копеек ; 1966 ;  ; Cu-Ni ; AU ; 39 ; krut0803 ; 1748 
 1732 ; 15 копеек ; 1967 ;  ; Cu-Ni ; XF+ ; 33 ; USS ; 496 
 1733 ; 10 копеек ; 1942 ;  ; Ni ; F ; 77 ; eugraphus ; 5070 
 1734 ; 5 копеек ; 1939 ;  ; Br ; VF ; 44 ; AVGUST ; 401 
 1735 ; 5 копеек ; 1941 ;  ; Br ; VF- ; 15 ; krut0803 ; 211 
 1736 ; 5 копеек. Деформация ; 1945 ;  ; Br ; VF- ; 43 ; карат ; 303 
 1737 ; 5 копеек ; 1951 ;  ; Br ; F-VF ; 85 ; курепа ; 329 
 1738 ; 5 копеек ; 1967 ;  ; Cu-Zn ; XF- ; 38 ; ryber ; 508 
 1739 ; 5 копеек ; 1968 ;  ; Cu-Zn ; XF ; 31 ; юденич ; 700 
 1740 ; 5 копеек ; 1969 ;  ; Cu-Zn ; XF ; 60 ; юденич ; 1447 
