 5991 ; Бона иностранная Венесуэла ;  ;  ;  ; AU ; 28 ; sibirian ; 28 
 1934 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; VF-XF ; 18 ; viv1957 ; 82 
 1935 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; XF ; 39 ; posad ; 363 
 1936 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF ; 14 ; posad ; 85 
 1937 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 19 ; Elizium ; 101 
 1938 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 15 ; Elizium ; 100 
 1939 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF+ ; 22 ; paranoy ; 282 
 1940 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; XF ; 38 ; DmirtiyM ; 273 
 1941 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; VF-XF ; 14 ; каи51 ; 81 
 1942 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; VF-XF ; 14 ; gfgf50 ; 58 
 1943 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; VF-XF ; 9 ; nemeshika ; 57 
 1944 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; VF-XF ; 11 ; DmirtiyM ; 123 
 1945 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; VF-XF ; 9 ; 312 ; 77 
 1946 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; VF-XF ; 20 ; DmirtiyM ; 113 
 1947 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 23 ; nemeshika ; 107 
 1948 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; XF ; 13 ; Yamilov ; 85 
 1949 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 17 ; nemeshika ; 101 
 1950 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; VF-XF ; 30 ; paranoy ; 305 
 1951 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; VF-XF ; 49 ; Orlov1504 ; 277 
 1952 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF ; 20 ; pol75 ; 269 
 1953 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 46 ; TECHNO ; 353 
 1954 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF ; 23 ; arsenich-s ; 264 
 1955 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; VF-XF ; 20 ; nemeshika ; 102 
 1956 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; VF-XF ; 14 ; nemeshika ; 78 
 1957 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 15 ; DmirtiyM ; 123 
 1958 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 29 ; pol75 ; 328 
 1959 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 18 ; DmirtiyM ; 203 
 1960 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 11 ; Elizium ; 93 
 1961 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 39 ; psion22 ; 723 
 1962 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Unc ; 47 ; kn157736 ; 567 
 1963 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; XF ; 6 ; paranoy ; 79 
 1964 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; XF ; 19 ; Ctap4e ; 85 
 1965 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 11 ; murew ; 189 
 1966 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 6 ; murew ; 189 
 1967 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 8 ; murew ; 199 
 1968 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF ; 22 ; Бармалей ; 110 
 1969 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 23 ; nemeshika ; 97 
 1970 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 18 ; NAS2012 ; 97 
 1971 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 9 ; Dex_51 ; 189 
 1872 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 69 ; aamazitov ; 776 
 1873 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; AU ; 9 ; cobrasok ; 432 
 1874 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 16 ; Elizium ; 179 
 1875 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 19 ; Orlov1504 ; 309 
 1876 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 17 ; arsenich-s ; 239 
 1877 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 20 ; Elizium ; 179 
 1878 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 13 ; gdrg2 ; 176 
 1879 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 19 ; DmirtiyM ; 163 
 1880 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 20 ; paranoy ; 227 
 1881 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 16 ; DmirtiyM ; 133 
 1882 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 19 ; Elizium ; 170 
 1883 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF ; 25 ; paranoy ; 217 
 1884 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 46 ; kimavva ; 360 
 1885 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 18 ; Rober ; 145 
 1886 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 9 ; Orlov1504 ; 145 
 1887 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF ; 17 ; paranoy ; 142 
 1888 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 16 ; paranoy ; 234 
 1889 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; XF ; 13 ; paranoy ; 129 
 1890 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 11 ; paranoy ; 137 
 1891 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 15 ; Ной ; 137 
 1892 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 15 ; paranoy ; 132 
 1893 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 19 ; ardgir ; 145 
 1894 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 16 ; DmirtiyM ; 174 
 1895 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 24 ; sibirian ; 132 
 1896 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 36 ; Orlov1504 ; 195 
 1897 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF+ ; 34 ; paranoy ; 303 
 1898 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF+ ; 7 ; nemeshika ; 58 
 1899 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF+ ; 40 ; DmirtiyM ; 301 
 1900 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF+ ; 8 ; VAZ-2107 ; 85 
 1901 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF+ ; 13 ; sotonn ; 319 
 1902 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF+ ; 20 ; VAZ-2107 ; 97 
 1903 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF+ ; 23 ; DmirtiyM ; 155 
 1904 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF+ ; 7 ; nemeshika ; 62 
 1905 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF+ ; 9 ; DmirtiyM ; 85 
 1906 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF+ ; 20 ; paranoy ; 79 
 1907 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF+ ; 12 ; sotonn ; 92 
 1908 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF+ ; 14 ; gfgf50 ; 85 
 1909 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 11 ; paranoy ; 214 
 1910 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF+ ; 16 ; Orlov1504 ; 85 
 1911 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; XF+ ; 12 ; paranoy ; 79 
 1912 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 10 ; paranoy ; 66 
 1913 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 29 ; КОСТРОМА ; 85 
 1914 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 10 ; paranoy ; 79 
 1915 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF+ ; 7 ; gfgf50 ; 58 
 1916 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 10 ; kvl9293 ; 85 
 1917 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 10 ; paranoy ; 66 
 1918 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF+ ; 13 ; gfgf50 ; 72 
 1919 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF+ ; 23 ; paranoy ; 306 
 1920 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF+ ; 40 ; VAZ-2107 ; 163 
 1921 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF+ ; 17 ; sotonn ; 101 
 1822 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 34 ; nemeshika ; 107 
 1823 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 34 ; posad ; 163 
 1824 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF ; 43 ; ram3329 ; 400 
 1825 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF ; 19 ; viv1957 ; 268 
 1826 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 37 ; boypraff ; 187 
 1827 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; XF ; 35 ; nemeshika ; 107 
 1828 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF ; 37 ; крым18 ; 212 
 1829 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 14 ; gfgf50 ; 78 
 1830 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 25 ; o_ruslan ; 501 
 1831 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 42 ; Vol4en0k ; 2764 
 1832 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 28 ; Вованыч ; 1372 
 1833 ; 3 рубля. Упаковка ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 45 ; evgen7777777 ; 2155 
 1834 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 27 ; Rober ; 513 
 1835 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 50 ; vasek ; 2032 
 1836 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 23 ; evgen7777777 ; 2095 
 1837 ; 3 рубля. Упаковка ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 30 ; генерал777 ; 1938 
 1838 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 32 ; vasilyi66 ; 969 
 1839 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 41 ; сортам70 ; 922 
 1840 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 43 ; evgen7777777 ; 2146 
 1841 ; 3 рубля. Упаковка ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 46 ; Vol4en0k ; 3185 
 1842 ; 3 рубля. Упаковка ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 29 ; Victory-2001 ; 2929 
 1843 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 50 ; Vol4en0k ; 2528 
 1844 ; 3 рубля. Упаковка ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 61 ; u10257 ; 4200 
 1845 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 27 ; Alias ; 1249 
 1846 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 22 ; vasek ; 2017 
 1847 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 32 ; филипок ; 2155 
 1848 ; 3 рубля. Упаковка ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 42 ; mitisson ; 3386 
 1849 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; AU ; 40 ; mitisson ; 954 
 1850 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; AU ; 44 ; mitisson ; 1020 
 1851 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; AU ; 48 ; Val1978 ; 3109 
 1852 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 23 ; Ustin ; 1372 
 1853 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 50 ; Vol4en0k ; 3026 
 1854 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 38 ; Vol4en0k ; 3609 
 1855 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 25 ; niko1968 ; 1801 
 1856 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 27 ; Vol4en0k ; 2032 
 1857 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 38 ; serg901 ; 1938 
 1858 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 54 ; ivan116 ; 1768 
 1859 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Proof ; 26 ; Val1978 ; 2040 
 1860 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 49 ; igorchek ; 355 
 1861 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Unc ; 50 ; igorchek ; 488 
 1862 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 39 ; (*Сергей*) ; 612 
 1863 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Unc ; 13 ; capitosha ; 1394 
 1864 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 56 ; o_ruslan ; 990 
 1865 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 45 ; Val1978 ; 2040 
 1866 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 25 ; o_ruslan ; 964 
 1867 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 33 ; Bacek ; 107 
 1868 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 65 ; pol75 ; 495 
 1869 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; AU ; 29 ; posad ; 413 
 1870 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 16 ; Orlov1504 ; 131 
 1871 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 9 ; Orlov1504 ; 102 
 1772 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 5 ; Dex_51 ; 216 
 1773 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 11 ; Dex_51 ; 216 
 1774 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Unc ; 13 ; 1 минута ; 202 
 1775 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 5 ; Dex_51 ; 216 
 1776 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 10 ; Dex_51 ; 216 
 1777 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Unc ; 13 ; Прокуроров ; 283 
 1778 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Unc ; 18 ; klimvita ; 587 
 1779 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 10 ; nikolai77 ; 407 
 1780 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 11 ; уютный ; 200 
 1781 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 5 ; уютный ; 204 
 1782 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 16 ; спартак 30 ; 433 
 1783 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 3 ; уютный ; 204 
 1784 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 3 ; уютный ; 211 
 1785 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 3 ; уютный ; 204 
 1786 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 36 ; niko1968 ; 1791 
 1787 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 16 ; Geoid ; 3400 
 1788 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 35 ; cobrasok ; 1300 
 1789 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 34 ; Vol4en0k ; 2540 
 1790 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 33 ; brent ; 3060 
 1791 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 16 ; rbmamba ; 2061 
 1792 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 28 ; hanim ; 765 
 1793 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Unc ; 25 ; o_ruslan ; 527 
 1794 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 12 ; Медведь ; 654 
 1795 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 38 ; Медведь ; 708 
 1796 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 19 ; Прокуроров ; 807 
 1797 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 51 ; kn157736 ; 1020 
 1798 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 16 ; Любитель 71 ; 443 
 1799 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 34 ; kn157736 ; 638 
 1800 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 47 ; 1 минута ; 971 
 1801 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 14 ; igorchek ; 999 
 1802 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Unz ; 7 ; aibolit15 ; 1505 
 1803 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 25 ; vasek ; 2050 
 1804 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 45 ; gdrg2 ; 2271 
 1805 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 25 ; sibirian ; 127 
 1806 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF ; 24 ; murew ; 145 
 1807 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 45 ; Elizium ; 203 
 1808 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 34 ; paranoy ; 297 
 1809 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 38 ; didisister ; 368 
 1810 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 20 ; posad ; 250 
 1811 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 26 ; murew ; 173 
 1812 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 15 ; Notgelder ; 204 
 1813 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF ; 30 ; posad ; 306 
 1814 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF ; 10 ; arsenich-s ; 239 
 1815 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF ; 14 ; kimavva ; 313 
 1816 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 14 ; murew ; 174 
 1817 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 25 ; semennurspb ; 231 
 1818 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 25 ; geny ; 240 
 1819 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 32 ; geny ; 306 
 1820 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 21 ; Orlov1504 ; 143 
 1821 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 49 ; gfgf50 ; 105 
 1722 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 16 ; Dex_51 ; 383 
 1723 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 13 ; viv1957 ; 383 
 1724 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 17 ; ivan116 ; 340 
 1725 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Unc ; 15 ; Прокуроров ; 250 
 1726 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 15 ; hanim ; 300 
 1727 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 29 ; ivan116 ; 300 
 1728 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 29 ; NAS2012 ; 338 
 1729 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 19 ; Dex_51 ; 300 
 1730 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Unc ; 22 ; Прокуроров ; 930 
 1731 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 26 ; 1 минута ; 1062 
