 5463 ; Лот бон иностранных 8 шт ;  ;  ;  ;  ; 20 ; TiBuL ; 68 
 1912 ; 50 копеек ; 1990 ;  ; Cu-Ni ; AU ; 69 ; каламбурчик ; 347 
 1913 ; 10 копеек ; 1937 ;  ; Ni ; VG ; 33 ; lva08 ; 200 
 1914 ; 1 копейка ; 1963 ;  ; Cu-Zn ; VF- ; 33 ; kvs ; 33 
 1915 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF- ; 10 ; REC ; 72 
 1916 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF ; 13 ; LDV88 ; 239 
 1917 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 21 ; Rober ; 159 
 1918 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 15 ; Rober ; 140 
 1919 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 10 ; Алекс61 ; 137 
 1920 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 10 ; fasere ; 169 
 1921 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 30 ; artamonov81 ; 276 
 1922 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 53 ; fasere ; 305 
 1923 ; 20 копеек ; 1933 ;  ; Ni ; XF ; 22 ; vizer ; 187 
 1924 ; 15 копеек ; 1962 ;  ; Cu-Ni ; XF ; 12 ; Oprst ; 45 
 1925 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 24 ; Luidor ; 29 
 1926 ; 1 копейка ; 1940 ;  ; Br ; VF ; 4 ; Vox ; 36 
 1927 ; 50 копеек ; 1988 ;  ; Cu-Ni ; AU ; 29 ; Алекс61 ; 233 
 1928 ; 1 рубль ; 1970 ;  ; Cu-Ni ; VF ; 45 ; stas6992 ; 1413 
 1929 ; 1 рубль ; 1978 ;  ; Cu-Ni ; VF ; 49 ; КиВиН ; 1255 
 1930 ; 20 копеек ; 1942 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF- ; 21 ; _Владимир_ ; 225 
 1931 ; 2 рубля ; 1999 ; ММД ; Cu-Ni-Zn ; VF ; 55 ; paul196262 ; 401 
 1932 ; 2 рубля ; 1999 ; СПМД ; Cu-Ni-Zn ; VF ; 6 ; Paul76 ; 51 
 1933 ; 5 копеек ; 1956 ;  ; Br ; AU ; 27 ; Московский ; 306 
 1934 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; AU ; 30 ; Московский ; 267 
 1935 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; XF- ; 13 ; kergudu ; 90 
 1936 ; 3 копейки ; 1940 ;  ; Br ; XF+ ; 15 ; vizer ; 204 
 1937 ; 20 копеек ; 1948 ;  ; Ni ; VF ; 10 ; veektor ; 23 
 1938 ; 5 копеек ; 1949 ;  ; Br ; VF ; 20 ; Санёк А... ; 111 
 1939 ; 5 копеек ; 1937 ;  ; Br ; F-VF ; 53 ; свинка ; 1962 
 1940 ; 5 копеек ; 1931 ;  ; Br ; F-VF ; 23 ; dsidorov ; 102 
 1941 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 43 ; kotolev1 ; 1428 
 1942 ; 50 копеек ; 1976 ;  ; Cu-Ni ; AU ; 65 ; rolan1 ; 1734 
 1943 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 50 ; judge ; 2550 
 1944 ; 5 копеек ; 1984 ;  ; Cu-Zn ; AU ; 54 ; Запруда ; 901 
 1945 ; 20 копеек ; 1932 ;  ; Ni ; XF ; 22 ; oohh ; 714 
 1946 ; 15 копеек ; 1932 ;  ; Ni ; XF ; 54 ; kn157736 ; 729 
 1947 ; 2 копейки ; 1970 ;  ; Cu-Zn ; AU ; 15 ; lelik13821 ; 119 
 1948 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 5 ; 1230321 ; 12 
 1949 ; 3 копейки ; 1938 ;  ; Br ; VF- ; 5 ; 1230321 ; 41 
 1950 ; 1 копейка ; 1962 ;  ; Cu-Zn ; VF ; 12 ; Luidor ; 23 
 1851 ; 1 рубль Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; AU ; 43 ; Mic1977 ; 765 
 1852 ; 1 рубль Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 13 ; Ворюга ; 177 
 1853 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 10 ; Инвестор ; 146 
 1854 ; 1 рубль. Новодел ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 87 ; nik41 ; 628 
 1855 ; 1 рубль Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; AU ; 26 ; Mic1977 ; 587 
 1856 ; 1 рубль. Новодел ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 19 ; JoyS ; 523 
 1857 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 8 ; Инвестор ; 146 
 1858 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 8 ; Инвестор ; 146 
 1859 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 23 ; Градин ; 229 
 1860 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 12 ; Инвестор ; 746 
 1861 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 15 ; сортам70 ; 189 
 1862 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 9 ; Инвестор ; 146 
 1863 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 8 ; K.Viktor ; 408 
 1864 ; 3 рубля ; 1989 ; Землетрясение в Армении ; Cu-Ni ; Proof ; 23 ; н_у_м_и_з_м_а_т ; 178 
 1865 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 20 ; Rober ; 203 
 1866 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 10 ; Инвестор ; 146 
 1867 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 14 ; novokosino ; 321 
 1868 ; 3 рубля ; 1989 ; Землетрясение в Армении ; Cu-Ni ; Proof ; 19 ; Вини-Пруф ; 202 
 1869 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 40 ; flutter ; 373 
 1870 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 9 ; трюффель ; 174 
 1871 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 9 ; Инвестор ; 146 
 1872 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 71 ; Prevo ; 249 
 1873 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 13 ; сортам70 ; 188 
 1874 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 18 ; taa ; 247 
 1875 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 18 ; Rober ; 288 
 1876 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 12 ; Инвестор ; 200 
 1877 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 11 ; se170661 ; 287 
 1878 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 12 ; Инвестор ; 180 
 1879 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 15 ; Градин ; 282 
 1880 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 11 ; Инвестор ; 746 
 1881 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 10 ; Инвестор ; 189 
 1882 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 17 ; Кузь ; 363 
 1883 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 11 ; Градин ; 204 
 1884 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 15 ; solder13 ; 288 
 1885 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 10 ; Инвестор ; 179 
 1886 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 12 ; Инвестор ; 179 
 1887 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 12 ; Инвестор ; 200 
 1888 ; 10 копеек ; 1946 ;  ; Ni ; AU ; 38 ; deadpool ; 612 
 1889 ; 15 копеек ; 1967 ;  ; Cu-Ni ; AU ; 33 ; NAG ; 2168 
 1890 ; 3 копейки ; 1953 ;  ; Br ; VF ; 8 ; _Владимир_ ; 23 
 1891 ; 3 копейки ; 1938 ;  ; Br ; VF ; 11 ; LDV88 ; 90 
 1892 ; 3 копейки ; 1939 ;  ; Br ; VF ; 26 ; judge ; 216 
 1893 ; 3 копейки ; 1956 ;  ; Br ; F-VF ; 9 ; Я2016 ; 22 
 1894 ; 3 копейки ; 1953 ;  ; Br ; F-VF ; 17 ; rolan1 ; 50 
 1895 ; 3 копейки ; 1931 ;  ; Br ; F-VF ; 5 ; кротик ; 22 
 1896 ; 2 копейки ; 1953 ;  ; Br ; VF ; 17 ; rolan1 ; 157 
 1897 ; 2 копейки ; 1940 ;  ; Br ; VF ; 13 ; EAL34 ; 58 
 1898 ; 1 копейка ; 1949 ;  ; Br ; XF ; 21 ; Санёк А... ; 77 
 1899 ; 1 копейка ; 1973 ;  ; Cu-Zn ; AU ; 22 ; Wulf ; 42 
 1900 ; 1 копейка ; 1991 ; ЛМД ; Cu-Zn ; AU ; 5 ; numis197 ; 10 
 1801 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 10 ; трюффель ; 140 
 1802 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 11 ; трюффель ; 181 
 1803 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 10 ; novokosino ; 194 
 1804 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 14 ; Инвестор ; 155 
 1805 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 14 ; Инвестор ; 155 
 1806 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 12 ; Инвестор ; 146 
 1807 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 14 ; Инвестор ; 155 
 1808 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 18 ; rem ; 156 
 1809 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 14 ; Инвестор ; 155 
 1810 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 14 ; Инвестор ; 155 
 1811 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 12 ; Инвестор ; 146 
 1812 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 10 ; Инвестор ; 155 
 1813 ; 1 рубль. Новодел ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 9 ; JoyS ; 419 
 1814 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 7 ; Инвестор ; 146 
 1815 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 7 ; Инвестор ; 146 
 1816 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 9 ; Инвестор ; 155 
 1817 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 9 ; Инвестор ; 155 
 1818 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 8 ; Инвестор ; 146 
 1819 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 19 ; Левин А ; 185 
 1820 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 11 ; Инвестор ; 146 
 1821 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 13 ; Инвестор ; 155 
 1822 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 16 ; Ср - чв ; 407 
 1823 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 13 ; JoyS ; 614 
 1824 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 15 ; 55tcvetkov55 ; 399 
 1825 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 7 ; Инвестор ; 146 
 1826 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 13 ; $МмМ$ ; 177 
 1827 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 8 ; Инвестор ; 146 
 1828 ; 1 рубль Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 37 ; 1968ac ; 224 
 1829 ; 1 рубль Упаковка ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; AU ; 33 ; Левин А ; 1304 
 1830 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; VF-XF ; 21 ; AnvlaSar6216 ; 187 
 1831 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 10 ; JoyS ; 176 
 1832 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 9 ; Wulf ; 701 
 1833 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 13 ; Ср - чв ; 695 
 1834 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 14 ; Wulf ; 150 
 1835 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 11 ; СANI ; 159 
 1836 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 11 ; СANI ; 159 
 1837 ; 1 рубль Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 12 ; numis197 ; 123 
 1838 ; 1 рубль Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 7 ; Ср - чв ; 121 
 1839 ; 1 рубль Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; AU ; 22 ; fuzzyfly ; 777 
 1840 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 12 ; JoyS ; 184 
 1841 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 8 ; сортам70 ; 132 
 1842 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 11 ; СANI ; 159 
 1843 ; 1 рубль Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 8 ; JoyS ; 276 
 1844 ; 1 рубль Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; AU ; 19 ; Градин ; 682 
 1845 ; 1 рубль Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 8 ; Yuri1966 ; 133 
 1846 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 12 ; СANI ; 167 
 1847 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 13 ; rem ; 171 
 1848 ; 1 рубль Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 12 ; xkjr ; 169 
 1849 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 11 ; СANI ; 159 
 1850 ; 1 рубль Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; AU ; 18 ; Wulf ; 431 
 1751 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 8 ; Maks87 ; 91 
 1752 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 10 ; xkjr ; 160 
 1753 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 8 ; MoscowFox ; 160 
 1754 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 11 ; Ыукут ; 104 
 1755 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 15 ; sibirian ; 78 
 1756 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 14 ; xkjr ; 114 
 1757 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 4 ; Vanha ; 55 
 1758 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 8 ; xkjr ; 101 
 1759 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 9 ; sibirian ; 102 
 1760 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 9 ; Maks87 ; 91 
 1761 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 21 ; nikolai77 ; 282 
 1762 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 17 ; Shera ; 155 
 1763 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 19 ; nikolai77 ; 227 
 1764 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 41 ; ANGEL 23 ; 363 
 1765 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 33 ; 1968ac ; 176 
 1766 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 9 ; гдегде ; 156 
 1767 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 15 ; smapd ; 316 
 1768 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 20 ; kn157736 ; 569 
 1769 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 26 ; fuzzyfly ; 696 
 1770 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 13 ; metallolom ; 170 
 1771 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 15 ; metallolom ; 167 
 1772 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 18 ; kn157736 ; 1469 
 1773 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 14 ; K.Viktor ; 173 
 1774 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 13 ; МММ ; 206 
 1775 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 21 ; kn157736 ; 1530 
 1776 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 14 ; ТРОЛ ; 765 
 1777 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 9 ; Инвестор ; 146 
 1778 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 11 ; metallolom ; 159 
 1779 ; 1 рубль. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 27 ; kacnelbogen ; 2040 
 1780 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 20 ; MolchSer5 ; 709 
 1781 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 32 ; Ср - чв ; 441 
 1782 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 10 ; kuznetsow1 ; 430 
 1783 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 13 ; МММ ; 212 
 1784 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 11 ; kuznetsow1 ; 428 
 1785 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 37 ; se170661 ; 926 
 1786 ; 1 рубль. Новодел. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 24 ; nik41 ; 627 
 1787 ; 1 рубль. Новодел. Упаковка ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 16 ; gorez ; 575 
 1788 ; 1 рубль. Новодел. Упаковка ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 14 ; Wulf ; 599 
 1789 ; 1 рубль. Новодел. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 22 ; X3.96rus ; 628 
 1790 ; 1 рубль. Новодел. Упаковка ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 16 ; X3.96rus ; 614 
 1791 ; 1 рубль Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 17 ; Ср - чв ; 686 
 1792 ; 1 рубль Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 43 ; кот баюн ; 312 
 1793 ; 1 рубль Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 12 ; CMSpb ; 161 
 1794 ; 1 рубль Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; AU ; 25 ; Wulf ; 896 
 1795 ; 1 рубль. Новодел. Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 16 ; Wulf ; 599 
 1796 ; 1 рубль Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; AU ; 19 ; Левин А ; 1166 
 1797 ; 1 рубль. Новодел. Упаковка ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 31 ; nik41 ; 602 
 1798 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 20 ; taa ; 201 
 1799 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 10 ; трюффель ; 140 
 1800 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 10 ; трюффель ; 140 
 1701 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 25 ; flutter ; 352 
 1702 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 7 ; света1973 ; 227 
 1703 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 10 ; света1973 ; 156 
 1704 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 17 ; kuznetsow1 ; 250 
 1705 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 23 ; kn157736 ; 466 
 1706 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 11 ; света1973 ; 195 
 1707 ; 1 рубль. Упаковка нарушена ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 17 ; света1973 ; 195 
 1708 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 12 ; metallolom ; 203 
 1709 ; 1 рубль. Упаковка нарушена ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 17 ; krim37 ; 199 
 1710 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 10 ; kacnelbogen ; 208 
 1711 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 9 ; Mike! ; 510 
 1712 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 23 ; kn157736 ; 1938 
 1713 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 18 ; Mike! ; 405 
 1714 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 10 ; Mike! ; 179 
 1715 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 26 ; Mike! ; 370 
 1716 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 26 ; Mike! ; 816 
 1717 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 12 ; Mike! ; 134 
 1718 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 13 ; Mike! ; 263 
 1719 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 28 ; Mike! ; 500 
 1720 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 23 ; Olegg333 ; 1050 
 1721 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; XF ; 18 ; МММ ; 1050 
 1722 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 7 ; Mike! ; 181 
