 3536 ; Бона иностранная ;  ;  ;  ;  ; 25 ; brindamur ; 46 
 1608 ; 3 рубля ; 1994 ; ЛМД Церковь Покрова на Нерли ; Ag ; Proof ; 17 ; shais1 ; 1157 
 1609 ; 3 рубля ; 1994 ; ЛМД Рождественский Собор в Суздале ; Ag ; Proof ; 26 ; astronom ; 1556 
 1610 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 65 ; shais1 ; 1285 
 1611 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. В.И.Суриков ; Ag ; Proof ; 7 ; shais1 ; 1009 
 1612 ; 3 рубля ; 1994 ; ЛМД Антарктическая экспедиция ; Ag ; Proof ; 14 ; astronom ; 1117 
 1613 ; 3 рубля ; 1994 ; ММД "Сохраним наш мир". Соболь ; Ag ; Proof ; 30 ; hermit ; 2346 
 1614 ; 3 рубля ; 1994 ; ЛМД Рязанский Кремль ; Ag ; Proof ; 33 ; w75 ; 1561 
 1615 ; 3 рубля ; 1994 ; ММД Россия и мировая культура. А.А.Иванов ; Ag ; Proof ; 7 ; shais1 ; 1009 
 1616 ; 3 рубля ; 1994 ; ЛМД Мост через Обь ; Ag ; Proof ; 19 ; shais1 ; 1285 
 1617 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. В.И.Суриков ; Ag ; Proof ; 13 ; dimass70 ; 1192 
 1618 ; 3 рубля ; 1994 ; ЛМД Антарктическая экспедиция ; Ag ; Proof ; 6 ; wolikaz ; 1040 
 1619 ; 3 рубля ; 1994 ; ММД Россия и мировая культура. А.А.Иванов ; Ag ; Proof ; 23 ; hermit ; 1457 
 1620 ; 3 рубля ; 1994 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 29 ; E.V.A. ; 1428 
 1621 ; 3 рубля ; 1994 ; ЛМД Церковь Покрова на Нерли ; Ag ; Proof ; 15 ; Gatchina ; 1259 
 1622 ; 3 рубля ; 1994 ; ЛМД Мост через Обь ; Ag ; Proof ; 10 ; shais1 ; 1105 
 1623 ; 3 рубля ; 1994 ; ЛМД Рождественский Собор в Суздале ; Ag ; Proof ; 25 ; oae79 ; 1505 
 1624 ; 3 рубля ; 1995 ; ЛМД Кижи ; Ag ; Proof ; 22 ; 2174 ; 2105 
 1625 ; 3 рубля ; 1995 ; ЛМД "Сохраним наш мир". Рысь ; Ag ; Proof ; 12 ; shais1 ; 1102 
 1626 ; 3 рубля ; 1995 ; ММД Экспедиция Р.Амундсена ; Ag ; Proof ; 14 ; Gatchina ; 1259 
 1627 ; 3 рубля ; 1995 ; ММД Спасо-Преобр.собор в Переславле ; Ag ; Proof ; 28 ; Gatchina ; 1467 
 1628 ; 3 рубля ; 1995 ; ЛМД Новгородский Кремль ; Ag ; Proof ; 17 ; astronom ; 1197 
 1629 ; 3 рубля ; 1995 ; ММД Золотые ворота во Владимире ; Ag ; Proof ; 16 ; astronom ; 1428 
 1630 ; 3 рубля ; 1995 ; ММД Белгород ; Ag ; Proof ; 23 ; dimass70 ; 1338 
 1631 ; 3 рубля ; 1995 ; ЛМД Экспедиция Челюскина ; Ag ; Proof ; 28 ; Gatchina ; 1255 
 1632 ; 3 рубля ; 1995 ; ММД Смоленский Кремль ; Ag ; Proof ; 64 ; astronom ; 1259 
 1633 ; 3 рубля ; 1995 ; ММД Золотые ворота во Владимире ; Ag ; Proof ; 36 ; vng0206 ; 1259 
 1634 ; 3 рубля ; 1995 ; ЛМД 50 лет ООН ; Ag ; Proof ; 6 ; Dave ; 1009 
 1635 ; 3 рубля ; 1995 ; ЛМД "Сохраним наш мир". Рысь ; Ag ; Proof ; 8 ; shais1 ; 1009 
 1636 ; 3 рубля ; 1995 ; ЛМД Национальная библиотека ; Ag ; Proof ; 18 ; Gatchina ; 1285 
 1637 ; 3 рубля ; 1995 ; ЛМД Новгородский Кремль ; Ag ; Proof ; 28 ; w75 ; 2244 
 1638 ; 3 рубля ; 1995 ; ЛМД Экспедиция Челюскина ; Ag ; Proof ; 9 ; Dave ; 1030 
 1639 ; 3 рубля ; 1995 ; ММД Экспедиция Р.Амундсена ; Ag ; Proof ; 8 ; Dave ; 1078 
 1640 ; 3 рубля ; 1995 ; ММД "Сохраним наш мир". Соболь ; Ag ; Unc ; 21 ; kor ; 1281 
 1641 ; 3 рубля ; 1995 ; ММД Смоленский Кремль ; Ag ; Proof ; 17 ; shknikolay ; 1259 
 1642 ; 3 рубля ; 1995 ; ЛМД Кижи ; Ag ; Proof ; 19 ; shknikolay ; 1701 
 1643 ; 3 рубля ; 1995 ; ММД Белгород ; Ag ; Proof ; 14 ; astronom ; 1134 
 1644 ; 3 рубля ; 1995 ; ЛМД Русский балет. "Спящая красавица" ; Ag ; Proof ; 11 ; abrek112 ; 1377 
 1645 ; 3 рубля ; 1995 ; ММД Экспедиция Р.Амундсена ; Ag ; Proof ; 8 ; shais1 ; 1134 
 1646 ; 3 рубля ; 1996 ; ЛМД Сцена из балета "Щелкунчик". "Бал" ; Ag ; Proof ; 11 ; dimass70 ; 1224 
 1647 ; 3 рубля ; 1996 ; ЛМД "Сохраним наш мир". Амурский тигр ; Ag ; Proof ; 26 ; astronom ; 1473 
 1648 ; 3 рубля ; 1996 ; ММД Казанский Кремль ; Ag ; Proof ; 44 ; Gatchina ; 2251 
 1649 ; 3 рубля ; 1996 ; ЛМД "Сохраним наш мир". Амурский тигр ; Ag ; Proof ; 27 ; w75 ; 1535 
 1650 ; 3 рубля ; 1996 ; ЛМД Ледокол "Ермак" ; Ag ; Proof ; 17 ; Gatchina ; 2244 
 1651 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Ярославле ; Ag ; Proof ; 52 ; Gatchina ; 2127 
 1652 ; 3 рубля ; 1996 ; ММД Крейсер "Кузнецов" ; Ag ; Proof ; 65 ; neron.73 ; 3059 
 1653 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Ярославле ; Ag ; Proof ; 28 ; astronom ; 1662 
 1654 ; 3 рубля ; 1996 ; ММД Казанский Кремль ; Ag ; Proof ; 27 ; astronom ; 2210 
 1655 ; 3 рубля ; 1996 ; ЛМД Дворцовая площадь. Санкт-Петербург ; Ag ; Proof ; 31 ; shais1 ; 1360 
 1656 ; 3 рубля ; 1996 ; ЛМД Поединок Пересвета с Челубеем ; Ag ; Proof ; 19 ; Конрад ; 1355 
 1657 ; 3 рубля ; 1996 ; ЛМД Картина "Троица" Рублева ; Ag ; Proof ; 25 ; Danila-56 ; 2493 
 1558 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 8 ; astronom ; 1224 
 1559 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америку ; Ag ; Proof ; 27 ; abrek112 ; 1603 
 1560 ; 3 рубля ; 1990 ; ММД Флот Петра Великого ; Ag ; Proof ; 10 ; astronom ; 1151 
 1561 ; 3 рубля ; 1991 ; ММД Триумфальная арка ; Ag ; Proof ; 18 ; 439 ; 1364 
 1562 ; 3 рубля ; 1991 ; ЛМД Памятник Гагарину в Москве ; Ag ; Proof ; 20 ; dimass70 ; 1390 
 1563 ; 3 рубля ; 1991 ; ЛМД Форт Росс ; Ag ; Proof ; 35 ; oae79 ; 1259 
 1564 ; 3 рубля ; 1991 ; ЛМД Большой театр ; Ag ; Proof ; 36 ; Gatchina ; 1030 
 1565 ; 3 рубля ; 1991 ; ЛМД Форт Росс ; Ag ; Proof ; 43 ; SergeyAnatoljevich ; 1620 
 1566 ; 3 рубля ; 1991 ; ЛМД Форт Росс ; Ag ; Proof ; 20 ; astronom ; 1542 
 1567 ; 3 рубля ; 1991 ; ММД Триумфальная арка ; Ag ; Proof ; 8 ; astronom ; 1163 
 1568 ; 3 рубля ; 1991 ; ЛМД Памятник Гагарину в Москве ; Ag ; Proof ; 12 ; astronom ; 1181 
 1569 ; 3 рубля ; 1991 ; ЛМД Большой театр ; Ag ; Proof ; 6 ; shais1 ; 1040 
 1570 ; 3 рубля ; 1992 ; ММД Аакадемия наук в Санкт-Петербурге ; Ag ; Proof ; 17 ; shais1 ; 1104 
 1571 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 16 ; fillin ; 1259 
 1572 ; 3 рубля ; 1992 ; ММД Аакадемия наук в Санкт-Петербурге ; Ag ; Proof ; 27 ; fillin ; 1117 
 1573 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 23 ; wolikaz ; 1134 
 1574 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 31 ; Gatchina ; 1527 
 1575 ; 3 рубля ; 1992 ; ММД Аакадемия наук в Санкт-Петербурге ; Ag ; Proof ; 4 ; shais1 ; 1019 
 1576 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавания ; Ag ; Proof ; 20 ; Gatchina ; 1150 
 1577 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 31 ; 439 ; 1122 
 1578 ; 3 рубля ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 22 ; dimass70 ; 1361 
 1579 ; 3 рубля. Упаковка ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 14 ; kor ; 1129 
 1580 ; 3 рубля ; 1993 ; ЛМД Космонавты ; Ag ; Proof ; 10 ; shais1 ; 999 
 1581 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 38 ; astronom ; 1051 
 1582 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 7 ; shais1 ; 1009 
 1583 ; 3 рубля ; 1993 ; ЛМД Собор Покрова на Рву ; Ag ; Proof ; 19 ; aleks610 ; 1361 
 1584 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 46 ; w75 ; 1338 
 1585 ; 3 рубля ; 1993 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 26 ; abrek112 ; 1393 
 1586 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавания ; Ag ; Proof ; 11 ; vit2503 ; 1500 
 1587 ; 3 рубля ; 1993 ; ЛМД Собор Покрова на Рву ; Ag ; Proof ; 32 ; wolikaz ; 1211 
 1588 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 26 ; aleks610 ; 1500 
 1589 ; 3 рубля ; 1993 ; ЛМД Космонавты ; Ag ; Proof ; 30 ; tasmandevil ; 1000 
 1590 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 9 ; shais1 ; 1003 
 1591 ; 3 рубля ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 7 ; shais1 ; 1009 
 1592 ; 3 рубля ; 1993 ; ЛМД Рос.футболисты в играх V Олимпиады ; Ag ; Proof ; 10 ; shais1 ; 1051 
 1593 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавания ; Ag ; Proof ; 18 ; dimass70 ; 1224 
 1594 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 34 ; shais1 ; 1134 
 1595 ; 3 рубля ; 1993 ; ЛМД Собор Покрова на Рву ; Ag ; Proof ; 24 ; astronom ; 1259 
 1596 ; 3 рубля ; 1993 ; ЛМД Рос.футболисты в играх V Олимпиады ; Ag ; Proof ; 8 ; shais1 ; 1105 
 1597 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 20 ; aleks610 ; 1372 
 1598 ; 3 рубля ; 1993 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 4 ; Dave ; 1019 
 1599 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавания ; Ag ; Proof ; 9 ; shais1 ; 1105 
 1600 ; 3 рубля ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 4 ; shais1 ; 1019 
 1601 ; 3 рубля ; 1994 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 13 ; shais1 ; 999 
 1602 ; 3 рубля ; 1994 ; ЛМД Мост через Обь ; Ag ; Proof ; 24 ; shais1 ; 1112 
 1603 ; 3 рубля ; 1994 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 7 ; kor ; 1019 
 1604 ; 3 рубля ; 1994 ; ЛМД Антарктическая экспедиция ; Ag ; Proof ; 9 ; shais1 ; 1095 
 1605 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 21 ; astronom ; 1372 
 1606 ; 3 рубля ; 1994 ; ЛМД Рождественский Собор в Суздале ; Ag ; Proof ; 35 ; dimass70 ; 1637 
 1607 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. В.И.Суриков ; Ag ; Proof ; 13 ; Gatchina ; 1127 
 1303 ; Жетон в честь царствования Имп. Александра II ; СПМД ;  ; Cu-Ni ; Unc ; 4 ; edv1968 ; 50 
 1304 ; Жетон в честь царствования Имп. Александра III ; СПМД ;  ; Cu-Ni ; Unc ; 4 ; Sveta ; 51 
 1305 ; Жетон в честь царствования Имп. Иоанна III ; СПМД ;  ; Cu-Ni ; Unc ; 12 ; Sveta ; 63 
 1306 ; Жетон в честь царствования Имп. Николая I ; СПМД ;  ; Cu-Ni ; Unc ; 4 ; Sveta ; 51 
 1307 ; Жетон в честь царствования Имп. Николая II ; СПМД ;  ; Cu-Ni ; Unc ; 6 ; Sveta ; 57 
 1308 ; Жетон в честь царствования Имп. Петра I ; СПМД ;  ; Cu-Ni ; Unc ; 11 ; Sveta ; 65 
 1309 ; Жетон в честь царствования Имп. Петра II ; СПМД ;  ; Cu-Ni ; Unc ; 14 ; Sveta ; 65 
 1310 ; Жетон в честь царствования Имп. Петра III ; СПМД ;  ; Cu-Ni ; Unc ; 16 ; никсер ; 67 
 1311 ; Жетон в честь царствования Имп. Павла I ; СПМД ;  ; Cu-Ni ; Unc ; 6 ; Sveta ; 55 
 1312 ; Жетон в честь царствования Имп. Анны Иоанновны ; СПМД ;  ; Cu-Ni ; Unc ; 14 ; Sveta ; 65 
 1313 ; Жетон в честь царствования Имп. Елизаветы Петровны ; СПМД ;  ; Cu-Ni ; Unc ; 16 ; Sveta ; 70 
 1314 ; Жетон в честь царствования Имп. Екатерины I ; СПМД ;  ; Cu-Ni ; Unc ; 7 ; Blagorodie ; 53 
 1315 ; Медаль "250 лет открытия русской Америки". Бот "Св. Гавриил". Упаковка ; ММД ;  ; Б/м ; Proof ; 116 ; омт ; 558 
 1316 ; Медаль "250 лет открытия русской Америки". Пакетот "Св. Петр". Упаковка ; ММД ;  ; Б/м ; Proof ; 80 ; bux. ; 757 
 1317 ; Медаль "250 лет открытия русской Америки". Встреча Г. Измайлова и Дж. Кука.. Упаковка ; ММД ;  ; Б/м ; Proof ; 54 ; arakara ; 310 
 1318 ; Медаль "250 лет открытия русской Америки". Пакетот "Св. Павел". Упаковка ; ММД ;  ; Б/м ; Proof ; 53 ; омт ; 667 
 1319 ; Медаль "300 летие Российского военно-морского флота". Генерал-адмирал граф Апраксин ; ММД ;  ; Б/м ; Proof ; 73 ; омт ; 430 
 1320 ; Медаль "300-летие Российского флота". Адмирал Ушаков (1745-1817). Штурм крепости Корфу в 1799г ;  ;  ; Б/м ; Proof ; 75 ; E.V.A. ; 972 
 1321 ; Медаль. Московский военный университет Министерства обороны РФ. Выпуск 2006г ; СПМД ;  ; Б/м ; Proof ; 33 ; Так!!! ; 371 
 1322 ; Медаль новый свет 500. открытие Америки ; СПМД ;  ; Б/м ; Proof ; 115 ; bux. ; 502 
 1323 ; Жетон. Московский метрополитен ;  ;  ; Ж/м ; VF ; 3 ; ejiki18 ; 4 
 1324 ; Жетон. Московский метрополитен ;  ;  ; Ж/м ; VF+ ; 2 ; rekaSvir ; 3 
 1325 ; Лот значков ГДР (12шт). Все в оригинальных коробках ;  ;  ; Ж/м, эмаль ; AU/XF ; 26 ; aa_ras ; 434 
 1326 ; Лот значков "Меткий стрелок": 2шт ;  ;  ; Al ; VF-XF ; 46 ; bux. ; 107 
 1327 ; Лот значков (Отличник соцсоревнования, инспектор охраны труда, Аэрофлот, Юный автомотолюбитель, 50 лет) 5шт ;  ;  ; Al ; XF/AU ; 2 ; arakara ; 153 
 1328 ; Лот значков "Комсомол": 6шт ;  ;  ; Al ; XF/AU ; 33 ; Sveta ; 165 
 1329 ; Лот значков: 4шт ;  ;  ; Al ; VF+/XF+ ; 4 ; goba ; 32 
 1330 ; Лот значков "Донор": 9шт ;  ;  ; Al ; VF/XF ; 42 ; abrek112 ; 57 
 1331 ; Лот значков (Ударник XII пятилетки, Перепись населения, Лауреат БАМ, Отличник социалистического соревнования с/х) 4шт ;  ;  ; Al ; XF/AU ; 43 ; Sveta ; 458 
 1537 ; Один червонец. М-8,6г ; 1978 ; ММД ; Au ; AU ; 15 ; marinin70 ; 11674 
 1538 ; 25 рублей ; 1991 ; ЛМД Русский балет. Балерина ; Pd ; Proof ; 60 ; saal ; 17367 
 1539 ; 10 рублей ; 1993 ; ЛМД Первый конгрес МОК, Пьер де Кубертен и А.Бутовский ; Pd ; Proof ; 45 ; arakara ; 10678 
 1540 ; 5 рублей ; 1979 ; ЛМД Метание молота.Игры XXII Олимпиады ; Ag ; Proof ; 39 ; alexsurf ; 655 
 1541 ; 5 рублей ; 1979 ; ЛМД Штанга.Игры XXII Олимпиады ; Ag ; Proof ; 52 ; metallauto ; 703 
 1542 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Исинди".Игры XXII Олимпиады ; Ag ; Unc ; 29 ; alex995 ; 567 
 1543 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 31 ; Сапёр ; 2080 
 1544 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 27 ; kor ; 1540 
 1545 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 75 ; astronom ; 1615 
 1546 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 33 ; valentoss ; 1619 
 1547 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 37 ; Dave ; 1259 
 1548 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 21 ; astronom ; 1365 
 1549 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 45 ; astronom ; 1389 
 1550 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 36 ; Сыч ; 1982 
 1551 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 26 ; valentoss ; 1421 
 1552 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 23 ; Сыч ; 1632 
 1553 ; 3 рубля ; 1990 ; ЛМД Встреча в верхах в интересах детей ; Ag ; Proof ; 13 ; oae79 ; 1187 
 1554 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 23 ; dimass70 ; 1350 
 1555 ; 3 рубля ; 1990 ; ММД Флот Петра Великого ; Ag ; Proof ; 36 ; омт ; 1236 
 1556 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америку ; Ag ; Proof ; 17 ; oae79 ; 1261 
 1557 ; 3 рубля ; 1990 ; ЛМД Встреча в верхах в интересах детей ; Ag ; Proof ; 13 ; astronom ; 1255 
 1253 ; Знак. 50 лет МКЗ ;  ;  ; Б/м,эмаль ; VF+ ; 61 ; mirumir ; 72 
 1254 ; Знак. МОСОБЛСПОРТСОВЕТ МК ВЛКСМ. Пловец ;  ;  ; Ж/м,эмаль ; VF+ ; 95 ; murew ; 282 
 1255 ; Знак. Ветеран ФСБ России. 90 лет ; 2007 ;  ; Ж/м ; XF+ ; 59 ; Slava O ; 534 
 1256 ; Знак. Камчатский фестиваль ; 1957 ;  ; Ж/м,эмаль ; VF-XF ; 48 ; derbnik ; 335 
 1257 ; Знак. Лучший инструктор - общественник. ДССО Урожай. Белорусская ССР ;  ;  ; Ж/м,эмаль ; VF- ; 134 ; Shadow13 ; 587 
 1258 ; Знак. Ветеран Труда НЖД ;  ;  ; Б/м,эмаль ; VF ; 78 ; sssppp ; 365 
 1259 ; Знак. VIII спартакиада школьников ; 1963 ;  ; Б/м,эмаль ; VF ; 52 ; alex09 ; 73 
 1260 ; Знак. Турист СССР ;  ;  ; Ж/м,эмаль ; VF- ; 105 ; Гриня ; 204 
 1261 ; Знак. Отличник ВВС ;  ;  ; Ж/м,эмаль ; VF+ ; 34 ; baumanets ; 102 
 1262 ; Офицерский знак. 1 класса ;  ;  ; Ж/м,эмаль ; VF ; 24 ; BADDY ; 42 
 1263 ; Офицерский знак. 2 класса ;  ;  ; Ж/м,эмаль ; XF ; 20 ; goba ; 43 
 1264 ; Офицерский знак. 3 класса ;  ;  ; Ж/м,эмаль ; AU ; 15 ; LAB-A ; 44 
 1265 ; Знак "За заслуги в рационализации" ;  ;  ; Б/м ; XF- ; 19 ; aa_ras ; 217 
 1266 ; Знак. Котлас 1917г ;  ;  ; Al ; VF-XF ; 2 ; ejiki18 ; 3 
 1267 ; Знак. ГТО II ст. ;  ;  ; Ж/м, эмаль ; VF-XF ; 14 ; Sveta ; 50 
 1268 ; Знак. ВЛКСМ ;  ;  ; Ж/м ; VF ; 14 ; ЛЯЛЯ ; 41 
 1269 ; Знак. Выставка достижений народного хозяйства СССР ; ЛМД ;  ; Ж/м,эмаль ; AU ; 16 ; aa_ras ; 247 
 1270 ; Знак. 40 лет 1918-1958 ; 1958 ;  ; Ж/м,эмаль ; VF ; 51 ; xabib ; 579 
 1271 ; Знак. Участнику уборки урожая на целине ЦК ВЛКСМ ; 1957ММД ;  ; Ж/м,эмаль ; AU ; 48 ; Sveta ; 173 
 1272 ; Знак. Участнику уборки урожая на целине ЦК ВЛКСМ ; 1957ММД ;  ; Ж/м,эмаль ; XF ; 40 ; Grosh ; 110 
 1273 ; Знак. Международный геофизический год ; 1958ММД ;  ; Ж/м,эмаль ; VF ; 40 ; arakara ; 407 
 1274 ; Знак. Отличник военного строительства ;  ;  ; Ж/м, эмаль ; AU ; 23 ; goba ; 101 
 1275 ; Знак. Отличник  советской торговли. СССР ; ММД ;  ; Ж/м,эмаль ; XF+ ; 103 ; xabib ; 1281 
 1276 ; Знак. Отличник ВВС ;  ;  ; Ж/м,эмаль ; VF- ; 41 ; sveta6369 ; 135 
 1277 ; Солдатский знак 3 класса ;  ;  ; Ж/м,эмаль ; XF- ; 42 ; sveta6369 ; 92 
 1278 ; Знак об окончании ВУ СССР ;  ;  ; Ж/м,эмаль ; VF ; 46 ; alex09 ; 224 
 1279 ; Знак. МВД СССР ; ММД ;  ; Ж/м,эмаль ; AU ; 70 ; Майкл ; 457 
 1280 ; Знак. Областной совет. Пахтакор 1 место ;  ;  ; Ж/м,эмаль ; VF+ ; 53 ; Mike! ; 239 
 1281 ; Знак. Областной совет. Пахтакор 2 место ;  ;  ; Ж/м,эмаль ; VF ; 60 ; Mike! ; 248 
 1282 ; Знак. Областной совет. Пахтакор 3 место ;  ;  ; Ж/м,эмаль ; VF+ ; 56 ; Mike! ; 239 
 1283 ; Знак. Участнику уборки урожая на целине ЦК ВЛКСМ ; 1956 ;  ; Ж/м,эмаль ; VF ; 30 ; RAPAN ; 275 
 1284 ; Знак. Летчик 2 класса ;  ;  ; Ж/м,эмаль ; XF- ; 19 ; alex09 ; 83 
 1285 ; Знак. ВЛКСМ ;  ;  ; Ж/м,эмаль ; VF ; 48 ; Sveta ; 153 
 1286 ; Знак. ВЛКСМ ;  ;  ; Ж/м ; XF- ; 48 ; dimon46 ; 45 
 1287 ; Знак. Мастер формирования поездов ; ЛМД ;  ; Ж/м ; AU ; 73 ; xabib ; 623 
 1288 ; Знак. МИННЕФТЕГАЗСТРОЙ. Почетный работник ; ММД ;  ; Ж/м ; AU ; 53 ; arakara ; 709 
 1289 ; Знак. Мастер "Золотые руки" ВЛКСМ ; ММД ;  ; Ж/м ; AU ; 83 ; xabib ; 550 
 1290 ; Жетон в честь царствования Имп. Федора Алексеевича. D-23мм. М-6,28гр ; СПМД ;  ; Ag925 ; Proof ; 74 ; чукча ; 496 
 1291 ; Жетон в честь царствования Имп. Ивана V Алексеевича. D-23мм. М-6,28гр ; СПМД ;  ; Ag925 ; Proof ; 54 ; чукча ; 370 
 1292 ; Жетон в честь царствования Имп. Софьи Алексеевны. D-23мм. М-6,28гр ; СПМД ;  ; Ag925 ; Proof ; 61 ; чукча ; 370 
 1293 ; Жетон в честь царствования Имп. Ивана III. D-23мм. М-6,28гр ; СПМД ;  ; Ag925 ; Proof ; 38 ; чукча ; 370 
 1294 ; Жетон в честь царствования Имп. Ивана IV Грозного. D-23мм. М-6,28гр ; СПМД ;  ; Ag925 ; Proof ; 41 ; чукча ; 459 
 1295 ; Жетон в честь царствования Имп. Фёдора Иоанновича. D-23мм. М-6,28гр ; СПМД ;  ; Ag925 ; Proof ; 25 ; чукча ; 370 
 1296 ; Жетон в честь царствования Имп. Василия III. D-23мм. М-6,28гр ; СПМД ;  ; Ag925 ; Proof ; 22 ; чукча ; 378 
 1297 ; Жетон в честь царствования Имп. Алексея Михайловича. D-23мм. М-6,28гр ; СПМД ;  ; Ag925 ; Proof ; 19 ; чукча ; 386 
 1298 ; Жетон в честь царствования Имп. Бориса Годунова. D-23мм. М-6,28гр ; СПМД ;  ; Ag925 ; Proof ; 13 ; чукча ; 386 
 1299 ; Жетон в честь царствования Имп. Михаила Федоровича. D-23мм. М-6,28гр ; СПМД ;  ; Ag925 ; Proof ; 8 ; чукча ; 340 
 1300 ; Жетон в честь царствования Имп. Василия Шуйского. D-23мм. М-6,28гр ; СПМД ;  ; Ag925 ; Proof ; 25 ; чукча ; 386 
 1301 ; Жетон в честь царствования Имп. Александра I ; СПМД ;  ; Cu-Ni ; Unc ; 42 ; никсер ; 75 
 1302 ; Жетон в честь царствования Имп. Екатерина  II ; СПМД ;  ; Cu-Ni ; Unc ; 6 ; никсер ; 54 
 1203 ; Знак об окончании ВУ СССР ; с 1958г ;  ; Br,эмаль ; XF ; 50 ; Sky2 ; 338 
 1204 ; Знак об окончании артиллерийского  ВУ ; 1954 ;  ; Br,эмаль ; XF ; 57 ; Mike! ; 1673 
 1205 ; Знак об окончании кавалерийского ВУ ; 1952 ;  ; Br,эмаль ; XF ; 52 ; kulibin2 ; 2119 
 1206 ; Знак об окончании танкового ВУ СССР ;  ;  ; Br,эмаль ; VF-XF ; 121 ; spbmila ; 1056 
 1207 ; Знак об окончании авиационного ВУ СССР ;  ;  ; Br,эмаль ; XF- ; 30 ; spbmila ; 1825 
 1208 ; Знак об окончании ВУ связи  СССР ;  ;  ; Br,эмаль ; XF- ; 22 ; kulibin2 ; 2267 
 1209 ; Знак об окончании авиатехнического ВУ ; 1954 ;  ; Br,эмаль ; XF ; 174 ; kulibin2 ; 2112 
 1210 ; Знак. Участник парада ; 1997 ;  ; Br,эмаль ; XF ; 51 ; Shadow13 ; 466 
 1211 ; Знак. Кандидат СССР. Мастер спорта ;  ;  ; Br,эмаль ; XF- ; 27 ; СВЕТА ИЗВИНИ! ; 33 
 1212 ; Знак. Ленинградское СВУ СССР. Отломан винт ;  ;  ; Б/м,эмаль ; VF-XF ; 120 ; Mike! ; 1264 
 1213 ; Знак. Депутат Верховного совета. Казахской ССР №78 ; 1955-1985ММД ;  ; Ag,эмаль ; XF+ ; 49 ; ZOLTAN333 ; 7279 
 1214 ; Знак. Патруль. Размеры: 60 на 75мм ;  ;  ; Al ; AU ; 24 ; ANDREYMAG ; 102 
