 6645 ; Панно / чеканка Валаам. ;  ;  ; Ж/м ;  ; 20 ; шахтер-61 ; 1364 
 2261 ; 5 копеек ; 1940 ;  ; Br ; VF ; 30 ; faraon ; 155 
 2262 ; 3 копейки ; 1950 ;  ; Br ; VF- ; 41 ; Qersej ; 123 
 2263 ; 2 копейки ; 1976 ;  ; Cu-Zn ; AU ; 29 ; volkov ; 197 
 2264 ; 2 копейки ; 1961 ;  ; Cu-Zn ; XF ; 5 ; kultan ; 26 
 2265 ; 2 копейки ; 1966 ;  ; Cu-Zn ; VF ; 31 ; suomi ; 150 
 2266 ; 2 копейки ; 1975 ;  ; Cu-Zn ; AU ; 28 ; Arlekino82 ; 153 
 2267 ; 2 копейки ; 1969 ;  ; Cu-Zn ; AU ; 19 ; Arlekino82 ; 50 
 2268 ; 2 копейки ; 1970 ;  ; Cu-Zn ; XF- ; 3 ; kultan ; 16 
 2269 ; 2 копейки ; 1979 ;  ; Cu-Zn ; AU ; 28 ; Arlekino82 ; 99 
 2270 ; 2 копейки ; 1978 ;  ; Cu-Zn ; AU ; 39 ; ASTA ; 113 
 2271 ; 2 копейки ; 1965 ;  ; Cu-Zn ; XF ; 17 ; Dinar02 ; 106 
 2272 ; 5 копеек ; 1949 ;  ; Br ; VF ; 23 ; svaf ; 102 
 2273 ; 3 копейки ; 1929 ;  ; Br ; VF ; 20 ; 21011984andrei ; 102 
 2274 ; 3 копейки ; 1939 ;  ; Br ; F-VF ; 6 ; cotangens ; 59 
 2275 ; 2 копейки ; 1937 ;  ; Br ; VF ; 3 ; гром ; 55 
 2276 ; 2 копейки ; 1934 ;  ; Br ; VF ; 21 ; victorr ; 105 
 2277 ; 2 копейки ; 1950 ;  ; Br ; VF- ; 21 ; bobbar ; 78 
 2278 ; 1 копейка ; 1928 ;  ; Br ; VF- ; 7 ; гром ; 75 
 2279 ; 1 копейка ; 1938 ;  ; Br ; VF ; 31 ; гром ; 53 
 2180 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF+ ; 9 ; es72. ; 67 
 2181 ; 15 копеек ; 1936 ;  ; Ni ; VF ; 10 ; Бигль ; 100 
 2182 ; 20 копеек ; 1941 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF- ; 4 ; Мозг ; 66 
 2183 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF- ; 12 ; Бигль ; 80 
 2184 ; 20 копеек ; 1945 ;  ; Ni ; VF+ ; 15 ; Бигль ; 90 
 2185 ; 15 копеек ; 1943 ;  ; Ni ; VF ; 20 ; Бигль ; 108 
 2186 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF ; 11 ; Снежный Барс ; 78 
 2187 ; 5 копеек ; 1940 ;  ; Br ; VF- ; 20 ; Barin13 ; 134 
 2188 ; 3 копейки ; 1937 ;  ; Br ; VF ; 15 ; svaf ; 110 
 2189 ; 3 копейки ; 1941 ;  ; Br ; VF ; 11 ; КВ50 ; 83 
 2190 ; 3 копейки ; 1943 ;  ; Br ; VF ; 21 ; Бигль ; 82 
 2191 ; 2 копейки ; 1926 ;  ; Br ; VF ; 20 ; Dimon0479 ; 80 
 2192 ; 2 копейки ; 1932 ;  ; Br ; F ; 10 ; Мерен ; 23 
 2193 ; 2 копейки ; 1935 ;  ; Br ; VF ; 17 ; Barin13 ; 90 
 2194 ; 3 копейки ; 1932 ;  ; Br ; F-VF ; 8 ; Barin13 ; 12 
 2195 ; 3 копейки ; 1935 ;  ; Br ; VF ; 17 ; Lafeto55 ; 78 
 2196 ; 15 копеек ; 1949 ;  ; Ni ; VF ; 45 ; msk-spb ; 411 
 2197 ; 10 копеек ; 1951 ;  ; Ni ; VF ; 54 ; салаир ; 295 
 2198 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF- ; 31 ; салаир ; 363 
 2199 ; 3 копейки ; 1934 ;  ; Br ; F ; 16 ; Barin13 ; 61 
 2200 ; 2 копейки ; 1933 ;  ; Br ; VG ; 16 ; 8888888АЛЕКС888888 ; 28 
 2201 ; 2 копейки ; 1939 ;  ; Br ; F+ ; 8 ; cotangens ; 34 
 2202 ; 15 копеек ; 1939 ;  ; Ni ; VF- ; 25 ; Иди марки собирай! ; 186 
 2203 ; 15 копеек ; 1940 ;  ; Ni ; VF+ ; 29 ; Lafeto55 ; 273 
 2204 ; 15 копеек ; 1941 ;  ; Ni ; VF ; 28 ; svaf ; 204 
 2205 ; 15 копеек ; 1943 ;  ; Ni ; VF ; 26 ; Бигль ; 133 
 2206 ; 15 копеек ; 1944 ;  ; Ni ; VF- ; 43 ; Lafeto55 ; 983 
 2207 ; 15 копеек ; 1945 ;  ; Ni ; VF-XF ; 36 ; Rodan Lewarx ; 277 
 2208 ; 15 копеек ; 1949 ;  ; Ni ; VF+ ; 32 ; Lafeto55 ; 453 
 2209 ; 15 копеек ; 1950 ;  ; Ni ; XF ; 36 ; svaf ; 102 
 2210 ; 15 копеек ; 1951 ;  ; Ni ; VF ; 47 ; bobbar ; 477 
 2211 ; 15 копеек ; 1976 ;  ; Cu-Ni ; AU ; 17 ; bamia67 ; 80 
 2212 ; 5 копеек ; 1928 ;  ; Br ; VF ; 46 ; 5y5y ; 5179 
 2213 ; 5 копеек ; 1929 ;  ; Br ; F+ ; 44 ; kvs ; 365 
 2214 ; 3 копейки ; 1926 ;  ; Br ; F-VF ; 24 ; kvs ; 206 
 2215 ; 3 копейки ; 1928 ;  ; Br ; VF- ; 20 ; kvs ; 105 
 2216 ; 3 копейки ; 1929 ;  ; Br ; F-VF ; 16 ; kvs ; 54 
 2217 ; 2 копейки ; 1926 ;  ; Br ; VF ; 54 ; alien34 ; 305 
 2218 ; 2 копейки ; 1928 ;  ; Br ; VF ; 35 ; Qersej ; 1099 
 2219 ; 2 копейки ; 1931 ;  ; Br ; F ; 7 ; kvs ; 15 
 2220 ; 1 копейка ; 1926 ;  ; Br ; VF ; 41 ; Lafeto55 ; 276 
 2221 ; 1 копейка ; 1928 ;  ; Br ; F-VF ; 37 ; sovmin ; 246 
 2222 ; 1 копейка ; 1927 ;  ; Br ; F ; 16 ; kvs ; 66 
 2223 ; 1 копейка ; 1938 ;  ; Br ; XF ; 38 ; svaf ; 61 
 2224 ; 3 копейки ; 1932 ;  ; Br ; F-VF ; 19 ; svaf ; 114 
 2225 ; 2 копейки ; 1961 ;  ; Cu-Zn ; VF-XF ; 7 ; konstk2 ; 26 
 2226 ; 2 копейки ; 1970 ;  ; Cu-Zn ; XF ; 11 ; konstk2 ; 27 
 2227 ; 2 копейки ; 1979 ;  ; Cu-Zn ; AU ; 12 ; konstk2 ; 93 
 2228 ; 3 копейки ; 1976 ;  ; Cu-Zn ; AU ; 9 ; volkov ; 200 
 2229 ; 3 копейки ; 1979 ;  ; Cu-Zn ; XF ; 11 ; konstk2 ; 26 
 2130 ; 50 копеек ; 1972 ;  ; Cu-Ni ; VF+ ; 32 ; Rober ; 238 
 2131 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF+ ; 11 ; Lafeto55 ; 161 
 2132 ; 1 рубль ; 1964 ;  ; Cu-Ni ; XF+ ; 11 ; АнклБ ; 51 
 2133 ; 1 рубль ; 1965 ;  ; Cu-Ni ; AU ; 55 ; Aurum ; 722 
 2134 ; 1 рубль ; 1966 ;  ; Cu-Ni ; XF/AU ; 58 ; Aurum ; 4083 
 2135 ; 1 рубль ; 1967 ;  ; Cu-Ni ; XF/AU ; 38 ; Aurum ; 1671 
 2136 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 77 ; Aurum ; 1740 
 2137 ; 1 рубль ; 1969 ;  ; Cu-Ni ; XF/AU ; 64 ; Aurum ; 1740 
 2138 ; 1 рубль ; 1970 ;  ; Cu-Ni ; XF/AU ; 42 ; Aurum ; 2392 
 2139 ; 2 копейки ; 1937 ;  ; Br ; VF+ ; 13 ; alien34 ; 161 
 2140 ; 50 копеек ; 1981 ;  ; Cu-Ni ; AU/XF ; 13 ; nikkk1 ; 79 
 2141 ; 50 копеек ; 1983 ;  ; Cu-Ni ; AU ; 45 ; Aurum ; 499 
 2142 ; 50 копеек ; 1977 ;  ; Cu-Ni ; AU ; 35 ; Aurum ; 510 
 2143 ; 50 копеек ; 1990 ;  ; Cu-Ni ; XF ; 14 ; Сhatsky ; 185 
 2144 ; 50 копеек ; 1985 ;  ; Cu-Ni ; VF-XF ; 12 ; kultan ; 26 
 2145 ; 50 копеек ; 1979 ;  ; Cu-Ni ; XF ; 5 ; kultan ; 57 
 2146 ; 50 копеек ; 1969 ;  ; Cu-Ni ; VF-XF ; 25 ; an78gg ; 79 
 2147 ; 50 копеек ; 1989 ;  ; Cu-Ni ; XF ; 7 ; kultan ; 210 
 2148 ; 50 копеек ; 1976 ;  ; Cu-Ni ; VF ; 30 ; МАССИВ-894 ; 662 
 2149 ; 20 копеек ; 1979 ;  ; Cu-Ni ; AU ; 12 ; idagaf ; 31 
 2150 ; 20 копеек ; 1981 ;  ; Cu-Ni ; AU ; 12 ; kultan ; 39 
 2151 ; 20 копеек ; 1989 ;  ; Cu-Ni ; AU ; 15 ; kultan ; 123 
 2152 ; 20 копеек ; 1984 ;  ; Cu-Ni ; AU ; 12 ; kultan ; 41 
 2153 ; 20 копеек ; 1961 ;  ; Cu-Ni ; AU ; 38 ; Русские не сдаются ; 255 
 2154 ; 20 копеек ; 1982 ;  ; Cu-Ni ; AU ; 9 ; kultan ; 41 
 2155 ; 20 копеек ; 1991 ; ЛМД Л/с шт. 3 коп. ; Cu-Ni ; XF ; 3 ; volga64 ; 55 
 2156 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 36 ; Logistics ; 254 
 2157 ; 20 копеек ; 1983 ;  ; Cu-Ni ; AU ; 21 ; idagaf ; 28 
 2158 ; 20 копеек ; 1956 ;  ; Ni ; AU ; 53 ; Logistics ; 254 
 2159 ; 20 копеек ; 1955 ;  ; Ni ; AU ; 29 ; Logistics ; 252 
 2160 ; 20 копеек ; 1945 ;  ; Ni ; F+ ; 11 ; Бигль ; 50 
 2161 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 46 ; Zoltan 333 ; 197 
 2162 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF ; 49 ; Марек ; 121 
 2163 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; VF- ; 41 ; svaf ; 134 
 2164 ; 20 копеек ; 1941 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F-VF ; 27 ; Бигль ; 106 
 2165 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 41 ; Dinar02 ; 206 
 2166 ; 20 копеек ; 1932 ;  ; Ni ; XF ; 24 ; Dimon0479 ; 145 
 2167 ; 20 копеек ; 1931 ;  ; Ni ; VF ; 42 ; Dinar02 ; 126 
 2168 ; 50 копеек ; 1977 ;  ; Cu-Ni ; XF ; 11 ; АнклБ ; 37 
 2169 ; 20 копеек ; 1984 ; Л/с шт. 3 коп. ; Cu-Ni ; XF ; 5 ; Cherpoy ; 11 
 2170 ; 1 копейка Упаковка ; 1967 ;  ; Cu-Zn ; AU ; 8 ; lesnik1 ; 87 
 2171 ; 5 копеек ; 1932 ;  ; Br ; F+ ; 27 ; ialaiola ; 142 
 2172 ; 5 копеек ; 1939 ;  ; Br ; VF ; 17 ; КВ50 ; 319 
 2173 ; 5 копеек ; 1948 ;  ; Br ; F ; 7 ; Бигль ; 40 
 2174 ; 3 копейки ; 1929 ;  ; Br ; VF- ; 10 ; Zoltan 333 ; 69 
 2175 ; 3 копейки ; 1943 ;  ; Br ; F-VF ; 4 ; крлкв ; 55 
 2176 ; 2 копейки ; 1926 ;  ; Br ; VF ; 11 ; cave ; 283 
 2177 ; 2 копейки ; 1935 ;  ; Br ; VF ; 22 ; svaf ; 129 
 2178 ; 1 копейка ; 1931 ;  ; Br ; VF- ; 10 ; es72. ; 84 
 2179 ; 20 копеек ; 1931 ;  ; Ni ; VF+ ; 25 ; КВ50 ; 114 
 2080 ; 20 копеек л/с 3 коп 1979г ; 1983 ;  ; Cu-Ni ; AU ; 14 ; Русские не сдаются ; 78 
 2081 ; 50 копеек. Аверс/Реверс поворот ~ 180 градусов ; 1998 ; СП ; Cu-Zn ; VF ; 26 ; shknikolay ; 174 
 2082 ; 50 копеек. Аверс/Реверс поворот ~ 120 градусов ; 1998 ; СП ; Cu-Zn ; VF ; 16 ; Бигль ; 113 
 2083 ; 1 копейка ; 1931 ;  ; Br ; VF ; 37 ; МАССИВ-894 ; 138 
 2084 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF ; 12 ; kalita ; 126 
 2085 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF ; 9 ; vvd ; 123 
 2086 ; 50 копеек ; 1972 ;  ; Cu-Ni ; VF+ ; 21 ; voron-74-47 ; 231 
 2087 ; 15 копеек ; 1976 ;  ; Cu-Ni ; AU ; 21 ; volkov ; 72 
 2088 ; 15 копеек ; 1977 ;  ; Cu-Ni ; AU ; 9 ; idagaf ; 31 
 2089 ; 50 копеек ; 1972 ;  ; Cu-Ni ; VF-XF ; 18 ; Arlekino82 ; 208 
 2090 ; 50 копеек ; 1968 ;  ; Cu-Ni ; VF ; 51 ; ialaiola ; 53 
 2091 ; 50 копеек ; 1981 ;  ; Cu-Ni ; VF ; 7 ; VITAL!!! ; 10 
 2092 ; 50 копеек ; 1985 ;  ; Cu-Ni ; VF ; 15 ; prosk8er ; 26 
 2093 ; 50 копеек ; 1988 ;  ; Cu-Ni ; VF+ ; 8 ; Meshok ; 33 
 2094 ; 50 копеек ; 1978 ;  ; Cu-Ni ; VF ; 16 ; Мозг ; 72 
 2095 ; 20 копеек ; 1990 ;  ; Cu-Ni ; AU ; 12 ; volkov ; 20 
 2096 ; 15 копеек ; 1978 ;  ; Cu-Ni ; AU ; 16 ; Сармат80 ; 41 
 2097 ; 10 копеек Упаковка ; 1988 ;  ; Cu-Ni ; AU ; 57 ; АнклБ ; 203 
 2098 ; 10 копеек Два выкуса ; 1973 ;  ; Cu-Ni ; VF ; 29 ; tomchik ; 459 
 2099 ; 2 копейки Упаковка ; 1969 ;  ; Cu-Zn ; AU ; 11 ; Волчек ; 114 
 2100 ; 3 копейки Упаковка ; 1968 ;  ; Cu-Zn ; AU ; 20 ; Волчек ; 171 
 2101 ; 1 копейка ; 1975 ;  ; Cu-Zn ; AU ; 3 ; prosk8er ; 12 
 2102 ; 1 копейка ; 1933 ;  ; Br ; XF ; 23 ; alien34 ; 394 
 2103 ; 2 копейки ; 1991 ; ММД ; Cu-Zn ; AU ; 4 ; Dimon0479 ; 36 
 2104 ; 1 копейка ; 1969 ;  ; Cu-Zn ; AU ; 5 ; ASTA ; 36 
 2105 ; 1 копейка ; 1975 ;  ; Cu-Zn ; AU ; 4 ; vic2 ; 35 
 2106 ; 1 копейка ; 1972 ;  ; Cu-Zn ; AU ; 3 ; vic2 ; 35 
 2107 ; 20 копеек ; 1931 ;  ; Ni ; VF ; 22 ; Dinar02 ; 105 
 2108 ; 20 копеек ; 1932 ;  ; Ni ; VF-XF ; 7 ; КВ50 ; 77 
 2109 ; 20 копеек ; 1933 ;  ; Ni ; VF- ; 8 ; Kastelani ; 47 
 2110 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; VF- ; 17 ; Бигль ; 113 
 2111 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; F ; 13 ; Бигль ; 34 
 2112 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 36 ; alien34 ; 285 
 2113 ; 20 копеек ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 30 ; Марек ; 241 
 2114 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F ; 10 ; Бигль ; 22 
 2115 ; 20 копеек ; 1941 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 27 ; Lafeto55 ; 449 
 2116 ; 20 копеек ; 1942 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF- ; 39 ; Марек ; 303 
 2117 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 34 ; Dinar02 ; 148 
 2118 ; 20 копеек ; 1944 ;  ; Ni ; VF ; 68 ; sovmin ; 357 
 2119 ; 20 копеек ; 1945 ;  ; Ni ; F ; 23 ; svaf ; 124 
 2120 ; 20 копеек ; 1950 ;  ; Ni ; F- ; 18 ; nadyamin12 ; 1374 
 2121 ; 20 копеек ; 1951 ;  ; Ni ; VF ; 28 ; svaf ; 176 
 2122 ; 20 копеек ; 1991 ; Без буквы ; Cu-Ni ; VF+ ; 95 ; student1977 ; 25000 
 2123 ; 20 копеек ; 1977 ;  ; Cu-Ni ; AU ; 15 ; idagaf ; 23 
 2124 ; 50 копеек ; 1961 ;  ; Cu-Ni ; VF- ; 14 ; 21011984andrei ; 101 
 2125 ; 50 копеек ; 1969 ;  ; Cu-Ni ; AU ; 22 ; nikkk1 ; 301 
 2126 ; 50 копеек ; 1973 ;  ; Cu-Ni ; XF ; 23 ; nikkk1 ; 279 
 2127 ; 50 копеек ; 1990 ;  ; Cu-Ni ; AU ; 23 ; Мерен ; 223 
 2128 ; 50 копеек ; 1989 ;  ; Cu-Ni ; XF+ ; 15 ; Сhatsky ; 218 
 2129 ; 50 копеек ; 1965 ;  ; Cu-Ni ; AU ; 44 ; Aurum ; 983 
 2030 ; 3 копейки ; 1988 ;  ; Cu-Zn ; VF-XF ; 5 ; VITAL!!! ; 11 
 2031 ; 3 копейки ; 1979 ;  ; Cu-Zn ; VF ; 5 ; prosk8er ; 12 
 2032 ; 10 копеек ; 1976 ;  ; Cu-Ni ; VF-XF ; 8 ; prosk8er ; 13 
 2033 ; 10 копеек ; 1978 ;  ; Cu-Ni ; VF ; 1 ; VITAL!!! ; 2 
 2034 ; 10 копеек ; 1986 ;  ; Cu-Ni ; VF-XF ; 2 ; VITAL!!! ; 3 
 2035 ; 1 копейка ; 1954 ;  ; Br ; AU ; 13 ; Rodan Lewarx ; 164 
 2036 ; 3 копейки ; 1927 ;  ; Br ; F+ ; 38 ; Сhatsky ; 612 
 2037 ; 1 рубль ; 1966 ;  ; Cu-Ni ; VF ; 77 ; Varco ; 4043 
 2038 ; 20 копеек ; 1932 ;  ; Ni ; VF- ; 6 ; volga64 ; 34 
 2039 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 23 ; Lafeto55 ; 283 
 2040 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 11 ; volga64 ; 57 
 2041 ; 20 копеек ; 1933 ;  ; Ni ; VF-XF ; 11 ; Цитрамон ; 101 
 2042 ; 15 копеек ; 1943 ;  ; Ni ; VF+ ; 30 ; Lafeto55 ; 228 
 2043 ; 10 копеек ; 1936 ;  ; Ni ; VF+ ; 21 ; Lafeto55 ; 338 
 2044 ; 10 копеек ; 1940 ;  ; Ni ; XF ; 33 ; sovmin ; 350 
 2045 ; 5 копеек. Брак ; 2004 ; СП ; St in Ni ; AU ; 18 ; ask ; 73 
 2046 ; 2 копейки ; 1951 ;  ; Br ; XF ; 40 ; suomi ; 691 
 2047 ; 2 копейки ; 1945 ;  ; Br ; VF- ; 38 ; scaar ; 308 
 2048 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF-XF ; 25 ; volga64 ; 113 
 2049 ; 2 копейки ; 1932 ;  ; Br ; F-VF ; 13 ; volga64 ; 59 
 2050 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 10 ; АнклБ ; 114 
 2051 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 23 ; klinza ; 108 
 2052 ; 15 копеек ; 1935 ;  ; Ni ; VF ; 31 ; AGA ; 201 
 2053 ; 15 копеек ; 1944 ;  ; Ni ; VF-XF ; 41 ; Holder31 ; 1534 
 2054 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 44 ; Волчек ; 227 
 2055 ; 50 копеек ; 1980 ;  ; Cu-Ni ; AU ; 32 ; Arlekino82 ; 155 
 2056 ; 50 копеек ; 1981 ;  ; Cu-Ni ; AU ; 29 ; Волчек ; 185 
 2057 ; 50 копеек ; 1982 ;  ; Cu-Ni ; XF ; 11 ; Cherpoy ; 22 
 2058 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 37 ; bamia67 ; 202 
 2059 ; 50 копеек ; 1985 ;  ; Cu-Ni ; XF ; 6 ; Cherpoy ; 34 
 2060 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 34 ; Aurum ; 203 
 2061 ; 5 копеек ; 1943 ;  ; Br ; VF+ ; 1 ; металлург ; 200 
 2062 ; 5 копеек ; 1977 ;  ; Cu-Zn ; AU ; 17 ; Cherpoy ; 81 
 2063 ; 5 копеек ; 1981 ;  ; Cu-Zn ; XF ; 17 ; Cherpoy ; 44 
 2064 ; 5 копеек ; 1988 ;  ; Cu-Zn ; AU ; 28 ; Aurum ; 164 
 2065 ; 5 копеек ; 1983 ;  ; Cu-Zn ; AU ; 37 ; Волчек ; 169 
 2066 ; 5 копеек ; 1981 ;  ; Cu-Zn ; AU ; 29 ; Волчек ; 125 
 2067 ; 5 копеек ; 1976 ;  ; Cu-Zn ; AU ; 17 ; ASTA ; 112 
 2068 ; 5 копеек ; 1961 ;  ; Cu-Zn ; AU ; 15 ; Русские не сдаются ; 255 
 2069 ; 1 копейка ; 1961 ;  ; Cu-Zn ; XF- ; 15 ; салаир ; 57 
 2070 ; 5 копеек ; 1931 ;  ; Br ; VF ; 63 ; svaf ; 282 
 2071 ; 100 рублей. Смещение вставки ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Zn ; XF ; 26 ; arevera ; 79 
 2072 ; 1 копейка ; 1969 ;  ; Cu-Zn ; AU ; 6 ; Logistics ; 56 
 2073 ; 1 копейка ; 1975 ;  ; Cu-Zn ; XF+ ; 15 ; Habs777 ; 38 
 2074 ; 50 копеек ; 1983 ;  ; Cu-Ni ; XF+ ; 3 ; kultan ; 78 
 2075 ; 10 копеек ; 1962 ;  ; Cu-Ni ; AU ; 25 ; ASTA ; 100 
 2076 ; 10 копеек ; 1977 ;  ; Cu-Ni ; AU ; 5 ; volkov ; 72 
 2077 ; 10 копеек ; 1979 ;  ; Cu-Ni ; AU ; 11 ; Habs777 ; 36 
 2078 ; 15 копеек ; 1984 ;  ; Cu-Ni ; AU ; 9 ; Habs777 ; 36 
 2079 ; 20 копеек ; 1979 ;  ; Cu-Ni ; AU ; 16 ; Habs777 ; 63 
 1980 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 21 ; hoza ; 237 
 1981 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 10 ; Manul ; 261 
 1982 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 21 ; Fedo ; 206 
 1983 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 21 ; hoza ; 225 
 1984 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 21 ; hoza ; 164 
 1985 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 13 ; hoza ; 215 
 1986 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 23 ; hoza ; 215 
 1987 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 16 ; Manul ; 261 
 1988 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 23 ; hoza ; 201 
 1989 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 12 ; Manul ; 261 
 1990 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 9 ; Manul ; 206 
 1991 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 22 ; nds80 ; 276 
 1992 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 25 ; hoza ; 183 
 1993 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 12 ; Manul ; 261 
 1994 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 29 ; hoza ; 201 
 1995 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 8 ; Manul ; 206 
 1996 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 8 ; Manul ; 206 
 1997 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 25 ; hoza ; 215 
 1998 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 9 ; Manul ; 261 
 1999 ; 25 рублей. 25-летие принятия конституции РФ ; 2018ММД ;  ; Cu/Ni ; AU ; 27 ; Qersej ; 88 
 2000 ; 25 рублей. 25-летие принятия конституции РФ ; 2018ММД ;  ; Cu/Ni ; AU ; 11 ; eugene67 ; 88 
 2001 ; 25 рублей. Барбоскины ; 2020ММД ;  ; Cu/Ni ; AU ; 27 ; coinsru ; 116 
 2002 ; 25 рублей. Барбоскины ; 2020ММД ;  ; Cu/Ni ; AU ; 20 ; KVictorA ; 90 
 2003 ; 25 рублей. Барбоскины ; 2020ММД ;  ; Cu/Ni ; AU ; 9 ; voron-74-47 ; 116 
 2004 ; 1 рубль. Новодел. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 46 ; nicola59 ; 1203 
 2005 ; 1 рубль. Новодел. Упаковка ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 44 ; бегимот ; 767 
 2006 ; 1 рубль. Новодел. Упаковка ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 44 ; бегимот ; 622 
 2007 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 11 ; Fedo ; 261 
 2008 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 22 ; hoza ; 306 
 2009 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 7 ; jennso ; 250 
 2010 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 24 ; Manul ; 238 
 2011 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 15 ; Manul ; 250 
 2012 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 20 ; jennso ; 459 
 2013 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 15 ; Manul ; 215 
 2014 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 5 ; Manul ; 206 
