 3644 ; Бона иностранная ;  ;  ;  ;  ; 17 ; nik23455 ; 42 
 1700 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 51 ; AlexFil ; 683 
 1701 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Unc ; 32 ; artemG ; 201 
 1702 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 38 ; dicson ; 233 
 1703 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 33 ; alex830i ; 240 
 1704 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 41 ; alex830i ; 235 
 1705 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 19 ; Brabus ; 214 
 1706 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 18 ; Bratak ; 157 
 1707 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 22 ; artemG ; 193 
 1708 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 35 ; dicson ; 192 
 1709 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 35 ; alex830i ; 225 
 1710 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 17 ; Krechet ; 138 
 1711 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 24 ; WAD79 ; 363 
 1712 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Unc ; 30 ; Brabus ; 378 
 1713 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 44 ; dicson ; 225 
 1714 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 23 ; satyrn1 ; 250 
 1715 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 61 ; Masik ; 480 
 1716 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 48 ; Brabus ; 252 
 1717 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 20 ; Ag925 ; 296 
 1718 ; 1 рубль. Новодел. Упаковка ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 67 ; Roman_B ; 776 
 1719 ; 1 рубль. Новодел. Упаковка ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 61 ; ПУПСИК ; 499 
 1720 ; 1 рубль. Новодел. Упаковка ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 33 ; Roman_B ; 612 
 1721 ; 1 рубль. Новодел. Упаковка ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 32 ; ПУПСИК ; 510 
 1722 ; 1 рубль. Новодел. Упаковка ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 24 ; dimass70 ; 459 
 1723 ; 1 рубль. Новодел. Упаковка ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 29 ; Roman_B ; 459 
 1724 ; 1 рубль. Новодел. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 35 ; ПУПСИК ; 459 
 1725 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 23 ; artemG ; 134 
 1726 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 72 ; Geoid ; 219 
 1727 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 33 ; artemG ; 164 
 1728 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 51 ; artemG ; 164 
 1729 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 66 ; gord2 ; 260 
 1730 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 38 ; artemG ; 204 
 1731 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 31 ; gord2 ; 267 
 1732 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 30 ; artemG ; 173 
 1733 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 37 ; artemG ; 153 
 1634 ; 10 копеек ; 1929 ;  ; Ag ; VF+ ; 49 ; evvit ; 107 
 1635 ; 10 копеек ; 1929 ;  ; Ag ; VF ; 28 ; pro1234 ; 63 
 1636 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F+ ; 110 ; denhag ; 217 
 1637 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF- ; 102 ; Bolt ; 489 
 1638 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 71 ; denhag ; 193 
 1639 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 65 ; denhag ; 169 
 1640 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 67 ; denhag ; 82 
 1641 ; 1 копейка ; 1925 ; Гурт рубчатый ; Cu ; F-VF ; 87 ; Levin1978 ; 4045 
 1642 ; Полкопейки ; 1927 ;  ; Cu ; F+ ; 85 ; ZET ; 305 
 1643 ; Полкопейки ; 1927 ;  ; Cu ; VF ; 88 ; молоток ; 428 
 1644 ; Разменный знак 10. Шпицберген. Наводнение-Юг России ; 2002СПМД ;  ; Cu/Ni ; Proof ; 73 ; Artemon ; 980 
 1645 ; 15 копеек ; 1946 ; о.Шпицберген ; Вr ; VF+ ; 57 ; _1111_ ; 2817 
 1646 ; 2 копейки ; 1934 ; Тувинская Народная Республика ; Ж/м ; VF- ; 55 ; Celika ; 4458 
 1647 ; 5 ; 1998 ; о.Шпицберген ; Б/м ; AU ; 77 ; фы4ит8 ; 687 
 1648 ; 2 ; 1998 ; о.Шпицберген ; Ж/м ; AU ; 63 ; rim ; 694 
 1649 ; 1 ; 1998 ; о.Шпицберген ; Ж/м ; AU ; 62 ; фы4ит8 ; 735 
 1650 ; 0,5 ; 1998 ; о.Шпицберген ; Al ; AU ; 68 ; фы4ит8 ; 500 
 1651 ; 0,25 ; 1998 ; о.Шпицберген ; Al ; AU ; 55 ; фы4ит8 ; 558 
 1652 ; 0,1 ; 1998 ; о.Шпицберген ; Al ; AU ; 50 ; Artemon ; 663 
 1653 ; Жетон. Министерство торговли СССР №12 ;  ;  ; Ж/м ; AU ; 25 ; Bagdan ; 157 
 1654 ; Жетон "Слава русского оружия". Автомат Калашникова ; 2002СПМД ;  ; Ж/м ; Proof ; 80 ; ignum ; 510 
 1655 ; Жетон "Слава русского оружия". Танк "Т-34" ; 2003СПМД ;  ; Ж/м ; Proof ; 35 ; veller ; 500 
 1656 ; Жетон "Слава русского оружия". Истребитель "МИГ-29" ; 2003СПМД ;  ; Ж/м ; Proof ; 103 ; veller ; 413 
 1657 ; Жетон "Слава русского оружия". Гв. Миномет "Катюша" ; 2003СПМД ;  ; Ж/м ; Proof ; 30 ; veller ; 422 
 1658 ; Жетон "Слава русского оружия". Вертолет К-50 "Черная акула" ; 2003СПМД ;  ; Ж/м ; Proof ; 96 ; veller ; 422 
 1659 ; Жетон "Слава русского оружия". Истребитель СУ-37 "Беркут" ; 2004СПМД ;  ; Ж/м ; Proof ; 17 ; veller ; 401 
 1660 ; Жетон "Слава русского оружия". 45-мм противотанковая пушка ; 2004СПМД ;  ; Ж/м ; Proof ; 19 ; veller ; 404 
 1661 ; Жетон "Слава русского оружия". БТР-80 ; 2004СПМД ;  ; Ж/м ; Proof ; 21 ; veller ; 422 
 1662 ; Жетон "Слава русского оружия". Подводная лодка С-13 ; 2004СПМД ;  ; Ж/м ; Proof ; 19 ; veller ; 403 
 1663 ; Жетон "Слава русского оружия". Крейсер "Варяг" ; 2004СПМД ;  ; Ж/м ; Proof ; 78 ; topornik ; 521 
 1664 ; 1 рубль ; 2003 ; СПМД ; Cu-Ni-Zn ; XF- ; 49 ; veles ; 11674 
 1665 ; 20 копеек ; 1950 ;  ; Ni ; VF- ; 104 ; 13 ; 510 
 1666 ; 20 копеек ; 1965 ;  ; Cu-Ni ; AU ; 14 ; was9 ; 1627 
 1667 ; 20 копеек ; 1969 ;  ; Cu-Ni ; XF ; 81 ; was9 ; 1247 
 1668 ; 20 копеек ; 1976 ;  ; Cu-Ni ; VF ; 56 ; shneyder ; 2600 
 1669 ; 15 копеек ; 1944 ;  ; Ni ; VF ; 58 ; shneyder ; 1122 
 1670 ; 15 копеек ; 1965 ;  ; Cu-Ni ; AU ; 26 ; sergey8 ; 1827 
 1671 ; 15 копеек ; 1966 ;  ; Cu-Ni ; AU ; 16 ; Рыба ; 1527 
 1672 ; 15 копеек ; 1969 ;  ; Cu-Ni ; AU ; 16 ; sergey8 ; 1357 
 1673 ; 15 копеек ; 1970 ;  ; Cu-Ni ; VF-XF ; 69 ; aluar ; 7770 
 1674 ; 15 копеек ; 1973 ;  ; Cu-Ni ; VF-XF ; 71 ; фы4ит8 ; 4000 
 1675 ; 15 копеек ; 1974 ;  ; Cu-Ni ; AU ; 17 ; sergey8 ; 1247 
 1676 ; 15 копеек ; 1975 ;  ; Cu-Ni ; XF/AU ; 57 ; sergey8 ; 1223 
 1677 ; 10 копеек ; 1965 ;  ; Cu-Ni ; AU ; 17 ; aluar ; 1571 
 1678 ; 10 копеек ; 1966 ;  ; Cu-Ni ; AU ; 18 ; sergey8 ; 2185 
 1679 ; 10 копеек ; 1990 ; М ; Cu-Ni ; XF+ ; 94 ; finder ; 4884 
 1680 ; 5 копеек ; 1927 ;  ; Br ; VF- ; 84 ; sergey8 ; 5814 
 1681 ; 5 копеек ; 1929 ;  ; Br ; F+ ; 47 ; Света ; 509 
 1682 ; 5 копеек ; 1937 ;  ; Br ; VF ; 53 ; sergey8 ; 2040 
 1683 ; 5 копеек ; 1938 ;  ; Br ; VF- ; 42 ; evvit ; 459 
 1584 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 10 ; vitapool ; 279 
 1585 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 15 ; jimmysu ; 273 
 1586 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 121 ; zelya ; 273 
 1587 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 27 ; jimmysu ; 236 
 1588 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 30 ; vitapool ; 255 
 1589 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 38 ;  каменьщик 8 ; 419 
 1590 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 32 ; Bratak ; 360 
 1591 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 35 ; молоток ; 288 
 1592 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 43 ; taa ; 294 
 1593 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 81 ; камыш ; 282 
 1594 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 54 ; jimmysu ; 272 
 1595 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 123 ; zelya ; 272 
 1596 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 128 ; wolikaz ; 328 
 1597 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 33 ; молоток ; 328 
 1598 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 48 ; jimmysu ; 302 
 1599 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 36 ; NK ; 283 
 1600 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF ; 24 ; кошак ; 275 
 1601 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 96 ; piterline ; 1210 
 1602 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 35 ; galaktika ; 918 
 1603 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 19 ; 439 ; 1020 
 1604 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 32 ; 439 ; 945 
 1605 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF/AU ; 42 ; Aless ; 918 
 1606 ; 20 копеек ; 1922 ;  ; Ag ; XF ; 87 ; химик ; 286 
 1607 ; 20 копеек ; 1922 ;  ; Ag ; XF- ; 46 ; Bratak ; 254 
 1608 ; 20 копеек ; 1922 ;  ; Ag ; VF-XF ; 55 ; Бронзобород ; 123 
 1609 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 32 ; КСН ; 216 
 1610 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 1 ; Dunkan ; 150 
 1611 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 50 ; jimmysu ; 66 
 1612 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 28 ; olga42 ; 57 
 1613 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 42 ; Mars1J ; 153 
 1614 ; 20 копеек ; 1925 ;  ; Ag ; F-VF ; 31 ; Бронзобород ; 59 
 1615 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 107 ; Бронзобород ; 362 
 1616 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 31 ; Mars1J ; 164 
 1617 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 69 ; taa ; 87 
 1618 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 88 ; КСН ; 152 
 1619 ; 20 копеек ; 1929 ;  ; Ag ; VF- ; 21 ; sever2010 ; 41 
 1620 ; 20 копеек. Аверс/Реверс 80-85 градусов ; 1930 ;  ; Ag ; AU ; 79 ; topornik ; 318 
 1621 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 71 ; ship-nik ; 153 
 1622 ; 15 копеек ; 1922 ;  ; Ag ; XF- ; 99 ; sergey8 ; 313 
 1623 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 89 ; qaz21qaz ; 567 
 1624 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 80 ; olga42 ; 150 
 1625 ; 15 копеек. Деформация ; 1923 ;  ; Ag ; VF- ; 20 ; don-juras ; 31 
 1626 ; 15 копеек ; 1924 ;  ; Ag ; VF+ ; 102 ; yadu ; 192 
 1627 ; 15 копеек ; 1925 ;  ; Ag ; F+ ; 53 ; sever9516 ; 54 
 1628 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 58 ; pro1234 ; 102 
 1629 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 70 ; evvit ; 227 
 1630 ; 10 копеек ; 1921 ;  ; Ag ; F+ ; 98 ; Бронзобород ; 1878 
 1631 ; 10 копеек ; 1922 ;  ; Ag ; VF ; 95 ; Artemon ; 255 
 1632 ; 10 копеек ; 1925 ;  ; Ag ; VF- ; 33 ; don-juras ; 33 
 1633 ; 10 копеек ; 1927 ;  ; Ag ; AU/XF ; 20 ; dimass70 ; 245 
 1521 ; Лот значков (Съезды КПСС): 23шт ;  ;  ; Al ; VF+/XF+ ; 58 ; himik121 ; 331 
 1535 ; 10 рублей. М-1,555г ; 1995 ; ММД Сцена из балета "Спящая красавица" ; Au ; Proof ; 29 ; sveta57 ; 4690 
 1536 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 42 ; генадич ; 1621 
 1537 ; 3 рубля ; 1993 ; ЛМД Рос.футболисты в играх V Олимпиады ; Ag ; Proof ; 53 ; Masik ; 1258 
 1538 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 53 ; Сапёр ; 1866 
 1539 ; 3 рубля ; 1994 ; ЛМД Рязанский Кремль ; Ag ; Proof ; 22 ; shais1 ; 1836 
 1540 ; 3 рубля ; 1994 ; ЛМД Рождественский Собор в Суздале ; Ag ; Proof ; 25 ; murzik20 ; 1926 
 1541 ; 3 рубля ; 1995 ; ЛМД Национальная библиотека ; Ag ; Proof ; 11 ; verunk1 ; 1428 
 1542 ; 3 рубля ; 1995 ; ММД Спасо-Преобр.собор в Переславле ; Ag ; Proof ; 60 ; Красные Зори ; 1579 
 1543 ; 3 рубля ; 1996 ; ЛМД Тобольский Кремль ; Ag ; Proof ; 61 ; OMT ; 2189 
 1544 ; 3 рубля ; 1996 ; ЛМД Дворцовая площадь. Санкт-Петербург ; Ag ; Proof ; 38 ; verunk1 ; 2558 
 1545 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Ярославле ; Ag ; Proof ; 37 ; verunk1 ; 2556 
 1546 ; 3 рубля ; 1997 ; ЛМД 850 лет Москве. Московский Кремль ; Ag ; Proof ; 47 ; verunk1 ; 1988 
 1547 ; 2 рубля. Упаковка ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 65 ; monge ; 737 
 1548 ; 2 рубля ; 1995 ; ММД Парад Победы (Жуков на коне) ; Ag ; Proof ; 42 ; MVFNN ; 768 
 1549 ; 2 рубля. Монета оформлена в буклет ; 2010 ; ММД Стрельцов Э.А ; Ag ; Proof ; 23 ; berserk ; 4079 
 1550 ; 2 рубля. Монета оформлена в буклет ; 2010 ; СПМД Бесков К.И ; Ag ; Proof ; 23 ; gcab ; 4079 
 1551 ; 1 рубль ; 1997 ; ЛМД Собор Казанской Божьей Матери ; Ag ; Proof ; 61 ; izonatalya ; 1348 
 1552 ; 1 рубль ; 1997 ; ММД Храм Христа Спасителя ; Ag ; Proof ; 27 ; OMT ; 930 
 1553 ; Рубль ; 1921 ; (АГ) ; Ag ; AU ; 98 ; КСН ; 4200 
 1554 ; Рубль ; 1921 ; (АГ) ; Ag ; F-VF ; 79 ; satyrn1 ; 1404 
 1555 ; Рубль ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 45 ; 1822 ; 7960 
 1556 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 50 ; uuu ; 1252 
 1557 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF-/XF+ ; 120 ; temichek ; 1106 
 1558 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF- ; 43 ; rim ; 1086 
 1559 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF- ; 60 ; o.k. ; 1013 
 1560 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 47 ; o.k. ; 961 
 1561 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF- ; 34 ; qwe1000 ; 841 
 1562 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF- ; 37 ; qwe1000 ; 936 
 1563 ; 50 копеек ; 1921 ; (АГ) ; Ag ; Unc/AU ; 67 ; rabnight ; 1508 
 1564 ; 50 копеек ; 1921 ; (АГ) ; Ag ; AU ; 50 ; uuu ; 700 
 1565 ; 50 копеек ; 1921 ; (АГ) ; Ag ; AU ; 56 ; SPARTAK44 ; 605 
 1566 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 24 ; $$$ ; 489 
 1567 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 41 ; 2742 ; 426 
 1568 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 49 ; Злой 2 ; 483 
 1569 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 22 ; $$$ ; 439 
 1570 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 31 ; молоток ; 348 
 1571 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 34 ; молоток ; 344 
 1572 ; 50 копеек ; 1922 ; (АГ) ; Ag ; VF-XF ; 42 ; молоток ; 529 
 1573 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 30 ; jimmysu ; 313 
 1574 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 25 ; волга ; 328 
 1575 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF- ; 11 ; vitapool ; 273 
 1576 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; AU ; 36 ; Седой ; 454 
 1577 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; AU ; 41 ; logotype ; 601 
 1578 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 39 ; молоток ; 339 
 1579 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF-/XF+ ; 39 ; zelya ; 352 
 1580 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 29 ; Dunkan ; 311 
 1581 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 23 ; zelya ; 306 
 1582 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+/XF- ; 10 ; zelya ; 279 
 1583 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 23 ; zelya ; 298 
 1471 ; Знак. 25 лет. Ветеран ВНИПИЭТ ;  ;  ; Б/м,ж/м ; AU ; 15 ; Pak ; 153 
 1472 ; Бронзовая медаль ВДНХ. D-23мм ;  ;  ; Томпак, зо ; AU ; 27 ; ik1962 ; 151 
 1473 ; Бронзовая медаль ВДНХ. D-23мм ;  ;  ; Томпак, зо ; AU ; 18 ; solder13 ; 97 
 1474 ; Знак. Отличный пулеметчик ;  ;  ; Ж/м,эмаль ; F ; 136 ; dimikum ; 867 
 1475 ; Знак. Строителю дворца культуры и техники им И.Сталина ;  ;  ; Ж/м,эмаль ; VF+ ; 92 ; Георг ; 1001 
 1476 ; Знак. Участнику уборки урожая на целине ЦК ВЛКСМ ; 1956 ;  ; Ж/м,эмаль ; VF ; 61 ; поручик ; 286 
 1477 ; Знак. Юный турист СССР ; ЛМД ;  ; Ж/м,эмаль ; VF- ; 14 ; SANGOLD1 ; 101 
 1478 ; Знак. Космическая классность 1 ст ;  ;  ; Ж/м,эмаль ; AU ; 69 ; Dunduk ; 1655 
 1479 ; Знак. Космическая классность 2 ст ;  ;  ; Ж/м,эмаль ; AU ; 69 ; Dunduk ; 1655 
 1480 ; Знак. Первенство СССР 2 место ;  ;  ; Ж/м ; XF+ ; 4 ; solder13 ; 114 
 1481 ; Знак. Всесоюзные соревнования 2 место. Государственный комитет СССР по физической культуре и спорту ;  ;  ; Б/м ; XF ; 11 ; solder13 ; 117 
 1482 ; Знак. Всесоюзные соревнования. Победитель ;  ;  ; Ж/м ; XF+ ; 33 ; solder13 ; 117 
 1483 ; Знак. Первенство СССР. Чемпион ;  ;  ; Ж/м ; AU ; 17 ; solder13 ; 153 
 1484 ; Знак. Всесоюзные соревнования. Победитель. Государственный комитет СССР по физической культуре и спорту ;  ;  ; Ж/м ; XF+ ; 16 ; 7752157 ; 288 
 1485 ; Знак. Всегда готов ;  ;  ; Ж/м,эмаль ; XF- ; 32 ; г.а.в ; 227 
 1486 ; Знак. БГТО ;  ;  ; Ж/м,эмаль ; VF- ; 27 ; Инвестор ; 249 
 1487 ; Знак. Гидрографическое предприятие 1933-1993гг ;  ;  ; Ж/м ; F-VF ; 32 ; RAPAN ; 215 
 1488 ; Знак. ГИБДД ;  ;  ; Ж/м ; XF+ ; 31 ; vasm ; 133 
 1489 ; Знак. Почетный донор России ;  ;  ; Ж/м ; AU ; 86 ; xabib ; 213 
 1490 ; Знак "Эх, тачанка" ;  ;  ; Ж/м,эмаль ; VF-XF ; 44 ; xabib ; 224 
 1491 ; Знак. Враг капитала ;  ;  ; Ж/м,эмаль ; XF- ; 43 ; Maks777 ; 231 
 1492 ; Знак. Парашютист-отличник ;  ;  ; Ж/м,эмаль ; VF-XF ; 27 ; kaper ; 250 
 1493 ; Знак. Парашютист-отличник ;  ;  ; Ж/м,эмаль ; VF-XF ; 27 ; kaper ; 246 
 1494 ; Знак. ВСХВ. Отсутствует винт ;  ;  ; Ж/м,эмаль ; F+ ; 34 ; imi ; 49 
 1495 ; Знак. Готов к труду и обороне СССР 1 ступени ;  ;  ; Ж/м,эмаль ; XF ; 14 ; XO ; 263 
 1496 ; Знак. Гагарин ; 1961 ;  ; Ж/м,эмаль ; XF- ; 50 ; 1822 ; 277 
 1497 ; Знак. Олимпиада СССР ; ЛМД ;  ; Ж/м,эмаль ; XF ; 94 ; Searcher ; 407 
 1498 ; Знак об окончании военного ВУЗа ;  ;  ; Б/м,эмаль ; XF- ; 75 ; smirnoff ; 555 
 1499 ; Знак. Участник ликвидации последствий аварии ЧАЭС ; ММД ;  ; Ж/м ; AU ; 20 ; SANGOLD1 ; 225 
 1500 ; Медаль "Мастер Золотые Руки" ВЛКСМ на ленте. Размеры: 43 на 43мм ; ММД ;  ; Ж/м ; VF-XF ; 39 ; korovan67 ; 918 
 1501 ; Медаль. 300-летие Российского флота. Адмирал Нахимов. Морская доблесть. Синоп. D-42мм ; ЛМД ;  ; Б/м ; Proof ; 56 ; E.V.A. ; 726 
 1502 ; Жетон. Переводной рубль. XXV лет МБЭС ;  ;  ; Б/м ; Proof ; 92 ; E.V.A. ; 1573 
 1503 ; Жетон. 70 лет ОАО "Метрострой". В буклете ; 2011 ;  ; Ж/м ; Unc ; 8 ; dimon masskva ; 153 
 1504 ; Знак. За боевое траление ;  ;  ; Al ; AU ; 59 ; alex09 ; 126 
 1505 ; Лот значков Прибалтики (Ветераны энергетических предприятий): 5шт ;  ;  ; Ж/м,б/м,эм ; VF/VF+ ; 35 ; Novo98 ; 165 
 1506 ; Лот значков (парашютист): 2шт ;  ;  ; Al ; XF/XF+ ; 17 ; Инвестор ; 116 
 1507 ; Лот значков (Корабль "Адмирал Пантелеев" и корабль "Настойчивый") ;  ;  ; Al,Б/м ; XF/XF+ ; 31 ; vasm ; 507 
 1508 ; Лот значков (ВДНХ СССР. Участнику творческого показа. Победитель соцсоревнования) ;  ;  ; Al ; AU ; 6 ; поручик ; 46 
 1509 ; Лот значков венгрии: 2шт ;  ;  ; Б/м,эмаль ; F-VF ; 10 ; SadKo ; 63 
 1510 ; Лот значков (1 разряд): 3шт ;  ;  ; Al ; VF+/XF+ ; 7 ; 7752157 ; 72 
 1511 ; Лот знаков (3шт): Школьный САНПОСТ, юному отличнику санитарной обороны СССР, ОСИ ;  ;  ; Al ; XF/AU ; 5 ; SANGOLD1 ; 63 
 1512 ; Лот значков (БГТО): 3шт ;  ;  ; Al ; XF/AU ; 6 ; 1822 ; 34 
