 3263 ; 50 рублей ; 1919 ;  ;  ;  ; 56 ; vanamo ; 194 
 1700 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 28 ; VIVA ; 71 
 1701 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 18 ; asternox ; 42 
 1702 ; 10 копеек ; 1927 ;  ; Ag ; XF- ; 21 ; DedMaks ; 82 
 1703 ; 10 копеек ; 1928 ;  ; Ag ; VF ; 37 ; DedMaks ; 61 
 1704 ; 10 копеек ; 1928 ;  ; Ag ; F-VF ; 20 ; sergei62 ; 33 
 1705 ; 10 копеек ; 1929 ;  ; Ag ; XF- ; 14 ; DedMaks ; 67 
 1706 ; 10 копеек ; 1930 ;  ; Ag ; XF+ ; 15 ; mic61 ; 80 
 1707 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F ; 26 ; skavr ; 85 
 1708 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F ; 20 ; skavr ; 85 
 1709 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VG ; 18 ; Rober ; 73 
 1710 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF- ; 39 ; Юджин ; 453 
 1611 ; 1 рубль ; 1997 ; ЛМД Герб Москвы ; Ag ; Proof ; 32 ; k212 ; 529 
 1612 ; 1 рубль ; 1997 ; ЛМД Красная книга. Зубр ; Ag ; Proof ; 63 ; gelo ; 920 
 1613 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; Proof ; 28 ; Jet_Dee ; 816 
 1614 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; Proof ; 93 ; alien356 ; 1004 
 1615 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; Proof ; 78 ; Jet_Dee ; 950 
 1616 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; Proof ; 36 ; Gatchina ; 810 
 1617 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; Proof ; 67 ; Jet_Dee ; 1031 
 1618 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры.  ; Ag ; Proof ; 52 ; Gatchina ; 810 
 1619 ; 1 рубль ; 2001 ; СПМД Красная книга. Алтайский  ; Ag ; Proof ; 50 ; fesssk ; 1722 
 1620 ; 1 рубль ; 2001 ; СПМД Красная книга. Западносиб ; Ag ; Proof ; 42 ; fesssk ; 1722 
 1621 ; 1 рубль ; 2001 ; СПМД Красная книга. Сахалински ; Ag ; Proof ; 52 ; Jet_Dee ; 2139 
 1622 ; 1 рубль ; 2002 ; СПМД Красная книга. Беркут ; Ag ; Proof ; 94 ; Jet_Dee ; 1738 
 1623 ; 1 рубль ; 2002 ; СПМД Красная книга. Амурский г ; Ag ; Proof ; 41 ; Jet_Dee ; 1295 
 1624 ; 1 рубль ; 2002 ; СПМД Красная книга. Сейвал ; Ag ; Proof ; 37 ; Jet_Dee ; 1124 
 1625 ; Рубль ; 1921 ; (АГ) ; Ag ; AU ; 34 ; ddddd ; 2774 
 1626 ; Рубль ; 1921 ; (АГ) ; Ag ; F+ ; 21 ; Borix ; 1145 
 1627 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 13 ; ira7774 ; 2093 
 1628 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 8 ; E68 ; 1634 
 1629 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 19 ; Kato ; 1651 
 1630 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 36 ; DedMaks ; 878 
 1631 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 37 ; Ohotnik ; 811 
 1632 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 23 ; кабан ; 674 
 1633 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF- ; 37 ; vanamo ; 697 
 1634 ; 50 копеек ; 1921 ; (АГ) ; Ag ; AU ; 49 ; tankovod ; 549 
 1635 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 35 ; Al0851 ; 326 
 1636 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF- ; 11 ; qwert_666_85 ; 309 
 1637 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 18 ; Al0851 ; 341 
 1638 ; 50 копеек. Аверс/Реверс 15 градусов ; 1921 ; (АГ) ; Ag ; VF ; 40 ; VIVA ; 800 
 1639 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF/AU ; 21 ; h524 ; 470 
 1640 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 19 ; E68 ; 263 
 1641 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 18 ; cotangens ; 257 
 1642 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 27 ; дока ; 299 
 1643 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF- ; 51 ; serggei ; 261 
 1644 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF/AU ; 70 ; Ksandor ; 776 
 1645 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF+ ; 22 ; Ksandor ; 257 
 1646 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 12 ; apostol ; 250 
 1647 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 13 ; Ю42 ; 245 
 1648 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 27 ; дока ; 263 
 1649 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 24 ; derbnik ; 261 
 1650 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 17 ; apostol ; 234 
 1651 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 45 ; Танзан ; 503 
 1652 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 43 ; serg2010 ; 400 
 1653 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 30 ; E68 ; 293 
 1654 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 21 ; дока ; 255 
 1655 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 48 ; Танзан ; 566 
 1656 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 31 ; qwert_666_85 ; 362 
 1657 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; F-VF ; 28 ; alex995 ; 301 
 1658 ; 20 копеек ; 1922 ;  ; Ag ; VF-XF ; 27 ; СВл ; 108 
 1659 ; 20 копеек ; 1922 ;  ; Ag ; VF-XF ; 39 ; lori ; 95 
 1660 ; 20 копеек ; 1923 ;  ; Ag ; XF- ; 20 ; serg2010 ; 72 
 1561 ; 3 рубля ; 1995 ; ММД Спасо-Преобр.собор в Перес ; Ag ; Proof ; 34 ; Graphic ; 1745 
 1562 ; 3 рубля ; 1995 ; ММД Золотые ворота во Владимир ; Ag ; Proof ; 35 ; shknikolay ; 1011 
 1563 ; 3 рубля ; 1995 ; ММД Смоленский Кремль ; Ag ; Proof ; 34 ; 439 ; 1532 
 1564 ; 3 рубля ; 1995 ; ММД Белгород ; Ag ; Proof ; 60 ; ryber ; 1615 
 1565 ; 3 рубля ; 1995 ; ЛМД Кижи ; Ag ; Proof ; 11 ; Gatchina ; 2123 
 1566 ; 3 рубля ; 1995 ; ЛМД Новгородский Кремль ; Ag ; Proof ; 44 ; sergunya ; 1938 
 1567 ; 3 рубля ; 1995 ; ЛМД "Сохраним наш мир". Рысь ; Ag ; Proof ; 72 ; mirmirmir ; 2070 
 1568 ; 3 рубля ; 1995 ; ЛМД "Сохраним наш мир". Соболь ; Ag ; AU ; 43 ; imi ; 631 
 1569 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Яро ; Ag ; Proof ; 47 ; Сапёр ; 2013 
 1570 ; 3 рубля ; 1996 ; ЛМД "Сохраним наш мир". Амурск ; Ag ; Proof ; 51 ; mirmirmir ; 2039 
 1571 ; 3 рубля ; 1997 ; ЛМД 850 лет Москве. Московский ; Ag ; Proof ; 30 ; elias25 ; 1548 
 1572 ; 3 рубля ; 1997 ; ММД Корен.Рожд.-Бог.пуст.в Кур ; Ag ; Proof ; 34 ; gorfil ; 4067 
 1573 ; 3 рубля ; 1997 ; ММД 850 лет Москве. Древние зо ; Ag ; Proof ; 32 ; Jet_Dee ; 1447 
 1574 ; 3 рубля ; 1998 ; СПМД Русский музей. Русский Сц ; Ag ; Proof ; 28 ; Dave ; 960 
 1575 ; 3 рубля ; 1998 ; СПМД Русский музей. Ангел с зо ; Ag ; Proof ; 42 ; zenith_ka ; 5667 
 1576 ; 3 рубля ; 1998 ; СПМД Русский музей. Денис Давы ; Ag ; Proof ; 36 ; zenith_ka ; 1154 
 1577 ; 3 рубля ; 2002 ; СПМД Церковь Бориса и Глеба, К ; Ag ; Proof ; 41 ; Сапёр ; 2946 
 1578 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 30 ; smel ; 602 
 1579 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 56 ; ФРАНКИНШТЕЙН ; 284 
 1580 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 12 ; Mike! ; 503 
 1581 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 6 ; Mike! ; 463 
 1582 ; 2 рубля ; 1995 ; ММД А.С.Грибоедов ; Ag ; Proof ; 48 ; k212 ; 417 
 1583 ; 2 рубля ; 1995 ; ММД И.А.Бунин ; Ag ; Proof ; 14 ; Mike! ; 655 
 1584 ; 2 рубля ; 1995 ; ЛМД Нюрнбергский процесс ; Ag ; Proof ; 56 ; Михалыч ; 352 
 1585 ; 2 рубля ; 1997 ; ММД А.К.Саврасов ; Ag ; Proof ; 34 ; Vall2009 ; 612 
 1586 ; 2 рубля ; 1997 ; ММД А.Н.Скрябин ; Ag ; Proof ; 21 ; Igorek81 ; 837 
 1587 ; 2 рубля ; 1998 ; СПМД В.М.Васнецов.Картина "Три ; Ag ; Proof ; 50 ; Gatchina ; 2722 
 1588 ; 2 рубля ; 1998 ; ММД С.Эйзенштейн. Портрет ; Ag ; Proof ; 51 ; Vall2009 ; 776 
 1589 ; 2 рубля ; 1998 ; СПМД В.М.Васнецов.Картина "Але ; Ag ; Proof ; 48 ; gorfil ; 2392 
 1590 ; 2 рубля ; 1999 ; СПМД Н.К.Рерих."Дела человечес ; Ag ; Proof ; 41 ; Vall2009 ; 740 
 1591 ; 2 рубля ; 1999 ; СПМД К.П.Брюллов.200 лет со дн ; Ag ; Proof ; 35 ; В1951 ; 816 
 1592 ; 2 рубля ; 2001 ; ММД В.И.Даль - 200 лет ; Ag ; Proof ; 52 ; Vall2009 ; 725 
 1593 ; 2 рубля ; 2003 ; ММД 150 лет со дня рождения В. ; Ag ; Proof ; 33 ; Винни Пух ; 816 
 1594 ; 2 рубля ; 2004 ; ММД 100 лет со дня рождения С. ; Ag ; Proof ; 21 ; Винни Пух ; 903 
 1595 ; 2 рубля ; 2004 ; ММД 100 лет со дня рождения В. ; Ag ; Proof ; 23 ; Gatchina ; 1137 
 1596 ; 2 рубля ; 2005 ; СПМД Стрелец ; Ag ; Proof ; 50 ; gelo ; 1258 
 1597 ; 2 рубля ; 2005 ; СПМД Водолей ; Ag ; Proof ; 27 ; Ksandor ; 1154 
 1598 ; 2 рубля ; 2006 ; ММД 150 лет со дня рождения М. ; Ag ; Proof ; 67 ; Михалыч ; 744 
 1599 ; 2 рубля ; 2006 ; ММД 100 лет со дня рождения О. ; Ag ; Proof ; 37 ; alien356 ; 767 
 1600 ; 2 рубля ; 2007 ; 100 лет со дня рождения С.П.Ко ; Ag ; Proof ; 21 ; Vall2009 ; 878 
 1601 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий  ; Ag ; Proof ; 61 ; mirmirmir ; 614 
 1602 ; 1 рубль ; 1993 ; ЛМД Красная книга. Амурский ти ; Ag ; Proof ; 48 ; mirmirmir ; 722 
 1603 ; 1 рубль ; 1994 ; ЛМД Красная книга. Гималайский ; Ag ; Proof ; 50 ; gelo ; 920 
 1604 ; 1 рубль ; 1994 ; ЛМД Красная книга. Краснозобая ; Ag ; Proof ; 58 ; mirmirmir ; 614 
 1605 ; 1 рубль ; 1997 ; ЛМД Красная книга. Джейран. ; Ag ; Proof ; 34 ; mirmirmir ; 654 
 1606 ; 1 рубль ; 1997 ; ММД Воскресенские ворота ; Ag ; Proof ; 42 ; gelo ; 612 
 1607 ; 1 рубль ; 1997 ; ЛМД МГУ. Москва ; Ag ; Proof ; 15 ; mirmirmir ; 612 
 1608 ; 1 рубль ; 1997 ; ММД Большой театр. Москва ; Ag ; Proof ; 30 ; mirmirmir ; 638 
 1609 ; 1 рубль ; 1997 ; ЛМД Собор Казанской Божьей Мат ; Ag ; Proof ; 19 ; mirmirmir ; 612 
 1610 ; 1 рубль ; 1997 ; ММД Храм Христа Спасителя ; Ag ; Proof ; 27 ; Антон-15 ; 716 
 1505 ; Знак. Аэрофлот ; ЛМД ;  ; Ж/м,эмаль ; XF- ; 10 ; кашира ; 53 
 1506 ; Знак. Аэрофлот ;  ;  ; Ж/м,эмаль ; VF-XF ; 10 ; mirumir ; 34 
 1507 ; Знак. Ан-14. ремонт заколки ;  ;  ; Ж/м,эмаль ; VF- ; 20 ; Григорий ; 51 
 1508 ; Знак. Аэрофлот ;  ;  ; Б/м,эмаль ; XF- ; 16 ; Григорий ; 16 
 1509 ; Знак. Ан-24Т CCCР ; ЛМД ;  ; Al ; XF ; 11 ; Григорий ; 12 
 1510 ; Знак. Ан-24Т CCCР ; ЛМД ;  ; Al ; XF ; 7 ; Григорий ; 22 
 1511 ; Знак. Ан-24Т CCCР ; ЛМД ;  ; Al ; XF ; 5 ; Григорий ; 6 
 1512 ; Знак. Ми ;  ;  ; Ж/м,эмаль ; XF ; 52 ; Григорий ; 51 
 1513 ; Знак. Ми6 ;  ;  ; Ж/м,эмаль ; XF- ; 14 ; Григорий ; 101 
 1514 ; Знак. XV Ми ;  ;  ; Б/м,эмаль ; VF-XF ; 18 ; mirumir ; 45 
 1515 ; Знак. Аэрофлот СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 20 ; кашира ; 126 
 1516 ; Знак. Аэрофлот ; ЛМД ;  ; Ж/м,эмаль ; XF- ; 24 ; mirumir ; 120 
 1517 ; Знак. ВЛКСМ ; ММД ;  ; Ж/м ; VF-XF ; 15 ; scorana ; 34 
 1518 ; Знак. Части КТОФ 1959-1974 ; ММД ;  ; Ж/м,эмаль ; VF-XF ; 42 ; tonic ; 306 
 1519 ; Знак. ЗИС ; 1945ММД ;  ; Al ; VF-XF ; 7 ; skavr ; 24 
 1520 ; Знак. Москва ;  ;  ; Ж/м,эмаль ; VF-XF ; 16 ; RAPAN ; 47 
 1521 ; Знак. Участнику уборки урожая на целине ЦК ВЛКСМ ; 1957ММД ;  ; Ж/м,эмаль ; XF- ; 32 ; vladimirov ; 161 
 1522 ; Знак. В.И.Ленин ;  ;  ; Б/м ; VF+ ; 10 ; RAPAN ; 102 
 1523 ; Знак. ВДНХ ; ЛМД ;  ; Ж/м,эмаль ; VF-XF ; 24 ; mirumir ; 110 
 1524 ; Знак. ДПО. ГССР ;  ;  ; Ж/м,эмаль ; VF+ ; 73 ; Parkevich ; 591 
 1525 ; Знак. Отличник пожарной охраны ;  ;  ; Al ; AU ; 26 ; СВл ; 130 
 1526 ; Знак. Отличник Социалистических соревнований УССР ; ММД ;  ; Al ; AU ; 56 ; derbnik ; 138 
 1527 ; Знак. ГТО II-ст. ;  ;  ; Ж/м,эмаль ; VF-XF ; 16 ; СВл ; 79 
 1528 ; Знак. Отличник ГТО 2-й ст. ;  ;  ; Ж/м,эмаль ; VF-XF ; 21 ; СВл ; 136 
 1529 ; Знак ДССО. Областной совет. Урожай. 3 место ;  ;  ; Ж/м,эмаль ; VF-XF ; 77 ; tonic ; 107 
 1530 ; Жетон. Российская палата предпринимателей. Упаковка ; 1992 ;  ; Ж/м ; AU ; 11 ; Ksandor ; 82 
 1537 ; Один червонец. М-8,62г ; 1975 ;  ; Au ; AU ; 16 ; Синоптик ; 11042 
 1538 ; 50 рублей ; 2006 ; СПМД Гергий Победоносец ; Au ; Unc ; 17 ; Valeriy ; 9565 
 1539 ; 25 рублей ; 1991 ; ЛМД Отмена крепостного права в ; Pd ; Proof ; 46 ; сми ; 18997 
 1540 ; 25 рублей. Сертификат ; 2006 ; Коневский Рождество-Богороднич ; Ag ; Proof ; 59 ; gorfil ; 11922 
 1541 ; 25 рублей ; 2007 ; Веркольский Артемиев монастырь ; Ag ; Proof ; 51 ; gorfil ; 10180 
 1542 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 16 ; lawer ; 2267 
 1543 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 55 ; lawer ; 2538 
 1544 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 32 ; lawer ; 2176 
 1545 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 40 ; Jet_Dee ; 1499 
 1546 ; 3 рубля ; 1990 ; ММД Флот Петра Великого ; Ag ; Proof ; 56 ; smoker ; 1082 
 1547 ; 3 рубля ; 1990 ; ЛМД Встреча в верхах в интерес ; Ag ; Proof ; 91 ; oae79 ; 1277 
 1548 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америк ; Ag ; Proof ; 40 ; lawer ; 1613 
 1549 ; 3 рубля ; 1991 ; ЛМД Большой театр ; Ag ; Proof ; 33 ; lawer ; 1632 
 1550 ; 3 рубля ; 1991 ; ММД Триумфальная арка ; Ag ; Proof ; 75 ; zenith_ka ; 1043 
 1551 ; 3 рубля ; 1991 ; ЛМД Форт Росс ; Ag ; Proof ; 33 ; lawer ; 1022 
 1552 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 40 ; lawer ; 2601 
 1553 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 49 ; Антон-15 ; 1676 
 1554 ; 3 рубля ; 1993 ; ЛМД Собор Покрова на Рву ; Ag ; Proof ; 47 ; Гурий ; 1367 
 1555 ; 3 рубля ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 36 ; Михалыч ; 744 
 1556 ; 3 рубля ; 1993 ; ММД Русский балет. Танцующая п ; Ag ; AU ; 21 ; Михалыч ; 704 
 1557 ; 3 рубля ; 1994 ; ЛМД Церковь Покрова на Нерли ; Ag ; Proof ; 16 ; Сапёр ; 1224 
 1558 ; 3 рубля ; 1994 ; ЛМД Рождественский Собор в Суз ; Ag ; Proof ; 20 ; Сапёр ; 1995 
 1559 ; 3 рубля ; 1994 ; ММД Россия и мировая культура. ; Ag ; Proof ; 19 ; Graphic ; 1022 
 1560 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. ; Ag ; Proof ; 20 ; Graphic ; 1122 
 1455 ; Знак. Призёр. Первенство Беларуси ;  ;  ; Б/м ; VF+ ; 19 ; Григорий ; 54 
 1456 ; Знак. Призёр. Первенство Беларуси ;  ;  ; Ж/м ; VF+ ; 29 ; Григорий ; 46 
 1457 ; Наградной знак "За заслуги в развитии массовой ФК и Спорта РСФСР. Теннис" ;  ;  ; Ж/м ; XF- ; 21 ; RAPAN ; 32 
 1458 ; Наградной знак "За заслуги в развитии массовой ФК и Спорта РСФСР. Биатлон" ;  ;  ; Ж/м ; XF- ; 16 ; RAPAN ; 159 
 1459 ; Наградной знак "За заслуги в развитии массовой ФК и Спорта РСФСР. Гребля" ;  ;  ; Ж/м ; XF- ; 70 ; RAPAN ; 244 
 1460 ; Наградной знак "За заслуги в развитии массовой ФК и Спорта РСФСР. Стрельба" ;  ;  ; Ж/м ; XF- ; 55 ; RAPAN ; 167 
 1461 ; Наградной знак "За заслуги в развитии массовой ФК и Спорта РСФСР. Туризм" ;  ;  ; Ж/м ; XF- ; 70 ; RAPAN ; 266 
 1462 ; Наградной знак "Комитет по ФК и Спорту. Баскетбол" ;  ;  ; Ж/м ; VF-XF ; 21 ; RAPAN ; 164 
 1463 ; Наградной знак "Комитет по ФК и Спорту. Бокс" ;  ;  ; Ж/м ; XF- ; 51 ; RAPAN ; 340 
 1464 ; Наградной знак "Комитет по ФК и Спорту. Бокс" ;  ;  ; Б/м ; XF- ; 26 ; RAPAN ; 170 
 1465 ; Наградной знак "Комитет по ФК и Спорту. Акваспорт" ;  ;  ; Ж/м ; VF-XF ; 15 ; RAPAN ; 340 
 1466 ; Наградной знак "Комитет по ФК и Спорту. Регби" ;  ;  ; Ж/м ; XF ; 12 ; RAPAN ; 277 
 1467 ; Наградной знак "Комитет по ФК и Спорту. Футбол" ;  ;  ; Ж/м ; VF-XF ; 9 ; RAPAN ; 368 
 1468 ; Наградной знак "Комитет по ФК и Спорту. Хоккей" ;  ;  ; Ж/м ; XF- ; 7 ; RAPAN ; 266 
 1469 ; Наградной знак "Комитет по ФК и Спорту. Шахматы" ;  ;  ; Ж/м ; VF-XF ; 11 ; RAPAN ; 276 
 1470 ; Наградной знак "Комитет по ФК и Спорту. Шахматы" ;  ;  ; Б/м ; VF-XF ; 11 ; RAPAN ; 276 
 1471 ; Знак. Чемпионат РСФСР. Гандбол, 2-е место ;  ;  ; Ж/м,эмаль ; VF+ ; 20 ; RAPAN ; 316 
 1472 ; Знак. Чемпионат РСФСР. Волейбол, 2-е место ;  ;  ; Ж/м,эмаль ; VF+ ; 22 ; RAPAN ; 316 
 1473 ; Знак. Чемпионат РСФСР. Гимнастика, 3-е место ;  ;  ; Ж/м,эмаль ; VF+ ; 22 ; RAPAN ; 316 
 1474 ; Знак. Владимир Высоцкий ;  ;  ; Ж/м ; XF+ ; 22 ; RAPAN ; 101 
 1475 ; Знак. Отличник Социалистических соревнований Министерства Лесо-бумажной промышленности ;  ;  ; Al ; AU ; 96 ; derbnik ; 326 
 1476 ; Знак. Отличник Советской торговли ; ММД ;  ; Al ; AU ; 41 ; кашира ; 207 
 1477 ; Знак. Отличник Социалистических соревнований Минугольпром СССР ; ЛМД ;  ; Al ; XF+ ; 19 ; von_Schwarz ; 27 
 1478 ; Знак. ГТО I-ст. ;  ;  ; Ж/м,эмаль ; VF-XF ; 15 ; СВл ; 114 
 1479 ; Знак. Отличник химической промышленности ;  ;  ; Al ; XF ; 67 ; derbnik ; 407 
 1480 ; Знак. Член НТО ; ММД ;  ; Ж/м,эмаль ; VF+ ; 10 ; Коллекционер ; 23 
 1481 ; Знак. 1-й Часовой завод ;  ;  ; Ж/м,эмаль ; VF ; 64 ; mirumir ; 90 
 1482 ; Знак. ДСО "Шахтёр" ;  ;  ; Ж/м,эмаль ; VF+ ; 76 ; tonic ; 711 
 1483 ; Знак. Активист ДСО "Трудовые Резервы" ;  ;  ; Ж/м,эмаль ; VF-XF ; 11 ; ВКС ; 38 
 1484 ; Знак. Спартакиада народов РСФСР ; 1956 ;  ; Ж/м,эмаль ; VF+ ; 11 ; Григорий ; 92 
 1485 ; Знак. Готов к ПВО ;  ;  ; Ж/м,эмаль ; VF-XF ; 15 ; Григорий ; 38 
 1486 ; Знак. Спартакиада студентов Москвы ; 1956 ;  ; Ж/м,эмаль ; VF+ ; 21 ; RAPAN ; 204 
 1487 ; Знак. Ми ;  ;  ; Ж/м,эмаль ; VF-XF ; 5 ; Григорий ; 25 
 1488 ; Знак. X Менделеевский съезд ; 1969ЛМД ;  ; Ж/м,эмаль ; XF- ; 15 ; кашира ; 136 
 1489 ; Знак. За мир и дружбу ; ЛМД ;  ; Ж/м ; AU ; 9 ; Ksandor ; 15 
 1490 ; Знак. Таллин ;  ;  ; Б/м,эмаль ; VF+ ; 17 ; af ; 57 
 1491 ; Знак. ВМИ. София. СК Медик ;  ;  ; Ж/м,эмаль ; VF-XF ; 4 ; Rober ; 5 
 1492 ; Знак. 250 лет ;  ;  ; Ж/м,эмаль ; XF+ ; 28 ; Антошка ; 51 
 1493 ; Знак. Аэрофлот СССР ;  ;  ; Al ; XF- ; 9 ; Ohotnik ; 18 
 1494 ; Знак. Ударник коммунистического труда ; ЛМД ;  ; Al ; XF ; 70 ; кашира ; 83 
 1495 ; Знак. Гатчина ;  ;  ; Ж/м ; VF-XF ; 13 ; Коллекционер ; 23 
 1496 ; Знак ;  ;  ; Ж/м ; VF-XF ; 9 ; Антошка ; 9 
 1497 ; Знак. Москва ;  ;  ; Б/м,эмаль ; VF+ ; 6 ; SadKo ; 27 
 1498 ; Знак. 15.05.1960 ;  ;  ; Ж/м,эмаль ; XF- ; 14 ; СВл ; 184 
 1499 ; Знак. Восстановление крейсера "Аврора". Ленинград ; 1987 ;  ; Al ; AU ; 9 ; кашира ; 153 
 1500 ; Знак. ВЛКСМ ; ММД ;  ; Ж/м,эмаль ; XF ; 12 ; Антошка ; 14 
 1501 ; Знак. 75 лет ВМФ УПАСР ; ЛМД ;  ; Al ; XF+ ; 32 ; RAPAN ; 161 
 1502 ; Знак. XXV ;  ;  ; Ж/м,эмаль ; VF-XF ; 17 ; pal ; 43 
 1503 ; Знак. СССР ; ЛМД ;  ; Al ; XF+ ; 17 ; кашира ; 113 
 1504 ; Знак. Авиазагранпоставка ; ЛМД ;  ; Ж/м,эмаль ; XF- ; 26 ; RAPAN ; 101 
 1405 ; Знак. Корабль "Безбоязненный" ; 1990ЛМД ;  ; Ж/м ; XF- ; 114 ; кашира ; 257 
 1406 ; Знак. ВДВ ;  ;  ; Al ; XF+ ; 46 ; Синоптик ; 120 
 1407 ; Знак. 65 лет воздушно-десантным войскам России ; 1995 ;  ; Ж/м ; VF-XF ; 86 ; fanil ; 306 
 1408 ; Знак СССР на закрутке ;  ;  ; Ж/м,эмаль ; VF-XF ; 112 ; derbnik ; 770 
 1409 ; Знак. Корабль "Настойчивый" ; ЛМД ;  ; Б/м ; XF+ ; 41 ; кашира ; 362 
 1410 ; Знак. Корабль "Бесстрашный" ;  ;  ; Б/м ; AU ; 81 ; кашира ; 155 
 1411 ; Знак. Спутник СССР ; ЛМД ;  ; Ж/м ; VF-XF ; 20 ; derbnik ; 67 
 1412 ; Знак. Яхонт ;  ;  ; Ж/м,эмаль ; XF- ; 99 ; See956 ; 955 
 1413 ; Знак. Ульяновск ;  ;  ; Б/м,эмаль ; VF-XF ; 76 ; qwe1000 ; 104 
 1414 ; Знак. 50 лет КПСС ; ММД ;  ; Ж/м,эмаль ; XF+ ; 77 ; Sky2 ; 505 
 1415 ; Знак. Юный натуралист СССР ;  ;  ; Al ; XF- ; 33 ; molodes ; 33 
 1416 ; Знак. 25 лет МСМ-З ; 1971 ;  ; Al ; VF-XF ; 16 ; Sjfia ; 21 
 1417 ; Знак. Корабль "Расторопный" ; 1989 ;  ; Ж/м ; XF- ; 81 ; кашира ; 159 
 1418 ; Знак. За отличие в службе. ВВ МВД России ;  ;  ; Ж/м ; XF- ; 78 ; costa ; 173 
 1419 ; Знак. Войска ПВО страны ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 54 ; Alks75 ; 226 
 1420 ; Знак. Всесоюзная коллегия судей по спорту ; ММД ;  ; Ж/м,эмаль ; XF- ; 35 ; Бендер ; 197 
