 5556 ; Почтовая карточка Будапешт ; 1932 ;  ;  ;  ; 26 ; Приор ; 255 
 3508 ; 2 евро. Латвия ; 2015 ;  ; Би/м ; AU ; 13 ; rbmamba ; 181 
 3409 ; 1 крона. Дания ; 1945 ;  ; Al/Br ; XF ; 11 ; frs ; 41 
 3410 ; 25 эре. Дания ; 1948 ;  ; Cu-Ni ; VF-XF ; 13 ; SKeeper ; 51 
 3411 ; 10 эре. Дания ; 1943 ;  ; Zn ; VF- ; 3 ; frs ; 21 
 3412 ; 25 эре. Дания ; 1945 ;  ; Cu-Ni ; VF ; 13 ; von_Schwarz ; 45 
 3413 ; 1 цент. США ; 1906 ;  ; Br ; VF ; 13 ; avvas ; 101 
 3414 ; 5 крон. Дания ; 1969 ;  ; Cu-Ni ; XF+ ; 20 ; Grettir Asmundarson ; 82 
 3415 ; 5 крон. Дания ; 1972 ;  ; Cu-Ni ; XF ; 13 ; luchano ; 60 
 3416 ; 1000 лир. Сан-Марино ; 1998 ;  ; Би/м ; AU ; 14 ; StasStas ; 159 
 3417 ; 25 эре. Дания ; 1959 ;  ; Cu-Ni ; XF ; 7 ; von_Schwarz ; 40 
 3418 ; 2 кроны. Дания ; 1926 ;  ; Al/Br ; VF- ; 8 ; ag58 ; 46 
 3419 ; 2 кроны. Дания ; 1957 ;  ; Al/Br ; XF ; 7 ; Sterh ; 44 
 3420 ; 1 цент. Нидерландский Индия ; 1920 ;  ; Br ; F ; 21 ; val211 ; 53 
 3421 ; 100 лир. Ватикан ; 1978 ;  ; St ; AU ; 7 ; sibirian ; 57 
 3422 ; 100 лир. Ватикан ; 1961 ;  ; St ; XF+ ; 20 ; sibirian ; 57 
 3423 ; 1 лира. Ватикан ; 1972 ;  ; Al ; AU ; 12 ; STANDART ; 41 
 3424 ; 1 крона. Дания ; 1956 ;  ; Al/Br ; XF ; 7 ; von_Schwarz ; 41 
 3425 ; 200 лир. Сан-Марино ; 1994 ;  ; Al/Br ; XF ; 14 ; Метро62 ; 101 
 3426 ; 1 марка. Финляндия ; 1940 ;  ; Cu ; XF- ; 16 ; Oleg73 ; 31 
 3427 ; 25 пенни. Финляндия ; 1940 ;  ; Cu ; XF+ ; 18 ; frs ; 42 
 3428 ; 10 пфенниг. Германия ; 1875J ;  ; Cu-Ni ; VF- ; 5 ; frs ; 22 
 3429 ; 10 пфенниг. Германия ; 1875G ;  ; Cu-Ni ; VF+ ; 51 ; Jauho ; 481 
 3430 ; 5 пфенниг. Германия ; 1889A ;  ; Cu-Ni ; VF ; 3 ; frs ; 22 
 3431 ; 5 пфенниг. Германия ; 1891A ;  ; Cu-Ni ; VF+ ; 3 ; frs ; 22 
 3432 ; 5 пфенниг. Германия ; 1915E ;  ; Fe ; VF+ ; 26 ; qver ; 312 
 3433 ; 2 пфенниг. Германия ; 1876C ;  ; Br ; VF-XF ; 20 ; Метро62 ; 101 
 3434 ; 2 пфенниг. Германия ; 1875C ;  ; Br ; VF+ ; 8 ; Holder31 ; 46 
 3435 ; 1 пфенниг. Германия ; 1893A ;  ; Br ; VF-XF ; 10 ; Nigelinho ; 42 
 3436 ; 1 пфенниг. Германия ; 1895A ;  ; Br ; VF ; 5 ; frs ; 22 
 3437 ; 10 пфенниг. Германия ; 1941F ;  ; Zn ; VF- ; 9 ; папашаГарпагон ; 23 
 3438 ; 10 пфенниг. Германия ; 1941D ;  ; Zn ; VF- ; 4 ; SER 888 ; 22 
 3439 ; 10 пфенниг. Германия ; 1941A ;  ; Zn ; VF- ; 13 ; shliser ; 23 
 3440 ; 10 пфенниг. Германия ; 1941D ;  ; Zn ; VF ; 6 ; hanim ; 33 
 3441 ; 10 пфенниг. Германия ; 1942D ;  ; Zn ; VF- ; 6 ; uhfvv7 ; 23 
 3442 ; 10 пфенниг. Германия ; 1942A ;  ; Zn ; VF- ; 10 ; collector64 ; 20 
 3443 ; 10 пфенниг. Германия ; 1942A ;  ; Zn ; VF ; 10 ; shliser ; 20 
 3444 ; 5 пфенниг. Германия ; 1940D ;  ; Zn ; F-VF ; 32 ; hanim ; 49 
 3445 ; 5 пфенниг. Германия ; 1940G ;  ; Zn ; VF- ; 13 ; hanim ; 53 
 3446 ; 5 пфенниг. Германия ; 1940G ;  ; Zn ; VF- ; 24 ; t_v_v ; 51 
 3447 ; 5 пфенниг. Германия ; 1941D ;  ; Zn ; F-VF ; 4 ; Jauho ; 22 
 3448 ; 5 пфенниг. Германия ; 1941G ;  ; Zn ; VF- ; 20 ; hanim ; 55 
 3449 ; 5 пфенниг. Германия ; 1941J ;  ; Zn ; F-VF ; 6 ; uhfvv7 ; 23 
 3450 ; 5 пфенниг. Германия ; 1942F ;  ; Zn ; VF- ; 20 ; hanim ; 45 
 3451 ; 5 пфенниг. Германия ; 1942A ;  ; Zn ; VF- ; 10 ; teso ; 19 
 3452 ; 1 пфенниг. Германия ; 1943F ;  ; Zn ; F-VF ; 7 ; hanim ; 23 
 3453 ; 1 пфенниг. Германия ; 1944F ;  ; Zn ; F-VF ; 22 ; hanim ; 51 
 3454 ; 1 пфенниг. Германия ; 1942F ;  ; Zn ; F-VF ; 9 ; hanim ; 25 
 3455 ; 1/2 гульдена. Нидерланды ; 1930 ;  ; Ag ; VF ; 8 ; rem ; 126 
 3456 ; 1/2 гульдена. Нидерланды ; 1921 ;  ; Ag ; VF ; 18 ; StasStas ; 123 
 3457 ; 5 пиастров. Египет ;  ;  ; Ag ; XF ; 35 ; StasStas ; 429 
 3458 ; 5 лит. Литва ; 1936 ;  ; Ag ; F ; 19 ; StasStas ; 476 
 3359 ; 1/2 скиллинга. Швеция ; 1827 ;  ; Cu ; VG ; 8 ; лексан 98 ; 48 
 3360 ; 1 эре Швеция ; 1748 ;  ; Cu ; F+ ; 27 ; von_Schwarz ; 340 
 3361 ; 2 эре Швеция ; 1760 ;  ; Cu ; F- ; 24 ; modul ; 132 
 3362 ; 1/4 скиллинга. Швеция ; 1821 ;  ; Cu ; VG ; 9 ; modul ; 53 
 3363 ; 5 пфенниг. Германия. Нотгельд ; 1918 ;  ; Zn ; VF ; 13 ; smel ; 125 
 3364 ; 100 лир. Сан-Марино ; 1979 ;  ; St ; AU ; 15 ; StasStas ; 85 
 3365 ; 100 лир. Сан-Марино ; 1975 ;  ; St ; AU ; 15 ; lva08 ; 90 
 3366 ; 5 крон. Дания ; 1961 ;  ; Cu-Ni ; XF ; 18 ; luchano ; 100 
 3367 ; 2 доллара. Австралия ; 1999 ;  ; Al/Br ; XF ; 5 ; frs ; 46 
 3368 ; 100 лир. Сан-Марино ; 1976 ;  ; St ; AU ; 8 ; ZOLTAN333 ; 69 
 3369 ; 2 доллара. Австралия ; 2005 ;  ; Al/Br ; XF ; 7 ; айсмен ; 57 
 3370 ; 20 сенти. Эстония ; 1935 ;  ; Ni/Br ; XF- ; 23 ; sibirian ; 101 
 3371 ; 500 лир. Сан-Марино ; 1984 ;  ; Би/м ; XF+ ; 19 ; StasStas ; 95 
 3372 ; 200 лир. Сан-Марино ; 1979 ;  ; Al/Br ; AU ; 16 ; папашаГарпагон ; 101 
 3373 ; 2 доллара. Австралия ; 2009 ;  ; Al/Br ; XF ; 12 ; sub215 ; 51 
 3374 ; 1 крона. Дания ; 1954 ;  ; Al/Br ; XF+ ; 25 ; Grettir Asmundarson ; 186 
 3375 ; 1 эре. Дания ; 1926 ;  ; Br ; XF ; 9 ; D-503 ; 102 
 3376 ; 2 доллара. Новая Зеландия ; 1990 ;  ; Al/Br ; VF ; 25 ; митяй ; 51 
 3377 ; 10 лир. Сан-Марино ; 1987 ;  ; Al ; XF+ ; 35 ; Хаа ; 126 
 3378 ; 2 эре. Дания ; 1902 ;  ; Br ; F+ ; 4 ; frs ; 22 
 3379 ; 50 лир. Сан-Марино ; 1975 ;  ; St ; AU ; 11 ; Метро62 ; 101 
 3380 ; 2 эре. Дания ; 1951 ;  ; Zn ; VF+ ; 5 ; Maksss163 ; 21 
 3381 ; 2 эре. Дания ; 1927N ;  ; Br ; VF+ ; 15 ; frs ; 20 
 3382 ; 5 лир. Ватикан ; 1953 ;  ; Al ; XF ; 14 ; igor26 ; 77 
 3383 ; 200 лир. Сан-Марино ; 1992 ;  ; Al/Br ; AU ; 14 ; Хаа ; 132 
 3384 ; 50 лир. Ватикан ; 1967 ;  ; St ; AU ; 9 ; fadeev.dima ; 101 
 3385 ; 2 лиры. Ватикан ; 1967 ;  ; Al ; XF+ ; 17 ; t_v_v ; 77 
 3386 ; 20 лир. Ватикан ; 1978 ;  ; Al/Br ; AU ; 27 ; jj ; 169 
 3387 ; 500 лир. Сан-Марино ; 1992 ;  ; Би/м ; AU ; 7 ; Метро62 ; 101 
 3388 ; 5 лир. Ватикан ; 1951 ;  ; Al ; VF+ ; 13 ; igor26 ; 67 
 3389 ; 2 кроны. Дания ; 1958 ;  ; Al/Br ; XF ; 17 ; luchano ; 100 
 3390 ; 5 лир. Ватикан ; 1967 ;  ; Al ; AU ; 13 ; t_v_v ; 74 
 3391 ; 10 лир. Ватикан ; 1966 ;  ; Al ; XF ; 16 ; кот баюн ; 82 
 3392 ; 500 лир. Сан-Марино ; 1987 ;  ; Би/м ; AU ; 13 ; StasStas ; 95 
 3393 ; 50 пфенниг. ФРГ ; 1950F ;  ; Cu-Ni ; XF- ; 18 ; Метро62 ; 101 
 3394 ; 1 эре. Дания ; 1915 ;  ; Br ; VF- ; 8 ; frs ; 46 
 3395 ; 1 лей. Румыния ; 1939 ;  ; Ni/Лат ; VF-XF ; 11 ; frs ; 45 
 3396 ; 200 лир. Сан-Марино ; 1992 ;  ; Al/Br ; AU ; 9 ; StasStas ; 69 
 3397 ; 200 лир. Сан-Марино ; 1993 ;  ; Al/Br ; XF+ ; 8 ; StasStas ; 39 
 3398 ; 200 лир. Сан-Марино ; 1980 ;  ; Al/Br ; AU ; 11 ; frs ; 123 
 3399 ; 2 лиры. Сан-Марино. XXII летние Олимпийские Игры в Москве ; 1980 ;  ; Al ; AU ; 63 ; StasStas ; 1282 
 3400 ; 200 лир. Сан-Марино ; 1978 ;  ; Al/Br ; AU ; 15 ; StasStas ; 95 
 3401 ; 1 крона. Дания ; 1957 ;  ; Al/Br ; VF-XF ; 12 ; lva08 ; 38 
 3402 ; 1 крона. Дания ; 1944 ;  ; Al/Br ; XF ; 28 ; luchano ; 100 
 3403 ; 1 крона. Дания ; 1948 ;  ; Al/Br ; VF-XF ; 16 ; frs ; 44 
 3404 ; 2 кроны. Дания ; 1952 ;  ; Al/Br ; XF ; 9 ; von_Schwarz ; 45 
 3405 ; 100 сент. Суринам ; 1989 ;  ; Cu-Ni ; XF ; 9 ; SKeeper ; 43 
 3406 ; 10 лир. Ватикан ; 1967 ;  ; Al ; XF+ ; 9 ; fadeev.dima ; 79 
 3407 ; 100 центов. Суринам ; 1989 ;  ; Cu-Ni ; XF ; 6 ; SKeeper ; 41 
 3408 ; 10 лир. Ватикан ; 1972 ;  ; Al ; XF- ; 6 ; frs ; 37 
 3309 ; 1 лиланген. Свазиленд. F.A.O. ; 1976 ;  ; Cu/Ni ; VF ; 17 ; avvas ; 122 
 3310 ; 1 лиланген. Свазиленд. F.A.O. ; 1981 ;  ; Cu/Ni ; VF+ ; 28 ; vb96 ; 254 
 3311 ; 1 хеллер. Немецкая Ост Африка ; 1910 ;  ; Br ; VF- ; 31 ; Schwer ; 444 
 3312 ; 2 шиллинга. Родезия и Ньясаленд ; 1956 ;  ; Cu/Ni ; VF ; 31 ; val211 ; 389 
 3313 ; 5 шиллингов. Замбия. Президент Каунда ; 1965 ;  ; Cu/Ni ; XF ; 28 ; avvas ; 204 
 3314 ; 1 рупия. Британский Маврикий ; 1951 ;  ; Cu/Ni ; VF- ; 16 ; Jeff ; 204 
 3315 ; 1 пенни. Южная Родезия ; 1936 ;  ; Cu/Ni ; VF+ ; 22 ; kornum ; 143 
 3316 ; 1 шиллинг. Британская Западная Африка ; 1938 ;  ; Al/Br ; VF- ; 12 ; El dinero ; 123 
 3317 ; 6 пенсов. Британская Западная Африка ; 1940 ;  ; Al/Br ; VF- ; 28 ; El dinero ; 150 
 3318 ; 1 эскудо. Португальская Ангола ; 1963 ;  ; Br ; VF ; 9 ; Markgraf ; 37 
 3319 ; 10 центов. Восточная Африка ; 1937 ;  ; Br ; XF ; 14 ; лексан 98 ; 97 
 3320 ; 1/2 пенни. Южная Родезия ; 1952 ;  ; Br ; VF ; 43 ; Markgraf ; 130 
 3321 ; 50 сентаво. Португальский Мозамбик ; 1945 ;  ; Br ; VF ; 18 ; Markgraf ; 225 
 3322 ; 50 сентаво. Португальская Ангола ; 1958 ;  ; Br ; VF ; 17 ; kostya12.04.1994 ; 81 
 3323 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF- ; 9 ; StasStas ; 181 
 3324 ; 10 эскудо. Кабо Верде ; 1953 ;  ; Ag ; VF- ; 41 ; митяй ; 337 
 3325 ; 5 лир. Италия ; 1930 ;  ; Ag ; F-VF ; 22 ; franklin ; 203 
 3326 ; 50 сентаво. Португальский Мозамбик ; 1951 ;  ; Cu/Ni ; F-VF ; 12 ; лексан 98 ; 101 
 3327 ; 1 шиллинг. Южная Родезия ; 1947 ;  ; Cu/Ni ; F ; 30 ; franklin ; 102 
 3328 ; 1/2 пенни. Южная Родезия ; 1938 ;  ; Cu/Ni ; VF ; 45 ; kornum ; 161 
 3329 ; 1 1/2 эскудо. Португальская Ангола ; 1967 ;  ; Cu/Ni ; VF+ ; 16 ; zoom30 ; 120 
 3330 ; 1 цент. Восточная Африка и Уганда протекторат ; 1912 ;  ; Cu/Ni ; VF- ; 69 ; kornum ; 375 
 3331 ; 5 пенсов. Родезия и Ньясаленд ; 1957 ;  ; Cu/Ni ; VF- ; 46 ; chks69 ; 225 
 3332 ; 5 центов. Южная Африка ; 1964 ;  ; Ag ; F ; 16 ; 3ТЭП75 ; 93 
 3333 ; 6 пенсов. Великобритания ; 1941 ;  ; Ag ; F ; 19 ; porte33 ; 114 
 3334 ; 6 пенсов. Южная Африка ; 1897 ;  ; Ag ; F+ ; 9 ; shuman71 ; 212 
 3335 ; 2 1/2 эскудо. Португальский Мозамбик ; 1938 ;  ; Ag ; VF- ; 27 ; mr.gold ; 272 
 3336 ; 5 эскудо. Португальский Мозамбик ; 1960 ;  ; Ag ; VF- ; 27 ; mr.gold ; 244 
 3337 ; 6 пенсов. Южная Африка ; 1952 ;  ; Ag ; F ; 50 ; val211 ; 101 
 3338 ; 20 сантимов. Уругвай ; 1942 ;  ; Ag ; VF- ; 43 ; митяй ; 227 
 3339 ; 3 пенса. Южная Родезия ; 1948 ;  ; Cu/Ni ; VF ; 36 ; val211 ; 119 
 3340 ; 10 эре. Швеция ; 1954 ;  ; Ag ; VF+ ; 7 ; Xokeistka ; 34 
 3341 ; 10 эре. Швеция ; 1947 ;  ; Ag ; VF ; 15 ; Xokeistka ; 34 
 3342 ; 2 1/2 цента. Южная Африка ; 1961 ;  ; Ag ; VF+ ; 22 ; mr.gold ; 201 
 3343 ; 3 пенса. Родезия и Ньясаленд ; 1962 ;  ; Cu/Ni ; XF- ; 18 ; t_v_v ; 90 
 3344 ; 3 пенса. Великобритания ; 1843 ;  ; Ag ; F ; 63 ; zx123 ; 429 
 3345 ; 3 пенса. Южная Африка ; 1935 ;  ; Ag ; VF ; 13 ; mr.gold ; 101 
 3346 ; 3 пенса. Южная Африка ; 1954 ;  ; Ag ; F-VF ; 13 ; mr.gold ; 68 
 3347 ; 3 пенса. Южная Африка ; 1946 ;  ; Ag ; VF ; 11 ; mr.gold ; 79 
 3348 ; 1 ранд. Южная Африка ; 1988 ;  ; Cu/Ni ; Proof ; 17 ; DVZ ; 101 
 3349 ; 1/2 франка. Швейцария ; 1966 ;  ; Ag ; XF+ ; 21 ; русман ; 131 
 3350 ; 1/2 франка. Швейцария ; 1962 ;  ; Ag ; XF+ ; 21 ; porte33 ; 84 
 3351 ; 1/2 франка. Швейцария ; 1963 ;  ; Ag ; XF+ ; 17 ; hugo ; 125 
 3352 ; 1/2 франка. Швейцария ; 1968 ;  ; Ag ; XF+ ; 13 ; hugo ; 101 
 3353 ; 1/2 франка. Швейцария ; 1952 ;  ; Ag ; AU ; 19 ; hugo ; 101 
 3354 ; 1/2 франка. Швейцария ; 1967 ;  ; Ag ; AU ; 18 ; СВТ69 ; 125 
 3355 ; 1/2 франка. Швейцария ; 1962 ;  ; Ag ; AU ; 10 ; porte33 ; 84 
 3356 ; 1/2 франка. Швейцария ; 1960 ;  ; Ag ; AU ; 17 ; Rober ; 125 
 3357 ; 1/2 дино. Перу ; 1916 ;  ; Ag ; XF ; 17 ; митяй ; 159 
 3358 ; 1/2 дино. Перу ; 1916 ;  ; Ag ; XF ; 23 ; hugo ; 191 
 3259 ; 1 дайм. США ; 1948 ;  ; Ag ; VF ; 9 ; S1952 ; 101 
 3260 ; 10 центов. Канада ; 1964 ;  ; Ag ; XF- ; 13 ; Xokeistka ; 90 
 3261 ; 1 шиллинг. Австралия ; 1948 ;  ; Ag ; XF- ; 30 ; lva08 ; 203 
 3262 ; 6 пенсов. Австралия ; 1946 ;  ; Ag ; VF ; 22 ; val211 ; 140 
 3263 ; 1 шиллинг. Австралия ; 1953 ;  ; Ag ; VF- ; 6 ; modul ; 151 
 3264 ; 6 пенсов. Австралия ; 1955 ;  ; Ag ; VF ; 13 ; S5S1 ; 125 
 3265 ; 3 пенса. Австралия ; 1957 ;  ; Ag ; XF+ ; 15 ; lva08 ; 106 
 3266 ; 1 шиллинг. Новая Гвинея ; 1945 ;  ; Ag ; XF- ; 13 ; Maxim914 ; 403 
 3267 ; 1 доллар. Гонг Конг ; 1960 ;  ; Cu-Ni ; XF ; 5 ; StasStas ; 51 
 3268 ; 5 песет. Испания. Междуцарствие ; 1870 ;  ; Ag ; F-VF ; 7 ; сама71 ; 1111 
 3269 ; 5 пиастров. Египет. Строительство Асуанской плотины ; 1964 ;  ; Ag ; XF ; 20 ; StasStas ; 267 
 3270 ; 25 сантимов. Люксембург ; 1938 ;  ; Cu-Ni ; XF+ ; 19 ; teso ; 114 
 3271 ; 25 сентимос. Испания ; 1938 ;  ; Br ; XF+ ; 40 ; kornum ; 453 
 3272 ; 5 сентимос. Испания ; 1937 ;  ; Fe ; XF ; 31 ; etwar55 ; 234 
 3273 ; 20 драхм. Греция ; 1973 ;  ; Cu-Ni ; AU ; 50 ; Shundr ; 170 
 3274 ; 50 пфенниг. Германия. Нотгельд ; 1920 ;  ; Fe ; XF ; 17 ; kuzun ; 107 
 3275 ; 25 пфенниг. Германия. Нотгельд ; 1920 ;  ; Fe ; VF-XF ; 4 ; frs ; 46 
 3276 ; 10 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 7 ; frs ; 38 
 3277 ; 5 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; VF-XF ; 14 ; razum0610 ; 99 
 3278 ; 1 сент. Французский Индокитай ; 1894 ;  ; Br ; XF+ ; 55 ; Flagman ; 579 
 3279 ; 20 сент. Французский Индокитай ; 1939 ;  ; Cu-Ni ; AU ; 28 ; SKeeper ; 159 
 3280 ; 5 сент. Французский Индокитай ; 1943 ;  ; Al ; VF+ ; 36 ; avvas ; 171 
 3281 ; 1 сент. Французский Индокитай ; 1943 ;  ; Al ; VF ; 35 ; avvas ; 169 
 3282 ; 1 эре. Дания ; 1915 ;  ; Br ; XF+ ; 12 ; Shundr ; 86 
 3283 ; 1 ригсмонтскиллинг. Дания ; 1856 ;  ; Br ; VF- ; 9 ; frs ; 38 
 3284 ; 10 пфенниг. Германия. Нотгельд ; 1920 ;  ; Fe ; XF ; 12 ; Markgraf ; 82 
 3285 ; 5 пфенниг. Германия. Нотгельд ; 1919 ;  ; Fe/Ni ; XF- ; 10 ; Markgraf ; 92 
 3286 ; 2 эре. Дания ; 1920 ;  ; Br ; VF+ ; 3 ; frs ; 41 
 3287 ; 2 эре. Дания ; 1897 ;  ; Br ; VF+ ; 5 ; Grettir Asmundarson ; 47 
 3288 ; 4 пфенниг. Германия ; 1932А ;  ; Br ; XF+ ; 73 ; hanim ; 501 
 3289 ; 25 пфенниг. Германия. Нотгельд ; 1920 ;  ; Fe ; VF-XF ; 8 ; frs ; 50 
 3290 ; 1 эре. Дания ; 1910 ;  ; Br ; VF+ ; 6 ; ag58 ; 51 
 3291 ; 2 эре. Дания ; 1915 ;  ; Br ; VF+ ; 4 ; frs ; 46 
 3292 ; 1/16 ригсдалера. Швеция ; 1848 ;  ; Ag ; VF- ; 33 ; frs ; 373 
 3293 ; 25 эре. Швеция ; 1855 ;  ; Ag ; F-VF ; 23 ; asru ; 513 
 3294 ; 25 эре. Швеция ; 1900 ;  ; Ag ; VF-XF ; 19 ; Shundr ; 333 
 3295 ; 10 эре. Швеция ; 1919 ;  ; Ag ; XF ; 21 ; SРQR ; 202 
 3296 ; 1/32 ригсдалера. Швеция. Деформация ; 1852 ;  ; Ag ; F ; 13 ; zx123 ; 114 
 3297 ; 10 эре. Дания ; 1959 ;  ; Cu-Ni ; XF ; 30 ; asru ; 516 
 3298 ; 25 пенни. Финляндия ; 1929 ;  ; Cu-Ni ; XF ; 13 ; frs ; 88 
 3299 ; 25 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 9 ; lva08 ; 41 
 3300 ; 1/2 эре. Швеция ; 1858 ;  ; Br ; VF+ ; 8 ; Markgraf ; 57 
 3301 ; 1/6 скиллинга. Швеция ; 1855 ;  ; Br ; XF- ; 43 ; Magger ; 267 
 3302 ; 50 пфеннигов. Германия ; 1944B ;  ; Al ; AU ; 64 ; musik ; 2826 
 3303 ; 1 крона. Южная Родезия ; 1953 ;  ; Ag ; XF ; 52 ; Elephant ; 1887 
 3304 ; 1 эскудо. Португальский Мозамбик ; 1951 ;  ; Cu/Ni ; VF+ ; 19 ; kornum ; 138 
 3305 ; 2 шиллинга. Южная Родезия ; 1949 ;  ; Cu/Ni ; VF- ; 35 ; valerdon ; 328 
 3306 ; 1 шиллинг. Восточная Африка ; 1949 ;  ; Cu/Ni ; VF+ ; 15 ; chks69 ; 100 
 3307 ; 1/2 кроны. Южная Родезия ; 1948 ;  ; Cu/Ni ; VF ; 32 ; val211 ; 357 
 3308 ; 1 пенни. Южная Родезия ; 1947 ;  ; Br ; VF+ ; 11 ; valerdon ; 115 
 3209 ; 25 эре. Дания ; 1900 ;  ; Ag ; VF ; 24 ; batuke ; 303 
 3210 ; 10 сент.  Нидерланды ; 1897 ;  ; Ag ; F ; 21 ; митяй ; 140 
 3211 ; 10 центов. Гон-Конг ; 1901 ;  ; Ag ; F+ ; 12 ; StasStas ; 133 
 3212 ; 5 центов. Гон-Конг ; 1903 ;  ; Ag ; F+ ; 16 ; StasStas ; 160 
 3213 ; 50 сентимес. Бельгия ; 1898 ;  ; Ag ; VF- ; 26 ; El dinero ; 361 
 3214 ; 2 доллара. Канада ; 1996 ;  ; Би/м ; XF ; 12 ; xoltecl ; 133 
 3215 ; 1 доллар. Канада ; 1988 ;  ; Ni/Лат ; XF ; 15 ; птичка16 ; 105 
 3216 ; 1 доллар. Канада ; 1990 ;  ; Ni/Лат ; XF ; 17 ; птичка16 ; 150 
 3217 ; 2 доллара. Новая Зеландия ; 1990 ;  ; Лат ; XF ; 31 ; Jeff ; 217 
 3218 ; 1 доллар. Австралия ; 1984 ;  ; Лат ; XF ; 13 ; sub215 ; 69 
 3219 ; 5 марок. Финляндия ; 1992 ;  ; Al/Br ; AU ; 26 ; Oleg73 ; 67 
 3220 ; 10 крон. Дания. 18 лет со дня рождения Кронпринца Фредерика ; 1986 ;  ; Cu-Ni ; AU ; 18 ; sibirian ; 144 
 3221 ; 50 центов. Австралия ; 1983 ;  ; Cu-Ni ; AU ; 13 ; sibirian ; 28 
 3222 ; 10 пфенниг. Данциг ; 1923 ;  ; Cu-Ni ; XF- ; 61 ; Марек ; 459 
 3223 ; 50 евро центов. Ватикан ; 2010 ;  ; Лат ; AU ; 20 ; rbmamba ; 75 
 3224 ; 3 сентесими. Италия. Наполеон ; 1813 ;  ; Cu ; XF ; 58 ; кве ; 1259 
 3225 ; 5 евро. Финляндия. Чемпионат Мира по хоккею с шайбой ; 2003 ;  ; Би/м ; AU ; 17 ; sibirian ; 430 
 3226 ; 1/2 марки. Германии. Нотгельд ; 1919 ;  ; Fe ; VF+ ; 37 ; Jana ; 614 
 3227 ; 50 пфенниг. Германии. Нотгельд ; 1920 ;  ; Zn ; VF ; 21 ; razum0610 ; 210 
 3228 ; 50 пфенниг. Германии. Нотгельд ; 1918 ;  ; Fe ; VF ; 13 ; DVZ ; 90 
 3229 ; 50 пфенниг. Германии. Нотгельд ; 1918 ;  ; Fe ; VF- ; 22 ; taa ; 202 
 3230 ; 50 пфенниг. Германии. Нотгельд ; 1920 ;  ; Fe ; VF ; 21 ; Jana ; 490 
 3231 ; 25 пфенниг. Германии. Нотгельд ; 1919 ;  ; Fe ; XF- ; 18 ; я не робот ; 345 
 3232 ; 25 пфенниг. Германии. Нотгельд ; 1920 ;  ; Fe ; VF- ; 9 ; collector64 ; 47 
 3233 ; 10 пфенниг. Германии. Нотгельд ; 1917 ;  ; Zn ; VF+ ; 18 ; etwar55 ; 302 
 3234 ; 10 пфенниг. Германии. Нотгельд ; 1917 ;  ; Zn ; VF- ; 7 ; ВЯЗЪ ; 51 
 3235 ; 10 пфенниг. Германии. Нотгельд ; 1917 ;  ; Zn ; VF- ; 7 ; Markgraf ; 57 
 3236 ; 10 пфенниг. Германии. Нотгельд ; 1917 ;  ; Zn ; VF- ; 23 ; ulysse ; 399 
 3237 ; 10 пфенниг. Германии. Нотгельд ;  ;  ; Zn ; VF ; 37 ; etwar55 ; 434 
 3238 ; 10 пфенниг. Германии. Нотгельд ;  ;  ; Fe ; VF- ; 11 ; DVZ ; 65 
 3239 ; 10 пфенниг. Германии. Нотгельд ; 1919 ;  ; Fe ; VF ; 9 ; Александр007 ; 114 
 3240 ; 5 пфенниг. Германии. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 13 ; ulysse ; 204 
 3241 ; 5 пфенниг. Германии. Нотгельд ; 1917 ;  ; Fe ; VF ; 9 ; vladmarkin ; 102 
 3242 ; 5 пфенниг. Германии. Нотгельд ; 1918 ;  ; Fe ; VF ; 11 ; Александр007 ; 73 
 3243 ; 5 пфенниг. Германии. Нотгельд ; 1917 ;  ; Zn ; VF ; 9 ; DVZ ; 51 
 3244 ; 5 пфенниг. Германии. Нотгельд ;  ;  ; Al ; XF ; 21 ; etwar55 ; 420 
 3245 ; 1 грошен. Аахен. Нотгельд ; 1920 ;  ; Fe ; VF-XF ; 24 ; папашаГарпагон ; 79 
 3246 ; 1 марка. Бремен. Нотгельд ;  ;  ; Al ; VF-XF ; 86 ; von_Schwarz ; 2607 
 3247 ; 30 сентимес. Франция. Токен. Надчекан ;  ;  ; Al ; VF+ ; 29 ; Jana ; 699 
 3248 ; 50 сентимес. Франция. Токен ; 1920 ;  ; Al ; VF+ ; 17 ; kuzun ; 499 
 3249 ; 25 сентимес. Франция. Токен ; 1921 ;  ; Al ; VF+ ; 11 ; etwar55 ; 92 
 3250 ; 25 сентимес. Франция. Токен ; 1921 ;  ; Al ; VF+ ; 18 ; etwar55 ; 83 
 3251 ; 10 сентимес. Франция. Токен ; 1921 ;  ; Al ; VF+ ; 25 ; Markgraf ; 328 
 3252 ; 10 сентимес. Франция. Токен ;  ;  ; Al ; VF+ ; 9 ; Man 11 ; 598 
 3253 ; 10 сентимес. Франция. Токен ; 1918 ;  ; Al ; VF+ ; 5 ; etwar55 ; 117 
 3254 ; 10 сентимес. Франция. Токен ; 1919 ;  ; Al ; VF+ ; 7 ; 220W ; 211 
