 6007 ; Лот бон иностранных  Индонезия 5 шт. ;  ;  ;  ; AU ; 24 ; кент ; 179 
 1644 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 27 ; anders1971 ; 920 
 1645 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; AU ; 30 ; Закрыт ; 407 
 1646 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 48 ; lbah1 ; 1737 
 1647 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 97 ; Vol4en0k ; 2914 
 1648 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 50 ; sotnik ; 1701 
 1649 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 28 ; torbey ; 867 
 1650 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; AU ; 40 ; Закрыт ; 1353 
 1651 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; AU ; 25 ; ойееей ; 827 
 1652 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; AU ; 32 ; USS ; 867 
 1653 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; AU ; 22 ; ойееей ; 971 
 1654 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 21 ; alexeyre ; 293 
 1655 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 20 ; alexeyre ; 338 
 1656 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 29 ; alexeyre ; 163 
 1657 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 21 ; Sing ; 302 
 1658 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 18 ; sibirian ; 101 
 1659 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 41 ; alexeyre ; 267 
 1660 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 30 ; alexeyre ; 334 
 1661 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 23 ; alexeyre ; 439 
 1662 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 21 ; mix69531 ; 209 
 1663 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 17 ; Руслан531 ; 102 
 1664 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 31 ; alexeyre ; 357 
 1665 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 21 ; alexeyre ; 236 
 1666 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 38 ; alexeyre ; 255 
 1667 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 23 ; alexeyre ; 255 
 1568 ; Полкопейки ; 1925 ;  ; Cu ; XF- ; 51 ; Ferros ; 867 
 1569 ; Полкопейки ; 1925 ;  ; Cu ; F ; 33 ; POUL ; 226 
 1570 ; Полкопейки ; 1927 ;  ; Cu ; VF- ; 23 ; off ; 642 
 1571 ; Полкопейки ; 1927 ;  ; Cu ; F ; 58 ; POUL ; 340 
 1572 ; Полкопейки ; 1928 ;  ; Cu ; F ; 103 ; yniks2012 ; 2132 
 1573 ; Западный анклав России. 3 марки. Калинград. Слава русского оружия. Автомат Калашникова ; 2002СПМД ;  ; Ag ; Proof-like ; 23 ; dronik57 ; 3300 
 1574 ; Западный анклав России. 3 марки. Калинград. Слава русского оружия. ГВ Миномет "Катюша" ; 2003СПМД ;  ; Ag ; Proof-like ; 21 ; k1reeff ; 3417 
 1575 ; Западный анклав России. 1 марка. Калинград. Слава русского оружия. Автомат Калашникова ; 2002СПМД ;  ; Ж/м ; Proof-like ; 21 ; gola78 ; 500 
 1576 ; Западный анклав России. 1 марка. Калинград. Слава русского оружия. ГВ Миномет "Катюша" ; 2003СПМД ;  ; Ж/м ; Proof-like ; 32 ; Rober ; 430 
 1577 ; Западный анклав России. 1 марка. Калинград. Слава русского оружия. Вертолет "Черная акула" ; 2003СПМД ;  ; Ж/м ; Proof-like ; 44 ; ойееей ; 430 
 1578 ; Западный анклав России. 1 марка. Калинград. Слава русского оружия. Танк Т-34 ; 2003СПМД ;  ; Ж/м ; Proof-like ; 44 ; Rober ; 430 
 1579 ; Западный анклав России. 1 марка. Калинград. Слава русского оружия. Истребитель "Миг-24" ; 2003СПМД ;  ; Ж/м ; Proof-like ; 28 ; Rober ; 430 
 1580 ; Западный анклав России. 20 марок. Калинград. Слава русского оружия. Танк Т-34. Редкие ; 2003СПМД ;  ; Au585 ; Proof-like ; 56 ; валенок ; 31735 
 1581 ; Разменный знак 10. Шпицберген. "Конец Света"-по календарю майя ; 2012СПМД ;  ; Cu-Ni ; Proof ; 30 ; 12457801 ; 2493 
 1582 ; 0,1 ; 1998 ; о.Шпицберген ;  ; AU ; 18 ; Simenon ; 1683 
 1583 ; Жетон. Министерство торговли СССР № 17 ;  ;  ; Ж/м ; VF+ ; 39 ; stok ; 367 
 1584 ; Жетон Министерства торговли СССР № 15 ;  ;  ; Ж/м ; VF ; 36 ; stok ; 365 
 1585 ; Жетон. Министерство торговли СССР № 12 ;  ;  ; Ж/м ; XF+ ; 27 ; Ferros ; 281 
 1586 ; 50 копеек ; 1976 ;  ; Cu-Ni ; XF+ ; 22 ; maks169 ; 1134 
 1587 ; 50 копеек ; 1988 ; (1987) ; Cu-Ni ; AU ; 38 ; astronom ; 11220 
 1588 ; 20 копеек ; 1950 ;  ; Ni ; VF+ ; 69 ; диман ; 1434 
 1589 ; 20 копеек ; 1974 ;  ; Cu-Ni ; AU ; 62 ; dim78 ; 2234 
 1590 ; 20 копеек ; 1979 ; Л/с шт. 3 коп. ; Cu-Ni ; VF ; 22 ; cr2952 ; 357 
 1591 ; 20 копеек ; 1980 ; Л/с шт. 3 коп. ; Cu-Ni ; VF ; 41 ; Inokesha ; 122 
 1592 ; 20 копеек ; 1981 ; Л/с шт. 3 коп. ; Cu-Ni ; VF ; 15 ; Inokesha ; 71 
 1593 ; 20 копеек ; 1985 ; Л/с шт. 3 коп. ; Cu-Ni ; VF-XF ; 5 ; жулик ; 388 
 1594 ; 20 копеек ; 1986 ; Л/с шт. 3 коп. ; Cu-Ni ; VF-XF ; 7 ; cr2952 ; 211 
 1595 ; 15 копеек ; 1967 ;  ; Cu-Ni ; XF+ ; 51 ; dracon82 ; 1926 
 1596 ; 3 копейки. Деформация ; 1945 ;  ; Br ; VG ; 15 ; жулик ; 303 
 1597 ; 3 копейки ; 1981 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 7 ; cr2952 ; 204 
 1598 ; 3 копейки ; 1982 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 7 ; Inokesha ; 102 
 1599 ; 3 копейки ; 1983 ; Л/с шт.20 коп. ; Cu-Zn ; VF+ ; 5 ; cr2952 ; 77 
 1600 ; 3 копейки ; 1984 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 5 ; cr2952 ; 21 
 1601 ; 3 копейки ; 1986 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 5 ; cr2952 ; 204 
 1602 ; 3 копейки ; 1989 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 7 ; cr2952 ; 204 
 1603 ; 5 копеек ; 2003 ; б/б ; St in Ni ; XF ; 25 ; tilovik ; 2255 
 1604 ; 10 копеек. Аверс/реверс 110 градусов ; 2013 ;  ; Лат/St ; VF- ; 20 ; Wulf ; 301 
 1605 ; 5 копеек. Брак чеканки ; 1978 ;  ; Cu-Zn ; VF ; 21 ; cr2952 ; 375 
 1606 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 50 ; IDEN ; 4408 
 1607 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 44 ; IDEN ; 3642 
 1608 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 34 ; IDEN ; 1772 
 1609 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 32 ; IDEN ; 4408 
 1610 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 49 ; IDEN ; 4625 
 1611 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 57 ; IDEN ; 3449 
 1612 ; 1 рубль. Новодел. Упаковка ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 42 ; IDEN ; 1456 
 1613 ; 1 рубль. Новодел. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 29 ; IDEN ; 1800 
 1614 ; 1 рубль. Новодел. Упаковка ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 45 ; IDEN ; 1561 
 1615 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 53 ; sena13 ; 1416 
 1616 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 64 ; gdrg2 ; 1530 
 1617 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 19 ; mitisson ; 3203 
 1518 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 22 ; m1940 ; 182 
 1519 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 36 ; AVGUST ; 193 
 1520 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 36 ; An12 ; 612 
 1521 ; 20 копеек ; 1929 ;  ; Ag ; XF- ; 13 ; AVGUST ; 141 
 1522 ; 20 копеек ; 1929 ;  ; Ag ; XF- ; 37 ; heavy_fly ; 187 
 1523 ; 20 копеек ; 1929 ;  ; Ag ; XF- ; 26 ; sgd ; 152 
 1524 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 28 ; Sporti84 ; 459 
 1525 ; 20 копеек ; 1930 ;  ; Ag ; VF-XF ; 39 ; AVGUST ; 219 
 1526 ; 15 копеек ; 1922 ;  ; Ag ; F ; 32 ; atchaikovski ; 255 
 1527 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 27 ; NL.minkki ; 163 
 1528 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 28 ; m1940 ; 161 
 1529 ; 15 копеек ; 1923 ;  ; Ag ; F+ ; 12 ; astksu ; 113 
 1530 ; 15 копеек ; 1925 ;  ; Ag ; XF- ; 26 ; moneta1924 ; 155 
 1531 ; 15 копеек ; 1925 ;  ; Ag ; XF- ; 12 ; astksu ; 120 
 1532 ; 15 копеек ; 1925 ;  ; Ag ; VF- ; 13 ; bva150979 ; 101 
 1533 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 24 ; solder13 ; 212 
 1534 ; 15 копеек ; 1927 ;  ; Ag ; VF- ; 38 ; AVGUST ; 145 
 1535 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 17 ; heavy_fly ; 145 
 1536 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 27 ; jon78 ; 145 
 1537 ; 15 копеек ; 1929 ;  ; Ag ; XF+ ; 23 ; dim66 ; 210 
 1538 ; 15 копеек ; 1929 ;  ; Ag ; XF ; 22 ; solder13 ; 187 
 1539 ; 15 копеек ; 1929 ;  ; Ag ; VF-XF ; 19 ; AVGUST ; 217 
 1540 ; 15 копеек ; 1930 ;  ; Ag ; VF-XF ; 36 ; Technics ; 185 
 1541 ; 15 копеек ; 1930 ;  ; Ag ; VF+ ; 29 ; jon78 ; 150 
 1542 ; 10 копеек ; 1922 ;  ; Ag ; F ; 35 ; ooooo1961 ; 1002 
 1543 ; 10 копеек ; 1923 ;  ; Ag ; XF+ ; 34 ; K.V.N. ; 272 
 1544 ; 10 копеек ; 1923 ;  ; Ag ; VF ; 23 ; m1940 ; 155 
 1545 ; 10 копеек ; 1923 ;  ; Ag ; VF- ; 14 ; AVGUST ; 114 
 1546 ; 10 копеек ; 1924 ;  ; Ag ; XF- ; 47 ; lbah1 ; 532 
 1547 ; 10 копеек ; 1924 ;  ; Ag ; VF ; 21 ; atchaikovski ; 286 
 1548 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 26 ; An12 ; 182 
 1549 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 43 ; m1940 ; 255 
 1550 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 24 ; AVGUST ; 117 
 1551 ; 10 копеек ; 1925 ;  ; Ag ; VF ; 9 ; astksu ; 101 
 1552 ; 10 копеек ; 1927 ;  ; Ag ; XF ; 29 ; solder13 ; 211 
 1553 ; 10 копеек ; 1927 ;  ; Ag ; VF+ ; 37 ; jon78 ; 146 
 1554 ; 10 копеек ; 1928 ;  ; Ag ; AU ; 37 ; jon78 ; 181 
 1555 ; 10 копеек ; 1928 ;  ; Ag ; XF- ; 48 ; Ferros ; 124 
 1556 ; 10 копеек ; 1928 ;  ; Ag ; VF+ ; 25 ; Ferros ; 107 
 1557 ; 10 копеек ; 1929 ;  ; Ag ; XF ; 22 ; Ferros ; 224 
 1558 ; 10 копеек ; 1929 ;  ; Ag ; XF ; 20 ; Ferros ; 224 
 1559 ; 10 копеек ; 1929 ;  ; Ag ; XF- ; 33 ; Ferros ; 239 
 1560 ; 10 копеек ; 1929 ;  ; Ag ; VF+ ; 28 ; Ferros ; 165 
 1561 ; 10 копеек ; 1930 ;  ; Ag ; VF+ ; 31 ; Ferros ; 255 
 1562 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 15 ; ooooo1961 ; 232 
 1563 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F+ ; 43 ; An12 ; 247 
 1564 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF ; 25 ; Алексис ; 1003 
 1565 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F ; 19 ; Александр974 ; 92 
 1566 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 3 ; astksu ; 101 
 1567 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF ; 10 ; мон ; 155 
 1468 ; 2 рубля. Гончаров. Сертификат ; 2012 ;  ; Ag ; Proof ; 20 ; TaraskaPeter ; 2210 
 1469 ; 2 рубля. А.С.Даргомыжский Сертификат ; 2013 ;  ; Ag ; Proof ; 48 ; Inokesha ; 2556 
 1470 ; 1 рубль ; 1993 ; ЛМД Красная книга. Рыбный филин ; Ag ; Proof ; 44 ; TaraskaPeter ; 1226 
 1471 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий козел ; Ag ; Proof ; 41 ; TaraskaPeter ; 1226 
 1472 ; 1 рубль ; 1996 ; ЛМД Красная книга. Туркменский эублефар ; Ag ; Proof ; 67 ; 🇷🇺Михаил ; 3576 
 1473 ; 1 рубль ; 1996 ; ЛМД Красная книга. Песчаный слепыш ; Ag ; Proof ; 84 ; TaraskaPeter ; 3060 
 1474 ; 1 рубль ; 1997 ; ЛМД Красная книга. Фламинго. ; Ag ; Proof ; 85 ; TaraskaPeter ; 3060 
 1475 ; 1 рубль ; 1997 ; ММД Храм Христа Спасителя ; Ag ; Proof ; 52 ; IDEN ; 1536 
 1476 ; 1 рубль ; 1997 ; ЛМД МГУ. Москва ; Ag ; Proof ; 44 ; IDEN ; 1536 
 1477 ; 1 рубль ; 1997 ; ММД Большой театр. Москва ; Ag ; Proof ; 48 ; IDEN ; 1536 
 1478 ; 1 рубль ; 1997 ; ММД Воскресенские ворота ; Ag ; Proof ; 45 ; IDEN ; 1536 
 1479 ; 1 рубль ; 1997 ; ЛМД Герб Москвы ; Ag ; Proof ; 40 ; TaraskaPeter ; 1235 
 1480 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры. Теннис ; Ag ; Proof ; 49 ; TaraskaPeter ; 1185 
 1481 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры. Метание молота ; Ag ; Proof ; 41 ; TaraskaPeter ; 1185 
 1482 ; 1 рубль ; 2001 ; СПМД Красная книга. Алтайский горный баран ; Ag ; Proof ; 30 ; blacksea ; 5667 
 1483 ; 1 рубль ; 2003 ; СПМД Красная книга. Дальневосточная черепаха ; Ag ; Proof ; 35 ; ростов ; 3449 
 1484 ; 1 рубль ; 2007 ; СПМД Красная книга. Степной лунь ; Ag ; Proof ; 55 ; TaraskaPeter ; 1598 
 1485 ; 1 рубль ; 2007 ; СПМД Красная книга. Кольчатая нерпа ; Ag ; Proof ; 42 ; TaraskaPeter ; 1235 
 1486 ; 1 рубль ; 2007 ; СПМД Красная книга. Краснопоясный динодон ; Ag ; Proof ; 55 ; TaraskaPeter ; 1707 
 1487 ; 2 рубля. Красная книга. Сом солдатова ; 2014ММД ;  ; Ag925 ; Proof ; 41 ; TaraskaPeter ; 1950 
 1488 ; 2 рубля. Красная книга. Каравайка ; 2014ММД ;  ; Ag925 ; Proof ; 25 ; TaraskaPeter ; 1910 
 1489 ; 2 рубля. Красная книга. Кулан ; 2014ММД ;  ; Ag925 ; Proof ; 32 ; TaraskaPeter ; 1917 
 1490 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 31 ; kronk ; 2635 
 1491 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 23 ; rav69 ; 1002 
 1492 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 29 ; solder13 ; 617 
 1493 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 32 ; zwr ; 618 
 1494 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 20 ; Ray Luka ; 604 
 1495 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 33 ; wwn ; 600 
 1496 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 19 ; bogdlena ; 701 
 1497 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 21 ; амбал ; 821 
 1498 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 27 ; ацетон ; 854 
 1499 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 23 ; ML144 ; 822 
 1500 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 23 ; ML144 ; 820 
 1501 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 28 ; m1940 ; 839 
 1502 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 36 ; m1940 ; 740 
 1503 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 33 ; pvo1 ; 1818 
 1504 ; 20 копеек ; 1922 ;  ; Ag ; VF-XF ; 69 ; atchaikovski ; 1000 
 1505 ; 20 копеек ; 1922 ;  ; Ag ; F+ ; 24 ; AVGUST ; 170 
 1506 ; 20 копеек ; 1922 ;  ; Ag ; F ; 23 ; monetkin1968 ; 157 
 1507 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 15 ; heavy_fly ; 170 
 1508 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 28 ; Sava05 ; 261 
 1509 ; 20 копеек ; 1923 ;  ; Ag ; XF- ; 14 ; m1940 ; 153 
 1510 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 9 ; astksu ; 114 
 1511 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 17 ; atchaikovski ; 306 
 1512 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 21 ; heavy_fly ; 195 
 1513 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 30 ; moneta1924 ; 204 
 1514 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 15 ; heavy_fly ; 153 
 1515 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 25 ; Sava05 ; 255 
 1516 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 12 ; off ; 133 
 1517 ; 20 копеек ; 1927 ;  ; Ag ; F ; 17 ; astksu ; 101 
 1418 ; 3 рубля. Успенский Колоцкий монастырь. Сертификат ; 2012 ;  ; Ag ; Proof ; 30 ; TaraskaPeter ; 2923 
 1419 ; 3 рубля. Отечественная война 1812г. Сертификат ; 2012 ;  ; Ag ; Proof ; 47 ; TaraskaPeter ; 3606 
 1420 ; 3 рубля. Сертификат ; 2012 ; ММД ЮНЕСКО. Остров Врангеля ; Ag ; Proof ; 31 ; TaraskaPeter ; 2714 
 1421 ; 3 рубля. Сезоны французского языка и литературы. Сертификат ; 2012 ;  ; Ag ; Proof ; 55 ; TaraskaPeter ; 2525 
 1422 ; 3 рубля. 1150-летие Российской государственности. Сертификат ; 2012 ;  ; Ag ; Proof ; 22 ; TaraskaPeter ; 3580 
 1423 ; 3 рубля. А.С.Шеин. Сертификат ; 2013 ;  ; Ag ; Proof ; 41 ; TaraskaPeter ; 2883 
 1424 ; 3 рубля. Год охраны окружающей среды в России. Сертификат ; 2013 ;  ; Ag ; Proof ; 48 ; TaraskaPeter ; 2522 
 1425 ; 3 рубля. Собор Успения Пресвятой Богородицы. Звенигород ; 2013 ;  ; Ag ; Proof ; 42 ; TaraskaPeter ; 2842 
 1426 ; 3 рубля. Пенза 350 лет. Сертификат ; 2013 ;  ; Ag ; Proof ; 54 ; TaraskaPeter ; 2856 
 1427 ; 3 рубля. Экспедиции Г.И.Невельского. Сертификат ; 2013 ;  ; Ag ; Proof ; 48 ; RAPAN ; 2558 
 1428 ; 3 рубля. Введенский собор. Сертификат ; 2013 ;  ; Ag ; Proof ; 31 ; sileng ; 2545 
 1429 ; 3 рубля. Троицкий собор. Сертификат ; 2013 ;  ; Ag ; Proof ; 41 ; sileng ; 2968 
 1430 ; 3 рубля. Никольский морской собор. Сертиификат ; 2013 ;  ; Ag ; Proof ; 33 ; TaraskaPeter ; 2909 
 1431 ; 3 рубля.  Год Германии в России. Год России в Германии. Сертификат ; 2013 ;  ; Ag ; Proof ; 36 ; TaraskaPeter ; 2507 
 1432 ; 3 рубля. Дом -музей И.С.Тургенева. Сертификат ; 2014 ;  ; Ag ; Proof ; 28 ; TaraskaPeter ; 2352 
 1433 ; 3 рубля. Церковь Святого Георгия. Сертификат ; 2014 ;  ; Ag ; Proof ; 29 ; TaraskaPeter ; 2573 
 1434 ; 2 рубля. Упаковка ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 57 ; TaraskaPeter ; 1020 
 1435 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 59 ; POUL ; 816 
 1436 ; 2 рубля. Упаковка ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 27 ; TaraskaPeter ; 1200 
 1437 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 63 ; Arlekino82 ; 1224 
 1438 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 34 ; TaraskaPeter ; 1020 
 1439 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 58 ; igor26 ; 1231 
 1440 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 37 ; крот655 ; 1000 
 1441 ; 2 рубля. Упаковка ; 1995 ; ММД А.С.Грибоедов ; Ag ; Proof ; 19 ; TaraskaPeter ; 1200 
 1442 ; 2 рубля ; 1995 ; ММД А.С.Грибоедов ; Ag ; Proof ; 56 ; sena13 ; 1241 
 1443 ; 2 рубля ; 1995 ; ЛМД Нюрнбергский процесс ; Ag ; Proof ; 37 ; Blixa37 ; 1632 
 1444 ; 2 рубля ; 1995 ; ММД Парад Победы (Жуков на коне) ; Ag ; Proof ; 32 ; val211 ; 1232 
 1445 ; 2 рубля ; 1995 ; ЛМД Парад Победы (флаги), на аверсе-Кремль ; Ag ; Proof ; 39 ; SD315 ; 1500 
 1446 ; 2 рубля ; 1996 ; ММД Н.А.Некрасов ; Ag ; Proof ; 51 ; TaraskaPeter ; 1566 
 1447 ; 2 рубля ; 1996 ; ЛМД Ф.М.Достоевский ; Ag ; Proof ; 55 ; TaraskaPeter ; 1534 
 1448 ; 2 рубля ; 1997 ; ЛМД Н.Е.Жуковский ; Ag ; Proof ; 58 ; TaraskaPeter ; 1505 
 1449 ; 2 рубля ; 1997 ; ММД А.Н.Скрябин ; Ag ; Proof ; 45 ; TaraskaPeter ; 1543 
 1450 ; 2 рубля ; 1998 ; ММД С.Эйзенштейн. Портрет ; Ag ; Proof ; 29 ; KHODOVNV77 ; 1947 
 1451 ; 2 рубля ; 1999 ; СПМД К.П.Брюллов.200 лет со дня рождения.Картина "Гибель Помпеи" ; Ag ; Proof ; 34 ; TaraskaPeter ; 3062 
 1452 ; 2 рубля ; 1999 ; СПМД К.П.Брюллов.200 лет со дня рождения.Портрет ; Ag ; Proof ; 17 ; TaraskaPeter ; 3062 
 1453 ; 2 рубля ; 1999 ; СПМД Н.К.Рерих. Портрет ; Ag ; Proof ; 31 ; TaraskaPeter ; 3062 
 1454 ; 2 рубля ; 2003 ; СПМД Рак ; Ag ; Proof ; 33 ; 🇷🇺Михаил ; 4287 
 1455 ; 2 рубля ; 2005 ; СПМД Лев ; Ag ; Proof ; 55 ; Artemon ; 4080 
 1456 ; 2 рубля ; 2005 ; СПМД Овен ; Ag ; Proof ; 87 ; TaraskaPeter ; 3249 
 1457 ; 2 рубля ; 2005 ; ММД Рак ; Ag ; Proof ; 80 ; TaraskaPeter ; 3866 
 1458 ; 2 рубля ; 2005 ; ММД Рыбы ; Ag ; Proof ; 47 ; TaraskaPeter ; 3570 
 1459 ; 2 рубля ; 2006 ; ММД 100 лет со дня рождения С.А.Герасимова ; Ag ; Proof ; 36 ; TaraskaPeter ; 1909 
 1460 ; 2 рубля ; 2007 ; ММД 300 лет со дня рождения Леонардо Эйлера ; Ag ; Proof ; 40 ; TaraskaPeter ; 1530 
 1461 ; 2 рубля ; 2007 ; ММД 100 лет со дня рождения М.М.Герасимова ; Ag ; Proof ; 89 ; TaraskaPeter ; 1539 
 1462 ; 2 рубля ; 2007 ; СПМД 150 лет со дня рождения В.М.Бехтерева ; Ag ; Proof ; 40 ; TaraskaPeter ; 1509 
 1463 ; 2 рубля ; 2008 ; СПМД 100 лет со дня рождения Н.Н. Носова ; Ag ; Proof ; 51 ; TaraskaPeter ; 4509 
 1464 ; 2 рубля. С сертификатом ; 2010 ; СПМД  Выдающиеся спортсмены России. Бесков К.И ; Ag ; Proof ; 35 ; KHODOVNV77 ; 4909 
 1465 ; 2 рубля. С сертификатом ; 2010 ; СПМД Выдающиеся спортсмены России. Яшин Л.И ; Ag ; Proof ; 38 ; KHODOVNV77 ; 5109 
 1466 ; 2 рубля. С сертификатом ; 2010 ; ММД Выдающиеся спортсмены России. Стрельцов Э.А ; Ag ; Proof ; 31 ; KHODOVNV77 ; 4909 
