 3207 ; Бона иностранная ;  ;  ;  ;  ; 50 ; Him ; 348 
 1642 ; 1 рубль ; 2009СПМД ;  ; Cu-Ni-Zn ; AU ; 3 ; sa7ha ; 3 
 1643 ; 2 рубля ; 2008СПМД ;  ; Cu-Ni-Zn ; AU ; 6 ; sa7ha ; 7 
 1644 ; 10 копеек ; 2009СП ;  ; Br ; AU ; 3 ; sa7ha ; 6 
 1645 ; 5 копеек ; 2009СП ;  ; St в Ni ; AU ; 13 ; sa7ha ; 13 
 1646 ; 1 копейка ; 2009СП ;  ; St в Ni ; AU ; 14 ; sa7ha ; 13 
 1647 ; 1 копейка ; 2009СП ;  ; St в Ni ; AU ; 17 ; sa7ha ; 14 
 1648 ; 1 копейка ; 2009СП ;  ; St в Ni ; AU ; 11 ; pete ; 13 
 1649 ; 1 копейка ; 2009СП ;  ; St в Ni ; AU ; 11 ; imi ; 14 
 1650 ; 1 копейка ; 2008СП ;  ; St в Ni ; AU ; 13 ; sa7ha ; 14 
 1651 ; 2 рубля ; 1999 ; СПМД ; Cu-Ni-Zn ; AU ; 93 ; ziko ; 153 
 1652 ; 1 рубль ; 2006СПМД ;  ; Cu-Ni-Zn ; AU ; 0 ; Не продан ; 0 
 1653 ; 1 рубль ; 1999 ; СПМД ; Cu-Ni-Zn ; XF ; 30 ; 77 ; 31 
 1654 ; 1 рубль ; 1999 ; ММД ; Cu-Ni-Zn ; XF- ; 2 ; 77 ; 30 
 1655 ; 2 рубля ; 2009СПМД ;  ; Cu-Ni-Zn ; AU ; 16 ; imi ; 17 
 1656 ; 1 рубль ; 2009СПМД ;  ; Cu-Ni-Zn ; AU ; 2 ; musik ; 3 
 1657 ; 50 копеек ; 2009СП ;  ; Br ; AU ; 12 ; ziko ; 13 
 1658 ; 50 копеек ; 2009СП ;  ; Br ; AU ; 15 ; sa7ha ; 24 
 1559 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 7 ; росвет ; 22 
 1560 ; 5 копеек ; 1957 ; в венке герба 15 лент ; Br ; VF-XF ; 5 ; росвет ; 33 
 1561 ; 5 копеек ; 1987 ;  ; Cu-Zn ; VF-XF ; 2 ; trubochist ; 3 
 1562 ; 3 копейки ; 1943 ;  ; Br ; VF- ; 29 ; zar17 ; 24 
 1563 ; 3 копейки ; 1946 ;  ; Br ; XF- ; 3 ; alno51 ; 21 
 1564 ; 3 копейки ; 1957 ; в венке герба 15 лент ; Br ; VF-XF ; 15 ; trubochist ; 17 
 1565 ; 2 копейки ; 1939 ;  ; Br ; VF+ ; 31 ; alno51 ; 75 
 1566 ; 2 копейки ; 1941 ;  ; Br ; VF-XF ; 45 ; strestas ; 111 
 1567 ; 2 копейки ; 1945 ;  ; Br ; VF- ; 31 ; ziko ; 203 
 1568 ; 2 копейки ; 1957 ; в венке герба 15 лент ; Br ; VF- ; 19 ; росвет ; 20 
 1569 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 26 ; Vico ; 41 
 1570 ; 5 копеек ; 1928 ;  ; Br ; VF ; 31 ; partner ; 206 
 1571 ; 5 копеек ; 1982 ;  ; Cu-Zn ; XF ; 2 ; alskr ; 3 
 1572 ; 5 копеек ; 1991 ; ЛМД ; Cu-Zn ; AU ; 2 ; 76ss76 ; 3 
 1573 ; 3 копейки ; 1970 ;  ; Cu-Zn ; XF+ ; 3 ; 76ss76 ; 4 
 1574 ; 3 копейки ; 1971 ;  ; Cu-Zn ; AU ; 6 ; partner ; 7 
 1575 ; 3 копейки ; 1991 ; ЛМД ; Cu-Zn ; AU ; 1 ; partner ; 20 
 1576 ; 2 копейки ; 1930 ;  ; Br ; VF+ ; 14 ; o.k. ; 15 
 1577 ; 2 копейки ; 1983 ;  ; Cu-Zn ; AU ; 22 ; partner ; 408 
 1578 ; 2 копейки ; 1990 ;  ; Cu-Zn ; AU ; 2 ; 76ss76 ; 3 
 1579 ; 2 копейки ; 1991 ; ЛМД ; Cu-Zn ; AU ; 8 ; spsmaalex ; 9 
 1580 ; 1 копейка ; 1970 ;  ; Cu-Zn ; AU ; 5 ; alno51 ; 22 
 1581 ; 1 копейка ; 1971 ;  ; Cu-Zn ; AU ; 23 ; strapeznikov ; 32 
 1582 ; 1 копейка ; 1973 ;  ; Cu-Zn ; AU ; 9 ; solder13 ; 10 
 1583 ; 1 копейка ; 1976 ;  ; Cu-Zn ; AU ; 2 ; 76ss76 ; 3 
 1584 ; 1 копейка ; 1985 ;  ; Cu-Zn ; AU ; 1 ; 76ss76 ; 2 
 1585 ; 1 копейка ; 1989 ;  ; Cu-Zn ; AU ; 1 ; 76ss76 ; 2 
 1586 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 5 ; partner ; 110 
 1587 ; 50 копеек ; 1980 ;  ; Cu-Ni ; AU ; 42 ; partner ; 150 
 1588 ; 20 копеек ; 1936 ; л/с звезда плоская ; Ni ; VF-XF ; 29 ; alno51 ; 116 
 1589 ; 20 копеек ; 1978 ;  ; Cu-Ni ; AU ; 22 ; zenit-spb ; 108 
 1590 ; 15 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 5 ; leks ; 6 
 1591 ; 10 копеек ; 1936 ;  ; Ni ; AU ; 58 ; starplay ; 257 
 1592 ; 10 копеек ; 1951 ;  ; Ni ; XF ; 21 ; NFV ; 306 
 1593 ; 10 копеек ; 1962 ;  ; Cu-Ni ; XF+ ; 9 ; strapeznikov ; 30 
 1594 ; 10 копеек ; 1971 ;  ; Cu-Ni ; AU ; 23 ; zenit-spb ; 352 
 1595 ; 5 копеек ; 1975 ;  ; Cu-Zn ; AU ; 35 ; partner ; 290 
 1596 ; 3 копейки ; 1940 ;  ; Br ; XF- ; 52 ; trubochist ; 75 
 1597 ; 2 копейки ; 1968 ;  ; Cu-Zn ; XF ; 25 ; partner ; 41 
 1598 ; 2 копейки ; 1975 ;  ; Cu-Zn ; AU ; 28 ; partner ; 340 
 1599 ; 2 копейки ; 1980 ;  ; Cu-Zn ; AU ; 22 ; partner ; 44 
 1600 ; 1 копейка ; 1938 ;  ; Br ; AU ; 60 ; Vico ; 157 
 1601 ; 1 копейка ; 1939 ;  ; Br ; XF- ; 97 ; ibm1307 ; 150 
 1602 ; 1 копейка ; 1940 ;  ; Br ; XF+ ; 83 ; ibm1307 ; 149 
 1603 ; 1 копейка ; 1949 ;  ; Br ; XF+ ; 45 ; Рэп-6 ; 65 
 1604 ; 1 копейка ; 1949 ;  ; Br ; XF ; 18 ; Teremok ; 57 
 1605 ; 1 копейка ; 1975 ;  ; Cu-Zn ; AU ; 2 ; 76ss76 ; 3 
 1606 ; 1 копейка ; 1978 ;  ; Cu-Zn ; AU ; 14 ; 76ss76 ; 22 
 1607 ; 1 копейка ; 1941 ;  ; Br ; XF ; 38 ; ВВС ; 1051 
 1608 ; 20 копеек ; 1953 ;  ; Ni ; XF+ ; 16 ; Teremok ; 62 
 1509 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 29 ; partner ; 153 
 1510 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 55 ; trubochist ; 161 
 1511 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 47 ; alno51 ; 153 
 1512 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 42 ; partner ; 169 
 1513 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 15 ; partner ; 170 
 1514 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 13 ; partner ; 170 
 1515 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 13 ; partner ; 170 
 1516 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 14 ; Синоптик ; 203 
 1517 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 27 ; NFV ; 320 
 1518 ; 1 рубль. Большая звезда ; 1980 ;  ; Cu-Ni ; AU ; 23 ; ryber ; 255 
 1519 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 19 ; Синоптик ; 208 
 1520 ; 1 рубль. Большая звезда ; 1981 ;  ; Cu-Ni ; AU ; 43 ; Синоптик ; 320 
 1521 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 35 ; Синоптик ; 489 
 1522 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 10 ; partner ; 170 
 1523 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 57 ; NFV ; 389 
 1524 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 11 ; partner ; 170 
 1525 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 13 ; partner ; 306 
 1526 ; 1 рубль ; 1986 ;  ; Cu-Ni ; AU ; 11 ; ziko ; 153 
 1527 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 17 ; partner ; 175 
 1528 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 56 ; partner ; 244 
 1529 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 30 ; ziko ; 165 
 1530 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 56 ; partner ; 254 
 1531 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 38 ; alno51 ; 139 
 1532 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 23 ; alno51 ; 135 
 1533 ; 1 рубль ; 1965 ;  ; Cu-Ni ; XF- ; 70 ; егор ; 101 
 1534 ; 1 рубль ; 1985 ;  ; Cu-Ni ; XF+ ; 23 ; partner ; 82 
 1535 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 26 ; partner ; 98 
 1536 ; 50 копеек ; 1964 ;  ; Cu-Ni ; AU ; 31 ; wladimir1972 ; 31 
 1537 ; 50 копеек ; 1974 ;  ; Cu-Ni ; VF-XF ; 21 ; alskr ; 21 
 1538 ; 50 копеек ; 1982 ;  ; Cu-Ni ; XF+ ; 21 ; Рэп-6 ; 20 
 1539 ; 50 копеек ; 1983 ;  ; Cu-Ni ; AU ; 7 ; solder13 ; 73 
 1540 ; 50 копеек ; 1985 ;  ; Cu-Ni ; XF+ ; 3 ; filosof ; 4 
 1541 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 21 ; k2e ; 22 
 1542 ; 25 копеек. 50 лет Советской Власти ; 1967 ;  ; Cu/Ni ; VF- ; 16 ; Синоптик ; 33 
 1543 ; 20 копеек ; 1937 ; л/с звезда плоская ; Ni ; XF- ; 10 ; o.k. ; 68 
 1544 ; 5 копеек ; 1927 ;  ; Br ; VF- ; 43 ; lvl555 ; 3001 
 1545 ; 1 копейка ; 1933 ;  ; Br ; AU ; 30 ; partner ; 1867 
 1546 ; 1 копейка ; 1953 ;  ; Br ; AU ; 16 ; ВВС ; 72 
 1547 ; 1 копейка ; 1973 ;  ; Cu-Zn ; AU ; 18 ; andreyx  ; 18 
 1548 ; 1 копейка ; 1976 ;  ; Cu-Zn ; AU ; 1 ; 76ss76 ; 2 
 1549 ; 1 копейка ; 1976 ;  ; Cu-Zn ; AU ; 3 ; 76ss76 ; 4 
 1550 ; 1 копейка ; 1976 ;  ; Cu-Zn ; AU ; 2 ; 76ss76 ; 3 
 1551 ; 20 копеек ; 1933 ;  ; Ni ; AU ; 65 ; ВВС ; 729 
 1552 ; 20 копеек ; 1933 ;  ; Ni ; VF-XF ; 77 ; leks ; 104 
 1553 ; 20 копеек ; 1935 ; л/с звезда плоская ; Ni ; XF ; 39 ; alno51 ; 105 
 1554 ; 20 копеек ; 1937 ; л/с звезда плоская ; Ni ; VF- ; 79 ; Синоптик ; 138 
 1555 ; 20 копеек ; 1949 ;  ; Ni ; VF ; 21 ; kol78 ; 45 
 1556 ; 20 копеек ; 1962 ;  ; Cu-Ni ; VF-XF ; 6 ; alskr ; 6 
 1557 ; 10 копеек ; 1932 ;  ; Ni ; XF ; 84 ; strestas ; 118 
 1558 ; 10 копеек ; 1946 ;  ; Ni ; VF-XF ; 17 ; alno51 ; 73 
 1459 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; AU ; 16 ; Синоптик ; 24 
 1460 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 19 ; filosof ; 20 
 1461 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 16 ; filosof ; 21 
 1462 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 19 ; filosof ; 23 
 1463 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; AU ; 17 ; surf2k5 ; 26 
 1464 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF+ ; 17 ; Cvetkov ; 22 
 1465 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; XF+ ; 24 ; vc57 ; 29 
 1466 ; 1 рубль ; 1981 ; Дружба на веки ; Cu-Ni ; AU ; 60 ; juchok_93rus ; 510 
 1467 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; AU ; 37 ; Alex67DeViS ; 77 
 1468 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; AU ; 31 ; vc57 ; 57 
 1469 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; AU ; 12 ; Полянка ; 55 
 1470 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; AU ; 24 ; Синоптик ; 99 
 1471 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 11 ; juchok_93rus ; 61 
 1472 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Ме ; Cu-Ni ; AU ; 20 ; o.k. ; 70 
 1473 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; AU ; 6 ; filosof ; 41 
 1474 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; AU ; 36 ; Синоптик ; 93 
 1475 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 32 ; filosof ; 36 
 1476 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; AU ; 21 ; Cvetkov ; 22 
 1477 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 18 ; filosof ; 36 
 1478 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 29 ; filosof ; 30 
 1479 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 25 ; Alex67DeViS ; 29 
 1480 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 18 ; filosof ; 23 
 1481 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; AU ; 19 ; Alex67DeViS ; 24 
 1482 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; AU ; 17 ; filosof ; 21 
 1483 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; AU ; 17 ; Cvetkov ; 22 
 1484 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; AU ; 21 ; Alex67DeViS ; 25 
 1485 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; AU ; 28 ; MishanD ; 33 
 1486 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 18 ; solder13 ; 35 
 1487 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 14 ; sa7ha ; 28 
 1488 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; AU ; 22 ; Alex67DeViS ; 25 
 1489 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; AU ; 17 ; Cvetkov ; 22 
 1490 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 48 ; juchok_93rus ; 71 
 1491 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; AU ; 20 ; filosof ; 24 
 1492 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; AU ; 19 ; Cvetkov ; 23 
 1493 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; AU ; 17 ; Cvetkov ; 22 
 1494 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; AU ; 18 ; sa7ha ; 23 
 1495 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; AU ; 18 ; Alex67DeViS ; 23 
 1496 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 21 ; Синоптик ; 90 
 1497 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; AU ; 18 ; Cvetkov ; 23 
 1498 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; Proof ; 21 ; o.k. ; 414 
 1499 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 20 ; zenith_ka ; 149 
 1500 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; Proof ; 22 ; filosof ; 161 
 1501 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 52 ; Синоптик ; 459 
 1502 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 2 ; Синоптик ; 45 
 1503 ; 1 рубль ; 1965 ;  ; Cu-Ni ; AU ; 49 ; diesel ; 306 
 1504 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 50 ; ДСВ777 ; 258 
 1505 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 23 ; partner ; 112 
 1506 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 45 ; trubochist ; 134 
 1507 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 25 ; partner ; 153 
 1508 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 33 ; trubochist ; 140 
 1408 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Велосипе ; Cu-Ni ; Unc ; 55 ; partner ; 964 
 1409 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Метание  ; Cu-Ni ; Unc ; 80 ; ДСВ777 ; 686 
 1410 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 17 ; Mike! ; 143 
 1411 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; Proof ; 54 ; Mike! ; 144 
 1412 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; Proof ; 34 ; filosof ; 155 
 1413 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; Proof ; 11 ; Данила ; 114 
 1414 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 40 ; vc57 ; 87 
 1415 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 88 ; k2e ; 194 
 1416 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 81 ; Синоптик ; 244 
 1417 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 16 ; Claver ; 48 
 1418 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 86 ; zenith_ka ; 188 
 1419 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 14 ; Синоптик ; 48 
 1420 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 13 ; Cvetkov ; 46 
 1421 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; Proof ; 73 ; Синоптик ; 188 
 1422 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 45 ; 76ss76 ; 102 
 1423 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 33 ; 76ss76 ; 98 
 1424 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 39 ; Dave ; 105 
 1425 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 31 ; juchok_93rus ; 41 
 1426 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 29 ; zenith_ka ; 199 
 1427 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 57 ; Alex67DeViS ; 59 
 1428 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; AU ; 22 ; Alex67DeViS ; 79 
 1429 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; AU ; 25 ; Cvetkov ; 25 
 1430 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Ме ; Cu-Ni ; AU ; 21 ; filosof ; 93 
 1431 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; AU ; 25 ; MishanD ; 38 
 1432 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 40 ; Mike! ; 57 
 1433 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 28 ; Alex67DeViS ; 35 
 1434 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; AU ; 18 ; Alex67DeViS ; 31 
 1435 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 15 ; filosof ; 29 
 1436 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; AU ; 38 ; vc57 ; 57 
 1437 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; AU ; 20 ; Alex67DeViS ; 31 
 1438 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; AU ; 15 ; filosof ; 29 
 1439 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 26 ; filosof ; 26 
 1440 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; Proof ; 36 ; TanechkaRE ; 750 
 1442 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 22 ; Синоптик ; 83 
 1443 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 8 ; Alex67DeViS ; 396 
 1444 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 18 ; vc57 ; 78 
 1445 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 22 ; АТ ; 66 
 1446 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 35 ; vc57 ; 83 
 1447 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 15 ; solder13 ; 62 
 1448 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 15 ; filosof ; 47 
 1449 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 13 ; filosof ; 45 
 1450 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 8 ; filosof ; 42 
 1451 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 7 ; sa7ha ; 41 
 1452 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 7 ; Alex67DeViS ; 41 
 1453 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 4 ; filosof ; 51 
 1454 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 19 ; Alex67DeViS ; 53 
 1455 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 7 ; surf2k5 ; 41 
 1456 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF+ ; 10 ; Синоптик ; 17 
 1457 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; AU ; 22 ; surf2k5 ; 22 
 1458 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 21 ; filosof ; 22 
 1358 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 7 ; Statuetka ; 33 
 1359 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 23 ; зело ; 55 
 1360 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 15 ; Statuetka ; 45 
 1361 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 29 ; Ozzy ; 99 
 1362 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 44 ; Tosha ; 136 
 1363 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 27 ; alno51 ; 135 
 1364 ; 20 копеек ; 1928 ;  ; Ag ; AU/XF ; 27 ; СанЭД ; 51 
 1365 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 16 ; СанЭД ; 53 
 1366 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 21 ; зело ; 59 
 1367 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 31 ; зело ; 102 
 1368 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 31 ; Taleon ; 156 
 1369 ; 20 копеек ; 1930 ;  ; Ag ; VF-XF ; 55 ; СанЭД ; 81 
 1370 ; 15 копеек ; 1922 ;  ; Ag ; VF-XF ; 87 ; strestas ; 153 
 1371 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 38 ; ziko ; 109 
 1372 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 26 ; MishanD ; 105 
 1373 ; 15 копеек ; 1924 ;  ; Ag ; VF-XF ; 55 ; trubochist ; 123 
 1374 ; 15 копеек ; 1925 ;  ; Ag ; AU ; 42 ; карден ; 164 
 1375 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 24 ; 76ss76 ; 102 
 1376 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 54 ; ziko ; 110 
 1377 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 54 ; starplay ; 153 
 1378 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 54 ; trubochist ; 104 
 1379 ; 10 копеек ; 1923 ;  ; Ag ; XF+ ; 44 ; shevtsov-petr ; 306 
 1380 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 20 ; strestas ; 72 
 1381 ; 10 копеек ; 1924 ;  ; Ag ; AU ; 79 ; ВВС ; 807 
 1382 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 62 ; ziko ; 133 
 1383 ; 10 копеек ; 1927 ;  ; Ag ; XF+ ; 16 ; trubochist ; 116 
 1384 ; 10 копеек ; 1929 ;  ; Ag ; VF+ ; 41 ; trubochist ; 84 
 1385 ; 10 копеек ; 1930 ;  ; Ag ; AU/XF ; 50 ; ziko ; 104 
