 3566 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 1 ; грос79 ; 22 
 1646 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Unc ; 22 ; AIK60 ; 216 
 1647 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 101 ; art67 ; 174 
 1648 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 37 ; sveta6369 ; 67 
 1649 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 14 ; acidorov ; 74 
 1650 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 32 ; edz ; 72 
 1651 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 18 ; edz ; 72 
 1652 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 60 ; валери ; 71 
 1653 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 37 ; flyfisher74 ; 97 
 1654 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 52 ; art67 ; 299 
 1655 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 44 ; flyfisher74 ; 269 
 1556 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 21 ; Jakob Sprenger ; 255 
 1557 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF- ; 12 ; Jakob Sprenger ; 216 
 1558 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; AU/XF ; 16 ; first ; 246 
 1559 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 29 ; dsidorov ; 209 
 1560 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 18 ; Jakob Sprenger ; 255 
 1561 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 58 ; Jakob Sprenger ; 245 
 1562 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 21 ; Jakob Sprenger ; 216 
 1563 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF- ; 10 ; jimmysu ; 207 
 1564 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 24 ; superaleks2004 ; 204 
 1565 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF- ; 12 ; страус ; 206 
 1566 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF- ; 29 ; qwesda ; 202 
 1567 ; Один полтинник. Деформация ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 59 ; radion ; 202 
 1568 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 27 ; страус ; 203 
 1569 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 24 ; страус ; 203 
 1570 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 5 ; SergeyAnatoljevich ; 408 
 1571 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 31 ; arseniev ; 261 
 1572 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 43 ; conrad ; 350 
 1573 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 29 ; Jakob Sprenger ; 233 
 1574 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 6 ; RVS ; 420 
 1575 ; 20 копеек ; 1922 ;  ; Ag ; F-VF ; 16 ; vasa1606 ; 102 
 1576 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 87 ; sovet ; 156 
 1577 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 26 ; xorek016 ; 35 
 1578 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 20 ; прыгун ; 50 
 1579 ; 20 копеек ; 1925 ;  ; Ag ; XF/AU ; 48 ; krft ; 65 
 1580 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 32 ; jimmysu ; 44 
 1581 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 3 ; Так!!! ; 35 
 1582 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 10 ; wolikaz ; 28 
 1583 ; 20 копеек ; 1927 ;  ; Ag ; VF- ; 8 ; страус ; 153 
 1584 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 53 ; krft ; 67 
 1585 ; 20 копеек ; 1929 ;  ; Ag ; AU/XF ; 67 ; прыгун ; 105 
 1586 ; 20 копеек ; 1930 ;  ; Ag ; XF- ; 60 ; прыгун ; 93 
 1587 ; 20 копеек ; 1930 ;  ; Ag ; XF- ; 62 ; прыгун ; 97 
 1588 ; 20 копеек ; 1930 ;  ; Ag ; VF- ; 16 ; wolikaz ; 38 
 1589 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 26 ; vasa1606 ; 153 
 1590 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 20 ; vasa1606 ; 118 
 1591 ; 15 копеек ; 1927 ;  ; Ag ; VF+ ; 14 ; боб76 ; 101 
 1592 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 15 ; jimmysu ; 49 
 1593 ; 15 копеек ; 1928 ;  ; Ag ; VF+ ; 6 ; Медведь ; 46 
 1594 ; 10 копеек ; 1923 ;  ; Ag ; XF+ ; 5 ; Man 11 ; 102 
 1595 ; 10 копеек ; 1923 ;  ; Ag ; VF-XF ; 69 ; vasa1606 ; 120 
 1596 ; 10 копеек ; 1923 ;  ; Ag ; F+ ; 4 ; alex995 ; 17 
 1597 ; 10 копеек ; 1924 ;  ; Ag ; VF- ; 23 ; Олег33 ; 184 
 1598 ; 10 копеек ; 1925 ;  ; Ag ; VF- ; 6 ; прыгун ; 37 
 1599 ; 10 копеек ; 1925 ;  ; Ag ; F+ ; 4 ; Так!!! ; 25 
 1600 ; 10 копеек ; 1928 ;  ; Ag ; AU/XF ; 10 ; lvd ; 200 
 1601 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 18 ; Так!!! ; 120 
 1602 ; 10 копеек ; 1929 ;  ; Ag ; AU/XF ; 58 ; jimmysu ; 81 
 1603 ; Полкопейки ; 1925 ;  ; Cu ; XF+ ; 121 ; Danila-56 ; 521 
 1604 ; Полкопейки ; 1927 ;  ; Cu ; XF- ; 1 ; TMAN20108 ; 505 
 1605 ; Полкопейки ; 1928 ;  ; Cu ; VF- ; 43 ; numisma ; 1625 
 1201 ; Медаль. Встреча в Верхах. М.С.Горбачев  и Р.фон  Вайцзеккер. D-38мм ; ЛМД ;  ; Ag999 ; Proof ; 26 ; ВВС ; 2335 
 1202 ; Медаль. Маршал Советского Союза. Г.К.Жуков. D-38мм ; ММД ;  ; Ag925 ; Proof ; 46 ; омт ; 1532 
 1203 ; Медаль. Московский монетный двор. D-39мм ; ММД ;  ; Би/м ; AU ; 46 ; sulin61 ; 456 
 1204 ; Медаль. 300-летие Российского флота. Адмирал Нахимов. Морская доблесть. Синоп. D-42мм ;  ;  ; Cu-Ni ; Proof ; 16 ; омт ; 472 
 1205 ; Медаль. ВОВ. D-38мм. Коробка ; СПМД ;  ; Б/м ; Proof ; 37 ; 439 ; 356 
 1206 ; Жетон. Петр I. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 97 ; Седой ; 675 
 1207 ; Жетон. Екатерина II. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 74 ; ealiev ; 461 
 1208 ; Жетон. Николай II. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 22 ; B-52 ; 451 
 1209 ; Жетон. Николай I. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 26 ; ealiev ; 406 
 1210 ; Жетон. Петр II. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 66 ; Седой ; 647 
 1211 ; Жетон. Александр II. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 18 ; B-52 ; 425 
 1212 ; Жетон. Павел I. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 61 ; ealiev ; 408 
 1213 ; Жетон. Александр I. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 23 ; ealiev ; 408 
 1214 ; Жетон. Елизавета Петровна. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 27 ; Седой ; 675 
 1215 ; Жетон. Анна Иоановна. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 25 ; Седой ; 647 
 1216 ; Жетон. Екатерина I. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 112 ; Седой ; 647 
 1217 ; Жетон. Петр III. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 94 ; Седой ; 727 
 1218 ; Жетон. Александр III. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 8 ; ealiev ; 461 
 1219 ; Жетон. Иоанн III. М-6,28г ; СПМД ;  ; Ag925 ; Proof ; 24 ; Седой ; 647 
 1220 ; Набор медалей "300 лет Российскому Военно-Морскому флоту (3шт): Князь Г.А. Потемкин-Таврический, Чесменское сражение, Линейный корабль "Св. Павел". В коробке ; ММД ;  ; Cu/Ni ; Proof ; 113 ; омт ; 3642 
 1221 ; Набор медалей "300 лет Российскому Военно-Морскому флоту (3шт): Петр I Великий, Галера "Принципиум", Взятие Азова. В коробке ; ММД ;  ; Cu/Ni ; Proof ; 55 ; омт ; 2040 
 1222 ; Набор медалей "300 лет Российскому Военно-Морскому флоту (3шт): Битва при Гангуте, Гото Предестинация, Генерал-адмирал граф Апраксин. В коробке ; ММД ;  ; Cu/Ni ; Proof ; 25 ; омт ; 2040 
 1223 ; Лот значков "Спорт" 9шт ;  ;  ; Al ; VF/XF ; 2 ; allur65 ; 31 
 1224 ; Лот значков "Воин спортсмен" 3шт ;  ;  ; Al ; VF/XF- ; 18 ; sveta6369 ; 36 
 1225 ; Лот значков "День победы" 9шт ;  ;  ; Al ; VF-XF/XF ; 3 ; himik121 ; 31 
 1226 ; Лот значков "Гербы городов" 9шт ;  ;  ; Al ; VF-XF/XF ; 2 ; vic2 ; 30 
 1227 ; Лот значков "Города" 9шт ;  ;  ; Al ; VF/XF ; 2 ; allur65 ; 31 
 1228 ; Лот значков "ВЛКСМ" 9шт ;  ;  ; Al ; VF/XF ; 15 ; vic2 ; 200 
 1229 ; Лот значков "Отличник" 3шт ;  ;  ; Al ; VF/XF+ ; 19 ; francez ; 36 
 1230 ; Лот значков "Победитель соцсоревновании" ;  ;  ; Al ; XF/AU ; 2 ; vic2 ; 30 
 1231 ; Лот значков  10шт ;  ;  ; Al ; XF-/XF+ ; 2 ; vic2 ; 30 
 1537 ; Один червонец. М-8,57гр ; 1980 ; ММД ; Au ; AU ; 42 ; al69 ; 13039 
 1538 ; Набор монет "Игры XXII Олимпиады. Москва 1980": 10,5 рублей (28шт) В коробке, с сертификатом ; 1977-1980 ;  ; Ag ; Proof ; 115 ; al69 ; 25488 
 1539 ; 3 рубля. История денежного обращения России ; 2009СПМД ;  ; Ag925 ; Proof ; 43 ; LEXAI ; 2075 
 1540 ; 2 рубля ; 2003 ; СПМД Телец ; Ag ; Proof ; 29 ; kim64 ; 1181 
 1541 ; 1 рубль ; 1994 ; ЛМД Красная книга. Гималайский медведь ; Ag ; Proof ; 14 ; strelock ; 775 
 1542 ; 1 рубль ; 1994 ; ЛМД Красная книга. Среднеазиатская кобра ; Ag ; Proof ; 26 ; wolikaz ; 755 
 1543 ; 1 рубль ; 1995 ; ЛМД Красная книга. Дальневосточный аист ; Ag ; Proof ; 18 ; kim64 ; 957 
 1544 ; 1 рубль ; 2007 ; СПМД Красная книга. Краснопоясный динодон ; Ag ; Proof ; 55 ; hemiechinus ; 1420 
 1545 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU/XF ; 67 ; ryber ; 1530 
 1546 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF- ; 31 ; Ohotnik ; 864 
 1547 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF- ; 40 ; Ohotnik ; 830 
 1548 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF- ; 44 ; прыгун ; 797 
 1549 ; Рубль ; 1924 ; (ПЛ) ; Ag ; F-VF ; 49 ; strelock ; 503 
 1550 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 37 ; conrad ; 673 
 1551 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 24 ; kom ; 527 
 1552 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 78 ; spbmila ; 246 
 1553 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 19 ; radion ; 231 
 1554 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 27 ; dimon46 ; 230 
 1555 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 23 ; Jakob Sprenger ; 235 
 1151 ; Знак об окончании гуманитарного техникума ; ЛМД ;  ; Al ; VF-XF ; 13 ; Rober ; 14 
 1152 ; Знак. Отличник Соц. Соревнования Ж/Д транспорта №137347 ;  ;  ; Ж/м, эмаль ; VF+ ; 35 ; К215 ; 310 
 1153 ; Знак. За власть советов. 40 лет в Грозном . Стодневные бои ;  ;  ; Ж/м, эмаль ; XF ; 82 ; abrek112 ; 930 
 1154 ; Знак. 30 лет победы ;  ;  ; Ж/м,эмаль ; VF-XF ; 24 ; allur65 ; 36 
 1155 ; Знак. 50 лет ВВМУРЭ им А.С.Попова ;  ;  ; Ж/м,эмаль ; XF+ ; 83 ; baumanets ; 425 
 1156 ; Знак. 60 лет ;  ;  ; Ж/м,эмаль ; AU ; 9 ; allur65 ; 45 
 1157 ; Знак. УРСР. Авангард ;  ;  ; Ж/м,эмаль ; VF+ ; 62 ; alex09 ; 215 
 1158 ; Знак. 100 лет подводному флоту ;  ;  ; Ж/м,эмаль ; AU ; 53 ; SadKo ; 326 
 1159 ; Знак об окончании ВУЗа ; ЛМД ;  ; Б/м,эмаль ; VF-XF ; 30 ; Sky2 ; 273 
 1160 ; Знак об окончании ВУЗа ;  ;  ; Б/м,эмаль ; XF- ; 24 ; Sky2 ; 340 
 1161 ; Знак. Первенство ДОСААФ СССР ;  ;  ; Ж/м ; VF-XF ; 60 ; никсер ; 153 
 1162 ; Знак. 100 лет подводным силам. ВМФ ; 2006 ;  ; Ж/м ; XF+ ; 17 ; GANS ; 269 
 1163 ; Знак. 100 лет подводному флоту России ;  ;  ; Ж/м ; AU ; 15 ; GANS ; 269 
 1164 ; Знак. Лауреат НТТМ ВЛКСМ ; ЛМД ;  ; Ж/м ; XF+- ; 5 ; поручик ; 153 
 1165 ; Знак. Выставка достижений народного хозяйства СССР. За успехи в народном хозяйстве СССР ;  ;  ; Ж/м ; XF ; 9 ; RVS ; 156 
 1166 ; Знак. Заслуженный работник культуры РСФСР ; ЛМД ;  ; Б/м ; AU ; 56 ; Alks75 ; 1886 
 1167 ; Знак. За дальний поход ;  ;  ; Ж/м ; AU ; 32 ; B-52 ; 175 
 1168 ; Знак. 100 лет подводному флоту России ;  ;  ; Ж/м ; AU ; 30 ; sikachai ; 179 
 1169 ; Знак. Морские ядерные силы ;  ;  ; Ж/м ; XF ; 13 ; abrek112 ; 163 
 1170 ; Знак. 60 лет ВВМУРЭ им А.С.Попова ;  ;  ; Ж/м ; XF+ ; 11 ; fanil ; 91 
 1171 ; Знак. Отличник советской армии ;  ;  ; Ж/м ; VF ; 5 ; sveta6369 ; 25 
 1172 ; Знак. МВД СССР ; ММД ;  ; Ж/м,эмаль ; AU ; 56 ; nansouk ; 385 
 1173 ; Знак. Отличник соц.соревнования. Министерство угольной промышленности СССР ;  ;  ; Ж/м,эмаль ; XF- ; 9 ; francez ; 2335 
 1174 ; Знак. Отличник соц.соревнования электростанции СССР ;  ;  ; Ж/м,эмаль ; AU ; 6 ; МЮВ ; 2210 
 1175 ; Знак. Ленин ;  ;  ; Ж/м,эмаль ; VF- ; 67 ; strelock ; 989 
 1176 ; Спортивный знак. 3 разряд по стрельбе ;  ;  ; Ж/м,эмаль ; XF ; 66 ; Sky2 ; 346 
 1177 ; Знак. 50 лет. Участник плавания в конвоях ;  ;  ; Б/м ; VF-XF ; 92 ; Майкл ; 230 
 1178 ; Знак. Ветеран. Автомобильная промышленность СССР ;  ;  ; Ж/м ; AU ; 85 ; GANS ; 128 
 1179 ; Знак. Гвардия СССР ;  ;  ; Ж/м,эмаль ; XF- ; 5 ; Pronoza ; 90 
 1180 ; Знак. Участнику уборки урожая на целине. ЦК ВЛКСМ ; 1957ММД ;  ; Ж/м,эмаль ; XF+ ; 3 ; ЛЯЛЯ ; 150 
 1181 ; Знак. ВЛКСМ ; ММД ;  ; Ж/м,эмаль ; XF+ ; 6 ; optimus ; 42 
 1182 ; Знак.Отличник 3 ;  ;  ; Ж/м ; XF ; 2 ; sveta6369 ; 21 
 1183 ; Знак. 50 лет освобождения Украины ;  ;  ; Ж/м ; XF ; 5 ; никсер ; 73 
 1184 ; Знак. Отличник ВВС ;  ;  ; Ж/м ; XF ; 9 ; GANS ; 179 
 1185 ; Знак. Отличник ВМФ ;  ;  ; Ж/м ; VF+ ; 6 ; spbmila ; 153 
 1186 ; Знак. Таймырская геофизическая экспедиция ; 1971 ;  ; Al ; VF ; 9 ; abrek112 ; 72 
 1187 ; Знак. 40 лет СВУ ; 1995 ;  ; Al ; XF+ ; 29 ; abrek112 ; 258 
 1188 ; Знак "За доблестную службу в Заполярье" №5257. С удостоверением ;  ;  ; Б/м ; AU ; 10 ; B-52 ; 501 
 1189 ; Знак об окончании ВТА. С удостоверением ;  ;  ; Ag,эмаль ; XF+ ; 59 ; strelock ; 5634 
 1190 ; Знак. Отличный строитель. С удостоверением ;  ;  ; Ж/м,эмаль ; XF ; 63 ; Sacha777 ; 2930 
 1191 ; Знак. 25 лет победы в ВОВ. С удостоверением ;  ;  ; Ж/м,эмаль ; AU ; 33 ; Slava O ; 357 
 1192 ; Знак.  Почетному железнодорожнику №132116. С удостоверением ;  ;  ; Ж/м,эмаль ; XF- ; 63 ; Sacha777 ; 3207 
 1193 ; Знак "За заботу о красоте города". С удостоверением ;  ;  ; Ж/м ; AU ; 19 ; МЮВ ; 161 
 1194 ; Знак "За налет 500 тыс.км" ; ММД ;  ; Ж/м,эмаль ; AU ; 42 ; psv01 ; 590 
 1195 ; Знак "За налет 300 тыс.км" ; ММД ;  ; Ж/м,эмаль ; AU ; 40 ; psv01 ; 729 
 1196 ; Знак "За налет 300 тыс.км" ; ММД ;  ; Ж/м,эмаль ; AU ; 52 ; qwe1000 ; 802 
 1197 ; Знак "За налет 300 тыс.км" ; ММД ;  ; Б/м,эмаль ; AU ; 16 ; Shadow13 ; 675 
 1198 ; Знак "За налет 300 тыс.км" ; ММД ;  ; Б/м,эмаль ; AU ; 21 ; psv01 ; 783 
 1199 ; Знак. Ленинград ; ЛМД ;  ; Ж/м ; AU ; 4 ; galun ; 34 
 1200 ; Знак. Труд ; ММД ;  ; Ж/м,эмаль ; XF+ ; 12 ; Shadow13 ; 51 
 1101 ; Медаль. За освобождение Кувейта. Кувейт ;  ;  ; Ж/м ; AU ; 18 ; abrek112 ; 334 
 1102 ; Медаль гражданского аэронавигационного патруля "За доблесть". США ;  ;  ; Ж/м ; XF ; 31 ; abrek112 ; 341 
 1103 ; Медаль "За службу во Вьетнаме". США ;  ;  ; Ж/м ; XF ; 35 ; John16 ; 816 
 1104 ; Медаль Национальной гвардии Северной Каролины. США ;  ;  ; Ж/м ; XF+ ; 25 ; abrek112 ; 510 
 1105 ; Медаль Национальной гвардии Южной Каролины "За заслуги". США ;  ;  ; Ж/м ; XF ; 26 ; abrek112 ; 510 
 1106 ; Медаль Национальной гвардии Калифорнии "За заслуги". США ;  ;  ; Ж/м ; XF+ ; 23 ; abrek112 ; 510 
 1107 ; Медаль "Легион Чести" Национальной гвардии Вирджинии. США ;  ;  ; Ж/м,эмаль ; AU ; 9 ; olvl_78 ; 301 
 1108 ; Медаль Национальной гвардии Вирджинии. США ;  ;  ; Ж/м ; XF ; 10 ; olvl_78 ; 306 
 1109 ; Медаль "За защиту нации". США ;  ;  ; Ж/м ; XF+ ; 21 ; kozlevich ; 312 
 1110 ; Поощрительная медаль армии. США ;  ;  ; Ж/м ; AU ; 31 ; smaci ; 407 
 1111 ; Медаль "За гуманитарную службу". США ;  ;  ; Ж/м ; VF-XF ; 29 ; 55-ILIA ; 213 
 1112 ; Медаль "За участие во 2МВ". Великобритания ; 1939-1945 ;  ; Cu-Ni ; XF+ ; 25 ; 439 ; 422 
 1113 ; Наградная медаль Общества сельского хозяйства Сен-Жермена. Франция, Наполеон III. D-44мм ; 1864 ;  ; Ag ; VF+ ; 48 ; lvovich ; 1385 
 1114 ; Наградная медаль Общества сельского хозяйства Кремиё (Рона-Альпы). Франция, 3-я республика. D-42мм ; конец XIX века ;  ; Ag ; AU ; 66 ; ealiev ; 1651 
 1115 ; Медаль. 3-й год правления. Папская область, Папа Григорий XV (1621-1623). D-35мм ; конец XIX века ;  ; Br ; XF+ ; 5 ; S1952 ; 464 
 1116 ; Медаль. Рождение Графа Артуа, будущего короля Карла Х. Франция, Людовик XV. D-41мм ; 1757 ;  ; Br ; VF-XF ; 40 ; ealiev ; 2040 
 1117 ; Медаль. Гинденбург. Освобождение Восточной Пруссии. Германия, 2-й рейх. D-33мм ; 1914 ;  ; Ag ; VF+ ; 51 ; lvovich ; 1226 
 1118 ; Медаль. Серия "Европейские монархи": Елизавета Австрийская. Германия. D-34мм ; 1995 ;  ; Ag ; Proof ; 41 ; abrek112 ; 457 
 1119 ; Жетон. Королевская казна. Горные водопады. Франция, Людовик XIV. D-29мм ; 1707 ;  ; Ag ; VF ; 34 ; Седой ; 1231 
 1120 ; Жетон. Иль-де-Франс. Сельскохозяйственное общество Милена. Франция, Карл Х. D-32мм ; 1824-1830 ;  ; Ag ; XF+ ; 47 ; ealiev ; 1424 
 1121 ; Жетон. Иль-де-Франс. Сельскохозяйственное общество Милена. Франция, Луи Филипп I. D-32мм ; 1830-1848 ;  ; Ag ; XF+ ; 38 ; S1952 ; 1291 
 1122 ; Жетон. Иль-де-Франс. Сельскохозяйственное общество Милена. Франция, Наполеон III. D-32мм ; 1852-1871 ;  ; Ag ; XF+ ; 21 ; S1952 ; 1189 
 1123 ; Жетон. 850 лет горной выработки в Бруххаузене. ФРГ. D-30мм ; 1994 ;  ; Ag ; Proof-Like ; 27 ; SOS ; 255 
 1124 ; Жетон. На смерть Кайзера Фридриха III. Германия, 2-й рейх. D-22мм ; 1888 ;  ; Br ; VF- ; 17 ; Mawr ; 298 
 1125 ; Жетон в память Роберта Коха. Германия, 2-й рейх. D-22мм ; 1910 ;  ; Br ; VF- ; 57 ; никсер ; 204 
 1126 ; Жетон. Франция, Людовик XIV ;  ;  ; Cu ; VF+ ; 34 ; Седой ; 535 
 1127 ; Жетон. Гавань с кораблями. Меркурий. Франция. Бордо. Гуртовая надпись "argent" ; 1833 ;  ; Ag ; AU ; 26 ; qwe1000 ; 1301 
 1128 ; Жетон. Людовик XV. Франция ; 1733 ;  ; Ag ; VF- ; 34 ; Седой ; 1261 
 1129 ; Жетон. Iohann Albrecht. Брауншвейг ; 1734 ;  ; Cu ; VF ; 46 ; Mawr ; 573 
 1130 ; Жетон. Испанские Нидерланды, Альберт и Изабелла ; 1617 ;  ; Cu ; F+ ; 70 ; Pronoza ; 704 
 1131 ; Жетон. Кардинал Ришелье. Франция ; 1635 ;  ; Cu ; VF+ ; 53 ; Седой ; 1383 
 1132 ; Жетон ? 15 R ;  ;  ; Cu в Б/м ; F-VF ; 26 ; murka1973 ; 220 
 1133 ; Медаль. Гиббс ;  ;  ; Ж/м ; XF/AU ; 43 ; Совеmы ; 228 
 1134 ; Квалификационный знак. Шуцкор. 3 степени. Финляндия. №25334. Без закрутки ;  ;  ; Fe ; VF ; 21 ; baumanets ; 347 
 1135 ; Квалификационный знак "Шуцкора" 1 класса. Финляндия №25171 ; 1930-е гг ;  ; Б/м ; AU ; 79 ; Alks75 ; 2040 
 1136 ; Знак 80 лет строительных войск в Болгарии. Болгария ; 2000 ;  ; Ж/м ; AU ; 8 ; baumanets ; 138 
 1137 ; Знак. ГДР ;  ;  ; Ж/м ; XF+ ; 13 ; Alks75 ; 81 
 1138 ; Знак иностранный ;  ;  ; Ж/м,эмаль ; VF ; 18 ; allur65 ; 51 
 1139 ; Знак "Пионер" ГДР ; 1973 ;  ; Ж/м ; VF-XF ; 13 ; dimon46 ; 33 
 1140 ; Знак иностранный (1944-1964гг) ;  ;  ; Ж/м ; VF ; 6 ; allur65 ; 123 
 1141 ; Знак. 100 лет (1906-2006) ;  ;  ; Б/м ; XF- ; 15 ; sikachai ; 169 
 1142 ; Знак иностранный ;  ;  ; Ж/м,эмаль ; VF ; 17 ; Sky2 ; 102 
 1143 ; Знак иностранный ;  ;  ; Ж/м ; XF- ; 22 ; Sky2 ; 101 
 1144 ; Знак. 30 лет. С удостоверением ;  ;  ; Ж/м ; AU ; 24 ; Alks75 ; 833 
 1145 ; Медаль "40 лет победы над фашитской Германией". Болгария. С удостоверением ;  ;  ; Ж/м ; AU ; 19 ; Alks75 ; 313 
 1146 ; Медаль "За отличие". Болгария. С удостоверением ;  ;  ; Ж/м ; AU ; 18 ; Sky2 ; 495 
 1147 ; Знак с удостоверением ;  ;  ; Ж/м ; AU ; 7 ; baumanets ; 204 
 1148 ; Знак. Ленинградское ДПО ; ЛМД ;  ; Ж/м ; AU ; 8 ; никсер ; 93 
 1149 ; Знак. Терешкова ;  ;  ; Al ; VF ; 7 ; SadKo ; 18 
 1150 ; Знак об окончании технического ВУЗа ; ЛМД ;  ; Al ; VF+ ; 7 ; Rober ; 31 
 1051 ; Медаль. Заводы Ижорские Адмиралтейские. 250 лет. Медальер Балабанов. D-60мм ;  ;  ; Ж/м ; XF+/AU ; 13 ; Sacha777 ; 308 
 1052 ; Медаль. 275 лет пробирному надзору. Москва. D-60мм ; 1975ММД ;  ; Ж/м ; AU ; 41 ; L445 ; 1301 
 1053 ; Медаль. Джакомо Пуччини (1858-1924гг). Медальер А.Кнорре. D-60мм ; 1986ЛМД ;  ; Ж/м ; AU ; 51 ; costa ; 555 
 1054 ; Медаль. Пьер Кюри (1859-1906гг). Медальер А.Филиппова. D-58мм ; 1986ЛМД ;  ; Ж/м ; AU ; 22 ; Sacha777 ; 534 
 1055 ; Медаль. Афанасьев (1826-1871гг). D-60мм ; 1977ММД ;  ; Ж/м ; AU ; 10 ; Sacha777 ; 313 
 1056 ; Медаль. Всемирный фестиваль молодежи и студентов. Медальер Васин В.А. D-64мм ; ЛМД ;  ; Ж/м ; AU ; 18 ; Sacha777 ; 521 
 1057 ; Медаль. За выдающиеся заслуги перед Родиной в годы ВОВ.  Медальеры: А.Козлов и Н.Соколов. D-58мм ;  ;  ; Al ; AU ; 29 ; 542 ; 261 
 1058 ; Медаль. 1-й пятилетний план. Медальеры: А.Козлов и Н.Соколов. D-58мм ;  ;  ; Al ; AU ; 14 ; 542 ; 184 
 1059 ; Медаль. Скульптура Летнего сада. Ленинград.  А.Македонский. Медальер С.Иванов. D-56мм ; ЛМД ;  ; Al ; XF+/AU ; 4 ; daniz ; 100 
