 6010 ; Бона иностранная Перу ;  ;  ;  ;  ; 7 ; Димон777 ; 41 
 2030 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 17 ; RuNar ; 85 
 2031 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 21 ; RuNar ; 85 
 2032 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF+ ; 9 ; Advokat1377 ; 59 
 2033 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; XF+ ; 14 ; 312 ; 72 
 2034 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF+ ; 42 ; друг ; 77 
 2035 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF+ ; 30 ; sharapov.s21 ; 77 
 2036 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 24 ; сортам70 ; 880 
 2037 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; XF ; 68 ; evgen7777777 ; 1345 
 2038 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF ; 23 ; murman ; 239 
 2039 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 23 ; pol75 ; 417 
 2040 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 17 ; сортам70 ; 164 
 2041 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; AU ; 40 ; Serg104 ; 1084 
 2042 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 13 ; igorchek ; 216 
 2043 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 20 ; igorchek ; 203 
 2044 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 11 ; igorchek ; 180 
 2045 ; 1 рубль. Новодел ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 21 ; Hirumaru ; 529 
 2046 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF ; 17 ; umbum ; 93 
 2047 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF+ ; 14 ; Hirumaru ; 89 
 2048 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF ; 23 ; sharapov.s21 ; 310 
 2049 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF ; 24 ; Max.2014 ; 181 
 2050 ; 50 копеек ; 1961 ;  ; Cu-Ni ; VF ; 17 ; mihmih69 ; 175 
 2051 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; XF+ ; 61 ; Orlov1504 ; 258 
 2052 ; 100 рублей ; 1993 ; ЛМД Белый металл ; Cu-Ni ; AU ; 39 ; alexeyre ; 146 
 2053 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 10 ; Алекс61 ; 77 
 2054 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 11 ; igorchek ; 57 
 2055 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF+ ; 37 ; werespider ; 419 
 2056 ; 20 копеек ; 1945 ;  ; Ni ; VF ; 13 ; Rober ; 87 
 2057 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF- ; 22 ; ooooo1961 ; 101 
 1958 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF ; 28 ; paranoy ; 101 
 1959 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 35 ; Unc++ ; 130 
 1960 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 33 ; Unc++ ; 130 
 1961 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; XF+ ; 31 ; сортам70 ; 300 
 1962 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 19 ; Hirumaru ; 176 
 1963 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 18 ; Unc++ ; 104 
 1964 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 19 ; Unc++ ; 102 
 1965 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 11 ; 13--13 ; 85 
 1966 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF ; 27 ; Hirumaru ; 196 
 1967 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 17 ; Unc++ ; 114 
 1968 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 19 ; Unc++ ; 110 
 1969 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 23 ; Unc++ ; 143 
 1970 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF+ ; 13 ; Mahfey ; 95 
 1971 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 17 ; Unc++ ; 139 
 1972 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 20 ; Unc++ ; 139 
 1973 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF+ ; 5 ; 13--13 ; 51 
 1974 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; XF+ ; 37 ; kimavva ; 228 
 1975 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF+ ; 11 ; Levon.Koins ; 101 
 1976 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 11 ; Advokat1377 ; 79 
 1977 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF+ ; 11 ; Advokat1377 ; 100 
 1978 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; XF+ ; 30 ; Hirumaru ; 363 
 1979 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF+ ; 19 ; Hirumaru ; 238 
 1980 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; XF+ ; 24 ; Orlov1504 ; 357 
 1981 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 11 ; Unc++ ; 102 
 1982 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF ; 17 ; Hirumaru ; 304 
 1983 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 29 ; Unc++ ; 92 
 1984 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF ; 25 ; murman ; 280 
 1985 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 22 ; ☆texas-dv☆ ; 303 
 1986 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF+ ; 26 ; posad ; 101 
 1987 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; XF ; 24 ; paranoy ; 1004 
 1988 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF+ ; 21 ; 13--13 ; 88 
 1989 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 23 ; Hirumaru ; 512 
 1990 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 16 ; Hirumaru ; 202 
 1991 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 10 ; Hirumaru ; 147 
 1992 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 9 ; frenzy ; 196 
 1993 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 34 ; frenzy ; 355 
 1994 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 7 ; Unc++ ; 155 
 1995 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF ; 22 ; Orlov1504 ; 323 
 1996 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF ; 15 ; frenzy ; 180 
 1997 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF ; 33 ; Orlov1504 ; 379 
 1998 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; XF ; 20 ; Hirumaru ; 273 
 1999 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 25 ; Unc++ ; 310 
 2000 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 47 ; murman ; 348 
 2001 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 35 ; frenzy ; 277 
 2002 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; XF+ ; 10 ; друг ; 153 
 2003 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 12 ; друг ; 184 
 2004 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 40 ; друг ; 309 
 2005 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 14 ; друг ; 196 
 2006 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 11 ; Unc++ ; 136 
 2007 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 7 ; Unc++ ; 196 
 1908 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Unc ; 24 ; Mic1977 ; 1438 
 1909 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 11 ; igorchek ; 225 
 1910 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 18 ; PROCSY ; 57 
 1911 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 10 ; PROCSY ; 57 
 1912 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 10 ; PROCSY ; 47 
 1913 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF+ ; 29 ; PROCSY ; 51 
 1914 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF- ; 12 ; RuNar ; 89 
 1915 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; XF- ; 34 ; Hirumaru ; 209 
 1916 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF- ; 7 ; boypraff ; 68 
 1917 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF ; 33 ; RuNar ; 89 
 1918 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 13 ; Hirumaru ; 104 
 1919 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 25 ; karal ; 104 
 1920 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 14 ; frenzy ; 83 
 1921 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 52 ; sotonn ; 297 
 1922 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 52 ; крым18 ; 297 
 1923 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 16 ; igorchek ; 399 
 1924 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Unc ; 60 ; torbey ; 1053 
 1925 ; 3 рубля. Упаковка ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 17 ; Ratmen ; 2563 
 1926 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 17 ; igorchek ; 351 
 1927 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF ; 24 ; paranoy ; 174 
 1928 ; 5 рублей. Упаковка нарушена ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 15 ; mitisson ; 303 
 1929 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 12 ; chapay1959 ; 1236 
 1930 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 23 ; igorchek ; 284 
 1931 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Unc ; 12 ; Unc++ ; 370 
 1932 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Unc ; 7 ; Unc++ ; 372 
 1933 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 27 ; Unc++ ; 370 
 1934 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 17 ; Unc++ ; 370 
 1935 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 25 ; zeleny3421 ; 2551 
 1936 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 7 ; забудь ; 816 
 1937 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 13 ; забудь ; 714 
 1938 ; 3 рубля. Упаковка нарушена ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Unc ; 11 ; archontbk ; 748 
 1939 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 7 ; забудь ; 714 
 1940 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 32 ; evgen7777777 ; 2590 
 1941 ; 3 рубля. Упаковка ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 32 ; anders1971 ; 2909 
 1942 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 12 ; Грач ; 1275 
 1943 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 30 ; evgen7777777 ; 2084 
 1944 ; 3 рубля. Упаковка ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 27 ; Xxzx ; 3876 
 1945 ; 3 рубля. Упаковка ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 43 ; Vol4en0k ; 4647 
 1946 ; 3 рубля. Упаковка ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 26 ; Ratmen ; 1950 
 1947 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 34 ; zeleny3421 ; 2555 
 1948 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 6 ; Sairam ; 150 
 1949 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF+ ; 11 ; 13--13 ; 89 
 1950 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; XF+ ; 13 ; 13--13 ; 99 
 1951 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 16 ; тпруф ; 153 
 1952 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 15 ; urffin ; 176 
 1953 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF ; 13 ; 13--13 ; 99 
 1954 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 13 ; Unc++ ; 108 
 1955 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF+ ; 13 ; Claster ; 204 
 1956 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF ; 31 ; paranoy ; 101 
 1957 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 7 ; Unc++ ; 102 
 1858 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 13 ; igorchek ; 186 
 1859 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; VF ; 29 ; каи51 ; 156 
 1860 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF- ; 30 ; Rober ; 405 
 1861 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 27 ; igorchek ; 399 
 1862 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Unc ; 45 ; Oleg73 ; 1319 
 1863 ; 3 рубля. Упаковка ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 22 ; Bogdan@ ; 3513 
 1864 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 19 ; Rogoff ; 359 
 1865 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 12 ; забудь ; 906 
 1866 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 13 ; posad ; 391 
 1867 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Unc ; 34 ; филипок ; 1529 
 1868 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 33 ; Ratmen ; 1360 
 1869 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Unc ; 11 ; 2skilful4u ; 717 
 1870 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 31 ; Alex1012 ; 763 
 1871 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Unc ; 31 ; Mic1977 ; 1796 
 1872 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 32 ; акто_то ; 292 
 1873 ; 1 рубль. В конверте ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 14 ; Восток ; 510 
 1874 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 29 ; 2skilful4u ; 867 
 1875 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 28 ; ☆texas-dv☆ ; 449 
 1876 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Unc ; 44 ; torbey ; 1020 
 1877 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 58 ; dimon46 ; 934 
 1878 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 41 ; Orlov1504 ; 276 
 1879 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 38 ; ацетон ; 264 
 1880 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 49 ; viv1957 ; 395 
 1881 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 35 ; друг ; 439 
 1882 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; XF+ ; 50 ; igorchek ; 378 
 1883 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; XF+ ; 19 ; 312 ; 56 
 1884 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF+ ; 17 ; PROCSY ; 57 
 1885 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF+ ; 13 ; PROCSY ; 57 
 1886 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; XF+ ; 14 ; PROCSY ; 57 
 1887 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF+ ; 12 ; PROCSY ; 58 
 1888 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF+ ; 14 ; PROCSY ; 57 
 1889 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF+ ; 18 ; каи51 ; 101 
 1890 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF+ ; 29 ; PROCSY ; 57 
 1891 ; 5 рублей. Упаковка нарушена ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 35 ; o_ruslan ; 3570 
 1892 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 55 ; забудь ; 987 
 1893 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Unc ; 11 ; уютный ; 797 
 1894 ; 1 рубль. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Unc ; 20 ; уютный ; 228 
 1895 ; 1 рубль. Упаковка ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 23 ; Восток ; 415 
 1896 ; 1 рубль. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 15 ; Xxzx ; 691 
 1897 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 16 ; Flower ; 403 
 1898 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 20 ; roma726 ; 401 
 1899 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 18 ; Flower ; 350 
 1900 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 27 ; Flower ; 380 
 1901 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 18 ; Unc++ ; 261 
 1902 ; 1 рубль. Новодел. Упаковка ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 9 ; уютный ; 612 
 1903 ; 1 рубль. Новодел. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 11 ; уютный ; 612 
 1904 ; 1 рубль. Новодел. Упаковка ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 9 ; уютный ; 612 
 1905 ; 1 рубль. Новодел. Упаковка ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 11 ; уютный ; 591 
 1906 ; 1 рубль. Новодел. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 9 ; уютный ; 567 
 1907 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 21 ; psion22 ; 1911 
 1808 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 22 ; igorchek ; 203 
 1809 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 20 ; igorchek ; 203 
 1810 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 57 ; ☆texas-dv☆ ; 509 
 1811 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 48 ; Alias ; 384 
 1812 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF- ; 9 ; x645xx ; 79 
 1813 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 13 ; igorchek ; 204 
 1814 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 19 ; igorchek ; 207 
 1815 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF+ ; 18 ; Mahfey ; 85 
 1816 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF ; 27 ; юрий73 ; 340 
 1817 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF ; 12 ; RuNar ; 85 
 1818 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF- ; 15 ; RuNar ; 90 
 1819 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF- ; 21 ; радон ; 268 
 1820 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; XF+ ; 28 ; murman ; 341 
 1821 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 16 ; igorchek ; 203 
 1822 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 22 ; igorchek ; 229 
 1823 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 21 ; sibirian ; 92 
 1824 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 22 ; karal ; 104 
 1825 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 19 ; igorchek ; 207 
 1826 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 26 ; igorchek ; 207 
 1827 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; VF+ ; 27 ; murman ; 306 
 1828 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 13 ; brigada ; 93 
