 6032 ; Бона иностранная Камбоджия ;  ;  ;  ; AU ; 16 ; джон08 ; 42 
 2180 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 16 ; Селезнев ; 373 
 2181 ; 1 рубль. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 27 ; dostavka ; 383 
 2182 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 38 ; korob ; 1141 
 2183 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 15 ; avs ; 350 
 2184 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 31 ; PIVon ; 1247 
 2185 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 31 ; neous ; 741 
 2186 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 9 ; Селезнев ; 380 
 2187 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 16 ; Кимры ; 284 
 2188 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 21 ; Кимры ; 323 
 2189 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 25 ; miranda ; 359 
 2190 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 16 ; Stanislavskiy-89 ; 423 
 2191 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 14 ; Служба тяги ; 378 
 2192 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 8 ; Кимры ; 292 
 2193 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 10 ; kma ; 318 
 2194 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 25 ; Heritage ; 363 
 2195 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 13 ; korob ; 471 
 2196 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 19 ; korob ; 465 
 2197 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 12 ; Stanislavskiy-89 ; 222 
 2198 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 8 ; gavrspb ; 450 
 2199 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 7 ; Oleg_Pr ; 500 
 2100 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; VF-XF ; 23 ; Hirumaru ; 114 
 2101 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF ; 10 ; jon78 ; 102 
 2102 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 11 ; кабачок ; 181 
 2103 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 20 ; ANDchel ; 304 
 2104 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 29 ; F+ ; 360 
 2105 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 39 ; генерал777 ; 2046 
 2106 ; 1 рубль. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 13 ; gavrspb ; 794 
 2107 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 15 ; Hirumaru ; 235 
 2108 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Unc ; 25 ; dim66 ; 1001 
 2109 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Unc ; 24 ; torbey ; 1486 
 2110 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 15 ; ростов ; 194 
 2111 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 16 ; Alias ; 194 
 2112 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 53 ; сортам70 ; 442 
 2113 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 17 ; Ozon ; 203 
 2114 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 17 ; gavrspb ; 1100 
 2115 ; 1 рубль. Упаковка ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 58 ; 462 ; 3627 
 2116 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 30 ; torbey ; 2604 
 2117 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 18 ; klimvita ; 250 
 2118 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 21 ; Alias ; 280 
 2119 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Unc ; 25 ; Балатово ; 547 
 2120 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 26 ; Alias ; 292 
 2121 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 15 ; генерал777 ; 266 
 2122 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 15 ; kost ; 194 
 2123 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 38 ; sibirian ; 295 
 2124 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 41 ; Охта ; 939 
 2125 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 21 ; skill27 ; 302 
 2126 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 37 ; m1940 ; 202 
 2127 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 27 ; KHODOVNV77 ; 888 
 2128 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 28 ; сортам70 ; 1022 
 2129 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 37 ; 01020304 ; 2550 
 2130 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Unc ; 18 ; klimvita ; 561 
 2131 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 32 ; dim78 ; 211 
 2132 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 45 ; dim78 ; 203 
 2133 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 55 ; Hirumaru ; 257 
 2134 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 19 ; dim78 ; 187 
 2135 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 22 ; Hirumaru ; 228 
 2136 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 32 ; dim78 ; 253 
 2137 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 25 ; Hirumaru ; 317 
 2138 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 29 ; Dextor222 ; 255 
 2139 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 34 ; KHODOVNV77 ; 1326 
 2140 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 33 ; KHODOVNV77 ; 492 
 2141 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 29 ; KHODOVNV77 ; 926 
 2142 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 35 ; Hirumaru ; 208 
 2143 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 17 ; Hirumaru ; 352 
 2144 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 23 ; kop ; 357 
 2145 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 23 ; kirkar ; 308 
 2146 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 24 ; kop ; 375 
 2147 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 18 ; Hirumaru ; 239 
 2148 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 13 ; Селезнев ; 1020 
 2149 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 18 ; Varoh ; 1428 
 2050 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 28 ; mishakl ; 373 
 2051 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; AU ; 36 ; Oleg73 ; 881 
 2052 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 35 ; m1940 ; 407 
 2053 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 19 ; drn137 ; 1893 
 2054 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 13 ; Heritage ; 148 
 2055 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 9 ; Heritage ; 123 
 2056 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; XF+ ; 19 ; страус ; 202 
 2057 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 16 ; yer67ty ; 159 
 2058 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 48 ; ANDchel ; 301 
 2059 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 28 ; SlaVic ; 510 
 2060 ; 1 рубль. Ошибка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 14 ; Koroed ; 204 
 2061 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF ; 48 ; KSCFZ ; 285 
 2062 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 11 ; yer67ty ; 181 
 2063 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 20 ; ANDchel ; 380 
 2064 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 16 ; Alias ; 426 
 2065 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; AU ; 35 ; gdrg2 ; 982 
 2066 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 8 ; ger_ostrat ; 204 
 2067 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF- ; 24 ; mix69531 ; 290 
 2068 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 35 ; solder13 ; 345 
 2069 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; XF ; 17 ; KSCFZ ; 100 
 2070 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 34 ; Hirumaru ; 225 
 2071 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; XF ; 24 ; paranoy ; 177 
 2072 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF+ ; 23 ; SlaVic ; 184 
 2073 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 7 ; la_fiera ; 100 
 2074 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 16 ; как только ; 303 
 2075 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 8 ; ANDchel ; 43 
 2076 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 9 ; la_fiera ; 100 
 2077 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 17 ; нормировщик9 ; 306 
 2078 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF ; 30 ; Ctap4e ; 294 
 2079 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF+ ; 11 ; Ctap4e ; 280 
 2080 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF+ ; 19 ; V.I.P.E.R. ; 99 
 2081 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 56 ; Oleg73 ; 458 
 2082 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 25 ; dinkini ; 714 
 2083 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 30 ; prostor.71 ; 428 
 2084 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF+ ; 43 ; paranoy ; 324 
 2085 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; AU ; 38 ; iizikul ; 908 
 2086 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 14 ; semennurspb ; 1135 
 2087 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; XF+ ; 17 ; aibolit15 ; 1009 
 2088 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 19 ; semennurspb ; 1152 
 2089 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF- ; 7 ; la_fiera ; 100 
 2090 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; AU ; 16 ; mix69531 ; 421 
 2091 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; AU ; 16 ; Volok ; 408 
 2092 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 31 ; skill27 ; 301 
 2093 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 9 ; mix69531 ; 480 
 2094 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 15 ; Oleg73 ; 338 
 2095 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF ; 9 ; la_fiera ; 100 
 2096 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 29 ; sibirian ; 503 
 2097 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 12 ; aibolit15 ; 1020 
 2098 ; 1 рубль. Упаковка. Новодел ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 50 ; Алексис ; 1026 
 2099 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 24 ; klimvita ; 306 
 2000 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 27 ; Dextor222 ; 207 
 2001 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 28 ; jon78 ; 169 
 2002 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; VF ; 28 ; la_fiera ; 43 
 2003 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 93 ; kott ; 1309 
 2004 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 18 ; la_fiera ; 44 
 2005 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 22 ; Мак Дак ; 190 
 2006 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 10 ; jon78 ; 102 
 2007 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 56 ; Stanislavskiy-89 ; 232 
 2008 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 9 ; Boris73 ; 44 
 2009 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 12 ; сортам70 ; 138 
 2010 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 39 ; dim78 ; 267 
 2011 ; 1 рубль. Упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 31 ; heavy_fly ; 969 
 2012 ; 1 рубль. Упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 65 ; Val1978 ; 2081 
 2013 ; 1 рубль. Упаковка ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 59 ; Vol4en0k ; 2819 
 2014 ; 1 рубль. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 66 ; gavrspb ; 1233 
 2015 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 24 ; Big-Ol ; 354 
 2016 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF+ ; 26 ; paranoy ; 372 
 2017 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Unc ; 28 ; ger_ostrat ; 304 
 2018 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 13 ; semennurspb ; 996 
 2019 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 34 ; Oleg73 ; 850 
 2020 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 34 ; alexandr1968 ; 301 
 2021 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF+ ; 28 ; 8800 ; 284 
 2022 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 21 ; RusManson ; 101 
 2023 ; 3 рубля. Упаковка ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 38 ; Fliege1 ; 2779 
 2024 ; 3 рубля. Упаковка ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 29 ; zeleny3421 ; 3104 
 2025 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF+ ; 14 ; jon78 ; 143 
 2026 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; XF+ ; 30 ; wwn ; 312 
 2027 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF+ ; 13 ; Serg78 ; 165 
 2028 ; 5 рублей.  Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 38 ; gavrspb ; 936 
 2029 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 16 ; сортам70 ; 360 
 2030 ; 1 рубль. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Unc ; 33 ; Val1978 ; 368 
 2031 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF+ ; 11 ; Serg78 ; 164 
 2032 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 23 ; alexandr1968 ; 266 
 2033 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 15 ; Heritage ; 204 
 2034 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 11 ; Serg78 ; 119 
 2035 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; XF+ ; 34 ; V.I.P.E.R. ; 156 
 2036 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF+ ; 27 ; Bespan ; 306 
 2037 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 27 ; dim78 ; 219 
 2038 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 18 ; генерал777 ; 408 
 2039 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF+ ; 14 ; Serg78 ; 162 
 2040 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 42 ; sibirian ; 302 
 2041 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF+ ; 21 ; Heritage ; 164 
 2042 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF+ ; 37 ; paranoy ; 284 
 2043 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF+ ; 28 ; KSCFZ ; 165 
 2044 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF+ ; 10 ; KSCFZ ; 151 
 2045 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 23 ; SlaVic ; 208 
 2046 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; XF ; 58 ; Мак Дак ; 296 
 2047 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 27 ; yer67ty ; 169 
 2048 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 37 ; Мак Дак ; 327 
 2049 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 32 ; Wolf989 ; 422 
 1950 ; 1 рубль ; 1997 ; ММД широкий кант ; Cu-Ni-Zn ; VF+ ; 57 ; Я купил монету ; 5057 
 1951 ; 10 копеек ; 1966 ;  ; Cu-Ni ; XF+ ; 67 ; Калуга59 ; 4108 
 1952 ; 50 копеек. Упаковка ; 1976 ;  ; Cu-Ni ; AU ; 28 ; gdrg2 ; 1013 
 1953 ; 10 копеек. Упаковка ; 1976 ;  ; Cu-Ni ; AU ; 10 ; heavy_fly ; 100 
 1954 ; 5 копеек. Упаковка ; 1976 ;  ; Cu-Zn ; XF ; 30 ; мон ; 67 
 1955 ; 10 копеек. Плащ с вертикальными складками ; 2000СП ;  ; Cu-Zn ; XF- ; 14 ; kalash79 ; 555 
 1956 ; 10 копеек. Плащ с вертикальными складками ; 2001СПМД ;  ; Cu-Zn ; VF-XF ; 51 ; astronom ; 3060 
 1957 ; 50 копеек ; 1967 ;  ; Cu-Ni ; VF-XF ; 37 ; denishe ; 1817 
 1958 ; 20 копеек ; 1965 ;  ; Cu-Ni ; XF- ; 33 ; прохожий ; 3709 
 1959 ; 15 копеек ; 1965 ;  ; Cu-Ni ; XF- ; 37 ; прохожий ; 3860 
 1960 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; XF ; 42 ; denishe ; 2064 
 1961 ; 20 копеек ; 1967 ;  ; Cu-Ni ; XF+ ; 15 ; konstk2 ; 1122 
 1962 ; 3 копейки ; 1965 ;  ; Cu-Zn ; VF+ ; 28 ; KSCFZ ; 693 
 1963 ; 50 копеек ; 1976 ;  ; Cu-Ni ; AU ; 39 ; hugo ; 1134 
 1964 ; 50 копеек ; 1976 ;  ; Cu-Ni ; VF+ ; 22 ; aibolit15 ; 1071 
 1965 ; 50 копеек ; 1976 ;  ; Cu-Ni ; AU ; 30 ; 67 ; 1061 
 1966 ; 20 копеек ; 1968 ;  ; Cu-Ni ; AU ; 29 ; 67 ; 1581 
 1967 ; 20 копеек ; 1973 ;  ; Cu-Ni ; XF+ ; 71 ; konstk2 ; 7581 
 1968 ; 2 рубля. Аверс/Реверс 120 градусов ; 2013 ;  ; Ni/St ; AU ; 18 ; 1010110 ; 210 
 1969 ; 10 рублей. Аверс/реверс 270 градусов ; 2010 ; СПМД ; сталь+латунь ; VF+ ; 54 ; Длинный ; 222 
 1970 ; 5 рублей. Аверс/реверс 110 градусов ; 1997 ; СПМД ; Cu in Cu-Ni ; VF+ ; 68 ; Длинный ; 260 
 1971 ; 1 рубль. Ракскол штемпеля ; 1997 ;  ; Cu/Ni ; VF ; 71 ; Длинный ; 261 
 1972 ; 1 рубль - 1 доллар. Разоружения. Сертификат ;  ;  ; Al ; AU ; 120 ; Я купил монету ; 1124 
 1973 ; 1 рубль - 1 доллар. Разоружения. Сертификат ;  ;  ; Al ; AU ; 85 ; тюря ; 1205 
 1974 ; 1 рубль.  В капсуле NGC ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; MS 69 ; 53 ; 37577 ; 2346 
 1975 ; 1 рубль.  В капсуле NGC ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof 69 ; 48 ; arbatOV ; 2004 
 1976 ; 3 рубля. В капсуле NGC ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof 69 ; 49 ; taha ; 2267 
 1977 ; 1 копейка. В капсуле SCG ; 1949 ;  ; Br ; AU ; 15 ; za-via ; 227 
 1978 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 47 ; WikTor75 ; 2500 
 1979 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 12 ; RusManson ; 80 
 1980 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF ; 23 ; Serg78 ; 113 
 1981 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; VF+ ; 43 ; RusManson ; 104 
