 3214 ; Бона иностранная ;  ;  ;  ;  ; 52 ; derk02 ; 104 
 1629 ; 2 копейки ; 1932 ;  ; Br ; F-VF ; 5 ; Lukich47 ; 53 
 1630 ; 2 копейки ; 1940 ;  ; Br ; VF- ; 15 ; vitas123 ; 57 
 1631 ; 2 копейки ; 1949 ;  ; Br ; F-VF ; 3 ; росвет ; 21 
 1632 ; 1 копейка ; 1927 ;  ; Br ; F-VF ; 7 ; crazybober ; 131 
 1633 ; 1 копейка ; 1928 ;  ; Br ; F ; 19 ; kosmos75 ; 204 
 1634 ; 1 копейка ; 1938 ;  ; Br ; VF ; 17 ; SNV ; 57 
 1635 ; 1 копейка ; 1949 ;  ; Br ; VF- ; 3 ; росвет ; 11 
 1636 ; 1 копейка. Деформация ; 1953 ;  ; Br ; F-VF ; 13 ; stroitel61 ; 24 
 1637 ; 1 копейка ; 1954 ;  ; Br ; VF+ ; 3 ; росвет ; 21 
 1638 ; 20 копеек ; 1939 ;  ; Ni ; VF- ; 22 ; kotok ; 87 
 1639 ; 20 копеек ; 1950 ;  ; Ni ; VF- ; 37 ; stepevg ; 332 
 1640 ; 15 копеек ; 1944 ;  ; Ni ; VF-XF ; 32 ; opop ; 362 
 1641 ; 2 копейки ; 1935 ;  ; Br ; VF+ ; 30 ; papa3 ; 214 
 1642 ; 50 копеек. "50 лет советской власти" ; 1967 ;  ; Cu-Ni ; AU ; 17 ; alex888 ; 102 
 1643 ; 50 копеек ; 1976 ;  ; Cu-Ni ; VF-XF ; 70 ; art67 ; 261 
 1644 ; 1 копейка ; 1936 ;  ; Br ; VF-XF ; 22 ; Олег33 ; 57 
 1645 ; 1 копейка ; 1938 ;  ; Br ; AU ; 10 ; opop ; 51 
 1646 ; 1 копейка ; 1949 ;  ; Br ; AU ; 19 ; crazybober ; 216 
 1647 ; 1 копейка ; 1951 ;  ; Br ; XF ; 37 ; kosmos75 ; 179 
 1648 ; 1 копейка ; 1952 ;  ; Br ; VF+ ; 15 ; росвет ; 16 
 1649 ; 1 копейка ; 1955 ;  ; Br ; VF-XF ; 16 ; nigal ; 26 
 1650 ; 1 копейка ; 1961 ;  ; Cu-Zn ; VF+ ; 27 ; kosmos75 ; 75 
 1651 ; 1 копейка ; 1962 ;  ; Cu-Zn ; XF+ ; 15 ; nigal ; 21 
 1652 ; 1 копейка ; 1967 ;  ; Cu-Zn ; XF+ ; 12 ; Dom Perignon ; 11 
 1653 ; 1 копейка ; 1969 ;  ; Cu-Zn ; AU ; 8 ; Saneck ; 16 
 1654 ; 1 копейка ; 1975 ;  ; Cu-Zn ; VF+ ; 3 ; Dom Perignon ; 4 
 1655 ; 50 копеек ; 1964 ;  ; Cu-Ni ; VF-XF ; 15 ; росвет ; 21 
 1656 ; 20 копеек ; 1961 ;  ; Cu-Ni ; F-VF ; 1 ; росвет ; 2 
 1657 ; 20 копеек ; 1990 ;  ; Cu-Ni ; XF ; 0 ; Не продан ; 0 
 1658 ; 20 копеек ; 1931 ;  ; Ni ; AU ; 59 ; Man 11 ; 123 
 1559 ; 10 копеек ; 1932 ;  ; Ni ; VF-XF ; 21 ; kotok ; 35 
 1560 ; 10 копеек ; 1933 ;  ; Ni ; VF ; 19 ; МАВ21 ; 102 
 1561 ; 10 копеек ; 1935 ;  ; Ni ; VF- ; 30 ; Олег33 ; 102 
 1562 ; 10 копеек ; 1936 ;  ; Ni ; VF-XF ; 43 ; QSCV ; 46 
 1563 ; 10 копеек ; 1939 ;  ; Ni ; VF- ; 7 ; shknikolay ; 32 
 1564 ; 10 копеек ; 1940 ;  ; Ni ; VF+ ; 77 ; POUL ; 204 
 1565 ; 5 копеек ; 1931 ;  ; Br ; F ; 5 ; Statuetka ; 10 
 1566 ; 5 копеек ; 1940 ;  ; Br ; VF+ ; 9 ; росвет ; 55 
 1567 ; 3 копейки ; 1931 ;  ; Br ; VF+ ; 15 ; crazybober ; 36 
 1568 ; 3 копейки ; 1936 ; л/с звезда фигурная ; Br ; VF- ; 11 ; Олег33 ; 51 
 1569 ; 3 копейки ; 1939 ;  ; Br ; VF- ; 11 ; alex995 ; 12 
 1570 ; 3 копейки ; 1940 ;  ; Br ; VF ; 6 ; дока ; 35 
 1571 ; 3 копейки ; 1946 ;  ; Br ; VF ; 10 ; Dom Perignon ; 16 
 1572 ; 3 копейки ; 1957 ; в венке герба 15 лент ; Br ; VF ; 5 ; kouts-misha ; 5 
 1573 ; 2 копейки ; 1936 ;  ; Br ; F-VF ; 3 ; Олег33 ; 3 
 1574 ; 2 копейки ; 1940 ;  ; Br ; VF+ ; 17 ; zenit-spb ; 47 
 1575 ; 1 копейка ; 1938 ;  ; Br ; F-VF ; 14 ; pref ; 14 
 1576 ; 1 копейка ; 1940 ;  ; Br ; XF ; 29 ; crazybober ; 102 
 1577 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 24 ; crazybober ; 184 
 1578 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 25 ; crazybober ; 153 
 1579 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 36 ; crazybober ; 153 
 1580 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 44 ; ten137 ; 133 
 1581 ; 50 копеек ; 1961 ;  ; Cu-Ni ; VF-XF ; 38 ; o.k. ; 93 
 1582 ; 50 копеек ; 1968 ;  ; Cu-Ni ; VF-XF ; 21 ; Dom Perignon ; 26 
 1583 ; 50 копеек ; 1979 ;  ; Cu-Ni ; AU ; 19 ; solder13 ; 67 
 1584 ; 20 копеек ; 1937 ; л/с звезда плоская ; Ni ; VF-XF ; 38 ; niva ; 159 
 1585 ; 20 копеек ; 1939 ;  ; Ni ; VF+ ; 39 ; shknikolay ; 138 
 1586 ; 20 копеек ; 1940 ; л/с звезда плоская ; Ni ; VF-XF ; 18 ; AlykARD ; 90 
 1587 ; 20 копеек ; 1969 ;  ; Cu-Ni ; AU ; 70 ; weter41 ; 885 
 1588 ; 15 копеек ; 1944 ;  ; Ni ; XF+ ; 48 ; Дак ; 722 
 1589 ; 15 копеек ; 1980 ;  ; Cu-Ni ; AU ; 19 ; kouts-misha ; 15 
 1590 ; 10 копеек ; 1965 ;  ; Cu-Ni ; AU ; 68 ; Kuzmich61 ; 1274 
 1591 ; 10 копеек ; 1983 ;  ; Cu-Ni ; AU ; 2 ; solder13 ; 3 
 1592 ; 5 копеек ; 1931 ;  ; Br ; XF- ; 44 ; opop ; 561 
 1593 ; 5 копеек ; 1949 ;  ; Br ; VF ; 21 ; crazybober ; 51 
 1594 ; 1 копейка ; 1938 ;  ; Br ; VF+ ; 11 ; crazybober ; 43 
 1595 ; 20 копеек ; 1932 ;  ; Ni ; XF+ ; 24 ; Man 11 ; 53 
 1596 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 24 ; Epsilon ; 100 
 1597 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF+ ; 4 ; lorens ; 55 
 1598 ; 15 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF+ ; 20 ; lorens ; 55 
 1599 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF+ ; 20 ; lorens ; 55 
 1600 ; 5 копеек ; 1957 ; в венке герба 15 лент ; Br ; XF+ ; 19 ; crazybober ; 72 
 1601 ; 3 копейки ; 1957 ; в венке герба 15 лент ; Br ; AU ; 14 ; opop ; 57 
 1602 ; 3 копейки ; 1937 ;  ; Br ; F-VF ; 6 ; Statuetka ; 6 
 1603 ; 2 копейки ; 1971 ;  ; Cu-Zn ; VF+ ; 1 ; Dom Perignon ; 2 
 1604 ; 1 копейка. Упаковка ; 1973 ;  ; Cu-Zn ; Unc ; 2 ; goland ; 100 
 1605 ; 20 копеек ; 1936 ; л/с звезда плоская ; Ni ; F+ ; 22 ; AlykARD ; 26 
 1606 ; 15 копеек ; 1931 ;  ; Ni ; AU ; 8 ; ghjk ; 228 
 1607 ; 10 копеек ; 1931 ;  ; Ni ; XF+ ; 8 ; shknikolay ; 183 
 1608 ; 5 копеек ; 1926 ;  ; Br ; F+ ; 8 ; nigal ; 204 
 1509 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 17 ; kasha ; 125 
 1510 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 31 ; ten137 ; 129 
 1511 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 22 ; ten137 ; 130 
 1512 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 12 ; myAC ; 151 
 1513 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 25 ; verazal ; 159 
 1514 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 30 ; myAC ; 184 
 1515 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 19 ; 13 ; 100 
 1516 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 20 ; Epsilon ; 180 
 1517 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 23 ; solder13 ; 153 
 1518 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 10 ; Agava ; 157 
 1519 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 21 ; 13 ; 153 
 1520 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 52 ; 13 ; 306 
 1521 ; 1 рубль.Большая звезда ; 1980 ;  ; Cu-Ni ; AU ; 39 ; Михалыч57 ; 294 
 1522 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 23 ; lvl555 ; 294 
 1523 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 13 ; Agava ; 204 
 1524 ; 1 рубль. Большая звезда ; 1981 ;  ; Cu-Ni ; AU ; 35 ; Михалыч57 ; 264 
 1525 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 29 ; myAC ; 155 
 1526 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 54 ; myAC ; 251 
 1527 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 17 ; Agava ; 105 
 1528 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 9 ; Agava ; 123 
 1529 ; 1 рубль ; 1986 ;  ; Cu-Ni ; AU ; 11 ; Epsilon ; 150 
 1530 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 23 ; Agava ; 161 
 1531 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 12 ; Epsilon ; 100 
 1532 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 17 ; myAC ; 102 
 1533 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 38 ; t2029 ; 62 
 1534 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 62 ; igor_vk ; 118 
 1535 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 49 ; 13 ; 85 
 1536 ; 20 копеек ; 1937 ; л/с звезда плоская ; Ni ; AU ; 41 ; 10 ; 104 
 1537 ; 20 копеек ; 1943 ; л/с звезда плоская ; Ni ; AU ; 61 ; nivva ; 411 
 1538 ; 20 копеек ; 1949 ;  ; Ni ; XF ; 11 ; Kuzmich61 ; 51 
 1539 ; 20 копеек ; 1951 ;  ; Ni ; XF+ ; 40 ; Данила ; 108 
 1540 ; 20 копеек ; 1952 ;  ; Ni ; XF ; 11 ; Alekss_27 ; 50 
 1541 ; 15 копеек ; 1932 ;  ; Ni ; VF-XF ; 29 ; art67 ; 46 
 1542 ; 15 копеек ; 1935 ;  ; Ni ; VF-XF ; 73 ; POUL ; 153 
 1543 ; 15 копеек ; 1941 ;  ; Ni ; XF+ ; 25 ; vitas123 ; 120 
 1544 ; 15 копеек ; 1943 ;  ; Ni ; XF+ ; 21 ; vitas123 ; 220 
 1545 ; 10 копеек ; 1932 ;  ; Ni ; AU ; 8 ; Man 11 ; 105 
 1546 ; 10 копеек ; 1936 ;  ; Ni ; XF- ; 9 ; nigal ; 51 
 1547 ; 10 копеек ; 1945 ;  ; Ni ; VF-XF ; 23 ; @@@ ; 277 
 1548 ; 10 копеек ; 1946 ;  ; Ni ; XF- ; 7 ; nigal ; 37 
 1549 ; 10 копеек ; 1949 ;  ; Ni ; XF- ; 13 ; stepevg ; 62 
 1550 ; 10 копеек ; 1950 ;  ; Ni ; XF ; 16 ; Данила ; 123 
 1551 ; 2 копейки ; 1934 ;  ; Br ; VF+ ; 16 ; o.k. ; 65 
 1552 ; 2 копейки ; 1937 ;  ; Br ; XF+ ; 35 ; zenit-spb ; 79 
 1553 ; 1 копейка ; 1933 ;  ; Br ; AU ; 48 ; crazybober ; 261 
 1554 ; 1 копейка ; 1946 ;  ; Br ; AU ; 12 ; nigal ; 102 
 1555 ; 100 рублей ; 1992 ; ЛМД биметалл ; Cu-Ni ; AU ; 8 ; kouts-misha ; 13 
 1556 ; 50 рублей ; 1992 ; ЛМД биметалл ; Cu-Zn ; AU ; 6 ; zar17 ; 7 
 1557 ; 15 копеек ; 1931 ;  ; Ni ; VF-XF ; 17 ; kotok ; 51 
 1558 ; 15 копеек ; 1937 ;  ; Ni ; F-VF ; 35 ; lvl555 ; 92 
 1459 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; Proof ; 5 ; vovan100 ; 528 
 1460 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 38 ; kop ; 407 
 1461 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 3 ; ДСВ777 ; 528 
 1462 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Велосипе ; Cu-Ni ; Proof ; 21 ; hugo ; 1592 
 1463 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание  ; Cu-Ni ; Proof ; 25 ; 13 ; 928 
 1464 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 30 ; fpd7 ; 82 
 1465 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 20 ; Andronnikov ; 74 
 1466 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 19 ; fpd7 ; 64 
 1467 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 38 ; lori ; 59 
 1468 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 16 ; lori ; 67 
 1469 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 61 ; lori ; 95 
 1470 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; AU ; 15 ; Statuetka ; 38 
 1471 ; 1 рубль. Новодел ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 31 ; papa3 ; 204 
 1472 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 34 ; shiraliv ; 153 
 1473 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; AU ; 16 ; vitas123 ; 31 
 1474 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 13 ; t2029 ; 45 
 1475 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; AU ; 11 ; Batya.Manowar ; 53 
 1476 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагар ; Cu-Ni ; AU ; 19 ; dnk8 ; 30 
 1477 ; 1 рубль. Новодел ; 1981 ; Дружба на веки ; Cu-Ni ; Proof ; 38 ; Vall2009 ; 279 
 1478 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 88 ; lori ; 315 
 1479 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; AU ; 36 ; vitas123 ; 97 
 1480 ; 1 рубль. Новодел ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; Proof ; 34 ; vladimir232 ; 453 
 1481 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 17 ; shiraliv ; 104 
 1482 ; 1 рубль. Новодел ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; Proof ; 47 ; papa3 ; 415 
 1483 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; Proof ; 57 ; Batya.Manowar ; 255 
 1484 ; 1 рубль. Новодел ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; Proof ; 67 ; Sky2 ; 306 
 1485 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 22 ; Данила ; 73 
 1486 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; Proof ; 19 ; 13 ; 94 
 1487 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; Proof ; 12 ; igor_vk ; 93 
 1488 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; Proof ; 23 ; igor_vk ; 92 
 1489 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; Proof ; 17 ; 13 ; 99 
 1490 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; Proof ; 15 ; 13 ; 94 
 1491 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; Proof ; 11 ; t2029 ; 110 
 1492 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; Proof ; 20 ; 13 ; 126 
 1493 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; Proof ; 16 ; 13 ; 86 
 1494 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; Proof ; 11 ; 13 ; 94 
 1495 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; Proof ; 10 ; 13 ; 78 
 1496 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; Proof ; 28 ; 13 ; 94 
 1497 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; Proof ; 22 ; 13 ; 79 
 1498 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возр ; Cu-Ni ; Proof ; 22 ; lori ; 226 
 1499 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; AU ; 18 ; Batya.Manowar ; 492 
 1500 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купа ; Cu-Ni ; Proof ; 19 ; t2029 ; 170 
 1501 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Ло ; Cu-Ni ; AU ; 17 ; t2029 ; 170 
 1502 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Де ; Cu-Ni ; Proof ; 24 ; Sky2 ; 524 
 1503 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Ма ; Cu-Ni ; Proof ; 53 ; pgperes ; 869 
 1504 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 18 ; 10 ; 102 
 1505 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 37 ; самбор ; 75 
 1506 ; 1 рубль ; 1965 ;  ; Cu-Ni ; AU ; 29 ; Agava ; 227 
 1507 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 34 ; Agava ; 207 
 1508 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 18 ; myAC ; 117 
 1409 ; 10 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 51 ; nigal ; 309 
 1410 ; Разменный знак 1. Шпицберген. Арктиуголь. Проба. Тираж 100шт ; 1998СПМД ;  ; Al ; AU ; 53 ; lvl555 ; 6513 
 1411 ; Разменный знак 0,5. Шпицберген. Арктиуголь. Проба. Тираж 100шт ; 1998СПМД ;  ; Мельхиор ; AU ; 31 ; sulin61 ; 7177 
 1412 ; Разменный знак 0,1. Шпицберген. Арктиуголь. Проба. Тираж 100шт ; 1998СПМД ;  ; Томпак ; AU ; 37 ; sulin61 ; 7479 
 1413 ; Разменный знак 10. Остров Шпицберген. Арктиуголь без надписи "разменный знак". Подъем подлодки "Курск". Тираж 15шт ; 2001СПМД ;  ; Al ; Proof ; 63 ; sulin61 ; 24550 
 1414 ; Разменный знак 10. Остров Шпицберген. Арктиуголь. Наводнение - Юг России. М-13,97г. Тираж 6шт ; 2002СПМД ;  ; Ag925 ; Proof ; 59 ; sulin61 ; 28836 
 1415 ; 3 рубля ; 1918 ; кружок меньше ;  ; VF+ ; 148 ; ghjk ; 10200 
 1416 ; 1 рубль. Ошибка на циферблате вместо IV часов VI ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 54 ; lvl555 ; 397 
 1417 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; Proof ; 65 ; crazybober ; 703 
 1418 ; 5 копеек ; 1970 ;  ; Cu-Zn ; VF-XF ; 19 ; shknikolay ; 5100 
 1419 ; 10 рублей ; 1991 ; ММД ; Cu-Zn/Cu-N ; AU ; 74 ; POUL ; 6735 
 1420 ; 20 копеек. Аверс/Реверс 25 градусов ; 1932 ;  ; Ni ; VF-XF ; 19 ; imi ; 145 
 1421 ; 20 копеек.Аверс/Реверс 15 градусов ; 1933 ;  ; Ni ; VF ; 9 ; imi ; 51 
 1422 ; 15 копеек. Аверс/Реверс 20 градусов ; 1932 ;  ; Ni ; AU ; 31 ; Qersej ; 100 
 1423 ; 1 копейка. Аверс/Реверс 30 градусов ; 1931 ;  ; Br ; VF+ ; 46 ; non68 ; 426 
 1424 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 15 ; lori ; 185 
 1425 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячеле ; Cu-Ni ; Proof ; 37 ; lori ; 185 
 1426 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 39 ; gorfil ; 206 
 1427 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 32 ; 13 ; 351 
 1428 ; 5 рублей. Упаковка ; 1993 ; Сергиев Пасад ; Cu-Ni ; Proof ; 33 ; 13 ; 379 
 1429 ; 5 рублей. Упаковка ; 1993 ; Сергиев Пасад ; Cu-Ni ; Unc ; 19 ; Sky2 ; 227 
 1430 ; 3 рубля. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 12 ; lori ; 120 
 1431 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 14 ; t2029 ; 180 
 1432 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; Unc ; 26 ; alex888 ; 155 
 1433 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; Proof ; 13 ; t2029 ; 203 
 1434 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 15 ; gorfil ; 219 
 1435 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Unc ; 13 ; vanamo ; 158 
 1436 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Unc ; 65 ; gorfil ; 265 
 1437 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 38 ; gorfil ; 213 
 1438 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; Proof ; 20 ; klimvita ; 120 
 1439 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; Proof ; 42 ; Данила ; 140 
 1440 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; Proof ; 30 ; Данила ; 96 
 1441 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 29 ; 13 ; 120 
 1442 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; Proof ; 31 ; vrs ; 152 
 1443 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; Proof ; 37 ; vrs ; 113 
 1444 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; Proof ; 43 ; Данила ; 110 
 1445 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; Proof ; 23 ; 13 ; 143 
