 5868 ; Бона иностранная ;  ;  ;  ;  ; 33 ; VOLKODAVS5 ; 147 
 2033 ; Лот монет СССР (3шт): 5к,3к,2к ; 1930,1938,1966 ;  ; Br,Cu/Zn ; F+ ; 22 ; cr2952 ; 240 
 2034 ; Лот монет СССР (6шт): 50к,20к,15к,10к,2к ; 1924-1982 ;  ; Cu,Cu/Ni,Ni ; F/F+ ; 30 ; yunonik ; 155 
 2035 ; Лот монет СССР (19шт): 5 копеек ; 1930-1957 ;  ; Br ; VG/F ; 8 ; kotok ; 255 
 2036 ; Лот монет СССР: 5 коп (4шт) ; 1961-1981 ;  ; Cu-Zn ; AU ; 9 ; coins77 ; 202 
 2037 ; Лот монет СССР: 20,15,10,5,3,1 коп (8шт) ; 1962-1988 ;  ; Cu-Zn,Cu-Zn ; XF/AU ; 7 ; kulon1 ; 245 
 2038 ; Лот монет СССР: 20,15,10 коп (5шт) ; 1945-1956 ;  ; Ni ; VF-/VF ; 8 ; апрол ; 204 
 2039 ; Лот монет СССР: 10,2,1 коп (3шт) ; 1976 ;  ; Cu-Zn,Cu-Ni ; AU ; 13 ; coins77 ; 210 
 2040 ; Лот монет СССР: 1 коп (11шт) ; 1938-1957 ;  ; Br ; XF ; 35 ; Horta ; 446 
 2041 ; Лот монет СССР: 10,15,2 коп (9шт) ; 1961-1986 ;  ; Cu-Ni ; VF/VF+ ; 12 ; taigist ; 53 
 2042 ; Лот монет СССР: 200шт ;  ;  ; Cu-Ni,Cu-Zn ; VF/AU ; 23 ; sheriff ; 227 
 2043 ; Лот монет Банка России: 10 рублей (5шт) Республика Дагестан ; 2013 ;  ; Би/м ; AU ; 24 ; хуч ; 192 
 2044 ; Лот монет Банка России: 10 рублей (3шт) Казань, Москва, Мценск ; 2005 ;  ; Би/м ; XF-/XF ; 42 ; мон ; 246 
 2045 ; Лот монет Банка России: 10 рублей (5шт) Белозерск ; 2012 ;  ; Би/м ; AU ; 17 ; ALEX150 ; 134 
 2046 ; Лот монет Банка России: 10 рублей (3шт) Азов, Смоленск, Приозерск ; 2008 ;  ; Би/м ; AU ; 27 ; iizikul ; 510 
 2047 ; Лот монет Банка России: 10 рублей (5шт) Республика Дагестан ; 2013 ;  ; Би/м ; AU ; 21 ; samos ; 184 
 2048 ; Лот монет Банка России: 10 рублей (3шт) Дорогобуж, Дмитров, Касимов ; 2003-2004 ;  ; Би/м ; XF/XF+ ; 25 ; wadimaks ; 169 
 2049 ; Лот монет Банка России: 10 рублей (2шт) Гдов ; 2007ММД,СПМД ;  ; Би/м ; XF/XF+ ; 53 ; Georgy ; 453 
 2050 ; Лот монет Банка России: 10 рублей (5шт) Республика Дагестан ; 2013 ;  ; Би/м ; AU ; 25 ; rik ; 188 
 2051 ; Лот монет Банка России: 10 рублей (5шт) Белозерск ; 2012 ;  ; Би/м ; AU ; 21 ; Georgy ; 510 
 2052 ; Лот монет Банка России: 10 рублей (5шт) Республика Дагестан ; 2013 ;  ; Би/м ; AU ; 19 ; rik ; 180 
 2053 ; Лот монет Банка России: 10 рублей (5шт) Белозерск ; 2012 ;  ; Би/м ; AU ; 20 ; Ev_geniy ; 159 
 2054 ; Лот монет Банка России: 10 рублей (3шт) Дорогобуж, Дмитров, Касимов ; 2003-2004 ;  ; Би/м ; XF/XF+ ; 34 ; Ev_geniy ; 295 
 2055 ; Лот из 2-х монет - 10 рублей. Республика Северная Осетия - Алания (Два типа гурта: мелкая и крупная насечка) ; 2013СПМД ;  ; Би/м ; AU ; 25 ; хуч ; 1836 
 2056 ; Лот монет Банка России: 10 рублей (3шт) Казань, Москва, Мценск ; 2005 ;  ; Би/м ; XF-/XF ; 29 ; wadimaks ; 280 
 2057 ; Лот монет Банка России: 10 рублей (3шт) Азов, Смоленск, Приозерск ; 2008 ;  ; Би/м ; AU ; 57 ; mira16 ; 337 
 2058 ; Лот монет Банка России: 5,2,1 рубль, 10,50 копеек (5шт) ; 2013СПМД ;  ; St,St/Br ; AU ; 27 ; GERo ; 1530 
 2059 ; Лот монет Банка России: 10 рублей (5шт) Регионы ; 2005 ;  ; Би/м ; XF/XF+ ; 17 ; ALEX150 ; 151 
 1960 ; 3 копейки ; 1956 ;  ; Br ; VF ; 12 ; ddimitris77 ; 41 
 1961 ; 2 копейки ; 1937 ;  ; Br ; VF ; 31 ; Сергей 60 ; 224 
 1962 ; 2 копейки ; 1940 ;  ; Br ; F-VF ; 14 ; alik434 ; 77 
 1963 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 5 ; димон 71 ; 113 
 1964 ; 20 копеек ; 1939 ;  ; Ni ; VF ; 19 ; alik434 ; 217 
 1965 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; VF-XF ; 13 ; ML144 ; 23 
 1966 ; 15 копеек ; 1955 ;  ; Ni ; VF+ ; 9 ; ddimitris77 ; 31 
 1967 ; 15 копеек ; 1936 ;  ; Ni ; VF ; 6 ; Сергей 60 ; 113 
 1968 ; 10 копеек ; 1954 ;  ; Ni ; VF ; 7 ; ddimitris77 ; 34 
 1969 ; 10 копеек ; 1940 ;  ; Ni ; VF-XF ; 13 ; erichk ; 206 
 1970 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF ; 14 ; indexio ; 54 
 1971 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF+ ; 37 ; chebeer ; 357 
 1972 ; 10 копеек ; 1933 ;  ; Ni ; F+ ; 12 ; бортик ; 102 
 1973 ; 1 копейка ; 1939 ;  ; Br ; XF+ ; 39 ; alexeyre ; 536 
 1974 ; 1 копейка ; 1940 ;  ; Br ; XF ; 14 ; Дак ; 57 
 1975 ; 5 копеек ; 1930 ;  ; Br ; VF ; 22 ; Jiamer57rus ; 50 
 1976 ; 3 копейки ; 1926 ;  ; Br ; F-VF ; 27 ; кузяка ; 25 
 1977 ; 3 копейки ; 1955 ;  ; Br ; VF+ ; 26 ; cherenko-1982 ; 26 
 1978 ; 2 копейки ; 1926 ;  ; Br ; VF+ ; 18 ; сербос1975 ; 77 
 1979 ; 50 рублей. Красная книга. Кавказский тетерев ; 1993 ;  ; Би/м ; AU ; 32 ; vadumka ; 930 
 1980 ; 50 рублей. Красная книга. Дальневосточный аист ; 1993 ;  ; Би/м ; AU ; 12 ; vania1981 ; 714 
 1981 ; 50 рублей. Красная книга. Гималайский медведь ; 1993 ;  ; Би/м ; AU ; 29 ; vadumka ; 906 
 1982 ; 50 рублей. Красная книга. Туркменский зублефар ; 1993 ;  ; Би/м ; AU ; 35 ; seawolf_111 ; 702 
 1983 ; 50 рублей. Красная книга. Черноморская афалина ; 1993 ;  ; Би/м ; AU ; 15 ; vania1981 ; 898 
 1984 ; 10 рублей ; 2010 ; Ямало-Ненецкий АО ; биметалл ; XF ; 19 ; мотыль ; 8956 
 1985 ; 10 рублей ; 2010 ; Пермский край ; биметалл ; AU ; 31 ; nigal ; 2652 
 1986 ; 100 рублей ; 1992 ; ММД Биметалл ; Cu-Ni/Cu-Zn ; XF+ ; 21 ; WOLSCHARA ; 692 
 1987 ; 50 рублей ; 1992 ; ММД Биметалл ; Cu-Zn/Cu-Ni ; XF+ ; 24 ; fouli ; 663 
 1988 ; 1 рубль-1 доллар "Разоружения" ; 1988 ;  ; Al ; AU ; 41 ; димон 71 ; 1532 
 1989 ; 1 рубль - 1 доллар Разоружения ; 1988 ;  ; Al ; XF ; 24 ; димон 71 ; 1134 
 1990 ; 25 рублей. Олимпиада в Сочи. Упаковка ; 2011СПМД ;  ; Cu-Ni ; Unc ; 44 ; ImtheStig ; 138 
 1991 ; 25 рублей. Олимпиада в Сочи. Талисманы. Упаковка ; 2012СПМД ;  ; Cu-Ni ; Unc ; 48 ; ImtheStig ; 157 
 1992 ; 25 рублей. Олимпиада в Сочи. Лучик и снежинка. Упаковка ; 2013СПМД ;  ; Cu-Ni ; Unc ; 31 ; ImtheStig ; 155 
 1993 ; 25 рублей. Олимпиада в Сочи. Факел. Упаковка ; 2014СПМД ;  ; Cu-Ni ; Unc ; 35 ; ImtheStig ; 153 
 1994 ; 10 рублей. В буклете ; 2005 ; Москва ; биметалл ; AU ; 24 ; kulon1 ; 200 
 1995 ; 10 рублей. В буклете ; 2005 ; Краснодарский край ; биметалл ; AU ; 14 ; kulon1 ; 200 
 1996 ; 10 рублей. В буклете ; 2005 ; СПМД Ленинградская область ; биметалл ; AU ; 8 ; kulon1 ; 200 
 1997 ; 10 рублей. В буклете ; 2005 ; ММД Тверская область ; биметалл ; AU ; 18 ; kulon1 ; 204 
 1998 ; 25 рублей. Олимпиада в Сочи. Лучик и снежинка. Цветная. Упаковка ; 2013СПМД ;  ; Cu/Ni, краска ; Unc ; 46 ; kvm64 ; 674 
 1999 ; 25 рублей. Олимпиада в Сочи. Талисманы. Цветная. Упаковка ; 2012СПМД ;  ; Cu/Ni, краска ; Unc ; 29 ; i_vv ; 775 
 2000 ; 25 рублей. Олимпиада в Сочи. Цветная. Упаковка ; 2011СПМД ;  ; Cu/Ni, краска ; Unc ; 49 ; Meteo ; 797 
 2001 ; Набор монет СССР (Олимпиада): 1 руб (6шт). Коробка ; 1977-1980 ;  ; Cu-Ni ; Unc/AU ; 49 ; Sky2 ; 2652 
 2002 ; Набор монет СССР (Красная книга): 50 руб (5шт). Коробка ; 1993 ;  ; Би/м ; AU ; 26 ; urusoff ; 4500 
 2003 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ; 1980 ;  ; Cu/Ni,Cu/Zn ; AU ; 53 ; repytwjd25 ; 1434 
 2004 ; Набор монет банка России (7шт): 5р,2р,1р,50к,10к,5к,1к. В буклете ; 1997 ;  ; Cu/Ni,Cu/Zn ; Unc ; 41 ; ирренн ; 2756 
 2005 ; Набор монет Банка России (55 лет победы в ВОВ, города-герои): 10,2 руб (8шт). Пластиковая упаковка ; 2000 ;  ; Cu-Ni,Би/м ; AU ; 54 ; 1974 ; 3555 
 2006 ; Набор монет Банка России (Гагарин): 10,2 руб (2шт). Буклет ; 2001 ;  ; Cu-Ni,Би/м ; AU ; 18 ; sibons ; 1353 
 2007 ; Набор монет Банка России (8шт): 5р,2р,1р,50к,10к,5к,1к+Жетон. В буклете ; 2002 ;  ; Cu/Ni,Cu/Zn ; Unc ; 30 ; jek31 ; 12568 
 2008 ; Набор разменных монет (7шт): 10р,5р,2р,1р,50к,10к+Жетон. В буклете ; 2011 ;  ; Лат/St,St/Ni ; AU ; 40 ; dim78 ; 816 
 2009 ; Альбом монет Банка России  (200 лет Отечественной войны 1812г): 10,5,2 руб (29шт) ; 2012 ;  ; Ni/St,Лат/St ; AU ; 7 ; slovjnin ; 1041 
 1910 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 10 ; PsixXx ; 55 
 1911 ; 20 копеек ; 1949 ;  ; Ni ; VF ; 5 ; Сергей 60 ; 102 
 1912 ; 15 копеек ; 1951 ;  ; Ni ; VF- ; 23 ; shknikolay ; 315 
 1913 ; 5 копеек ; 1940 ;  ; Br ; F ; 19 ; alik434 ; 53 
 1914 ; 5 копеек ; 1949 ;  ; Br ; VF- ; 33 ; ddimitris77 ; 51 
 1915 ; 10 копеек ; 1932 ;  ; Ni ; XF- ; 14 ; димон 71 ; 104 
 1916 ; 10 копеек ; 1935 ;  ; Ni ; VF ; 26 ; валери ; 255 
 1917 ; 10 копеек ; 1943 ;  ; Ni ; VF+ ; 27 ; wadimaks ; 866 
 1918 ; 10 копеек ; 1950 ;  ; Ni ; VF-XF ; 16 ; Repz ; 192 
 1919 ; 10 копеек ; 1952 ;  ; Ni ; VF+ ; 8 ; ddimitris77 ; 35 
 1920 ; 2 копейки ; 1941 ;  ; Br ; VF+ ; 26 ; fouli ; 271 
 1921 ; 1 копейка ; 1927 ;  ; Br ; VF- ; 26 ; Horta ; 192 
 1922 ; 1 копейка ; 1931 ;  ; Br ; VF- ; 14 ; AnvlaSar6216 ; 181 
 1923 ; 1 копейка ; 1938 ;  ; Br ; VF- ; 14 ; AnvlaSar6216 ; 77 
 1924 ; 1 копейка ; 1946 ;  ; Br ; VF+ ; 13 ; AnvlaSar6216 ; 79 
 1925 ; 1 копейка ; 1948 ;  ; Br ; VF+ ; 17 ; AnvlaSar6216 ; 175 
 1926 ; 1 копейка ; 1949 ;  ; Br ; XF ; 7 ; ddimitris77 ; 31 
 1927 ; 1 копейка ; 1951 ;  ; Br ; VF+ ; 23 ; Horta ; 204 
 1928 ; 1 копейка ; 1952 ;  ; Br ; VF-XF ; 9 ; lalula ; 50 
 1929 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF-XF ; 14 ; ирренн ; 459 
 1930 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 16 ; maximus1968 ; 313 
 1931 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF+ ; 32 ; Jiamer57rus ; 324 
 1932 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF+ ; 31 ; papa168 ; 306 
 1933 ; 1 рубль ; 1973 ;  ; Cu-Ni ; XF ; 15 ; maleevsw ; 1326 
 1934 ; 50 копеек ; 1961 ;  ; Cu-Ni ; VF ; 22 ; Jiamer57rus ; 350 
 1935 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 49 ; maximus1968 ; 450 
 1936 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 36 ; maleevsw ; 459 
 1937 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF ; 16 ; Vnukovo ; 192 
 1938 ; 1 копейка ; 1949 ;  ; Br ; XF+ ; 39 ; mesv ; 61 
 1939 ; 1 копейка ; 1953 ;  ; Br ; VF+ ; 6 ; ddimitris77 ; 31 
 1940 ; 1 копейка ; 1954 ;  ; Br ; VF ; 16 ; Jiamer57rus ; 40 
 1941 ; 1 копейка ; 1955 ;  ; Br ; VF+ ; 20 ; Тульма ; 102 
 1942 ; 1 копейка ; 1956 ;  ; Br ; VF+ ; 29 ; Al1964 ; 77 
 1943 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; VF+ ; 10 ; Ратамахатта ; 77 
 1944 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 16 ; PsixXx ; 72 
 1945 ; 20 копеек ; 1949 ;  ; Ni ; VF ; 7 ; Сергей 60 ; 199 
 1946 ; 5 копеек ; 1940 ;  ; Br ; F ; 6 ; natalka0909 ; 15 
 1947 ; 5 копеек ; 1949 ;  ; Br ; F-VF ; 19 ; cherenko-1982 ; 33 
 1948 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 18 ; ML144 ; 110 
 1949 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF ; 26 ; Zubrstroy ; 512 
 1950 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF ; 12 ; Repz ; 357 
 1951 ; 15 копеек ; 1940 ;  ; Ni ; XF ; 27 ; Taras58 ; 306 
 1952 ; 10 копеек ; 1934 ;  ; Ni ; VF-XF ; 26 ; димон 71 ; 1434 
 1953 ; 20 копеек ; 1978 ;  ; Cu-Ni ; AU ; 15 ; ZET ; 306 
 1954 ; 3 копейки ; 1978 ;  ; Cu-Zn ; AU ; 15 ; Taras58 ; 317 
 1955 ; 1 копейка ; 1963 ;  ; Cu-Zn ; XF ; 28 ; RUS 78 ; 203 
 1956 ; 5 копеек ; 1955 ;  ; Br ; VF ; 8 ; alik434 ; 53 
 1957 ; 5 копеек ; 1956 ;  ; Br ; VF ; 9 ; aniki-niki ; 62 
 1958 ; 5 копеек ; 1946 ;  ; Br ; F-VF ; 6 ; Anat-tall ; 13 
 1959 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; F-VF/F ; 6 ; off ; 41 
 1860 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 53 ; kolbur ; 77 
 1861 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF ; 12 ; ddimitris77 ; 57 
 1862 ; 20 копеек ; 1949 ;  ; Ni ; VF ; 5 ; Сергей 60 ; 102 
 1863 ; 20 копеек ; 1951 ;  ; Ni ; VF ; 9 ; ship-nik ; 124 
 1864 ; 20 копеек ; 1952 ;  ; Ni ; VF+ ; 9 ; ML144 ; 77 
 1865 ; 15 копеек ; 1943 ;  ; Ni ; F-VF ; 35 ; vangog3 ; 55 
 1866 ; 15 копеек ; 1945 ;  ; Ni ; VF- ; 7 ; ship-nik ; 77 
 1867 ; 15 копеек ; 1946 ;  ; Ni ; VF- ; 8 ; ddimitris77 ; 46 
 1868 ; 15 копеек ; 1951 ;  ; Ni ; VF- ; 27 ; shknikolay ; 256 
 1869 ; 5 копеек ; 1940 ;  ; Br ; F ; 8 ; Jiamer57rus ; 40 
 1870 ; 5 копеек ; 1943 ;  ; Br ; F ; 24 ; 21011984andrei ; 51 
 1871 ; 5 копеек ; 1946 ;  ; Br ; F-VF ; 23 ; natalka0909 ; 34 
 1872 ; 5 копеек ; 1949 ;  ; Br ; F-VF ; 8 ; natalka0909 ; 30 
 1873 ; 5 копеек ; 1952 ;  ; Br ; F-VF ; 7 ; natalka0909 ; 31 
 1874 ; 5 копеек ; 1956 ;  ; Br ; VF+ ; 11 ; ML144 ; 67 
 1875 ; 5 копеек ; 1940 ;  ; Br ; AU ; 24 ; Drusa80 ; 765 
 1876 ; 20 копеек ; 1948 ;  ; Ni ; AU ; 22 ; ZET ; 714 
 1877 ; 3 копейки ; 1938 ;  ; Br ; AU ; 30 ; tdp ; 612 
 1878 ; 1 копейка ; 1928 ;  ; Br ; VF- ; 12 ; fouli ; 58 
 1879 ; 1 копейка ; 1927 ;  ; Br ; VF ; 13 ; fouli ; 124 
 1880 ; 1 копейка ; 1950 ;  ; Br ; XF- ; 17 ; brigadir ; 378 
 1881 ; 1 копейка ; 1946 ;  ; Br ; XF ; 12 ; AnvlaSar6216 ; 93 
 1882 ; 1 копейка ; 1941 ;  ; Br ; XF ; 8 ; честер ; 495 
 1883 ; 1 копейка ; 1952 ;  ; Br ; XF ; 11 ; ddimitris77 ; 57 
 1884 ; 1 копейка ; 1948 ;  ; Br ; XF ; 19 ; AnvlaSar6216 ; 175 
 1885 ; 20 копеек ; 1932 ;  ; Ni ; XF- ; 9 ; апрол ; 114 
 1886 ; 20 копеек ; 1933 ;  ; Ni ; XF ; 20 ; димон 71 ; 441 
 1887 ; 15 копеек ; 1933 ;  ; Ni ; XF ; 26 ; Ladoga ; 612 
 1888 ; 10 копеек ; 1933 ;  ; Ni ; XF ; 22 ; димон 71 ; 459 
 1889 ; 15 копеек ; 1935 ;  ; Ni ; XF- ; 29 ; maximus1968 ; 315 
 1890 ; 1 копейка ; 1940 ;  ; Br ; XF+ ; 21 ; 5110 ; 89 
 1891 ; 1 копейка ; 1949 ;  ; Br ; AU ; 15 ; Tank80 ; 181 
 1892 ; 1 копейка ; 1953 ;  ; Br ; AU ; 15 ; Bizon6055 ; 227 
 1893 ; 1 копейка ; 1954 ;  ; Br ; XF ; 10 ; ddimitris77 ; 46 
 1894 ; 5 копеек ; 1929 ;  ; Br ; VF ; 14 ; Qersej ; 579 
 1895 ; 5 копеек ; 1936 ;  ; Br ; VF ; 35 ; Zubrstroy ; 1692 
 1896 ; 5 копеек ; 1973 ;  ; Cu-Zn ; AU ; 42 ; kostas ; 1360 
 1897 ; 5 копеек ; 1946 ;  ; Br ; VF- ; 12 ; ALEX150 ; 44 
 1898 ; 1 копейка ; 1953 ;  ; Br ; AU ; 18 ; Repz ; 222 
 1899 ; 1 копейка ; 1954 ;  ; Br ; AU ; 31 ; alexeyre ; 216 
 1900 ; 1 копейка ; 1952 ;  ; Br ; AU ; 16 ; mesv ; 201 
 1901 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; AU ; 18 ; alexeyre ; 308 
 1902 ; 1 копейка ; 1949 ;  ; Br ; AU ; 12 ; радон ; 57 
 1903 ; 1 копейка ; 1956 ;  ; Br ; AU ; 18 ; AnvlaSar6216 ; 222 
 1904 ; 1 копейка ; 1955 ;  ; Br ; AU ; 25 ; tdp ; 714 
 1905 ; 1 копейка ; 1937 ;  ; Br ; F-VF ; 26 ; Horta ; 271 
 1906 ; 10 копеек ; 1945 ;  ; Ni ; V-FXF ; 30 ; alexgp ; 459 
 1907 ; 15 копеек ; 1948 ;  ; Ni ; VF+ ; 22 ; ML144 ; 81 
 1908 ; 20 копеек ; 1931 ;  ; Ni ; VF ; 11 ; kvs ; 86 
 1909 ; 1 копейка. Деформация ; 1935 ;  ; Br ; VF ; 7 ; Bizon6055 ; 426 
 1810 ; 15 копеек ; 1934 ;  ; Ni ; VF-XF ; 32 ; Sky2 ; 2040 
 1811 ; 15 копеек ; 1935 ;  ; Ni ; VF-XF ; 6 ; Horta ; 306 
 1812 ; 15 копеек ; 1936 ;  ; Ni ; VF+ ; 4 ; judge ; 257 
 1813 ; 15 копеек ; 1937 ;  ; Ni ; XF ; 32 ; мак-сим ; 1546 
 1814 ; 15 копеек ; 1939 ;  ; Ni ; XF ; 39 ; maximus1968 ; 359 
 1815 ; 15 копеек ; 1943 ;  ; Ni ; VF+ ; 24 ; Юрий ; 79 
 1816 ; 15 копеек ; 1946 ;  ; Ni ; VF+ ; 5 ; mwd ; 29 
 1817 ; 15 копеек ; 1948 ;  ; Ni ; VF ; 9 ; Юрий ; 53 
 1818 ; 15 копеек ; 1952 ;  ; Ni ; XXF ; 10 ; ML144 ; 77 
 1819 ; 15 копеек ; 1953 ;  ; Ni ; XF ; 15 ; maximus1968 ; 306 
 1820 ; 15 копеек ; 1954 ;  ; Ni ; XF ; 8 ; ddimitris77 ; 72 
 1821 ; 15 копеек ; 1955 ;  ; Ni ; XF ; 7 ; judge ; 31 
 1822 ; 15 копеек ; 1956 ;  ; Ni ; XF ; 7 ; ML144 ; 77 
 1823 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 11 ; ML144 ; 50 
 1824 ; 10 копеек ; 1931 ;  ; Ni ; XF- ; 23 ; wadimaks ; 934 
 1825 ; 10 копеек ; 1932 ;  ; Ni ; XF ; 12 ; maximus1968 ; 363 
 1826 ; 10 копеек ; 1933 ;  ; Ni ; XF ; 34 ; Trien ; 315 
 1827 ; 10 копеек ; 1934 ;  ; Ni ; XF ; 29 ; димон 71 ; 2353 
 1828 ; 10 копеек ; 1935 ;  ; Ni ; VF+ ; 10 ; erichk ; 357 
 1829 ; 10 копеек ; 1936 ;  ; Ni ; VF-XF ; 26 ; Jauho ; 306 
 1830 ; 10 копеек ; 1937 ;  ; Ni ; F+ ; 46 ; brigadir ; 714 
 1831 ; 10 копеек ; 1938 ;  ; Ni ; VF- ; 14 ; fouli ; 408 
 1832 ; 10 копеек ; 1939 ;  ; Ni ; XF ; 23 ; хуч ; 730 
 1833 ; 10 копеек ; 1940 ;  ; Ni ; XF ; 6 ; judge ; 284 
 1834 ; 10 копеек ; 1941 ;  ; Ni ; VF+ ; 19 ; fouli ; 526 
 1835 ; 10 копеек ; 1943 ;  ; Ni ; VF ; 14 ; judge ; 612 
 1836 ; 10 копеек ; 1945 ;  ; Ni ; VF+ ; 25 ; brigadir ; 600 
 1837 ; 10 копеек ; 1946 ;  ; Ni ; XF- ; 14 ; judge ; 300 
 1838 ; 10 копеек ; 1948 ;  ; Ni ; XF- ; 6 ; wadimaks ; 306 
 1839 ; 10 копеек ; 1949 ;  ; Ni ; XF ; 7 ; judge ; 257 
 1840 ; 10 копеек ; 1950 ;  ; Ni ; XF ; 25 ; judge ; 263 
 1841 ; 10 копеек ; 1951 ;  ; Ni ; XF ; 8 ; judge ; 359 
 1842 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; XF ; 13 ; judge ; 153 
 1843 ; 5 копеек ; 1926 ;  ; Br ; VF+ ; 29 ; Новик ; 1224 
 1844 ; 5 копеек ; 1930 ;  ; Br ; VF+ ; 14 ; Repz ; 125 
 1845 ; 5 копеек ; 1931 ;  ; Br ; VF+ ; 16 ; fouli ; 125 
 1846 ; 5 копеек ; 1946 ;  ; Br ; VF+ ; 15 ; Ник 2 ; 90 
 1847 ; 5 копеек ; 1955 ;  ; Br ; VF+ ; 13 ; Ник 2 ; 90 
 1848 ; 5 копеек ; 1956 ;  ; Br ; VF+ ; 9 ; mwd ; 75 
 1849 ; 2 копейки ; 1955 ;  ; Br ; XF+ ; 20 ; nivva ; 308 
 1850 ; 3 копейки ; 1961 ;  ; Cu-Zn ; XF+ ; 18 ; matehev ; 666 
 1851 ; 50 копеек ; 1961 ;  ; Cu-Ni ; AU ; 21 ; Алекс 19505 ; 1022 
 1852 ; 50 копеек ; 1973 ;  ; Cu-Ni ; XF ; 18 ; maleevsw ; 587 
 1853 ; 50 копеек ; 1977 ;  ; Cu-Ni ; XF+ ; 47 ; maximus1968 ; 226 
 1854 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 39 ; taigist ; 315 
 1855 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF+ ; 28 ; konstk2 ; 408 
 1856 ; 1 рубль ; 1965 ;  ; Cu-Ni ; XF+ ; 22 ; JanPol ; 500 
 1857 ; 3 копейки ; 1934 ;  ; Br ; VF ; 16 ; fouli ; 229 
 1858 ; 3 копейки ; 1929 ;  ; Br ; VF-XF ; 45 ; Taras58 ; 541 
 1859 ; 3 копейки ; 1933 ;  ; Br ; VF ; 11 ; erichk ; 91 
 1760 ; 1 рубль. Новодел. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 19 ; генерал222 ; 455 
 1761 ; 1 рубль. Новодел. Упаковка ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 12 ; daloz2013 ; 443 
 1762 ; 1 рубль. Новодел. Упаковка ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 49 ; daloz2013 ; 461 
 1763 ; 1 рубль. Новодел. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 15 ; fon geller ; 465 
 1764 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 35 ; Sky2 ; 3007 
 1765 ; 3 рубля ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 13 ; rbhbvzcjd ; 2270 
 1766 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 15 ; Sky2 ; 1016 
 1767 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 24 ; BratecZu ; 2601 
 1768 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 47 ; Hozdvor ; 568 
 1769 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 45 ; rbhbvzcjd ; 2091 
 1770 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 32 ; vladamur ; 2091 
 1771 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 16 ; vladamur ; 2654 
 1772 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 25 ; Sky2 ; 1530 
 1773 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 52 ; ВячеславД ; 765 
 1774 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 31 ; vadumka ; 1201 
 1775 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 13 ; Sky2 ; 2787 
 1776 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 22 ; гоша334 ; 3400 
