 5824 ; Ценная бумага Германия ;  ;  ;  ;  ; 14 ; tikhomirius ; 141 
 1726 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF+ ; 15 ; верталет ; 38 
 1727 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 31 ; ipax ; 855 
 1728 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 42 ; Nva ; 1477 
 1729 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 23 ; Wout ; 99 
 1730 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 10 ; космос-2004 ; 102 
 1731 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 27 ; ANTON777 ; 110 
 1732 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 27 ; btrf ; 63 
 1733 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 20 ; Wout ; 327 
 1734 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 13 ; skumat ; 171 
 1735 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 15 ; klimvita ; 57 
 1736 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 22 ; Megapuzo ; 36 
 1737 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 25 ; ввп ; 101 
 1738 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 20 ; ANTON777 ; 89 
 1739 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 7 ; Wout ; 159 
 1740 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF+ ; 30 ; DaVinci ; 381 
 1741 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; AU ; 28 ; страус ; 2349 
 1742 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF+ ; 21 ; DaVinci ; 262 
 1743 ; 3 рубля ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 36 ; Fordik508 ; 3264 
 1744 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 34 ; alik434 ; 448 
 1745 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 29 ; гоша334 ; 2153 
 1746 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 11 ; seva777 ; 600 
 1747 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 12 ; yurrgen ; 348 
 1748 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 25 ; avstraliez2 ; 2026 
 1749 ; 1 рубль. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 62 ; mercatel ; 607 
 1750 ; 50 копеек ; 1968 ;  ; Cu-Ni ; XF- ; 11 ; mercatel ; 159 
 1751 ; 15 копеек ; 1968 ;  ; Cu-Ni ; XF ; 15 ; sotnik ; 793 
 1752 ; 10 копеек ; 1968 ;  ; Cu-Ni ; XF- ; 36 ; ЧАС ; 1110 
 1753 ; 5 копеек ; 1968 ;  ; Cu-Zn ; XF- ; 34 ; марат333 ; 833 
 1754 ; 3 копейки. Упаковка ; 1968 ;  ; Cu-Zn ; XF ; 9 ; Al1964 ; 51 
 1755 ; 2 копейки. Упаковка ; 1968 ;  ; Cu-Zn ; XF ; 3 ; Zигмунт ; 5 
 1756 ; 1 копейка. Упаковка ; 1968 ;  ; Cu-Zn ; AU ; 11 ; mercatel ; 75 
 1757 ; 50 копеек ; 1964 ;  ; Cu-Ni ; AU ; 48 ; Алекс 19505 ; 408 
 1658 ; 1 рубль. Новодел. Упаковка ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 58 ; Al1964 ; 650 
 1659 ; 1 рубль. Новодел. Упаковка ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 42 ; krut0803 ; 725 
 1660 ; 1 рубль. Новодел. Упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 37 ; miranda ; 328 
 1661 ; 1 рубль. Новодел. Упаковка ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 22 ; alik434 ; 550 
 1662 ; 1 рубль. Новодел. Упаковка ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 17 ; alik434 ; 567 
 1663 ; 1 рубль. Новодел. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 28 ; 01020304 ; 555 
 1664 ; 1 рубль. Новодел. Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 17 ; 01020304 ; 512 
 1665 ; 1 рубль. Новодел. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 17 ; генерал222 ; 310 
 1666 ; 1 рубль. Новодел. Упаковка ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 21 ; miranda ; 561 
 1667 ; 1 рубль. Новодел. Упаковка ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 24 ; valencio ; 657 
 1668 ; 1 рубль. Новодел. Упаковка ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 21 ; Димон777 ; 357 
 1669 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 28 ; MishkinVF ; 299 
 1670 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 17 ; DaVinci ; 236 
 1671 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 20 ; ОноТебеНадо? ; 250 
 1672 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 29 ; Новик ; 324 
 1673 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 37 ; Agava ; 203 
 1674 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Unc ; 15 ; Agava ; 340 
 1675 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 20 ; Михалыч57 ; 309 
 1676 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 24 ; Василевс ; 254 
 1677 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 22 ; Blixa37 ; 206 
 1678 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 16 ; Blixa37 ; 200 
 1679 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 20 ; Agava ; 178 
 1680 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 33 ; gulyy_mik ; 188 
 1681 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 36 ; Agava ; 204 
 1682 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 37 ; ReSeRVeD ; 387 
 1683 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 28 ; igorpuzir ; 209 
 1684 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 26 ; Михалыч57 ; 214 
 1685 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 22 ; Agava ; 203 
 1686 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 19 ; AKS1364 ; 200 
 1687 ; 1 рубль. Конверт ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 28 ; Baikal ; 357 
 1688 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 19 ; ОноТебеНадо? ; 320 
 1689 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 25 ; koppolo ; 273 
 1690 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 18 ; jimmysu ; 204 
 1691 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 20 ; yurrgen ; 215 
 1692 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 23 ; Михалыч57 ; 310 
 1693 ; 3 рубля. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 17 ; лесной ; 332 
 1694 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Unc ; 29 ; Михалыч57 ; 340 
 1695 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 30 ; puhetd ; 809 
 1696 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 27 ; Mcloud ; 308 
 1697 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 28 ; Михалыч57 ; 816 
 1698 ; 1 рубль. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 38 ; лесной ; 669 
 1699 ; 1 рубль. Упаковка ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 74 ; ОноТебеНадо? ; 2856 
 1700 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 19 ; Serg3368 ; 264 
 1701 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 31 ; AKS1364 ; 281 
 1702 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 17 ; AKS1364 ; 281 
 1703 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 15 ; Alex V ; 203 
 1704 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 17 ; Alex V ; 208 
 1705 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 23 ; Serg3368 ; 261 
 1706 ; 1 рубль. Упаковка нарушена ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 37 ; Serg3368 ; 230 
 1707 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 23 ; Baikal ; 302 
 1608 ; Жетон "70 лет Советскому чекану - Один рубль". D-27мм ; 2003ММД ;  ; Cu-Ni ; AU ; 39 ; Кривой 14 ; 828 
 1609 ; Жетон "70 лет Советскому чекану - Гривенник". D-27мм ; 2007ММД ;  ; Cu-Ni ; Proof ; 42 ; Кривой 14 ; 825 
 1610 ; Жетон "70 лет Советскому чекану - Полтинник". D-27мм ; 2006ММД ;  ; Cu-Ni ; Proof ; 13 ; Кривой 14 ; 865 
 1611 ; Жетон "70 лет Советскому чекану ГКЧП". D-27мм ; 2006ММД ;  ; Томпак ; Proof ; 15 ; Молот ; 3060 
 1612 ; Жетон "70 лет Советскому чекану - Один рубль". D-27мм ; 2004СПМД ;  ; Ag ; AU ; 15 ; Xxzx ; 922 
 1613 ; Один полтинник (монетовидный жетон). Терешкова ; 2013ММД ;  ; Cu-Ni ; Proof ; 35 ; Logistik ; 918 
 1614 ; 5 пядей (монетовидный жетон). Первопроходцы земли русской. Ерофей Павлович Хабаров ; 2013ММД ;  ; Cu-Ni ; Proof ; 86 ; yurrgen ; 906 
 1615 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Сход ледника - трагедия в Кармадонском ущелье ; 2002СПМД ;  ; Cu-Ni ; Proof ; 12 ; ВАР1959 ; 1001 
 1616 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Против терроризма Норд-Ост ; 2002СПМД ;  ; Cu-Ni ; Proof ; 16 ; Xxzx ; 924 
 1617 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Подъем подлодки "Курск" ; 2001СПМД ;  ; Cu-Ni ; Proof ; 14 ; Кривой 14 ; 1539 
 1618 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Против терроризма. Нью-Йорк ; 2001СПМД ;  ; Cu-Ni ; Proof ; 30 ; Кривой 14 ; 1634 
 1619 ; 1 копейка ; 1922 ; Вторая государственная шорно-футлярная и чемоданная фабрика (Петроград) ;  ; F-VF ; 65 ; Гриша ; 14757 
 1620 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; AU ; 41 ; Harlock ; 2000 
 1621 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; AU ; 18 ; seva777 ; 1658 
 1622 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои.Дата 1990 вместо 1991 ; Cu-Ni ; XF- ; 47 ; Dave ; 3593 
 1623 ; 50 копеек ; 1967 ;  ; Cu-Ni ; XF+ ; 16 ; Новик ; 1533 
 1624 ; 50 копеек ; 1972 ;  ; Cu-Ni ; VF+ ; 22 ; ReSeRVeD ; 242 
 1625 ; 50 копеек ; 1975 ;  ; Cu-Ni ; XF- ; 38 ; Lizig1 ; 2550 
 1626 ; 50 копеек ; 1976 ;  ; Cu-Ni ; VF-XF ; 40 ; Ратамахатта ; 511 
 1627 ; 20 копеек ; 1967 ;  ; Cu-Ni ; XF+ ; 48 ; Sviridenko-Irina ; 721 
 1628 ; 20 копеек ; 1974 ; Л/с шт. 3 коп. ; Cu-Ni ; XF+ ; 28 ; Алекс 19505 ; 14790 
 1629 ; 20 копеек ; 1975 ;  ; Cu-Ni ; AU ; 29 ; Taras58 ; 2185 
 1630 ; 15 копеек ; 1967 ;  ; Cu-Ni ; XF+ ; 31 ; Agava ; 963 
 1631 ; 15 копеек ; 1968 ;  ; Cu-Ni ; XF- ; 30 ; ЧАС ; 816 
 1632 ; 15 копеек ; 1970 ;  ; Cu-Ni ; XF ; 80 ; Странник11 ; 16779 
 1633 ; 10 копеек ; 1958 ;  ; Cu-Ni ; XF ; 55 ; masterovoi ; 34000 
 1634 ; 5 копеек ; 1934 ;  ; Br ; VF+ ; 48 ; Taras58 ; 7140 
 1635 ; 5 копеек ; 1967 ;  ; Cu-Zn ; XF- ; 36 ; марат333 ; 906 
 1636 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; XF ; 60 ; Странник11 ; 2631 
 1637 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; XF ; 40 ; Sky2 ; 2346 
 1638 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; XF- ; 24 ; astronom ; 1500 
 1639 ; 10 рублей ; 1993 ; ММД белый металл (немагнитный) ; Fe in Br ; XF ; 40 ; Странник11 ; 7615 
 1640 ; 5 копеек ; 2003 ; б/б ; St in Ni ; XF ; 53 ; Zam ; 3800 
 1641 ; 5 рублей. Аверс.Реверс 45 градусов ; 1998СПМД ;  ; Cu в Cu-Ni ; XF ; 6 ; bva150979 ; 152 
 1642 ; 2 рубля. Аверс.Реверс 45 градусов ; 1997ММД ;  ; Cu-Ni-Zn ; VF+ ; 15 ; верталет ; 159 
 1643 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 21 ; koppolo ; 306 
 1644 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 12 ; AKS1364 ; 325 
 1645 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 25 ; AKS1364 ; 300 
 1646 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 31 ; тпруф ; 203 
 1647 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 11 ; 0987654321 ; 255 
 1648 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 10 ; Михалыч57 ; 306 
 1649 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 22 ; андрей1957 ; 555 
 1650 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 21 ; bva150979 ; 535 
 1651 ; 1 рубль. Новодел. Упаковка ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 33 ; krut0803 ; 536 
 1652 ; 1 рубль. Новодел. Упаковка ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 52 ; solder13 ; 561 
 1653 ; 1 рубль. Новодел. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 25 ; krut0803 ; 532 
 1654 ; 1 рубль. Новодел. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 15 ; 01020304 ; 536 
 1655 ; 1 рубль. Новодел. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 22 ; krut0803 ; 518 
 1656 ; 1 рубль. Новодел. Упаковка ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 18 ; krut0803 ; 521 
 1657 ; 1 рубль. Новодел. Упаковка ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 15 ; Blixa37 ; 567 
 1558 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 15 ; said ; 78 
 1559 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 20 ; dimon46 ; 79 
 1560 ; 10 копеек ; 1925 ;  ; Ag ; VF ; 22 ; dimer ; 73 
 1561 ; 10 копеек ; 1925 ;  ; Ag ; VF ; 15 ; сортам70 ; 51 
 1562 ; 10 копеек ; 1927 ;  ; Ag ; VF-XF ; 13 ; Lucky 74 ; 159 
 1563 ; 10 копеек ; 1928 ;  ; Ag ; VF-XF ; 26 ; орел414151 ; 143 
 1564 ; 10 копеек ; 1929 ;  ; Ag ; XF ; 11 ; fouli ; 143 
 1565 ; 10 копеек ; 1929 ;  ; Ag ; VF-XF ; 36 ; олег45 ; 138 
 1566 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 18 ; Mahfey ; 50 
 1567 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 19 ; Bambr ; 31 
 1568 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 19 ; Василевс ; 146 
 1569 ; 1 копейка ; 1925 ; Гурт рубчатый ; Cu ; F-VF ; 75 ; dimon46 ; 3526 
 1570 ; 1 копейка ; 1925 ; Гурт рубчатый ; Cu ; F+ ; 35 ; Алек ; 2042 
 1571 ; Полкопейки ; 1925 ;  ; Cu ; XF- ; 37 ; kott ; 1224 
 1572 ; Полкопейки ; 1927 ;  ; Cu ; VF+ ; 23 ; SSK ; 1020 
 1573 ; 5 копеек ; 1934 ; Тувинская Народная Республика ;  ; VF- ; 74 ; Sasha25 ; 5073 
 1574 ; 3 копейки ; 1934 ; Тувинская Народная Республика ;  ; VG ; 20 ; yurrgen ; 900 
 1575 ; 2 копейки ; 1934 ; Тувинская Народная Республика ;  ; F ; 25 ; win.gradoff ; 2042 
 1576 ; 100 рублей ; 1993 ; о.Шпицберген ; Ж/м ; XF- ; 43 ; gerber68 ; 357 
 1577 ; 50 рублей ; 1993 ; о.Шпицберген ; Б/м ; XF ; 42 ; ВАР1959 ; 401 
 1578 ; Бензиновый жетон. Татарстан ;  ;  ; Б/м ; VF-XF ; 13 ; восток1 ; 153 
 1579 ; Бензиновый жетон. Татарстан ;  ;  ; Ж/м ; VF-XF ; 10 ; восток1 ; 153 
 1580 ; Хлебный жетон. Татарстан ;  ;  ; Ж/м ; XF ; 16 ; matehev ; 200 
 1581 ; Жетон. Бийская ТЭЦ-1. Питание ;  ;  ; Ж/м ; VF+ ; 27 ; astronotus ; 367 
 1582 ; Жетон. Бийская ТЭЦ-1. Питание ;  ;  ; Б/м ; VF ; 17 ; astronotus ; 367 
 1583 ; Водопровод Сталинградского коммунального треста, монетовидный жетон на 25 литров воды ;  ;  ; Cu ; VG ; 18 ; Шмейхель ; 567 
 1584 ; 3 марки. Слава русского оружия. Гв миномет "Катюша" ; 2003СПМД ;  ; Ag ; Proof ; 17 ; Sasha25 ; 2040 
 1585 ; 3 марки. Слава русского оружия. Истребитель "МИГ-29" ; 2003СПМД ;  ; Ag ; Proof ; 18 ; Sasha25 ; 2032 
 1586 ; 3 марки. Слава русского оружия. Вертолет К-50 "Черная акула" ; 2003СПМД ;  ; Ag ; Proof ; 14 ; chinche ; 2000 
 1587 ; 3 марки. Слава русского оружия. Танк "Т-34" ; 2003СПМД ;  ; Ag ; Proof ; 14 ; chinche ; 2000 
 1588 ; 1 марка. Слава русского оружия. Истребитель "МИГ-29" ; 2003СПМД ;  ; Ж/м ; Proof ; 28 ; Буарон1925 ; 698 
 1589 ; 1 марка. Слава русского оружия. Гв миномет "Катюша" ; 2003СПМД ;  ; Ж/м ; Proof ; 23 ; Sasha25 ; 776 
 1590 ; 1 марка. Слава русского оружия. Автомат Калашникова ; 2002СПМД ;  ; Ж/м ; Proof ; 22 ; Sasha25 ; 776 
 1591 ; 1 марка. Слава русского оружия.  Вертолет К-50 "Черная акула" ; 2003СПМД ;  ; Ж/м ; Proof ; 20 ; Sasha25 ; 776 
 1592 ; 1 марка. Слава русского оружия. Танк "Т-34" ; 2003СПМД ;  ; Ж/м ; Proof ; 15 ; Sasha25 ; 760 
 1593 ; Разменный знак 10. Шпицберген. Цунами-Юго-Восточная Азия ; 2005СПМД ;  ;  ; Proof ; 22 ; karden5 ; 818 
 1594 ; 5 червонцев (монетовидный жетон). Красная книга. Манул ; 2013ММД ;  ; Би/м ; Proof ; 25 ; Danila-56 ; 1143 
 1595 ; 5 червонцев (монетовидный жетон). Красная книга. Жук-олень ; 2013ММД ;  ; Би/м ; Proof ; 15 ; Xxzx ; 943 
 1596 ; 5 червонцев (монетовидный жетон). Красная книга. Белый журавль Стерх ; 2013ММД ;  ; Би/м ; Proof ; 21 ; Xxzx ; 972 
 1597 ; 5 червонцев (монетовидный жетон). Красная книга. Манул ; 2013ММД ;  ; Би/м ; Proof ; 19 ; Danila-56 ; 1217 
 1598 ; 1 полтинник (моневидный жетон). Гагарин ; 2011ММД ;  ; Cu-Ni ; Proof ; 17 ; Кривой 14 ; 1224 
 1599 ; 5 червонцев (монетовидный жетон). Красная книга. Манул ; 2013ММД ;  ; Ag925 ; Proof ; 25 ; kop ; 3202 
 1600 ; 5 червонцев (монетовидный жетон). Красная книга. Жук-олень ; 2013ММД ;  ; Ag925 ; Proof ; 6 ; Danila-56 ; 3264 
 1601 ; 5 червонцев (монетовидный жетон). Красная книга. Белый журавль Стерх ; 2013ММД ;  ; Ag925 ; Proof ; 6 ; Danila-56 ; 3264 
 1602 ; 5 пядей (монетовидный жетон). Первопроходцы земли русской. Семен Иванович Дежнев ; 2013ММД ;  ; Cu-Ni ; Proof ; 25 ; yurrgen ; 850 
 1603 ; 5 пядей (монетовидный жетон). Первопроходцы земли русской. Атаман Ермак Тимофеевич. Герб 1 типа ; 2013ММД ;  ; Cu-Ni ; Proof ; 68 ; yurrgen ; 969 
 1604 ; 5 пядей (монетовидный жетон). Первопроходцы земли русской. Атаман Ермак Тимофеевич. Герб 2 типа ; 2013ММД ;  ; Cu-Ni ; Proof ; 41 ; Кривой 14 ; 992 
 1605 ; Один рубль (монетовидный жетон). 70 лет Советскому чекану ; ММД ;  ; Ag925 ; Proof ; 58 ; nikfed ; 4900 
 1606 ; Один полтинник (монетовидный жетон). Терешкова ; 2013ММД ;  ; Латунь ; Proof ; 13 ; Danila-56 ; 1420 
 1607 ; Один полтинник (монетовидный жетон). Хрущев ; 2013ММД ;  ; Латунь ; Proof ; 60 ; ВОЕНРУК ; 1449 
 1508 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 18 ; NILOV ; 414 
 1509 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 11 ; Harlock ; 452 
 1510 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 25 ; Harlock ; 628 
 1511 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF ; 15 ; kulon1 ; 3000 
 1512 ; 20 копеек ; 1922 ;  ; Ag ; F+ ; 13 ; олег45 ; 155 
 1513 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 25 ; johnsilver09 ; 711 
 1514 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 35 ; Trien ; 1019 
 1515 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 25 ; Truth ; 306 
 1516 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 36 ; dimer ; 82 
 1517 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 18 ; dimer ; 82 
 1518 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 11 ; dimer ; 64 
 1519 ; 20 копеек ; 1923 ;  ; Ag ; F ; 13 ; h4fn3r90 ; 89 
 1520 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 25 ; Horta ; 71 
 1521 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 35 ; Horta ; 86 
 1522 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 25 ; трейдер2 ; 206 
 1523 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 39 ; Запруда ; 135 
 1524 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 20 ; dimon46 ; 91 
 1525 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 19 ; dimer ; 82 
 1526 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 21 ; said ; 78 
 1527 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 19 ; Степан_81 ; 78 
 1528 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 18 ; сортам70 ; 80 
 1529 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 21 ; dimer ; 72 
 1530 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 13 ; сортам70 ; 70 
 1531 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 15 ; апосум ; 69 
 1532 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 16 ; said ; 76 
 1533 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 11 ; сортам70 ; 57 
