 6674 ; Часы  наручные Победа ПЧЗ с браслетом. ;  ;  ; Б/м ;  ; 9 ; basil ; 1530 
 2187 ; 5 копеек ; 1941 ;  ; Br ; VF ; 62 ; hfgh ; 885 
 2188 ; 3 копейки ; 1929 ;  ; Br ; F-VF ; 41 ; rik ; 123 
 2189 ; 3 копейки ; 1946 ;  ; Br ; VF-/F-VF ; 8 ; Meshok ; 24 
 2190 ; 2 копейки ; 1931 ;  ; Br ; F+ ; 3 ; kvs ; 6 
 2191 ; 2 копейки ; 1940 ;  ; Br ; VF-XF ; 23 ; Panzerbus ; 100 
 2192 ; 2 копейки ; 1946 ;  ; Br ; VF ; 34 ; Panzerbus ; 100 
 2193 ; 2 копейки ; 1949 ;  ; Br ; F ; 2 ; kvs ; 3 
 2194 ; 1 копейка ; 1927 ;  ; Br ; F ; 38 ; kvs ; 130 
 2195 ; 1 копейка ; 1939 ;  ; Br ; F ; 10 ; kvs ; 28 
 2196 ; 1 копейка ; 1940 ;  ; Br ; AU ; 34 ; Slava O ; 239 
 2197 ; 1 копейка ; 1949 ;  ; Br ; AU ; 49 ; Slava O ; 204 
 2198 ; 1 копейка ; 1965 ;  ; Cu-Zn ; VF ; 7 ; kvs ; 22 
 2199 ; 2 рубля ; 1999 ; ММД ; Cu-Ni-Zn ; VF ; 58 ; vborisevich1 ; 211 
 2200 ; 1 рубль ; 1999 ; СПМД ; Cu-Ni-Zn ; AU ; 63 ; Русские не сдаются ; 250 
 2201 ; 1 рубль ; 1999 ; ММД ; Cu-Ni-Zn ; VF ; 9 ; kvs ; 38 
 2202 ; 50 копеек ; 1999 ; СП ; Cu-Zn ; XF ; 64 ; idagaf ; 185 
 2203 ; 1 копейка ; 1999 ; СП ; St in Ni ; AU ; 38 ; Slava O ; 250 
 2204 ; 5 копеек ; 1962 ;  ; Cu-Zn ; AU ; 54 ; ser18342588 ; 556 
 2205 ; 5 копеек ; 1966 ;  ; Cu-Zn ; AU ; 22 ; Волчек ; 4670 
 2206 ; 5 копеек ; 1982 ;  ; Cu-Zn ; AU ; 11 ; Slava O ; 124 
 2207 ; 5 копеек ; 1984 ;  ; Cu-Zn ; AU ; 34 ; Slava O ; 209 
 2208 ; 2 копейки ; 1974 ;  ; Cu-Zn ; AU ; 22 ; volkov ; 119 
 2209 ; 1 копейка ; 1962 ;  ; Cu-Zn ; AU ; 37 ; ser18342588 ; 320 
 2210 ; 1 копейка ; 1964 ;  ; Cu-Zn ; AU ; 32 ; Кубик ; 578 
 2211 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 33 ; Bankomat ; 2632 
 2212 ; 1 копейка ; 1941 ;  ; Br ; VF+ ; 39 ; Марек ; 331 
 2213 ; 50 копеек ; 1964 ;  ; Cu-Ni ; XF ; 54 ; Зоря ; 94 
 2214 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; XF+ ; 36 ; SD315 ; 153 
 2215 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 24 ; Moryak ; 306 
 2216 ; 5 копеек ; 1931 ;  ; Br ; VF- ; 3 ; Мозг ; 19 
 2217 ; 3 копейки ; 1931 ;  ; Br ; VF ; 23 ; Бигль ; 47 
 2218 ; 3 копейки ; 1935 ;  ; Br ; F ; 7 ; Андрей/Пермь ; 22 
 2219 ; 1 копейка ; 1927 ;  ; Br ; F ; 15 ; rik ; 57 
 2220 ; 1 копейка ; 1927 ;  ; Br ; F ; 12 ; rik ; 56 
 2221 ; 1 копейка ; 1948 ;  ; Br ; VF ; 18 ; pavel5419 ; 50 
 2222 ; 1 копейка ; 1949 ;  ; Br ; VF ; 8 ; SKeeper ; 22 
 2223 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 63 ; Степан_81 ; 1836 
 2224 ; 50 копеек ; 1999 ; СП ; Cu-Zn ; XF ; 19 ; shknikolay ; 87 
 2225 ; 50 копеек ; 2002 ; СП ; Cu-Zn ; AU ; 66 ; stas78 ; 800 
 2226 ; 50 копеек ; 2002 ; М ; Cu-Zn ; AU ; 30 ; stas78 ; 306 
 2127 ; 10 копеек ; 1933 ;  ; Ni ; F+ ; 31 ; serguny ; 245 
 2128 ; 15 копеек ; 1939 ;  ; Ni ; VF ; 27 ; serguny ; 407 
 2129 ; 15 копеек ; 1943 ;  ; Ni ; F-VF ; 5 ; cr2952 ; 93 
 2130 ; 10 копеек ; 1938 ;  ; Ni ; F-VF ; 20 ; serguny ; 125 
 2131 ; 10 копеек ; 1961 ;  ; Cu-Ni ; AU ; 3 ; cr2952 ; 93 
 2132 ; 3 копейки ; 1991 ; ММД ; Cu-Zn ; AU ; 8 ; Slava O ; 163 
 2133 ; 10 копеек ; 1939 ;  ; Ni ; F+ ; 13 ; panti2008 ; 228 
 2134 ; 15 копеек ; 1931 ;  ; Ni ; VG ; 2 ; cr2952 ; 43 
 2135 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 38 ; Сhatsky ; 1826 
 2136 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 42 ; student123 ; 1593 
 2137 ; 1 рубль ; 1973 ;  ; Cu-Ni ; XF ; 32 ; shlapakov1978 ; 2169 
 2138 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 23 ; pollipol ; 152 
 2139 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 55 ; shlapakov1978 ; 1742 
 2140 ; 1 рубль ; 1968 ;  ; Cu-Ni ; VF ; 38 ; shlapakov1978 ; 1734 
 2141 ; 1 рубль ; 1985 ;  ; Cu-Ni ; XF ; 16 ; panti2008 ; 277 
 2142 ; 1 рубль ; 1984 ;  ; Cu-Ni ; VF ; 29 ; panti2008 ; 435 
 2143 ; 1 рубль ; 1979 ;  ; Cu-Ni ; VF-XF ; 41 ; nikkkk ; 1508 
 2144 ; 50 копеек ; 1990 ;  ; Cu-Ni ; AU ; 21 ; Moryak ; 294 
 2145 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF- ; 22 ; fandrius ; 133 
 2146 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; VF+ ; 68 ; panti2008 ; 309 
 2147 ; 1 рубль ; 1988 ;  ; Cu-Ni ; VF ; 34 ; pollipol ; 143 
 2148 ; 1 рубль ; 1964 ;  ; Cu-Ni ; F+ ; 1 ; Andrey88 ; 2 
 2149 ; 1 рубль ; 1988 ;  ; Cu-Ni ; VF+ ; 35 ; Andrey88 ; 141 
 2150 ; 50 рублей ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-Ni ; VF-XF ; 10 ; Andrey88 ; 16 
 2151 ; 50 рублей ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-Ni ; XF ; 21 ; idagaf ; 27 
 2152 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Zn ; VF+ ; 3 ; Andrey88 ; 4 
 2153 ; 1 рубль ; 1997 ; ММД ; Cu-Ni-Zn ; VF ; 2 ; idagaf ; 3 
 2154 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF- ; 18 ; svetikbsk ; 105 
 2155 ; 10 копеек ; 1936 ;  ; Ni ; VF ; 15 ; Meshok ; 171 
 2156 ; 2 копейки ; 1926 ;  ; Br ; VF- ; 9 ; pavel5419 ; 105 
 2157 ; 2 копейки ; 1936 ;  ; Br ; VF- ; 5 ; pavel5419 ; 105 
 2158 ; 15 копеек ; 1936 ;  ; Ni ; F-VF ; 18 ; svetikbsk ; 94 
 2159 ; 1 копейка ; 1936 ;  ; Br ; VF ; 7 ; Meshok ; 69 
 2160 ; 1 копейка ; 1928 ;  ; Br ; VF- ; 13 ; sovmin ; 105 
 2161 ; 2 копейки ; 1935 ;  ; Br ; F+ ; 25 ; Barin13 ; 118 
 2162 ; 2 копейки ; 1936 ;  ; Br ; F+ ; 5 ; 3457896 ; 84 
 2163 ; 3 копейки ; 1933 ;  ; Br ; F+ ; 3 ; pavel5419 ; 74 
 2164 ; 1 копейка ; 1933 ;  ; Br ; F+ ; 7 ; pavel5419 ; 104 
 2165 ; 1 копейка ; 1940 ;  ; Br ; F+ ; 13 ; 3457896 ; 82 
 2166 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 35 ; стадион ; 221 
 2167 ; 50 копеек ; 1987 ;  ; Cu-Ni ; XF ; 21 ; fandrius ; 100 
 2168 ; 3 копейки ; 1965 ;  ; Cu-Zn ; VF ; 16 ; student123 ; 779 
 2169 ; 10 копеек ; 1935 ;  ; Ni ; XF ; 39 ; Aurum ; 867 
 2170 ; 3 копейки ; 1937 ;  ; Br ; VF+ ; 26 ; Panzerbus ; 158 
 2171 ; 2 копейки ; 1957 ; В венке герба 15 лент ; Br ; VF-XF ; 3 ; Meshok ; 26 
 2172 ; 1 копейка ; 1937 ;  ; Br ; VF ; 16 ; sovmin ; 159 
 2173 ; 2 копейки ; 1935 ;  ; Br ; VF ; 46 ; sovmin ; 642 
 2174 ; 1 копейка ; 1990 ;  ; Cu-Zn ; VF ; 2 ; kultan ; 3 
 2175 ; 1 копейка Аверс/реверс 45 градусов ; 1933 ;  ; Br ; F-VF ; 15 ; Михмих ; 200 
 2176 ; 1 копейка ; 1984 ;  ; Cu-Zn ; AU ; 18 ; idagaf ; 51 
 2077 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 19 ; SD315 ; 261 
 2078 ; 1 копейка ; 1955 ;  ; Br ; AU ; 80 ; serguny ; 478 
 2079 ; 1 копейка ; 1962 ;  ; Cu-Zn ; AU ; 12 ; serguny ; 100 
 2080 ; 1 копейка ; 1963 ;  ; Cu-Zn ; AU ; 86 ; serguny ; 634 
 2081 ; 20 копеек ; 1961 ;  ; Cu-Ni ; AU ; 21 ; ser18342588 ; 102 
 2082 ; 20 копеек ; 1962 ;  ; Cu-Ni ; AU ; 16 ; ser18342588 ; 102 
 2083 ; 15 копеек ; 1962 ;  ; Cu-Ni ; AU ; 9 ; ser18342588 ; 216 
 2084 ; 15 копеек ; 1980 ;  ; Cu-Ni ; AU ; 17 ; Slava O ; 90 
 2085 ; 10 копеек ; 1962 ;  ; Cu-Ni ; AU ; 8 ; ser18342588 ; 216 
 2086 ; 1 рубль ; 1972 ;  ; Cu-Ni ; VF+ ; 56 ; Bankomat ; 2754 
 2087 ; 3 копейки В капсуле ; 1943 ;  ; Br ;  ; 45 ; ev.lomas ; 1797 
 2088 ; 3 копейки ; 1928 ;  ; Br ; F-VF ; 23 ; rik ; 167 
 2089 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; F+ ; 13 ; guzubala ; 34 
 2090 ; 3 копейки ; 1932 ;  ; Br ; F+ ; 18 ; rik ; 29 
 2091 ; 3 копейки ; 1933 ;  ; Br ; F+ ; 54 ; serguny ; 236 
 2092 ; 1 копейка ; 1929 ;  ; Br ; F ; 7 ; птичка16 ; 31 
 2093 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; F+ ; 30 ; serguny ; 137 
 2094 ; 1 копейка ; 1934 ;  ; Br ; F ; 30 ; Bankomat ; 185 
 2095 ; 1 копейка ; 1930 ;  ; Br ; F ; 13 ; Мозг ; 145 
 2096 ; 1 копейка ; 1951 ;  ; Br ; VG ; 18 ; спасибо ; 57 
 2097 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF ; 1 ; pollipol ; 2 
 2098 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF+ ; 16 ; idagaf ; 148 
 2099 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 27 ; panti2008 ; 327 
 2100 ; 50 копеек ; 1989 ;  ; Cu-Ni ; XF/AU ; 21 ; panti2008 ; 224 
 2101 ; 50 копеек ; 1990 ;  ; Cu-Ni ; AU ; 60 ; Moryak ; 339 
 2102 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 34 ; panti2008 ; 261 
 2103 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF ; 30 ; Копеечка ; 163 
 2104 ; 3 копейки ; 1967 ;  ; Cu-Zn ; VF ; 18 ; Зоря ; 87 
 2105 ; 5 рублей ; 1991 ; ММД ; Cu-Ni ; XF ; 42 ; panti2008 ; 102 
 2106 ; 5 копеек ; 1931 ;  ; Br ; F ; 3 ; ialaiola ; 95 
 2107 ; 5 копеек ; 1938 ;  ; Br ; VG ; 24 ; Мозг ; 155 
 2108 ; 5 копеек ; 1928 ;  ; Br ; F+ ; 22 ; rik ; 137 
 2109 ; 5 копеек ; 1939 ;  ; Br ; F ; 13 ; pavel5419 ; 87 
 2110 ; 5 копеек ; 1946 ;  ; Br ; F-VF ; 1 ; cr2952 ; 43 
 2111 ; 5 копеек ; 1937 ;  ; Br ; VG ; 11 ; panti2008 ; 126 
 2112 ; 20 копеек ; 1951 ;  ; Ni ; VG ; 4 ; pavel5419 ; 44 
 2113 ; 5 копеек ; 1943 ;  ; Br ; F ; 15 ; pavel5419 ; 108 
 2114 ; 20 копеек ; 1945 ;  ; Ni ; F-VF ; 5 ; cr2952 ; 93 
 2115 ; 20 копеек ; 1944 ;  ; Ni ; F-VF ; 18 ; vasilyi66 ; 131 
 2116 ; 20 копеек ; 1939 ;  ; Ni ; VF ; 40 ; AGA ; 317 
 2117 ; 3 копейки ; 1934 ;  ; Br ; F ; 6 ; pavel5419 ; 95 
 2118 ; 1 копейка ; 1934 ;  ; Br ; F ; 14 ; Мозг ; 125 
 2119 ; 3 копейки ; 1935 ;  ; Br ; F ; 6 ; ЖИГУЛЬ ; 95 
 2120 ; 1 копейка ; 1932 ;  ; Br ; F ; 10 ; Bankomat ; 110 
 2121 ; 1 копейка ; 1931 ;  ; Br ; F ; 5 ; pavel5419 ; 95 
 2122 ; 20 копеек ; 1932 ;  ; Ni ; XF ; 17 ; hfgh ; 116 
 2123 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF- ; 5 ; cr2952 ; 93 
 2124 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 6 ; Slava O ; 114 
 2125 ; 20 копеек ; 1955 ;  ; Ni ; AU ; 6 ; Slava O ; 163 
 2126 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; XF ; 28 ; Bankomat ; 703 
 2027 ; 10 рублей ; 2009 ; Калуга (XIV в) ; биметалл ; AU ; 24 ; sux ; 204 
 2028 ; 10 рублей ; 2010 ; Ненецкий автономный округ ; биметалл ; AU ; 18 ; service ; 344 
 2029 ; 2 рубля ; 2001 ; ММД Ю.Гагарин ; Cu-Ni ; XF ; 29 ; vborisevich1 ; 55 
 2030 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 27 ; Макай ; 136 
 2031 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 21 ; сортам70 ; 123 
 2032 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 25 ; сортам70 ; 117 
 2033 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 12 ; сортам70 ; 105 
 2034 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 11 ; сортам70 ; 102 
 2035 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF ; 36 ; barbos ; 92 
 2036 ; 1 рубль Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 26 ; Silberman ; 701 
 2037 ; 1 рубль Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 7 ; Shera ; 187 
 2038 ; 1 рубль Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 27 ; седой123 ; 352 
 2039 ; 1 рубль Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 14 ; Silberman ; 201 
 2040 ; 1 рубль Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 7 ; Silberman ; 200 
 2041 ; 1 рубль Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 28 ; Silberman ; 359 
 2042 ; 1 рубль Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 7 ; Shera ; 144 
 2043 ; 1 рубль Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 18 ; Silberman ; 201 
 2044 ; 1 рубль Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 21 ; Perfect163 ; 294 
 2045 ; 1 рубль Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 18 ; Макай ; 197 
 2046 ; 1 рубль Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 28 ; Numizmat20 ; 341 
 2047 ; 1 рубль Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 22 ; FIHCHAR ; 303 
 2048 ; 1 рубль Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 30 ; FIHCHAR ; 283 
 2049 ; 1 рубль Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Unc ; 13 ; FIHCHAR ; 292 
 2050 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 24 ; сортам70 ; 152 
 2051 ; 3 рубля. Упаковка ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 84 ; SupERGood ; 3100 
 2052 ; 3 рубля. Упаковка ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 61 ; bcg ; 2749 
 2053 ; 3 рубля. Упаковка ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 40 ; bcg ; 1788 
 2054 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 31 ; семь ; 3001 
 2055 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 43 ; CMS ; 1861 
 2056 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 69 ; nicola59 ; 1850 
 2057 ; 3 рубля. Упаковка ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 59 ; Kara1982igor ; 2960 
 2058 ; 3 рубля. Упаковка ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 26 ; Kara1982igor ; 3572 
 2059 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 31 ; SupERGood ; 2234 
 2060 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 29 ; Марек ; 1788 
 2061 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 39 ; judge ; 3368 
 2062 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 40 ; student123 ; 3060 
 2063 ; 3 рубля. Упаковка ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 54 ; семь ; 3397 
 2064 ; 1 рубль Капсула ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Proof ; 41 ; Perfect163 ; 2875 
 2065 ; 50 копеек ; 1973 ;  ; Cu-Ni ; VF-XF ; 55 ; 47RUS ; 313 
 2066 ; 50 копеек ; 1965 ;  ; Cu-Ni ; VF ; 39 ; трутень ; 245 
 2067 ; 20 копеек ; 1953 ;  ; Ni ; XF+ ; 17 ; portugal77 ; 129 
 2068 ; 20 копеек ; 1955 ;  ; Ni ; XF+ ; 13 ; Panzerbus ; 78 
 2069 ; 20 копеек Иные очертания материка над молотом ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 23 ; SD315 ; 294 
 2070 ; 15 копеек ; 1954 ;  ; Ni ; AU ; 9 ; Slava O ; 123 
 2071 ; 15 копеек Из зерна справа от звезды выходит ость ; 1955 ;  ; Ni ; AU ; 15 ; Slava O ; 142 
 2072 ; 15 копеек ; 1956 ;  ; Ni ; AU ; 15 ; Slava O ; 204 
 2073 ; 15 копеек Дубовые листья слева и справа широкие ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 25 ; Slava O ; 156 
 2074 ; 15 копеек Дубовые листья слева и справа узкие ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 15 ; Slava O ; 98 
 2075 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; AU ; 21 ; Slava O ; 169 
 2076 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 7 ; Slava O ; 98 
 1977 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 36 ; FIHCHAR ; 116 
 1978 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 23 ; Meshok ; 212 
 1979 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 11 ; drn137 ; 87 
 1980 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 20 ; giwi ; 55 
 1981 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 40 ; семь ; 95 
 1982 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 30 ; DVPr ; 157 
 1983 ; 1 рубль ; 1988 ; 160 лет со дня рождения Л.Н.Толстого ; Cu-Ni ; VF ; 8 ; garrymoore ; 29 
 1984 ; 5 рублей. Упаковка нарушена ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 39 ; седой123 ; 213 
 1985 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 17 ; седой123 ; 305 
 1986 ; 5 рублей. Упаковка нарушена ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 15 ; Meshok ; 290 
 1987 ; 5 рублей. Упаковка нарушена ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 21 ; FIHCHAR ; 149 
 1988 ; 3 рубля. Упаковка ; 1989 ; Землетрясение в Армении ; Cu-Ni ; Proof ; 40 ; Numizmat20 ; 417 
 1989 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 21 ; Perfect163 ; 235 
 1990 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 13 ; 77 Юджин 77 ; 130 
 1991 ; 1 рубль. Упаковка нарушена ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 9 ; 77 Юджин 77 ; 127 
 1992 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 9 ; Bal@Mond ; 153 
 1993 ; 5 рублей. Упаковка нарушена ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 17 ; сортам70 ; 146 
 1994 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 12 ; Макай ; 127 
 1995 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 15 ; an78gg ; 148 
 1996 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 10 ; jek31 ; 129 
 1997 ; 1 рубль. Упаковка нарушена ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 11 ; Al1964 ; 153 
 1998 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 12 ; 77 Юджин 77 ; 170 
 1999 ; 1 рубль. Упаковка нарушена ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 9 ; Meshok ; 135 
 2000 ; 10 рублей ; 2013 ; СПМД 20 лет Конституции РФ ; сталь+латунь ; AU ; 9 ; VITAL!!! ; 44 
 2001 ; 10 рублей ; 2011 ; СПМД 50 лет полета человека в космос ; сталь+латунь ; AU ; 9 ; VITAL!!! ; 33 
 2002 ; 10 рублей ; 2013 ; ММД 70 лет Сталинградской битве ; сталь+латунь ; AU ; 53 ; giwi ; 82 
 2003 ; 10 рублей ; 2012 ; СПМД 1150 лет зарождения российской госудаственности ; сталь+латунь ; AU ; 57 ; 2422862 ; 157 
 2004 ; 10 рублей ; 2010 ; СПМД 65 лет Победы в войне 1941-1945 ; сталь+латунь ; AU ; 56 ; service ; 188 
 2005 ; 25 рублей ; 2018 ; ММД Российская мультипликация. Ну погоди! ; Cu-Ni ; AU ; 34 ; Flak16 ; 408 
 2006 ; 25 рублей Бременские музыканты ; 2019 ;  ; Cu-Ni ; AU ; 25 ; mefody73 ; 261 
 2007 ; 25 рублей Дед Мороз и лето ; 2019 ;  ; Cu-Ni ; AU ; 24 ; kvs ; 261 
 2008 ; 25 рублей Барбоскины ; 2020 ;  ; Cu-Ni ; XF ; 23 ; kvs ; 98 
 2009 ; 25 рублей Армейские международные игры ; 2018 ;  ; Cu-Ni ; AU ; 35 ; judge ; 257 
 2010 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 16 ; kvs ; 138 
 2011 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 31 ; kvs ; 276 
 2012 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF ; 13 ; kvs ; 47 
 2013 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 14 ; kvs ; 128 
 2014 ; 1 рубль ; 1988 ; 160 лет со дня рождения Л.Н.Толстого ; Cu-Ni ; Proof ; 13 ; kvs ; 130 
 2015 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF ; 18 ; kvs ; 79 
 2016 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF ; 15 ; kvs ; 73 
 2017 ; 10 рублей ; 2001 ; ММД Гагарин ; биметалл ; VF ; 13 ; kvs ; 42 
 2018 ; 10 рублей ; 2007 ; Гдов. Древние города России ; биметалл ; AU ; 53 ; rodro ; 408 
 2019 ; 10 рублей ; 2008 ; Древние города России. Смоленск ; биметалл ; AU ; 46 ; sux ; 281 
 2020 ; 10 рублей ; 2012 ; Белозерск, Вологодская область ; биметалл ; AU ; 20 ; sux ; 70 
 2021 ; 10 рублей ; 2002 ; СПМД Кострома ; биметалл ; XF+ ; 30 ; 2422862 ; 180 
 2022 ; 10 рублей ; 2010 ; Брянск ; биметалл ; AU ; 33 ; 2422862 ; 215 
 2023 ; 10 рублей ; 2010 ; Юрьевец ; биметалл ; AU ; 21 ; 2422862 ; 215 
 2024 ; 10 рублей ; 2009 ; Выборг (XIII в), Ленинградская область ; биметалл ; AU ; 43 ; Niko750 ; 229 
 2025 ; 10 рублей ; 2009 ; В. Новгород ; биметалл ; AU ; 33 ; kvs ; 209 
