 4420 ; Бона иностранная ;  ;  ;  ;  ; 34 ; kozerog ; 36 
 1519 ; Лот монет Банка России "Древние города"(3шт): 10 рублей (Азов, Юрьевец, Великий Новгород) ; 2008, 2009, 2010 (СПМД) ;  ; Би/м ; AU ; 46 ; bv812 ; 104 
 1520 ; Лот монет Банка России "Древние города"(3шт): 10 рублей (Юрьевец, Ненецкий АО, Персмкий край) ; 2010 СПМД ;  ; Би/м ; AU ; 54 ; Alexey77 ; 555 
 1521 ; Лот монет Банка России "Древние города"(3шт): 10 рублей (Юрьевец, Ненецкий АО, Персмкий край) ; 2010 СПМД ;  ; Би/м ; AU ; 67 ; vovan555 ; 563 
 1522 ; Лот монет Банка России (5шт): 10 рублей (Республика Адыгея, Республика Калмыкия, Республика Коми, Кировская обл, Великий Новгород) ; 2009 СПМД ;  ; Би/м ; XF+/AU ; 64 ; Sergant ; 237 
 1523 ; Лот монет Банка России (5шт): 10 рублей (Республика Адыгея, Республика Калмыкия, Республика Коми, Кировская обл, Великий Новгород) ; 2009 СПМД ;  ; Би/м ; XF+/AU ; 38 ; vovan555 ; 226 
 1524 ; Лот монет Банка России (3шт): 10 рублей (Юрьевец, Ненецкий АО, Перепись населения) ; 2010 СПМД ;  ; Би/м ; AU ; 35 ; fillin ; 177 
 1525 ; Лот монет Банка России (Древние города России): 10 рублей (17шт) ; 2002-2010 ;  ; биметалл ; AU/XF ; 65 ; Serg7921 ; 557 
 1526 ; Лот монет Банка России (Министерства): 10 рублей (7шт) ; 2002 ;  ; биметалл ; AU/XF ; 54 ; astrart ; 367 
 1527 ; Лот монет Банка России (Всероссийская перепись населения, Пермский край, Соликамск, Елец): 10 рублей (4шт) ; 2010,2011 ;  ; биметалл ; AU ; 36 ; алеша ; 705 
 1528 ; Лот монет Банка России (Древние города России): 10 рублей (11шт) ; 2002-2010 ;  ; биметалл ; AU/XF ; 47 ; Serg7921 ; 381 
 1529 ; Лот монет Банка России (Древние города России): 10 рублей (7шт) ; 2002-2009 ;  ; биметалл ; AU/XF ; 47 ; jimmysu ; 238 
 1530 ; Лот монет Банка России (Министерства): 10 рублей (7шт) ; 2002 ;  ; биметалл ; AU/XF ; 39 ; алеша ; 391 
 1531 ; Лот монет Банка России (РФ): 10 рублей (7шт) ; 2005-2009 ;  ; Би/м ; XF+ ; 12 ; Serg7921 ; 157 
 1532 ; Лот монет Банка России (РФ): 10 рублей (11шт) ; 2005-2009 ;  ; Би/м ; AU/XF ; 23 ; Serg7921 ; 173 
 1533 ; Лот монет Банка России (55 лет победы и города-герои) 8шт ; 2000 ;  ; Би/м,Cu-Ni ; XF- ; 21 ; Petch ; 76 
 1534 ; Лот монет Банка России (Древние города России): 10 рублей (5шт) ; 2006-2009 ;  ; Би/м ; AU ; 45 ; Serg7921 ; 143 
 1535 ; Лот монет Банка России (Министерства): 10 рублей (2шт) ; 2002 ;  ; Би/м ; AU/XF ; 40 ; jimmysu ; 67 
 1536 ; Лот монет Банка России (РФ и Древние города): 10 рублей (5шт) ; 2005-2009 ;  ; Би/м ; AU/XF ; 6 ; алеша ; 100 
 1537 ; 50 рублей ; 1993 ; Комплект "Красная книга" ; биметалл ; AU ; 59 ; spstudio ; 1326 
 1538 ; 50 рублей + Джейран ; 1993,1994 ; Комплект "Красная книга" ; биметалл ; AU ; 81 ; sergey8 ; 2263 
 1539 ; Лот монет Банка России (6шт): 10 рублей. Приморский край, Сахалинская обл., Республика Татарстан, Ленинградская обл., Новосибирская обл., Липецкая обл. ; 2005,2006,2007 ;  ; Би/м ; AU/XF ; 38 ; Serg7921 ; 143 
 1540 ; Лот монет Банка России (5шт): 10 рублей. Республика Адыгея, 55 лет победы в ВОВ, Республика Коми, Кировская обл. ; 2000,2009 ;  ; Би/м ; AU ; 32 ; Serg7921 ; 142 
 1541 ; Лот монет Банка России (5шт): 10 рублей. 55 лет победы в ВОВ, Республика Коми, Астраханская обл., Республика Адыгея, Гагарин ; 2000,2001,2008,2009 ;  ; Би/м ; AU/XF ; 32 ; Serg7921 ; 142 
 1542 ; Лот монет Банка России (4шт): 10 рублей. 55 лет победы в ВОВ, Гагарин, Старая Русса, Дербент ; 2000,2001,2002 ;  ; Би/м ; AU/XF ; 43 ; jimmysu ; 128 
 1543 ; Лот монет Банка России (5шт): 10 рублей. Краснодарский край, Орловская обл., Ленинградская обл., Сахалинская обл., Республика Татарстан ; 2005,2006 ;  ; Би/м ; AU/XF ; 42 ; FEDOTOV1920 ; 150 
 1544 ; Лот монет Банка России (5шт): 10 рублей. 55 лет победы в ВОВ, Гагарин, Новосибирская обл., Республика Саха, Муром ; 2000,2001,2003,2006,2007 ;  ; Би/м ; AU/XF ; 32 ; Serg7921 ; 114 
 1545 ; Лот монет Банка России (5шт): 10 рублей. Новосибирская обл., Приморский край, Республика Алтай, Астраханская обл., Липецкая обл. ; 2006,2007,2008 ;  ; Би/м ; AU ; 48 ; Serg7921 ; 157 
 1546 ; Лот монет Банка России (5шт): 10 рублей. 55 лет победы в ВОВ, Гагарин, Касимов, Муром, Дорогобуж ; 2000,2001,2003 ;  ; Би/м ; AU/XF ; 56 ; Serg7921 ; 189 
 2851 ; Соверен. Великобритания. М-7,98гр ; 1913 ;  ; Au ; AU ; 32 ; ds2000 ; 13269 
 2852 ; Соверен. Великобритания. М-7,98гр ; 1962 ;  ; Au ; AU ; 15 ; kirkar ; 12001 
 2853 ; Соверен. Великобритания. М-7,78г ; 2006 ;  ; Au ; Proof ; 19 ; hugo ; 12444 
 2854 ; 10 гульденов. Нидерланды. М-6,73гр ; 1917 ;  ; Au ; AU ; 106 ; kirkar ; 10812 
 2855 ; 10 гульденов. Нидерланды. М-6,73гр ; 1932 ;  ; Au ; AU ; 16 ; kirkar ; 10965 
 2856 ; 20 лир. Италия. М-6,45г ; 1881 ;  ; Au ; XF+ ; 20 ; игмар ; 9908 
 2857 ; 20 франков-8 форинтов. Венгрия. М-6,45гр ; 1882 ;  ; Au ; AU ; 104 ; kirkar ; 11829 
 2858 ; 10 корон. Венгрия. М-3,39гр ; 1909 ;  ; Au ; XF+ ; 44 ; 525 ; 5667 
 1455 ; 15 копеек. Деформация ; 1949 ;  ; Ni ; F-VF ; 14 ; pion-61 ; 135 
 1456 ; 5 копеек ; 1935 ;  ; Br ; F-VF ; 35 ; борисыч ; 1022 
 1457 ; 5 копеек ; 1939 ;  ; Br ; F-VF ; 2 ; puhetd ; 204 
 1458 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF- ; 12 ; foxraptor ; 120 
 1459 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 95 ; bob_tauranga ; 159 
 1460 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 27 ; foxraptor ; 28 
 1461 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU/XF ; 12 ; krava360 ; 80 
 1462 ; 20 копеек ; 1945 ;  ; Ni ; VF-XF ; 27 ; vitalik19 ; 100 
 1463 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF- ; 70 ; foxraptor ; 99 
 1464 ; 20 копеек ; 1948 ;  ; Ni ; XF+ ; 44 ; vitalik19 ; 105 
 1465 ; 20 копеек ; 1949 ;  ; Ni ; VF-XF ; 55 ; vitalik19 ; 144 
 1466 ; 20 копеек ; 1953 ;  ; Ni ; VF-XF ; 79 ; vitalik19 ; 105 
 1467 ; 20 копеек ; 1954 ;  ; Ni ; XF+ ; 60 ; vitalik19 ; 92 
 1468 ; 20 копеек ; 1955 ;  ; Ni ; AU ; 48 ; lvd ; 229 
 1469 ; 20 копеек ; 1956 ;  ; Ni ; AU ; 63 ; kirkar ; 251 
 1470 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 48 ; bob_tauranga ; 110 
 1471 ; 15 копеек ; 1954 ;  ; Ni ; XF/AU ; 24 ; vitalik19 ; 105 
 1472 ; 15 копеек ; 1956 ;  ; Ni ; AU ; 53 ; vitalik19 ; 153 
 1473 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 52 ; kirkar ; 167 
 1474 ; 10 копеек ; 1952 ;  ; Ni ; VF-XF ; 26 ; vitalik19 ; 100 
 1475 ; 10 копеек ; 1953 ;  ; Ni ; XF- ; 76 ; vitalik19 ; 104 
 1476 ; 10 копеек ; 1954 ;  ; Ni ; VF+ ; 38 ; vitalik19 ; 150 
 1477 ; 10 копеек ; 1955 ;  ; Ni ; AU ; 41 ; kirkar ; 183 
 1478 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; XF- ; 40 ; olga42 ; 104 
 1479 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 62 ; steelmaster4 ; 102 
 1480 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 11 ; madgestic ; 119 
 1481 ; 5 копеек ; 1955 ;  ; Br ; VF ; 32 ; madgestic ; 101 
 1482 ; 1 копейка ; 1938 ;  ; Br ; VF- ; 8 ; VicVas ; 50 
 1483 ; 1 копейка ; 1940 ;  ; Br ; VF+ ; 36 ; bob_tauranga ; 107 
 1484 ; 1 копейка ; 1948 ;  ; Br ; XF ; 30 ; vitalik19 ; 113 
 1485 ; 5 копеек ; 1940 ;  ; Br ; F+ ; 11 ; Моряк-собиратель ; 119 
 1486 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Zn ; AU ; 60 ; KROT151 ; 114 
 1487 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 1488 ; 5 рублей "Красная книга. Винторогий козёл" ; 1991 ;  ; Би/м ; AU ; 16 ; Petch ; 211 
 1489 ; Жетон. ММД. Упаковка ;  ;  ; Al ; Unc/AU ; 57 ; Searge ; 153 
 1490 ; Набор юбилейных монет СССР "Игры XXII Олимпиады": 1 рубль (6шт). В пластиковой упаковке ; 1977-1980 ;  ; Cu-Ni ; AU ; 30 ; свой ; 918 
 1491 ; Набор юбилейных монет СССР: 1 рубль (6шт). В пластиковой упаковке ; 1977-1983 ;  ; Cu-Ni ; AU ; 18 ; свой ; 918 
 1492 ; Набор монет СССР "50 лет Советской власти" (6шт): 1р,50к,20к,15к,10к+Жетон ЛМД. Упаковка ; 1967 ;  ; Cu/Ni ; Unc/AU ; 119 ; Sky2 ; 918 
 1493 ; Годовой набор монет СССР: 1 рубль, 50к, 20к, 15к, 10к, 5к, 3к, 2к, 1к, 2 жетона (11шт). В пластиковой упаковке ; 1977 ;  ; Cu-Ni, Cu-Zn, ж ; AU ; 51 ; Gell13 ; 691 
 1494 ; Годовой набор СССР: 1 рубль, 50,20,15,10,5,3,2,1 копеек (9шт) + 2 жетона. Пластиковая упаковка ; 1979ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 4 ; Mike! ; 789 
 1495 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1980ЛМД ;  ; Сu-Ni,Cu-Zn ; AU ; 11 ; Pikadilly ; 777 
 1496 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ЛМД. В пластиковой капсуле ; 1991 ;  ; Cu/Ni,Cu/Zn ; Unc/AU ; 87 ; dbnfvby ; 573 
 1497 ; Лот монет СССР: 20 коп (15шт) ; 1961-1991 ;  ; Cu-Ni ; F-VF/VF+ ; 3 ; Petch ; 4 
 1498 ; Лот монет СССР: 20 коп (15шт) ; 1961-1991 ;  ; Cu-Ni ; VF-/VF+ ; 3 ; Petch ; 4 
 1499 ; Лот монет СССР (3шт): 15 копеек ; 1976,1977,1978 ;  ; Cu-Ni ; VF/VF+ ; 47 ; grisha2401 ; 73 
 1500 ; Лот монет СССР: 15,2 коп + жетон (3шт) ; 1991,1990 ;  ; Cu-Zn,Cu-Ni ; AU ; 6 ; Petch ; 8 
 1501 ; Лот монет СССР (2шт): 3к,1к ; 1924,1935 ;  ; Cu,Br ; F-VF ; 7 ; Petch ; 7 
 1502 ; Лот монет СССР: 10 коп (15шт) ; 1961-1986 ;  ; Cu-Ni ; VF+/XF ; 17 ; bugray ; 18 
 1503 ; Лот монет СССР: 15 коп (15шт) ; 1961-1991 ;  ; Cu-Ni ; VF+/XF- ; 9 ; Serg7921 ; 9 
 1504 ; Лот монет СССР: 15 коп (15шт) ; 1961-1991 ;  ; Cu-Ni ; F-VF/VF+ ; 5 ; Petch ; 6 
 1405 ; 20 копеек. Л/с шт. 3 коп. Упаковка ; 1989 ; Л/с шт. 3 коп. ; Cu-Ni ; Unc/AU ; 69 ; строитель ; 3124 
 1406 ; 15 копеек. Упаковка ; 1989 ;  ; Cu-Ni ; Unc/AU ; 30 ; Sergant ; 31 
 1407 ; 10 копеек. Упаковка ; 1989 ;  ; Cu-Ni ; Unc/AU ; 10 ; Sergant ; 10 
 1408 ; 5 копеек. Упаковка ; 1989 ;  ; Cu-Zn ; Unc/AU ; 21 ; Sergant ; 21 
 1409 ; 3 копейки.  Упаковка ; 1989 ;  ; Cu-Zn ; Unc/AU ; 21 ; Sergant ; 21 
 1410 ; 2 копейки.  Упаковка ; 1989 ;  ; Cu-Zn ; Unc/AU ; 44 ; olga42 ; 40 
 1411 ; 1 копейка.  Упаковка ; 1989 ;  ; Cu-Zn ; Unc/AU ; 49 ; Sergant ; 57 
 1412 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF+ ; 54 ; vitalik19 ; 157 
 1413 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 24 ; foxraptor ; 114 
 1414 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 34 ; УФА ; 153 
 1415 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 63 ; vitalik19 ; 207 
 1416 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 66 ; vitalik19 ; 100 
 1417 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 44 ; vitalik19 ; 141 
 1418 ; 50 копеек ; 1961 ;  ; Cu-Ni ; AU ; 62 ; Моряк-собиратель ; 162 
 1419 ; 50 копеек ; 1964 ;  ; Cu-Ni ; AU ; 14 ; KROT151 ; 46 
 1420 ; 50 копеек ; 1965 ;  ; Cu-Ni ; XF+ ; 39 ; USS ; 163 
 1421 ; 50 копеек ; 1967 ;  ; Cu-Ni ; AU ; 13 ; shneyder ; 408 
 1422 ; 50 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; AU ; 48 ; ААФ ; 57 
 1423 ; 50 копеек ; 1969 ;  ; Cu-Ni ; AU ; 49 ; Моряк-собиратель ; 150 
 1424 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 76 ; vitalik19 ; 123 
 1425 ; 50 копеек ; 1977 ;  ; Cu-Ni ; AU ; 8 ; foxraptor ; 120 
 1426 ; 50 копеек ; 1982 ;  ; Cu-Ni ; AU ; 43 ; СЁМА ; 83 
 1427 ; 50 копеек ; 1987 ;  ; Cu-Ni ; AU ; 11 ; СЁМА ; 57 
 1428 ; 50 копеек ; 1989 ;  ; Cu-Ni ; AU ; 27 ; olga42 ; 117 
 1429 ; 20 копеек ; 1951 ;  ; Ni ; AU ; 58 ; 439 ; 257 
 1430 ; 20 копеек ; 1961 ;  ; Cu-Ni ; AU ; 19 ; 439 ; 24 
 1431 ; 20 копеек ; 1962 ;  ; Cu-Ni ; AU ; 8 ; bv812 ; 37 
 1432 ; 20 копеек ; 1977 ;  ; Cu-Ni ; XF ; 7 ; vitalik19 ; 125 
 1433 ; 20 копеек ; 1978 ;  ; Cu-Ni ; XF ; 2 ; kent01 ; 3 
 1434 ; 20 копеек ; 1980 ;  ; Cu-Ni ; AU ; 22 ; foxraptor ; 23 
 1435 ; 20 копеек ; 1982 ;  ; Cu-Ni ; XF+ ; 2 ; Serg7921 ; 3 
 1436 ; 20 копеек ; 1987 ;  ; Cu-Ni ; AU/XF ; 3 ; Артемыч ; 4 
 1437 ; 15 копеек ; 1936 ;  ; Ni ; AU ; 49 ; kirkar ; 567 
 1438 ; 15 копеек. Интересный брак ; 1933 ;  ; Ni ; XF ; 25 ; Сакович ; 102 
 1439 ; 10 копеек ; 1932 ;  ; Ni ; AU ; 38 ; Ravak ; 258 
 1440 ; 5 копеек ; 1949 ;  ; Br ; XF+ ; 56 ; Сакович ; 119 
 1441 ; 5 копеек ; 1935 ;  ; Br ; VF- ; 63 ; dimon46 ; 625 
 1442 ; 5 копеек ; 1956 ;  ; Br ; AU ; 27 ; kirkar ; 251 
 1443 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF- ; 84 ; USS ; 128 
 1444 ; 1 рубль ; 1964 ;  ; Cu-Ni ; XF ; 9 ; Gell13 ; 9 
 1445 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 10 ; foxraptor ; 11 
 1446 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 25 ; steelmaster4 ; 174 
 1447 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 23 ; krava360 ; 169 
 1448 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF+ ; 47 ; foxraptor ; 205 
 1449 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 13 ; puhetd ; 255 
 1450 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 42 ; steelmaster4 ; 254 
 1451 ; 1 рубль ; 1985 ;  ; Cu-Ni ; XF+ ; 47 ; Моряк-собиратель ; 251 
 1452 ; 1 рубль ; 1987 ;  ; Cu-Ni ; XF+ ; 41 ; Чук ; 292 
 1453 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 6 ; foxraptor ; 86 
 1454 ; 15 копеек ; 1945 ;  ; Ni ; AU ; 19 ; Mike! ; 263 
 1355 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 61 ; Сакович ; 452 
 1356 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 88 ; andreyM ; 209 
 1357 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; XF+ ; 115 ; Вяч ; 890 
 1358 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; AU ; 111 ; Aless ; 552 
 1359 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 37 ; Моряк-собиратель ; 360 
 1360 ; 3 рубля ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 20 ; СЁМА ; 1321 
 1361 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF+ ; 11 ; Sergant ; 23 
 1362 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 25 ; Sergant ; 33 
 1363 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 26 ; папа Карло ; 255 
 1364 ; 5 рублей. Нарушение целостности упаковки ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 34 ; s451 ; 306 
 1365 ; 5 рублей. Нарушение целостности упаковки ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 22 ; xtm330 ; 248 
 1366 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 10 ; Mike! ; 172 
 1367 ; 5 рублей. Нарушение целостности упаковки ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 49 ; monge ; 503 
 1368 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 25 ; ZET ; 255 
 1369 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 25 ; yuri.gruzdev ; 827 
 1370 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 37 ; monge ; 663 
 1371 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 23 ; Сакович ; 320 
 1372 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 11 ; Сакович ; 355 
 1373 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 12 ; spstudio ; 210 
 1374 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 2 ; KRASLAVA ; 204 
 1375 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 3 ; KRASLAVA ; 218 
 1376 ; 1 рубль. Нарушение целостности упаковки ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 1 ; Mike! ; 152 
 1377 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 4 ; Mike! ; 139 
 1378 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 21 ; xtm330 ; 248 
 1379 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 18 ; Mike! ; 204 
 1380 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 22 ; alnov ; 275 
 1381 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 3 ; ААФ ; 306 
 1382 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 13 ; Моряк-собиратель ; 246 
 1383 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 15 ; yuri.gruzdev ; 218 
 1384 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 24 ; monge ; 300 
 1385 ; 1 рубль. Нарушение целостности упаковки ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 64 ; борисыч ; 807 
 1386 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 19 ; yuri.gruzdev ; 369 
 1387 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 19 ; Aless ; 765 
 1388 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Unc ; 36 ; борисыч ; 693 
 1389 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 37 ; assolia1 ; 1590 
 1390 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 24 ; alnov ; 209 
 1391 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 35 ; RU95 ; 89 
 1392 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 7 ; serber ; 102 
 1393 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 71 ; vitalik19 ; 141 
 1394 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 63 ; Sergant ; 102 
 1395 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 64 ; vitalik19 ; 140 
 1396 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 10 ; QQXA ; 45 
 1397 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 21 ; andreyM ; 25 
 1398 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 14 ; Sergant ; 34 
 1399 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 41 ; alnov ; 143 
 1400 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 47 ; fox2011 ; 560 
 1401 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 43 ; ssstri ; 206 
 1402 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 24 ; denis68 ; 53 
 1403 ; 1 рубль. Упаковка ; 1989 ;  ; Cu-Ni ; Unc/AU ; 28 ; topzol ; 171 
 1404 ; 50 копеек. Упаковка ; 1989 ;  ; Cu-Ni ; Unc/AU ; 32 ; vitalik19 ; 123 
 1305 ; 20 копеек ; 1928 ;  ; Ag ; AU/XF ; 74 ; vitalik19 ; 129 
 1306 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 87 ; maremark ; 183 
 1307 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 43 ; maremark ; 191 
 1308 ; 15 копеек ; 1922 ;  ; Ag ; XF- ; 35 ; vitalik19 ; 174 
 1309 ; 15 копеек ; 1922 ;  ; Ag ; VF-XF ; 19 ; coc ; 123 
 1310 ; 15 копеек ; 1925 ;  ; Ag ; XF ; 72 ; badiba-coin ; 317 
 1311 ; 15 копеек ; 1927 ;  ; Ag ; XF- ; 82 ; vitalik19 ; 209 
 1312 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 76 ; spstudio ; 211 
 1313 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 84 ; Slava28 ; 203 
 1314 ; 10 копеек ; 1924 ;  ; Ag ; XF+ ; 80 ; shneyder ; 281 
 1315 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 70 ; spstudio ; 211 
 1316 ; 10 копеек ; 1925 ;  ; Ag ; AU/XF ; 26 ; Моряк-собиратель ; 104 
 1317 ; 10 копеек ; 1927 ;  ; Ag ; AU/XF ; 43 ; vitalik19 ; 135 
 1318 ; 10 копеек ; 1928 ;  ; Ag ; AU/XF ; 74 ; bv812 ; 123 
 1319 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 55 ; bv812 ; 206 
 1320 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 41 ; pixel. ; 102 
 1321 ; 10 копеек ; 1929 ;  ; Ag ; XF ; 11 ; Sergant ; 100 
 1322 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 42 ; maremark ; 153 
 1323 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 6 ; vitalik19 ; 47 
 1324 ; Полкопейки ; 1928 ;  ; Cu ; VF+ ; 50 ; alz08 ; 1541 
 1325 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Цунами - Юго-Восточная Азия ; 2005СПМД ;  ; Cu-Ni ; Proof ; 90 ; Gell13 ; 809 
 1326 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Сход ледника - трагедия в кармадонском ущелье ; 2002СПМД ;  ; Cu-Ni ; Proof ; 49 ; Lasto4kaSPB ; 421 
 1327 ; Жетон. Министерство торговли СССР. 26. Оборотная сторона ребристая, цифры прямоугольные ;  ;  ; Ж/м ; XF ; 39 ; fillin ; 102 
 1328 ; Жетон. Министерство торговли СССР. 12. Оборотная сторона ребристая, цифры прямоугольные. На о/с клеймо: "1" и "8" вдавленной формы ;  ;  ; Ж/м ; VF ; 42 ; ehscrop ; 499 
