 5972 ; Бона иностранная Югославия ;  ;  ;  ; AU ; 15 ; sneg ; 39 
 2335 ; Лот монет Банка России (Выборг): 10 руб (10шт) ; 2014 ;  ; Лат/St ; XF/AU ; 10 ; paranoy ; 142 
 2336 ; Лот монет СССР: 5 коп (9шт) ; 1930-1957 ;  ; Br ; F/F-VF ; 46 ; кент ; 518 
 2337 ; Лот монет Банка России: 50 руб (5шт) ; 1993 ;  ; Cu-Zn ; VF ; 4 ; 312 ; 11 
 2338 ; Лот монет Банка России (15шт): 10 рублей ; 2011-2014 ;  ; Лат/St ; XF/AU ; 25 ; 1023oxana ; 420 
 2339 ; Лот монет Банка России (20шт): 10 рублей. Саратовская обл ; 2014 ;  ; Би/м ; AU ; 14 ; paranoy ; 272 
 2340 ; Лот монет Банка России (Колпино): 10 руб (10шт) ; 2014 ;  ; Лат/St ; XF/AU ; 35 ; юрий73 ; 208 
 2341 ; Лот монет Банка России (Полярный): 10 руб (10шт) ; 2012 ;  ; Лат/St ; XF ; 26 ; dima_54 ; 204 
 2342 ; Лот монет Банка России: 50,10 руб (3шт) ; 1991,1992 ;  ; Би/м ; AU ; 33 ; cr2952 ; 120 
 2343 ; Лот монет Банка России (200 лет Отечественной вонйе 1812г, Графическое изорбражение "рубля"): 2,1 руб (6шт) ; 2012,2014 ;  ; Ni/St ; AU ; 18 ; 312 ; 90 
 2344 ; Лот монет Банка России (Владикавказ): 10 руб (10шт) ; 2011 ;  ; Лат/St ; XF/AU ; 33 ; dima_54 ; 267 
 2345 ; Лот монет Банка России (Туапсе): 10 руб (10шт) ; 2012 ;  ; Лат/St ; XF/AU ; 29 ; dima_54 ; 255 
 2346 ; Лот монет Банка России (РГ): 10 руб (10шт) ; 2012 ;  ; Лат/St ; XF/AU ; 25 ; dima_54 ; 181 
 2347 ; Лот монет Банка России (Воронеж): 10 руб (10шт) ; 2012 ;  ; Лат/St ; XF ; 15 ; Доктор Никитин ; 156 
 2348 ; Лот монет СССР: 5,3 коп (2шт) ; 1924 ;  ; Cu ; F ; 7 ; ANGEL 23 ; 94 
 2349 ; Лот монет СССР: 1 руб (13шт) ; 1964 ;  ; Cu-Ni ; VF- ; 3 ; Coinsless ; 120 
 2250 ; 10 рублей. Красная книга. Краснозобая казарка ; 1992 ;  ; Би/м ; AU ; 44 ; andrei71 ; 1058 
 2251 ; 10 рублей. Красная книга. Среднеазиатская кобра ; 1992 ;  ; Би/м ; AU ; 41 ; kok59 ; 1016 
 2252 ; 50 рублей. Красная книга. Кавказский тетерев ; 1993 ;  ; Би/м ; AU ; 44 ; кент ; 1019 
 2253 ; 50 рублей. Красная книга. Туркменский эублефар ; 1993 ;  ; Би/м ; AU ; 42 ; torbey ; 894 
 2254 ; 50 рублей. Красная книга. Черноморская афалина ; 1993 ;  ; Би/м ; AU ; 44 ; Каенн ; 1000 
 2255 ; 50 рублей. Красная книга. Дальневосточный аист ; 1993 ;  ; Би/м ; AU ; 35 ; Каенн ; 1016 
 2256 ; 50 рублей. Красная книга. Гималайский медведь ; 1993 ;  ; Би/м ; AU ; 38 ; Levon.Koins ; 911 
 2257 ; 10 рублей. Красная книга. Амурский тигр ; 1992 ;  ; Би/м ; AU ; 31 ; denishe ; 1595 
 2258 ; 5 рублей. Рыбный филин ; 1991 ;  ; Би/м ; XF ; 31 ; denishe ; 918 
 2259 ; 25 рублей. Олимпиада в Сочи-2014. Горы. Упаковка ; 2011 ;  ; Cu-Ni ; Unc ; 18 ; Kirillbill ; 61 
 2260 ; 25 рублей. Олимпиада в Сочи-2014. Талисманы. Упаковка ; 2012 ;  ; Cu-Ni ; Unc ; 25 ; Грач ; 75 
 2261 ; 25 рублей. Олимпиада в Сочи-2014. Талисманы. Упаковка ; 2014 ;  ; Cu-Ni ; Unc ; 18 ; Bolshoi2013 ; 71 
 2262 ; 25 рублей. Олимпиада в Сочи-2014. Лучик и снежинка. Упаковка ; 2013 ;  ; Cu-Ni ; Unc ; 5 ; Грач ; 100 
 2263 ; 25 рублей. Олимпиада в Сочи-2014. Факел. Упаковка ; 2014 ;  ; Cu-Ni ; Unc ; 15 ; Bolshoi2013 ; 79 
 2264 ; 25 рублей. Сочи-2014. Упаковка. Большой знак монетного двора ; 2012СПМД ;  ; Cu-Ni ; Unc ; 17 ; bva150979 ; 2100 
 2265 ; 25 рублей. Сочи-2014. Упаковка ; 2014СПМД ;  ; Cu-Ni ; Unc ; 11 ; Arlekino82 ; 71 
 2266 ; 25 рублей. Сочи-2014. Упаковка ; 2014СПМД ;  ; Cu-Ni ; Unc ; 24 ; Arlekino82 ; 75 
 2267 ; 25 рублей. Сочи-2014. Упаковка ; 2014СПМД ;  ; Cu-Ni ; Unc ; 16 ; id ; 46 
 2268 ; 25 рублей. Сочи-2014. Упаковка ; 2014СПМД ;  ; Cu-Ni ; Unc ; 26 ; Arlekino82 ; 81 
 2269 ; 3 марки. Западный анклав России. Калинград. Слава русского оружия. Танк "Т-34". С сертификатом ; 2003СПМД ;  ; Ag925 ; Proof ; 41 ; daymand ; 4187 
 2270 ; 3 марки. Западный анклав России. Калинград. Слава русского оружия. Вертолет К-50. С сертификатом ; 2003СПМД ;  ; Ag925 ; Proof ; 20 ; k1reeff ; 3357 
 2271 ; 3 марки. Западный анклав России. Калинград. Слава русского оружия. Истребитель "МИГ-29". С сертификатом ; 2003СПМД ;  ; Ag925 ; Proof ; 25 ; daymand ; 4187 
 2272 ; 25 рублей. Сочи-2014. Буклет ; 2013 ;  ; Cu-Ni ; Unc ; 8 ; Kirillbill ; 426 
 2273 ; 25 рублей. Сочи-2014. Буклет ; 2013 ;  ; Cu-Ni ; Unc ; 8 ; 12457801 ; 426 
 2274 ; 25 рублей. Сочи-2014. Буклет ; 2013 ;  ; Cu-Ni ; Unc ; 12 ; Alina ; 459 
 2275 ; 25 рублей. Сочи-2014. Буклет ; 2013 ;  ; Cu-Ni ; Unc ; 14 ; sizimund ; 450 
 2276 ; 25 рублей. Сочи-2014. Буклет ; 2013 ;  ; Cu-Ni ; Unc ; 16 ; Dendrello ; 453 
 2277 ; 25 рублей. Сочи. Талисманы. Упаковка ; 2012 ;  ; Cu-Ni ; Unc ; 32 ; WhiteMouse ; 700 
 2278 ; 25 рублей. Сочи-2014. Буклет ; 2011 ;  ; Cu-Ni ; Unc ; 11 ; Недорого ; 760 
 2279 ; 10 рублей. В буклете ; 2009 ; Кировская область ; биметалл ; AU ; 6 ; blacksea ; 250 
 2280 ; 10 рублей. В буклете ; 2005 ; СПМД Ленинградская область ; биметалл ; AU ; 12 ; blacksea ; 250 
 2281 ; 10 рублей. В буклете ; 2005 ; Москва ; биметалл ; AU ; 6 ; blacksea ; 250 
 2282 ; 25 рублей. Олимпиада в Сочи. В буклете ; 2013 ;  ; Cu-Ni ; Unc ; 9 ; Sava05 ; 459 
 2283 ; 25 рублей. Олимпиада в Сочи. Горы. Цветные. Упакова ; 2011 ;  ; Cu-Ni ; Unc ; 37 ; blacksea ; 900 
 2284 ; 25 рублей. Олимпиада в Сочи. Талисманы. Цветные. Упакова ; 2012 ;  ; Cu-Ni ; Unc ; 39 ; Охта ; 1000 
 2285 ; 1 рубль. Графическое обозначение+Жетон . В буклете ; 2014ММД ;  ; Ni/St ; Unc ; 34 ; spbra ; 1202 
 2286 ; 10 рублей. Конституция+Жетон.  В буклете ; 2013ММД ;  ; Лат/St ; AU ; 28 ; sizimund ; 1007 
 2287 ; 25 рублей. Сочи-2014. Буклет ; 2014 ;  ; Cu-Ni ; Unc ; 27 ; 12457801 ; 808 
 2288 ; 25 рублей. Сочи-2014. Буклет ; 2012 ;  ; Cu-Ni ; Unc ; 32 ; Каенн ; 842 
 2289 ; Набор монет Олимпиада 1980г (6шт): 1 рубль ; 1977-1980 ;  ; Cu-Ni ; XF/AU ; 39 ; xorek016 ; 666 
 2290 ; Набор монет СССР: 5 рублей (3шт) ; 1988 ;  ; Cu-Ni ; Proof ; 24 ; molodes ; 714 
 2291 ; Набор монет Шпицбергена (4шт): 100,50,25,10 рублей. В буклете ; 1993 ;  ;  ; XF ; 28 ; SANGOLD1 ; 1815 
 2292 ; Набор монет СССР (50 лет Советской власти 1967г): 1 руб, 50,20,15,10 коп (5шт) + жетон. Упаковка ; 1967 ;  ; Cu-Zn,Cu-Ni ; AU ; 29 ; mto14 ; 2527 
 2293 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1977ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 32 ; xorek016 ; 2833 
 2294 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1978ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 25 ; xorek016 ; 2550 
 2295 ; Набор монет сССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон. В пластиковой капсуле нарушена ; 1979 ;  ; Cu/Ni,Cu/Zn ; AU ; 23 ; valencio ; 1995 
 2296 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1980ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 37 ; xorek016 ; 3115 
 2297 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1987ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 25 ; sbsb777 ; 1989 
 2298 ; Годовой набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + жетон.Упаковка ; 1988ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 43 ; порт ; 3787 
 2299 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон. В пластиковой капсуле ; 1989ЛМД ;  ; Cu/Ni,Cu/Zn ; Unc ; 70 ; диман ; 3853 
 2200 ; 2 копейки ; 1949 ;  ; Br ; VF ; 34 ; sgd ; 57 
 2201 ; 2 копейки ; 1936 ;  ; Br ; VF ; 21 ; stasson ; 106 
 2202 ; 1 копейка ; 1950 ;  ; Br ; VF ; 22 ; Technics ; 247 
 2203 ; 1 копейка ; 1953 ;  ; Br ; F-VF ; 3 ; Марик ; 38 
 2204 ; 1 копейка ; 1963 ;  ; Cu-Zn ; VF- ; 7 ; rustamsp ; 39 
 2205 ; 1 копейка ; 1974 ;  ; Cu-Zn ; AU ; 15 ; hugo ; 107 
 2206 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 21 ; K.V.N. ; 459 
 2207 ; 10 копеек ; 1932 ;  ; Ni ; F+ ; 21 ; HristS ; 47 
 2208 ; 5 копеек ; 1928 ;  ; Br ; F+ ; 27 ; maks169 ; 250 
 2209 ; 15 копеек ; 1951 ;  ; Ni ; F+ ; 88 ; R.E.V. ; 611 
 2210 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 29 ; ooooo1961 ; 395 
 2211 ; 5 копеек ; 1929 ;  ; Br ; VG ; 47 ; Leopold36 ; 250 
 2212 ; 5 копеек ; 1937 ;  ; Br ; VG ; 27 ; yniks2012 ; 1530 
 2213 ; 3 копейки ; 1926 ;  ; Br ; F+ ; 31 ; Skilfulsun ; 114 
 2214 ; 3 копейки ; 1933 ;  ; Br ; F ; 16 ; maks169 ; 153 
 2215 ; 2 копейки ; 1926 ;  ; Br ; VF- ; 32 ; sgd ; 94 
 2216 ; 2 копейки ; 1934 ;  ; Br ; VF ; 6 ; R.E.V. ; 51 
 2217 ; 2 копейки ; 1951 ;  ; Br ; VF ; 29 ; Skilfulsun ; 195 
 2218 ; 1 копейка ; 1936 ;  ; Br ; VF+ ; 15 ; sgd ; 58 
 2219 ; 20 копеек ; 1948 ;  ; Ni ; VF+ ; 12 ; Technics ; 34 
 2220 ; 1 копейка ; 1949 ;  ; Br ; VF+ ; 16 ; sever55 ; 51 
 2221 ; 2 копейки ; 1949 ;  ; Br ; VF- ; 16 ; н_у_м_и_з_м_а_т ; 34 
 2222 ; 1 копейка ; 1949 ;  ; Br ; XF ; 13 ; HristS ; 40 
 2223 ; 3 копейки ; 1940 ;  ; Br ; VF+ ; 6 ; R.E.V. ; 41 
 2224 ; 1 копейка ; 1936 ;  ; Br ; F-VF ; 9 ; R.E.V. ; 41 
 2225 ; 20 копеек ; 1952 ;  ; Ni ; XF ; 18 ; sever55 ; 51 
 2226 ; 1 копейка ; 1940 ;  ; Br ; VF+ ; 8 ; R.E.V. ; 53 
 2227 ; 1 копейка ; 1939 ;  ; Br ; VF ; 15 ; SergeyAnatoljevich ; 79 
 2228 ; 1 копейка ; 1936 ;  ; Br ; VF+ ; 9 ; mitisson ; 53 
 2229 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF ; 18 ; heavy_fly ; 104 
 2230 ; 15 копеек ; 1945 ;  ; Ni ; VF ; 25 ; Technics ; 123 
 2231 ; 15 копеек ; 1950 ;  ; Ni ; VF ; 10 ; maks169 ; 79 
 2232 ; 2 копейки ; 1930 ;  ; Br ; VF+ ; 17 ; мон ; 56 
 2233 ; 2 копейки ; 1937 ;  ; Br ; VF+ ; 17 ; yniks2012 ; 101 
 2234 ; 2 копейки ; 1940 ;  ; Br ; VF+ ; 25 ; sgd ; 69 
 2235 ; 1 копейка ; 1933 ;  ; Br ; VF ; 30 ; sgd ; 94 
 2236 ; 10 рублей ; 2010 ; Пермский край ; биметалл ; AU ; 43 ; sergon ; 4978 
 2237 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Zn ; AU ; 49 ; alexeyre ; 917 
 2238 ; 2 рубля ; 1999 ; СПМД ; Cu-Ni-Zn ; AU ; 18 ; dim66 ; 558 
 2239 ; 50 рублей. Красная книга. Гималайский медведь. В капсуле NGC ; 1993 ;  ; Би/м ; MS 63 ; 38 ; Neiros ; 1800 
 2240 ; 5 рублей. Красная книга. Рыбный филин ; 1991 ;  ; Би/м ; AU ; 35 ; torbey ; 1115 
 2241 ; 5 рублей. Красная книга. Винторогий козел ; 1991 ;  ; Би/м ; AU ; 29 ; zoodoo7 ; 918 
 2242 ; 10 рублей. Красная книга. Краснозобая казарка ; 1992 ;  ; Би/м ; AU ; 34 ; kok59 ; 1022 
 2243 ; 10 рублей. Красная книга.  Амурский тигр ; 1992 ;  ; Би/м ; AU ; 90 ; puhetd ; 1379 
 2244 ; 10 рублей. Красная книга. Среднеазиатская кобра ; 1992 ;  ; Би/м ; AU ; 20 ; andrei71 ; 1064 
 2245 ; 50 рублей. Красная книга. Гималайский медведь ; 1993 ;  ; Би/м ; AU ; 15 ; zoodoo7 ; 962 
 2246 ; 50 рублей. Красная книга. Туркменский зублефар ; 1993 ;  ; Би/м ; AU ; 17 ; sena13 ; 962 
 2247 ; 50 рублей. Красная книга. Черноморская афалина ; 1993 ;  ; Би/м ; AU ; 17 ; Tritiy2 ; 962 
 2248 ; 50 рублей. Красная книга. Дальневосточный аист ; 1993 ;  ; Би/м ; AU ; 17 ; torbey ; 1022 
 2249 ; 50 рублей. Красная книга. Гималайский медведь ; 1993 ;  ; Би/м ; AU ; 23 ; gerber68 ; 906 
 2150 ; 5 копеек ; 1961 ;  ; Cu-Zn ; AU ; 16 ; heavy_fly ; 110 
 2151 ; 1 копейка ; 1961 ;  ; Cu-Zn ; VF+ ; 12 ; rustamsp ; 34 
 2152 ; 1 копейка ; 1961 ;  ; Cu-Zn ; VF ; 7 ; Дима Шухов ; 14 
 2153 ; 1 копейка ; 1961 ;  ; Cu-Zn ; VF+ ; 9 ; mishakl ; 23 
 2154 ; 1 копейка ; 1961 ;  ; Cu-Zn ; VF+ ; 13 ; mishakl ; 17 
 2155 ; 1 копейка ; 1961 ;  ; Cu-Zn ; VF ; 8 ; 12457801 ; 13 
 2156 ; 10 копеек ; 1937 ;  ; Ni ; XF ; 36 ; K.V.N. ; 1665 
 2157 ; 15 копеек ; 1937 ;  ; Ni ; XF ; 30 ; godwin ; 1610 
 2158 ; 2 копейки ; 1940 ;  ; Br ; AU ; 16 ; Hada ; 308 
 2159 ; 1 копейка ; 1964 ;  ; Cu-Zn ; AU ; 36 ; John16 ; 906 
 2160 ; 1 копейка ; 1963 ;  ; Cu-Zn ; AU ; 24 ; John16 ; 340 
 2161 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 38 ; heavy_fly ; 97 
 2162 ; 1 копейка ; 1933 ;  ; Br ; XF ; 29 ; ryber ; 612 
 2163 ; 20 копеек ; 1942 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F ; 28 ; Skilfulsun ; 373 
 2164 ; 20 копеек ; 1945 ;  ; Ni ; F-VF ; 10 ; Jiamer57rus ; 79 
 2165 ; 10 копеек ; 1931 ;  ; Ni ; F- ; 11 ; Jiamer57rus ; 82 
 2166 ; 1 копейка ; 1965 ;  ; Cu-Zn ; VF ; 9 ; rustamsp ; 79 
 2167 ; 5 копеек. Деформация ; 1949 ;  ; Br ; F ; 4 ; Степан_81 ; 12 
 2168 ; 3 копейки ; 1956 ;  ; Br ; VF ; 40 ; heavy_fly ; 216 
 2169 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; VF- ; 25 ; demon160584 ; 34 
 2170 ; 20 копеек. Деформация ; 1931 ;  ; Ni ; F ; 15 ; Шмейхель ; 28 
 2171 ; 15 копеек ; 1932 ;  ; Ni ; VF- ; 10 ; 312 ; 36 
 2172 ; 15 копеек ; 1940 ;  ; Ni ; F- ; 13 ; R.E.V. ; 123 
 2173 ; 20 копеек "50 лет Советской власти" ; 1967 ;  ; Cu-Ni ; XF ; 14 ; Sava05 ; 91 
 2174 ; 1 рубль ; 1979 ;  ; Cu-Ni ; VF+ ; 37 ; Каенн ; 1224 
 2175 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF+ ; 8 ; marvic ; 209 
 2176 ; 1 рубль ; 1974 ;  ; Cu-Ni ; VF+ ; 25 ; филипок ; 1022 
 2177 ; 1 рубль ; 1977 ;  ; Cu-Ni ; VF+ ; 27 ; Каенн ; 1205 
 2178 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 34 ; ooooo1961 ; 373 
 2179 ; 1 копейка ; 1927 ;  ; Br ; F+ ; 5 ; d4d4854e ; 62 
 2180 ; 5 копеек ; 1975 ;  ; Cu-Zn ; VF+ ; 9 ; Leopold36 ; 104 
 2181 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 27 ; ooooo1961 ; 1502 
 2182 ; 50 копеек ; 1984 ;  ; Cu-Ni ; XF ; 10 ; heavy_fly ; 34 
 2183 ; 50 копеек ; 1982 ;  ; Cu-Ni ; VF-XF ; 10 ; 312 ; 23 
 2184 ; 20 копеек ; 1944 ;  ; Ni ; VF-XF ; 9 ; Technics ; 165 
 2185 ; 20 копеек ; 1953 ;  ; Ni ; VF-XF ; 6 ; Bulgar ; 34 
 2186 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 8 ; 312 ; 45 
 2187 ; 20 копеек ; 1932 ;  ; Ni ; F-VF ; 8 ; 312 ; 30 
 2188 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF ; 8 ; Jiamer57rus ; 101 
 2189 ; 15 копеек ; 1952 ;  ; Ni ; VF+ ; 10 ; Bulgar ; 42 
 2190 ; 15 копеек ; 1949 ;  ; Ni ; VF+ ; 25 ; диман ; 448 
 2191 ; 10 копеек ; 1931 ;  ; Ni ; VF ; 26 ; кент ; 364 
 2192 ; 10 копеек ; 1955 ;  ; Ni ; VF-XF ; 15 ; heavy_fly ; 90 
 2193 ; 10 копеек ; 1936 ;  ; Сu-Ni ; VF-XF ; 21 ; Val1978 ; 187 
 2194 ; 5 копеек ; 1950 ;  ; Br ; F-VF ; 25 ; кент ; 361 
 2195 ; 5 копеек. Отверстие ; 1930 ;  ; Br ; F-VF ; 6 ; HristS ; 12 
 2196 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; VF ; 7 ; Leopold36 ; 203 
 2197 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; VF ; 4 ; mitisson ; 71 
 2198 ; 3 копейки ; 1940 ;  ; Br ; XF ; 14 ; ryber ; 123 
 2199 ; 3 копейки ; 1957 ; В венке герба 15 лент ; Br ; VF ; 6 ; elena92 ; 14 
 2100 ; 1 копейка ; 1951 ;  ; Br ; VF-XF ; 15 ; maks169 ; 188 
 2101 ; 1 копейка ; 1945 ;  ; Br ; XF- ; 20 ; miranda ; 323 
 2102 ; 15 копеек ; 1961 ;  ; Cu-Ni ; AU ; 30 ; K.V.N. ; 275 
 2103 ; 15 копеек ; 1962 ;  ; Cu-Ni ; AU ; 55 ; K.V.N. ; 428 
 2104 ; 1 копейка ; 1962 ;  ; Cu-Zn ; AU ; 16 ; энкантадо ; 207 
 2105 ; 1 копейка ; 1965 ;  ; Cu-Zn ; AU ; 29 ; Tapuk ; 200 
 2106 ; 2 копейки ; 1966 ;  ; Cu-Zn ; AU ; 58 ; диман ; 548 
 2107 ; 2 копейки ; 1961 ;  ; Cu-Zn ; AU ; 38 ; Алексис ; 207 
 2108 ; 2 копейки ; 1965 ;  ; Cu-Zn ; AU ; 42 ; Алексис ; 453 
 2109 ; 2 копейки ; 1963 ;  ; Cu-Zn ; AU ; 12 ; Алексис ; 227 
 2110 ; 2 копейки ; 1962 ;  ; Cu-Zn ; AU ; 27 ; Masik ; 453 
 2111 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; AU ; 12 ; spblvv ; 413 
 2112 ; 20 копеек ; 1953 ;  ; Ni ; XF+ ; 3 ; omsk77 ; 102 
 2113 ; 5 копеек ; 1946 ;  ; Br ; VF+ ; 11 ; Leopold36 ; 77 
 2114 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 29 ; gerber68 ; 255 
 2115 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 19 ; K.V.N. ; 459 
 2116 ; 20 копеек ; 1956 ;  ; Ni ; AU ; 14 ; K.V.N. ; 567 
 2117 ; 20 копеек ; 1955 ;  ; Ni ; XF+ ; 5 ; spblvv ; 153 
 2118 ; 20 копеек ; 1954 ;  ; Ni ; XF+ ; 25 ; K.V.N. ; 69 
 2119 ; 15 копеек ; 1953 ;  ; Ni ; XF ; 23 ; heavy_fly ; 123 
 2120 ; 15 копеек ; 1955 ;  ; Ni ; XF+ ; 5 ; Z,kjrj2015 ; 132 
 2121 ; 15 копеек ; 1956 ;  ; Ni ; XF+ ; 18 ; K.V.N. ; 153 
 2122 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF+ ; 3 ; spblvv ; 101 
 2123 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; XF+ ; 13 ; ТРОЛ ; 114 
 2124 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF+ ; 19 ; K.V.N. ; 90 
 2125 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 14 ; heavy_fly ; 63 
 2126 ; 10 копеек ; 1955 ;  ; Ni ; XF ; 3 ; K.V.N. ; 102 
 2127 ; 5 копеек ; 1975 ;  ; Cu-Zn ; VF- ; 9 ; R.E.V. ; 90 
 2128 ; 2 копейки ; 1945 ;  ; Br ; XF ; 79 ; stasson ; 2550 
 2129 ; 1 копейка ; 1933 ;  ; Br ; XF- ; 13 ; Olimpia ; 391 
 2130 ; 15 копеек ; 1932 ;  ; Ni ; VF+ ; 10 ; R.E.V. ; 57 
 2131 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 7 ; yniks2012 ; 193 
 2132 ; 10 копеек ; 1969 ;  ; Cu-Ni ; XF- ; 10 ; Olimpia ; 61 
 2133 ; 3 копейки ; 1934 ;  ; Br ; VF-XF ; 32 ; geracon2009 ; 830 
 2134 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; VF-XF ; 44 ; Skilfulsun ; 667 
 2135 ; 3 копейки ; 1937 ;  ; Br ; VF+ ; 14 ; Olimpia ; 104 
 2136 ; 3 копейки ; 1943 ;  ; Br ; VF- ; 7 ; Jiamer57rus ; 90 
 2137 ; 3 копейки ; 1948 ;  ; Br ; VF+ ; 26 ; диман ; 140 
 2138 ; 3 копейки ; 1950 ;  ; Br ; VF ; 6 ; R.E.V. ; 41 
 2139 ; 2 копейки ; 1926 ;  ; Br ; VF ; 15 ; vizer ; 63 
 2140 ; 2 копейки ; 1931 ;  ; Br ; VF- ; 6 ; Саня79 ; 33 
 2141 ; 2 копейки ; 1935 ;  ; Br ; XF- ; 21 ; ryber ; 231 
 2142 ; 2 копейки ; 1937 ;  ; Br ; VF+ ; 28 ; кент ; 135 
 2143 ; 2 копейки ; 1939 ;  ; Br ; VF ; 15 ; sgd ; 93 
 2144 ; 2 копейки ; 1941 ;  ; Br ; VF ; 29 ; PROCSY ; 128 
 2145 ; 2 копейки ; 1949 ;  ; Br ; VF ; 15 ; н_у_м_и_з_м_а_т ; 21 
 2146 ; 2 копейки ; 1950 ;  ; Br ; VF+ ; 10 ; диман ; 150 
 2147 ; 1 копейка ; 1938 ;  ; Br ; XF ; 9 ; agent 007 ; 53 
 2148 ; 5 копеек ; 1938 ;  ; Br ; VF- ; 18 ; Skilfulsun ; 510 
 2149 ; 5 копеек ; 1939 ;  ; Br ; F+ ; 32 ; Каенн ; 609 
 2050 ; 1 копейка. В капсуле NGC ; 1939 ;  ; Br ; MS 64 ; 49 ; dsidorov ; 4079 
 2051 ; 1 копейка. В капсуле NGC ; 1936 ;  ; Br ; MS 65 ; 23 ; zorf ; 5100 
 2052 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF ; 17 ; qwert543 ; 273 
 2053 ; 1 рубль ; 1964 ;  ; Cu-Ni ; XF- ; 11 ; энкантадо ; 41 
 2054 ; 1 рубль ; 1967 ;  ; Cu-Ni ; XF ; 22 ; энкантадо ; 1389 
 2055 ; 50 копеек ; 1964 ;  ; Cu-Ni ; AU ; 64 ; RFT ; 770 
 2056 ; 50 копеек ; 1968 ;  ; Cu-Ni ; XF ; 39 ; gerber68 ; 206 
 2057 ; 50 копеек ; 1969 ;  ; Cu-Ni ; AU ; 44 ; omsk77 ; 661 
 2058 ; 50 копеек ; 1972 ;  ; Cu-Ni ; AU ; 30 ; кент ; 694 
 2059 ; 50 копеек ; 1973 ;  ; Cu-Ni ; AU ; 60 ; RFT ; 987 
 2060 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 31 ; Inokesha ; 228 
 2061 ; 50 копеек ; 1981 ;  ; Cu-Ni ; AU ; 39 ; Masik ; 469 
 2062 ; 50 копеек "50 лет Советской власти" ; 1967 ;  ; Cu-Ni ; AU ; 36 ; igm77 ; 510 
 2063 ; 5 копеек ; 1929 ;  ; Br ; XF ; 57 ; John16 ; 4196 
 2064 ; 5 копеек ; 1930 ;  ; Br ; VF+ ; 9 ; энкантадо ; 255 
 2065 ; 5 копеек ; 1938 ;  ; Br ; VF- ; 25 ; энкантадо ; 306 
 2066 ; 5 копеек ; 1955 ;  ; Br ; VF+ ; 9 ; энкантадо ; 77 
 2067 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF ; 20 ; coolpeppers ; 566 
 2068 ; 5 копеек ; 1979 ;  ; Cu-Zn ; VF ; 85 ; sibons ; 777 
 2069 ; 5 копеек ; 1980 ;  ; Cu-Zn ; XF+ ; 17 ; энкантадо ; 81 
 2070 ; 20 копеек ; 1953 ;  ; Ni ; XF+ ; 7 ; энкантадо ; 79 
 2071 ; 20 копеек ; 1954 ;  ; Ni ; XF+ ; 30 ; geracon2009 ; 70 
