 5888 ; Бона иностранная 2 шт ;  ;  ;  ;  ; 11 ; doiu33 ; 339 
 1861 ; 2 копейки ; 1936 ;  ; Br ; VF+ ; 23 ; kn157736 ; 126 
 1862 ; 5 копеек ; 1935 ;  ; Br ; VF- ; 23 ; oleg13 ; 858 
 1863 ; 20 копеек "50 лет Советской власти" ; 1967 ;  ; Cu-Ni ; XF+ ; 16 ; 06031983 ; 301 
 1864 ; 20 копеек ; 1931 ;  ; Ni ; VF-XF ; 22 ; happy ; 153 
 1865 ; 20 копеек ; 1932 ;  ; Ni ; VF-XF ; 33 ; stark-2006 ; 117 
 1866 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 61 ; dimon46 ; 101 
 1867 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; VF-XF ; 25 ; AnvlaSar6216 ; 181 
 1868 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF ; 9 ; Kama ; 48 
 1869 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF- ; 16 ; мурашка ; 227 
 1870 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 8 ; Лёхыч ; 78 
 1871 ; 20 копеек ; 1944 ;  ; Ni ; VF+ ; 19 ; geracon2009 ; 267 
 1872 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 10 ; 7755 ; 29 
 1873 ; 20 копеек ; 1948 ;  ; Ni ; VF- ; 14 ; 21011984andrei ; 21 
 1874 ; 15 копеек ; 1931 ;  ; Ni ; VF-XF ; 9 ; geracon2009 ; 257 
 1875 ; 15 копеек ; 1932 ;  ; Ni ; VF-XF ; 14 ; vvp ; 138 
 1876 ; 15 копеек ; 1933 ;  ; Ni ; XF- ; 16 ; shknikolay ; 209 
 1877 ; 15 копеек ; 1934 ;  ; Ni ; VF+ ; 22 ; fouli ; 1152 
 1878 ; 15 копеек ; 1935 ;  ; Ni ; VF+ ; 20 ; Hleborezka ; 216 
 1879 ; 15 копеек ; 1936 ;  ; Ni ; VF+ ; 12 ; Hleborezka ; 105 
 1880 ; 15 копеек ; 1937 ;  ; Ni ; VF-XF ; 29 ; ewgen ; 805 
 1881 ; 15 копеек ; 1943 ;  ; Ni ; VF ; 6 ; Лёхыч ; 59 
 1882 ; 15 копеек ; 1946 ;  ; Ni ; VF-XF ; 23 ; 06031983 ; 55 
 1883 ; 15 копеек ; 1948 ;  ; Ni ; VF-XF ; 51 ; geracon2009 ; 123 
 1884 ; 10 копеек ; 1931 ;  ; Ni ; VF ; 20 ; хуч ; 266 
 1885 ; 10 копеек ; 1932 ;  ; Ni ; VF+ ; 56 ; апрол ; 153 
 1886 ; 10 копеек ; 1933 ;  ; Ni ; XF- ; 13 ; Hleborezka ; 204 
 1887 ; 10 копеек ; 1934 ;  ; Ni ; F ; 5 ; oleg13 ; 318 
 1888 ; 10 копеек ; 1935 ;  ; Ni ; VF-XF ; 21 ; Starushka ; 250 
 1889 ; 10 копеек ; 1936 ;  ; Ni ; VF-XF ; 16 ; РОМАШКА ; 102 
 1890 ; 10 копеек ; 1938 ;  ; Ni ; VF ; 13 ; хуч ; 373 
 1891 ; 10 копеек ; 1939 ;  ; Ni ; VF ; 19 ; happy ; 206 
 1892 ; 10 копеек ; 1940 ;  ; Ni ; VF+ ; 4 ; Kama ; 209 
 1893 ; 10 копеек ; 1941 ;  ; Ni ; VF+ ; 27 ; oleg13 ; 495 
 1894 ; 10 копеек ; 1943 ;  ; Ni ; F-VF ; 6 ; Лёхыч ; 227 
 1895 ; 10 копеек ; 1946 ;  ; Ni ; VF+ ; 21 ; 06031983 ; 63 
 1896 ; 10 копеек ; 1948 ;  ; Ni ; XF ; 51 ; pearl ; 882 
 1897 ; 10 копеек ; 1950 ;  ; Ni ; VF-XF ; 11 ; Запруда ; 102 
 1898 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; VF+ ; 17 ; 21011984andrei ; 32 
 1799 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; AU ; 50 ; pearl ; 398 
 1800 ; 1 копейка ; 1956 ;  ; Br ; AU ; 25 ; pearl ; 204 
 1801 ; 2 копейки ; 1926 ;  ; Br ; VF ; 55 ; vvp ; 192 
 1802 ; 2 копейки ; 1934 ;  ; Br ; VF+ ; 13 ; vvp ; 206 
 1803 ; 2 копейки ; 1936 ;  ; Br ; VF+ ; 20 ; konstk2 ; 104 
 1804 ; 2 копейки ; 1941 ;  ; Br ; XF ; 26 ; AnvlaSar6216 ; 283 
 1805 ; 2 копейки ; 1957 ; В венке герба 15 лент ; Br ; XF ; 54 ; Запруда ; 124 
 1806 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF ; 28 ; konstk2 ; 429 
 1807 ; 3 копейки ; 1933 ;  ; Br ; VF- ; 17 ; ewgen ; 219 
 1808 ; 5 копеек ; 1932 ;  ; Br ; VF+ ; 16 ; Qersej ; 328 
 1809 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; XF ; 33 ; Запруда ; 306 
 1810 ; 5 копеек ; 1962 ;  ; Cu-Zn ; XF ; 16 ; xladon ; 79 
 1811 ; 5 копеек ; 1973 ;  ; Cu-Zn ; XF+ ; 16 ; konstk2 ; 816 
 1812 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 24 ; akula ; 157 
 1813 ; 10 копеек ; 1934 ;  ; Ni ; XF ; 22 ; ser-slava ; 1037 
 1814 ; 20 копеек ; 1932 ;  ; Ni ; XF ; 19 ; pearl ; 714 
 1815 ; 20 копеек ; 1933 ;  ; Ni ; VF- ; 9 ; konstk2 ; 102 
 1816 ; 20 копеек ; 1948 ;  ; Ni ; VF-XF ; 45 ; konstk2 ; 97 
 1817 ; 1 рубль ; 1971 ;  ; Cu-Ni ; XF+ ; 45 ; kn157736 ; 1587 
 1818 ; 1 рубль ; 1975 ;  ; Cu-Ni ; XF+ ; 38 ; CASABLANCA ; 1785 
 1819 ; 1 рубль ; 1979 ;  ; Cu-Ni ; XF+ ; 37 ; CASABLANCA ; 1683 
 1820 ; 1 рубль ; 1983 ;  ; Cu-Ni ; XF+ ; 42 ; CASABLANCA ; 1573 
 1821 ; 50 копеек ; 1967 ;  ; Cu-Ni ; AU ; 45 ; CASABLANCA ; 1422 
 1822 ; 15 копеек ; 1976 ;  ; Cu-Ni ; XF ; 9 ; xladon ; 65 
 1823 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; VF+ ; 9 ; tikhomirius ; 59 
 1824 ; 1 рубль. Упаковка нарушена ; 1967 ;  ; Cu-Ni ; AU ; 38 ; fouli ; 819 
 1825 ; 3 копейки ; 1931 ;  ; Br ; VF+ ; 29 ; Horta ; 104 
 1826 ; 2 копейки ; 1977 ;  ; Cu-Zn ; AU ; 19 ; Запруда ; 159 
 1827 ; 5 копеек ; 1940 ;  ; Br ; VF+ ; 9 ; 06031983 ; 151 
 1828 ; 5 копеек ; 1954 ;  ; Br ; XF- ; 22 ; maleevsw ; 283 
 1829 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; XF- ; 18 ; 5470 ; 200 
 1830 ; 5 копеек ; 1930 ;  ; Br ; VF-XF ; 25 ; Kra-Sava ; 92 
 1831 ; 5 копеек ; 1931 ;  ; Br ; VF+ ; 10 ; 5470 ; 119 
 1832 ; 1 копейка ; 1940 ;  ; Br ; AU ; 18 ; kn157736 ; 153 
 1833 ; 1 копейка ; 1954 ;  ; Br ; AU ; 18 ; vel2010 ; 151 
 1834 ; 20 копеек ; 1931 ;  ; Ni ; VF+ ; 12 ; Лёхыч ; 69 
 1835 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 7 ; 7755 ; 34 
 1836 ; 20 копеек ; 1933 ;  ; Ni ; XF- ; 13 ; dim66 ; 101 
 1837 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 21 ; garsn ; 102 
 1838 ; 15 копеек ; 1935 ;  ; Ni ; VF ; 19 ; oleg13 ; 272 
 1839 ; 15 копеек ; 1939 ;  ; Ni ; XF ; 93 ; maleevsw ; 616 
 1840 ; 15 копеек ; 1940 ;  ; Ni ; VF-XF ; 4 ; Лёхыч ; 57 
 1841 ; 10 копеек ; 1931 ;  ; Ni ; VF-XF ; 19 ; ewgen ; 215 
 1842 ; 10 копеек ; 1936 ;  ; Ni ; VF+ ; 26 ; Hozdvor ; 79 
 1843 ; 10 копеек ; 1954 ;  ; Ni ; XF ; 12 ; xladon ; 102 
 1844 ; 1 копейка ; 1938 ;  ; Br ; VF-XF ; 44 ; vvp ; 57 
 1845 ; 1 копейка ; 1963 ;  ; Cu-Zn ; XF ; 14 ; Bastet1323 ; 57 
 1846 ; 5 копеек ; 1974 ;  ; Cu-Zn ; XF- ; 28 ; t_v_v ; 45 
 1847 ; 1 копейка ; 1949 ;  ; Br ; VF ; 28 ; 21011984andrei ; 32 
 1848 ; 2 копейки ; 1966 ;  ; Cu-Zn ; VF- ; 37 ; happy ; 255 
 1749 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 9 ; лаботряс ; 145 
 1750 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 30 ; Rober ; 1392 
 1751 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 24 ; Никандр ; 195 
 1752 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 52 ; Armando ; 1473 
 1753 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 76 ; ryber ; 1555 
 1754 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 38 ; vel2010 ; 1135 
 1755 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 56 ; Armando ; 1222 
 1756 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 62 ; Armando ; 1222 
 1757 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 31 ; Andrew1978 ; 276 
 1758 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 29 ; serg901 ; 1298 
 1759 ; 1 рубль ; 1974 ;  ; Cu-Ni ; XF+ ; 52 ; ЕвгенийМ ; 1318 
 1760 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 21 ; hanim ; 161 
 1761 ; 20 копеек ; 1974 ;  ; Cu-Ni ; XF ; 54 ; venividivici ; 3060 
 1762 ; 15 копеек ; 1974 ;  ; Cu-Ni ; AU ; 49 ; venividivici ; 3060 
 1763 ; 10 копеек ; 1974 ;  ; Cu-Ni ; AU ; 18 ; Глеб ; 104 
 1764 ; 5 копеек ; 1974 ;  ; Cu-Zn ; AU ; 8 ; Новик ; 128 
 1765 ; 3 копейки ; 1974 ;  ; Cu-Zn ; AU ; 11 ; Глеб ; 53 
 1766 ; 2 копейки ; 1974 ;  ; Cu-Zn ; XF ; 11 ; Bastet1323 ; 46 
 1767 ; 1 копейка ; 1974 ;  ; Cu-Zn ; XF ; 5 ; Bastet1323 ; 16 
 1768 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF-XF ; 27 ; KOPOJIbPVP ; 357 
 1769 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 32 ; oleg13 ; 1026 
 1770 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF- ; 14 ; Лёхыч ; 206 
 1771 ; 20 копеек ; 1944 ;  ; Ni ; XF ; 39 ; pearl ; 735 
 1772 ; 15 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; AU ; 21 ; 06031983 ; 214 
 1773 ; 10 копеек ; 1937 ;  ; Ni ; XF ; 29 ; ser-slava ; 937 
 1774 ; 5 копеек ; 1928 ;  ; Br ; VF ; 30 ; vasilyi66 ; 138 
 1775 ; 50 копеек. Упаковка ; 1978 ;  ; Cu-Ni ; AU ; 35 ; AnvlaSar6216 ; 510 
 1776 ; 15 копеек. Упаковка ; 1979 ;  ; Cu-Ni ; AU ; 12 ; Hozdvor ; 41 
 1777 ; 1 копейка. Упаковка ; 1978 ;  ; Cu-Zn ; AU ; 46 ; RUS 78 ; 206 
 1778 ; 15 копеек. Упаковка ; 1976 ;  ; Cu-Ni ; AU ; 18 ; happy ; 184 
 1779 ; 5 копеек. Упаковка ; 1976 ;  ; Cu-Zn ; AU ; 11 ; vel2010 ; 58 
 1780 ; 1 рубль. Упаковка ; 1978 ;  ; Cu-Ni ; AU ; 26 ; happy ; 975 
 1781 ; 1 рубль. Упаковка ; 1989 ;  ; Cu-Ni ; AU ; 27 ; Trien ; 450 
 1782 ; 1 рубль ; 1970 ;  ; Cu-Ni ; XF+ ; 77 ; CASABLANCA ; 2256 
 1783 ; 1 рубль ; 1966 ;  ; Cu-Ni ; XF+ ; 42 ; CASABLANCA ; 1726 
 1784 ; 1 рубль ; 1971 ;  ; Cu-Ni ; XF+ ; 29 ; ser-slava ; 1225 
 1785 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 38 ; AnvlaSar6216 ; 1350 
 1786 ; 1 рубль ; 1979 ;  ; Cu-Ni ; XF+ ; 38 ; puhetv ; 1377 
 1787 ; 1 копейка ; 1938 ;  ; Br ; VF-XF ; 18 ; Starushka ; 114 
 1788 ; 1 копейка ; 1939 ;  ; Br ; VF-XF ; 13 ; kott ; 155 
 1789 ; 1 копейка ; 1938 ;  ; Br ; XF ; 36 ; pearl ; 179 
 1790 ; 1 копейка ; 1952 ;  ; Br ; XF ; 28 ; KOPOJIbPVP ; 50 
 1791 ; 1 копейка ; 1949 ;  ; Br ; XF+ ; 37 ; geracon2009 ; 87 
 1792 ; 2 копейки ; 1940 ;  ; Br ; VF ; 13 ; KOPOJIbPVP ; 53 
 1793 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; F+ ; 24 ; Kama ; 46 
 1794 ; 1 копейка ; 1961 ;  ; Cu-Zn ; AU ; 48 ; timob ; 318 
 1795 ; 1 копейка ; 1964 ;  ; Cu-Zn ; XF ; 18 ; AnvlaSar6216 ; 459 
 1796 ; 1 копейка ; 1937 ;  ; Br ; XF ; 45 ; zta ; 327 
 1797 ; 1 копейка ; 1940 ;  ; Br ; XF+ ; 14 ; vasilyi66 ; 148 
 1798 ; 1 копейка ; 1955 ;  ; Br ; XF+ ; 22 ; geracon2009 ; 153 
 1699 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 24 ; stalker1964 ; 126 
 1700 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 25 ; stark-2006 ; 124 
 1701 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF ; 19 ; stark-2006 ; 121 
 1702 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 24 ; stark-2006 ; 125 
 1703 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 46 ; spsmaalex ; 331 
 1704 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 40 ; Drusa80 ; 183 
 1705 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 20 ; Megatronik ; 123 
 1706 ; 1 рубль. В конверте ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Unc/AU ; 17 ; Baikal ; 309 
 1707 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Proof ; 32 ; Молот ; 2042 
 1708 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 38 ; 06031983 ; 551 
 1709 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 27 ; Mahfey ; 668 
 1710 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 44 ; skrudz ; 1481 
 1711 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 33 ; Михалыч57 ; 906 
 1712 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF ; 14 ; Andrew1978 ; 82 
 1713 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF+ ; 40 ; Vanusha ; 140 
 1714 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF+ ; 26 ; Megatronik ; 101 
 1715 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 20 ; yurrgen ; 614 
 1716 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 28 ; yurrgen ; 627 
 1717 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 26 ; тпруф ; 255 
 1718 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 25 ; TECHNO ; 159 
 1719 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 21 ; vvp ; 174 
 1720 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 28 ; TECHNO ; 175 
 1721 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 18 ; Gorood ; 164 
 1722 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 26 ; Gorood ; 204 
 1723 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 14 ; Hozdvor ; 214 
 1724 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 18 ; loguten ; 198 
 1725 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 27 ; cr2952 ; 306 
 1726 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 39 ; klimvita ; 510 
 1727 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 22 ; Vanusha ; 163 
 1728 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; XF+ ; 18 ; Andrew1978 ; 104 
 1729 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 30 ; Drusa80 ; 132 
 1730 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 31 ; Andrew1978 ; 104 
 1731 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 22 ; Andrew1978 ; 104 
 1732 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 19 ; Закрыт ; 233 
 1733 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 13 ; Dim1410 ; 230 
 1734 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 32 ; paranoy ; 204 
 1735 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF ; 17 ; abramovih ; 54 
 1736 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 35 ; koppolo ; 104 
 1737 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; AU ; 20 ; Andrew1978 ; 398 
 1738 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 12 ; Bastet1323 ; 398 
 1739 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 22 ; Drusa80 ; 123 
 1740 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF+ ; 19 ; hodgaevvv ; 92 
 1741 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 31 ; hodgaevvv ; 99 
 1742 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Unc ; 32 ; Лёхыч ; 281 
 1743 ; 1 рубль. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 54 ; shaker1980 ; 1308 
 1744 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 24 ; Gorood ; 242 
 1745 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 43 ; Isengrim ; 795 
 1746 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 17 ; 45500 ; 408 
 1747 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 22 ; imi ; 429 
 1748 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 30 ; ryber ; 2333 
 1649 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 32 ; stark-2006 ; 151 
 1650 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; AU ; 32 ; gavrosh ; 1074 
 1651 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 46 ; aibolit15 ; 614 
 1652 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF ; 33 ; Andrew1978 ; 125 
 1653 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; XF+ ; 24 ; Andrew1978 ; 104 
 1654 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Unc ; 14 ; koppolo ; 176 
 1655 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 10 ; KOPOJIbPVP ; 167 
 1656 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 20 ; Gorood ; 169 
 1657 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 11 ; Andrew1978 ; 153 
 1658 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 5 ; karden5 ; 509 
 1659 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 44 ; majkl ; 206 
 1660 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 31 ; 45500 ; 192 
 1661 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 45 ; Никандр ; 306 
 1662 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 52 ; RAPAN ; 1836 
 1663 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 50 ; Никандр ; 276 
 1664 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 38 ; Starushka ; 255 
 1665 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 43 ; Vanusha ; 302 
 1666 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 41 ; Starushka ; 365 
 1667 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 20 ; korshun-777 ; 468 
 1668 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 14 ; 06031983 ; 411 
 1669 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 64 ; Gorood ; 261 
 1670 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 14 ; stalker1964 ; 122 
 1671 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 24 ; natalka0909 ; 343 
 1672 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 27 ; KOPOJIbPVP ; 237 
 1673 ; 1 рубль. В конверте ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Unc ; 9 ; Baikal ; 497 
 1674 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; AU ; 21 ; ГОМР ; 231 
 1675 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 26 ; stark-2006 ; 159 
 1676 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF ; 25 ; stark-2006 ; 120 
 1677 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Unc ; 41 ; aibolit15 ; 614 
 1678 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Unc ; 41 ; Лёхыч ; 914 
 1679 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 54 ; ryber ; 921 
 1680 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 46 ; 45500 ; 878 
 1681 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 26 ; 45500 ; 610 
 1682 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 40 ; sotnik ; 1320 
 1683 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 39 ; Михалыч57 ; 328 
 1684 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF+ ; 23 ; stark-2006 ; 143 
 1685 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 17 ; RAPAN ; 143 
 1686 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 19 ; Закрыт ; 135 
 1687 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 18 ; msm ; 128 
 1688 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 30 ; Andrew1978 ; 128 
 1689 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF+ ; 23 ; Andrew1978 ; 113 
 1690 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF+ ; 29 ; Andrew1978 ; 204 
 1691 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 23 ; kn157736 ; 123 
 1692 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 21 ; луноход ; 104 
 1693 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF+ ; 28 ; луноход ; 104 
 1694 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 18 ; Drusa80 ; 104 
