 3563 ; 10 рублей ; 1923 ;  ;  ;  ; 45 ; ka20 ; 152 
 1909 ; 1 рубль. Упаковка ; 1969 ;  ; Cu-Ni ; AU ; 32 ; Masik ; 212 
 1910 ; 50 копеек. Упаковка ; 1969 ;  ; Cu-Ni ; AU ; 60 ; tdp ; 345 
 1911 ; 5 копеек. Упаковка ; 1969 ;  ; Cu-Zn ; AU ; 175 ; Guron ; 1200 
 1912 ; 3 копейки. Упаковка ; 1969 ;  ; Cu-Zn ; AU ; 93 ; tdp ; 150 
 1913 ; 50 копеек. Упаковка ; 1990 ; ММД ; Cu-Ni ; Unc ; 86 ; dimass70 ; 255 
 1914 ; 5 копеек. Упаковка ; 1988 ;  ; Cu-Zn ; Unc ; 21 ; volodia1953 ; 81 
 1915 ; 2 копейки. Упаковка ; 1988 ;  ; Cu-Zn ; Unc ; 18 ; Sandello ; 37 
 1916 ; 1 копейка. Упаковка ; 1967 ;  ; Cu-Zn ; Unc ; 45 ; Бендер ; 129 
 1917 ; 1 рубль. Упаковка ; 1965 ;  ; Cu-Ni ; Unc ; 3 ; Bravo13 ; 313 
 1818 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 22 ; hellraiser ; 279 
 1819 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 39 ; fedos ; 359 
 1820 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Unc ; 12 ; maximus121282 ; 157 
 1821 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 22 ; TanechkaRE ; 422 
 1822 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Unc ; 8 ; Dave ; 177 
 1823 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 33 ; kom ; 530 
 1824 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; Proof ; 20 ; fedos ; 348 
 1825 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; Unc ; 9 ; psergey ; 169 
 1826 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 30 ; fedos ; 399 
 1827 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 23 ; fedos ; 352 
 1828 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленингр ; Cu-Ni ; Proof ; 20 ; maximus121282 ; 308 
 1829 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 50 ; hellraiser ; 736 
 1830 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 36 ; fedos ; 426 
 1831 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 30 ; fedos ; 410 
 1832 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 45 ; o.k. ; 105 
 1833 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячеле ; Cu-Ni ; Proof ; 39 ; brent ; 129 
 1834 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 51 ; Masik ; 153 
 1835 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 34 ; Masik ; 85 
 1836 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 45 ; кабан ; 204 
 1837 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 44 ; slovjnin ; 77 
 1838 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 25 ; чижик ; 417 
 1839 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 68 ; parhan ; 91 
 1840 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 51 ; aleksius ; 89 
 1841 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячеле ; Cu-Ni ; AU ; 27 ; imi ; 143 
 1842 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 52 ; jimmysu ; 59 
 1843 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF/AU ; 38 ; parhan ; 73 
 1844 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 35 ; parhan ; 73 
 1845 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 33 ; jimmysu ; 62 
 1846 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 58 ; parhan ; 75 
 1847 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 2 ; volkav ; 189 
 1848 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 6 ; o.k. ; 367 
 1849 ; 5 рублей. Упаковка ; 1993 ; Сергиев Пасад ; Cu-Ni ; Proof ; 30 ; kom ; 638 
 1850 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 44 ; kamensk61 ; 1171 
 1851 ; 3 рубля.  Упаковка ; 1994 ; 50 лет прорыва блокады Ленингр ; Cu-Ni ; Proof ; 25 ; fedos ; 408 
 1852 ; 3 рубля.  Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 7 ; TanechkaRE ; 387 
 1853 ; 3 рубля.  Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Unc ; 10 ; fedos ; 277 
 1854 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание  ; Cu-Ni ; Proof ; 44 ; volkav ; 714 
 1855 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 19 ; kostian ; 640 
 1856 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 5 ; sveta6369 ; 363 
 1857 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 25 ; жора ; 700 
 1858 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; Proof ; 19 ; kostian ; 650 
 1859 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Велосипе ; Cu-Ni ; Proof ; 41 ; Максимус 1 ; 1145 
 1860 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; Proof ; 25 ; кабан ; 408 
 1861 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купа ; Cu-Ni ; Proof ; 11 ; Максимус 1 ; 234 
 1862 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; Proof ; 74 ; vova4244 ; 111 
 1863 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; Proof ; 17 ; valentoss ; 104 
 1864 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 6 ; Mike! ; 169 
 1865 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Unc/AU ; 17 ; volodia1953 ; 68 
 1866 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 49 ; parhan ; 93 
 1867 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 55 ; parhan ; 61 
 1768 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; Proof ; 35 ; vova4244 ; 111 
 1769 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; Proof ; 31 ; fedos ; 196 
 1770 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; Proof ; 76 ; kom ; 408 
 1771 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; Proof ; 39 ; TanechkaRE ; 455 
 1772 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Кола ; Cu-Ni ; Proof ; 33 ; fedos ; 355 
 1773 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Кола ; Cu-Ni ; Unc ; 21 ; maximus121282 ; 267 
 1774 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; Unc ; 25 ; Петербуржец ; 184 
 1775 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; Proof ; 41 ; kom ; 429 
 1776 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 34 ; Masik ; 253 
 1777 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 34 ; Masik ; 253 
 1778 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 38 ; Masik ; 253 
 1779 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; Proof ; 60 ; hellraiser ; 399 
 1780 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Ло ; Cu-Ni ; Proof ; 41 ; kom ; 431 
 1781 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Ло ; Cu-Ni ; Unc ; 32 ; кабан ; 254 
 1782 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 29 ; fedos ; 223 
 1783 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возр ; Cu-Ni ; Proof ; 32 ; kom ; 320 
 1784 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Де ; Cu-Ni ; Proof ; 57 ; fedos ; 724 
 1785 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Де ; Cu-Ni ; Unc ; 40 ; кабан ; 350 
 1786 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купа ; Cu-Ni ; Unc ; 11 ; maximus121282 ; 176 
 1787 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купа ; Cu-Ni ; Proof ; 53 ; hellraiser ; 528 
 1788 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 37 ; sforza ; 87 
 1789 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 7 ; aleksius ; 117 
 1790 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; Proof ; 23 ; sveta6369 ; 181 
 1791 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; Proof ; 58 ; sveta6369 ; 263 
 1792 ; 1 рубль. Новодел ; 1981 ; Дружба на веки ; Cu-Ni ; Proof ; 17 ; sveta6369 ; 179 
 1793 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 69 ; СЕРГЕЕВ ; 256 
 1794 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; Proof ; 41 ; Batya.Manowar ; 209 
 1795 ; 1 рубль. Новодел. Упаковка ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 25 ; fedos ; 376 
 1796 ; 1 рубль. Новодел. Упаковка ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; Proof ; 99 ; VVK ; 772 
 1797 ; 1 рубль. Новодел. Упаковка ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 62 ; fedos ; 486 
 1798 ; 1 рубль. Новодел. Упаковка ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; Proof ; 48 ; fedos ; 365 
 1799 ; 5 рублей. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 43 ; igor_r65 ; 725 
 1800 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячеле ; Cu-Ni ; Proof ; 41 ; valentoss ; 220 
 1801 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 41 ; fedos ; 267 
 1802 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 34 ; dimass70 ; 241 
 1803 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 56 ; fedos ; 252 
 1804 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 26 ; dimass70 ; 225 
 1805 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 10 ; slovjnin ; 204 
 1806 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 51 ; sveta6369 ; 204 
 1807 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 19 ; volodia1953 ; 126 
 1808 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; Proof ; 42 ; fedos ; 216 
 1809 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; Unc ; 22 ; 100924 ; 102 
 1810 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 33 ; fedos ; 184 
 1811 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Unc ; 43 ; tisa66 ; 150 
 1812 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 5 ; kom ; 200 
 1813 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Unc ; 19 ; maximus121282 ; 365 
 1814 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 15 ; volodia1953 ; 114 
 1815 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 28 ; Dave ; 102 
 1816 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Unc ; 55 ; Sandello ; 76 
 1817 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 42 ; kom ; 480 
 1718 ; 20 копеек ; 1974 ;  ; Cu-Ni ; AU ; 41 ; русич ; 754 
 1719 ; 20 копеек ; 1991 ; ЛМД л/с шт.3 коп. ; Cu-Ni ; AU ; 6 ; tdp ; 669 
 1720 ; 15 копеек ; 1942 ;  ; Ni ; VF ; 77 ; tdp ; 6347 
 1721 ; 15 копеек. Упаковка ; 1969 ;  ; Cu-Ni ; Unc ; 73 ; Ёжик ; 885 
 1722 ; 15 копеек ; 1972 ;  ; Cu-Ni ; AU ; 223 ; чижик ; 3514 
 1723 ; 15 копеек ; 1974 ;  ; Cu-Ni ; AU ; 14 ; русич ; 816 
 1724 ; 10 копеек ; 1944 ;  ; Ni ; VF ; 50 ; shknikolay ; 547 
 1725 ; 10 копеек. Упаковка ; 1967 ;  ; Cu-Ni ; Unc ; 19 ; dimass70 ; 403 
 1726 ; 10 копеек. Упаковка ; 1969 ;  ; Cu-Ni ; AU ; 33 ; solder13 ; 161 
 1727 ; 10 копеек ; 1990 ; М ; Cu-Ni ; AU ; 40 ; tdp ; 5413 
 1728 ; 5 копеек ; 1929 ;  ; Br ; VF ; 88 ; ОГоша ; 816 
 1729 ; 5 копеек ; 1945 ;  ; Br ; F ; 61 ; Максимус 1 ; 525 
 1730 ; 5 копеек ; 1972 ;  ; Cu-Zn ; VF- ; 33 ; Guron ; 1157 
 1731 ; 3 копейки. Упаковка ; 1965 ;  ; Cu-Zn ; Unc ; 30 ; Ёжик ; 322 
 1732 ; 1 копейка ; 1930 ;  ; Br ; F ; 140 ; 001951 ; 408 
 1733 ; 1 копейка ; 1935 ;  ; Br ; F+ ; 81 ; kostian ; 270 
 1734 ; 20 копеек ; 1979 ; л/с шт.3 коп. ; Cu-Ni ; VF ; 26 ; krokodil ; 521 
 1735 ; 20 копеек ; 1980 ; л/с шт.3 коп. ; Cu-Ni ; VF-XF ; 2 ; imi ; 13 
 1736 ; 20 копеек ; 1981 ; л/с шт.3 коп. ; Cu-Ni ; VF-XF ; 2 ; imi ; 13 
 1737 ; 20 копеек ; 1982 ; л/с шт.3 коп. ; Cu-Ni ; XF- ; 8 ; dimass70 ; 18 
 1738 ; 20 копеек ; 1983 ; л/с шт.3 коп. ; Cu-Ni ; VF ; 6 ; imi ; 6 
 1739 ; 20 копеек ; 1984 ; л/с шт.3 коп. ; Cu-Ni ; XF ; 6 ; dimass70 ; 6 
 1740 ; 20 копеек ; 1985 ; л/с шт.3 коп. ; Cu-Ni ; VF-XF ; 6 ; tdp ; 6 
 1741 ; 20 копеек ; 1986 ; л/с шт.3 коп. ; Cu-Ni ; VF+ ; 6 ; tdp ; 6 
 1742 ; 3 копейки ; 1980 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 19 ; VR62 ; 50 
 1743 ; 3 копейки ; 1981 ; Л/с шт.20 коп. ; Cu-Zn ; VF- ; 16 ; tdp ; 75 
 1744 ; 3 копейки ; 1982 ; Л/с шт.20 коп. ; Cu-Zn ; XF ; 7 ; klimvita ; 7 
 1745 ; 3 копейки ; 1983 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 13 ; росвет ; 11 
 1746 ; 3 копейки ; 1984 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 14 ; env ; 16 
 1747 ; 3 копейки ; 1985 ; Л/с шт.20 коп. ; Cu-Zn ; VF- ; 20 ; tdp ; 50 
 1748 ; 3 копейки ; 1986 ; Л/с шт.20 коп. ; Cu-Zn ; VF- ; 5 ; VR62 ; 50 
 1749 ; 3 копейки ; 1987 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 18 ; tdp ; 83 
 1750 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; Unc ; 34 ; slovjnin ; 206 
 1751 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; Proof ; 8 ; arseniev ; 117 
 1752 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; Proof ; 68 ; kom ; 383 
 1753 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; Proof ; 77 ; fedos ; 201 
 1754 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 34 ; valentoss ; 116 
 1755 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 27 ; fedos ; 157 
 1756 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; Proof ; 23 ; kom ; 378 
 1757 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; Proof ; 44 ; slovjnin ; 104 
 1758 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; Proof ; 31 ; arseniev ; 129 
 1759 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; Proof ; 46 ; hellraiser ; 114 
 1760 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; Proof ; 57 ; fedos ; 164 
 1761 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; Proof ; 2 ; kom ; 100 
 1762 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; Proof ; 36 ; kom ; 380 
 1763 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; Proof ; 23 ; fedos ; 211 
 1764 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; Proof ; 46 ; hellraiser ; 398 
 1765 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; Proof ; 58 ; hellraiser ; 398 
 1766 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 49 ; hellraiser ; 521 
 1767 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Unc ; 43 ; hellraiser ; 531 
 1668 ; 15 копеек ; 1927 ;  ; Ag ; XF ; 58 ; росвет ; 77 
 1669 ; 15 копеек ; 1927 ;  ; Ag ; XF- ; 16 ; Полянка ; 53 
 1670 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 15 ; vasm ; 48 
 1671 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 35 ; zenit-spb ; 169 
 1672 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 12 ; vova4244 ; 67 
 1673 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 43 ; sergei88 ; 90 
 1674 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 55 ; Johnel ; 77 
 1675 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 21 ; jimmysu ; 45 
 1676 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 35 ; Aless ; 53 
 1677 ; 15 копеек ; 1930 ;  ; Ag ; XF- ; 45 ; nybyk ; 88 
 1678 ; 10 копеек ; 1923 ;  ; Ag ; VF-XF ; 26 ; gaa0378 ; 117 
 1679 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 28 ; Патриот ; 73 
 1680 ; 10 копеек ; 1927 ;  ; Ag ; XF- ; 48 ; sergei88 ; 111 
 1681 ; 10 копеек ; 1927 ;  ; Ag ; VF-XF ; 59 ; algoritm ; 88 
 1682 ; 10 копеек ; 1928 ;  ; Ag ; XF+ ; 50 ; slovjnin ; 114 
 1683 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 75 ; grot ; 533 
 1684 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 37 ; EVGENIY ; 157 
 1685 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF- ; 38 ; POUL ; 483 
 1686 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 80 ; exploited ; 129 
 1687 ; 1 копейка. Деформация ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 21 ; parhan ; 51 
 1688 ; Полкопейки ; 1925 ;  ; Cu ; VF- ; 52 ; pegasus ; 308 
 1689 ; Полкопейки ; 1927 ;  ; Cu ; VF-XF ; 24 ; старый ; 625 
 1690 ; Жетон ГКЧП. 70 лет Советскому чекану. Тираж: 100 шт. М-8,42гр ; 1991СПМД ;  ; Ag925 ; Proof ; 102 ; SIA ; 5610 
 1691 ; Разменный знак. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Цунами - Юго-восточная Азия ; 2005СПМД ;  ; Cu-Ni ; Proof ; 34 ; MISCHA_66 ; 1019 
 1692 ; 10 копеек. Надчеканка ; 1922 ; Николо-Павдиевский кооператив  ;  ; VF+ ; 80 ; Agava ; 15010 
 1693 ; 3 копейки ; 1934 ; Тувинская Народная Республика ;  ; XF- ; 77 ; Agava ; 11458 
 1694 ; 2 сот.пуда хлеба ; 1921 ; Натурально-расчетный союз "Раз ;  ; XF+ ; 62 ; PSV ; 17765 
 1695 ; 3 теньги. Бухара ; 1337лх ;  ; Cu ; F-VF ; 33 ; POUL ; 726 
 1696 ; 100 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 7 ; Петербуржец ; 327 
 1697 ; 25 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 5 ; Петербуржец ; 313 
 1698 ; 10 копеек ; 1946 ; о.Шпицберген ; Br ; VF- ; 101 ; POUL ; 2689 
 1699 ; Эталон для 1 рубля. П-1 №12 ; 1963 ;  ; Б/м ; XF+ ; 46 ; hyhtr ; 3400 
 1700 ; Эталон для 20 копеек. П-1 №170 ; 1962 ;  ; Б/м ; VF-XF ; 23 ; hyhtr ; 1474 
 1701 ; Эталон для 15 копеек. Н-1 №222 ; 1962 ;  ; Б/м ; VF-XF ; 11 ; hyhtr ; 1473 
 1702 ; Эталон для 10 копеек. П-2 №647 ; 1962 ;  ; Б/м ; VF-XF ; 26 ; v2v2 ; 2550 
 1703 ; Жетон. Министерство торговли СССР. 32 ;  ;  ; Ж/м ; AU ; 24 ; гаврош ; 201 
 1704 ; Жетон. Министерство торговли СССР. 30 ;  ;  ; Ж/м ; AU ; 35 ; ВВС ; 345 
 1705 ; Жетон. Министерство торговли СССР. 28 ;  ;  ; Ж/м ; XF+ ; 61 ; tdp ; 208 
 1706 ; Жетон. Министерство торговли СССР. 27 ;  ;  ; Ж/м ; AU ; 27 ; tdp ; 226 
 1707 ; Жетон. Министерство торговли СССР. 26 ;  ;  ; Ж/м ; AU ; 38 ; tdp ; 206 
 1708 ; Жетон. Министерство торговли СССР. 20 ;  ;  ; Ж/м ; AU ; 19 ; tdp ; 206 
 1709 ; Жетон. Министерство торговли СССР. 19 ;  ;  ; Ж/м ; AU ; 29 ; tdp ; 206 
 1710 ; Жетон. Министерство торговли СССР. 17 ;  ;  ; Ж/м ; AU ; 88 ; ВВС ; 658 
 1711 ; Жетон. Министерство торговли СССР №13 ;  ;  ; Ж/м ; VF ; 25 ; tdp ; 224 
 1712 ; Жетон. Министерство торговли СССР. 12 ;  ;  ; Ж/м ; VF ; 35 ; tdp ; 224 
 1713 ; Жетон. Министерство торговли СССР. 11 ;  ;  ; Ж/м ; AU ; 14 ; ВВС ; 222 
 1714 ; Жетон. Министерство торговли СССР №3 ;  ;  ; Ж/м ; VF ; 27 ; Balula ; 134 
 1715 ; 20 копеек ; 1950 ;  ; Ni ; XF- ; 50 ; ОГоша ; 947 
 1716 ; 20 копеек ; 1965 ;  ; Cu-Ni ; AU ; 72 ; Masik ; 1080 
 1717 ; 20 копеек. Упаковка ; 1969 ;  ; Cu-Ni ; AU ; 132 ; АЛЕКСАНДР!!! ; 876 
 1618 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 16 ; Fu ; 351 
 1619 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 4 ; jimmysu ; 214 
 1620 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; AU ; 42 ; algoritm ; 793 
 1621 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 17 ; Balula ; 357 
 1622 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 4 ; kraizer ; 233 
 1623 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 43 ; jimmysu ; 211 
 1624 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 23 ; algoritm ; 216 
 1625 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 14 ; algoritm ; 211 
 1626 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 9 ; algoritm ; 285 
