 5825 ; Бона иностранная. Германия ; 1922 ;  ;  ;  ; 11 ; ZIMOGOR ; 93 
 1825 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF+ ; 12 ; Germes ; 80 
 1826 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 18 ; космос-2004 ; 82 
 1827 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; XF+ ; 12 ; космос-2004 ; 82 
 1828 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF ; 17 ; космос-2004 ; 84 
 1829 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 21 ; miranda ; 161 
 1830 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 10 ; космос-2004 ; 79 
 1831 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 12 ; космос-2004 ; 83 
 1832 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 15 ; сортам70 ; 123 
 1833 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 10 ; сортам70 ; 101 
 1834 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 41 ; froloff ; 918 
 1835 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 42 ; Инвестор ; 291 
 1836 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 26 ; Fordik508 ; 1695 
 1737 ; 1 рубль. Новодел. Упаковка ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 38 ; Al1964 ; 461 
 1738 ; 1 рубль. Новодел. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 41 ; alik434 ; 461 
 1739 ; 1 рубль. Новодел. Упаковка ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 45 ; alik434 ; 411 
 1740 ; 1 рубль. Новодел. Упаковка ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 59 ; ardgir ; 603 
 1741 ; 1 рубль. Новодел. Упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 32 ; alik434 ; 411 
 1742 ; 1 рубль. Новодел. Упаковка ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 48 ; Avid ; 600 
 1743 ; 1 рубль. Новодел. Упаковка ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 42 ; solder13 ; 564 
 1744 ; 1 рубль. Новодел. Упаковка ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 40 ; ardgir ; 480 
 1745 ; 1 рубль. Новодел. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 29 ; генерал222 ; 456 
 1746 ; 1 рубль. Новодел. Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 35 ; ardgir ; 561 
 1747 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 33 ; Al1964 ; 614 
 1748 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 16 ; ААФ ; 389 
 1749 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 18 ; brat52 ; 308 
 1750 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 28 ; лесной ; 207 
 1751 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 36 ; vasilyi66 ; 291 
 1752 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Unc ; 29 ; mishakl ; 185 
 1753 ; 1 рубль. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 29 ; лесной ; 525 
 1754 ; 1 рубль. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 20 ; RuKay ; 578 
 1755 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 23 ; alik434 ; 157 
 1756 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 21 ; ААФ ; 218 
 1757 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 19 ; тпруф ; 242 
 1758 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 31 ; froloff ; 306 
 1759 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 43 ; shev8 ; 401 
 1760 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 71 ; Fordik508 ; 1000 
 1761 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 54 ; Fordik508 ; 1000 
 1762 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 27 ; Fordik508 ; 708 
 1763 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 32 ; лайк ; 1423 
 1764 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 29 ; duv ; 1202 
 1765 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 24 ; safanya ; 363 
 1766 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 42 ; safanya ; 369 
 1767 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 15 ; safanya ; 306 
 1768 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 22 ; alik434 ; 464 
 1769 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 14 ; safanya ; 306 
 1770 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 17 ; safanya ; 328 
 1771 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 21 ; ААФ ; 178 
 1772 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 27 ; mishakl ; 151 
 1773 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 20 ; mishakl ; 147 
 1774 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 14 ; alik434 ; 157 
 1775 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 11 ; сортам70 ; 128 
 1776 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 30 ; bingo71 ; 160 
 1777 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 18 ; mvv ; 222 
 1778 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.В. Иванов ; Cu-Ni ; Proof ; 17 ; mvv ; 163 
 1779 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 21 ; Postevoy78 ; 146 
 1780 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 23 ; bingo71 ; 146 
 1781 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 17 ; vvllaadd ; 408 
 1782 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 19 ; RuKay ; 246 
 1783 ; 1 рубль. Упаковка в футляре ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 21 ; Aleech ; 420 
 1784 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 24 ; Dino Zavr ; 204 
 1785 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 25 ; ilmar ; 324 
 1786 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 36 ; Dino Zavr ; 310 
 1687 ; 20 копеек ; 1991 ; ММД Л/с шт. 3 коп. ; Cu-Ni ; VF-XF ; 28 ; puhetd ; 5307 
 1688 ; 15 копеек ; 1967 ;  ; Cu-Ni ; AU ; 29 ; froloff ; 891 
 1689 ; 15 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 23 ; fouli ; 1000 
 1690 ; 15 копеек ; 1968 ;  ; Cu-Ni ; AU ; 38 ; fouli ; 1000 
 1691 ; 15 копеек ; 1974 ;  ; Cu-Ni ; XF+ ; 40 ; Lizig1 ; 1761 
 1692 ; 15 копеек ; 1975 ;  ; Cu-Ni ; VF-XF ; 27 ; Геолог ; 1801 
 1693 ; 10 копеек ; 1944 ;  ; Ni ; F ; 53 ; RusScat ; 2142 
 1694 ; 10 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 27 ; spstudio ; 1017 
 1695 ; 10 копеек ; 1968 ;  ; Cu-Ni ; AU ; 24 ; spstudio ; 1813 
 1696 ; 10 копеек ; 1990 ; М ; Cu-Ni ; XF+ ; 51 ; maxm812 ; 11118 
 1697 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; AU ; 33 ; kulon1 ; 2500 
 1698 ; 5 копеек ; 1927 ;  ; Br ; VF ; 32 ; ssss ; 5202 
 1699 ; 5 копеек ; 1937 ;  ; Br ; XF ; 55 ; nils5 ; 2309 
 1700 ; 5 копеек ; 1945 ;  ; Br ; XF ; 36 ; Taras58 ; 1836 
 1701 ; 5 копеек ; 1965 ;  ; Cu-Zn ; AU ; 19 ; spstudio ; 2267 
 1702 ; 5 копеек ; 1967 ;  ; Cu-Zn ; XF+ ; 19 ; Taras58 ; 918 
 1703 ; 5 копеек ; 1968 ;  ; Cu-Zn ; AU ; 55 ; Taras58 ; 1020 
 1704 ; 5 копеек ; 1990 ; М ; Cu-Zn ; XF- ; 52 ; Геолог ; 9957 
 1705 ; 10 рублей ; 1993 ; ММД белый металл (немагнитный) ; Fe in Br ; XF+ ; 50 ; aniki-niki ; 8888 
 1706 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 24 ; Ctap4e ; 369 
 1707 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 22 ; тпруф ; 408 
 1708 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 31 ; mazdak ; 365 
 1709 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 12 ; rustamsp ; 308 
 1710 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 25 ; ААФ ; 291 
 1711 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 34 ; ilmar ; 305 
 1712 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 29 ; ААФ ; 399 
 1713 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 23 ; ААФ ; 240 
 1714 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 35 ; vasilyi66 ; 369 
 1715 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 20 ; Fordik508 ; 2000 
 1716 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 27 ; ZOLTAN333 ; 2550 
 1717 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 22 ; Fordik508 ; 920 
 1718 ; 3 рубля. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 33 ; тпруф ; 257 
 1719 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 21 ; космос-2004 ; 77 
 1720 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 9 ; Dino Zavr ; 57 
 1721 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 19 ; bumaga ; 277 
 1722 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 17 ; LDD ; 1020 
 1723 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 33 ; ввп ; 275 
 1724 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 24 ; froloff ; 195 
 1725 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 26 ; LDD ; 185 
 1726 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 18 ; mishakl ; 185 
 1727 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 15 ; ААФ ; 175 
 1728 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 21 ; igorpuzir ; 155 
 1729 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 44 ; froloff ; 510 
 1730 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 36 ; лесной ; 456 
 1731 ; 1 рубль. Новодел. Упаковка ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 34 ; Avid ; 614 
 1732 ; 1 рубль. Новодел. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 30 ; ААФ ; 455 
 1733 ; 1 рубль. Новодел. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 37 ; ardgir ; 605 
 1734 ; 1 рубль. Новодел. Упаковка ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 36 ; Avid ; 819 
 1735 ; 1 рубль. Новодел. Упаковка ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 41 ; генерал222 ; 465 
 1736 ; 1 рубль. Новодел. Упаковка ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 44 ; генерал222 ; 552 
 1637 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 30 ; Bastion ; 408 
 1638 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 28 ; Sandro ; 262 
 1639 ; 20 копеек ; 1929 ;  ; Ag ; XF- ; 20 ; Sandro ; 133 
 1640 ; 20 копеек ; 1930 ;  ; Ag ; XF- ; 34 ; dow57 ; 86 
 1641 ; 20 копеек ; 1930 ;  ; Ag ; VF-XF ; 20 ; safanya ; 119 
 1642 ; 15 копеек ; 1922 ;  ; Ag ; XF+ ; 57 ; xladon ; 1479 
 1643 ; 15 копеек ; 1922 ;  ; Ag ; XF- ; 38 ; Uri ; 254 
 1644 ; 15 копеек ; 1922 ;  ; Ag ; VF-XF ; 21 ; safanya ; 204 
 1645 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 40 ; 220W ; 130 
 1646 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 33 ; Bastion ; 327 
 1647 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 16 ; март16 ; 149 
 1648 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 36 ; Jek327 ; 191 
 1649 ; 15 копеек ; 1929 ;  ; Ag ; XF ; 39 ; kulon1 ; 276 
 1650 ; 15 копеек ; 1929 ;  ; Ag ; XF- ; 28 ; safanya ; 261 
 1651 ; 15 копеек ; 1930 ;  ; Ag ; XF ; 19 ; Bastion ; 264 
 1652 ; 10 копеек ; 1922 ;  ; Ag ; VF+ ; 21 ; Uri ; 282 
 1653 ; 10 копеек ; 1922 ;  ; Ag ; F-VF ; 12 ; Nva ; 153 
 1654 ; 10 копеек ; 1922 ;  ; Ag ; F-VF ; 7 ; vasilyi66 ; 128 
 1655 ; 10 копеек ; 1922 ;  ; Ag ; F-VF ; 16 ; safanya ; 136 
 1656 ; 10 копеек ; 1923 ;  ; Ag ; F+ ; 15 ; vasilyi66 ; 77 
 1657 ; 10 копеек ; 1923 ;  ; Ag ; F+ ; 26 ; safanya ; 114 
 1658 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 15 ; dimon46 ; 79 
 1659 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 14 ; jimmysu ; 80 
 1660 ; 10 копеек ; 1929 ;  ; Ag ; VF-XF ; 45 ; kott ; 150 
 1661 ; 1 копейка ; 1925 ; Гурт рубчатый ; Cu ; F-VF ; 40 ; kostas ; 8162 
 1662 ; Полкопейки ; 1925 ;  ; Cu ; XF- ; 35 ; смит ; 1293 
 1663 ; Полкопейки ; 1925 ;  ; Cu ; VF-XF ; 9 ; fr60 ; 638 
 1664 ; Полкопейки ; 1927 ;  ; Cu ; XF- ; 25 ; belkatya ; 1231 
 1665 ; Полкопейки ; 1927 ;  ; Cu ; VF+ ; 44 ; mazdak ; 1020 
 1666 ; Полкопейки ; 1927 ;  ; Cu ; F ; 20 ; gerber68 ; 153 
 1667 ; Полкопейки ; 1928 ;  ; Cu ; VF- ; 36 ; yurrgen ; 2382 
 1668 ; Жетон. 10000 рублей. Всероссийский биржевой банк. В коробке ; 1991 ;  ; Б/м ; ZJ ; 46 ; Xxzx ; 8252 
 1669 ; Жетон. 5 червонцев. Красная книга. Манул ; 2013ММД ;  ; Ag925 ; Proof ; 61 ; niko1968 ; 4005 
 1670 ; Жетон. 5 пядей. Ерофей Павлович Хабаров ; 2013ММД ;  ; Cu/Ni ; Proof ; 13 ; etalon ; 679 
 1671 ; Жетон. 5 пядей.Семен Иванович Дежнёв ; 2013ММД ;  ; Cu/Ni ; Proof ; 18 ; etalon ; 677 
 1672 ; 1 рубль - 1 доллар. Разоружение ; 1988 ;  ; Al ; AU ; 28 ; xladon ; 1020 
 1673 ; 5 копеек ; 1934 ; Тувинская Народная Республика ; Br ; VF- ; 40 ; lesnik1 ; 4690 
 1674 ; 2 копейки ; 1934 ; Тувинская Народная Республика ; Br ; F+ ; 54 ; masterovoi ; 4023 
 1675 ; 15 копеек ; 1946 ; о.Шпицберген ; Вr ; VF+ ; 42 ; bva150979 ; 3400 
 1676 ; Жетон. Министерство торговли СССР № 7 ;  ;  ; Ж/м ; XF ; 40 ; валенок ; 2552 
 1677 ; Жетон. Министерство торговли СССР № 12 ;  ;  ; Ж/м ; XF ; 20 ; gsv0703 ; 77 
 1678 ; Бензиновый жетон ;  ;  ; Б/м ; XF ; 28 ; korshun-777 ; 255 
 1679 ; Бензиновый жетон ;  ;  ; Ж/м ; XF+ ; 25 ; korshun-777 ; 284 
 1680 ; 50 копеек ; 1967 ;  ; Cu-Ni ; VF-XF ; 23 ; dim78 ; 558 
 1681 ; 50 копеек ; 1971 ;  ; Cu-Ni ; VF+ ; 49 ; вован-61 ; 3954 
 1682 ; 50 копеек ; 1976 ;  ; Cu-Ni ; XF ; 38 ; dim78 ; 561 
 1683 ; 20 копеек ; 1950 ;  ; Ni ; VF ; 15 ; RemTro ; 685 
 1684 ; 20 копеек ; 1968 ;  ; Cu-Ni ; AU ; 17 ; dim78 ; 1004 
 1685 ; 20 копеек ; 1973 ;  ; Cu-Ni ; XF ; 32 ; dim78 ; 4598 
 1686 ; 20 копеек ; 1974 ;  ; Cu-Ni ; XF+ ; 32 ; порт ; 1731 
 1587 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 8 ; Sandro ; 408 
 1588 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 12 ; Sandro ; 556 
 1589 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; F+ ; 17 ; kozerog ; 340 
 1590 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF/AU ; 26 ; Нум24 ; 793 
 1591 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 7 ; джон007 ; 407 
 1592 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 15 ; ВОЙ ; 405 
 1593 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 19 ; ВОЙ ; 407 
 1594 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 12 ; george56 ; 421 
 1595 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 12 ; ВОЙ ; 405 
 1596 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 25 ; пасечник ; 415 
 1597 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 26 ; ВОЙ ; 405 
 1598 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 16 ; ВОЙ ; 412 
 1599 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 18 ; ВОЙ ; 405 
 1600 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 23 ; ВОЙ ; 412 
 1601 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 10 ; ВОЙ ; 385 
 1602 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 9 ; kott ; 396 
 1603 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 13 ; ВОЙ ; 405 
 1604 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 30 ; дада ; 421 
 1605 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 10 ; апосум ; 405 
 1606 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 11 ; апосум ; 405 
 1607 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 18 ; ВОЙ ; 412 
 1608 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 13 ; ВОЙ ; 412 
 1609 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 12 ; ВОЙ ; 412 
 1610 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 29 ; ВОЙ ; 399 
 1611 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 9 ; Basilio ; 416 
 1612 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 20 ; Ctap4e ; 417 
 1613 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 17 ; ВОЙ ; 408 
 1614 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 10 ; себер ; 399 
 1615 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 16 ; апосум ; 401 
 1616 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 15 ; ВОЙ ; 405 
 1617 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; F ; 17 ; ВОЙ ; 336 
 1618 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF- ; 30 ; Tornado ; 507 
 1619 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 19 ; апосум ; 419 
 1620 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF- ; 26 ; kazzdim ; 420 
 1621 ; 20 копеек ; 1922 ;  ; Ag ; XF- ; 32 ; Sandro ; 267 
 1622 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 27 ; сортам70 ; 98 
 1623 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 12 ; Hleborezka ; 108 
 1624 ; 20 копеек ; 1922 ;  ; Ag ; F-VF ; 16 ; 1774 ; 97 
 1625 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 9 ; fedor880v ; 102 
 1626 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 19 ; markov-m ; 102 
 1627 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 10 ; сортам70 ; 79 
 1628 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 19 ; fedor880v ; 102 
 1629 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 11 ; Sandro ; 94 
 1630 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 15 ; Sandro ; 88 
 1631 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 16 ; Sandro ; 108 
 1632 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 14 ; Sandro ; 133 
 1633 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 47 ; Sandro ; 459 
 1634 ; 20 копеек ; 1925 ;  ; Ag ; XF- ; 24 ; dimon46 ; 102 
 1635 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 27 ; Maxwel ; 194 
 1636 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 20 ; tisa66 ; 156 
 1537 ; 5 рублей ; 1980 ; ЛМД Гимнастика.Игры XXII Олимпиады ; Ag ; AU ; 28 ; лаботряс ; 789 
 1538 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; AU ; 33 ; П.А.Н. ; 883 
 1539 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Исинди".Игры XXII Олимпиады ; Ag ; AU ; 25 ; П.А.Н. ; 885 
 1540 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII Олимпиады ; Ag ; AU ; 38 ; kost ; 934 
 1541 ; 5 рублей ; 1980 ; ЛМД Стрельба из лука.Игры XXII Олимпиады ; Ag ; AU ; 33 ; grigoriKK ; 942 
 1542 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 57 ; Avtovo ; 2091 
 1543 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 45 ; Avtovo ; 2128 
 1544 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 47 ; igniss ; 1630 
