 3629 ; Бона иностранная ;  ;  ;  ;  ; 16 ; валери ; 34 
 1779 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 35 ; Банзай ; 403 
 1780 ; 5 рублей. Упаковка ; 1993 ; Сергиев Пасад ; Cu-Ni ; Proof ; 59 ; bgb007 ; 410 
 1781 ; 5 рублей. Упаковка ; 1993 ; Сергиев Пасад ; Cu-Ni ; Proof ; 42 ; alex995 ; 281 
 1782 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 33 ; ganza ; 153 
 1783 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 71 ; murzik20 ; 161 
 1784 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 54 ; o.k. ; 102 
 1785 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 50 ; shmel ; 126 
 1786 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 35 ; Germanfox ; 97 
 1787 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 9 ; ВВ42 ; 51 
 1788 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 55 ; shmel ; 90 
 1789 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 59 ; murzik20 ; 101 
 1790 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 34 ; bgb007 ; 215 
 1791 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 75 ; SKV ; 204 
 1792 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 21 ; mifod ; 134 
 1793 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 37 ; igor_r65 ; 378 
 1794 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 44 ; robinson ; 282 
 1795 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 99 ; mifod ; 309 
 1796 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 53 ; bgb007 ; 140 
 1797 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 30 ; bgb007 ; 368 
 1798 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 33 ; bgb007 ; 429 
 1799 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 48 ; viktorion80 ; 215 
 1800 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 73 ; bgb007 ; 255 
 1801 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 19 ; Инвестор ; 121 
 1702 ; 15 копеек ; 1944 ;  ; Ni ; VF ; 47 ; was9 ; 1041 
 1703 ; 15 копеек ; 1975 ;  ; Cu-Ni ; AU ; 43 ; was9 ; 1134 
 1704 ; 10 копеек ; 1944 ;  ; Ni ; F ; 58 ; was9 ; 1554 
 1705 ; 5 копеек ; 1926 ;  ; Br ; VF- ; 22 ; AlexFil ; 261 
 1706 ; 5 копеек ; 1927 ;  ; Br ; F-VF ; 100 ; кабан ; 5114 
 1707 ; 5 копеек ; 1939 ;  ; Br ; VF ; 24 ; AlexFil ; 206 
 1708 ; 5 копеек ; 1945 ;  ; Br ; F+ ; 23 ; AlexFil ; 370 
 1709 ; 5 копеек ; 1951 ;  ; Br ; F-VF ; 105 ; 13 ; 469 
 1710 ; 5 копеек ; 1965 ;  ; Cu-Zn ; VF+ ; 59 ; was9 ; 1646 
 1711 ; 5 копеек ; 1971 ;  ; Cu-Zn ; VF+ ; 97 ; QSCl ; 1655 
 1712 ; 3 копейки ; 1927 ;  ; Br ; F-VF ; 47 ; AlexFil ; 1425 
 1713 ; 10 рублей ; 1993 ; ММД белый металл (немагнитный) ; Fe in Br ; XF- ; 150 ; peck ; 3035 
 1714 ; 50 рублей. Аверс/Реверс 100 градусов ; 1993 ; ЛМД Плакир.сталь ; Cu-Zn ; XF- ; 25 ; bgb007 ; 224 
 1715 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 27 ; bgb007 ; 419 
 1716 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 46 ; art67 ; 628 
 1717 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 67 ; neron.73 ; 662 
 1718 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 26 ; SKV ; 363 
 1719 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 17 ; SKV ; 276 
 1720 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 48 ; mifod ; 201 
 1721 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 74 ; romario2 ; 197 
 1722 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Unc ; 62 ; hemiechinus ; 343 
 1723 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Unc ; 81 ; hemiechinus ; 362 
 1724 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 25 ; SKV ; 197 
 1725 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 103 ; igor_r65 ; 867 
 1726 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Proof ; 41 ; SKV ; 1140 
 1727 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Unc ; 93 ; romario2 ; 325 
 1728 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Unc ; 35 ; kb-antil77 ; 211 
 1729 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Unc ; 52 ; romario2 ; 174 
 1730 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 39 ; Artemon ; 488 
 1731 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 75 ; rbcrf ; 779 
 1732 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 41 ; Artemon ; 1723 
 1733 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 74 ; OMT ; 1383 
 1734 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 107 ; SKV ; 2067 
 1735 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 95 ; Artemon ; 1726 
 1736 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 80 ; bgb007 ; 319 
 1737 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 47 ; SKV ; 261 
 1738 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 9 ; SKV ; 266 
 1739 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 8 ; SKV ; 179 
 1740 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 56 ; igor_r65 ; 251 
 1741 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 18 ; opop ; 126 
 1742 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 15 ; Sing ; 123 
 1743 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 27 ; SKV ; 117 
 1744 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 12 ; art67 ; 118 
 1745 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 37 ; SKV ; 392 
 1746 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 61 ; SKV ; 226 
 1747 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 17 ; маркел ; 378 
 1748 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Unc ; 71 ; elac ; 161 
 1749 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 60 ; SKV ; 129 
 1750 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 11 ; Красные Зори ; 111 
 1751 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 39 ; SKV ; 236 
 1652 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 61 ; bgb007 ; 414 
 1653 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 44 ; w75 ; 612 
 1654 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 29 ; Kaliostro ; 261 
 1655 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 95 ; romario2 ; 1625 
 1656 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 4 ; murzik20 ; 306 
 1657 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF/AU ; 68 ; verunk1 ; 1512 
 1658 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 38 ; was9 ; 937 
 1659 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 51 ; ship-nik ; 459 
 1660 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 43 ; verunk1 ; 122 
 1661 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 13 ; ВВ42 ; 65 
 1662 ; 20 копеек ; 1923 ;  ; Ag ; XF- ; 19 ; N17 ; 79 
 1663 ; 20 копеек ; 1923 ;  ; Ag ; VF-XF ; 22 ; N17 ; 77 
 1664 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 55 ; }|{ивотное ; 152 
 1665 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 13 ; goryn ; 93 
 1666 ; 20 копеек ; 1925 ;  ; Ag ; XF- ; 21 ; viktorion80 ; 59 
 1667 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 3 ; murzik20 ; 100 
 1668 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 10 ; murzik20 ; 58 
 1669 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 6 ; asdtyu ; 72 
 1670 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 16 ; asdtyu ; 87 
 1671 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF ; 34 ; ВВ42 ; 55 
 1672 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF ; 40 ; валери ; 55 
 1673 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF ; 49 ; bragfe ; 74 
 1674 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF ; 54 ; Kaliostro ; 68 
 1675 ; 20 копеек ; 1930 ;  ; Ag ; XF+ ; 99 ; Фима ; 438 
 1676 ; 15 копеек ; 1922 ;  ; Ag ; VF+ ; 96 ; Vitold ; 226 
 1677 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 16 ; grot ; 97 
 1678 ; 15 копеек ; 1927 ;  ; Ag ; VF+ ; 15 ; маркел ; 93 
 1679 ; 15 копеек. Аверс/Реверс 15 градусов ; 1928 ;  ; Ag ; AU ; 74 ; verunk1 ; 1099 
 1680 ; 15 копеек ; 1929 ;  ; Ag ; XF ; 31 ; маркел ; 123 
 1681 ; 15 копеек ; 1930 ;  ; Ag ; VF-XF ; 27 ; viktorion80 ; 92 
 1682 ; 10 копеек ; 1921 ;  ; Ag ; XF+ ; 67 ; qaz21qaz ; 2654 
 1683 ; 10 копеек ; 1921 ;  ; Ag ; VF ; 57 ; was9 ; 1408 
 1684 ; 10 копеек ; 1929 ;  ; Ag ; XF- ; 21 ; murzik20 ; 102 
 1685 ; 10 копеек. Аверс/Реверс 15 градусов ; 1930 ;  ; Ag ; XF+ ; 98 ; bgb007 ; 561 
 1686 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF- ; 45 ; ови ; 355 
 1687 ; 2 копейки. Брак монетного двора (гладкий гурт) ; 1924 ;  ; Cu ; VF ; 107 ; Bolt ; 3060 
 1688 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 1689 ; Разменный знак 10. Шпицберген. Цунами-Юго-Восточная Азия ; 2005СПМД ;  ; Б/м ; Proof ; 40 ; Artemon ; 900 
 1690 ; Разменный знак 10. Шпицберген. Кончина папы Иоанна Павла II ; 2005СПМД ;  ; Б/м ; Proof ; 31 ; Artemon ; 1205 
 1691 ; Разменный знак 10. Шпицберген. Против терроризма ; 2002СПМД ;  ; Б/м ; Proof ; 25 ; Artemon ; 900 
 1692 ; Разменный знак 10. Шпицберген. Сход ледника-трагедия в кармадонском ущелье ; 2002СПМД ;  ; Б/м ; Proof ; 23 ; Artemon ; 900 
 1693 ; 10 копеек ; 1946 ; о.Шпицберген ; Br ; VF- ; 64 ; _1111_ ; 2064 
 1694 ; 100 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 62 ; Vitold ; 303 
 1695 ; Жетон. Министерство торговли СССР. 3 ;  ;  ; Ж/м ; XF ; 49 ; sonegr ; 63 
 1696 ; Жетон. Министерство торговли СССР 12. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; AU ; 58 ; was9 ; 83 
 1697 ; 2 копейки. М-1,65г ; 1991 ; В белом металле ; Б/м ; VF- ; 52 ; sv13 ; 10404 
 1698 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 48 ; Egorka ; 633 
 1699 ; 50 копеек ; 1976 ;  ; Cu-Ni ; AU ; 43 ; aluar ; 487 
 1700 ; 20 копеек ; 1950 ;  ; Ni ; VF+ ; 99 ; SANGOLD1 ; 600 
 1701 ; 20 копеек ; 1971 ;  ; Cu-Ni ; VF+ ; 53 ; Владимир.М ; 2906 
 1602 ; 2 рубля ; 1999 ; СПМД К.П.Брюллов.200 лет со дня рождения.Картина "Гибель Помпеи" ; Ag ; Proof ; 50 ; rbcrf ; 1053 
 1603 ; 2 рубля ; 1999 ; СПМД К.П.Брюллов.200 лет со дня рождения.Портрет ; Ag ; Proof ; 101 ; Artemon ; 931 
 1604 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет за столом ; Ag ; Proof ; 75 ; E.V.A. ; 807 
 1605 ; 2 рубля ; 2000 ; СПМД 150 лет со дня рождения М.И,Чигорина ; Ag ; Proof ; 44 ; LEXAI ; 3759 
 1606 ; 2 рубля ; 2000 ; СПМД 200 лет со дня рождения Е.А.Баратынского ; Ag ; Proof ; 72 ; kondor300 ; 3944 
 1607 ; 2 рубля ; 2000 ; ММД 150 лет со дня рождения Ф.А.Васильева ; Ag ; Proof ; 71 ; E.V.A. ; 3790 
 1608 ; 2 рубля ; 2001 ; ММД В.И.Даль - 200 лет ; Ag ; Proof ; 34 ; E.V.A. ; 1537 
 1609 ; 2 рубля ; 2002 ; ММД 100 лет со дня рождения Л.Орловой ; Ag ; Proof ; 61 ; E.V.A. ; 1477 
 1610 ; 2 рубля ; 2004 ; ММД 100 лет со дня рождения В.П.Чкалова ; Ag ; Proof ; 21 ; OMT ; 1204 
 1611 ; 2 рубля ; 2008 ; ММД 150 лет со дня рождения В.И. Немировича-Данченко ; Ag ; Proof ; 39 ; sveta6369 ; 1028 
 1612 ; 1 рубль ; 1994 ; ЛМД Красная книга. Гималайский медведь ; Ag ; Proof ; 70 ; tasmandevil ; 824 
 1613 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры. Акробатика ; Ag ; Proof ; 47 ; Artemon ; 858 
 1614 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры. Гимнастика ; Ag ; Proof ; 61 ; aluar ; 1051 
 1615 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры. Метание молота ; Ag ; Proof ; 45 ; Artemon ; 858 
 1616 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры. Теннис ; Ag ; Proof ; 41 ; romario2 ; 1097 
 1617 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры. Фехтование ; Ag ; Proof ; 47 ; aluar ; 1289 
 1618 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры. Волейбол ; Ag ; Proof ; 47 ; Artemon ; 858 
 1619 ; 1 рубль ; 2000 ; СПМД Красная книга. Выхухоль ; Ag ; Proof ; 39 ; div ; 5391 
 1620 ; 1 рубль ; 2000 ; СПМД Красная книга. Черный журавль ; Ag ; Proof ; 68 ; vip_Alex777 ; 10044 
 1621 ; 1 рубль ; 2000 ; СПМД Красная книга. Леопардовый полоз ; Ag ; Proof ; 28 ; div ; 5391 
 1622 ; 1 рубль ; 2001 ; СПМД Красная книга. Западносибирский бобр ; Ag ; Proof ; 38 ; LEXAI ; 1530 
 1623 ; 1 рубль ; 2001 ; СПМД Красная книга. Сахалинский осетр ; Ag ; Proof ; 46 ; LEXAI ; 2001 
 1624 ; 1 рубль ; 2001 ; СПМД Красная книга. Алтайский горный баран ; Ag ; Proof ; 32 ; LEXAI ; 1325 
 1625 ; 1 рубль ; 2003 ; СПМД Изобр.сфинкса у здания Академии Художеств ; Ag ; Proof ; 23 ; vip_Alex777 ; 2000 
 1626 ; 1 рубль ; 2003 ; СПМД Изобр.скульптуры лошади на Аничковом мосту ; Ag ; Proof ; 15 ; OMT ; 1870 
 1627 ; 1 рубль ; 2003 ; СПМД Изобр.грифона на Банковском мостике ; Ag ; Proof ; 21 ; OMT ; 1613 
 1628 ; 1 рубль ; 2003 ; СПМД Изобр.ангела на шпиле собора Петопавл.крепости ; Ag ; Proof ; 29 ; vip_Alex777 ; 2042 
 1629 ; 1 рубль ; 2003 ; СПМД Изобр.льва на набережной у Адмиралтейства ; Ag ; Proof ; 28 ; vip_Alex777 ; 1800 
 1630 ; 1 рубль ; 2003 ; СПМД Изобр.кораблика на шпиле Адмиралтейства ; Ag ; Proof ; 60 ; div ; 3094 
 1631 ; Рубль ; 1921 ; (АГ) ; Ag ; AU ; 55 ; verunk1 ; 3735 
 1632 ; Рубль ; 1921 ; (АГ) ; Ag ; VF-XF ; 183 ; o.k. ; 2080 
 1633 ; Рубль. Ремонт гурта 6 часов ; 1921 ; (АГ) ; Ag ; VF ; 29 ; asdtyu ; 1548 
 1634 ; Рубль ; 1922 ; (АГ) ; Ag ; VF- ; 37 ; Рыба ; 10600 
 1635 ; Рубль ; 1922 ; (ПЛ) ; Ag ; F-VF ; 78 ; Рыба ; 6525 
 1636 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 111 ; маркел ; 3500 
 1637 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF/AU ; 204 ; romario2 ; 1603 
 1638 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 24 ; murzik20 ; 1134 
 1639 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF- ; 59 ; Штерн ; 1102 
 1640 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 29 ; was9 ; 1312 
 1641 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 64 ; 37T ; 1249 
 1642 ; 50 копеек ; 1921 ; (АГ) ; Ag ; AU ; 75 ; verunk1 ; 2301 
 1643 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 74 ; Artemon ; 516 
 1644 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 55 ; kosty ; 383 
 1645 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 49 ; verunk1 ; 663 
 1646 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 61 ; murzik20 ; 473 
 1647 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+/VF-XF ; 2 ; вован72 ; 300 
 1648 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; AU ; 126 ; opop ; 4335 
 1649 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; AU ; 47 ; verunk1 ; 606 
 1650 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 46 ; Gerich ; 263 
 1651 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 32 ; bgb007 ; 303 
 1552 ; 3 рубля ; 1991 ; ЛМД Большой театр ; Ag ; Proof ; 52 ; viktorion80 ; 1160 
 1553 ; 3 рубля ; 1992 ; ММД Аакадемия наук в Санкт-Петербурге ; Ag ; Proof ; 47 ; verunk1 ; 1256 
 1554 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 85 ; viktorion80 ; 1199 
 1555 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 129 ; OMT ; 2013 
 1556 ; 3 рубля ; 1993 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 58 ; piter_k ; 1112 
 1557 ; 3 рубля ; 1993 ; ЛМД Рос.футболисты в играх V Олимпиады ; Ag ; Proof ; 42 ; валери ; 1099 
 1558 ; 3 рубля ; 1993 ; ЛМД Космонавты ; Ag ; Proof ; 186 ; tasmandevil ; 1019 
 1559 ; 3 рубля ; 1993 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 41 ; E.V.A. ; 1033 
 1560 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 43 ; E.V.A. ; 1040 
 1561 ; 3 рубля ; 1993 ; ЛМД Собор Покрова на Рву ; Ag ; Proof ; 40 ; Красные Зори ; 1609 
 1562 ; 3 рубля ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 37 ; LEXAI ; 1098 
 1563 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавания ; Ag ; Proof ; 41 ; viktorion80 ; 1061 
 1564 ; 3 рубля ; 1993 ; ММД Русский балет. Танцующая пара, UNC ; Ag ; AU ; 66 ; tasmandevil ; 1039 
 1565 ; 3 рубля ; 1994 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 43 ; rim ; 1061 
 1566 ; 3 рубля ; 1994 ; ММД "Сохраним наш мир". Соболь ; Ag ; Proof ; 54 ; E.V.A. ; 1876 
 1567 ; 3 рубля ; 1994 ; ЛМД Церковь Покрова на Нерли ; Ag ; Proof ; 34 ; viktorion80 ; 1106 
 1568 ; 3 рубля ; 1994 ; ЛМД Рождественский Собор в Суздале ; Ag ; Proof ; 63 ; Красные Зори ; 1746 
 1569 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 118 ; OMT ; 2050 
 1570 ; 3 рубля ; 1994 ; ЛМД Антарктическая экспедиция ; Ag ; Proof ; 31 ; rbcrf ; 1074 
 1571 ; 3 рубля ; 1995 ; ММД Смоленский Кремль ; Ag ; Proof ; 114 ; OMT ; 2064 
 1572 ; 3 рубля ; 1995 ; ЛМД Новгородский Кремль ; Ag ; Proof ; 131 ; Juliana ; 1301 
 1573 ; 3 рубля ; 1995 ; ЛМД Экспедиция Челюскина ; Ag ; Proof ; 17 ; Mao ; 1400 
 1574 ; 3 рубля ; 1995 ; ММД Экспедиция Р.Амундсена ; Ag ; Proof ; 60 ; E.V.A. ; 1326 
 1575 ; 3 рубля ; 1995 ; ЛМД Кижи ; Ag ; Proof ; 42 ; Juliana ; 1509 
 1576 ; 3 рубля ; 1996 ; ЛМД Дворцовая площадь. Санкт-Петербург ; Ag ; Proof ; 62 ; sv13 ; 2285 
 1577 ; 3 рубля ; 1996 ; ЛМД "Сохраним наш мир". Амурский тигр ; Ag ; Proof ; 77 ; astronom ; 2117 
 1578 ; 3 рубля ; 1996 ; ЛМД Картина "Троица" Рублева ; Ag ; Proof ; 80 ; kvm ; 3050 
 1579 ; 3 рубля ; 1996 ; ЛМД Поединок Пересвета с Челубеем ; Ag ; Proof ; 13 ; LEXAI ; 1761 
 1580 ; 3 рубля ; 1997 ; ММД Свято-Введен.монаст.в Ярославле ; Ag ; Proof ; 56 ; Juliana ; 2381 
 1581 ; 3 рубля ; 1997 ; ММД 850 лет Москве. Древние зодчие ; Ag ; Proof ; 41 ; E.V.A. ; 1281 
 1582 ; 3 рубля ; 1997 ; ЛМД 850 лет Москве. Московский Кремль ; Ag ; Proof ; 42 ; murzik20 ; 1208 
 1583 ; 3 рубля ; 1999 ; СПМД 1-я тибетская эксп.1879-1880 гг. ; Ag ; Proof ; 63 ; w75 ; 1530 
 1584 ; 3 рубля ; 1999 ; СПМД 2-я тибетская эксп.1883-1885 гг. ; Ag ; Proof ; 126 ; w75 ; 1081 
 1585 ; 3 рубля ; 2000 ; ММД Чемп. Европы по футболу 2000 ; Ag ; Proof ; 33 ; E.V.A. ; 2042 
 1586 ; 3 рубля ; 2002 ; СПМД Свято-Иоанновский монастырь ; Ag ; Proof ; 50 ; Сапёр ; 6120 
 1587 ; 3 рубля ; 2002 ; СПМД Дионисий ; Ag ; Proof ; 83 ; E.V.A. ; 4143 
 1588 ; 3 рубля ; 2004 ; ММД Историческая серия. Феофан Грек ; Ag ; Proof ; 65 ; sv13 ; 4522 
 1589 ; 3 рубля ; 2004 ; 2-ая Камчатская экспедиция ; Ag ; Proof ; 91 ; Mikola_1 ; 1108 
 1590 ; 3 рубля ; 2004 ; XXVIII Летние Олимпийские игры. Игры ; Ag ; Proof ; 37 ; E.V.A. ; 1385 
 1591 ; 3 рубля ; 2005 ; ММД ДК Русакова ; Ag ; Proof ; 80 ; tasmandevil ; 1100 
 1592 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 63 ; piter_k ; 821 
 1593 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 81 ; piter_k ; 605 
 1594 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 66 ; kvm ; 744 
 1595 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 16 ; robinson ; 807 
