 3245 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Михалыч ; 22 
 2202 ; Талер. Бавария ; 1775 ;  ; Ag ; VF- ; 53 ; vika442 ; 1736 
 2203 ; Талер. Саксония. Король Антон ; 1834 ;  ; Ag ; VF+ ; 9 ; kolobokoff ; 3128 
 2204 ; Талер. Анхальт-Бернбург ; 1846 ; А ; Ag ; VF-XF ; 20 ; kolobokoff ; 5608 
 2205 ; 1 талер. Анхальт ; 1862 ; А ; Ag ; XF- ; 10 ; kolobokoff ; 3549 
 2206 ; 2 гульдена. Бавария. Восстановление памятнтка Мадонне в Мюнхене ; 1855 ;  ; Ag ; XF- ; 56 ; kolobokoff ; 2805 
 2207 ; Талер. Бавария. Победа Германии в Франко-Прусской войне ; 1871 ;  ; Ag ; XF ; 25 ; kolobokoff ; 4246 
 2208 ; Талер. Франкфурт на Майне. Немецкий Охотничий фестиваль ; 1862 ;  ; Ag ; VF-XF ; 69 ; kolobokoff ; 3122 
 2209 ; Талер. Баден. Фридрих I ; 1865 ;  ; Ag ; XF- ; 39 ; bier ; 5114 
 1660 ; 1 рубль ; 1977 ; 60 лет Советской власти  ; Cu-Ni ; proof ; 79 ; Конрос бид 32 ; 2752 
 1661 ; 1 рубль. Новодел ; 1965 ; 20 лет победы над Германией  ; Cu-Ni ; proof ; 36 ; Gari 77 ; 457 
 1662 ; 1 рубль. Новодел ; 1985 ; 40 лет Победы над Германией  ; Cu-Ni ; proof ; 33 ; alexey_s ; 408 
 1663 ; 1 рубль. ; 1984 ; 150 лет со дня рождения Д.И.Ме ; Cu-Ni ; proof ; 50 ; khigor ; 2193 
 1664 ; "Лот памятных монет: 10 рублей ""Министерство внутренних дел"", ""Ленинградская обл."", ""55 лет победы"", ""60 лет победы"" (4шт)" ; 2000-2005 ;  ; Би/м ; AU ; 3 ; erfahren ; 41 
 1665 ; "Лот памятных монет: 10 рублей ""60 лет победы"", ""55 лет победы"", ""Гагарин"" (3шт)" ; 2000-2005 ;  ; Би/м ; AU ; 6 ; jef688 ; 28 
 1666 ; "Лот памятных монет: 10 рублей ""Тверская обл."", ""Гагарин"", ""60 лет победы"" (3шт)" ; 2001-2005 ;  ; Би/м ; AU ; 17 ; jef688 ; 24 
 1667 ; "Лот памятных монет: 10 рублей ""55 лет победы"", ""60 лет победы"" (2шт)" ; 2000,2005гг ;  ; Би/м ; AU ; 10 ; Скрудж ; 21 
 1668 ; "Лот памятных монет: 10 рублей ""55 лет победы"", ""60 лет победы"" (2шт)" ; 2000,2005гг ;  ; Би/м ; AU ; 18 ; erfahren ; 18 
 1669 ; 50 рублей ; 1993 ; "Комплект ""Красная книга"" " ; биметалл ; AU ; 49 ; swr ; 716 
 1670 ; 10 рублей ; 1992 ; "Комплект ""Красная книга"" " ; биметалл ; AU ; 45 ; kro ; 519 
 1671 ; 5 рублей ; 1991 ; "Комплект ""Красная книга СССР ; биметалл ; AU ; 27 ; VR62 ; 216 
 1672 ; "Лот памятных монет: 10 рублей ""Орловская область"", ""Древние города"", ""Вооружонные силы РФ"", ""Гагарин"", ""60 лет победы"", ""55 лет победы"" (8шт)" ; 2000-2005 ;  ; Би/м ; AU ; 25 ; vasil47 ; 130 
 1673 ; "Лот памятных монет: 10 рублей ""Древние города"", ""60 лет победы"", ""Министерство образования"", ""Министерство иностранных дел"", ""Гагарин"", ""Краснодарский край"", ""Татарстан"", ""Москва"" (14шт)" ; 2001-2005гг ;  ; Би/м ; AU ; 30 ; vladzory ; 428 
 1674 ; 20 копеек ; 1921 ;  ; Ag ; VF+ ; 37 ; o.k. ; 1326 
 1675 ; 20 копеек ; 1922 ;  ; Ag ; VF- ; 27 ; wwii-soldat ; 27 
 1676 ; 20 копеек ; 1933 ;  ; Ni ; VF- ; 14 ; RVK ; 19 
 1677 ; 15 копеек ; 1921 ;  ; Ag ; F-VF ; 18 ; and000 ; 728 
 1678 ; 15 копеек ; 1932 ;  ; Ni ; F-VF ; 9 ; RVK ; 10 
 1679 ; 15 копеек ; 1945 ;  ; Ni ; VF- ; 32 ; Михалыч ; 42 
 1680 ; 10 копеек ; 1921 ;  ; Ag ; VF ; 72 ; DMT ; 1394 
 1681 ; 5 копеек ; 1924 ; Гурт гладкий  ; Cu ; F+ ; 28 ; tavitrof ; 83 
 1682 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; F+ ; 19 ; alexey_s ; 51 
 1683 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; VF- ; 32 ; jef688 ; 29 
 1684 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; F ; 41 ; obob999 ; 41 
 1685 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; F+ ; 50 ; obob999 ; 51 
 1686 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; F+ ; 41 ; obob999 ; 41 
 1687 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; F-VF ; 30 ; Джуниор ; 55 
 1688 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; F ; 15 ; RVK ; 15 
 1689 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; F ; 3 ; RVK ; 4 
 1690 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; F+ ; 17 ; jef688 ; 16 
 1691 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; F ; 2 ; tyresmsk ; 3 
 1692 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; F ; 5 ; SSS777 ; 11 
 1693 ; Полкопейки ; 1925 ;  ; Cu ; F-VF ; 79 ; BrEd ; 111 
 1694 ; Полкопейки ; 1925 ;  ; Cu ; F ; 63 ; obob999 ; 71 
 1695 ; Полкопейки ; 1927 ;  ; Cu ; F ; 32 ; kro ; 33 
 1696 ; 5 копеек ; 1928 ;  ; Br ; VF+ ; 106 ; tisa66 ; 385 
 1697 ; 5 копеек ; 1928 ;  ; Br ; F+ ; 23 ; bay79 ; 42 
 1698 ; 5 копеек ; 1929 ;  ; Br ; VF- ; 64 ; Бамс ; 413 
 1699 ; 5 копеек ; 1932 ;  ; Br ; VF- ; 31 ; vlkorchev ; 32 
 1700 ; 5 копеек ; 1936 ;  ; Br ; F-VF ; 17 ; Бамс ; 497 
 1701 ; 5 копеек ; 1940 ;  ; Br ; VF- ; 15 ; vlkorchev ; 36 
 1702 ; 5 копеек ; 1941 ;  ; Br ; VF- ; 18 ; alexandervolkov ; 510 
 1703 ; 3 копейки ; 1926 ;  ; Br ; VF- ; 7 ; dimon-2007 ; 32 
 1704 ; 3 копейки ; 1934 ;  ; Br ; VF ; 15 ; kro ; 36 
 1705 ; 3 копейки ; 1935 ;  ; Br ; VF ; 45 ; alexandervolkov ; 53 
 1706 ; 1 копейка ; 1926 ;  ; Br ; VF- ; 15 ; Михалыч ; 79 
 1707 ; 5 копеек ; 1934 ;  ; Br ; VF ; 89 ; AGAT D ; 3853 
 1708 ; 20 копеек ; 1936 ; л/с звезда плоская  ; Ni ; VF+ ; 24 ; o.k. ; 32 
 1709 ; 20 копеек ; 1945 ;  ; Ni ; VF+ ; 37 ; В1951 ; 148 
 1610 ; 1 копейка ; 1953 ;  ; Br ; VF-XF ; 10 ; vlkorchev ; 22 
 1611 ; 1 копейка ; 1954 ;  ; Br ; VF+ ; 4 ; vlkorchev ; 36 
 1612 ; 1 копейка ; 1956 ;  ; Br ; VF ; 10 ; alexandervolkov ; 49 
 1613 ; 1 копейка ; 1957 ; в венке герба 15 лент  ; Br ; VF ; 16 ; vlkorchev ; 26 
 1614 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; Proof ; 64 ; Гермес 8  ; 124 
 1615 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; Proof ; 71 ; kro ; 95 
 1616 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; Proof ; 22 ; swr ; 463 
 1617 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; AU ; 23 ; RVK ; 23 
 1618 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 13 ; kro ; 17 
 1619 ; 10 копеек ; 1923 ;  ; Ag ; VF- ; 10 ; obob999 ; 29 
 1620 ; 20 копеек ; 1932 ;  ; Ni ; VF-XF ; 7 ; rbcrf ; 23 
 1621 ; 20 копеек ; 1936 ; л/с звезда плоская  ; Ni ; VF+ ; 2 ; lm5665 ; 21 
 1622 ; 15 копеек ; 1936 ;  ; Ni ; VF-XF ; 13 ; lm5665 ; 84 
 1623 ; 15 копеек ; 1941 ;  ; Ni ; AU ; 70 ; ank123 ; 875 
 1624 ; 15 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; AU ; 4 ; ЗМЕЙ ; 23 
 1625 ; 10 копеек ; 1956 ; в венке герба 16 лент  ; Ni ; XF+ ; 2 ; ЗМЕЙ ; 21 
 1626 ; 5 копеек ; 1943 ;  ; Br ; VF-XF ; 43 ; AGAT D ; 357 
 1627 ; 5 копеек ; 1946 ;  ; Br ; VF-XF ; 3 ; sg1945 ; 59 
 1628 ; 5 копеек ; 1957 ; в венке герба 15 лент  ; Br ; XF+ ; 2 ; kay2 ; 57 
 1629 ; 1 копейка ; 1927 ;  ; Br ; VF+ ; 17 ; verazal ; 263 
 1630 ; 1 копейка ; 1931 ;  ; Br ; VF-XF ; 44 ; MICMAC ; 212 
 1631 ; 1 копейка ; 1945 ;  ; Br ; XF ; 34 ; IrinaM ; 247 
 1632 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 2 ; В1951 ; 102 
 1633 ; 50 копеек ; 1975 ;  ; Cu-Ni ; AU ; 47 ; Михалыч ; 1316 
 1634 ; 20 копеек ; 1975 ;  ; Cu-Ni ; AU ; 36 ; Михалыч ; 1092 
 1635 ; 20 копеек ; 1980 ;  ; Cu-Ni ; AU ; 7 ; elac ; 138 
 1636 ; 15 копеек ; 1968 ;  ; Cu-Ni ; AU ; 7 ; PVA13 ; 311 
 1637 ; 15 копеек ; 1975 ;  ; Cu-Ni ; XF ; 22 ; topotun ; 883 
 1638 ; 10 копеек ; 1968 ;  ; Cu-Ni ; AU ; 21 ; Алек ; 357 
 1639 ; 10 копеек ; 1974 ;  ; Cu-Ni ; AU ; 7 ; Алек ; 118 
 1640 ; 3 копейки ; 1968 ;  ; Cu-Zn ; AU ; 31 ; kro ; 30 
 1641 ; 3 копейки ; 1979 ;  ; Cu-Zn ; AU ; 31 ; verazal ; 71 
 1642 ; 2 копейки ; 1968 ;  ; Cu-Zn ; AU ; 11 ; vladimir232 ; 127 
 1643 ; 1 копейка ; 1963 ;  ; Cu-Zn ; AU ; 26 ; IrinaM ; 385 
 1644 ; 1 копейка ; 1972 ;  ; Cu-Zn ; XF+ ; 10 ; kro ; 11 
 1645 ; 5 рублей ; 1990 ; Большой дворец в Петродворце  ; Cu-Ni ; AU ; 17 ; Poiuyt ; 55 
 1646 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве  ; Cu-Ni ; proof ; 12 ; Гермес 8  ; 118 
 1647 ; 3 рубля ; 1989 ; Землятресение в Армении  ; Cu-Ni ; proof ; 5 ; alnov ; 113 
 1648 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави  ; Cu-Ni ; proof ; 31 ; o.k. ; 283 
 1649 ; 5 рублей ; 1993 ; Древний Мерв  ; Cu-Ni ; proof ; 72 ; o.k. ; 931 
 1650 ; 5 рублей ; 1988 ; Софийский собор в Киеве  ; Cu-Ni ; proof ; 61 ; ton2519 ; 100 
 1651 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберг ; Cu-Ni ; proof ; 63 ; VR62 ; 216 
 1652 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег  ; Cu-Ni ; proof ; 36 ; holyLazar ; 500 
 1653 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга  ; Cu-Ni ; proof ; 36 ; o.k. ; 510 
 1654 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; proof ; 33 ; Poiuyt ; 124 
 1655 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание  ; Cu-Ni ; proof ; 50 ; holyLazar ; 1500 
 1656 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; proof ; 30 ; holyLazar ; 500 
 1657 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Велосипе ; Cu-Ni ; proof ; 78 ; hvvr ; 1797 
 1658 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба  ; Cu-Ni ; proof ; 81 ; holyLazar ; 500 
 1659 ; 1 рубль. Новодел ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; proof ; 46 ; alexey_s ; 308 
 1560 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 7 ; obob999 ; 31 
 1561 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 7 ; obob999 ; 27 
 1562 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 15 ; surf2k5 ; 42 
 1563 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 20 ; obob999 ; 41 
 1564 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 17 ; surf2k5 ; 62 
 1565 ; 10 копеек ; 1925 ;  ; Ag ; XF- ; 22 ; obob999 ; 61 
 1566 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 1 ; vic-dmitrievic ; 20 
 1567 ; 20 копеек ; 1933 ;  ; Ni ; F-VF ; 2 ; alexey_s ; 21 
 1568 ; 20 копеек ; 1946 ; л/с звезда плоская  ; Ni ; VF+ ; 12 ; kro ; 21 
 1569 ; 20 копеек ; 1953 ;  ; Ni ; VF+ ; 13 ; lm5665 ; 31 
 1570 ; 20 копеек ; 1954 ;  ; Ni ; VF+ ; 13 ; verazal ; 22 
 1571 ; 20 копеек ; 1955 ;  ; Ni ; VF+ ; 12 ; kro ; 21 
 1572 ; 20 копеек ; 1956 ;  ; Ni ; VF-XF ; 3 ; kro ; 12 
 1573 ; 20 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; XF ; 2 ; kro ; 11 
 1574 ; 15 копеек ; 1943 ;  ; Ni ; F-VF ; 6 ; alexvad ; 24 
 1575 ; 15 копеек ; 1946 ;  ; Ni ; XF ; 61 ; Qersej ; 110 
 1576 ; 15 копеек ; 1954 ;  ; Ni ; VF-XF ; 4 ; Lotus 99 ; 13 
 1577 ; 15 копеек ; 1955 ;  ; Ni ; VF+ ; 2 ; kro ; 11 
 1578 ; 15 копеек ; 1956 ;  ; Ni ; VF+ ; 4 ; RVK ; 13 
 1579 ; 15 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; VF ; 3 ; RVK ; 12 
 1580 ; 10 копеек ; 1953 ;  ; Ni ; F-VF ; 3 ; kro ; 12 
 1581 ; 10 копеек ; 1955 ;  ; Ni ; VF+ ; 2 ; ЗМЕЙ ; 11 
 1582 ; 10 копеек ; 1956 ; в венке герба 16 лент  ; Ni ; VF+ ; 3 ; RVK ; 12 
 1583 ; 10 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; VF+ ; 2 ; ЗМЕЙ ; 11 
 1584 ; 3 копейки ; 1946 ;  ; Br ; VF+ ; 4 ; Бамс ; 34 
 1585 ; 3 копейки ; 1949 ;  ; Br ; VF- ; 2 ; vlkorchev ; 11 
 1586 ; 3 копейки ; 1950 ;  ; Br ; VF ; 19 ; vlkorchev ; 40 
 1587 ; 3 копейки ; 1953 ;  ; Br ; VF- ; 1 ; vic-dmitrievic ; 10 
 1588 ; 3 копейки ; 1954 ;  ; Br ; VF ; 1 ; vic-dmitrievic ; 10 
 1589 ; 3 копейки ; 1955 ;  ; Br ; VF ; 2 ; evgen72 ; 11 
 1590 ; 3 копейки ; 1957 ; в венке герба 15 лент  ; Br ; VF- ; 2 ; RVK ; 11 
 1591 ; 3 копейки ; 1931 ;  ; Br ; F-VF ; 2 ; vlkorchev ; 11 
 1592 ; 2 копейки ; 1926 ;  ; Br ; VF ; 2 ; dimon-2007 ; 11 
 1593 ; 2 копейки ; 1928 ;  ; Br ; F-VF ; 3 ; Poiuyt ; 12 
 1594 ; 2 копейки ; 1930 ;  ; Br ; VF- ; 18 ; vlkorchev ; 38 
 1595 ; 2 копейки ; 1931 ;  ; Br ; VF- ; 14 ; vlkorchev ; 22 
 1596 ; 2 копейки ; 1934 ;  ; Br ; F-VF ; 23 ; ЗМЕЙ ; 42 
 1597 ; 2 копейки ; 1937 ;  ; Br ; VF- ; 10 ; vlkorchev ; 41 
 1598 ; 2 копейки ; 1938 ;  ; Br ; VF- ; 2 ; Джуниор ; 11 
 1599 ; 2 копейки ; 1940 ;  ; Br ; VF- ; 2 ; ЗМЕЙ ; 11 
 1600 ; 2 копейки ; 1946 ;  ; Br ; VF- ; 14 ; SVE ; 60 
 1601 ; 2 копейки ; 1949 ;  ; Br ; F-VF ; 12 ; evgen72 ; 21 
 1602 ; 2 копейки ; 1950 ;  ; Br ; VF ; 35 ; ЗМЕЙ ; 42 
 1603 ; 2 копейки ; 1956 ;  ; Br ; VF ; 3 ; kro ; 12 
 1604 ; 2 копейки ; 1957 ; в венке герба 15 лент  ; Br ; F-VF ; 3 ; kro ; 12 
 1605 ; 1 копейка ; 1936 ;  ; Br ; F-VF ; 4 ; evgen72 ; 16 
 1606 ; 1 копейка ; 1938 ;  ; Br ; VF+ ; 5 ; RVK ; 13 
 1607 ; 1 копейка ; 1940 ;  ; Br ; VF-XF ; 41 ; lm5665 ; 49 
 1608 ; 1 копейка ; 1948 ;  ; Br ; VF- ; 27 ; ЗМЕЙ ; 36 
 1609 ; 1 копейка ; 1949 ;  ; Br ; VF- ; 14 ; kro ; 22 
 1510 ; 1 рубль ; 1985 ; 40 лет Победы над Германией  ; Cu-Ni ; AU ; 4 ; kro ; 23 
 1511 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; AU ; 8 ; do_cent ; 47 
 1512 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 28 ; Shurlamp ; 153 
 1513 ; 1 рубль ; 1986 ; Международный год мира  ; Cu-Ni ; AU ; 1 ; vic-dmitrievic ; 20 
 1514 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; AU ; 4 ; Arhip ; 32 
 1515 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск)  ; Cu-Ni ; AU ; 5 ; piron ; 32 
 1516 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; AU ; 4 ; Гурий ; 21 
 1517 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф)  ; Cu-Ni ; AU ; 4 ; asru ; 21 
 1518 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; AU ; 3 ; asru ; 21 
 1519 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; AU ; 3 ; ton2519 ; 21 
 1520 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; XF+ ; 3 ; vic-dmitrievic ; 20 
 1521 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи  ; Cu-Ni ; AU ; 6 ; tuz ; 23 
 1522 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; AU ; 2 ; Dozen ; 21 
 1523 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; AU ; 4 ; tuz ; 22 
 1524 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; AU ; 3 ; asru ; 21 
 1525 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; AU ; 4 ; Shurlamp ; 22 
 1526 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; AU ; 2 ; Гермес 8  ; 21 
 1527 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; AU ; 3 ; Poiuyt ; 21 
 1528 ; 20 копеек ; 1967 ;  ; Cu-Ni ; AU ; 6 ; kuril ; 409 
 1529 ; 20 копеек ; 1968 ;  ; Cu-Ni ; AU ; 15 ; 61К ; 413 
 1530 ; 20 копеек ; 1969 ;  ; Cu-Ni ; AU ; 9 ; SVE ; 498 
 1531 ; 15 копеек ; 1967 ;  ; Cu-Ni ; AU ; 17 ; alexandervolkov ; 373 
 1532 ; 15 копеек ; 1968 ;  ; Cu-Ni ; AU ; 23 ; mifod ; 357 
 1533 ; 15 копеек ; 1969 ;  ; Cu-Ni ; AU ; 41 ; 61К ; 2457 
 1534 ; 15 копеек ; 1971 ;  ; Cu-Ni ; AU ; 85 ; 61К ; 3400 
 1535 ; 10 копеек ; 1967 ;  ; Cu-Ni ; AU ; 15 ; 61К ; 389 
 1536 ; 10 копеек ; 1968 ;  ; Cu-Ni ; AU ; 17 ; 61К ; 357 
 1537 ; 5 копеек ; 1968 ;  ; Cu-Zn ; AU ; 25 ; ank123 ; 357 
 1538 ; 5 копеек ; 1969 ;  ; Cu-Zn ; AU ; 27 ; Алек ; 489 
 1539 ; 5 копеек ; 1971 ;  ; Cu-Zn ; XF+ ; 54 ; verazal ; 1632 
 1540 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF+ ; 10 ; nisni ; 126 
 1541 ; 5 копеек ; 1974 ;  ; Cu-Zn ; VF+ ; 2 ; kro ; 11 
 1542 ; 5 копеек ; 1975 ;  ; Cu-Zn ; VF+ ; 12 ; skia ; 21 
 1543 ; 3 копейки ; 1965 ;  ; Cu-Zn ; VF- ; 17 ; PVA13 ; 303 
 1544 ; 3 копейки ; 1967 ;  ; Cu-Zn ; VF ; 3 ; RVK ; 15 
 1545 ; 3 копейки ; 1968 ;  ; Cu-Zn ; VF ; 2 ; kro ; 11 
 1546 ; 3 копейки ; 1969 ;  ; Cu-Zn ; VF ; 34 ; PVA13 ; 204 
 1547 ; 2 копейки ; 1961 ;  ; Cu-Zn ; VF ; 34 ; PVA13 ; 204 
 1548 ; 2 копейки ; 1962 ;  ; Cu-Zn ; VF ; 34 ; PVA13 ; 204 
 1549 ; 2 копейки ; 1963 ;  ; Cu-Zn ; VF+ ; 2 ; kro ; 11 
 1550 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF-XF ; 23 ; SVE ; 371 
 1551 ; 2 копейки ; 1965 ;  ; Cu-Zn ; VF+ ; 39 ; PVA13 ; 204 
 1552 ; 2 копейки ; 1967 ;  ; Cu-Zn ; VF+ ; 3 ; vladimir232 ; 12 
 1553 ; 2 копейки ; 1968 ;  ; Cu-Zn ; VF ; 36 ; PVA13 ; 204 
 1554 ; 2 копейки ; 1975 ;  ; Cu-Zn ; VF+ ; 20 ; PVA13 ; 204 
 1555 ; 1 копейка ; 1965 ;  ; Cu-Zn ; VF+ ; 81 ; vic-dmitrievic ; 210 
 1556 ; 1 копейка ; 1968 ;  ; Cu-Zn ; VF-XF ; 6 ; alisa ; 15 
 1557 ; 1 копейка ; 1969 ;  ; Cu-Zn ; VF+ ; 1 ; vic-dmitrievic ; 10 
 1558 ; 1 копейка ; 1975 ;  ; Cu-Zn ; VF+ ; 3 ; тир ; 21 
 1559 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 11 ; SSS777 ; 31 
 1460 ; 1 рубль ; 1977 ; 60 лет Советской власти  ; Cu-Ni ; Proof ; 77 ; Alternativa ; 1449 
 1461 ; 15 копеек ; 1982 ;  ; Cu-Ni ; VF-XF ; 1 ; and000 ; 2 
 1462 ; 15 копеек ; 1986 ;  ; Cu-Ni ; XF ; 1 ; and000 ; 2 
 1463 ; 3 копейки ; 1957 ; в венке герба 15 лент  ; Br ; F-VF ; 1 ; alexvad ; 2 
 1464 ; 5 копеек ; 1961 ;  ; Cu-Zn ; VF+ ; 1 ; and000 ; 2 
 1465 ; 5 копеек ; 1961 ;  ; Cu-Zn ; VF+ ; 1 ; and000 ; 2 
 1466 ; 5 копеек ; 1979 ;  ; Cu-Zn ; VF+ ; 3 ; Poiuyt ; 4 
 1467 ; 5 копеек ; 1986 ;  ; Cu-Zn ; VF-XF ; 1 ; and000 ; 2 
 1468 ; 5 копеек ; 1987 ;  ; Cu-Zn ; VF-XF ; 1 ; and000 ; 2 
 1469 ; 5 копеек ; 1990 ;  ; Cu-Zn ; AU ; 14 ; vasil47 ; 15 
 1470 ; 5 копеек ; 1991 ; ЛМД  ; Cu-Zn ; AU ; 21 ; Алек ; 21 
 1471 ; 5 копеек ; 1991 ; ЛМД  ; Cu-Zn ; AU ; 5 ; Алек ; 51 
 1472 ; 1 копейка ; 1928 ;  ; Br ; VF+ ; 28 ; Lotus 99 ; 81 
 1473 ; 1 копейка ; 1936 ;  ; Br ; VF+ ; 4 ; and000 ; 59 
 1474 ; 1 копейка ; 1936 ;  ; Br ; VF+ ; 7 ; o.k. ; 61 
 1475 ; 1 копейка ; 1936 ;  ; Br ; VF- ; 3 ; and000 ; 40 
 1476 ; 1 копейка ; 1936 ;  ; Br ; VF ; 5 ; and000 ; 40 
 1477 ; 1 копейка ; 1938 ;  ; Br ; VF-XF ; 42 ; bay79 ; 55 
 1478 ; 1 копейка ; 1945 ;  ; Br ; XF- ; 16 ; elac ; 207 
 1479 ; 1 копейка ; 1945 ;  ; Br ; VF+ ; 34 ; alexandervolkov ; 160 
 1480 ; 1 копейка ; 1948 ;  ; Br ; XF+ ; 39 ; lm5665 ; 61 
 1481 ; 1 копейка ; 1949 ;  ; Br ; AU ; 22 ; Алек ; 90 
 1482 ; 1 копейка ; 1950 ;  ; Br ; XF ; 23 ; alexandervolkov ; 130 
 1483 ; 1 копейка ; 1951 ;  ; Br ; AU ; 33 ; Алек ; 357 
 1484 ; 1 копейка ; 1957 ; в венке герба 15 лент  ; Br ; AU ; 20 ; SlavA ; 303 
 1485 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 16 ; Dozen ; 113 
 1486 ; 5 рублей ; 1990 ; Большой дворец в Петродворце  ; Cu-Ni ; AU ; 13 ; Arhip ; 41 
 1487 ; 5 рублей ; 1990 ; Успенский собор в Москве  ; Cu-Ni ; AU ; 11 ; Гурий ; 44 
 1488 ; 5 рублей ; 1990 ; Матенадаран.Ереван  ; Cu-Ni ; AU ; 7 ; ton2519 ; 33 
 1489 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве  ; Cu-Ni ; AU ; 8 ; swr ; 34 
 1490 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; AU ; 10 ; solder13 ; 41 
 1491 ; 5 рублей ; 1991 ; Архангельский собор в Москве  ; Cu-Ni ; AU ; 11 ; Гурий ; 42 
 1492 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; XF+ ; 7 ; skia ; 51 
 1493 ; 3 рубля ; 1991 ; 50 лет победы под Москвой  ; Cu-Ni ; AU ; 13 ; Shurlamp ; 42 
 1494 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; proof ; 42 ; Конрос бид 32 ; 357 
 1495 ; 1 рубль ; 1977 ; 60 лет Советской власти  ; Cu-Ni ; XF ; 1 ; vic-dmitrievic ; 20 
 1496 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; XF ; 1 ; vic-dmitrievic ; 20 
