 3271 ; Бона иностранная ;  ;  ;  ;  ; 6 ; тнн ; 214 
 1525 ; 15 копеек ; 1973 ;  ; Cu-Ni ; AU ; 31 ; Алек ; 2816 
 1526 ; 10 копеек ; 1939 ;  ; Ni ; VF ; 8 ; sts ; 67 
 1527 ; 10 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; UNC ; 70 ; alexandervolkov ; 354 
 1528 ; 10 копеек ; 1975 ;  ; Cu-Ni ; AU ; 15 ; 61К ; 204 
 1529 ; 5 копеек ; 1952 ;  ; Br ; VF+ ; 42 ; Basilio ; 169 
 1530 ; 5 копеек ; 1956 ;  ; Br ; VF+ ; 15 ; surf2k5 ; 29 
 1531 ; 5 копеек ; 1985 ;  ; Cu-Zn ; AU ; 5 ; solder13 ; 32 
 1532 ; 3 копейки ; 1948 ;  ; Br ; F-VF ; 8 ; surf2k5 ; 44 
 1533 ; 3 копейки ; 1949 ;  ; Br ; VF-XF ; 20 ; lvl555 ; 82 
 1534 ; 2 копейки ; 1938 ;  ; Br ; VF- ; 4 ; NIKOLAS ; 41 
 1535 ; 1 копейка ; 1939 ;  ; Br ; XF+ ; 16 ; kolobok ; 55 
 1536 ; 1 копейка ; 1946 ;  ; Br ; AU ; 8 ; uin1972 ; 114 
 1537 ; 1 копейка ; 1948 ;  ; Br ; VF+ ; 23 ; NIKOLAS ; 51 
 1538 ; 1 копейка ; 1953 ;  ; Br ; VF-XF ; 8 ; surf2k5 ; 29 
 1539 ; 1 копейка ; 1955 ;  ; Br ; VF-XF ; 7 ; uin1972 ; 49 
 1540 ; 1 копейка ; 1970 ;  ; Cu-Zn ; AU ; 25 ; Алек ; 225 
 1541 ; "Набор монет СССР (5 шт + жетон). ""50 лет Советской власти"": 1 руб, 50, 20, 15, 10 коп. Упаковка" ; 1967 ;  ; Б/м ; AU ; 30 ; igor_r65 ; 826 
 2191 ; Двойной луидор Франция ; 1786 ; Т ; Au ; VF+ ; 68 ; HILL ; 24891 
 2192 ; Луидор Франция ; 1787 ; А ; Au ; XF- ; 48 ; HILL ; 19209 
 2193 ; 1 допия. Сардиния ; 1786 ;  ; Au ; VF- ; 13 ; Mmm ; 10206 
 2194 ; 50 франков Франция ; 1855 ; А ; Au ; VF+ ; 31 ; aleshka ; 12240 
 2195 ; 50 франков Франция ; 1864 ; А ; Au ; AU ; 54 ; ЕВС ; 18360 
 2196 ; 40 франков. Франция ; 1816 ; L ; Au ; VF-XF ; 20 ; ЕВС ; 13502 
 2197 ; 40 франков. Франция ; 1834 ;  ; Au ; VF+ ; 16 ; ЕВС ; 13632 
 2198 ; 20 франков. Франция ; 1818 ; А ; Au ; VF+ ; 40 ; QSL ; 5382 
 2199 ; 20 франков Франция ; 1825 ; А ; Au ; VF-XF ; 53 ; melnik8 ; 7650 
 2200 ; 20 франков. Франция. Наполеон ; 1811 ; А ; Au ; VF ; 56 ; olo3olo3 ; 5712 
 2201 ; Дукат. Австрия ; 1830 ;  ; Au ; XF- ; 35 ; drozd-24 ; 5979 
 2202 ; 20 франков. Франция ; 1851 ; А ; Au ; XF ; 42 ; Алла ; 5746 
 2203 ; 20 франков Бельгия ; 1865 ;  ; Au ; XF- ; 45 ; Алла ; 6500 
 2204 ; 20 франков Франция ; 1809 ; А ; Au ; VF+ ; 25 ; *** ; 6006 
 2205 ; 20 франков Франция ; 1814 ; А ; Au ; VF+ ; 19 ; QSL ; 5498 
 2206 ; 20 франков Франция ; 1815 ; А ; Au ; XF- ; 23 ; Алла ; 5490 
 2207 ; 20 франков Франция ; 1839 ; А ; Au ; XF- ; 55 ; QSL ; 5600 
 2208 ; 20 франков Франция ; 1869 ; А ; Au ; XF+ ; 58 ; Алла ; 6092 
 2209 ; 20 франков Франция ; 1897 ; А ; Au ; XF+ ; 57 ; varant ; 5712 
 1461 ; 2 копейки ; 1940 ;  ; Br ; VF- ; 50 ; lvl555 ; 50 
 1462 ; 2 копейки ; 1945 ;  ; Br ; VF- ; 12 ; Poiuyt ; 62 
 1463 ; 1 копейка ; 1938 ;  ; Br ; VF ; 6 ; surf2k5 ; 29 
 1464 ; 1 копейка ; 1941 ;  ; Br ; VF- ; 3 ; sity007 ; 102 
 1465 ; Лот монет СССР (6 шт): 1 руб ; 1964-1965 ;  ; Cu/Ni ; VF+ ; 10 ; surf2k5 ; 80 
 1466 ; Лот монет СССР (11 шт): 50 коп ; 1964-1988 ;  ; Cu/Ni ; VF+ ; 4 ; surf2k5 ; 100 
 1467 ; Лот монет СССР (5 шт): 1 руб ; 1985-1988 ;  ; Cu/Ni ; VF+/XF- ; 35 ; o.k. ; 206 
 1468 ; Лот монет СССР (3 шт): 2 коп ; 1931-1940 ;  ; Br ; VF- ; 27 ; lvl555 ; 44 
 1469 ; 20 копеек ; 1944 ;  ; Ni ; F-VF ; 22 ; surf2k5 ; 23 
 1470 ; 20 копеек ; 1942 ; л/с звезда плоская  ; Ni ; VF- ; 88 ; lvl555 ; 255 
 1471 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; VF- ; 36 ; кабан ; 85 
 1472 ; 20 копеек ; 1937 ; л/с звезда плоская  ; Ni ; VF-XF ; 19 ; Конрос бид 32 ; 317 
 1473 ; 20 копеек ; 1977 ;  ; Cu-Ni ; AU ; 6 ; 61К ; 204 
 1474 ; 10 копеек ; 1962 ;  ; Cu-Ni ; AU ; 28 ; 61К ; 691 
 1475 ; 5 копеек ; 1989 ;  ; Cu-Zn ; XF+ ; 1 ; surf2k5 ; 2 
 1476 ; 3 копейки ; 1975 ;  ; Cu-Zn ; AU ; 13 ; 61К ; 322 
 1477 ; 3 копейки ; 1978 ;  ; Cu-Zn ; AU ; 13 ; Lotus 99 ; 87 
 1478 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 22 ; В1951 ; 82 
 1479 ; 5 копеек ; 1948 ;  ; Br ; VF- ; 16 ; В1951 ; 120 
 1480 ; 3 копейки ; 1934 ;  ; Br ; F-VF ; 2 ; weter41 ; 50 
 1481 ; 3 копейки ; 1948 ;  ; Br ; F-VF ; 2 ; Donald ; 64 
 1482 ; 2 копейки ; 1926 ;  ; Br ; F-VF ; 24 ; Скрудж ; 33 
 1483 ; 2 копейки ; 1929 ;  ; Br ; F-VF ; 12 ; kolobok ; 53 
 1484 ; 2 копейки ; 1930 ;  ; Br ; F-VF ; 8 ; ЧИС ; 51 
 1485 ; 2 копейки ; 1930 ;  ; Br ; VF- ; 33 ; lvl555 ; 48 
 1486 ; 2 копейки ; 1946 ;  ; Br ; F-VF ; 9 ; alex995 ; 33 
 1487 ; 2 копейки ; 1953 ;  ; Br ; VF- ; 8 ; alex995 ; 23 
 1488 ; 2 копейки ; 1957 ; в венке герба 15 лент  ; Br ; VF- ; 7 ; uin1972 ; 23 
 1489 ; 2 копейки ; 1957 ; в венке герба 15 лент  ; Br ; VF- ; 5 ; uin1972 ; 31 
 1490 ; 1 копейка ; 1933 ;  ; Br ; F-VF ; 42 ; Plus ; 100 
 1491 ; 1 копейка ; 1936 ;  ; Br ; F+ ; 13 ; kolobok ; 32 
 1492 ; 50 копеек ; 1991 ; ММД  ; Cu-Ni ; XF+ ; 71 ; elac ; 266 
 1493 ; 20 копеек ; 1978 ;  ; Cu-Ni ; AU ; 12 ; dobro ; 68 
 1494 ; 5 копеек ; 1929 ;  ; Br ; VF ; 113 ; kolobok ; 240 
 1495 ; 5 копеек ; 1971 ;  ; Cu-Zn ; VF ; 90 ; AGAT D ; 871 
 1496 ; 5 копеек ; 1972 ;  ; Cu-Zn ; VF+ ; 37 ; 61К ; 1020 
 1497 ; 5 копеек ; 1988 ;  ; Cu-Zn ; XF+ ; 1 ; surf2k5 ; 2 
 1498 ; 3 копейки ; 1977 ;  ; Cu-Zn ; AU ; 10 ; dobro ; 87 
 1499 ; 3 копейки ; 1982 ;  ; Cu-Zn ; AU ; 14 ; Алек ; 62 
 1500 ; 2 копейки ; 1967 ;  ; Cu-Zn ; AU ; 11 ; focus-nik2006 ; 51 
 1501 ; 1 копейка ; 1967 ;  ; Cu-Zn ; AU ; 11 ; 61К ; 45 
 1502 ; 20 копеек ; 1937 ; л/с звезда плоская  ; Ni ; F+ ; 14 ; alex995 ; 15 
 1503 ; 10 копеек ; 1935 ;  ; Ni ; F+ ; 79 ; lvl555 ; 316 
 1504 ; 10 копеек ; 1951 ;  ; Ni ; VF- ; 50 ; lvl555 ; 50 
 1505 ; 5 копеек ; 1928 ;  ; Br ; VF+ ; 47 ; Plus ; 98 
 1506 ; 5 копеек ; 1945 ;  ; Br ; F+ ; 30 ; sity007 ; 948 
 1507 ; 3 копейки ; 1929 ;  ; Br ; F-VF ; 10 ; alex995 ; 11 
 1508 ; 3 копейки ; 1945 ;  ; Br ; F-VF ; 16 ; lvl555 ; 225 
 1509 ; 3 копейки ; 1952 ;  ; Br ; VF- ; 7 ; surf2k5 ; 40 
 1510 ; 3 копейки ; 1962 ;  ; Cu-Zn ; F-VF ; 8 ; Poiuyt ; 46 
 1411 ; 10 копеек ; 1928 ;  ; Ag ; XF ; 29 ; weter41 ; 80 
 1412 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 65 ; uin1972 ; 181 
 1413 ; 20 копеек ; 1941 ; л/с звезда плоская  ; Ni ; VF ; 34 ; В1951 ; 72 
 1414 ; 20 копеек ; 1940 ; л/с звезда плоская  ; Ni ; F-VF ; 36 ; Poiuyt ; 35 
 1415 ; 20 копеек ; 1938 ; л/с звезда плоская  ; Ni ; VF- ; 41 ; sity007 ; 53 
 1416 ; 20 копеек ; 1937 ; л/с звезда плоская  ; Ni ; VF- ; 36 ; Скрудж ; 36 
 1417 ; 15 копеек ; 1949 ;  ; Ni ; VF- ; 17 ; кабан ; 204 
 1418 ; 15 копеек ; 1944 ;  ; Ni ; VF- ; 107 ; MICMAC ; 215 
 1419 ; 15 копеек ; 1941 ;  ; Ni ; VF- ; 15 ; lvl555 ; 38 
 1420 ; 15 копеек ; 1940 ;  ; Ni ; F ; 3 ; lvl555 ; 102 
 1421 ; 15 копеек ; 1936 ;  ; Ni ; VF- ; 64 ; sity007 ; 133 
 1422 ; 3 копейки ; 1965 ;  ; Cu-Zn ; VF- ; 63 ; alexandervolkov ; 159 
 1423 ; 20 копеек ; 1924 ;  ; Ag ; AU ; 55 ; 61К ; 264 
 1424 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 85 ; 61К ; 1254 
 1425 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 55 ; 61К ; 224 
 1426 ; 20 копеек ; 1950 ;  ; Ni ; AU ; 48 ; Конрос бид 32 ; 1923 
 1427 ; 1 рубль ; 1968 ;  ; Cu-Ni ; VF+ ; 14 ; evgen72 ; 41 
 1428 ; 1 рубль ; 1985 ;  ; Cu-Ni ; VF+ ; 30 ; surf2k5 ; 36 
 1429 ; 1 рубль ; 1986 ;  ; Cu-Ni ; VF+ ; 8 ; surf2k5 ; 32 
 1430 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF+ ; 5 ; джон007 ; 31 
 1431 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF+ ; 7 ; surf2k5 ; 32 
 1432 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 31 ; obob999 ; 51 
 1433 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 30 ; IWC ; 130 
 1434 ; 20 копеек ; 1937 ; л/с звезда плоская  ; Ni ; VF+ ; 12 ; Конрос бид 32 ; 102 
 1435 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 10 ; obob999 ; 62 
 1436 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 25 ; evgen72 ; 63 
 1437 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 7 ; asru ; 44 
 1438 ; 15 копеек ; 1929 ;  ; Ag ; XF+ ; 10 ; Lotus 99 ; 44 
 1439 ; 15 копеек ; 1930 ;  ; Ag ; XF+ ; 51 ; tirex ; 131 
 1440 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 30 ; alexandervolkov ; 62 
 1441 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 20 ; amd4200 ; 41 
 1442 ; 10 копеек ; 1929 ;  ; Ag ; VF-XF ; 18 ; uin1972 ; 72 
 1443 ; 5 копеек ; 1941 ;  ; Br ; VF ; 34 ; sity007 ; 298 
 1444 ; 3 копейки ; 1928 ;  ; Br ; VF- ; 9 ; alex995 ; 16 
 1445 ; 3 копейки ; 1929 ;  ; Br ; VF- ; 20 ; surf2k5 ; 31 
 1446 ; 3 копейки ; 1936 ; л/с звезда фигурная  ; Br ; VF ; 6 ; alexandervolkov ; 53 
 1447 ; 3 копейки ; 1938 ;  ; Br ; VF- ; 11 ; surf2k5 ; 21 
 1448 ; 3 копейки ; 1938 ;  ; Br ; VF- ; 11 ; surf2k5 ; 32 
 1449 ; 3 копейки ; 1939 ;  ; Br ; VF- ; 2 ; weter41 ; 50 
 1450 ; 3 копейки ; 1940 ;  ; Br ; VF+ ; 13 ; Poiuyt ; 31 
 1451 ; 3 копейки ; 1940 ;  ; Br ; F-VF ; 11 ; Poiuyt ; 23 
 1452 ; 3 копейки ; 1941 ;  ; Br ; F-VF ; 5 ; alex995 ; 21 
 1453 ; 3 копейки ; 1941 ;  ; Br ; VF- ; 11 ; surf2k5 ; 28 
 1454 ; 3 копейки ; 1943 ;  ; Br ; VF- ; 9 ; lvl555 ; 45 
 1455 ; 3 копейки ; 1951 ;  ; Br ; VF- ; 35 ; sts ; 184 
 1456 ; 3 копейки ; 1962 ;  ; Cu-Zn ; VF+ ; 9 ; andreyka80 ; 93 
 1457 ; 2 копейки ; 1933 ;  ; Br ; VF+ ; 35 ; sity007 ; 459 
 1458 ; 2 копейки ; 1932 ;  ; Br ; VF- ; 6 ; lvl555 ; 36 
 1459 ; 2 копейки ; 1936 ;  ; Br ; VF- ; 8 ; surf2k5 ; 23 
 1460 ; 2 копейки ; 1937 ;  ; Br ; VF ; 26 ; surf2k5 ; 26 
 1361 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 15 ; andreyka80 ; 53 
 1362 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 72 ; Zeratul ; 153 
 1363 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 31 ; Eugen ; 67 
 1364 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 13 ; АЦТЕК ; 130 
 1365 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 26 ; Eugen ; 59 
 1366 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 30 ; Eugen ; 161 
 1367 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 50 ; Eugen ; 107 
 1368 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 11 ; krokodil ; 128 
 1369 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 26 ; o.k. ; 131 
 1370 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 24 ; solder13 ; 126 
 1371 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 3 ; Eugen ; 102 
 1372 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 21 ; shknikolay ; 128 
 1373 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 6 ; den_ff ; 131 
 1374 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 15 ; krokodil ; 128 
 1375 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 60 ; kolobok ; 173 
 1376 ; 1 рубль. Большая звезда ; 1980 ;  ; Cu-Ni ; AU ; 32 ; 61К ; 878 
 1377 ; 1 рубль. Большая звезда ; 1981 ;  ; Cu-Ni ; AU ; 37 ; 61К ; 680 
 1378 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 80 ; IWC ; 379 
 1379 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 18 ; AlexWhite ; 153 
 1380 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 16 ; den_ff ; 132 
 1381 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 12 ; aleksius ; 76 
 1382 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 32 ; Zeratul ; 153 
 1383 ; 1 рубль ; 1986 ;  ; Cu-Ni ; AU ; 21 ; Zeratul ; 105 
 1384 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 31 ; Zeratul ; 128 
 1385 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 12 ; Zeratul ; 74 
 1386 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 8 ; Zeratul ; 102 
 1387 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 9 ; Zeratul ; 102 
 1388 ; 1 рубль ; 1991 ; ЛМД  ; Cu-Ni ; AU ; 40 ; Isa ; 320 
 1389 ; 1 рубль ; 1991 ; ММД  ; Cu-Ni ; AU ; 59 ; Zeratul ; 102 
 1390 ; 20 копеек ; 1933 ;  ; Ni ; XF ; 13 ; IWC ; 117 
 1391 ; 20 копеек ; 1937 ; л/с звезда плоская  ; Ni ; VF+ ; 55 ; Eugen ; 113 
 1392 ; 20 копеек ; 1944 ;  ; Ni ; VF+ ; 49 ; В1951 ; 128 
 1393 ; 15 копеек ; 1941 ;  ; Ni ; VF-XF ; 46 ; lvl555 ; 124 
 1394 ; 15 копеек ; 1945 ;  ; Ni ; VF+ ; 47 ; uin1972 ; 124 
 1395 ; 20 копеек ; 1922 ;  ; Ag ; VF-XF ; 47 ; turkmen ; 95 
 1396 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 15 ; wwii-soldat ; 61 
 1397 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 21 ; obob999 ; 53 
 1398 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 10 ; turkmen ; 75 
 1399 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 11 ; Алек ; 77 
 1400 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 34 ; 61К ; 153 
 1401 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 5 ; ЗМЕЙ ; 69 
 1402 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 9 ; turkmen ; 65 
 1403 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 8 ; uin1972 ; 62 
 1404 ; 15 копеек ; 1924 ;  ; Ag ; VF-XF ; 23 ; lvl555 ; 297 
 1405 ; 15 копеек ; 1925 ;  ; Ag ; XF ; 6 ; jenic ; 85 
 1406 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 21 ; Qersej ; 151 
 1407 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 6 ; obob999 ; 53 
 1408 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 5 ; zxc55 ; 108 
 1409 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 37 ; zxc55 ; 128 
 1410 ; 10 копеек ; 1923 ;  ; Ag ; XF- ; 29 ; focus-nik2006 ; 153 
 1311 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; VF+ ; 67 ; solder13 ; 218 
 1312 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; VF+ ; 84 ; uin1972 ; 198 
 1313 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; VF+ ; 51 ; Basilio ; 61 
 1314 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; VF+ ; 129 ; кабан ; 370 
 1315 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; VF-XF ; 140 ; HILL ; 448 
 1316 ; Полкопейки ; 1927 ;  ; Cu ; VF-XF ; 40 ; amd4200 ; 320 
 1317 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве  ; Cu-Ni ; XF+ ; 6 ; oxana ; 80 
 1318 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; AU ; 28 ; петров ; 102 
 1319 ; 5 рублей ; 1990 ; Успенский собор в Москве  ; Cu-Ni ; AU ; 11 ; oxana ; 100 
 1320 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; XF+ ; 12 ; oxana ; 77 
 1321 ; 3 рубля ; 1989 ; Землятресение в Армении  ; Cu-Ni ; XF+ ; 12 ; петров ; 55 
 1322 ; 3 рубля ; 1991 ; 50 лет победы под Москвой  ; Cu-Ni ; AU ; 12 ; oxana ; 47 
 1323 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; AU ; 17 ; oxana ; 63 
 1324 ; 1 рубль ; 1986 ; Международный год мира  ; Cu-Ni ; AU ; 35 ; oxana ; 73 
 1325 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; AU ; 31 ; oxana ; 57 
 1326 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагар ; Cu-Ni ; XF+ ; 24 ; oxana ; 73 
 1327 ; 1 рубль ; 1967 ; 50 лет Советской власти  ; Cu-Ni ; XF+ ; 8 ; alexandervolkov ; 30 
 1328 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; XF ; 23 ; oxana ; 31 
 1329 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; AU ; 15 ; oxana ; 53 
 1330 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; AU ; 10 ; петров ; 31 
 1331 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; AU ; 45 ; oxana ; 61 
 1332 ; 1 рубль ; 1985 ; 40 лет Победы над Германией  ; Cu-Ni ; AU ; 54 ; oxana ; 111 
 1333 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф)  ; Cu-Ni ; AU ; 63 ; oxana ; 105 
 1334 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; AU ; 30 ; петров ; 85 
 1335 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; AU ; 31 ; piron ; 62 
 1336 ; 50 копеек ; 1966 ;  ; Cu-Ni ; VF ; 9 ; evgen72 ; 43 
 1337 ; 50 копеек ; 1968 ;  ; Cu-Ni ; VF+ ; 10 ; surf2k5 ; 31 
 1338 ; 50 копеек ; 1973 ;  ; Cu-Ni ; XF- ; 3 ; alexandervolkov ; 102 
 1339 ; 50 копеек ; 1974 ;  ; Cu-Ni ; VF+ ; 12 ; surf2k5 ; 13 
 1340 ; 50 копеек ; 1977 ;  ; Cu-Ni ; VF+ ; 8 ; surf2k5 ; 9 
 1341 ; 50 копеек ; 1979 ;  ; Cu-Ni ; VF+ ; 2 ; surf2k5 ; 3 
 1342 ; 50 копеек ; 1986 ;  ; Cu-Ni ; AU ; 23 ; surf2k5 ; 22 
 1343 ; 50 копеек ; 1987 ; (1987)  ; Cu-Ni ; AU ; 8 ; Алек ; 67 
 1344 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 2 ; oxana ; 79 
 1345 ; 1 рубль ; 1982 ; 60 лет образования СССР  ; Cu-Ni ; Proof ; 121 ; Nalivaichenko ; 441 
 1346 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; Proof ; 128 ; solder13 ; 494 
 1347 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; Proof ; 27 ; петров ; 79 
 1348 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; Proof ; 53 ; piron ; 194 
 1349 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск)  ; Cu-Ni ; Proof ; 22 ; Zeratul ; 123 
 1350 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф)  ; Cu-Ni ; Proof ; 48 ; Zeratul ; 141 
 1351 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 11 ; oxana ; 102 
 1352 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета  ; Cu-Ni ; XF+ ; 34 ; oxana ; 72 
 1353 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ  ; Cu-Ni ; XF+ ; 53 ; oxana ; 72 
 1354 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба  ; Cu-Ni ; Proof ; 78 ; Nalivaichenko ; 459 
 1355 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купа ; Cu-Ni ; Proof ; 55 ; Скрудж ; 165 
 1356 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Ло ; Cu-Ni ; Proof ; 44 ; Скрудж ; 129 
 1357 ; 1 рубль ; 1992 ; """Суверенитет, демократия, во ; Cu-Ni ; Proof ; 36 ; Скрудж ; 185 
 1358 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга  ; Cu-Ni ; Proof ; 68 ; Nalivaichenko ; 565 
 1359 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 34 ; o.k. ; 60 
 1360 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 24 ; Zeratul ; 204 
 1261 ; 100 рублей ; 1988 ; ММД 1000-летие монетной чеканк ; Au ; Proof ; 19 ; garry ; 22854 
 1262 ; 25 рублей ; 1993 ; ММД Балерина  ; Au ; Proof ; 18 ; luda ; 4001 
 1263 ; 10 рублей ; 1993 ; ММД Русский балет. Балерина. A ; Au ; Proof ; 25 ; fontanka ; 2346 
 1264 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимп ; Ag ; Proof ; 19 ; gors ; 1024 
 1265 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII  ; Ag ; Proof ; 62 ; gors ; 1002 
 1266 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Ол ; Ag ; Proof ; 26 ; Alex821 ; 1329 
 1267 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 21 ; gors ; 1328 
 1268 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады  ; Ag ; Proof ; 41 ; lesnik1 ; 779 
 1269 ; 5 рублей ; 1979 ; ЛМД Штанга.Игры XXII Олимпиады ; Ag ; Proof ; 13 ; hjk1974 ; 1122 
 1270 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиа ; Ag ; Proof ; 25 ; elitov ; 867 
 1271 ; 5 рублей ; 1978 ; ЛМД Преодоление барьера на лош ; Ag ; Proof ; 15 ; Chen ; 885 
 1272 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады  ; Ag ; Proof ; 12 ; Захар ; 809 
 1273 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпи ; Ag ; Proof ; 22 ; Valeriy ; 1038 
 1274 ; 3 рубля ; 1993 ; ММД Федор Шаляпин  ; Ag ; Proof ; 22 ; xey ; 1009 
 1275 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Яро ; Ag ; Proof ; 21 ; petrserebr ; 1592 
 1276 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость  ; Ag ; Proof ; 21 ; тир ; 1410 
 1277 ; 3 рубля ; 1996 ; "ЛМД Ледокол ""Ермак"" " ; Ag ; Proof ; 19 ; wladimir1972 ; 3570 
