 4808 ; Бона иностранная ;  ;  ;  ;  ; 51 ; Etich ; 135 
 1722 ; 1 рубль. Новодел. Упаковка ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 13 ; said ; 578 
 1723 ; 1 рубль. Новодел. Упаковка ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 25 ; evgen177309 ; 654 
 1724 ; 1 рубль. Новодел. Упаковка ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 6 ; verunk1 ; 510 
 1725 ; 1 рубль. Новодел. Упаковка ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 31 ; verunk1 ; 665 
 1726 ; 1 рубль. Новодел. Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 34 ; verunk1 ; 532 
 1727 ; 1 рубль. Новодел. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 11 ; 104 кг ; 500 
 1728 ; 1 рубль. Новодел. Упаковка ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 26 ; verunk1 ; 578 
 1729 ; 1 рубль. Новодел. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 9 ; кузнецов ; 530 
 1730 ; 1 рубль. Новодел. Упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 24 ; свой ; 510 
 1731 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 44 ; лесник ; 357 
 1732 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 21 ; Georgiy ; 257 
 1733 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 48 ; rusland74 ; 421 
 1734 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 24 ; rusland74 ; 306 
 1735 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 35 ; rusland74 ; 226 
 1736 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 29 ; лесник ; 153 
 1737 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 17 ; малиновка76 ; 153 
 1738 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 24 ; Mr.NAlbert ; 235 
 1739 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 28 ; SAM5 ; 350 
 1740 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 26 ; and1972 ; 157 
 1741 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 38 ; rusland74 ; 357 
 1742 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 18 ; tank116 ; 357 
 1743 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 25 ; SAM5 ; 185 
 1744 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 16 ; лесник ; 153 
 1745 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 30 ; SAM5 ; 255 
 1746 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 24 ; Mr.NAlbert ; 286 
 1747 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 29 ; Play ; 541 
 1748 ; 1 рубль. В конверте ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Unc ; 14 ; SKV ; 408 
 1749 ; 1 рубль. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 19 ; mk-75 ; 510 
 1750 ; 1 рубль. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 82 ; novikoff12006 ; 1224 
 1751 ; 1 рубль. Упаковка ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 43 ; hugo ; 2493 
 1752 ; 1 рубль. Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 49 ; rusland74 ; 2154 
 1753 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 29 ; rusland74 ; 1000 
 1754 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 34 ; rusland74 ; 1000 
 1755 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Unc ; 28 ; jimmysu ; 850 
 1756 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Proof ; 108 ; Mic1977 ; 1353 
 1757 ; 1 рубль. В пластиковой упаковке ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 41 ; hugo ; 1938 
 1658 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 51 ; RVD ; 53 
 1659 ; Полкопейки ; 1927 ;  ; Cu ; F-VF ; 57 ; rusland74 ; 408 
 1660 ; Полкопейки ; 1927 ;  ; Cu ; F ; 55 ; stas6992 ; 332 
 1661 ; 100 рублей ; 1993 ; о.Шпицберген ;  ; XF- ; 50 ; kdn7 ; 550 
 1662 ; 50 рублей ; 1993 ; о.Шпицберген ;  ; XF- ; 32 ; kdn7 ; 408 
 1663 ; 25 рублей ; 1993 ; о.Шпицберген ;  ; XF- ; 75 ; света ; 729 
 1664 ; 10 рублей ; 1993 ; о.Шпицберген ;  ; XF- ; 25 ; kdn7 ; 408 
 1665 ; 5 ; 1998 ; о.Шпицберген ;  ; AU ; 54 ; pissimist ; 739 
 1666 ; 2 ; 1998 ; о.Шпицберген ;  ; AU ; 50 ; sher60 ; 572 
 1667 ; 1 ; 1998 ; о.Шпицберген ;  ; AU ; 50 ; юденич ; 918 
 1668 ; 0,5 ; 1998 ; о.Шпицберген ;  ; XF+ ; 40 ; света ; 645 
 1669 ; 0,25 ; 1998 ; о.Шпицберген ;  ; AU ; 98 ; xxx935 ; 755 
 1670 ; 0,1 ; 1998 ; о.Шпицберген ;  ; AU ; 52 ; xxx935 ; 724 
 1671 ; 1 рубль ; 1922 ; Николо-Павдиевский кооператив (Екатеринбург, 1922 г.) ;  ; VF ; 34 ; 104 кг ; 11220 
 1672 ; Жетон. Министерство торговли СССР. № 12 ;  ;  ; Ж/м ; AU ; 20 ; imi ; 82 
 1673 ; Разменный знак 10. Шпицберген. Подъем подлодки "Курск". Упаковка ; 2001 ;  ; Cu-Ni ; Proof ; 10 ; монетка ; 2154 
 1674 ; Разменный знак 10. Шпицберген. Против терроризма. Упаковка ; 2001 ;  ; Cu-Ni ; Proof ; 7 ; Gell13 ; 1936 
 1675 ; Разменный знак 10. Шпицберген. Наводнение-Юг России ; 2002 ;  ; Cu-Ni ; Proof ; 51 ; 104 кг ; 648 
 1676 ; Разменный знак 10. Шпицберген. Сход ледника-трагедия в Кармадонском ущелье ; 2002 ;  ; Cu-Ni ; Proof ; 12 ; ruslanrs ; 800 
 1677 ; Разменный знак 10. Шпицберген. Наводнение-центр Европы ; 2002 ;  ; Cu-Ni ; Proof ; 56 ; 104 кг ; 740 
 1678 ; Разменный знак 10. Шпицберген. Против терроризма ; 2002 ;  ; Cu-Ni ; Proof ; 12 ; ruslanrs ; 806 
 1679 ; Разменный знак 10. Шпицберген. Цунами-Юго-Восточная Азия ; 2005 ;  ; Cu-Ni ; Proof ; 101 ; kop ; 1315 
 1680 ; Разменный знак 10. Шпицберген. Кончина папы Иоанна Павла II ; 2005 ;  ; Cu-Ni ; Proof ; 8 ; Хозяин ; 2229 
 1681 ; Жетон. Один полтинник. Ю. Гагарин ; 2011 ;  ; Cu-Ni ; Proof ; 5 ; svv ; 1000 
 1682 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; XF+ ; 47 ; xxx935 ; 2081 
 1683 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои.Дата 1990 вместо 1991 ; Cu-Ni ; XF+ ; 85 ; romario2 ; 5307 
 1684 ; 50 копеек ; 1971 ;  ; Cu-Ni ; AU ; 39 ; masterovoi ; 4299 
 1685 ; 20 копеек ; 1950 ;  ; Ni ; VF+ ; 63 ; Masik ; 838 
 1686 ; 20 копеек ; 1965 ;  ; Cu-Ni ; VF ; 66 ; nаtallli ; 1804 
 1687 ; 20 копеек ; 1975 ;  ; Cu-Ni ; VF-XF ; 86 ; orel ; 2123 
 1688 ; 3 копейки. Деформация ; 1945 ;  ; Br ; F ; 41 ; lgvspb ; 357 
 1689 ; 10 рублей ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-Ni ; AU ; 137 ; Геолог ; 5526 
 1690 ; 1 копейка. Аверс/Реверс 30 градусов ; 1931 ;  ; Br ; F+ ; 39 ; DAG ; 90 
 1691 ; 100 рублей. Дефект чеканки ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Zn ; XF ; 50 ; kat3129 ; 1001 
 1692 ; 5 рублей. В пластиковой капсуле ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 24 ; Searcher ; 350 
 1693 ; 3 рубля. В пластиковой капсуле ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 68 ; evgen177309 ; 357 
 1694 ; 1 рубль. В пластиковой капсуле ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 49 ; Mr.NAlbert ; 322 
 1695 ; 1 рубль. В пластиковой капсуле ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 48 ; Mr.NAlbert ; 322 
 1696 ; 1 рубль. В пластиковой капсуле ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 7 ; Mr.NAlbert ; 209 
 1697 ; 1 рубль. В пластиковой капсуле ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 32 ; Mr.NAlbert ; 209 
 1698 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 34 ; Mr.NAlbert ; 310 
 1699 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 27 ; SAM5 ; 357 
 1700 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 27 ; SAM5 ; 350 
 1701 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 7 ; SAM5 ; 200 
 1702 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 54 ; антвари ; 357 
 1703 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 46 ; tank116 ; 357 
 1704 ; 3 рубля. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 42 ; denis68 ; 345 
 1705 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 27 ; klimvita ; 196 
 1706 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 35 ; varvara ; 625 
 1707 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 22 ; лесник ; 495 
 1608 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF- ; 47 ; Wolfram ; 369 
 1609 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 29 ; Wolfram ; 375 
 1610 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF- ; 32 ; jimmysu ; 334 
 1611 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; F-VF ; 19 ; Пухлик1971 ; 348 
 1612 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 118 ; Denver77 ; 1088 
 1613 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 79 ; Glen ; 1187 
 1614 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 62 ; Mic1977 ; 883 
 1615 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 76 ; кабан ; 214 
 1616 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 65 ; малиновка76 ; 318 
 1617 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 39 ; nаtallli ; 169 
 1618 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 30 ; Пухлик1971 ; 123 
 1619 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 48 ; rusland74 ; 153 
 1620 ; 20 копеек ; 1927 ;  ; Ag ; VF-XF ; 25 ; WOLK ; 128 
 1621 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 43 ; mich555 ; 226 
 1622 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 32 ; Rus-tam ; 148 
 1623 ; 20 копеек ; 1929 ;  ; Ag ; XF+ ; 48 ; я вернулся ; 160 
 1624 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 25 ; lalula ; 204 
 1625 ; 20 копеек ; 1930 ;  ; Ag ; F-VF ; 5 ; DAG ; 102 
 1626 ; 15 копеек ; 1921 ;  ; Ag ; VF+ ; 27 ; rusland74 ; 2267 
 1627 ; 15 копеек ; 1922 ;  ; Ag ; XF ; 139 ; rusland74 ; 897 
 1628 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 49 ; Rus-tam ; 125 
 1629 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 20 ; westof ; 120 
 1630 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 11 ; Tartan ; 102 
 1631 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 41 ; я вернулся ; 157 
 1632 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 38 ; DAG ; 101 
 1633 ; 15 копеек ; 1924 ;  ; Ag ; XF ; 103 ; A6696 ; 192 
 1634 ; 15 копеек ; 1924 ;  ; Ag ; VF ; 5 ; я вернулся ; 437 
 1635 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 132 ; Kotoff ; 502 
 1636 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 31 ; Kotoff ; 124 
 1637 ; 15 копеек ; 1927 ;  ; Ag ; XF ; 53 ; lalula ; 123 
 1638 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 33 ; nаtallli ; 136 
 1639 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 35 ; Rus-tam ; 157 
 1640 ; 10 копеек ; 1923 ;  ; Ag ; VF-XF ; 19 ; lalula ; 121 
 1641 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 40 ; малиновка76 ; 111 
 1642 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 37 ; DAG ; 104 
 1643 ; 10 копеек ; 1923 ;  ; Ag ; VF ; 36 ; imi ; 120 
 1644 ; 10 копеек ; 1925 ;  ; Ag ; XF- ; 6 ; Rus-tam ; 108 
 1645 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 31 ; DAG ; 105 
 1646 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 21 ; sks11801 ; 95 
 1647 ; 10 копеек ; 1927 ;  ; Ag ; VF+ ; 58 ; Kotoff ; 299 
 1648 ; 10 копеек ; 1928 ;  ; Ag ; VF+ ; 78 ; ppi ; 135 
 1649 ; 10 копеек ; 1929 ;  ; Ag ; XF ; 78 ; Kotoff ; 326 
 1650 ; 10 копеек ; 1930 ;  ; Ag ; XF ; 11 ; ppi ; 113 
 1651 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 29 ; DAG ; 204 
 1652 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F ; 52 ; bvm1504 ; 156 
 1653 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 47 ; taa ; 164 
 1654 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 25 ; Sam ; 114 
 1655 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 35 ; rusland74 ; 235 
 1656 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF ; 47 ; rusland74 ; 193 
 1657 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 43 ; gusar ; 135 
 1558 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 83 ; Добрый ; 3570 
 1559 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 29 ; амбал ; 2550 
 1560 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 17 ; vitapool ; 1197 
 1561 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 31 ; Rus-tam ; 1281 
 1562 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 90 ; Гранит ; 1595 
 1563 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 70 ; dronik57 ; 2040 
 1564 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 65 ; dronik57 ; 2026 
 1565 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 80 ; rusland74 ; 2492 
 1566 ; 50 копеек ; 1921 ; (АГ) ; Ag ; AU ; 10 ; A6696 ; 1780 
 1567 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF/AU ; 30 ; Добрый ; 2040 
 1568 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 25 ; aleksvin711 ; 641 
 1569 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF+ ; 20 ; jurcha ; 544 
 1570 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF+ ; 11 ; lsp25 ; 561 
 1571 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF ; 18 ; yurrgen ; 521 
 1572 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF- ; 21 ; волга ; 479 
 1573 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF/AU ; 11 ; rusland74 ; 1020 
 1574 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 23 ; Rus-tam ; 499 
 1575 ; 50 копеек ; 1922 ; (АГ) ; Ag ; XF ; 38 ; cond ; 1622 
 1576 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 33 ; Пухлик1971 ; 602 
 1577 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 17 ; Andrei_B73 ; 561 
 1578 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 24 ; кузнецов ; 561 
 1579 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 68 ; Гранит ; 585 
 1580 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF- ; 44 ; Гранит ; 561 
 1581 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; F+ ; 29 ; Alexandr5530 ; 449 
 1582 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; AU ; 40 ; rusland74 ; 1865 
 1583 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 31 ; stas007 ; 432 
 1584 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 41 ; cond ; 457 
 1585 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 32 ; Denver77 ; 464 
 1586 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 35 ; я вернулся ; 426 
 1587 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 40 ; Ходор ; 411 
 1588 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 16 ; yurrgen ; 359 
 1589 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 12 ; george56 ; 360 
 1590 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 29 ; vitalik72v ; 363 
 1591 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 29 ; волга ; 334 
 1592 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 31 ; stas007 ; 363 
 1593 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 28 ; vitalik72v ; 357 
 1594 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 20 ; demion ; 344 
 1595 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 27 ; DAG ; 367 
 1596 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 16 ; Ходор ; 379 
 1597 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 24 ; yurrgen ; 337 
 1598 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 23 ; wTaKeT ; 365 
 1599 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 37 ; demion ; 337 
 1600 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 25 ; rusland74 ; 1866 
 1601 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 69 ; A6696 ; 1324 
 1602 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 56 ; Denver77 ; 469 
 1603 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 122 ; poltina ; 435 
 1604 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 35 ; stas007 ; 589 
 1605 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 40 ; Пухлик1971 ; 450 
 1606 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 48 ; лесник ; 816 
 1607 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 37 ; A6696 ; 1694 
 1508 ; 3 рубля ; 1998 ; СПМД Русский музей. Купчиха за чаем ; Ag ; Proof ; 20 ; Резон ; 2957 
 1509 ; 3 рубля ; 1998 ; СПМД Русский музей. Денис Давыдов ; Ag ; Proof ; 75 ; генадич ; 2552 
 1510 ; 3 рубля ; 1998 ; СПМД Русский музей. Ангел с золотыми волосами ; Ag ; Proof ; 24 ; said ; 3120 
 1511 ; 3 рубля ; 1998 ; ММД Нило-Столобенская пустынь ; Ag ; Proof ; 35 ; Резон ; 4509 
 1512 ; 3 рубля ; 1998 ; ММД Сав.-Сторож.мон.в Звенигороде (Звенигород) ; Ag ; Proof ; 40 ; rusland74 ; 28157 
 1513 ; 3 рубля ; 1999 ; ММД Российская Академия наук (Петр I, Ломоносов, Эйлер) ; Ag ; Proof ; 105 ; gorfil ; 10411 
 1514 ; 3 рубля ; 2000 ; ММД Николо-Угрешский монастырь ; Ag ; Proof ; 38 ; ppi ; 4216 
 1515 ; 3 рубля ; 2000 ; СПМД Чемпионат мира по хоккею 2000 ; Ag ; Proof ; 57 ; rusland74 ; 16218 
 1516 ; 3 рубля ; 2000 ; СПМД Пушкин.Дворц.-парк.ансамбль ; Ag ; Proof ; 62 ; OMT ; 7776 
 1517 ; 3 рубля ; 2000 ; ММД Нижегородский Кремль ; Ag ; Proof ; 35 ; OMT ; 7446 
 1518 ; 3 рубля ; 2000 ; ММД Россия на рубеже тысячелетий. Промышленность ; Ag ; Proof ; 19 ; said ; 2457 
 1519 ; 3 рубля ; 2001 ; СПМД Навигацкая школа ; Ag ; Proof ; 29 ; aleks610 ; 3001 
 1520 ; 3 рубля ; 2001 ; ММД Освоение Сибири ; Ag ; Proof ; 36 ; astronom ; 3672 
 1521 ; 3 рубля ; 2002 ; СПМД Свято-Иоанновский монастырь ; Ag ; Proof ; 18 ; rusland74 ; 7691 
 1522 ; 3 рубля ; 2002 ; СПМД Валдайско-Иверский монастырь ; Ag ; Proof ; 34 ; ppi ; 3247 
 1523 ; 3 рубля ; 2003 ; ММД Свято-Данилов монастырь (Москва) ; Ag ; Proof ; 25 ; rusland74 ; 3687 
 1524 ; 3 рубля ; 2003 ; ММД Псковский Кремль ; Ag ; Proof ; 34 ; ppi ; 3184 
 1525 ; 3 рубля ; 2003 ; СПМД Окно в Европу. Выборг ; Ag ; Proof ; 26 ; george ; 2957 
 1526 ; 3 рубля ; 2004 ; ММД Томск ; Ag ; Proof ; 37 ; ppi ; 3382 
 1527 ; 3 рубля ; 2004 ; СПМД Церковь Знамения Богородицы ; Ag ; Proof ; 40 ; OMT ; 4254 
 1528 ; 3 рубля ; 2007 ; Андрей Рублев. Историческая серия ; Ag ; Proof ; 35 ; dimass70 ; 2957 
 1529 ; 3 рубля ; 2008 ; Успенская Адмиралтейская церковь. г. Воронеж ; Ag ; Proof ; 27 ; rusland74 ; 3060 
 1530 ; 3 рубля ; 2008 ; Собор Рождества Богородицы. г. Псков ; Ag ; Proof ; 26 ; rusland74 ; 2957 
 1531 ; 3 рубля ; 2008 ; Дмитриевский собор. г. Владимир ; Ag ; Proof ; 23 ; rusland74 ; 2035 
 1532 ; 3 рубля ; 2009 ; 50 лет начала исследований Луны ; Ag ; Proof ; 50 ; alexx863 ; 4713 
 1533 ; 3 рубля ; 2009 ; ЮНЕСКО. Памятники В. Новгорода ; Ag ; Proof ; 25 ; Artemon ; 2754 
 1534 ; 3 рубля ; 2009 ; Одигитриевская церковь. Смоленская обл. ; Ag ; Proof ; 26 ; said ; 1832 
 1535 ; 3 рубля ; 2009 ; 200 лет со дня рождения Гоголя ; Ag ; Proof ; 31 ; george ; 2424 
 1536 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 66 ; gusar ; 729 
 1537 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 54 ; Mike! ; 1111 
 1538 ; 2 рубля ; 1995 ; ММД И.А.Бунин ; Ag ; Proof ; 30 ; Mike! ; 906 
 1539 ; 2 рубля ; 1995 ; ММД А.С.Грибоедов ; Ag ; Proof ; 17 ; Mike! ; 1082 
 1540 ; 2 рубля ; 1995 ; ЛМД С.А.Есенин ; Ag ; Proof ; 41 ; lalula ; 1235 
 1541 ; 2 рубля ; 1995 ; ЛМД Парад Победы (флаги), на аверсе-Кремль ; Ag ; Proof ; 37 ; ppi ; 1311 
 1542 ; 2 рубля ; 1995 ; ЛМД Нюрнбергский процесс ; Ag ; Proof ; 55 ; evgen177309 ; 1168 
