 6635 ; Часы наручные ORIENT UTAD-CO, кварц. Япония. ;  ;  ; Б/м ;  ; 33 ; Yamilov ; 1700 
 2551 ; Лот монет Банка России: 10 рублей (30 шт.) Юбилейные ;  ;  ; St/Лат ; AU ; 12 ; rusin ; 341 
 2552 ; Лот монет Банка России: 10 рублей (25 шт.) Юбилейные ;  ;  ; Би/м ; AU ; 43 ; svetin ; 2711 
 2553 ; Лот монет Банка России: 10 рублей (30 шт.) Юбилейные ;  ;  ; St/Лат ; AU ; 10 ; Barin13 ; 310 
 2554 ; Лот монет СССР: 20 коп (5шт) ; 1923 ;  ; Ag ; VF/VF+ ; 17 ; Снежный Барс ; 459 
 2555 ; Лот монет СССР: 10,15,20 коп (5шт) ; 1923-1928 ;  ; Ag ; VG/VF ; 13 ; alldeep ; 318 
 2556 ; Лот монет СССР: 1 коп (3шт) ; 1957,1949,1937 ;  ; Br ; F-VF/VF- ; 8 ; Rober ; 159 
 2557 ; Лот монет Банка России: 10 рублей (25 шт.) Юбилейные ;  ;  ; St/Лат ; AU ; 11 ; krai ; 279 
 2558 ; Лот монет СССР: 1 рубль (5 шт.) Юбилейные ;  ;  ; Cu-Ni ; XF ; 31 ; sergvetr78 ; 369 
 2559 ; Лот монет СССР: 5,3,2,1 копейка (25 шт.) ; 1926-1957 ;  ; Br ; G/VG ; 23 ; andrej.fedorov.1971 ; 296 
 2560 ; Лот монет Банка России. 200 лет победы в ОВ 1812г (9шт): 2 рубля.П.И. Багратион и М.И. Кутузов ; 2012 ;  ; Ni/St ; AU ; 18 ; krai ; 45 
 2561 ; Лот монет СССР: 5,2 копейки (4 шт.) ; 1939-1954 ;  ; Br ; F+/VF ; 43 ; svetikbsk ; 363 
 2562 ; Лот монет СССР: 20 копеек (4шт) ; 1925 ;  ; Ag ; F+/VF+ ; 17 ; Снежный Барс ; 318 
 2563 ; Лот монет Банка России: 10 рублей (30 шт.) Юбилейные ;  ;  ; St/Лат ; AU ; 27 ; rusin ; 459 
 2564 ; Лот монет СССР: 20 копеек (5шт) ; 1923-1930 ;  ; Ag ; VF-/VF+ ; 31 ; Снежный Барс ; 363 
 2565 ; Лот монет СССР: 1 рубль (5 шт.) Юбилейные ;  ;  ; Cu-Ni ; XF ; 28 ; Вованыч ; 377 
 2566 ; Лот монет СССР: 20 коп (5шт) ; 1930 ;  ; Ag ; VF/XF ; 28 ; Barin13 ; 505 
 2856 ; 10000 драм. Армения. Арам Ильич Хачатурян. M-8,63г. ; 2002 ;  ; Au ; Proof ; 60 ; CoinM ; 39037 
 2857 ; 20 марок. Пруссия. М-7,94г ; 1888 ;  ; Au ; XF ; 33 ; torbey ; 37676 
 2858 ; 20 франков. Франция. М-6,44г ; 1859 ;  ; Au ; XF ; 30 ; torbey ; 28879 
 2859 ; 10 долларов Соломоновы острова Забивака ; 2018 ;  ; Au ; Proof ; 59 ; CoinM ; 3150 
 2860 ; 1 фанам. Индия. М-0,38гр ; 18в ;  ; Au ; VF- ; 15 ; АлексейЕ ; 1143 
 2472 ; Лот монет СССР (юбилейные) 1 руб (6шт) ;  ;  ; Cu-Ni ; VF-XF/AU ; 16 ; Андрей/Пермь ; 345 
 2473 ; Лот монет СССР: 1 руб (4шт) Юбилейные ; 1965-1991 ;  ; Cu-Ni ; VF/XF- ; 8 ; Meshok ; 113 
 2474 ; Лот монет СССР: 20 копеек (5шт) ; 1923-1930 ;  ; Ag ; VF-/VF+ ; 16 ; Снежный Барс ; 420 
 2475 ; Лот монет СССР: 5 копеек (2 шт.) Упаковка ; 1991Л ;  ; Cu-Zn ; AU ; 25 ; Инструктор ; 40 
 2476 ; Лот монет СССР: 1 рубль, 50 копеек (3 шт.) ;  ;  ; Cu-Ni ; VF- ; 4 ; Батя13 ; 15 
 2477 ; Лот монет СССР и Банка России: 15 шт. ;  ;  ; Би/м,Cu-Ni,Cu-Z ; XF/AU ; 3 ; 8888888АЛЕКС888888 ; 4 
 2478 ; Лот монет Банка России. 200 лет победы в ОВ 1812г (4шт): 2 рубля.Эмблема ; 2012 ;  ; Ni/St ; AU ; 7 ; krai ; 23 
 2479 ; Лот монет Банка России (Человек труда) 10 руб (2шт) ; 2020 ;  ; Лат/St ; AU ; 25 ; КВ50 ; 159 
 2480 ; Лот монет СССР: 20 копеек (5шт) ; 1923-1930 ;  ; Ag ; VF-/VF+ ; 18 ; Снежный Барс ; 421 
 2481 ; Лот монет СССР: 1,2,3,5,10,15,20,50 коп (15шт) ;  ;  ; Cu-Ni,Cu-Zn,Ni ; VF/XF ; 9 ; Снежный Барс ; 20 
 2482 ; Лот монет СССР: 3 шт. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; VF ; 11 ; Андрей/Пермь ; 62 
 2483 ; Лот монет Банк России: 10 руб (30шт) Юбилейные ;  ;  ; St/Лат ; XF+/AU ; 10 ; rusin ; 306 
 2484 ; Лот монет Банка России. 200 лет победы в ОВ 1812г (8шт): 2 рубля. А.И. Кутайсов ; 2012 ;  ; Ni/St ; AU ; 8 ; krai ; 45 
 2485 ; Лот монет СССР: 20 копеек (10 шт.) ; 1932-1957 ;  ; Ni ; VG/VF+ ; 21 ; велик ; 101 
 2486 ; Лот монет Банка России (юбилейные): 10 руб (6шт) ; 2006-2014 ;  ; Би/м ; VF/AU ; 14 ; Barin13 ; 79 
 2487 ; Лот монет СССР: 1 рубль, 50 копеек (4 шт.) ; 1964-1977 ;  ; Cu-Ni ; VF ; 9 ; 8888888АЛЕКС888888 ; 22 
 2488 ; Лот монет СССР и Банка России: 50,10 рублей (2 шт.) ; 1991-1992 ;  ; Би/м ; XF+ ; 24 ; Борис2020 ; 57 
 2489 ; Лот монет CCCH^ 20,15,10,5,1 коп (5шт) ; 1962 ;  ; Cu-Zn Cu-Ni ; VF ; 14 ; Андрей/Пермь ; 67 
 2490 ; Лот монет Банка России (Оружие великой победы) 25 руб (5шт) ; 2020 ;  ; Cu-Ni ; AU ; 17 ; Slavarik ; 201 
 2491 ; Лот монет СССР: 1 рубль (6шт) ; 1977-1980 ;  ; Cu-Ni ; XF/AU ; 37 ; predicat ; 365 
 2492 ; Лот монет СССР: 20,15,10 копеек (12 шт.) ; 1931-1957 ;  ; Ni ; F/VF ; 21 ; Мерен ; 261 
 2493 ; Лот монет СССР: 1 рубль (3шт) ; 1986-1991 ;  ; Cu-Ni ; XF+/AU ; 16 ; predicat ; 189 
 2494 ; Лот монет Банка России (юбилейные): 10 руб (6шт) ; 2012-2014 ;  ; Лат/St ; VF/XF- ; 5 ; Бигль ; 58 
 2495 ; Лот монет Банка России (юбилейные) 10 руб (3шт) ;  ;  ; Би/м ; XF/AU ; 42 ; svetin ; 695 
 2496 ; Лот монет Банк России: 10 рублей (8шт) ; 2002-2016 ;  ; Би/м ; XF/AU ; 45 ; evgens1 ; 454 
 2497 ; Лот монет Банка России. 200 лет победы в ОВ 1812г (9шт): 2 рубля. П.И. Багратион ; 2012 ;  ; Ni/St ; AU ; 22 ; Oleg73 ; 62 
 2498 ; Лот монет Банка России: 10 рублей (2 шт.) Человек труда ; 2020 ;  ; St/Лат ; AU ; 64 ; mx75 ; 155 
 2499 ; Лот монет СССР: 15 копеек (18 шт.) ; 1961-1991 ;  ; Cu-Ni ; VF+/XF ; 6 ; прохожий ; 26 
 2500 ; Лот монет Банка России. 200 лет победы в ОВ 1812г (13шт): 2 рубля. Л.Л. Беннигсен ; 2012 ;  ; Ni/St ; AU ; 36 ; Oleg73 ; 62 
 2501 ; Лот монет СССР: 15, 20 коп (5шт) ; 1925-1930 ;  ; Ag ; VF/VF+ ; 24 ; Чапай ; 459 
 2502 ; Лот монет СССР: 3, 2, 1 коп. 9 шт. ; 1924 ;  ; Cu ; F ; 36 ; bobbar ; 475 
 2503 ; Лот монет Банка России (юбилейные) 10 руб (3шт) ;  ;  ; Би/м ; XF/AU ; 26 ; svetin ; 167 
 2504 ; Лот монет Банка России: 25 рублей (5 шт.) Оружие Великой Победы ; 2020 ;  ; Cu-Ni ; XF/AU ; 21 ; sibirian ; 276 
 2505 ; Лот монет Банка России (юбилейные) 10 руб (3шт) ;  ;  ; Би/м ; XF/AU ; 19 ; svetin ; 132 
 2506 ; Лот монет СССР, Банк России: 5,10,50 руб (3шт) ; 1991,1993 ;  ; Би/м,Cu-Ni,ж/м ; VF/XF ; 21 ; 21011984andrei ; 33 
 2507 ; Лот монет СССР: 20 коп (4шт) ; 1923-1928 ;  ; Ag ; F/F-VF ; 25 ; 13 ; 383 
 2508 ; Лот монет СССР: 20 коп (2шт) ; 1924 ;  ; Ag ; VG ; 27 ; 13 ; 184 
 2509 ; Лот монет Банка России: 10 рублей (7 шт.) Министерства РФ ; 2002 ;  ; Би/м ; VF/XF ; 28 ; an78gg ; 580 
 2510 ; Лот монет Банк России: 2,5 руб (29шт) 200 лет Отечественной войне 1812г ; 2012 ;  ; St/Ni ; AU ; 13 ; krai ; 287 
 2511 ; Лот монет Банка России: 10 рублей (2 шт.) Юбилейные ; 2020 ;  ; Би/м ; AU ; 13 ; 2422862 ; 159 
 2512 ; Лот монет Банка России: 10 рублей (6 шт.) Города воинской славы ; 2011-2014 ;  ; St/Лат ; XF+/AU ; 10 ; Barsergei ; 77 
 2513 ; Лот монет СССР: 9 шт. ;  ;  ; Cu-Ni,Cu-Zn ; VF/XF ; 6 ; ASTA ; 16 
 2514 ; Лот монет Банк России: 10 рублей (14шт) Нерехта ; 2014 ;  ; Би/м ; XF/AU ; 19 ; Barin13 ; 183 
 2515 ; Лот монет Банка России: 5 рублей (3 шт.) Курильская десантная операция ; 2020 ;  ; St/Ni ; AU ; 24 ; krai ; 87 
 2516 ; Лот монет Банк России: 10 руб (21шт) Юбилейные ;  ;  ; St/Лат ; XF+/AU ; 11 ; Бигль ; 232 
 2517 ; Лот монет Банка России. 200 лет победы в ОВ 1812г (4шт): 2 рубля.Эмблема ; 2012 ;  ; Ni/St ; AU ; 18 ; rusin ; 89 
 2518 ; Лот монет Банка России (юбилейные): 10 руб (5шт) ; 2007-2016 ;  ; Би/м ; VF+/AU ; 18 ; Бигль ; 79 
 2519 ; Лот монет Банка России. 200 лет победы в ОВ 1812г (9шт): 2 рубля.М.А. Милорадович ; 2012 ;  ; Ni/St ; AU ; 8 ; krai ; 24 
 2520 ; Лот монет Банка России СНГ (83шт): 1 рубль ; 2001 ;  ; Cu/Ni ; XF/AU ; 90 ; an17s ; 3848 
 2521 ; Лот монет Банка России. 200 лет победы в ОВ 1812г (5шт): 2 рубля. Н.А. Дурова ; 2012 ;  ; Ni/St ; AU ; 6 ; vborisevich1 ; 22 
 2422 ; Лот монет Банка России 1 руб (3шт) ; 1992ММД ;  ; Cu/St ; F-VF/VF+ ; 1 ; Maksss163 ; 2 
 2423 ; Лот монет Банка России (юбилейные) 10 руб (3шт) ; 2014-2016 ;  ; Би/м ; VF-XF/AU ; 7 ; Barin13 ; 30 
 2424 ; Лот монет Банка России: 5,2,1 руб, 50 коп (4шт) ; 2010 ;  ; Ni/St Cu/St ; VF/AU ; 7 ; kvs ; 25 
 2425 ; Лот монет СССР:10 коп (2шт) ; 1935,1939 ;  ; Ni ; F- ; 17 ; pollipol ; 159 
 2426 ; Лот монет Банка России: 10,5,2,1 руб (4шт) ; 2016 ;  ; Ni/St лат/st ; AU ; 1 ; cr2952 ; 93 
 2427 ; Лот монет СССР (юбилейные)  1 руб (3шт) ; 1981-1987 ;  ; Cu-Ni ; VF/XF ; 36 ; svetin ; 189 
 2428 ; Лот монет СССР: 20 коп (4шт) ; 1924,1925 ;  ; Ag ; F-VF/VF ; 21 ; Снежный Барс ; 326 
 2429 ; Лот монет СССР: 5 руб, 50 коп (6шт) ; 1991 ;  ; Cu-Ni ; XF/AU ; 6 ; Борис2020 ; 26 
 2430 ; Лот монет СССР:10 руб (5шт) ; 1991 ;  ; Би/м ; AU ; 13 ; Борис2020 ; 71 
 2431 ; Лот монет СССР: 20 копеек (8 шт.) ; 1932-1955 ;  ; Ni ; F/VF ; 34 ; Мерен ; 261 
 2432 ; Лот монет СССР: 5 копеек (7 шт.) ; 1930-1950 ;  ; Br ; VG/VF ; 28 ; svetikbsk ; 351 
 2433 ; Лот монет СССР: 2 коп (4шт) ; 1940-1950 ;  ; Br ; VF/XF ; 41 ; Мерен ; 201 
 2434 ; Лот монет СССР: 10 коп (5шт) ; 1923-1930 ;  ; Ag ; VF/XF ; 33 ; geracon2009 ; 495 
 2435 ; Лот монет СССР: 3 копейки (8 шт.) ; 1926-1935 ;  ; Br ; F+/VF ; 45 ; Barin13 ; 302 
 2436 ; Лот монет СССР: 3 коп (5шт) ; 1936-1952 ;  ; Br ; F/VF- ; 14 ; zemlyk2014 ; 102 
 2437 ; Лот монет СССР: 54шт ;  ;  ; Cu-Ni Cu-Zn Cu ; F/XF ; 26 ; Yamilov ; 90 
 2438 ; Лот монет СССР: 1 коп (6шт) ; 1936-1957 ;  ; Br ; F/VF ; 17 ; andrej.fedorov.1971 ; 194 
 2439 ; Лот монет СССР (50 лет Советской власти) 1 руб, 50,20,15,10 коп (5шт) ; 1967 ;  ; Cu-Ni ; F-F/VF ; 17 ; Андрей/Пермь ; 144 
 2440 ; Лот монет СССР: 1 коп (5шт) ; 1952-1957 ;  ; Br ; VF+/VF ; 13 ; andrej.fedorov.1971 ; 204 
 2441 ; Лот монет СССР: 10,15 коп (2шт) ; 1931,1933 ;  ; Ni ; F ; 26 ; zemlyk2014 ; 49 
 2442 ; Лот монет Банка России: 100,50,10 рублей (10 шт.) ; 1991-1992 ;  ; Би/м ; XF+/AU ; 39 ; Yamilov ; 221 
 2443 ; Лот монет СССР: 3 коп (3шт) ; 1933-1935 ;  ; Br ; F-VF ; 45 ; svetikbsk ; 217 
 2444 ; Лот монет СССР: 1 коп, 2 коп (2шт) ; 1966 ;  ; Cu-Zn ; F ; 24 ; Андрей/Пермь ; 77 
 2445 ; Лот монет СССР: 5 копеек (6 шт.) ; 1952-1957 ;  ; Br ; F+/VF ; 32 ; 13 ; 259 
 2446 ; Лот монет СССР: 15 копеек (8 шт.) ; 1931-1950 ;  ; Ni ; F/VF ; 47 ; svetikbsk ; 459 
 2447 ; Лот монет Банка России (Человек труда): 10 рублей (2шт) ; 2020 ;  ; Лат/St ; AU ; 17 ; morozenka ; 161 
 2448 ; Лот монет СССР: 20,15 копеек (10 шт.) ; 1946-1957 ;  ; Ni ; F/VF- ; 21 ; Мерен ; 82 
 2449 ; Лот монет СССР: 15,5,3 коп (6шт) ; 1930-1957 ;  ; Br Ni ; F+/XF ; 42 ; an78gg ; 161 
 2450 ; Лот монет СССР (Олимпиада) 1 руб (2шт) ; 1977,1979 ;  ; Cu-Ni ; XF/AU ; 24 ; Андрей/Пермь ; 81 
 2451 ; Лот монет Банка России (Столицы) 5 руб (14шт) ; 2016 ;  ; Ni/St ; AU ; 54 ; giwi ; 320 
 2452 ; Лот монет СССР: 100шт ;  ;  ; Cu-Ni ; VF/VF-XF ; 8 ; Андрей/Пермь ; 41 
 2453 ; Лот монет СССР: 20 копеек (8 шт.) ; 1931 ;  ; Ni ; F/VF ; 37 ; Мерен ; 333 
 2454 ; Лот монет СССР и Банка России: 100,50,20,10,5,1 руб,50,10 коп (17шт) ; 1991-1993 ;  ; Cu-Ni Cu-Zn ; VF/XF ; 9 ; Борис2020 ; 69 
 2455 ; Лот монет СССР: 5,2 коп (2шт) ; 1933 ;  ; Br ; F ; 80 ; Zoltan 333 ; 6433 
 2456 ; Лот монет СССР: 10 копеек (24 шт.) ; 1961-1991 ;  ; Cu-Ni ; VF+/XF ; 23 ; прохожий ; 65 
 2457 ; Лот монет Банка России (юбилейные) 10 руб (3шт) ;  ;  ; Би/м ; XF/AU ; 13 ; ua0fki ; 46 
 2458 ; Лот монет СССР: 1 руб (5шт) Юбилейные ; 1988-1991 ;  ; Cu-Ni ; XF+/AU ; 24 ; electra ; 310 
 2459 ; Лот монет СССР: 1 руб (5шт) Юбилейные ; 1977-1980 ;  ; Cu-Ni ; XF- ; 17 ; Андрей/Пермь ; 327 
 2460 ; Лот монет СССР: 10 копеек (10 шт.) ; 1957 ;  ; Ni ; VF/XF ; 20 ; велик ; 104 
 2461 ; Лот монет Банка России (юбилейные) 10 руб (4шт) ;  ;  ; Би/м ; VF-XF/AU ; 29 ; svetin ; 580 
 2462 ; Лот монет Банка России (ГВС): 10 руб (22шт) Без повторов ;  ;  ; Лат/St ; AU ; 13 ; alldeep ; 306 
 2463 ; Лот монет Банка России: 10 рублей (8 шт.) Города воинской славы ; 2013-2016 ;  ; St/Лат ; AU ; 19 ; 2422862 ; 159 
 2464 ; Лот монет Банка России: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) ; 1983 ;  ; Cu-Ni Cu-Zn ; VF/XF ; 47 ; боровик ; 1938 
 2465 ; Лот монет Банка России (Гагарин): 10,2 руб (2шт) ; 2001 ;  ; Би/м Cu-Ni ; XF/AU ; 11 ; an78gg ; 46 
 2466 ; Лот монет СССР: 20 копеек (5шт) ; 1923-1930 ;  ; Ag ; VF-/VF ; 24 ; Снежный Барс ; 446 
 2467 ; Лот монет Банка России (юбилейные) 10 руб (3шт) ;  ;  ; Би/м ; XF/AU ; 22 ; svetin ; 167 
 2468 ; Лот монет СССР: 20 коп (5шт) ; 1924-1925 ;  ; Ag ; VF/VF+ ; 22 ; Снежный Барс ; 459 
 2469 ; Лот монет Банка России (памятные): 10,5,2,1 руб (8шт) ; 2010-2014 ;  ; Лат/St Ni/St ; AU ; 16 ; alex7879 ; 123 
 2470 ; Лот монет СССР: 20,15,10 копеек (5 шт.) ; 1923-1929 ;  ; Ag ; F/VF- ; 18 ; electra ; 419 
 2471 ; Лот монет Банка России. 200 лет победы в ОВ 1812г (8шт): 2 рубля.А.И. Остерман-Толстой ; 2012 ;  ; Ni/St ; AU ; 26 ; vborisevich1 ; 42 
 2372 ; Лот монет СССР: 15 коп (6шт) ; 1952-1957 ;  ; Ni ; VF/VF+ ; 12 ; Мерен ; 67 
 2373 ; Лот монет СССР: 2 коп (30шт) ; 1961-1991 ;  ; Cu-Zn ; VF/XF ; 17 ; Мерен ; 75 
 2374 ; Лот монет СССР: 3 коп (27шт) ; 1961-1991 ;  ; Cu-Zn ; F-VF/XF ; 36 ; Мерен ; 77 
 2375 ; Лот монет СССР: 50,10,5,3,2,1 копейка (6 шт.) + два жетона. Пластиковая упаковка ; 1974 ;  ; Cu-Ni,Cu-Zn,Al ; XF+/AU ; 45 ; Katarina1 ; 466 
 2376 ; Лот монет СССР: 10,5,3,2,1 копейка (5 шт.) + два жетона. Пластиковая упаковка вскрыта ; 1975 ;  ; Cu-Ni,Cu-Zn,Al ; XF+/AU ; 25 ; ser18342588 ; 453 
 2377 ; Альбом монет Банка России: 5,2,1 руб, 50,10 коп (10шт) ; 2010СПМД,ММД ;  ; Ni/St, Cu/St ; VF/XF ; 8 ; Копеечка ; 24 
 2378 ; Лот монет СССР: 50,20,15,10,5,3,2,1 копейка (8 шт.) + два жетона. Пластиковая упаковка вскрыта ; 1977 ;  ; Cu-Ni,Cu-Zn,Al ; AU ; 15 ; bamia67 ; 796 
 2379 ; Лот монет СССР: 50,20,15,10,5,3,2,1 копейка (8 шт.) + два жетона. Пластиковая упаковка вскрыта ; 1979 ;  ; Cu-Ni,Cu-Zn,Al ; XF+/AU ; 22 ; bamia67 ; 663 
 2380 ; Лот монет СССР и Банка России: 58шт ;  ;  ; Cu-Ni Cu Ni/St ; VF/XF ; 27 ; Мерен ; 45 
 2381 ; Лот монет Банка России: 25 рублей (25 шт.) Олимпиада в Сочи. Упаковка ; 2014 ;  ; Cu-Ni ; Unc ; 19 ; vlatskyv ; 638 
 2382 ; Лот монет СССР: 1 коп (25шт) ; 1968-1991 ;  ; Cu-Zn ; F-VF/XF ; 14 ; ua0fki ; 46 
 2383 ; Лот монет Банка России: 25 рублей (25 шт.) Олимпиада в Сочи. Упаковка ; 2013 ;  ; Cu-Ni ; Unc ; 27 ; vborisevich1 ; 680 
 2384 ; Лот монет Банка России: 25 рублей (25 шт.) Олимпиада в Сочи. Упаковка ; 2014 ;  ; Cu-Ni ; Unc ; 21 ; джон007 ; 611 
 2385 ; Лот монет Банка России: 25 рублей (25 шт.) Олимпиада в Сочи 2014. Упаковка ; 2012 ;  ; Cu-Ni ; Unc ; 17 ; vlatskyv ; 722 
 2386 ; Лот монет Банка России: 25 рублей (25 шт.) Олимпиада в Сочи 2014. Упаковка ; 2014 ;  ; Cu-Ni ; Unc ; 11 ; джон007 ; 622 
 2387 ; Лот монет Банка России: 25 рублей (25 шт.) Олимпиада в Сочи 2014. Упаковка ; 2013 ;  ; Cu-Ni ; Unc ; 13 ; vlatskyv ; 625 
 2388 ; Лот монет Банка России: 25 рублей (25 шт.) Олимпиада в Сочи. Упаковка ; 2013 ;  ; Cu-Ni ; Unc ; 23 ; stas007 ; 679 
 2389 ; Лот монет СССР: 2 коп (20шт) ; 1961-1991 ;  ; Cu-Zn ; F-VF/XF ; 12 ; Мерен ; 35 
 2390 ; Лот монет СССР: 15 коп (3шт) ; 1946-1950 ;  ; Ni ; F-VF ; 18 ; andrej.fedorov.1971 ; 129 
 2391 ; Лот монет СССР: 10 коп (25шт) ; 1961-1991 ;  ; Cu-Ni ; VF/VF-XF ; 14 ; Мерен ; 40 
 2392 ; Лот монет СССР: 15 коп (18шт) ; 1961-1991 ;  ; Cu-Ni ; VF/XF ; 12 ; Мерен ; 38 
 2393 ; Лот монет СССР: 3 коп (24шт) ; 1961-1991 ;  ; Cu-Zn ; VF/VF-XF ; 12 ; Мерен ; 36 
 2394 ; Лот монет Банка России: 5,2 рубля (10 шт.) 200 лет победы в Отечественной войне 1812г. ; 2012 ;  ; St/Ni ; AU ; 16 ; vadsev73 ; 65 
 2395 ; Лот монет Банка России: 2,1 руб, 50,10,5,1 коп (7шт) ; 2014 ;  ; Cu/St,Лат/St ; XF/AU ; 4 ; alldeep ; 6 
 2396 ; Лот монет СССР: 50,5,3 копейки (11 шт.) ; 1950-1988 ;  ; Cu-Ni,Cu-Zn,Br ; VF+/XF ; 29 ; Сармат80 ; 301 
 2397 ; Рол монет Банка России: 1 копейка ; 1997 ;  ; St/Ni ;  ; 47 ; CoinM ; 111 
 2398 ; Лот монет Банк России: 10 руб (30шт) Юбилейные ;  ;  ; St/Лат ; XF+/AU ; 17 ; Бигль ; 308 
 2399 ; Лот монет СССР: 1 рубль (6шт) Олимпиада-80 в Москве. Упаковка ; 1977-1980 ;  ; Cu-Ni ; Unc/AU ; 49 ; Qersej ; 1651 
 2400 ; Лот монет СССР: 1 рубль (5 шт.) Юбилейные ;  ;  ; Cu-Ni ; XF ; 18 ; predicat ; 337 
 2401 ; Рол монет Банка России: 1 копейка ; 1997 ;  ; St/Ni ;  ; 55 ; Aurum ; 95 
 2402 ; Рол монет Банка России: 1 копейка ; 1997 ;  ; St/Ni ;  ; 28 ; volkova21 ; 91 
 2403 ; Рол монет Банка России: 1 копейка ; 1997 ;  ; St/Ni ;  ; 53 ; volkova21 ; 95 
 2404 ; Лот монет Банка России: 10 руб (20шт) ;  ;  ; Би/м ; VF/XF ; 39 ; $KoKoS$ ; 581 
 2405 ; Лот монет Банка России: 10 рублей (24 шт.) Выборг ;  ;  ; Би/м ; AU ; 63 ; svetin ; 3051 
 2406 ; Лот монет Банка России: 5 рублей (5 шт.) Юбилейные ; 2014-2020 ;  ; St/Ni ; AU ; 24 ; svetin ; 41 
 2407 ; Лот монет Банка России: 2 рубля (9 шт.) Города-Герои ; 2000 ;  ; Cu-Ni ; XF/AU ; 24 ; Salet ; 287 
 2408 ; Лот монет Банка России. 200 лет победы в ОВ 1812г (7шт): 2 рубля.А.П. Ермолов ; 2012 ;  ; Ni/St ; AU ; 9 ; vborisevich1 ; 24 
 2409 ; Лот монет СССР: 10 копеек (6 шт.) ; 1949,1951 ;  ; Ni ; G ; 36 ; pollipol ; 215 
 2410 ; Лот монет СССР: 20,15,10,2,1 коп (10шт) ; 1924-1955 ;  ; Br Ni Cu ; F/VF+ ; 35 ; салаир ; 273 
 2411 ; Лот монет СССР: 20 коп (2шт) ; 1946,1953 ;  ; Ni ; VF ; 25 ; andrej.fedorov.1971 ; 53 
 2412 ; Лот монет СССР: 2,15 коп (4шт) ; 1924-1952 ;  ; Ni,Br,Cu ; F-/VF ; 34 ; салаир ; 159 
 2413 ; Лот монет СССР: 2 коп (4шт) ; 1926-1931 ;  ; Br ; VF/VF- ; 9 ; andrej.fedorov.1971 ; 163 
 2414 ; Лот монет Банка России (ГВС) 10 руб (3шт) ; 2013-2015 ;  ; Лат/St ; VF/AU ; 8 ; alldeep ; 30 
 2415 ; Лот монет Банка России (ГВС) 10 руб (3шт) ; 2011-2012 ;  ; Лат/St ; VF-XF/AU ; 7 ; DVPr ; 28 
 2416 ; Лот монет СССР: 1 коп (4шт) ; 1938-1957 ;  ; Br ; VF ; 24 ; pollipol ; 261 
 2417 ; Лот монет СССР: 3 коп (3шт) ; 1936-1939 ;  ; Br ; VF ; 24 ; салаир ; 159 
 2418 ; Лот монет СССР: 3 коп (3шт) ; 1926-1931 ;  ; Br ; F-VF/VF ; 19 ; Barin13 ; 123 
 2419 ; Лот монет СССР: 1 руб (6шт) ; 1964 ;  ; Cu-Ni ; VF/F-VF ; 15 ; Андрей/Пермь ; 104 
 2420 ; Лот монет Банка России (ГВС) 10 руб (3шт) ; 2013-2015 ;  ; Лат/St ; VF-XF/XF ; 7 ; alldeep ; 34 
 2421 ; Лот монет Банка России (юбилейные) 10 руб (3шт) ; 2014-2016 ;  ; Би/м ; AU ; 13 ; andrej.fedorov.1971 ; 47 
 2322 ; Набор монет Арктикуголь Шпицберген 100,50,25,10 руб (4шт) Буклет ; 1993 ;  ; лат Cu-Ni ; AU ; 51 ; 2392 ; 1611 
 2323 ; Набор монет Банка России: 10 рублей (5 шт.) + жетон. Российская федерация. Буклет ; 2009 ;  ; Би/м,Ж/м ; AU ; 20 ; Коллекционер СНГ ; 616 
 2324 ; Набор монет Банка России: 10 рублей (6 шт.) + жетон. Российская федерация. Буклет ; 2007 ;  ; Би/м,Ж/м ; AU ; 33 ; werty35 ; 733 
 2325 ; Набор монет Банка России (Гдов, Вологда, Великий Устюг) 10 руб (3шт) + жетон Буклет ; 2007 ;  ; Би/м ; AU ; 34 ; kvm64 ; 933 
 2326 ; Набор монет Банка России: 10 рублей (5 шт.) + жетон. Российская Федерация. Буклет ; 2009 ;  ; Би/м,Ж/м ; AU ; 20 ; V5 ; 1000 
 2327 ; Набор монет Банка России: 10 рублей (6 шт.) + жетон. Российская Федерация. Буклет ; 2005 ;  ; Би/м,Ж/м ; AU ; 84 ; V5 ; 18964 
 2328 ; Набор монет Банка России: 10 рублей (5 шт.) + жетон. Российская Федерация. Буклет ; 2009 ;  ; Би/м,Ж/м ; AU ; 38 ; an78gg ; 1040 
 2329 ; Набор монет Банка России: 10 рублей (4 шт.) + жетон. Российская Федерация. Буклет ; 2008 ;  ; Би/м ; AU ; 20 ; an78gg ; 567 
 2330 ; Набор монет Банка России: 10 руб (7шт)+ жетон. 200 лет образования министерств. Пластиковая упаковка ; 2002 ;  ; Би/м ; AU ; 29 ; Alexander_Vl ; 3276 
 2331 ; Лот монет Банка России: 10 рублей (2 шт.) Универсиада в Казани. Буклет ; 2013 ;  ; St/Лат ; AU ; 16 ; Barin13 ; 61 
 2332 ; Набор монет Банка России: 10 рублей (5 шт.) + жетон. Российская Федерация. Буклет ; 2006 ;  ; Би/м,Ж/м ; AU ; 70 ; kvm64 ; 9708 
 2333 ; Набор монет Банка России: 1 рубль (5 шт.) + жетон. 100 летие Российского футбола. Буклет ; 1997 ;  ; Ag,Би/м ; Proof ; 58 ; remirk ; 10509 
