 3194 ; 250 рублей. Обязательство ; 1919 ;  ;  ;  ; 40 ; lelik ; 105 
 1594 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF ; 21 ; tron ; 21 
 1595 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF ; 23 ; Артемыч ; 23 
 1596 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; XF ; 11 ; tron ; 20 
 1597 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; XF ; 15 ; tron ; 25 
 1598 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; XF ; 15 ; tron ; 25 
 1599 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF ; 9 ; Максимус 1 ; 32 
 1600 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; XF ; 14 ; Hant  ; 24 
 1601 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; XF ; 6 ; ЧИС ; 21 
 1602 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; XF ; 7 ; tron ; 15 
 1603 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; XF ; 6 ; Максимус 1 ; 36 
 1604 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; XF ; 6 ; Максимус 1 ; 36 
 1605 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF ; 16 ; Максимус 1 ; 28 
 1606 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; VF-XF ; 16 ; piron ; 36 
 1607 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; VF-XF ; 10 ; tron ; 20 
 1608 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; VF-XF ; 12 ; tron ; 21 
 1609 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; VF-XF ; 10 ; tron ; 20 
 1610 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; VF-XF ; 5 ; evgen72 ; 35 
 1611 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; VF-XF ; 14 ; tron ; 24 
 1612 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; VF-XF ; 25 ; evgen72 ; 45 
 1613 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; VF-XF ; 1 ; dron ; 25 
 1614 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; VF-XF ; 24 ; tron ; 34 
 1615 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; VF-XF ; 4 ; Danilas_ ; 22 
 1616 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF ; 4 ; evgen72 ; 35 
 1617 ; 1 рубль ; 1981 ; Дружба на веки ; Cu-Ni ; XF ; 36 ; Danilas_ ; 82 
 1618 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF ; 18 ; Максимус 1 ; 34 
 1619 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF ; 15 ; Danilas_ ; 24 
 1620 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF ; 3 ; evgen72 ; 35 
 1621 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF ; 2 ; хруст ; 33 
 1622 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; XF ; 20 ; tron ; 33 
 1623 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; XF ; 6 ; Danilas_ ; 36 
 1624 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; XF ; 20 ; Danilas_ ; 36 
 1625 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF ; 47 ; Danilas_ ; 61 
 1626 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; XF ; 21 ; Максимус 1 ; 31 
 1627 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; XF ; 25 ; tron ; 35 
 1628 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF ; 5 ; evgen72 ; 55 
 1629 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF ; 6 ; vladimir232 ; 38 
 1530 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; Proof ; 21 ; hjk1974 ; 125 
 1531 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; Proof ; 34 ; fontanka ; 477 
 1532 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; Proof ; 20 ; Максимус 1 ; 104 
 1533 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; Proof ; 11 ; Hant  ; 90 
 1534 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; Proof ; 12 ; Zeratul ; 99 
 1535 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 13 ; Sea Dragon ; 76 
 1536 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; Proof ; 33 ; Coins911 ; 129 
 1537 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание  ; Cu-Ni ; Proof ; 32 ; Максимус 1 ; 1023 
 1538 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 21 ; Максимус 1 ; 694 
 1539 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 25 ; Hant  ; 592 
 1540 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 20 ; мирон ; 555 
 1541 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; proof ; 14 ; Максимус 1 ; 638 
 1542 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; proof ; 21 ; aleks7 ; 578 
 1543 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; proof ; 7 ; domosed ; 88 
 1544 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; AU ; 50 ; solder13 ; 138 
 1545 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 37 ; solder13 ; 182 
 1546 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; proof ; 22 ; hjk1974 ; 125 
 1547 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; proof ; 23 ; Zeratul ; 119 
 1548 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; proof ; 12 ; Danilas_ ; 84 
 1549 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Ти ; Cu-Ni ; proof ; 30 ; Dimm ; 357 
 1550 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; proof ; 13 ; Sea Dragon ; 62 
 1551 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; proof ; 7 ; Скрудж ; 123 
 1552 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; proof ; 7 ; Hant  ; 67 
 1553 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; proof ; 7 ; Hant  ; 56 
 1554 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Ло ; Cu-Ni ; proof ; 13 ; vatom22 ; 357 
 1555 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; proof ; 32 ; vatom22 ; 157 
 1556 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; proof ; 13 ; Hant  ; 79 
 1557 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; proof ; 13 ; Zeratul ; 98 
 1558 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; proof ; 12 ; romanov21 ; 90 
 1559 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Де ; Cu-Ni ; proof ; 39 ; solder13 ; 510 
 1560 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; proof ; 15 ; domosed ; 90 
 1561 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; proof ; 15 ; grig2006 ; 155 
 1562 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; proof ; 16 ; Zeratul ; 83 
 1563 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; proof ; 12 ; Zeratul ; 87 
 1564 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; proof ; 12 ; Sea Dragon ; 61 
 1565 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; proof ; 7 ; hjk1974 ; 71 
 1566 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; proof ; 17 ; Hant  ; 73 
 1567 ; 1 рубль. Новодел ; 1982 ; 60 лет образования СССР ; Cu-Ni ; proof ; 44 ; tdp ; 212 
 1568 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; AU ; 20 ; evgen72 ; 51 
 1569 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; AU ; 6 ; Hant  ; 16 
 1570 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; XF ; 45 ; Максимус 1 ; 150 
 1571 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагар ; Cu-Ni ; XF ; 33 ; Danilas_ ; 55 
 1572 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; XF ; 32 ; evgen72 ; 55 
 1573 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; XF ; 8 ; tron ; 17 
 1574 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; VF-XF ; 14 ; tron ; 16 
 1575 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; VF-XF ; 12 ; tron ; 12 
 1576 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; VF-XF ; 16 ; Артемыч ; 16 
 1577 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; VF-XF ; 14 ; tron ; 13 
 1578 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; VF-XF ; 22 ; tron ; 24 
 1579 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; VF-XF ; 3 ; хруст ; 44 
 1480 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; proof ; 50 ; o.k. ; 794 
 1481 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; proof ; 7 ; Danilas_ ; 113 
 1482 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; proof ; 18 ; ko-resh ; 135 
 1483 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; proof ; 2 ; kenik_q ; 110 
 1484 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; proof ; 2 ; kenik_q ; 110 
 1485 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; proof ; 22 ; Скрудж ; 125 
 1486 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; proof ; 52 ; Danilas_ ; 137 
 1487 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; proof ; 20 ; Danilas_ ; 137 
 1488 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; proof ; 15 ; domosed ; 88 
 1489 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; XF ; 8 ; ЧИС ; 38 
 1490 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; XF ; 13 ; tron ; 33 
 1491 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 24 ; romanov21 ; 128 
 1492 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; proof ; 45 ; Hant  ; 177 
 1493 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 26 ; o.k. ; 178 
 1494 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 37 ; grig2006 ; 350 
 1495 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; proof ; 67 ; Knut ; 149 
 1496 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; proof ; 14 ; Sea Dragon ; 91 
 1497 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; proof ; 6 ; Hant  ; 77 
 1498 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; proof ; 28 ; Максимус 1 ; 341 
 1499 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; proof ; 21 ; vatom22 ; 334 
 1500 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; proof ; 41 ; asru ; 311 
 1501 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; proof ; 42 ; gors ; 510 
 1502 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; proof ; 29 ; Knut ; 93 
 1503 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; proof ; 45 ; o.k. ; 188 
 1504 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; proof ; 40 ; Knut ; 153 
 1505 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; proof ; 13 ; millonn ; 300 
 1506 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; proof ; 30 ; Скрудж ; 81 
 1507 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; proof ; 35 ; Hant  ; 65 
 1508 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возр ; Cu-Ni ; proof ; 34 ; VR62 ; 306 
 1509 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; proof ; 14 ; vladimir232 ; 255 
 1510 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возр ; Cu-Ni ; proof ; 18 ; asru ; 255 
 1511 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; proof ; 42 ; Danilas_ ; 102 
 1512 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; proof ; 23 ; Coins911 ; 86 
 1513 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; proof ; 16 ; Juic ; 81 
 1514 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; proof ; 21 ; Sea Dragon ; 68 
 1515 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; proof ; 10 ; Hant  ; 69 
 1516 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Ти ; Cu-Ni ; proof ; 47 ; nikolay ; 376 
 1517 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купа ; Cu-Ni ; proof ; 44 ; Dimm ; 267 
 1518 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; proof ; 11 ; Coins911 ; 119 
 1519 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купа ; Cu-Ni ; proof ; 47 ; romanov21 ; 157 
 1520 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; proof ; 13 ; Coins911 ; 120 
 1521 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; proof ; 13 ; Максимус 1 ; 116 
 1522 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; proof ; 16 ; Sea Dragon ; 82 
 1523 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; proof ; 9 ; Hant  ; 70 
 1524 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; proof ; 12 ; Максимус 1 ; 86 
 1525 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; proof ; 6 ; Hant  ; 66 
 1526 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; proof ; 16 ; Sea Dragon ; 81 
 1527 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 21 ; vladimir232 ; 192 
 1528 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; Proof ; 29 ; Zeratul ; 201 
 1529 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 55 ; Алек ; 765 
 1430 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; AU ; 66 ; Максимус 1 ; 147 
 1431 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 54 ; pete ; 168 
 1432 ; 20 копеек ; 1932 ;  ; Ni ; F-VF ; 7 ; МИГ ; 20 
 1433 ; 20 копеек ; 1933 ;  ; Ni ; XF+ ; 92 ; Алек ; 561 
 1434 ; 5 копеек ; 1961 ;  ; Cu-Zn ; VF- ; 3 ; lelik35 ; 6 
 1435 ; 10 копеек ; 1989 ;  ; Cu-Ni ; VF ; 9 ; asru ; 10 
 1436 ; 1 копейка ; 1989 ;  ; Cu-Zn ; XF ; 2 ; asru ; 11 
 1437 ; 10 копеек ; 1940 ;  ; Ni ; AU ; 46 ; tss ; 1813 
 1438 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; proof ; 18 ; Алек ; 3570 
 1439 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; proof ; 14 ; wolkoff ; 500 
 1440 ; 5 рублей ; 1991 ; Комплект "Красная книга СССР"  ; биметалл ; XF+ ; 6 ; VEU3 ; 261 
 1441 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня смерти И.С.Тург ; Cu-Ni ; proof ; 50 ; tdp ; 513 
 1442 ; 20 копеек ; 1961 ;  ; Cu-Ni ; AU ; 34 ; AnKI ; 160 
 1443 ; 10 копеек ; 1923 ;  ; Ag ; VF ; 42 ; Артемыч ; 48 
 1444 ; 10 копеек ; 1944 ;  ; Ni ; VF+ ; 48 ; tss ; 4786 
 1445 ; 5 копеек ; 1961 ;  ; Cu-Zn ; XF+ ; 2 ; lelik35 ; 3 
 1446 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 13 ; 59 ; 199 
 1447 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 29 ; 59 ; 185 
 1448 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; Proof ; 9 ; Конрос бид 32 ; 202 
 1449 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 14 ; domosed ; 144 
 1450 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF ; 4 ; 60 ; 70 
 1451 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячеле ; Cu-Ni ; AU ; 57 ; Hant  ; 104 
 1452 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF ; 26 ; tron ; 36 
 1453 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF ; 23 ; igo ; 53 
 1454 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF ; 30 ; igo ; 51 
 1455 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF ; 37 ; tron ; 84 
 1456 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячеле ; Cu-Ni ; XF ; 23 ; igo ; 59 
 1457 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; XF ; 18 ; igo ; 63 
 1458 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 30 ; Гурий ; 284 
 1459 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF ; 10 ; Hant  ; 36 
 1460 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF ; 27 ; evgen72 ; 65 
 1461 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячеле ; Cu-Ni ; proof ; 28 ; Hant  ; 114 
 1462 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; proof ; 21 ; Zeratul ; 113 
 1463 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; proof ; 6 ; Максимус 1 ; 150 
 1464 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; proof ; 11 ; Hant  ; 120 
 1465 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; proof ; 7 ; Hant  ; 102 
 1466 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; proof ; 11 ; domosed ; 120 
 1467 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; proof ; 11 ; Sea Dragon ; 90 
 1468 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; proof ; 61 ; evgen72 ; 73 
 1469 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; proof ; 7 ; domosed ; 88 
 1470 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; proof ; 77 ; Zeratul ; 142 
 1471 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; proof ; 10 ; Hant  ; 125 
 1472 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; proof ; 68 ; vatom22 ; 105 
 1473 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; proof ; 34 ; romanov21 ; 360 
 1474 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; proof ; 16 ; Hant  ; 90 
 1475 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; proof ; 18 ; cornelius ; 91 
 1476 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячеле ; Cu-Ni ; proof ; 4 ; Danilas_ ; 113 
 1477 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; proof ; 12 ; Hant  ; 114 
 1478 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; proof ; 12 ; Danilas_ ; 120 
 1479 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; proof ; 12 ; Zeratul ; 149 
 1380 ; 10 копеек ; 1976 ;  ; Cu-Ni ; AU ; 7 ; solder13 ; 12 
 1381 ; 20 копеек ; 1955 ;  ; Ni ; VF-XF ; 17 ; GVBGVB ; 47 
 1382 ; 20 копеек ; 1956 ;  ; Ni ; XF- ; 10 ; Артемыч ; 11 
 1383 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 2 ; breghnevs24 ; 123 
 1384 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF+ ; 5 ; кактус ; 6 
 1385 ; 20 копеек ; 1983 ;  ; Cu-Ni ; XF+ ; 1 ; Kleo ; 2 
 1386 ; 15 копеек ; 1946 ;  ; Ni ; VF+ ; 7 ; zxc55 ; 15 
 1387 ; 15 копеек ; 1946 ;  ; Ni ; VF-XF ; 11 ; GVBGVB ; 12 
 1388 ; 15 копеек ; 1948 ;  ; Ni ; VF+ ; 24 ; vanamo ; 57 
 1389 ; 15 копеек ; 1952 ;  ; Ni ; VF+ ; 10 ; GVBGVB ; 62 
 1390 ; 15 копеек ; 1953 ;  ; Ni ; VF ; 5 ; кактус ; 6 
 1391 ; 15 копеек ; 1954 ;  ; Ni ; XF+ ; 17 ; GVBGVB ; 18 
 1392 ; 15 копеек ; 1955 ;  ; Ni ; VF-XF ; 1 ; кактус ; 2 
 1393 ; 15 копеек ; 1955 ;  ; Ni ; VF-XF ; 1 ; кактус ; 2 
 1394 ; 15 копеек ; 1955 ;  ; Ni ; XF+ ; 10 ; kergudu ; 11 
 1395 ; 15 копеек ; 1956 ;  ; Ni ; XF+ ; 5 ; GVBGVB ; 11 
 1396 ; 15 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF+ ; 5 ; lelik35 ; 11 
 1397 ; 15 копеек ; 1957 ; в венке герба 15 лент ; Ni ; VF+ ; 3 ; lelik35 ; 11 
 1398 ; 10 копеек ; 1948 ;  ; Ni ; XF ; 37 ; GVBGVB ; 53 
 1399 ; 10 копеек ; 1952 ;  ; Ni ; VF+ ; 8 ; ЧИС ; 11 
 1400 ; 10 копеек ; 1953 ;  ; Ni ; XF- ; 10 ; lelik35 ; 11 
 1401 ; 10 копеек ; 1954 ;  ; Ni ; VF+ ; 10 ; lelik35 ; 11 
 1402 ; 10 копеек ; 1955 ;  ; Ni ; XF ; 2 ; lelik35 ; 11 
 1403 ; 10 копеек ; 1955 ;  ; Ni ; AU ; 12 ; avka ; 126 
 1404 ; 10 копеек ; 1956 ; в венке герба 16 лент ; Ni ; AU ; 10 ; Артемыч ; 11 
 1405 ; 10 копеек ; 1956 ; в венке герба 16 лент ; Ni ; VF+ ; 2 ; lelik35 ; 11 
 1406 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 1 ; кактус ; 2 
 1407 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; VF-XF ; 1 ; кактус ; 2 
 1408 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF+ ; 10 ; Символ ; 11 
 1409 ; 5 копеек ; 1955 ;  ; Br ; VF ; 6 ; asru ; 26 
 1410 ; 5 копеек ; 1956 ;  ; Br ; VF+ ; 3 ; кактус ; 23 
 1411 ; 5 копеек ; 1957 ; в венке герба 15 лент ; Br ; XF ; 21 ; кактус ; 22 
 1412 ; 3 копейки ; 1943 ;  ; Br ; VF ; 5 ; asru ; 16 
 1413 ; 3 копейки ; 1943 ;  ; Br ; VF+ ; 33 ; asru ; 44 
 1414 ; 3 копейки ; 1953 ;  ; Br ; VF-XF ; 7 ; ko-resh ; 18 
 1415 ; 2 копейки ; 1931 ;  ; Br ; VF+ ; 6 ; ЧИС ; 16 
 1416 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF-XF ; 11 ; sk57 ; 408 
