 3212 ; Бона иностранная ;  ;  ;  ;  ; 16 ; buzykin ; 43 
 1433 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 25 ; uin1972 ; 29 
 1434 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 6 ; Poiuyt ; 15 
 1435 ; 5 копеек ; 1928 ;  ; Br ; VF- ; 31 ; o.k. ; 45 
 1436 ; 5 копеек ; 1928 ;  ; Br ; VF ; 12 ; focus-nik2006 ; 60 
 1437 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 9 ; focus-nik2006 ; 15 
 1438 ; 5 копеек ; 1929 ;  ; Br ; VF- ; 115 ; alex22 ; 352 
 1439 ; 5 копеек ; 1929 ;  ; Br ; VF ; 45 ; Lotus 99 ; 231 
 1440 ; 5 копеек ; 1930 ;  ; Br ; F-VF ; 18 ; surf2k5 ; 19 
 1441 ; 5 копеек ; 1930 ;  ; Br ; F-VF ; 1 ; alex995 ; 2 
 1442 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 5 ; obob999 ; 6 
 1443 ; 5 копеек ; 1930 ;  ; Br ; VF ; 10 ; serg007 ; 57 
 1444 ; 5 копеек ; 1930 ;  ; Br ; VF+ ; 49 ; limon1976 ; 92 
 1445 ; 5 копеек ; 1931 ;  ; Br ; VF ; 61 ; serg007 ; 155 
 1446 ; 5 копеек ; 1931 ;  ; Br ; VF- ; 4 ; Chen ; 14 
 1447 ; 5 копеек ; 1931 ;  ; Br ; F-VF ; 1 ; weter41 ; 100 
 1448 ; 5 копеек ; 1932 ;  ; Br ; VF- ; 84 ; o.k. ; 128 
 1449 ; 5 копеек ; 1932 ;  ; Br ; F-VF ; 94 ; focus-nik2006 ; 150 
 1450 ; 5 копеек ; 1935 ;  ; Br ; F-VF ; 39 ; sity007 ; 2861 
 1451 ; 5 копеек ; 1936 ;  ; Br ; F-VF ; 81 ; den_ff ; 714 
 1452 ; 5 копеек ; 1937 ;  ; Br ; F-VF ; 26 ; jenic ; 417 
 1353 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 42 ; papa3 ; 157 
 1354 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF+ ; 8 ; papa3 ; 113 
 1355 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 47 ; alex22 ; 204 
 1356 ; 1 рубль ; 1991 ; ММД  ; Cu-Ni ; AU ; 24 ; alex22 ; 206 
 1357 ; 1 рубль ; 1991 ; ЛМД  ; Cu-Ni ; AU ; 38 ; nikolay ; 300 
 1358 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 58 ; shmatko24 ; 89 
 1359 ; 20 копеек ; 1944 ;  ; Ni ; VF+ ; 32 ; PolAn ; 204 
 1360 ; 2 копейки ; 1936 ;  ; Br ; VF- ; 8 ; Poiuyt ; 17 
 1361 ; 1 копейка ; 1936 ;  ; Br ; F-VF ; 29 ; serg007 ; 91 
 1362 ; 1 копейка ; 1949 ;  ; Br ; F-VF ; 2 ; 223355 ; 14 
 1363 ; 1 копейка ; 1949 ;  ; Br ; VF+ ; 6 ; tavitrof ; 22 
 1364 ; 1 копейка ; 1953 ;  ; Br ; VF- ; 11 ; serg007 ; 22 
 1365 ; 1 копейка ; 1952 ;  ; Br ; VF- ; 11 ; serg007 ; 22 
 1366 ; 1 копейка ; 1954 ;  ; Br ; VF ; 5 ; tavitrof ; 22 
 1367 ; 1 копейка ; 1955 ;  ; Br ; F-VF ; 12 ; serg007 ; 17 
 1368 ; 1 копейка ; 1957 ; в венке герба 15 лент  ; Br ; VF ; 14 ; EwgenM ; 40 
 1369 ; 1 копейка ; 1928 ;  ; Br ; VF ; 51 ; Simpaga ; 157 
 1370 ; 1 копейка ; 1952 ;  ; Br ; VF- ; 12 ; tavitrof ; 13 
 1371 ; 1 копейка ; 1953 ;  ; Br ; VF-XF ; 35 ; Coins911 ; 56 
 1372 ; 3 копейки ; 1935 ;  ; Br ; VF ; 27 ; alex22 ; 255 
 1373 ; 10 копеек ; 1942 ;  ; Ni ; F+ ; 47 ; sity007 ; 1796 
 1374 ; 1 копейка ; 1926 ;  ; Br ; VF- ; 51 ; serg007 ; 209 
 1375 ; 5 копеек ; 1924 ; Гурт гладкий  ; Cu ; VF- ; 28 ; obob999 ; 82 
 1376 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; VF+ ; 38 ; PolAn ; 291 
 1377 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; F-VF ; 32 ; lelik ; 87 
 1378 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; VF ; 42 ; Lotus 99 ; 157 
 1379 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; VF+ ; 53 ; PolAn ; 183 
 1380 ; Полкопейки ; 1927 ;  ; Cu ; VF-XF ; 29 ; alex22 ; 524 
 1381 ; 1 рубль ; 1986 ; Международный год мира  ; Cu-Ni ; XF+ ; 15 ; Hant  ; 46 
 1382 ; 1 рубль ; 1991 ; Махтумкули  ; Cu-Ni ; AU ; 28 ; Hant  ; 41 
 1383 ; 1 рубль ; 1985 ; 40 лет Победы над Германией  ; Cu-Ni ; XF+ ; 30 ; oxana ; 75 
 1384 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагар ; Cu-Ni ; XF ; 47 ; Hant  ; 72 
 1385 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета  ; Cu-Ni ; XF+ ; 44 ; tuz ; 62 
 1386 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; AU ; 18 ; oxana ; 66 
 1387 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 30 ; shmatko24 ; 58 
 1388 ; 1 рубль ; 1967 ; 50 лет Советской власти  ; Cu-Ni ; VF+ ; 7 ; Kleo ; 26 
 1389 ; Набор монет ; 1967 ; 50 лет Советской власти  ; Cu-Ni ; VF+/XF- ; 61 ; Vanusha ; 352 
 1390 ; Лот монет СССР (10шт): 50 копеек ; 1964-1988 ;  ; Cu-Ni ; VF+/XF ; 27 ; Grod ; 63 
 1391 ; Лот монет СССР (30 шт): 1 коп. Разных годов ;  ;  ; Cu/Zn ; VF-/AU ; 56 ; papa3 ; 102 
 1392 ; Лот монет СССР (20 шт): 1 коп. Разных годов ;  ;  ; Br, Cu/Zn ; F+/VF+ ; 94 ; Amber ; 267 
 1393 ; 20 копеек ; 1925 ;  ; Ag ; F-VF ; 29 ; Chen ; 51 
 1394 ; 20 копеек ; 1927 ;  ; Ag ; XF- ; 31 ; tavitrof ; 68 
 1395 ; 20 копеек ; 1933 ;  ; Ni ; VF-XF ; 36 ; uin1972 ; 36 
 1396 ; 20 копеек ; 1941 ; л/с звезда плоская  ; Ni ; VF- ; 49 ; serg007 ; 92 
 1397 ; 20 копеек ; 1945 ;  ; Ni ; VF- ; 7 ; o.k. ; 35 
 1398 ; 5 копеек ; 1924 ; Гурт гладкий  ; Cu ; F+ ; 55 ; nikolay ; 288 
 1399 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; F+ ; 23 ; obob999 ; 34 
 1400 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; F+ ; 25 ; uin1972 ; 33 
 1401 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; F-VF ; 20 ; uin1972 ; 57 
 1402 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; F-VF ; 43 ; uin1972 ; 57 
 1303 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; XF+ ; 75 ; Hant  ; 71 
 1304 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; XF+ ; 43 ; vladimir232 ; 91 
 1305 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; AU ; 62 ; vladimir232 ; 128 
 1306 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; XF+ ; 29 ; Hant  ; 102 
 1307 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; XF+ ; 46 ; oxana ; 100 
 1308 ; 1 рубль ; 1977 ; 60 лет Советской власти  ; Cu-Ni ; XF- ; 16 ; Hant  ; 51 
 1309 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; XF+ ; 62 ; elac ; 168 
 1310 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF- ; 49 ; oxana ; 100 
 1311 ; 3 рубля ; 1992 ; Международный год космоса  ; Cu-Ni ; AU ; 23 ; Hant  ; 177 
 1312 ; 3 рубля ; 1992 ; 750 лет победы А.Невского  ; Cu-Ni ; AU ; 28 ; focus-nik2006 ; 189 
 1313 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск)  ; Cu-Ni ; AU ; 11 ; HighFlyer ; 102 
 1314 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; XF+ ; 46 ; oxana ; 64 
 1315 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; AU ; 28 ; shmatko24 ; 102 
 1316 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; AU ; 27 ; shmatko24 ; 72 
 1317 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; AU ; 17 ; vladimir232 ; 51 
 1318 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; AU ; 12 ; HighFlyer ; 30 
 1319 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; AU ; 25 ; HighFlyer ; 30 
 1320 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; AU ; 14 ; shmatko24 ; 76 
 1321 ; 5 ; 1998 ; о.Шпицберген  ;  ; AU ; 38 ; Eugen ; 543 
 1322 ; 2 ; 1998 ; о.Шпицберген  ;  ; AU ; 66 ; hugo ; 1260 
 1323 ; 0,5 ; 1998 ; о.Шпицберген  ;  ; AU ; 81 ; is54 ; 459 
 1324 ; 0,25 ; 1998 ; о.Шпицберген  ;  ; AU ; 33 ; millonn ; 448 
 1325 ; 0,1 ; 1998 ; о.Шпицберген  ;  ; AU ; 49 ; krokodil ; 510 
 1326 ; 1 рубль ; 1986 ; Международный год мира.В рубле ; Cu-Ni ; XF+ ; 27 ; solder13 ; 412 
 1327 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 56 ; AnKI ; 223 
 1328 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 43 ; shknikolay ; 120 
 1329 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 41 ; krokodil ; 246 
 1330 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 16 ; tss ; 128 
 1331 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 39 ; tss ; 128 
 1332 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 19 ; uin1972 ; 148 
 1333 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 17 ; Blagorodie ; 177 
 1334 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 21 ; nikolay ; 181 
 1335 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 9 ; mihadjan ; 134 
 1336 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 22 ; uin1972 ; 179 
 1337 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 37 ; EwgenM ; 233 
 1338 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 12 ; alex22 ; 142 
 1339 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 19 ; tirex ; 175 
 1340 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 14 ; uin1972 ; 171 
 1341 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 21 ; aleksius ; 145 
 1342 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 26 ; topotun ; 431 
 1343 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 12 ; alex22 ; 177 
 1344 ; 1 рубль. Большая звезда ; 1980 ;  ; Cu-Ni ; AU ; 50 ; elac ; 315 
 1345 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 19 ; elac ; 287 
 1346 ; 1 рубль. Большая звезда ; 1981 ;  ; Cu-Ni ; AU ; 58 ; den_ff ; 312 
 1347 ; 1 рубль ; 1982 ;  ; Cu-Ni ; XF+ ; 19 ; aleksius ; 147 
 1348 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 33 ; uin1972 ; 221 
 1349 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 5 ; alex22 ; 108 
 1350 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 27 ; Coins911 ; 124 
 1351 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF+ ; 8 ; alex22 ; 129 
 1352 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 23 ; alex22 ; 206 
 1212 ; Почетный знак мастера спорта СССР. ММД №5407 ;  ;  ; Б/м ; XF ; 87 ; korovan67 ; 2088 
 1213 ; Знак. Мастер туризма СССР. ММД ;  ;  ; Б/м ; VF-XF ; 141 ; kulibin2 ; 636 
 1214 ; Знак. Кандидат в мастера спорта СССР. ММД ;  ;  ; Б/м ; VF-XF ; 17 ; 542 ; 245 
 1215 ; Знак. Кандидат в мастера спорта СССР ;  ;  ; Б/м ; XF ; 11 ; Jars ; 164 
 1216 ; Знак ДОСААФ СССР за активную работу ;  ;  ; Ж/м, эмаль ; VF+ ; 49 ; xabib ; 295 
 1217 ; Знак гуманитарного института. ЛМД ;  ;  ; Ж/м, эмаль ; XF ; 46 ; Bayun48 ; 116 
 1218 ; Знак альпинист СССР ;  ;  ; Ж/м, эмаль ; VF+ ; 30 ; fatima ; 125 
 1219 ; Знак. Всегда готов. II ст ;  ;  ; Ж/м, эмаль ; VF+ ; 30 ; 542 ; 98 
 1261 ; 25 рублей ; 2003 ; СПМД 1-я Камчатская экспедиция ; Ag ; proof ; 18 ; акча ; 7715 
 1262 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олим ; Ag ; Proof ; 14 ; alyans-met ; 1020 
 1263 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиад ; Ag ; Proof ; 92 ; Chen ; 1626 
 1264 ; 5 рублей ; 1977 ; ММД Ленинград.Игры XXII Олимпи ; Ag ; Proof ; 36 ; alyans-met ; 1125 
 1265 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады  ; Ag ; Proof ; 23 ; alyans-met ; 838 
 1266 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады  ; Ag ; Proof ; 9 ; alexey_s ; 850 
 1267 ; 5 рублей ; 1977 ; ММД Таллин.Игры XXII Олимпиады ; Ag ; Proof ; 41 ; alyans-met ; 1147 
 1268 ; 3 рубля ; 1990 ; ЛМД Встреча в верхах в интерес ; Ag ; proof ; 107 ; free-buzer ; 1530 
 1269 ; 3 рубля ; 1991 ; ЛМД Памятник Гагарину в Москве ; Ag ; proof ; 20 ; vladvav ; 1500 
 1270 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира  ; Ag ; proof ; 60 ; ТРУТЕНЬ ; 1730 
 1271 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты  ; Ag ; proof ; 72 ; gors ; 1520 
 1272 ; 3 рубля ; 1995 ; ММД Смоленский Кремль  ; Ag ; proof ; 92 ; alyans-met ; 1360 
 1273 ; 3 рубля ; 1995 ; ММД Золотые ворота во Владимир ; Ag ; proof ; 92 ; alyans-met ; 1314 
 1274 ; 3 рубля ; 1995 ; ЛМД Кижи  ; Ag ; proof ; 21 ; petrserebr ; 1438 
 1275 ; 3 рубля. Упаковка ; 1991 ; ММД Триумфальная арка  ; Ag ; proof ; 66 ; Волк ; 1611 
 1276 ; 3 рубля ; 1990 ; ММД Флот Петра Великого  ; Ag ; proof ; 107 ; xey ; 1504 
 1277 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавани ; Ag ; proof ; 63 ; aleks7 ; 1497 
 1278 ; 3 рубля ; 1994 ; ЛМД Антарктическая экспедиция  ; Ag ; proof ; 62 ; alyans-met ; 1527 
 1279 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америк ; Ag ; proof ; 49 ; xey ; 1658 
 1280 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость  ; Ag ; proof ; 57 ; Скрудж ; 1067 
 1281 ; 3 рубля ; 1992 ; ММД Аакадемия наук в Санкт-Пет ; Ag ; proof ; 2 ; alyans-met ; 1020 
 1282 ; 3 рубля ; 1991 ; ЛМД Большой театр  ; Ag ; proof ; 64 ; nucl ; 937 
 1283 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов  ; Ag ; proof ; 78 ; Foxic ; 501 
 1284 ; 50 копеек ; 1921 ; (АГ)  ; Ag ; XF+ ; 75 ; Hant  ; 606 
 1285 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF ; 32 ; apaxuc ; 269 
 1286 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм)  ; Ag ; F-VF ; 55 ; Джессика56324 ; 272 
 1287 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм)  ; Ag ; VF- ; 17 ; Джессика56324 ; 350 
 1288 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; XF- ; 27 ; tavitrof ; 296 
 1289 ; Набор монет СССР (7шт): 1 рубль: 60 лет СССР, И.Федоров, Д.И.Менделеев, А.С.Попов, А.С.Пушкин, К.Маркс, В.Терешкова. Коробка ; 1982-1984 ;  ; Cu-Ni ; Proof ; 57 ; Dimm ; 4592 
 1290 ; Набор монет: XXV Олимпиада в Барселоне (6шт) ; 1991 ;  ; Cu-Ni ; proof ; 31 ; dragonfly ; 4080 
 1291 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави  ; Cu-Ni ; proof ; 44 ; VR62 ; 376 
 1292 ; 1 рубль. Новодел. Упаковка ; 1981 ; 20 лет полета в космос Ю.Гагар ; Cu-Ni ; proof ; 26 ; shknikolay ; 922 
 1293 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; proof ; 55 ; Алек ; 729 
 1294 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; proof ; 55 ; hjk1974 ; 1417 
 1295 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; proof ; 29 ; gutun ; 153 
 1296 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; proof ; 51 ; Алек ; 1128 
 1297 ; 1 рубль ; 1985 ; 40 лет Победы над Германией  ; Cu-Ni ; AU ; 51 ; Hant  ; 102 
 1298 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; AU ; 34 ; Hant  ; 105 
 1299 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; AU ; 90 ; Vanusha ; 190 
 1300 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; AU ; 28 ; shmatko24 ; 101 
 1301 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; AU ; 28 ; Hant  ; 72 
 1302 ; 1 рубль ; 1965 ; 20 лет победы над Германией  ; Cu-Ni ; VF+ ; 29 ; Hant  ; 102 
 1162 ; Жетон. Людовик XVI. Франция ; 1786 ;  ; Ag ; XF- ; 28 ; RAPAN ; 1593 
 1163 ; Жетон. Королевское сокровище - Рог изобилия. Франция. Людовик XV (1715-1774) ; 1722 ;  ; Ag ; VF+ ; 34 ; sherif-69 ; 1062 
 1164 ; Жетон. Франция. Королевский дом. Имп. Мария ; 1757 ;  ; Ag ; VF-XF ; 12 ; AAE2006 ; 1224 
 1165 ; Жетон. Франция. Королевская казна. Имп. Людовик XV ; 1757 ;  ; Ag ; VF-XF ; 87 ; Lеnin ; 663 
 1166 ; Жетон. Академия гуманитарных наук. Людовик XV. Франция ;  ;  ; Ag ; VF ; 9 ; Lеnin ; 503 
 1167 ; Жетон. Королевское сокровище - Добыча полезных ископаемых. Франция. Людовик XV (1715-1774) ; 1732 ;  ; Ag ; VF+ ; 24 ; Георг ; 1100 
 1168 ; Жетон. Случайные варианты и доходы. Сцена жертвоприношения. Франция. Людовик XV (1715-1774) ; 1736 ;  ; Ag ; VF+ ; 13 ; skir ; 900 
 1169 ; Жетон Коммерческая палата г.Лиля Франция ; 18в ;  ; Ag ; XF ; 58 ; priorat13 ; 1230 
 1170 ; Жетон. Июльская революция. Свобода и слава народу. Франция ; 1830 ;  ; Ag ; XF ; 9 ; QSL ; 532 
 1171 ; Жетон. В честь Людовика XIV. Франция ; 1825 ;  ; Ag ; AU ; 2 ; QSL ; 888 
 1172 ; Знак. Отличник соц. Соревнования наркомчермет №4140 ; до 1946 г. ;  ; Ж/м, эмаль ; VF+ ; 46 ; kazan ; 5721 
 1173 ; Знак. Отличник соц. Соревнования народный коммисариат авиационной промышленности №2633 ; до 1944 г. ;  ; Ж/м, эмаль ; VF+ ; 41 ; v.green ; 5781 
 1174 ; "Знак ""Гвардия""" ;  ;  ; Ж/м, эмаль ; VF ; 44 ; димитрий ; 179 
 1175 ; Знак. Заслуженный тренер РСФСР ;  ;  ; Б/м ; XF- ; 48 ; kulibin2 ; 816 
 1176 ; Знак. Всесоюзная коллегия судей по спорту СССР ;  ;  ; Ж/м, эмаль ; VF-XF ; 53 ; solder13 ; 583 
 1177 ; Военный знак ;  ;  ; Ж/м ; VF+ ; 10 ; turkmen ; 50 
 1178 ; Военный знак 3 ст. ;  ;  ; Ж/м ; VF ; 25 ; pal ; 56 
 1179 ; Знак. 1 разряд. Хоккей ;  ;  ; Ж/м, эмаль ; VF+ ; 37 ; RAPAN ; 255 
 1180 ; Знак. 1 разряд. Шахматы ;  ;  ; Ж/м, эмаль ; VF-XF ; 33 ; RAPAN ; 255 
 1181 ; Знак. 1 разряд. Подводное плавание ;  ;  ; Ж/м, эмаль ; VF+ ; 37 ; RAPAN ; 255 
 1182 ; Знак. Сборная команда РСФСР ; 1982 ;  ; Ж/м ; VF-XF ; 28 ; Jars ; 612 
 1183 ; Знак Сборная команда по футболу СССР ;  ;  ; Б/м ; XF- ; 77 ; ферт ; 1461 
 1184 ; Знак. Альпинист СССР 1 ст. ;  ;  ; Ж/м, эмаль ; VF-XF ; 52 ; fatima ; 327 
 1185 ; Знак. Альпинист СССР ;  ;  ; Ж/м, эмаль ; VF-XF ; 53 ; fatima ; 277 
 1186 ; Знак. Всесоюзная коллегия судей по спорту СССР №22115. ММД ;  ;  ; Ж/м, эмаль ; VF-XF ; 33 ; WinterCat ; 298 
 1187 ; Знак. Всесоюзная коллегия судей по спорту  2 кат. ;  ;  ; Ж/м, эмаль ; VF-XF ; 45 ; fontanka ; 179 
 1188 ; Знак. Всесоюзная коллегия судей по спорту  3 кат. ММД ;  ;  ; Ж/м, эмаль ; VF-XF ; 21 ; RAPAN ; 175 
 1189 ; "Знак ДОСААВ СССР ""Водитель мотоцикла"" ММД" ;  ;  ; Ж/м, эмаль ; VF ; 37 ; *** ; 177 
 1190 ; Знак. Ударнику сталинского призыва ;  ;  ; Б/м, эмаль ; VF+ ; 37 ; Mick 1 ; 793 
 1191 ; Знак. Краевое первенство. III место ;  ;  ; Ж/м, эмаль ; VF-XF ; 3 ; fatima ; 55 
 1192 ; Знак. Готов к ПВО ;  ;  ; Ж/м, эмаль ; VF-XF ; 18 ; Аля ; 46 
 1193 ; Знакоб окончании медицинского ВУЗа. ЛМД ;  ;  ; Ж/м, эмаль ; VF-XF ; 40 ; o.k. ; 257 
 1194 ; Знак. Областное первенство. I место ;  ;  ; Ж/м, эмаль ; VF+ ; 14 ; AAE2006 ; 206 
 1195 ; Знак. Будь готов к санитарной обороне СССР ;  ;  ; Ж/м, эмаль ; VF+ ; 5 ; AAE2006 ; 153 
 1196 ; Знак. Всегда готов. I ст ;  ;  ; Ж/м, эмаль ; VF-XF ; 22 ; 542 ; 114 
 1197 ; Знак. Юный турист СССР ;  ;  ; Ж/м, эмаль ; VF+ ; 25 ; fatima ; 92 
 1198 ; Знак. Первенство АССР. II  место ;  ;  ; Ж/м, эмаль ; VF+ ; 6 ; solder13 ; 55 
 1199 ; Почетный значок ДСО ;  ;  ; Б/м, эмаль ; VF+ ; 46 ; boris57 ; 900 
 1200 ; Солдатский знак. 1 классности ;  ;  ; Ж/м, эмаль ; VF ; 10 ; turkmen ; 31 
 1201 ; "Знак ""Отличник всесоюзного соревнования"" Народный коммисариат судостроительной промышленности" ; до 1944 г ;  ; Б/м ; VF+ ; 55 ; AAE2006 ; 11079 
 1202 ; Знак. Отличник соц. Соревнования минтяжстроя №1182 ;  ;  ; Ж/м, эмаль ; VF+ ; 58 ; AAE2006 ; 3600 
 1203 ; Знак. Отличнику военного строительства ;  ;  ; Ж/м, эмаль ; VF-XF ; 33 ; tati1545 ; 114 
 1204 ; Знак. Отличник соц. Соревнования. Министерство речного флота СССР№4306 ;  ;  ; Ж/м, эмаль ; VF+ ; 80 ; kaas ; 2928 
 1205 ; Знак. 800 лет Москве ;  ;  ; Ж/м, эмаль ; VF+ ; 19 ; fontanka ; 362 
 1206 ; Знак. 150 лет Кировскому заводу ; 1951 ;  ; Ж/м, эмаль ; VF+ ; 14 ; ВМШ ; 309 
 1207 ; Знак. Ветеран труда. Охтинское НПО Пластполимер ;  ;  ; Ж/м, эмаль ; VF-XF ; 133 ; zorge10 ; 985 
 1208 ; Знак. Заслуженный работник. Охтинское НПО Пластполимер ;  ;  ; Ж/м, эмаль ; VF-XF ; 73 ; zorge10 ; 1002 
 1209 ; Знак. Ударник коммунистического труда завода VEF ;  ;  ; Ж/м, эмаль ; VF+ ; 57 ; RAPAN ; 235 
 1210 ; Знак. Первенство М.С.Б.М. ; 1928 ;  ; Ag, эмаль ; VF+ ; 89 ; korovan67 ; 10202 
 1211 ; Знак. Спортакиада ВЦСПС ; 1932 ;  ; Ж/м, эмаль ; VF+ ; 45 ; Lеnin ; 793 
 1112 ; Ганзейский крест Гамбург ; 1914 ;  ; Cu эмаль ; XF ; 23 ; alex8283 ; 3318 
 1113 ; Рыцарский крест 2кл. С мечами ордена Альбрехта Мужественного Саксония 46х35мм ; 1876-1918(2МВ) ;  ; Ag эмаль ; XF ; 148 ; priorat13 ; 17339 
 1114 ; Крест Гинденбурга для родственников погибших (клеймо 0,16). Германия ; 1МВ ;  ; Б/м ; XF ; 51 ; dusik311 ; 816 
 1115 ; Медаль. Италия. Объединение Италии ; 1915-1918 ;  ; Ж/м ; XF ; 17 ; fatima ; 555 
 1116 ; "Медаль ""Крестовый поход против коммунизма"". Румыния. Медаль учреждена королем Михаем I 1 апреля 1942 г." ; 1941 ;  ; Br ; VF+ ; 58 ; lsp25 ; 1122 
 1117 ; "Медаль ""За доблестный труд"" Саксония" ; н.20в ;  ; Ag ; XF+ ; 6 ; shtuka ; 3122 
 1118 ; "Медаль ""Крестовый поход против Коммунизма"". Румыния" ; 1941 ;  ; Ж/м ; VF-XF ; 57 ; veektor ; 482 
 1119 ; Крест. Германия ;  ;  ; Ж/м,б/м ; VF ; 110 ; kollega ; 914 
 1120 ; Знак конно-спортивного объединения Гамбург ; 1928 ;  ; Cu, эмаль ; VF+ ; 9 ; RAPAN ; 264 
