 4327 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 51 ; bob_tauranga ; 59 
 1341 ; 3 рубля. Упаковка нарушена ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 124 ; ААФ ; 357 
 1342 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 35 ; mr.812 ; 255 
 1343 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 38 ; mr.812 ; 480 
 1344 ; 3 рубля. Пластиковая упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 10 ; mr.812 ; 239 
 1345 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 23 ; stivenson ; 35 
 1346 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 61 ; veter 9 ; 69 
 1347 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 23 ; s451 ; 92 
 1348 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 17 ; veter 9 ; 92 
 1349 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 8 ; ААФ ; 108 
 1350 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 7 ; 2а3т4б ; 80 
 1351 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 4 ; 2а3т4б ; 82 
 1352 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Unc ; 18 ; jimmysu ; 50 
 1353 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Unc ; 19 ; jimmysu ; 42 
 1354 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Unc ; 32 ; ААФ ; 50 
 1355 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 32 ; 2а3т4б ; 117 
 1356 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Unc ; 25 ; ААФ ; 75 
 1357 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 20 ; ухта ; 86 
 1358 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 33 ; niko1968 ; 110 
 1359 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Unc ; 23 ; кошак ; 185 
 1360 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Unc ; 23 ; asparagus ; 153 
 1361 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 34 ; ААФ ; 207 
 1362 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 41 ; ААФ ; 150 
 1363 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Unc ; 30 ; evkater ; 99 
 1364 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 117 ; asparagus ; 322 
 1365 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 32 ; mr.812 ; 290 
 1366 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Unc ; 10 ; denis68 ; 186 
 1367 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 41 ; Masik ; 765 
 1368 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Proof ; 51 ; кошак ; 1439 
 1369 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 43 ; кошак ; 777 
 1370 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 27 ; кошак ; 408 
 1371 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 38 ; кошак ; 1139 
 1372 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 21 ; NSN ; 1692 
 1373 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 33 ; борисыч ; 532 
 1374 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 40 ; борисыч ; 700 
 1375 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 21 ; s451 ; 546 
 1376 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 59 ; Vov ; 1321 
 1377 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 26 ; NSN ; 543 
 1378 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 45 ; Pantera ; 100 
 1379 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 32 ; denis68 ; 108 
 1280 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 41 ; SLAVA27122003 ; 215 
 1281 ; 15 копеек ; 1930 ;  ; Ag ; VF-XF ; 50 ; Олег33 ; 117 
 1282 ; 10 копеек ; 1923 ;  ; Ag ; F+ ; 2 ; ек ; 30 
 1283 ; 10 копеек ; 1924 ;  ; Ag ; XF ; 78 ; lelikus ; 164 
 1284 ; 10 копеек ; 1925 ;  ; Ag ; XF+ ; 47 ; taa ; 98 
 1285 ; 10 копеек ; 1927 ;  ; Ag ; AU ; 58 ; Tonyxxx82 ; 317 
 1286 ; 10 копеек ; 1928 ;  ; Ag ; AU ; 67 ; coin17 ; 215 
 1287 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 57 ; SLAVA27122003 ; 155 
 1288 ; 10 копеек ; 1929 ;  ; Ag ; AU/XF ; 63 ; bob_tauranga ; 153 
 1289 ; 10 копеек ; 1930 ;  ; Ag ; XF+ ; 17 ; lelikus ; 85 
 1290 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 50 ; кощей ; 51 
 1291 ; Полкопейки ; 1925 ;  ; Cu ; VF- ; 25 ; Сакович ; 204 
 1292 ; Полкопейки ; 1927 ;  ; Cu ; XF+ ; 46 ; zuza ; 557 
 1293 ; 5 копеек ; 1934 ; Тувинская Народная Республика ;  ; VF+ ; 249 ; kaper ; 3570 
 1294 ; 2 копейки ; 1934 ; Тувинская Народная Республика ;  ; VF+ ; 217 ; sergey8 ; 3642 
 1295 ; Жетон. Слава Русского оружия. БТР-80 ; 2004СПМД ;  ; Ж/м ; Proof ; 37 ; Danila-56 ; 543 
 1296 ; Жетон. Слава Русского оружия. Вертолет к-50 "Черная акула" ; 2003СПМД ;  ; Ж/м ; Proof ; 39 ; Danila-56 ; 521 
 1297 ; Жетон. Слава Русского оружия. Подводная лодка С-13 ; 2004СПМД ;  ; Ж/м ; Proof ; 39 ; Danila-56 ; 521 
 1298 ; Жетон. Слава Русского оружия. Автомат "Калашникова" ; 2002СПМД ;  ; Ag ; Proof ; 58 ; кошак ; 2583 
 1299 ; Жетон. Один полтинник "Дверям закрытым-грош цена!". Гагарин ; 2011ММД ;  ; Б/м ; Proof ; 34 ; verunk1 ; 435 
 1300 ; Жетон. Разменный знак 10. Шпицберген. Против терроризма. С надписью.Упаковка ; 2001СПМД ;  ; Б/м ; Proof ; 45 ; монетка ; 2109 
 1301 ; Жетон. Разменный знак 10. Шпицберген. Против терроризма. Без надписи. Упаковка ; 2001СПМД ;  ; Б/м ; Proof ; 39 ; монетка ; 1986 
 1302 ; Жетон. Разменный знак 10. Шпицберген. Подъем подлодки "Курск". С надписью. Упаковка ; 2001СПМД ;  ; Б/м ; Proof ; 61 ; монетка ; 1986 
 1303 ; Жетон. Разменный знак 10. Шпицберген. Подъем подлодки "Курск". Без надписи. Упаковка ; 2001СПМД ;  ; Б/м ; Proof ; 51 ; монетка ; 2700 
 1304 ; Жетон. Разменный знак 10. Шпицберген. Наводнение-центр Европы ; 2002СПМД ;  ; Б/м ; Proof ; 91 ; Gell13 ; 729 
 1305 ; Жетон. Разменный знак 10. Шпицберген. Цунами-Юго-Восточная Азия ; 2005СПМД ;  ; Б/м ; Proof ; 22 ; girey ; 1020 
 1306 ; Жетон. Разменный знак 10. Шпицберген. Наводнение-Юг России ; 2002СПМД ;  ; Б/м ; Proof ; 91 ; Gell13 ; 718 
 1307 ; Жетон. Разменный знак 10. Шпицберген. Против терроризма ; 2002СПМД ;  ; Б/м ; Proof ; 29 ; Gell13 ; 510 
 1308 ; Жетон. Разменный знак 10. Шпицберген. Сход ледника-трагедия в Кармадонском ущелье ; 2002СПМД ;  ; Б/м ; Proof ; 63 ; Gell13 ; 503 
 1309 ; Жетон. Министерство торговли СССР. № 12 ;  ;  ; Ж/м ; XF ; 12 ; vborisevich1 ; 111 
 1310 ; 20 копеек ; 1950 ;  ; Ni ; VF+ ; 47 ; Олег33 ; 491 
 1311 ; 20 копеек ; 1966 ;  ; Cu-Ni ; AU ; 127 ; musik ; 1804 
 1312 ; 15 копеек ; 1966 ;  ; Cu-Ni ; AU ; 137 ; sergey8 ; 1916 
 1313 ; 10 копеек ; 1937 ;  ; Ni ; VF ; 74 ; kozlevich ; 762 
 1314 ; 10 копеек ; 1966 ;  ; Cu-Ni ; AU ; 37 ; Олег33 ; 1427 
 1315 ; 5 копеек ; 1945 ;  ; Br ; VF- ; 56 ; валери ; 1360 
 1316 ; 5 копеек ; 1951 ;  ; Br ; VF- ; 44 ; off ; 561 
 1317 ; 3 копейки ; 1927 ;  ; Br ; VF- ; 58 ; Олег33 ; 3468 
 1318 ; 3 копейки ; 1945 ;  ; Br ; F-VF ; 26 ; alz08 ; 375 
 1319 ; 2 копейки ; 1933 ;  ; Br ; VF- ; 34 ; off ; 352 
 1320 ; 1 копейка ; 1930 ;  ; Br ; VF ; 37 ; drn137 ; 266 
 1321 ; 3 копейки. Реверс/Аверс 20 градусов ; 1931 ;  ; Br ; XF+ ; 40 ; opop ; 1020 
 1322 ; 5 рублей. Аверс/Реверс 30 градусов ; 1998СПМД ;  ; Cu в Cu-Ni ; XF ; 63 ; vborisevich1 ; 153 
 1323 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 47 ; 2а3т4б ; 177 
 1324 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 13 ; 2а3т4б ; 227 
 1325 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 10 ; niko1968 ; 116 
 1326 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 14 ; 82nmn ; 191 
 1327 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 96 ; 2а3т4б ; 168 
 1328 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 32 ; ААФ ; 125 
 1329 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Unc ; 19 ; evkater ; 145 
 1230 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 75 ; jimmysu ; 1152 
 1231 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 77 ; esacsa ; 1000 
 1232 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF+ ; 6 ; борисыч ; 543 
 1233 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 4 ; боец1 ; 521 
 1234 ; 50 копеек ; 1922 ; (АГ) ; Ag ; AU ; 36 ; боец1 ; 1020 
 1235 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 29 ; SLAVA27122003 ; 824 
 1236 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF/AU ; 2 ; Tiguanin ; 510 
 1237 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 1 ; боец1 ; 500 
 1238 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 21 ; spstudio ; 367 
 1239 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 1 ; боец1 ; 500 
 1240 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; AU ; 91 ; борисыч ; 429 
 1241 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; AU ; 49 ; AnvlaSar6216 ; 1122 
 1242 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 13 ; Моряк-собиратель ; 459 
 1243 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 26 ; Tiguanin ; 370 
 1244 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 15 ; пенсионер ; 341 
 1245 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF/AU ; 39 ; spstudio ; 526 
 1246 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 15 ; пенсионер ; 341 
 1247 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 20 ; 4747 ; 348 
 1248 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 13 ; пенсионер ; 341 
 1249 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 12 ; Микки 5 ; 348 
 1250 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 58 ; DENGL ; 1122 
 1251 ; 20 копеек ; 1922 ;  ; Ag ; XF+ ; 33 ; Соколов ; 363 
 1252 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 8 ; пенсионер ; 150 
 1253 ; 20 копеек ; 1922 ;  ; Ag ; F-VF ; 5 ; wiktor55 ; 67 
 1254 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 44 ; avs ; 567 
 1255 ; 20 копеек ; 1923 ;  ; Ag ; VF-XF ; 35 ; Юбер ; 74 
 1256 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 52 ; волга ; 65 
 1257 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 2 ; ек ; 60 
 1258 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 56 ; stivenson ; 69 
 1259 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 55 ; волга ; 59 
 1260 ; 20 копеек ; 1924 ;  ; Ag ; VF- ; 64 ; борисыч ; 73 
 1261 ; 20 копеек ; 1924 ;  ; Ag ; F-VF ; 3 ; ек ; 60 
 1262 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 48 ; волга ; 61 
 1263 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 8 ; SOS ; 57 
 1264 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 52 ; stivenson ; 63 
 1265 ; 20 копеек ; 1928 ;  ; Ag ; VF ; 5 ; волга ; 57 
 1266 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 49 ; Соколов ; 131 
 1267 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 80 ; koboko ; 113 
 1268 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 67 ; DENGL ; 150 
 1269 ; 20 копеек ; 1930 ;  ; Ag ; VF-XF ; 24 ; jimmysu ; 72 
 1270 ; 15 копеек ; 1922 ;  ; Ag ; VF+ ; 76 ; Tonyxxx82 ; 184 
 1271 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 10 ; волга ; 63 
 1272 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 30 ; samurai 969 ; 65 
 1273 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 9 ; волга ; 41 
 1274 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 38 ; волга ; 46 
 1275 ; 15 копеек ; 1925 ;  ; Ag ; VF ; 46 ; stivenson ; 63 
 1276 ; 15 копеек ; 1927 ;  ; Ag ; XF- ; 39 ; jimmysu ; 59 
 1277 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 68 ; taa ; 83 
 1278 ; 15 копеек ; 1929 ;  ; Ag ; XF- ; 58 ; koboko ; 77 
 1279 ; 15 копеек ; 1929 ;  ; Ag ; VF ; 13 ; jimmysu ; 47 
 1051 ; Лот значков "Ударник" (3шт) ;  ;  ; Al ; XF+/AU ; 27 ; aviator ; 39 
 1052 ; Лот значков "Победитель" (3шт) ;  ;  ; Al ; VF-XF/XF ; 28 ; egorkras ; 36 
 1053 ; Лот значков "Отличник" (3шт) ;  ;  ; Al ; XF/AU ; 107 ; Sailsun ; 399 
 1054 ; Лот знаков (4шт): Крылов, Маяковский, Чехов Ломоносов ;  ;  ; Пластмасса, сте ; VF/VF- ; 8 ; dfghj ; 9 
 1055 ; Лот значков "Отличник", "Ударник", "Активист" (5шт) ;  ;  ; Al ; XF-/XF ; 45 ; egorkras ; 181 
 1056 ; Лот значков "Зенит СССР" (3шт) ;  ;  ; Al, ж/м,эмаль ; VF-/VF+ ; 34 ; Добрый молодец ; 85 
 1057 ; Лот значков ВЛКСМ (3шт) ;  ;  ; Al ; AU ; 12 ; yrik ; 35 
 1058 ; Лот значков "ВЛКСМ" (4шт) ;  ;  ; Al ; VF-/VF+ ; 25 ; СВл ; 137 
 1059 ; Лот значков "ВЛКСМ" (6шт) ;  ;  ; Al, ж/м ; VF/XF ; 53 ; СВл ; 201 
 1060 ; Лот значков "ВЛКСМ" (11шт) ;  ;  ; Al ; VF/VF-XF ; 27 ; СВл ; 452 
 1061 ; Лот юбилейных значков (10шт) ;  ;  ; Al, ж/м,эмаль ; VF-/VF+ ; 42 ; lesnik1 ; 289 
 1062 ; Лот знаков (5шт): "Перелет Москва-США" ;  ;  ; Al ; VF/VF+ ; 11 ; SANGOLD1 ; 57 
 1063 ; Лот значков "Юный" (10шт) ;  ;  ; Al ; VF/VF+ ; 21 ; olvl_78 ; 75 
 1064 ; Лот значков "ВЛКСМ" (12шт) ;  ;  ; Al ; XF-/XF ; 19 ; СВл ; 372 
 1065 ; Лот значков "Ветеран труда" (21шт) ;  ;  ; Ж/м ; VF-/VF ; 26 ; st-micke ; 249 
 1066 ; Лот разных значков (17шт) ;  ;  ; Al, ж/м,эмаль ; XF-/XF ; 20 ; СВл ; 253 
 1067 ; Лот разных значков (17шт) ;  ;  ; Al, ж/м,эмаль ; VF-/VF+ ; 14 ; olvl_78 ; 159 
 1068 ; Лот знаков СССР (7шт): Дружинник, Победитель соцсоревнования 1977г, 60 лет СССР, Ударник коммунистического труда, Слава Октябрю, 50 лет Победы, 50 лет Великого Октября ;  ;  ; Ж/м, Al ; VF/XF- ; 11 ; olvl_78 ; 128 
 1069 ; Лот разных значков (27шт) ;  ;  ; Al, ж/м, пластм ; VF-/VF+ ; 34 ; Sailsun ; 337 
 1070 ; Знак об окончании высшего военного училища ; ММД ;  ; Томпак, эмаль ; AU ; 85 ; mirumir ; 179 
 1071 ; Знак об окончании высшего военного училища ; ММД ;  ; Томпак, эмаль ; AU ; 99 ; никсер ; 207 
 1072 ; Знак об окончании высшего военного училища ; ММД ;  ; Томпак, эмаль ; AU ; 108 ; нэри ; 207 
 1073 ; Знак. Начальник караула. МВД СССР внутренние войска ;  ;  ; Al ; AU ; 7 ; KYZIA ; 75 
 1074 ; Лот из 2-х медалей (Кировский завод. D-64мм, Отличик боевой и политической подготовки. D-64мм ;  ;  ; Al ; XF/AU ; 5 ; Lepila ; 57 
 1075 ; Лот из 2-х медалей (60 лет СССР. D-65мм, 35 лет победы. D-65мм) ;  ;  ; Al ; VF-XF/XF ; 15 ; yrik ; 99 
 1076 ; Лот из 2-х медалей (Кировский завод. D-65мм ;  ;  ; Al ; XF-/XF ; 44 ; yrik ; 75 
 1077 ; Лот из 2-х медалей (40 лет победы в Великой Отечественной войне. D-64мм ;  ;  ; Al ; XF-/XF+ ; 46 ; Maks777 ; 153 
 1207 ; Один червонец. М-8,56гр ; 1980 ; ММД ; Au ; AU ; 26 ; RAF ; 15190 
 1208 ; 200 рублей. С сертификатом. М-31,1гр ; 2008 ; ММД Сохраним наш мир. Речной бобр ; Au ; Proof ; 66 ; игмар ; 72371 
 1209 ; Набор памятных монет Российской Федерации "200 лет манифесту Александра I об образовании министерств в России 1802-2002": 25 руб, 1 руб + жетон (9шт). Упаковка ; 2002СПМД ;  ; Ag ; Proof ; 59 ; мамасмотрияедубезрук ; 33664 
 1210 ; 3 рубля ; 1992 ; ММД Аакадемия наук в Санкт-Петербурге ; Ag ; Proof ; 186 ; Artemon ; 1380 
 1211 ; 3 рубля ; 1993 ; ЛМД Космонавты ; Ag ; Proof ; 22 ; Masik ; 1908 
 1212 ; 3 рубля. С сертификатом ; 2002 ; СПМД Зимн.Олимпиада, Солт-Лейк-Сити ; Ag ; Proof ; 26 ; Artemon ; 1838 
 1213 ; 3 рубля ; 2005 ; СПМД Чемпионат мира по легкой атлетике. Хельсинки ; Ag ; Proof ; 222 ; OMT ; 2473 
 1214 ; 3 рубля ; 2008 ; Дмитриевский собор. г. Владимир ; Ag ; Proof ; 225 ; NSN ; 2473 
 1215 ; 3 рубля ; 2009 ; Одигитриевская церковь. Смоленская обл. ; Ag ; Proof ; 207 ; Artemon ; 1941 
 1216 ; 3 рубля ; 2010 ; Спасо-Преображенский собор ; Ag ; Proof ; 91 ; visa ; 2494 
 1217 ; 3 рубля ; 2010 ; Ансамбль Круглой площади, Петрозаводск ; Ag ; Proof ; 14 ; astronom ; 2388 
 1218 ; 3 рубля ; 2010 ; Боевая башня "Вовнушки" ; Ag ; Proof ; 44 ; NSN ; 2785 
 1219 ; 3 рубля ; 2010 ; 1000 лет Ярославлю ; Ag ; Proof ; 58 ; gdovka ; 2272 
 1220 ; 2 рубля ; 2006 ; ММД 150 лет со дня рождения М.А.Врубеля ; Ag ; Proof ; 34 ; 1ИЛЬЯ ; 918 
 1221 ; 2 рубля ; 2010 ; 200 лет хирургу Н.И.Пирогову ; Ag ; Proof ; 19 ; imi ; 1249 
 1222 ; Рубль. Полуточка ; 1921 ; (АГ) ; Ag ; AU ; 54 ; opop ; 4590 
 1223 ; Рубль ; 1921 ; (АГ) ; Ag ; XF+ ; 64 ; vborisevich1 ; 2256 
 1224 ; Рубль ; 1921 ; (АГ) ; Ag ; XF ; 34 ; jimmysu ; 2175 
 1225 ; Рубль ; 1922 ; (АГ) ; Ag ; XF/AU ; 41 ; 199z ; 10404 
 1226 ; Рубль ; 1922 ; (ПЛ) ; Ag ; VF+/XF- ; 85 ; sergey8 ; 10404 
 1227 ; Рубль ; 1922 ; (АГ) ; Ag ; XF- ; 48 ; USS ; 10208 
 1228 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 48 ; koboko ; 1236 
 1229 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 52 ; evkater ; 1334 
 1001 ; Знак. Легница. Древний Польский город ;  ;  ; Ж/м,эмаль ; VF ; 4 ; yrik ; 11 
 1002 ; Знак. Ветерану гвардейских минометных частей ; ММД ;  ; Ж/м, эмаль ; VF-XF ; 53 ; Maks777 ; 134 
 1003 ; Знак. 60 лет Битве за Москву (1941-2001) ;  ;  ; Ж/м ; XF ; 20 ; Maks777 ; 113 
 1004 ; Знак ДОСААФ СССР. Водитель автомобиля ; ММД ;  ; Ж/м, эмаль ; XF- ; 50 ; olvl_78 ; 253 
 1005 ; Знак. Отличник социалистического соревнования Ж/д транспорта № 74795 ;  ;  ; Ж/м, эмаль ; VF- ; 68 ; lesnik1 ; 513 
 1006 ; Знак. Мастер Радио конструктор ;  ;  ; Al ; XF ; 72 ; Doctor57 ; 357 
 1007 ; Знак. 50 лет победы 1945-1995 ;  ;  ; Ж/м ; AU ; 30 ; Maks777 ; 37 
 1008 ; Знак. МВТУ ; ЛМД ;  ; Al ; XF ; 17 ; генадич ; 261 
 1009 ; Знак. Отличник стоматологии II ст. ;  ;  ; Б/м ; AU ; 71 ; kons7 ; 341 
 1010 ; Знак об окончании Военной академии ;  ;  ; Б/м, эмаль ; XF+ ; 77 ; spbmila ; 418 
 1011 ; Знак. Отличник промкооперации СССР. Утеряна закрутка ;  ;  ; Ж/м, эмаль ; F+ ; 39 ; NSN ; 1173 
 1012 ; Знак. Об окончании Сельско-хозяйственного  ВУЗа ; ЛМД ;  ; Ж/м, эмаль ; VF+ ; 105 ; shdm ; 306 
 1013 ; Знак. 400 лет Архангельскому морскому торговому порту (1584-1984) ;  ;  ; Ж/м, эмаль ; VF+ ; 51 ; Sailsun ; 234 
 1014 ; Знак. Участнику уборки X целинного урожая. Казазская ССР ; ЛМД ;  ; Al ; AU ; 25 ; edv1968 ; 37 
 1015 ; Знак. НЗЛ ; ЛМД ;  ; Ж/м, эмаль ; XF ; 17 ; fillin ; 102 
 1016 ; Знак. 100 лет В-Волоцкому хлобчато-бумажному комбинату (1857-1957) ;  ;  ; Ж/м, эмаль ; VF- ; 31 ; olvl_78 ; 326 
 1017 ; Знак. Молодому передовику производства ЦК ВЛКСМ ; ЛМД ;  ; Ж/м ; AU ; 50 ; нэри ; 101 
 1018 ; Знак. Московское СВУ ;  ;  ; Ж/м, эмаль ; AU ; 43 ; Sky2 ; 339 
 1019 ; Знак. Почетный сотрудник погранслужбы ;  ;  ; Ж/м ; AU ; 74 ; 555650 ; 816 
 1020 ; Знак. 6 ВОКВМФ 1981г ;  ;  ; Ж/м, эмаль ; XF ; 68 ; Sailsun ; 722 
 1021 ; Знак. ЦСС ГУГШ 30 лет ;  ;  ; Ж/м ; XF+ ; 19 ; spbmila ; 111 
 1022 ; Знак. 20 лет МВШМ ;  ;  ; Ж/м ; AU ; 5 ; kola1961 ; 45 
 1023 ; Знак. Дипломатическая академия МИД России ;  ;  ; Ж/м ; XF ; 73 ; shdm ; 137 
 1024 ; Знак. 30 лет ГОСЦНИИП ;  ;  ; Ж/м ; AU ; 3 ; 555650 ; 34 
 1025 ; Знак. Будь готов ;  ;  ; Ж/м ; XF ; 7 ; shdm ; 28 
 1026 ; Знак . 50 лет ВЧК КГБ ;  ;  ; Ж/м, эмаль ; XF ; 84 ; NSN ; 563 
 1027 ; Знак. Крест президентского полка ;  ;  ; Ж/м, эмаль ; AU ; 63 ; 555650 ; 518 
 1028 ; Знак. 30 лет КВЕ ;  ;  ; Б/м ; AU ; 10 ; SANGOLD1 ; 11 
 1029 ; Знак. 80 лет радио-электронной разведке (1923-2003 ;  ;  ; Ж/м ; F-VF ; 81 ; 555650 ; 419 
 1030 ; Медаль. Дом Японо-Советской дружбы Хоккайдо ;  ;  ; Ж/м ; AU ; 55 ; st-micke ; 126 
 1031 ; Медаль. За заслуги в развитии охотничьего хозяйства. D-34мм ;  ;  ; Ж/м ; XF ; 10 ; Добрый молодец ; 74 
