 4359 ; Бона иностранная ;  ;  ;  ;  ; 20 ; shneyder ; 79 
 1762 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 28 ; o.k. ; 448 
 1763 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 25 ; kest-vs ; 53 
 1764 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 22 ; xtm330 ; 91 
 1765 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 22 ; xtm330 ; 91 
 1766 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 56 ; keha74 ; 71 
 1767 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 38 ; imi ; 72 
 1768 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 42 ; capable ; 72 
 1769 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 12 ; denis68 ; 102 
 1770 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 33 ; xtm330 ; 107 
 1771 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 75 ; xtm330 ; 101 
 1772 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 51 ; кабачок ; 87 
 1773 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Unc ; 27 ; kest-vs ; 59 
 1774 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 40 ; wolikaz ; 146 
 1775 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 35 ; jimmysu ; 61 
 1776 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Unc ; 23 ; 100924 ; 81 
 1777 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Unc ; 21 ; ZET ; 120 
 1678 ; 20 копеек. Аверс/Реверс 40 градусов ; 1939 ;  ; Ni ; XF- ; 7 ; otcha ; 153 
 1679 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; AU ; 51 ; astronom ; 565 
 1680 ; 10 рублей. Аверс/Реверс 90 градусов ; 2010 ;  ; Латунь ; AU ; 86 ; otcha ; 354 
 1681 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 24 ; o.k. ; 105 
 1682 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 36 ; denis68 ; 164 
 1683 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 50 ; denis68 ; 147 
 1684 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 39 ; mgradov ; 185 
 1685 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 47 ; denis68 ; 174 
 1686 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 64 ; serber ; 157 
 1687 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 43 ; denis68 ; 110 
 1688 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 39 ; pww78 ; 110 
 1689 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 23 ; capable ; 94 
 1690 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 31 ; кабачок ; 96 
 1691 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 20 ; denis68 ; 94 
 1692 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 55 ; monge ; 129 
 1693 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 35 ; Вяч ; 556 
 1694 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 77 ; Сакович ; 505 
 1695 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 27 ; ААФ ; 1472 
 1696 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 20 ; o.k. ; 114 
 1697 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 10 ; фёкла ; 72 
 1698 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 117 ; 4747 ; 516 
 1699 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 27 ; ААФ ; 1176 
 1700 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 58 ; yuri.gruzdev ; 312 
 1701 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 16 ; Krechet ; 331 
 1702 ; 3 рубля. Упаковка ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 62 ; o.k. ; 1728 
 1703 ; 3 рубля. Упаковка. С сертификатом ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 20 ; Моряк-собиратель ; 1438 
 1704 ; 3 рубля. Упаковка. С сертификатом ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 48 ; niko1968 ; 1192 
 1705 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 10 ; Моряк-собиратель ; 1116 
 1706 ; 1 рубль. Упаковка ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Unc ; 72 ; Danila-56 ; 1020 
 1707 ; 1 рубль. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 94 ; Dave ; 503 
 1708 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 24 ; o.k. ; 702 
 1709 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 48 ; yuri.gruzdev ; 940 
 1710 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 33 ; NSN ; 1023 
 1711 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 26 ; fox2011 ; 707 
 1712 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 36 ; кошак ; 1983 
 1713 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 26 ; кошак ; 2378 
 1714 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 20 ; 4747 ; 1210 
 1715 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 51 ; Ctap4e ; 500 
 1716 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 40 ; ANDREYMAG ; 189 
 1717 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 26 ; ANDREYMAG ; 165 
 1718 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 14 ; кабачок ; 100 
 1719 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 8 ; барабашка ; 57 
 1720 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 19 ; kest-vs ; 76 
 1721 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 56 ; xtm330 ; 122 
 1722 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 22 ; denis68 ; 151 
 1723 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 6 ; vrncoins ; 102 
 1724 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 14 ; denis68 ; 121 
 1725 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 68 ; 4747 ; 1125 
 1726 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; AU ; 14 ; Krechet ; 144 
 1727 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 7 ; kest-vs ; 59 
 1628 ; 15 копеек ; 1929 ;  ; Ag ; VF+ ; 58 ; bob_tauranga ; 105 
 1629 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 30 ; 462 ; 204 
 1630 ; 15 копеек ; 1930 ;  ; Ag ; XF+ ; 53 ; ges ; 145 
 1631 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 69 ; imi ; 105 
 1632 ; 10 копеек ; 1924 ;  ; Ag ; VF ; 91 ; kvm64 ; 184 
 1633 ; 10 копеек ; 1925 ;  ; Ag ; XF+/XF- ; 68 ; pixel. ; 101 
 1634 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 61 ; bob_tauranga ; 137 
 1635 ; 10 копеек ; 1927 ;  ; Ag ; AU ; 81 ; 462 ; 227 
 1636 ; 10 копеек ; 1927 ;  ; Ag ; XF+ ; 38 ; Doca ; 144 
 1637 ; 10 копеек ; 1928 ;  ; Ag ; AU/XF ; 83 ; Doca ; 141 
 1638 ; 10 копеек ; 1928 ;  ; Ag ; XF ; 31 ; spstudio ; 99 
 1639 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 83 ; smax621 ; 113 
 1640 ; 10 копеек ; 1929 ;  ; Ag ; AU/XF ; 46 ; koboko ; 86 
 1641 ; 10 копеек ; 1929 ;  ; Ag ; XF ; 48 ; imi ; 83 
 1642 ; 10 копеек ; 1930 ;  ; Ag ; AU/XF- ; 72 ; Doca ; 126 
 1643 ; 10 копеек ; 1930 ;  ; Ag ; XF+ ; 59 ; koboko ; 102 
 1644 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF+ ; 95 ; shknikolay ; 370 
 1645 ; Жетон. Один рубль. 70 лет Советскому чекану ; ММД ;  ; Ag925 ; Proof ; 72 ; ШИФ ; 2712 
 1646 ; Жетон. Один полтинник. 70 лет Советскому чекану ; ММД ;  ; Ag925 ; Proof ; 39 ; ШИФ ; 1844 
 1647 ; Жетон. Один полтинник. "Дверям закрытым-грош цена". Гагарин ; ММД ;  ; Ag925 ; Proof ; 39 ; ШИФ ; 1833 
 1648 ; Жетон. Один полтинник. "Дверям закрытым-грош цена". Гагарин ; 2011ММД ;  ; Б/м ; Proof ; 65 ; shknikolay ; 1035 
 1649 ; Жетон. 70 лет Советскому чекану. D-26мм ; СПМД ;  ; Ag925 ; Proof ; 199 ; Danila-56 ; 2920 
 1650 ; Жетон. Один рубль. 70 лет Советскому чекану ; СПМД ;  ; Ag925 ; Proof ; 57 ; ШИФ ; 1500 
 1651 ; Разменный знак 10. Шпицберген. Наводение-Юг России ; 2002СПМД ;  ; Б/м ; Proof ; 26 ; Gell13 ; 744 
 1652 ; Разменный знак 10. Шпицберген. Наводнение-Центр Европы ; 2002СПМД ;  ; Б/м ; Proof ; 28 ; kvm64 ; 818 
 1653 ; Разменный знак 10. Шпицберген. Против терроризма ; 2002СПМД ;  ; Б/м ; Proof ; 44 ; nik999 ; 603 
 1654 ; Разменный знак 10. Шпицберген. Сход ледника-трагедия в Кармадонском ущелье ; 2002СПМД ;  ; Б/м ; Proof ; 38 ; Gell13 ; 452 
 1655 ; Разменный знак 10. Шпицберген. Кончина папы Иоанна Павла II ; 2005СПМД ;  ; Б/м ; Proof ; 92 ; ШИФ ; 2125 
 1656 ; Разменный знак 10. Шпицберген. Цунами- Юго-Восточная Азия ; 2005СПМД ;  ; Б/м ; Proof ; 26 ; Danila-56 ; 1125 
 1657 ; 20 копеек ; 1950 ;  ; Ni ; VF-XF ; 48 ; Беломорочка ; 703 
 1658 ; 15 копеек ; 1934 ;  ; Ni ; VF ; 77 ; dbieh ; 602 
 1659 ; 15 копеек ; 1944 ;  ; Ni ; VF ; 64 ; dbieh ; 408 
 1660 ; 15 копеек ; 1937 ;  ; Ni ; F-VF ; 45 ; grisha2401 ; 250 
 1661 ; 15 копеек ; 1966 ;  ; Cu-Ni ; XF ; 53 ; shneyder ; 1658 
 1662 ; 10 копеек ; 1934 ;  ; Ni ; VF+ ; 44 ; Vasya ; 416 
 1663 ; 10 копеек ; 1937 ;  ; Ni ; VF-XF ; 80 ; Bagdan ; 708 
 1664 ; 10 копеек ; 1941 ;  ; Ni ; VF ; 50 ; Моряк-собиратель ; 301 
 1665 ; 10 копеек ; 1944 ;  ; Ni ; VF- ; 45 ; ZOLTAN333 ; 1955 
 1666 ; 10 копеек ; 1966 ;  ; Cu-Ni ; AU ; 35 ; konstk2 ; 1530 
 1667 ; 10 копеек ; 1990 ; М ; Cu-Ni ; XF+ ; 45 ; tick ; 4427 
 1668 ; 5 копеек ; 1926 ;  ; Br ; F-VF ; 49 ; Моряк-собиратель ; 276 
 1669 ; 5 копеек ; 1927 ;  ; Br ; F-VF ; 69 ; ZOLTAN333 ; 2617 
 1670 ; 5 копеек ; 1929 ;  ; Br ; VF- ; 30 ; dimon46 ; 215 
 1671 ; 5 копеек ; 1939 ;  ; Br ; F+ ; 25 ; pww78 ; 119 
 1672 ; 5 копеек ; 1951 ;  ; Br ; VF- ; 46 ; dbieh ; 590 
 1673 ; 5 копеек ; 1966 ;  ; Cu-Zn ; AU ; 102 ; ZOLTAN333 ; 2029 
 1674 ; 3 копейки ; 1927 ;  ; Br ; F ; 37 ; kvm64 ; 751 
 1675 ; 2 копейки ; 1933 ;  ; Br ; VF- ; 49 ; o.k. ; 414 
 1676 ; 1 копейка ; 1930 ;  ; Br ; VF+ ; 101 ; dimon46 ; 250 
 1677 ; 15 копеек. Аверс/реверс 10 градусов ; 1931 ;  ; Ni ; AU ; 53 ; otcha ; 514 
 1578 ; 1 рубль ; 1997 ; ЛМД Вратарь. Турне по Великобритании.1945. ; Ag ; Proof ; 63 ; NSN ; 858 
 1579 ; 1 рубль ; 1997 ; ЛМД Футболисты. Кубок Европы. Париж. 1960 ; Ag ; Proof ; 62 ; woland ; 920 
 1580 ; 1 рубль ; 1997 ; ЛМД Футболисты. Чемпионы Олимпиады. 1956 ; Ag ; Proof ; 75 ; NSN ; 858 
 1581 ; 1 рубль ; 2002 ; ММД Министерство иностранных дел ; Ag ; Proof ; 35 ; dean ; 2130 
 1582 ; 1 рубль ; 2002 ; ММД Министерство внутренних дел ; Ag ; Proof ; 85 ; div ; 5646 
 1583 ; 1 рубль ; 2002 ; ММД Вооруженные силы РФ ; Ag ; Proof ; 73 ; div ; 5308 
 1584 ; 1 рубль ; 2002 ; ММД Министерство экономического развития ; Ag ; Proof ; 60 ; dean ; 2993 
 1585 ; 1 рубль ; 2002 ; ММД Министерство юстиции ; Ag ; Proof ; 75 ; div ; 4448 
 1586 ; 1 рубль ; 2002 ; ММД Министерство образования ; Ag ; Proof ; 107 ; dean ; 2224 
 1587 ; 1 рубль ; 2002 ; ММД Министерство финансов ; Ag ; Proof ; 42 ; dean ; 2993 
 1588 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 54 ; sovet ; 1310 
 1589 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 34 ; Boing749 ; 1530 
 1590 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 75 ; pww78 ; 347 
 1591 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 43 ; Моряк-собиратель ; 434 
 1592 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; AU ; 66 ; Mart_11 ; 408 
 1593 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF+ ; 24 ; джон007 ; 346 
 1594 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 20 ; Буратино ; 362 
 1595 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 18 ; 4747 ; 340 
 1596 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 13 ; VKBro ; 370 
 1597 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 63 ; Mart_11 ; 340 
 1598 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 14 ; 4747 ; 362 
 1599 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 121 ; serg2010 ; 416 
 1600 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 41 ; Буратино ; 362 
 1601 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 106 ; джон007 ; 378 
 1602 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 111 ; gabbels ; 362 
 1603 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 66 ; bob_tauranga ; 116 
 1604 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 48 ; 462 ; 281 
 1605 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 58 ; imi ; 93 
 1606 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 41 ; jimmysu ; 61 
 1607 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 43 ; волга ; 65 
 1608 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 61 ; koboko ; 123 
 1609 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 60 ; SOS ; 61 
 1610 ; 20 копеек ; 1925 ;  ; Ag ; XF- ; 42 ; imi ; 67 
 1611 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 61 ; don-juras ; 61 
 1612 ; 20 копеек ; 1927 ;  ; Ag ; XF+ ; 65 ; ges ; 153 
 1613 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 69 ; spstudio ; 104 
 1614 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 43 ; Trespass ; 65 
 1615 ; 20 копеек ; 1928 ;  ; Ag ; VF ; 17 ; Trespass ; 61 
 1616 ; 20 копеек ; 1928 ;  ; Ag ; VF ; 60 ; don-juras ; 63 
 1617 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 57 ; kirkar ; 153 
 1618 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 82 ; imi ; 114 
 1619 ; 15 копеек ; 1922 ;  ; Ag ; VF+ ; 72 ; krava360 ; 152 
 1620 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 48 ; jimmysu ; 57 
 1621 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 43 ; spstudio ; 84 
 1622 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 56 ; jimmysu ; 57 
 1623 ; 15 копеек ; 1927 ;  ; Ag ; XF- ; 56 ; jimmysu ; 60 
 1624 ; 15 копеек ; 1927 ;  ; Ag ; XF- ; 74 ; bob_tauranga ; 119 
 1625 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 44 ; bob_tauranga ; 70 
 1626 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 79 ; spstudio ; 105 
 1627 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 73 ; bob_tauranga ; 113 
 1035 ; Лот иностранных значков на иголке (5шт) ;  ;  ; Al, ж/м ; VF-/VF+ ; 15 ; allur65 ; 14 
 1036 ; Лот значков "Пионерия" (2шт) ;  ;  ; Ж/м, эмаль ; VF/VF+ ; 14 ; Григорий ; 15 
 1037 ; Лот значков (За активную работу и 50 лет народному контролю): 2шт ;  ;  ; Al,Б/м ; XF/AU ; 63 ; Lepila ; 212 
 1038 ; Лот значков "Города" (16шт) ;  ;  ; Al ; VF-/VF ; 27 ; allur65 ; 26 
 1039 ; Лот значков "Фитиль": 3шт ; ЛМД ;  ; Ж/м,эмаль ; XF/AU ; 38 ; 462 ; 261 
 1040 ; Лот значков Города (6шт) ;  ;  ; Al ; VF/VF-XF ; 14 ; allur65 ; 13 
 1041 ; Знак. Слет Студенческих Строительных Отрядов в г. Муром ; 1973 ;  ; Al ; VF/VF+ ; 20 ; Григорий ; 110 
 1535 ; Один червонец. М-8,6г ; 1975 ;  ; Au ; AU ; 6 ; klimat83 ; 13000 
 1536 ; Один червонец. М-8,58г ; 1981 ; ММД ; Au ; AU ; 75 ; oleg_055 ; 12484 
 1537 ; 10 рублей. М-1,72г ; 1993 ; ММД Русский балет. Балерина. Au 900 ; Au ; AU ; 74 ; cammal ; 3434 
 1538 ; Набор монет "Олимпиада 80"(28шт): 10 рублей, 5 рублей. В коробке, с сертификатом ; 1979-1980 ;  ; Ag900 ; AU ; 22 ; shneyder ; 27073 
 1539 ; 25 рублей ; 1993 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 35 ; свой ; 6409 
 1540 ; 25 рублей ; 1996 ; ЛМД 300 лет Российскому флоту. Ф.Ф.Ушаков ; Ag ; Proof ; 86 ; shais1 ; 10596 
 1541 ; 25 рублей ; 1999 ; СПМД Ислед. Монголии, Тибета и Китая 1870-1873 ; Ag ; Proof ; 72 ; свой ; 9552 
 1542 ; 25 рублей ; 2001 ; ММД 160 лет сберегательному делу России ; Ag ; Proof ; 65 ; vlas ; 6763 
 1543 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; XF ; 27 ; SOS ; 1025 
 1544 ; 5 рублей ; 1978 ; ММД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; AU ; 44 ; woland ; 1259 
 1545 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 62 ; Artemon ; 2684 
 1546 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 52 ; OMT ; 2339 
 1547 ; 3 рубля ; 1999 ; СПМД 1-я тибетская эксп.1879-1880 гг. ; Ag ; Proof ; 34 ; Artemon ; 1780 
 1548 ; 3 рубля ; 1999 ; СПМД 2-я тибетская эксп.1883-1885 гг. ; Ag ; Proof ; 49 ; Artemon ; 2703 
 1549 ; 3 рубля ; 2003 ; ММД Год козы ; Ag ; Proof ; 38 ; NSN ; 1919 
 1550 ; 3 рубля ; 2004 ; ММД Год обезьяны ; Ag ; Proof ; 56 ; NSN ; 1826 
 1551 ; 3 рубля "Фигурное катание. Выдающиеся спортсмены России. И.Роднина, А.Зайцев". В буклете (дерево) ; 2010СПМД ;  ; Ag925 ; Proof ; 93 ; vip_Alex777 ; 7151 
 1552 ; 3 рубля "Фигурное катание. Выдающиеся спортсмены России. Л.Пахомова, А.Горшков". В буклете (дерево) ; 2010СПМД ;  ; Ag925 ; Proof ; 42 ; astronom ; 7010 
 1553 ; 2 рубля. Упаковка ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 41 ; NSN ; 569 
 1554 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 51 ; Maks777 ; 663 
 1555 ; 2 рубля. Упаковка ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 53 ; smax621 ; 672 
 1556 ; 2 рубля. Упаковка ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 54 ; smax621 ; 700 
 1557 ; 2 рубля. Упаковка ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 123 ; Maks777 ; 903 
 1558 ; 2 рубля ; 1995 ; ММД М.И.Кутузов ; Ag ; Proof ; 57 ; NSN ; 806 
 1559 ; 2 рубля ; 1997 ; ММД А.Н.Скрябин ; Ag ; Proof ; 67 ; Vasya ; 875 
 1560 ; 2 рубля ; 1997 ; ММД А.Л.Чижевский ; Ag ; Proof ; 87 ; Artemon ; 2696 
 1561 ; 2 рубля ; 1997 ; ЛМД Афанасий Никитин в Индии ; Ag ; Proof ; 45 ; NSN ; 1799 
 1562 ; 2 рубля ; 1997 ; ММД Афанасий Никитин в России ; Ag ; Proof ; 124 ; astronom ; 6897 
 1563 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет с собакой ; Ag ; Proof ; 31 ; smax621 ; 854 
 1564 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет за столом ; Ag ; Proof ; 32 ; monge ; 860 
 1565 ; 2 рубля ; 1999 ; СПМД Н.К.Рерих. Портрет ; Ag ; Proof ; 53 ; aleks610 ; 1019 
 1566 ; 2 рубля ; 2004 ; ММД 200 лет со дня рождения М.И.Глинки ; Ag ; Proof ; 33 ; aleks610 ; 902 
 1567 ; 1 рубль ; 1997 ; ЛМД Собор Казанской Божьей Матери ; Ag ; Proof ; 63 ; NSN ; 828 
 1568 ; 1 рубль ; 1997 ; ММД Храм Христа Спасителя ; Ag ; Proof ; 40 ; Artemon ; 1064 
 1569 ; 1 рубль ; 1997 ; ММД Воскресенские ворота ; Ag ; Proof ; 45 ; Artemon ; 759 
 1570 ; 1 рубль ; 1997 ; ММД Большой театр. Москва ; Ag ; Proof ; 60 ; NSN ; 816 
 1571 ; 1 рубль ; 1997 ; ЛМД МГУ. Москва ; Ag ; Proof ; 53 ; imi ; 689 
 1572 ; 1 рубль ; 1997 ; ЛМД Герб Москвы ; Ag ; Proof ; 57 ; cammal ; 733 
 1573 ; 1 рубль ; 1997 ; ЛМД Футболисты. Франция ; Ag ; Proof ; 54 ; woland ; 744 
 1574 ; 1 рубль ; 1997 ; ЛМД Футболисты. Чемпионы Олимпиады 1988. ; Ag ; Proof ; 57 ; woland ; 850 
 1575 ; 1 рубль ; 1997 ; ММД Хоккей на льду. Зимняя олимпиада в Нагано 1998 г. ; Ag ; Proof ; 53 ; woland ; 920 
 1576 ; 1 рубль ; 1997 ; ММД Биатлон.  Зимняя олимпиада в Нагано 1998 г. ; Ag ; Proof ; 58 ; andreyM ; 873 
 1577 ; 1 рубль ; 1997 ; ЛМД Первый футбольный матч. Санкт-Петербург.1897 ; Ag ; Proof ; 51 ; ААФ ; 852 
 985 ; Знак иностраннный ;  ;  ; Б/м ; VF ; 2 ; allur65 ; 21 
 986 ; Знак. Пионер. ГДР ; 1958-1959 ;  ; Ж/м ; VF ; 17 ; satyrn1 ; 55 
 987 ; Знак иностраннный ;  ;  ; Al ; VF-XF ; 8 ; SadKo ; 45 
 988 ; Знак "Пионер". ГДР ;  ;  ; Ж/м,эмаль ; VF ; 4 ; Lepila ; 104 
 989 ; Знак Kilian №19340 ;  ;  ; Ж/м ; F-VF ; 5 ; Григорий ; 33 
 990 ; Военный знак. Румыния ;  ;  ; Ж/м,эмаль ; VF ; 29 ; М662 ; 225 
 991 ; Знак. Национальная народная армия. ГДР ;  ;  ; Ж/м ; F-VF ; 27 ; М662 ; 68 
