 6035 ; Бона иностранная Индонезия ;  ;  ;  ; AU ; 11 ; prostor.71 ; 24 
 2239 ; 15 копеек ; 1956 ;  ; Ni ; XF ; 42 ; PROCSY ; 45 
 2240 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF+ ; 13 ; Orlov1504 ; 112 
 2141 ; 20 копеек ; 1946 ; Л/с звезда фигурная, шт. 3 коп. ; Ni ; VF+ ; 23 ; Rober ; 261 
 2142 ; 3 копейки ; 1965 ;  ; Cu-Zn ; VF+ ; 51 ; ooooo1961 ; 732 
 2143 ; 5 копеек ; 1948 ;  ; Br ; VF- ; 22 ; wwn ; 295 
 2144 ; 5 копеек ; 1943 ;  ; Br ; VF- ; 20 ; alenti ; 272 
 2145 ; 5 копеек ; 1939 ;  ; Br ; F- ; 7 ; Jiamer57rus ; 138 
 2146 ; 5 копеек ; 1948 ;  ; Br ; F- ; 13 ; wwn ; 153 
 2147 ; 15 копеек ; 1945 ;  ; Ni ; F ; 13 ; iizikul ; 157 
 2148 ; 15 копеек ; 1938 ;  ; Ni ; VF ; 17 ; vfuflfy49 ; 175 
 2149 ; 1 рубль ; 1968 ;  ; Cu-Ni ; VF+ ; 50 ; Ustin ; 1631 
 2150 ; 20 копеек ; 1941 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F ; 13 ; Yamilov ; 133 
 2151 ; 3 копейки ; 1935 ;  ; Br ; F-VF ; 12 ; coolpeppers ; 153 
 2152 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; VF ; 7 ; ANGEL 23 ; 46 
 2153 ; 1 копейка ; 1927 ;  ; Br ; F ; 19 ; ooooo1961 ; 213 
 2154 ; 1 копейка ; 1950 ;  ; Br ; VF ; 21 ; Mike! ; 226 
 2155 ; 2 копейки ; 1940 ;  ; Br ; F+ ; 10 ; Markus ; 79 
 2156 ; 1 рубль ; 1984 ;  ; Cu-Ni ; XF ; 21 ; Mike! ; 389 
 2157 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF ; 24 ; Дима Шухов ; 493 
 2158 ; 5 копеек ; 1939 ;  ; Br ; F ; 24 ; alenti ; 440 
 2159 ; 5 копеек ; 1937 ;  ; Br ; F ; 19 ; Mike! ; 512 
 2160 ; 5 копеек ; 1938 ;  ; Br ; F ; 22 ; alenti ; 457 
 2161 ; 2 копейки ; 1934 ;  ; Br ; VF ; 37 ; vlad_49 ; 202 
 2162 ; 1 копейка ; 1945 ;  ; Br ; F ; 28 ; vfuflfy49 ; 257 
 2163 ; 3 копейки ; 1937 ;  ; Br ; F- ; 5 ; ANGEL 23 ; 53 
 2164 ; 3 копейки ; 1948 ;  ; Br ; F+ ; 10 ; ivn ; 46 
 2165 ; 2 копейки ; 1928 ;  ; Br ; F ; 15 ; Ustin ; 31 
 2166 ; 2 копейки ; 1962 ;  ; Cu-Zn ; VF- ; 30 ; Дмитрий475 ; 140 
 2167 ; 2 копейки ; 1963 ;  ; Cu-Zn ; VF- ; 9 ; ivn ; 90 
 2168 ; 1 копейка ; 1933 ;  ; Br ; F+ ; 23 ; cr2952 ; 53 
 2169 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF ; 22 ; Шмейхель ; 175 
 2170 ; 50 копеек ; 1961 ;  ; Cu-Ni ; VF+ ; 11 ; Rober ; 175 
 2171 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; XF ; 54 ; SABik ; 412 
 2172 ; 10 копеек ; 1937 ;  ; Ni ; F ; 26 ; yniks2012 ; 1020 
 2173 ; 5 копеек ; 1926 ;  ; Br ; F+ ; 43 ; диман ; 443 
 2174 ; 5 копеек ; 1929 ;  ; Br ; F ; 45 ; taa ; 714 
 2175 ; 5 копеек ; 1930 ;  ; Br ; F ; 32 ; vfuflfy49 ; 99 
 2176 ; 5 копеек ; 1937 ;  ; Br ; VF- ; 56 ; диман ; 1279 
 2177 ; 5 копеек ; 1938 ;  ; Br ; VG ; 9 ; ivn ; 161 
 2178 ; 5 копеек ; 1946 ;  ; Br ; F+ ; 15 ; heavy_fly ; 58 
 2179 ; 5 копеек ; 1952 ;  ; Br ; F+ ; 34 ; heavy_fly ; 167 
 2180 ; 5 копеек ; 1956 ;  ; Br ; F ; 7 ; ooooo1961 ; 101 
 2181 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; VF ; 9 ; heavy_fly ; 153 
 2182 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; F-VF ; 17 ; vfuflfy49 ; 34 
 2183 ; 3 копейки ; 1937 ;  ; Br ; F+ ; 5 ; vfuflfy49 ; 126 
 2184 ; 3 копейки ; 1943 ;  ; Br ; F+ ; 9 ; ANGEL 23 ; 122 
 2185 ; 2 копейки ; 1928 ;  ; Br ; F ; 13 ; Ustin ; 53 
 2186 ; 2 копейки ; 1936 ;  ; Br ; F-VF ; 25 ; miranda ; 173 
 2187 ; 1 копейка ; 1926 ;  ; Br ; F-VF ; 47 ; miranda ; 498 
 2188 ; 1 копейка ; 1936 ;  ; Br ; F ; 19 ; vfuflfy49 ; 172 
 2189 ; 50 копеек ; 1961 ;  ; Cu-Ni ; VF ; 11 ; solder13 ; 249 
 2190 ; 2 копейки ; 1967 ;  ; Cu-Zn ; XF+ ; 32 ; Orlov1504 ; 341 
 2091 ; 5 копеек ; 1946 ;  ; Br ; F+ ; 14 ; heavy_fly ; 219 
 2092 ; 5 копеек ; 1948 ;  ; Br ; F+ ; 57 ; диман ; 556 
 2093 ; 5 копеек ; 1951 ;  ; Br ; F- ; 11 ; t_v_v ; 308 
 2094 ; 5 копеек ; 1952 ;  ; Br ; F ; 35 ; heavy_fly ; 152 
 2095 ; 5 копеек ; 1955 ;  ; Br ; F ; 58 ; sgd ; 81 
 2096 ; 5 копеек ; 1956 ;  ; Br ; F ; 16 ; ivn ; 61 
 2097 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; VF ; 28 ; Orlov1504 ; 434 
 2098 ; 3 копейки ; 1926 ;  ; Br ; F ; 12 ; диман ; 160 
 2099 ; 3 копейки ; 1934 ;  ; Br ; F ; 72 ; Ustin ; 1062 
 2100 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; F ; 30 ; 1+8 ; 512 
 2101 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; F ; 9 ; ANGEL 23 ; 101 
 2102 ; 3 копейки ; 1937 ;  ; Br ; F+ ; 20 ; heavy_fly ; 216 
 2103 ; 3 копейки ; 1943 ;  ; Br ; F ; 16 ; heavy_fly ; 159 
 2104 ; 2 копейки ; 1928 ;  ; Br ; VF ; 27 ; диман ; 396 
 2105 ; 2 копейки ; 1929 ;  ; Br ; VF ; 45 ; agent 007 ; 447 
 2106 ; 2 копейки ; 1935 ;  ; Br ; VF- ; 78 ; диман ; 847 
 2107 ; 2 копейки ; 1936 ;  ; Br ; F+ ; 8 ; ОСА ; 86 
 2108 ; 2 копейки ; 1941 ;  ; Br ; F-VF ; 24 ; denishe ; 510 
 2109 ; 2 копейки ; 1945 ;  ; Br ; F ; 25 ; ooooo1961 ; 302 
 2110 ; 2 копейки ; 1952 ;  ; Br ; F+ ; 22 ; sgd ; 131 
 2111 ; 1 копейка ; 1926 ;  ; Br ; VF ; 29 ; ОСА ; 363 
 2112 ; 1 копейка ; 1927 ;  ; Br ; F ; 28 ; coolpeppers ; 104 
 2113 ; 1 копейка ; 1928 ;  ; Br ; F ; 26 ; Ustin ; 235 
 2114 ; 1 копейка ; 1929 ;  ; Br ; F ; 33 ; Skilfulsun ; 1500 
 2115 ; 1 копейка ; 1930 ;  ; Br ; F ; 29 ; Skilfulsun ; 933 
 2116 ; 1 копейка ; 1931 ;  ; Br ; F ; 15 ; Ustin ; 50 
 2117 ; 1 копейка ; 1932 ;  ; Br ; F ; 19 ; vfuflfy49 ; 204 
 2118 ; 1 копейка ; 1933 ;  ; Br ; F ; 28 ; ivn ; 57 
 2119 ; 1 копейка ; 1934 ;  ; Br ; F ; 21 ; Ustin ; 363 
 2120 ; 1 копейка ; 1936 ;  ; Br ; F ; 37 ; vfuflfy49 ; 122 
 2121 ; 1 копейка ; 1941 ;  ; Br ; F ; 26 ; miranda ; 510 
 2122 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; VF- ; 30 ; Orlov1504 ; 105 
 2123 ; 50 копеек ; 1961 ;  ; Cu-Ni ; VF+ ; 32 ; igors1969 ; 268 
 2124 ; 10 копеек ; 1940 ;  ; Ni ; VG ; 7 ; ivn ; 161 
 2125 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF ; 33 ; igors1969 ; 350 
 2126 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF ; 25 ; igors1969 ; 319 
 2127 ; 20 копеек ; 1981 ;  ; Cu-Ni ; XF- ; 6 ; irmilah ; 82 
 2128 ; 20 копеек ; 1985 ;  ; Cu-Ni ; VF-XF ; 20 ; vfuflfy49 ; 92 
 2129 ; 20 копеек ; 1989 ;  ; Cu-Ni ; XF- ; 28 ; ivn ; 71 
 2130 ; 20 копеек ; 1990 ;  ; Cu-Ni ; XF ; 7 ; cr2952 ; 99 
 2131 ; 20 копеек ; 1991 ; ЛМД ; Cu-Ni ; XF- ; 73 ; vfuflfy49 ; 498 
 2132 ; 20 копеек ; 1991 ; ММД ; Cu-Ni ; XF- ; 26 ; vfuflfy49 ; 419 
 2133 ; 5 копеек ; 1929 ;  ; Br ; F ; 21 ; Ustin ; 567 
 2134 ; 3 копейки ; 1962 ;  ; Cu-Zn ; F ; 10 ; Levon.Koins ; 184 
 2135 ; 3 копейки ; 1991 ; ММД ; Cu-Zn ; AU ; 49 ; диман ; 327 
 2136 ; 5 копеек ; 1967 ;  ; Cu-Zn ; VF ; 53 ; RAMA ; 1062 
 2137 ; 1 рубль ; 1981 ;  ; Cu-Ni ; XF- ; 37 ; сим1962 ; 2550 
 2138 ; 15 копеек ; 1934 ;  ; Ni ; VF-XF ; 26 ; miranda ; 1007 
 2139 ; 10 копеек ; 1935 ;  ; Сu-Ni ; XF- ; 30 ; miranda ; 405 
 2140 ; 5 копеек ; 1973 ;  ; Cu-Zn ; XF- ; 53 ; SABik ; 601 
 2041 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 46 ; posad ; 194 
 2042 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 18 ; DmirtiyM ; 104 
 2043 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF+ ; 25 ; posad ; 183 
 2044 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF+ ; 18 ; Beliy86 ; 180 
 2045 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF ; 20 ; posad ; 163 
 2046 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 22 ; Beliy86 ; 140 
 2047 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 29 ; Koroed ; 858 
 2048 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 18 ; AntonR ; 340 
 2049 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF+ ; 22 ; zemlyk2014 ; 156 
 2050 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Unc ; 17 ; la_fiera ; 360 
 2051 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 18 ; edi ; 700 
 2052 ; 1 рубль ; 1964 ;  ; Cu-Ni ; XF ; 59 ; Heritage ; 100 
 2053 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 32 ; Ustin ; 1469 
 2054 ; 1 рубль ; 1971 ;  ; Cu-Ni ; XF/AU ; 26 ; Ustin ; 1440 
 2055 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 17 ; oleg1129 ; 261 
 2056 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF/AU ; 19 ; Yamilov ; 261 
 2057 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; XF+ ; 40 ; igors1969 ; 510 
 2058 ; 20 копеек ; 1961 ;  ; Cu-Ni ; AU ; 12 ; dim78 ; 132 
 2059 ; 5 копеек ; 1961 ;  ; Cu-Zn ; XF+ ; 17 ; Шмейхель ; 58 
 2060 ; 5 копеек ; 1975 ;  ; Cu-Zn ; XF+ ; 40 ; AntonR ; 159 
 2061 ; 5 копеек ; 1979 ;  ; Cu-Zn ; AU ; 31 ; igors1969 ; 102 
 2062 ; 5 копеек ; 1981 ;  ; Cu-Zn ; AU ; 29 ; dim78 ; 114 
 2063 ; 20 копеек ; 1941 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF ; 19 ; Копатель 972 ; 414 
 2064 ; 20 копеек ; 1944 ;  ; Ni ; XF- ; 37 ; omsk77 ; 614 
 2065 ; 5 копеек ; 1946 ;  ; Br ; XF ; 15 ; ОСА ; 333 
 2066 ; 5 копеек ; 1950 ;  ; Br ; XF- ; 59 ; agent 007 ; 762 
 2067 ; 1 рубль ; 1964 ;  ; Cu-Ni ; XF- ; 35 ; ivn ; 41 
 2068 ; 1 рубль ; 1965 ;  ; Cu-Ni ; AU ; 60 ; диман ; 507 
 2069 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 27 ; Ustin ; 1365 
 2070 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF ; 16 ; Orlov1504 ; 262 
 2071 ; 3 копейки ; 1956 ;  ; Br ; VF+ ; 27 ; Дмитрий475 ; 155 
 2072 ; 5 копеек ; 1980 ;  ; Cu-Zn ; XF+ ; 27 ; мон ; 126 
 2073 ; 5 копеек ; 1981 ;  ; Cu-Zn ; AU ; 25 ; Новик ; 156 
 2074 ; 5 копеек ; 1986 ;  ; Cu-Zn ; AU ; 60 ; диман ; 371 
 2075 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 11 ; мон ; 114 
 2076 ; 20 копеек ; 1932 ;  ; Ni ; XF ; 14 ; Mozart ; 261 
 2077 ; 20 копеек ; 1952 ;  ; Ni ; XF+ ; 20 ; Mozart ; 252 
 2078 ; 20 копеек ; 1954 ;  ; Ni ; AU ; 24 ; Mozart ; 308 
 2079 ; 10 копеек ; 1935 ;  ; Сu-Ni ; F ; 24 ; moneta34 ; 263 
 2080 ; 10 копеек ; 1937 ;  ; Ni ; F ; 26 ; flutter ; 612 
 2081 ; 10 копеек ; 1939 ;  ; Ni ; F ; 26 ; Victory-2001 ; 567 
 2082 ; 5 копеек ; 1926 ;  ; Br ; F+ ; 41 ; ivn ; 201 
 2083 ; 5 копеек ; 1929 ;  ; Br ; F ; 14 ; ivn ; 155 
 2084 ; 5 копеек ; 1930 ;  ; Br ; F+ ; 24 ; vfuflfy49 ; 58 
 2085 ; 5 копеек ; 1931 ;  ; Br ; F-VF ; 10 ; alenti ; 156 
 2086 ; 5 копеек ; 1932 ;  ; Br ; F+ ; 46 ; Ustin ; 412 
 2087 ; 5 копеек ; 1936 ;  ; Br ; F ; 36 ; Ustin ; 793 
 2088 ; 5 копеек ; 1937 ;  ; Br ; F ; 31 ; uporleza ; 1020 
 2089 ; 5 копеек ; 1938 ;  ; Br ; F-VF ; 46 ; диман ; 1508 
 2090 ; 5 копеек ; 1940 ;  ; Br ; VF- ; 15 ; wwn ; 255 
 1991 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 18 ; sergius ; 136 
 1992 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 21 ; posad ; 121 
 1993 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF+ ; 19 ; posad ; 133 
 1994 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 11 ; lgol ; 323 
 1995 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 14 ; спартак 30 ; 327 
 1996 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 17 ; lgol ; 323 
 1997 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 15 ; sotonn ; 400 
 1998 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 12 ; 1 минута ; 310 
 1999 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 16 ; sotonn ; 421 
 2000 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 23 ; 5Тимур5 ; 337 
 2001 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 15 ; франкенштейн ; 298 
 2002 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 28 ; paranoy ; 363 
 2003 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 13 ; paranoy ; 355 
 2004 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 22 ; ASCHE ; 908 
 2005 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 21 ; Служба тяги ; 220 
 2006 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 23 ; AntonR ; 225 
 2007 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 27 ; AntonR ; 235 
 2008 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 40 ; PROCSY ; 388 
 2009 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 16 ; франкенштейн ; 348 
 2010 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 10 ; франкенштейн ; 251 
 2011 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 27 ; франкенштейн ; 451 
 2012 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 11 ; 1 минута ; 189 
 2013 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF+ ; 9 ; Beliy86 ; 82 
 2014 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF- ; 28 ; irmilah ; 174 
 2015 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; XF+ ; 10 ; MBP ; 368 
 2016 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 52 ; hanim ; 2102 
 2017 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 40 ; hanim ; 1234 
 2018 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 26 ; dim78 ; 1226 
 2019 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Unc ; 22 ; ЗОЛОТАЯ ; 727 
 2020 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 18 ; ЗОЛОТАЯ ; 140 
 2021 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF ; 11 ; 312 ; 62 
 2022 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 14 ; kma ; 153 
 2023 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF ; 13 ; sotonn ; 108 
 2024 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU/XF ; 19 ; Tritiy2 ; 2670 
 2025 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; AU ; 32 ; ЗОЛОТАЯ ; 497 
 2026 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; AU ; 44 ; ЗОЛОТАЯ ; 507 
 2027 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 17 ; Beliy86 ; 145 
 2028 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 29 ; heavy_fly ; 187 
 2029 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 13 ; heavy_fly ; 138 
 2030 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF ; 36 ; posad ; 188 
 2031 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 29 ; sibirian ; 201 
 2032 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 17 ; sever55 ; 78 
 2033 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 30 ; posad ; 167 
 2034 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 15 ; posad ; 82 
 2035 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF+ ; 13 ; posad ; 102 
 2036 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 14 ; jekonya ; 132 
 2037 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF+ ; 31 ; jekonya ; 168 
 2038 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF ; 14 ; arsenich-s ; 312 
 2039 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 15 ; jekonya ; 140 
 2040 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; XF ; 11 ; sever55 ; 78 
 1941 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 18 ; heavy_fly ; 149 
 1942 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF ; 17 ; sever55 ; 100 
 1943 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 27 ; Beliy86 ; 90 
 1944 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 47 ; DmirtiyM ; 333 
 1945 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF+ ; 19 ; крым18 ; 151 
 1946 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 40 ; Beliy86 ; 373 
 1947 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 23 ; AntonR ; 255 
 1948 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 24 ; AntonR ; 204 
 1949 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 13 ; PROCSY ; 143 
 1950 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 17 ; sibirian ; 185 
 1951 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 13 ; Beliy86 ; 93 
 1952 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF+ ; 13 ; heavy_fly ; 102 
 1953 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 19 ; kirkar ; 459 
 1954 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 21 ; 1+8 ; 319 
 1955 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 17 ; paranoy ; 308 
 1956 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 22 ; kirkar ; 258 
 1957 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 17 ; mitisson ; 254 
 1958 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF ; 22 ; zemlyk2014 ; 156 
 1959 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 24 ; kost ; 236 
 1960 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 20 ; Drusa80 ; 232 
 1961 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Unc ; 49 ; SvetaFil ; 261 
 1962 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 39 ; AntonR ; 565 
 1963 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 7 ; Koroed ; 510 
 1964 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 29 ; Drusa80 ; 882 
 1965 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 22 ; edi ; 552 
 1966 ; 1 рубль. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 42 ; dim78 ; 833 
 1967 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 88 ; франкенштейн ; 459 
 1968 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 23 ; ростов ; 188 
 1969 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 30 ; франкенштейн ; 229 
 1970 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 68 ; AntonR ; 481 
 1971 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 24 ; Aziris ; 184 
 1972 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 18 ; dervish777 ; 194 
 1973 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 34 ; AntonR ; 199 
 1974 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 33 ; AntonR ; 232 
 1975 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 19 ; сортам70 ; 190 
 1976 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 37 ; AntonR ; 255 
 1977 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 31 ; сортам70 ; 188 
 1978 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 29 ; posad ; 194 
